"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","verbatimLongitude","verbatimLatitude","relatedCatalogItem","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","individualCount","fieldNumber"
"106","2020-09-02 16:37:23-03","Cenargen","CEN","5332","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","José Francisco Montenegro Valls","4294","1978","12","20",NA,"Brasil","RS","UEPAE - 5 Cruzes.","Exsicatas","Planta alta, formando touceiras densas em áreas sem pastejo junto ao portão de saída da UEPAE na estrada para Aceguá. Doação do Herb. Depto. Bot. da U. F. R. G. S. - Porto Alegre. Nº ICN 43.668.","CEN00005332","CEN00005332",NA,"BAGE","-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,NA,NA,NA,NA,"74087","auto",NA,NA,NA,"1",NA
"107","2020-09-02 16:37:23-03","Cenargen","CEN","5330","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","José Francisco Montenegro Valls","4293","1978","12","20",NA,"Brasil","RS","UEPAE - 5 Cruzes a beira da rodovia para Aceguá.","Exsicatas","Planta alta formando touceiras densas em áreas sem pastejo; Doação do Herb. Depto. Bot. da U. F. R. G. S. - Porto Alegre. Nº ICN 43.667.","CEN00005330","CEN00005330","J. F. M. Valls","BAGE","-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,NA,NA,NA,NA,"74087","auto","2011","04",NA,"1",NA
"108","2020-09-02 16:37:23-03","Cenargen","CEN","35242","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","José Francisco Montenegro Valls","14274","1998","12","17",NA,"Brasil","RS","1 km a oeste do acesso a Cachoeira do Sul, na BR-290, junto à estrada que sai para o sul.","Exsicatas","Colmos floríferos eretos.","CEN00035242","CEN00035242","J. F. M. Valls","CACHOEIRA DO SUL","-52.8939018249512","-30.0391998291016","200","200",NA,NA,"-5285861.0","-3026528.0",NA,NA,"71201","auto","1998","12",NA,"1",NA
"109","2020-09-02 16:37:23-03","Cenargen","CEN","10461","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","José Francisco Montenegro Valls","2744","1973","10","31",NA,"Brasil","RS","Km 157 da BR-290, próximo à ponte sobre o Rio Piquiri.","Exsicatas","Na vegetação do talude da rodovia. Doação - Herb. U.F.R.G.S. - Porto Alegre. ICN nº 24410.","CEN00010461","CEN00010461",NA,"CACHOEIRA DO SUL","-52.8939018249512","-30.0391998291016",NA,NA,NA,NA,NA,NA,NA,NA,"71201","auto",NA,NA,NA,"1",NA
"110","2020-09-02 16:37:23-03","Cenargen","CEN","35254","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","José Francisco Montenegro Valls","14288","1998","12","18",NA,"Brasil","RS","Ao sul e leste do trevo de acesso a Capão Novo, na Estrada do Mar.","Exsicatas","Folhas rígidas.","CEN00035254","CEN00035254","J. F. M. Valls","CAPAO DA CANOA","-50.0097007751465","-29.7455997467041","10","10",NA,NA,"-4999389.0","-2968139.0",NA,NA,"15808","auto","1998","12",NA,"1",NA
"111","2020-09-02 16:37:23-03","Cenargen","CEN","3752","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","José Francisco Montenegro Valls","709","1970","09","23",NA,"Brasil","RS","Entrocamento da BR-116 com BR-290.","Exsicatas","No gramado do talude, feito por leivas de campo úmido. Doação - Herb. Depto. Bot. da U.F.R.G.S. ICN nº 24397","CEN00003752","CEN00003752",NA,"GUAIBA","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,NA,NA,NA,"28343","auto",NA,NA,NA,"1",NA
"112","2020-09-02 16:37:23-03","Cenargen","CEN","3753","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","José Francisco Montenegro Valls","239","1965","11","15",NA,"Brasil","RS","Estação Experimental Agronômica da UFRGS.","Exsicatas","Setor de Forrageiras. Cresce em lavouras de Vigna sinensis.","CEN00003753",NA,"G. H. Rua","GUAIBA","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,NA,NA,NA,"28343","auto","2007","05",NA,NA,NA
"113","2020-09-02 16:37:23-03","Cenargen","CEN","51076","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","José Francisco Montenegro Valls","14791","2002","02","18",NA,"Brasil","RS","Campo ao sul da rodovia BR-287, pouco a oeste do limite Santa Maria - São Pedro do Sul.","Unicata","Lâminas pseudo-pecioladas.","CEN00051076","CEN00051076","J. F. M. Valls","SAO PEDRO DO SUL","-54.1789016723633","-29.6205997467041","200","200",NA,NA,"-5407472.0","-2966694.0",NA,NA,"32227","auto","2002","02",NA,"1",NA
"114","2020-09-02 16:37:23-03","Cenargen","CEN","3521","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","José Francisco Montenegro Valls","3015","1973","12","03",NA,"Brasil","RS","Estrada São Pedro do Sul-Jaguari, 34 km após São Pedro do Sul. Junto ao rio Toropi.","Exsicatas","Doação - Herbário Depto. Bot. da U.F.R.G.S.- Porto Alegre. Nº ICN 24773.","CEN00003521","CEN00003521","G. H. Rua","SAO PEDRO DO SUL","-54.1789016723633","-29.6205997467041",NA,NA,NA,NA,NA,NA,NA,NA,"32227","auto","2007","05",NA,"1",NA
"115","2020-09-02 16:37:23-03","Cenargen","CEN","51171","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","José Francisco Montenegro Valls","14892","2003","11","16",NA,"Brasil","RS","3,2 km ao norte do rio Araçá, na rodovia BR-116. Margem oeste da rodovia.","Exsicatas","Colmos floríferos eretos. Forma mais frequente no local, com inflorescências verdes com anteras externamente arroxeadas e branco-amareladas no interior. Ocorre em abundância desde a saída de Porto Alegre até Pelotas.","CEN00051171","CEN00051171","J. F. M. Valls","SERTAO SANTANA","-51.6032981872559","-30.4603004455566","30","30",NA,NA,"-5149667.0","-3051778.0",NA,NA,"15707","auto","2003","11",NA,"2",NA
"116","2020-09-02 16:37:23-03","Cenargen","CEN","51173","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","José Francisco Montenegro Valls","14894","2003","11","16",NA,"Brasil","RS","3,2 km ao norte do rio Araçá, na rodovia BR-116. Margem oeste da rodovia.","Exsicatas","Colmos floríferos eretos. Forma pouco frequente, com inflorescências plúmbeo-arroxeadas.","CEN00051173","CEN00051173","J. F. M. Valls","SERTAO SANTANA","-51.6032981872559","-30.4603004455566","30","30",NA,NA,"-5149667.0","-3051778.0",NA,NA,"15707","auto","2003","11",NA,"2",NA
"117","2020-09-02 16:37:23-03","Cenargen","CEN","51172","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","José Francisco Montenegro Valls","14893","2003","11","16",NA,"Brasil","RS","3,2 km ao norte do rio Araçá, na rodovia BR-116. Margem oeste da rodovia.","Unicata","Colmos floríferos eretos. Forma menos frequente, com inflorescências verdes com anteras roxas.","CEN00051172","CEN00051172","J. F. M. Valls","SERTAO SANTANA","-51.6032981872559","-30.4603004455566","30","30",NA,NA,"-5149667.0","-3051778.0",NA,NA,"15707","auto","2003","11",NA,"1",NA
"118","2020-09-02 16:37:23-03","Cenargen","CEN","4965","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","José Francisco Montenegro Valls","4754","1979","05","14",NA,"Brasil","RS","A leste da Coxilha das Lombas, RS-2 Km 74","Exsicatas","No talude enleivado. Doação - Herbário Depto. Bot. da U.F.R.G.S. (Nº ICN 45180) - Porto Alegre.","CEN00004965","CEN00004965","J. F. M. Valls","VIAMAO","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,NA,NA,NA,"41667","auto","2014","07",NA,"2",NA
"119","2020-09-02 16:37:23-03","Cenargen","CEN","10899","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Tatiana Sendulsky","1658","1975","02","08",NA,"Brasil","SP","Coleção de gramíneas do Instituto de Pesquisas IRI.","Exsicatas","Origem Litoral de SP. Fonte RS.203. Introdução em 1968. IRI n°. 622. Data: 8-9 de fevereiro de 1975.&nf;Doação Instituto de Botânica SP.","CEN00010899","CEN00010899 CEN00010899_1","G. H. Rua","MATAO","-48.3600006103516","-21.6000003814697",NA,NA,NA,NA,NA,NA,NA,NA,"26922","auto","2007","05",NA,"2",NA
"120","2020-09-02 16:37:23-03","Cenargen","CEN","10900","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Tatiana Sendulsky","1659","1975","02","08",NA,"Brasil","SP","Coleção de gramíneas do Instituto de Pesquisas IRI.","Exsicatas","Origem RS. Fonte RS.606. Introdução em 1968. IRI n°. 624. Data: 8-9 de fevereiro de 1975. Doação Instituto de Botânica SP.","CEN00010900","CEN00010900","G. H. Rua","MATAO","-48.3600006103516","-21.6000003814697",NA,NA,NA,NA,NA,NA,NA,NA,"26922","auto","2007","05",NA,"2",NA
"121","2020-09-02 16:37:23-03","Cenargen","CEN","12286","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum x ovale","Paspalum ionanthum x ovale",NA,"Camilo Luis Quarín","3914","1982","05","31",NA,"Argentina",NA,"Logrado en la Facultad de Ciencias Agrarias, Universidad Nacional del Nordeste.","Exsicatas","Paspalum ionanthum Chase X Paspalum ovale Nees ex Steud. - Híbrido interespecífico (F1 nº 1). Mediante cruzamientos experimentales controlados entre: Progenitor femenino: Paspalum ionanthum Q-3726 (2n=40); progenitor masculino: P. ovale BLB-219. Doação - Instituto de Botânica Del Nordeste - Argentina.","CEN00012286","CEN00012286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"122","2019-11-13 11:28:58-03","USP","SPF","17598","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Gonçalves","4","1972","10","24",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,"SPF00017598","SPF00017598","Anônimo","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"123","2019-01-25 15:44:48-02","IAC","IAC","19418","S","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","s/col.","s/nº","1967","10","20",NA,"Uruguai","Rocha",NA,NA,NA,NA,NA,"L.C. Bernacci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","08","06",NA,NA
"124","2019-01-25 15:44:48-02","IAC","IAC","21750","S","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","A. Krapovickas & E.L. Cabral","16483","1970","11","01",NA,"Argentina","Corrientes",NA,NA,NA,NA,NA,"A. Krapovickas & E.L. Cabral","Itatí","-58.246","-27.2782",NA,NA,NA,NA,"-58.246","-27.2782",NA,NA,NA,NA,"1970","11","01",NA,NA
"125","2019-01-25 15:44:48-02","IAC","IAC","25050","S","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Campos; Sengik; Hackdart; Schuch & Viana","15","1972","10","20",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,"L.C. Bernacci","Pelotas","-52.3425","-31.7719",NA,NA,NA,NA,"-52.3425","-31.7719",NA,NA,NA,NA,"2004","08","06",NA,NA
"126","2019-01-25 15:44:48-02","IAC","IAC","25988","S","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","R. Carnevali","2634","1971","10","06",NA,"Argentina","Corrientes",NA,NA,"Doação IBONE (Argentina)",NA,NA,"L.C. Bernacci","Ituzaingó","-56.7333","-27.5667",NA,NA,NA,NA,"-56.7333","-27.5667",NA,NA,NA,NA,"2004","08","06",NA,NA
"127","2019-01-25 15:44:48-02","IAC","IAC","39720","S","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","D#?#Ávila; Fernandes; Schuch; Matos & Rassier","20","1972","10","20",NA,"Brasil","Rio Grande do Sul","Campus IPEAS, UFPEL",NA,"obtida do IZ",NA,NA,"D#?#Ávila et al.","Pelotas","-52.3425","-31.7719",NA,NA,NA,NA,"-52.3425","-31.7719",NA,NA,NA,NA,"1972","10","20",NA,NA
"128","2019-11-01 15:16:53-03","UnB","UB","203909","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Faria, JEQ; Moreira, ALC; Romão, DR","3689","2013","05","31","Southern America","Brasil","Goiás","Parque Estadual de Paraúna, Serra das Galés",NA,"Erva 1,2m. Fruto castanho; Cerrado rupestre, solo bem arenoso","UB0023404","UB0023404","Rodrigues, RS","Paraúna","-50.634722","-16.990556","719","719",NA,NA,"-50.634722","-16.990556",NA,NA,NA,NA,"2017","01","17",NA,NA
"129","2019-11-01 15:16:53-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Debarba; et al.","31","1972","10","27","Southern America","Brasil","Rio Grande do Sul","Campus IPEAS - UFPEL",NA,NA,"UB0022792","UB0022792",NA,"Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"130","2019-11-01 15:16:53-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Krapovickas, A; Cristóbal, CL; Maruñak, RI; Tressens, SG","19998","1971","10","06","Southern America","Argentina","Corrientes","Ensenada Grande, Ruta 12",NA,"Borde de selva (clareo)","UB0023485",NA,"Rosengurtt","San Cosme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972","04",NA,NA,NA
"131","2020-08-20 14:59:52-03","UFSC","FLOR","19628","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Bertels, A.","229-105","1950","08","03",NA,"Brasil","Rio Grande do Sul","I. A. S.",NA,"Subxerophytia.","FLOR0019628",NA,"Rosengurtt, B.","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"132","2020-08-20 14:59:52-03","UFSC","FLOR","18240","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Sacco, J.C.","234","1954","11","12",NA,"Brasil","Rio Grande do Sul","Instituro Agronômico do Sul.",NA,NA,"FLOR0018240",NA,"Canto-Dorow, T. do","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"133","2020-08-20 20:41:37-03","UFSC","FLOR","29974","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Sacco, J.C.","232","1954","11","12",NA,"Brasil","Rio Grande do Sul","I. A. S.",NA,NA,"FLOR0029974",NA,"Canto-Dorow, T. do","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto","1992",NA,NA,NA,NA
"134","2020-08-20 20:41:37-03","UFSC","FLOR","29930","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Sacco, J.C.","233","1954","11","12",NA,"Brasil","Rio Grande do Sul","Instituto Agronômico do Sul.",NA,NA,"FLOR0029930",NA,"Canto-Dorow, T. do","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto","1992",NA,NA,NA,NA
"135","2020-08-20 20:41:37-03","UFSC","FLOR","8004","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Klein, R.M.; Pastore, U.","11958","1980","11","22",NA,"Brasil","Rio Grande do Sul","Lagoa do Sanchuri.",NA,"Lavoura recentemente abandonada","FLOR0008004",NA,"Smith, L.B.","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,NA,NA,"93142","auto","1981",NA,NA,NA,NA
"136","2021-02-08 12:54:06-03","UFRGS","ICN","119208","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Sacco, JC","234","1954","11","12","América do Sul","Brasil","RS","Instituto Agronômico do Sul",NA,"Beira de estrada.",NA,NA,"Canto-Dorow, TS","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"137","2021-02-08 12:54:06-03","UFRGS","ICN","160621","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Sendulsky, T","1658","1975","02","08","América do Sul","Brasil","SP","Coleção de gramíneas do Instituto de Pesquisas IRI",NA,"Doação do Herbário SP.; Cultivada.",NA,NA,NA,"Matão","-48.3600006103516","-21.6000003814697",NA,NA,NA,NA,NA,NA,NA,NA,"26922","auto",NA,NA,NA,NA,NA
"138","2021-02-08 12:54:06-03","UFRGS","ICN","014347","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Dutra","347",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,"Dorow, TC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992","02","06",NA,NA
"139","2021-02-08 12:54:06-03","UFRGS","ICN","029068","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Quarín, C; et al.","1849","1973","12","13","América do Sul","Argentina","Corrientes","10 Km NNE de Ituzaingó, camino a Guardia Cué",NA,"Em zanjas junto al camino",NA,NA,"Dorow, TC","Ituzaingó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992","03","16",NA,NA
"140","2021-02-08 12:54:06-03","UFRGS","ICN","050711","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Arbo, MM; et al.","1013","1975","03","29","América do Sul","Argentina","Corrientes","5 Km SW de Santa Rosa, Estanoia Zabala",NA,"Em taipas",NA,NA,"Dorow, TC","Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992","03","16",NA,NA
"141","2021-02-08 12:54:06-03","UFRGS","ICN","060113","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Pedersen, TM","s.n.","1982","10","28","América do Sul","Argentina","Corrientes","Estancia La Yela",NA,"Wet ground, soil clay",NA,NA,"Dorow, TC","Empedrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992","01","30",NA,NA
"142","2021-02-08 12:54:06-03","UFRGS","ICN","112578","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Arbo, MM; et al.","6240","1994","11","15","América do Sul","Argentina","Corrientes","Estancia San Lorenzo, Ruta 41, 4 Km N de Galarza",NA,"Em campo bajo",NA,NA,"Quarin, C","Galarza","-56.65","-28.066667",NA,NA,NA,NA,"-56.65","-28.066667",NA,NA,NA,NA,"1995",NA,NA,NA,NA
"143","2021-02-08 12:54:06-03","UFRGS","ICN","174091","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Hojsgaard, D","397","2008","10","08","América do Sul","Argentina","Corrientes","Entrada por Palmar Grande al Parque Nacional Mburucuyá",NA,"Doação Herbário CTES",NA,NA,"Hojsgaard, D","Mburucuyá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-02-08 12:54:06-03","UFRGS","ICN","190987","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Silva Filho, PJS","1780","2012","11","07","América do Sul","Brasil","RS",NA,NA,"Formando touceiras; Em campo úmido a beira da estrada",NA,NA,"Silva Filho, PJS","Cristal","-51.985278","-30.964444",NA,NA,NA,NA,"-51.985278","-30.964444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-02-08 12:54:06-03","UFRGS","ICN","043667","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Valls, J; et al.","4293","1978","12","20","América do Sul","Brasil","RS","UEPAE - 5 Cruzes. À beira da rodovia para Aceguá",NA,"Planta alta formando touceiras densas; Áreas sem pastejo",NA,NA,"Dorow, TC","Bagé","-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,NA,NA,NA,NA,"74087","auto","1992","02","06",NA,NA
"146","2021-02-08 12:54:06-03","UFRGS","ICN","119209","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Sacco, JC","233","1954","11","12","América do Sul","Brasil","RS","Instituto Agronômico do Sul",NA,"Beira de estrsda.",NA,NA,"Canto-Dorow, TS","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"147","2021-02-08 12:54:06-03","UFRGS","ICN","151164","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Setubal, R; Mello, A","189","2005","11","02","América do Sul","Brasil","RS","morro São Pedro Econsciência Espaço de Conservação",NA,"erva em vassoural de topo de morro",NA,NA,"Boldrini, II","Porto Alegre","-51.2299995422363","-30.0331001281738","145","145",NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"148","2021-02-08 12:54:06-03","UFRGS","ICN","138304","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Trevisan, R","388","2005","05","20","América do Sul","Brasil","RS","Assentamento Cerro dos Munhoz S 30°55'46 - W 55°19'41",NA,"solo úmido",NA,NA,"Trevisan, R","Santana do Livramento","-55.5327987670898","-30.8908004760742",NA,NA,NA,NA,NA,NA,NA,NA,"79795","auto",NA,NA,NA,NA,NA
"149","2021-02-08 12:54:06-03","UFRGS","ICN","023487","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Valls, J","29","1971","10","03","América do Sul","Brasil","RS","Estrada Sta. Maria",NA,"Lado de estrada, beira de mato",NA,NA,"Dorow, TC","São Sepé","-53.565299987793","-30.1606006622314",NA,NA,NA,NA,NA,NA,NA,NA,"46510","auto","1992","02","06",NA,NA
"150","2021-02-08 12:54:06-03","UFRGS","ICN","001571","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Barreto, I","691","1953","02",NA,"América do Sul","Brasil","RS","pr. cidade",NA,"Na margem do caminho em campo baixo e fértil",NA,NA,"Dorow, TC","Venâncio Aires","-52.1918983459473","-29.6063995361328",NA,NA,NA,NA,NA,NA,NA,NA,"37026","auto","1992","03","16",NA,NA
"151","2021-02-08 12:54:06-03","UFRGS","ICN","186349","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Schmidt-Silveira, F","366","2012","11","08","América do Sul","Brasil","RS","Águas Claras, Banhado dos Pachecos",NA,"Área úmida",NA,NA,NA,"Viamão","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA,NA
"152","2021-02-08 12:54:06-03","UFRGS","ICN","045180","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Valls, J; et al.","4754","1979","04","14","América do Sul","Brasil","RS","A leste da Coxilha das Lombas, RS-2, Km 74",NA,"Ocasional no talude enleivado",NA,NA,"Dorow, TC","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,NA,NA,NA,"41667","auto","1992","03","16",NA,NA
"153","2021-02-08 12:54:06-03","UFRGS","ICN","048028","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Allem, A; Vieira, G","1834","1978","03","15","América do Sul","Brasil","RS","Km 160, BR 293 Bagé-Pelotas",NA,"Forrageira. Antécios largos, grandes; Frequente em campo úmido à beira estrada, próximo à pastagem nativa.",NA,NA,"Oliveira, R","Bagé","-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,NA,NA,NA,NA,"74087","auto","1994","01","26",NA,NA
"154","2021-02-08 12:54:06-03","UFRGS","ICN","043668","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Valls, J; et al.","4294","1978","12","20","América do Sul","Brasil","RS","UEPAE - 5 Cruzes. Junto ao portão da UEPAE na estrada para Aceguá",NA,"Planta alta, ereta, formando touceiras densas; Áreas sem pastejo",NA,NA,"Dorow, TC","Bagé","-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,NA,NA,NA,NA,"74087","auto","1992","02","06",NA,NA
"155","2021-02-08 12:54:06-03","UFRGS","ICN","106131","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Boechat, SC","124","1994","11","10","América do Sul","Brasil","RS",NA,NA,NA,NA,NA,"Boechat, SC","Cristal","-52.0483016967773","-30.9997005462646",NA,NA,NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"156","2021-02-08 12:54:06-03","UFRGS","ICN","143520","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Guglieri, A; Caporal, FJM; Mochiutti, S; Behling, M","605","2005","09","29","América do Sul","Brasil","RS","Fazenda Ouro Verde",NA,"Doação do herbário TANAGRO (2006).; Margem de área de cultivo de acácia-negra.",NA,NA,"Guglieri, A; Caporal, FJM","Cristal","-52.0483016967773","-30.9997005462646",NA,NA,NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"157","2021-02-08 12:54:06-03","UFRGS","ICN","024021","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","H.S.A.","19","1932","10",NA,"América do Sul","Brasil","RS",NA,NA,NA,NA,NA,"Dorow, TC","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,NA,NA,NA,NA,"21601","auto","1992","01","31",NA,NA
