"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","verbatimLongitude","verbatimLatitude","relatedCatalogItem","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","individualCount","fieldNumber"
"22","2019-08-27 13:26:04-03","IAP","PACA-AGP","70265","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Bertels, A.",NA,"1950","08","03",NA,"Brasil","RS","I.A.S.",NA,"Herb. PEL 336.; subxerophytia.; n. det. 229","PACA070265",NA,"B. Rosengurtt","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,"Liliatae",NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"23","2019-08-27 13:26:04-03","IAP","PACA-AGP","56949","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Rambo, B.",NA,"1955","11","14",NA,"Brasil","RS","Esteio",NA,"Habitat: in humidis alte graminosis Fenofase: fruto","PACA056949",NA,"T. Canto-Dorow","Canoas","-51.1836013793945","-29.9178009033203",NA,NA,"Liliatae",NA,NA,NA,NA,NA,"8037","auto","1992","04","22",NA,NA
"24","2019-08-27 13:26:04-03","IAP","PACA-AGP","38822","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Rambo, B.",NA,"1948","12","14",NA,"Brasil","RS","Conceição",NA,"Habitat: in campestribus alte dumetosis Fenofase: fruto","PACA038822",NA,"T. Canto-Dorow","Caí",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA,"1992","04","22",NA,NA
"25","2019-08-27 13:26:04-03","IAP","PACA-AGP","56948","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Rambo, B.",NA,"1955","11","14",NA,"Brasil","RS","Esteio",NA,"Habitat: in humidis alte graminosis Fenofase: fruto","PACA056948",NA,"T. Canto-Dorow","Canoas","-51.1836013793945","-29.9178009033203",NA,NA,"Liliatae",NA,NA,NA,NA,NA,"8037","auto","1992","04","22",NA,NA
"26","2019-08-27 13:26:04-03","IAP","PACA-AGP","56953","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Rambo, B.",NA,"1955","11","11",NA,"Brasil","RS","Canoas",NA,"Habitat: in humidis alte graminosis Fenofase: fruto","PACA056953",NA,"T. Canto-Dorow","Esteio","-51.17919921875","-29.861400604248",NA,NA,"Liliatae",NA,NA,NA,NA,NA,"7214","auto","1992","04","22",NA,NA
"27","2019-08-27 13:26:04-03","IAP","PACA-AGP","2734","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Orth",NA,"1935","10","23",NA,"Brasil","RS",NA,NA,"Habitat: in siccia dumetosis Fenofase: fruto","PACA002734",NA,"T. Canto-Dorow","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"Liliatae",NA,NA,NA,NA,NA,"10287","auto","1992","04","22",NA,NA
"28","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0015295","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","C. Quarin; G. Norrmann & M. Urbani","3878","1987","11","18",NA,"Argentina","Corrientes","7 Km E de Saladas.",NA,NA,NA,NA,NA,NA,"-58.62","-28.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-07 11:47:36-03","UFMS","CGMS","23266","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","F.J.M. Caporal","643","2008","11","01",NA,"Brasil","Rio Grande do Sul","Cerro Branco, Fazenda São Maximiano, Morro São Maximiano.",NA,NA,"CGMS1052673",NA,"J.F.M. Valls","Guaíba","-51.3250007629395","-30.113899230957","20","20",NA,NA,NA,NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA
"30","2021-04-07 11:47:36-03","UFMS","CGMS","23269","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","F.J.M. Caporal","646","2008","11","01",NA,"Brasil","Rio Grande do Sul","Cerro Branco, Fazenda São Maximiano, Morro São Maximiano.",NA,NA,"CGMS1052676",NA,"J.F.M. Valls","Guaíba","-51.3250007629395","-30.113899230957","20","20",NA,NA,NA,NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA
"31","2019-11-19 14:08:53-03","UFRPE","PEUFR","4015","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Almeida; Romero; Martins Netto; Tôrres; Amaral","16","1972","10","20",NA,"Brasil","Rio Grande do Sul","Campus IPEAS - UFPEL",NA,"Comum.","PEUFR004015",NA,NA,"Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"32","2021-03-16 17:54:35-03","UCS","HUCS","35117","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Setubal, R.","189","2005","11","02",NA,"Brasil","Rio Grande do Sul","morro São Pedro",NA,"Herbário ICN - 151164; erva em vassoural de topo de morro",NA,NA,"Boldrini, I.O.","Porto Alegre","-51.2299995422363","-30.0331001281738","160","160",NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"33","2020-12-14 16:14:37-03","UFC","EAC","27261","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Sacco, J.C.","232","1954","11","12","Southern America","Brasil","Rio Grande do sul","Instituto Agronômico do Sul, Beira de estrada",NA,NA,"EAC0027261","EAC0027261","Dorow, T.C.","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto","1992","07",NA,NA,NA
"34","2020-12-14 16:14:37-03","UFC","EAC","27260","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Sacco, J.C.","863","1954","11","12","Southern America","Brasil","Rio Grande do sul","Instituto Agronômico do Sul, Beira de estrada",NA,NA,"EAC0027260","EAC0027260","Dorow, T.C.","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto","1992","03",NA,NA,NA
"35","2019-11-25 12:12:30-03","UFSM","SMDB","1146","S","Plantae",NA,NA,"Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Bernardes.","28","1972","10","28",NA,"Brasil","Rio Grande do Sul","Campus UFPEL",NA,NA,"SMDB001146",NA,"et al.; Bernardes","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"36","2019-11-25 12:12:30-03","UFSM","SMDB","9865","S","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Grando, R; Dambros, VS","s.n.","2002","03","16",NA,"Brasil","Rio Grande do Sul","Campus- UFSM, Estrada lateral ao Jardim Botânico- Psicultura- colégio Politécnico, colégio Agrícola (estação 6)",NA,"projeto flora do campus- ufsm","SMDB009865",NA,"Dambros, VS; Grando, R","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"37","2020-12-21 16:40:48-03","MBM","MBM","17656","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum ionanthum","Chase","Smith, L.B.","16483",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,"MBM017656","MBM017656","Rosengurtt, B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ionanthum",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:40:48-03","MBM","MBM","119942","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Klein, R.; Pastore, U.; Pastore, U.","11958",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Uruguaiana",NA,NA,"MBM119942","MBM119942","Smith, L.B.","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,NA,NA,"93142","auto",NA,NA,NA,NA,NA
"39","2020-12-21 16:40:48-03","MBM","MBM","31465","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Quarín, C.","1752",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,"MBM031465","MBM031465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:40:48-03","MBM","MBM","45887","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Quarín, C.","3216",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,"MBM045887","MBM045887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:40:48-03","MBM","MBM","67402","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Quarín, C.","1326",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","30km de Pelotas, camino a Porto Alegre",NA,NA,"MBM067402","MBM067402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:40:48-03","MBM","MBM","83166","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Pedersen, T.M.","23436",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,"MBM083166","MBM083166","Pedersen, T.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:40:48-03","MBM","MBM","207457","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Sacco, J.C.","233",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Instituto Agronômico do Sul",NA,NA,"MBM207457",NA,"Valls, J.F.M.","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"44","2020-12-21 16:40:48-03","MBM","MBM","56417","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Pedersen, T.M.","11476",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Rod. BR-158",NA,NA,"MBM056417","MBM056417","Pedersen, T.M.","Júlio de Castilhos","-53.6817016601562","-29.226900100708",NA,NA,NA,NA,NA,NA,NA,NA,"41205","auto",NA,NA,NA,NA,NA
"45","2020-12-21 16:40:48-03","MBM","MBM","207458","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Sacco, J.C.","234",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Instituto Agronômico do Sul",NA,NA,"MBM207458",NA,"Valls, J.F.M.","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"46","2020-12-21 16:40:48-03","MBM","MBM","69773","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Oliveira","28",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Pelotas",NA,NA,"MBM069773","MBM069773",NA,"Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"47","2020-12-21 16:40:48-03","MBM","MBM","23810","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum ionanthum","Chase","Krapovickas, A.; et al.; et al.","19998",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,"MBM023810","MBM023810","Rosengurtt, B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ionanthum",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:40:48-03","MBM","MBM","23847","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum ionanthum","Chase","Quarín, C.","512",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,"MBM023847","MBM023847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ionanthum",NA,NA,NA,NA,NA,NA,NA
"49","2018-06-22 09:04:00-03","MO","MOBOT","101051876","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Troels M. Pedersen","Pedersen 1394","1951","12","15","South America","Argentina","Corrientes","Estancia Santa Teresa.",NA,NA,NA,NA,"Troels M. Pedersen","Mburucuyá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"50","2008-05-27 22:02:00-03","MO","MOBOT","210175","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","L.R. Parodi","Parodi 12140","1934","11","14","South America","Argentina","Corrientes","Chavarria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2009-06-24 20:50:00-03","MO","MOBOT","2968816","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Jason R. Swallen","Swallen 7115","1945","10","22","South America","Brazil","Rio Grande do Sul","Pelotas, Rio Grande do Sul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2009-06-24 20:50:00-03","MO","MOBOT","2968916","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Jason R. Swallen","Swallen 7285","1945","11","2","South America","Brazil","Rio Grande do Sul","Instituto Agronomico do Sul, Pelotas, Rio Grande do Sul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
