"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","class"
"11","2021-03-15 16:37:00-03","NY","NYBG","3815174","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore",NA,"B. Maguire","27763","1948","12","17","South America","Venezuela",NA,NA,"Cerro Sipapo (Paráque), Territorio Amazonas. Phelps Camp to North Savanna.",NA,NA,"1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4101571' target='other'> <mi>dwc_moreinfo</mi></a>","NY03815174","NY03815174_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3815184","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore",NA,"R. Persaud","125","1973","10","29","South America","Guyana",NA,NA,"Mt. Roraima, Waruma Trail",NA,NA,"1402","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4101581' target='other'> <mi>dwc_moreinfo</mi></a>","NY03815184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1628601","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore","J. T. Mickel","B. Maguire","42002","1957","11","08","South America","Venezuela","Amazonas","Mun. Río Negro","Cerro de la Neblina, Río Yatua, between Camps 3 and 4","-65.95","1.016666667","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1604210' target='other'> <mi>dwc_moreinfo</mi></a>","NY01628601","NY01628601_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3815181","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore",NA,"J. A. Steyermark","75064","1953","04","17","South America","Venezuela","Bolívar",NA,"Chimantá Massif. Estado Bolívar. Between camp 3 and main line of sandstone bluffs, northwestern part of Abácapa-tepuí.",NA,NA,"1210","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4101578' target='other'> <mi>dwc_moreinfo</mi></a>","NY03815181","NY03815181_01","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1015628","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore","A. C. Brade","A. C. Brade","19159","1948","08","06","South America","Brazil","Espírito Santo","Castelo","Braço do Sul.","-41.1844","-20.6036",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1109124' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015628","NY01015628_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","03815172","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore",NA,"A. F. Fuentes","17043","2010","08","19","South America","Bolivia","La Paz","Franz Tamayo","Región Madidi, Santo Domingo, sector Lechemayu, en la Parcela Permanente 49.","-68.6197","-14.7692","1475","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4101567' target='other'> <mi>dwc_moreinfo</mi></a>","NY03815172","NY03815172_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-01-14 15:27:51-03","MN","R","15583","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore","Novelino, R.F.","Damazio, L.B.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Planalto de Itacolomi",NA,NA,NA,NA,NA,"R010053701",NA,NA,"1990","04","04",NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:27:51-03","MN","R","121971","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore","Christ, H.","Damazio, L.B.",NA,"1912",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"R010053699",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA
"19","2021-01-14 15:27:51-03","MN","R","210445","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore","Kieling-Rubio, M.A.","Emmerich, M.; Dressler, R.","2767","1966","02","19",NA,"Brasil","São Paulo","Angatuba",NA,"-48.4099998474121","-23.4899997711182",NA,NA,NA,"R010053711,R010053706",NA,NA,"2012",NA,NA,"29114","auto",NA,NA,NA,NA
"20","2016-02-02 14:38:58-02","BGBM","B","B 20 0069703","S","Plantae",NA,NA,"Polypodiaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","T.Moore","G. Hieronymus","A. F. M. Glaziou","15709",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B200069703 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200069703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-02-02 14:38:58-02","BGBM","B","B 20 0069705","S","Plantae",NA,NA,"Polypodiaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","T.Moore","M. A. Kieling-Rubio","E. H. G. Ule","4976","1900","02",NA,"Middle and South America","Brazil",NA,NA,"Estado de Rio de Janeiro. An Felsen eines hohen Berges der Serra do Macahé.",NA,NA,"1450",NA,"<a href=http://herbarium.bgbm.org/object/B200069705 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200069705",NA,"1450","2010","10","13",NA,NA,NA,NA,NA,NA
"22","2016-02-02 14:38:58-02","BGBM","B","B 20 0070307","S","Plantae",NA,NA,"Polypodiaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","T.Moore","L. C. N. Melo","L. B. Damazio","1371",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"S. Brasil; Plateau de l'Itacolumi.",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B200070307 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200070307","B200070307",NA,"2008","07",NA,NA,NA,"isosyntype",NA,NA,NA
"23","2016-02-02 14:38:58-02","BGBM","B","B 20 0070716","S","Plantae",NA,NA,"Polypodiaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","T.Moore","G. Cremers","A. F. M. Glaziou","4652",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B200070716 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200070716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-20 21:16:51-03","UFV","VIC","001867","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) Moore",NA,"Kulhmann","s.n.","1935","04","19",NA,"Brasil","Minas Gerais","Carangola","Alto da Serra da Grama","-42.0293998718262","-20.7331008911133",NA,NA,"Planta de terra humosa ou ácida.","VIC001867","VIC001867",NA,NA,NA,NA,"21913","auto",NA,NA,NA,NA
"25","2020-12-20 21:16:51-03","UFV","VIC","003438","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) Moore",NA,"Brade","15518","1937","03",NA,NA,"Brasil","Rio de Janeiro","Itatiaia","2100 metros.","-44.5633010864258","-22.4960994720459",NA,NA,NA,"VIC003438","VIC003438",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA
"26","2019-11-21 14:52:15-03","UFJF","CESJ","10541","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore","F.B. Matos","L. Krieger","CESJ10541","1971","05","14","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Dias Tavares","-43.3502998352051","-21.7642002105713",NA,NA,"No chão da mata muito úmido (brejo). Estéril. As frondes férteis, menores, inteiramente recobertas de soros na face dorsal.","CESJ010541",NA,NA,"2016","11","03","36144","auto",NA,NA,NA,NA
"27","2019-11-21 14:52:23-03","UFJF","CESJ","3134","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","damazioi","Elaphoglossum damazioi","Christ","V.A.O. Dittrich","L.B. Damazio","1163","1903","08","18","América do Sul","Brasil","Minas Gerais","Itacolomi","Campos do Planalto",NA,NA,NA,NA,NA,"CESJ003134",NA,NA,"2019","04",NA,NA,NA,"Syntypus",NA,NA,NA
"28","2020-03-12 10:29:06-03","UFOP","OUPR","10170","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore","Matos, F.B.","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto/Mariana","Planalto do Itacolumi",NA,NA,NA,NA,"Ex Herbario Escola de Minas No. 238.",NA,NA,NA,"2019","12","02",NA,NA,NA,NA,NA,NA
"29","2020-03-12 10:29:06-03","UFOP","OUPR","10172","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore","Matos, F.B.","Badini, J.","s.n.","1936",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto/Mariana","Parque Estadual do Itacolomi",NA,NA,NA,NA,"Herva. Adherente ás arvores. Ex Hervario José Badini Ouro Preto No. 271. Ex Herb. Escola de Farmacia No. 5159.",NA,NA,NA,"2019","12","02",NA,NA,NA,NA,NA,NA
"30","2020-03-12 10:29:06-03","UFOP","OUPR","10173","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore","Matos, F.B.","Badini, J.","s.n.","1938",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"Herva. Sobre rochas. Ex Herbario da Escola de Farmacia Ouro Preto No. 2454.",NA,NA,NA,"2019","12","02","44599","auto",NA,NA,NA,NA
"31","2020-03-12 10:29:06-03","UFOP","OUPR","10174","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore","Matos, F.B.","Badini, J.","s.n.","1936",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"Herva. Terreno humido e sombrio. Ex Escola de Pharmacia Ouro Preto No. 1648.",NA,NA,NA,"2019","12","02","44599","auto",NA,NA,NA,NA
"32","2020-03-12 10:29:06-03","UFOP","OUPR","10171","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore","Novelino, R.F.","Badini, J.","s.n.","1938",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"Erva. Sobre o arenito, em lugar úmido e sombrio. Ex Herb. José Badini No. 4731. Ex Herbário da Escola Federal de Farmácia e Bioquímica de Ouro Preto No. 2454.",NA,NA,NA,"1993","09","07","44599","auto",NA,NA,NA,NA
"33","2020-03-12 10:29:06-03","UFOP","OUPR","10175","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore","Matos, F.B.","Damazio, L.B.","s.n.","1907","03","26",NA,"Brasil","Minas Gerais","Ouro Preto","Serra do Frazão","-43.5080986022949","-20.2875003814697",NA,NA,"Sobre os rochedos. Ex Herbario Escola de Minas No. 382.",NA,NA,NA,"2019","12","02","44599","auto",NA,NA,NA,NA
"34","2016-01-22 15:02:44-02","MNHN","RECOLNAT_MNHN_P","P00249677","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore",NA,"Damazio, L.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Plateau de l'Itaculumi",NA,NA,NA,"hb","Herbier Christ 9 février 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249677' target='other'> <mi>dwc_moreinfo</mi></a>","P00249677","P00249677_01",NA,NA,NA,NA,NA,NA,NA,"1163",NA,NA
"35","2015-09-19 10:09:57-03","MNHN","RECOLNAT_MNHN_P","P00249678","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore",NA,"Damazio, L.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Petit bois du plateau de l'Itacolomi",NA,NA,NA,"hb","Herbier Christ 9 février 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249678' target='other'> <mi>dwc_moreinfo</mi></a>","P00249678","P00249678_01 P00249678_02",NA,NA,NA,NA,NA,NA,NA,"1371",NA,NA
"36","2015-09-19 10:18:43-03","MNHN","RECOLNAT_MNHN_P","P00249679","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore",NA,"Damazio, L.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Petit bois du plateau de l'Itacolomi",NA,NA,NA,"hb","Herbier Christ 9 février 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249679' target='other'> <mi>dwc_moreinfo</mi></a>","P00249679","P00249679_01 P00249679_02",NA,NA,NA,NA,NA,NA,NA,"1371",NA,NA
"37","2019-01-21 11:06:43-02","MNHN","RECOLNAT_MNHN_P","P00249764","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore","F.B. Matos & J.T. Mickel","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249764' target='other'> <mi>dwc_moreinfo</mi></a>","P00249764","P00249764_01",NA,NA,NA,NA,NA,NA,NA,"4652",NA,NA
"38","2015-09-19 10:45:45-03","MNHN","RECOLNAT_MNHN_P","P00249765","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore","F.B. Matos & J.T. Mickel","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249765' target='other'> <mi>dwc_moreinfo</mi></a>","P00249765","P00249765_01",NA,NA,NA,NA,NA,NA,NA,"4652",NA,NA
"39","2011-11-22 12:53:27-02","MNHN","RECOLNAT_MNHN_P","P00602736","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore","Melo","Damazio, L.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Plateau de l'Itaculumi",NA,NA,NA,"hb","herbier Christ 9 février 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00602736' target='other'> <mi>dwc_moreinfo</mi></a>","P00602736","P00602736_01",NA,NA,NA,NA,NA,NA,NA,"1163",NA,NA
"40","2015-09-19 10:29:17-03","MNHN","RECOLNAT_MNHN_P","P00602737","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore","Melo","Damazio, L.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Petit bois du plateau de l'Itacolomi",NA,NA,NA,"hb","herbier Christ 9 février 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00602737' target='other'> <mi>dwc_moreinfo</mi></a>","P00602737","P00602737_01",NA,NA,NA,NA,NA,NA,NA,"1371",NA,NA
"41","2020-09-29 14:53:17-03","UFPR","UPCB","88203","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T.Moore","Matos, F.B.","Brade, A.C.","19159","1948","08","06",NA,"Brasil","Espírito Santo","Castelo","Braço do Sul.","-41.184700012207","-20.6035995483398",NA,NA,"Lugar úmido. Terrestre na mata..","UPCB0019233","UPCB0019233",NA,"2017","01",NA,"23588","auto",NA,NA,NA,NA
"42","2009-07-17 17:02:00-03","MO","MOBOT","2281903","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore","R. Moran (NY)","Thomas B. Croat|Lynn P. Hannon|Gregory A. Wahlert|Tuntiak Katan","Croat 91064","2004","7","14","South America","Ecuador","Zamora-Chinchipe",NA,"Along road from Quime Ferry Crossing into Cordillera del Condor, 22 km above Río Zamora, in a southward direction, along creek at old military camouflage shed.","-78.43805","-3.62944","1489.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1503","3",NA
"43","2017-12-19 09:48:00-02","MO","MOBOT","100356125","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore","F. Matos (NY)","Alfredo F. Fuentes|P. Miranda|C. Miranda|L. Vaquiata|E. Segales","Fuentes Claros 17043","2010","8","19","South America","Bolivia","La Paz","Franz Tamayo","Región Madidi, Santo Domingo, sector Lechemayu, en la Parcela Permanente 49.","-68.6197778","-14.7691945","1475.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-77","3",NA
"44","2015-08-23 05:45:00-03","MO","MOBOT","12457","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore","John T. Mickel","Ronald L. Liesner|B.L. Stannard","Liesner 16877","1984","3","21","South America","Venezuela","Amazonas",NA,"Río Negro. Cerro de La Neblina Camp V. Valley north base of Pico Cardona. Elev. 1250 m. 0º49'N, 66º0'W.","-66.1666667","0.8166667","1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-61","7",NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","1307789","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore","A.R.Smith1987.slender lvs acuminate apex","Ronald L. Liesner","Liesner 18255a","1985","3","5","South America","Venezuela","Amazonas",NA,"Atabapo. Base of cliff and forest below it on slope of Huachamacari. 3º39'N, 65º43'W, elev. 1000 m. to 1300 m.","-65.71666","3.65","1000.00000000",NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,"85-21",NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","1479","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","acrocarpum","Elaphoglossum acrocarpum","(Mart.) T. Moore","A.R. Smith (UC)","H. van der Werff|Walter A. Palacios","van der Werff 10402","1989","2","4","South America","Ecuador","Morona-Santiago",NA,"Cordillera de Cutucu, road Mendez-Morona. Forest along road.","-78.16666","-2.91666","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4",NA
