"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"139","2019-02-15 11:33:26-02","IPA","IPA","14057","S","Plantae","Plantae",NA,"Arecaceae","Mauritia","vinifera","Mauritia vinifera","Mart.","Medeiros-Costa","27","1967","01","03","Southern America","Brasil","Dois Irmãos, Jardim Zoo-Botânico.","-34.8810997009277","-8.05389022827148",NA,"Cultivada. Dióica - Masculina.","IPA0014057",NA,"Medeiros-Costa","Pernambuco","Recife",NA,NA,"1967","01","03",NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA
"140","2020-10-20 14:17:05-03","UFOPA","HSTM","14070","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","LIMA, A. K. O","3","2020","04","28",NA,"Brasil","Chácara do Natinho. Entrada na chácara pela estância alecrim, na BR-163 Km 4.","-54.725833","-2.463889",NA,NA,"HSTM014070",NA,NA,"Pará","Santarém",NA,NA,NA,NA,NA,"54º43'33''W","2º27'50''S",NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-10-20 14:17:05-03","UFOPA","HSTM","13264","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Sousa, G. R.","104","2018","05","04",NA,"Brasil","Igarapé Cambuquira.","-54.939444","-2.509167",NA,NA,"HSTM013264",NA,"Sousa, G. R.","Pará","Santarém",NA,NA,"2018","05","04","54º56'22''W","2º30'33''S",NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-04-07 11:41:09-03","UFMS","CGMS","37992","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","S.N.Moreira; V.J. Pott","366","2010","11","01",NA,"Brasil","Fazenda Modelo da Embrapa Gado de Corte. Área de Varjão proximo à ferrovia.","-54.7833333","-20.5583333",NA,NA,"CGMS1067408",NA,"S.N. Moreira","Mato Grosso do Sul","Terenos","512","512","2010","12","01","-54,7833333","-20,5583333",NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-04-07 11:41:09-03","UFMS","CGMS","36160","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","H.C. Vinci-Carlos; M. Moraes R.; G.A. Damasceno-Junior; J.A. Rotta; M.O.C. Neyra; R. Peña-García; S.N. Moreira; T.G. Freitas; F.S. Carvalho; A.C.M. Cristaldo","409","2012","11","27",NA,"Brasil","Apa do Guariroba. Fazenda Cantagalo.","-54.3833333","-20.5438889",NA,"Flor ausente. Fruto maduro castanho. Caule liso com tomento fibroso. Diâmetro 1,30m. Folha com 17 folíolos. Cinco cachos de infrutescência. Infrutescência 2,50-3,00m de comprimento. OsFrutos provêm de um indivíduo adulto e as folhas","CGMS1065567",NA,"M. Moraes R.","Mato Grosso do Sul","Campo Grande","551","551","2012","11","27","-54,3833333","-20,5438889",NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-04-07 11:41:09-03","UFMS","CGMS","45905","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","A.K.D. Salomão; V.J. Pott; A. Pott","187","2007","02","12",NA,"Brasil","Reserva da Embrapa Gado de Corte.","-54.7183334","-20.4255556",NA,"Indivíduo feminino. Habitat: Cerrado. Vereda com buritizal (Mauritia flexuosa) ao longo do Córrego Piraputanga. Habito: Árvore.","CGMS1075873",NA,"V.J. Pott","Mato Grosso do Sul","Campo Grande",NA,NA,NA,NA,NA,"-54,7183334","-20,4255556",NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-04-07 11:41:09-03","UFMS","CGMS","24567","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","H.C. Vinci-Carlos; G.A. Damasceno-Junior; R.M. Chiaravalloti","212","2008","02","29",NA,"Brasil","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.","-54.3972222","-20.5844444",NA,"Flor masculina castanho-alaranjada. Furto marrom. Inflorescência masculina com 1,92 m de comprimento e 59 espigas. Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda), dossel de ilha de vegetação lenhosa. Solo arenoso","CGMS1054005",NA,"H.C. Vinci-Carlos; G.A. Damasceno-Junior","Mato Grosso do Sul","Campo Grande","554","554","2008","02","29","-54,3972222","-20,5844444",NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-04-07 11:41:09-03","UFMS","CGMS","36233","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","V.J. Pott; A. Pott","6449","2003","08","16",NA,"Brasil","Aldeia Indígena Terena, Limão Verde, norte da sede.","-55.6666667","-20.3211111",NA,"Flor ausente. Fruto castanho. Folha com de 364 folíolos. Habitat: Buritizal remanescente com roça no entorno. Solo siltoso úmido minador de água. Relevo plano. Habito: Palmeira. Mancha ocasional.","CGMS1065640",NA,"V.J. Pott","Mato Grosso do Sul","Aquidauana","200","200",NA,NA,NA,"-55,6666667","-20,3211111",NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-04-07 11:41:09-03","UFMS","CGMS","45848","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","A.K.D. Salomão; V.J. Pott; A. Pott","28","2006","08","26",NA,"Brasil","Reserva da Embrapa Gado de Corte.","-54.7147222","-20.4191667",NA,"Indivíduo masculino. Habitat: Cerrado. Vereda com buritizal (Mauritia flexuosa) ao longo do Córrego Piraputanga. Habito: Árvore.","CGMS1075816",NA,"V.J. Pott","Mato Grosso do Sul","Campo Grande",NA,NA,NA,NA,NA,"-54,7147222","-20,4191667",NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-04-07 11:41:09-03","UFMS","CGMS","37539","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","V.J. Pott; O.C. Souza; M.Abdon; M.N.Pereira.","2194","1994","02","25",NA,"Brasil","4Km da BR-163, no municipio de São Gabriel do Oeste.","-54.7","-19.2333333",NA,"Flor amarelada. Habitat: Vereda. Latossolo vermelho escuro. Relevo plano. Habito: Estipe. Muito frequente.","CGMS1066953",NA,"M.Moraes R.","Mato Grosso do Sul","São Gabriel do Oeste","390","390","2012","11","29","-54,7","-19,2333333",NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-04-07 11:41:09-03","UFMS","CGMS","4342","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","U.M. Resende","723","1992","05","31",NA,"Brasil",NA,NA,NA,NA,NA,"CGMS003236",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-04-07 11:41:09-03","UFMS","CGMS","14798","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","V.J. Pott; A.C.M. Cristaldo; A. Pott; O.A. Corsino Jr.","7380","2004","11","15",NA,"Brasil","Rodovia BR-483, Córrego Enterrado, 5 Km do Rio Aporé, divisa GO/MS.","-51.0691667","-19.2947222",NA,"Base da bainha foliar até cerca de 60 cm largura. Pecíolo de 0,85 a 1,30 m de comprimento. Folíolos em média 170 por folha. Habitat: Brejo de nascente ao longo de córrego. Solo hidromórfico com matéria orgânica. Relevo plano. Habito:","CGMS1044284",NA,"V.J. Pott","Goiás","Itajá","340","340",NA,NA,NA,"-51,0691667","-19,2947222",NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-04-07 11:41:09-03","UFMS","CGMS","8152","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Planurb","33","2000","07","06",NA,"Brasil","Balão da Avenida Calógeras.","-54.6464004516602","-20.4428005218506",NA,NA,"CGMS003235",NA,NA,"Mato Grosso do Sul","Campo Grande",NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"152","2020-04-22 16:16:54-03","UFPB","JPB","31791","PreservedSpecimen","Plantae","Angiosperma",NA,"Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Gadelha Neto, PC; et al.","1029","2003","10","29","Southern America","Brasil","Jardim Botânico.","-34.866667","-7.433333",NA,"; DESC: Arbóreo; folhas costapalmadas; solo alagado.",NA,NA,NA,"Paraíba","João Pessoa",NA,NA,NA,NA,NA,"-34.866667","-7.433333",NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-09-25 10:57:40-03","UFPE","UFP-CARPOTECA","448","S","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Yoshida-Arns, K; Alves, M; Alves-Araújo, A; Pessoa, E; Almeida, GO; Jesus, B; Ribeiro, M","412",NA,NA,NA,NA,"Brasil","Cerrado","-45.1930999755859","-11.0482997894287",NA,NA,NA,NA,NA,"Bahia","Formosa do Rio Preto",NA,NA,NA,NA,NA,NA,NA,"155006","auto",NA,NA,NA,NA,NA,NA
"154","2020-09-25 10:57:40-03","UFPE","UFP-CARPOTECA","278","S","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Cavalcanti, J","s.n.","2007",NA,NA,NA,"Brasil",NA,"-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"Barbosa, M","Pernambuco","Recife",NA,NA,NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA
"155","2019-02-23 10:46:23-03","UNEMAT","HERBAM","11687","S","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Santos, L. .G.; Oliveira, O. .F.; Rodrigues, L. & Santos, E. .A.","10","2014","01","24",NA,"Brasil","Fragmento ll, Alagável","56.060528","9.944361",NA,NA,"HERBAM011687",NA,"Santos, L G","Mato Grosso","Alta Floresta","280","280","2014",NA,NA,"56.060528","9.944361",NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-03-16 12:49:20-03","UNEMAT","HERBAM","8698","S","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Soares, C.R.A.; Silva, D.R.; Moura, V.A. & Silva, G.M.","Triag. 2826750","2012","06","23",NA,"Brasil","Afloramento rochoso.","-56.814722","-9.339722",NA,NA,"HERBAM008698",NA,"Silva, DR","Mato Grosso","Paranaíta","198","198","2012","06","23","-56.814722","-9.339722",NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-03-16 16:14:08-03","UNEMAT","HERBAM","15542","S","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Rodrigues, L.; Silva, P. .L.; Duarte, I. & Jesus, D S S","1351259","2016","06","03",NA,"Brasil","Casa de Sementes - Jacamim, Área Alagada; Capoeira; Baixadas.","-56.356944","-10.344667",NA,NA,"HERBAM015542",NA,"Rodrigues, L","Mato Grosso","Alta Floresta","365","365","2017","06","19","-56.356944","-10.344667",NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-02-23 10:46:23-03","UNEMAT","HERBAM","11686","S","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Santos, L. .G.; Oliveira, O. .F.; Rodrigues, L. & Santos, E. .A.","09","2014","01","23",NA,"Brasil","Fragmento ll, Alagável","56.0605","9.944361",NA,NA,"HERBAM011686",NA,"Santos, L G","Mato Grosso","Alta Floresta","295","295","2014",NA,NA,"56.0605","9.944361",NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-03-16 12:49:20-03","UNEMAT","HERBAM","8698","S","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Soares, C.R.A.; Silva, D.R.; Moura, V.A. & Silva, G.M.","Triag. 2826750","2012","06","23",NA,"Brasil","Afloramento rochoso.","-56.814722","-9.339722",NA,NA,"HERBAM008698",NA,"Silva, DR","Mato Grosso","Paranaíta","198","198","2012","06","23","-56.814722","-9.339722",NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-03-16 16:14:08-03","UNEMAT","HERBAM","10840","S","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Rodrigues, L.; Custódio, J. .B.; Amorim, J. .P.; Silva, L. .S.; Aguiar, L. .M.; Silva, I. .M.;","1821229","2016","05","19",NA,"Brasil","Casa de Sementes - Veraneio, Área Alagada; Capoeira; Baixadas.","-55.699417","-10.812528",NA,NA,"HERBAM010840",NA,"Rodrigues, L","Mato Grosso","Nova Canaã do Norte","363","363","2016","05","19","-55.699417","-10.812528",NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-08-16 08:38:23-03","UTFPR","HCF","14680","S","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","M.G. Caxambu","5375","2014","06","20",NA,"Brasil","arredores, Sítio Recanto dos Pássaros,","-60.397389","-12.579389",NA,"arbórea ca. 18 m, heliófita, palustre. Frutos imaturos de cor castanha. Formando densos agrupamentos.",NA,NA,"M.G. Caxambu","RO","Vilhena","464","464","2014","09","16","60°23'50,6 W","12°34'45,8 S",NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-12-21 16:13:34-03","MBM","MBM","166026","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Armistead, G.M.","1231","1990","03","31","Southern America","Peru",NA,NA,NA,NA,NA,"MBM166026","MBM166026","McDaniel, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-12-21 16:13:34-03","MBM","MBM","166027","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Armistead, G.M.","1282","1990","06","02","Southern America","Peru",NA,NA,NA,NA,NA,"MBM166027","MBM166027 MBM166027_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-12-21 16:13:34-03","MBM","MBM","346364","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Gama, E.M.M.S.","s.n.","2018","06","08","Southern America","Brazil",NA,"-44.27055","-8.699831",NA,NA,"MBM346364","MBM346364 MBM346364_2","Gama, E.M.M.S.","Piauí","Palmeira do Piauí","292","292","2018","06","08","-44.27055","-8.699831",NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-12-21 16:13:34-03","MBM","MBM","179981","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Hatschbach, G.; Pott, A.; Silva, J.M.; Pott, A.; Silva, J.M.","62406","1995","05","06","Southern America","Brazil","Rodovia para Araputanga, próximo ao km 30","-58.8664016723633","-15.3418998718262",NA,NA,"MBM179981",NA,"Hatschbach, G.","Mato Grosso","Jauru",NA,NA,NA,NA,NA,NA,NA,"40234","auto",NA,NA,NA,NA,NA,NA
"166","2020-12-21 16:13:34-03","MBM","MBM","66224","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Christenson, M.; Oliveira, P.I.; Manosso, A.; Oliveira, P.I.; Manosso, A.","1162","1979","09","14","Southern America","Brazil","30km N de Cuiabá","-56.0966987609863","-15.5960998535156",NA,NA,"MBM066224","MBM066224","Noblick, L.R.","Mato Grosso","Cuiabá",NA,NA,NA,NA,NA,NA,NA,"74875","auto",NA,NA,NA,NA,NA,NA
"167","2015-09-03 19:41:24-03","MNHN","RECOLNAT_MNHN_P","P00669612","PreservedSpecimen",NA,NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,NA,NA,NA,NA,"[Venezuela]","Angostura (Orinoco) [Nov. gen. sp. : Crescit locis humidis planis Prov. Cumanensis et Caracasanae, ad ostia Orinoci, et prope montem Duida]",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00669612' target='other'> <mi>dwc_moreinfo</mi></a>","P00669612","P00669612_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1068",NA,NA,NA
"168","2015-09-03 20:42:01-03","MNHN","RECOLNAT_MNHN_P","P01796270","PreservedSpecimen",NA,NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Weddell, H.A.",NA,"1844","1","1",NA,"Brasil","Brésil central.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01796270' target='other'> <mi>dwc_moreinfo</mi></a>","P01796270","P01796270_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951",NA,NA,NA
"169","2015-09-03 20:42:09-03","MNHN","RECOLNAT_MNHN_P","P01796274","PreservedSpecimen",NA,NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Weddell, H.A.",NA,"1844","1","1",NA,"Brasil","Brésil central",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01796274' target='other'> <mi>dwc_moreinfo</mi></a>","P01796274","P01796274_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2015-09-03 20:40:26-03","MNHN","RECOLNAT_MNHN_P","P02145675","PreservedSpecimen",NA,NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Glaziou",NA,"1877","1","1",NA,"Brasil","In insula Cotijuba","-48.5043983459473","-1.4558299779892","hb","Donné par Mme Simard, sa fille, en 1907. Nome vulgar : Miriti <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02145675' target='other'> <mi>dwc_moreinfo</mi></a>","P02145675","P02145675_01",NA,"Pará","Belém",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,"56",NA,NA,NA
"171","2015-09-03 20:40:26-03","MNHN","RECOLNAT_MNHN_P","P02145676","PreservedSpecimen",NA,NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.",NA,NA,"1877","1","1",NA,"Brasil","In insula Cotijuba, Prope Pará","-48.5043983459473","-1.4558299779892","hb","Nome vulgar: Miriti <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02145676' target='other'> <mi>dwc_moreinfo</mi></a>","P02145676","P02145676_01",NA,"Pará","Belém",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,"56",NA,NA,NA
"172","2015-09-03 20:31:21-03","MNHN","RECOLNAT_MNHN_P","P01814844","PreservedSpecimen",NA,NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Glaziou",NA,"1877","1","1",NA,"Brasil","La insula Cotijuba","-48.5043983459473","-1.4558299779892","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01814844' target='other'> <mi>dwc_moreinfo</mi></a>","P01814844","P01814844_01",NA,"Pará","Belém",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,"56",NA,NA,NA
"173","2015-06-01 13:44:14-03","MNHN","RECOLNAT_MNHN_P","P00416402","PreservedSpecimen",NA,NA,NA,"Arecaceae","Mauritia","vinifera","Mauritia vinifera","Mart.","Claussen",NA,NA,NA,NA,NA,"Brésil","s.loc.",NA,NA,"xy","Numéro sur le bois ou l'étiquette : 206 [2] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00416402' target='other'> <mi>dwc_moreinfo</mi></a>","P00416402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2018-06-04 15:15:59-03","MNHN","RECOLNAT_MNHN_P","P00250999","PreservedSpecimen",NA,NA,NA,"Arecaceae","Mauritia","vinifera","Mauritia vinifera","Mart.","Orbigny, A.D. d'",NA,NA,NA,NA,NA,"Bolivie","Chiquitos",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00250999' target='other'> <mi>dwc_moreinfo</mi></a>","P00250999","P00250999_01 P00250999_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA
"175","2002-05-16 15:17:32-03","MNHN","RECOLNAT_MNHN_P","P00393180","PreservedSpecimen",NA,NA,NA,"Arecaceae","Mauritia","vinifera","Mauritia vinifera","Mart.","Claussen",NA,NA,NA,NA,NA,"Brésil","s.loc.",NA,NA,"xy","Cat. des bois : B 206 / Catalogue : ancienne marque de récolement ; ancienne localisation : P.A ; mention en marge : 2003 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00393180' target='other'> <mi>dwc_moreinfo</mi></a>","P00393180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2015-09-03 20:31:21-03","MNHN","RECOLNAT_MNHN_P","P01814843","PreservedSpecimen",NA,NA,NA,"Arecaceae","Mauritia","vinifera","Mauritia vinifera","Mart.","Glaziou, A.",NA,"1875","2","27",NA,"Brasil","Brésil (Goyaz) Guara, près de Vicente Pires",NA,NA,"hb","Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01814843' target='other'> <mi>dwc_moreinfo</mi></a>","P01814843","P01814843_01",NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22272",NA,NA,NA
"177","2018-06-14 15:36:47-03","MNHN","RECOLNAT_MNHN_P","P02089528","PreservedSpecimen",NA,NA,NA,"Arecaceae","Mauritia","vinifera","Mauritia vinifera","Mart.","Orbigny, A.D. d'",NA,NA,NA,NA,NA,"Bolivie","Chiquitos",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089528' target='other'> <mi>dwc_moreinfo</mi></a>","P02089528","P02089528_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA
"178","2015-09-03 20:40:25-03","MNHN","RECOLNAT_MNHN_P","P02145673","PreservedSpecimen",NA,NA,NA,"Arecaceae","Mauritia","vinifera","Mauritia vinifera","Mart.","Glaziou, A.",NA,"1875","2","27",NA,"Brasil","Guara, prés de Vicente Pires, dans les bourbard",NA,NA,"hb","donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02145673' target='other'> <mi>dwc_moreinfo</mi></a>","P02145673","P02145673_01",NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22272",NA,NA,NA
"179","2015-09-03 20:40:26-03","MNHN","RECOLNAT_MNHN_P","P02145674","PreservedSpecimen",NA,NA,NA,"Arecaceae","Mauritia","vinifera","Mauritia vinifera","Mart.","Glaziou, A.",NA,"1875","2","27",NA,"Brasil","Goyaz, prés de Vicente Pires",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02145674' target='other'> <mi>dwc_moreinfo</mi></a>","P02145674","P02145674_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22272",NA,NA,NA
"180","2020-10-01 14:25:45-03","JBB","HEPH","29529","S","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Paiva, VF; Oliveira, MS; Soares, ACA","914","2013","10","02","Southern America","Brasil","Estação Ecológica Jardim Botânico de Brasília, próximo da cerca da Aeronáutica","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Oliveira, MS","Distrito Federal","Brasília",NA,NA,"2013","10","02",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"181","2020-12-11 11:43:25-03","UFMG","BHCB","121012","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Almeida, TE; Souza, DT; Echternacht, LA; Viana, MM","1443","2008","06","21","Southern America","Brasil","Parque Nacional das Sempre Vivas, Afloramento rochoso, Cerrado Rupestre e Campo limpo à beira da estrada que leva à Fazenda Buriti, antes das Veredas","-43.620861","-17.794583",NA,"FRUTOS NA CARPOTECA; Árvore, 6m de altura, em Vereda. Frutos imaturos avermelhados. Folha com 1,10m de pecíolo e 1,10m de limbo. Ramo fértil com 2,6m de comprimento.","BHCB050403","BHCB050403",NA,"Minas Gerais","Diamantina","690","690",NA,NA,NA,"-43.620861","-17.794583",NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-12-11 11:43:25-03","UFMG","BHCB","173387","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Fagundes, NCA","s.n.","2014","08","21","Southern America","Brasil","Serra das Araras","-45.273139","-15.460333",NA,"Arbóreo, inflorescência seca","BHCB019795","BHCB019795 BHCB019795_1",NA,"Minas Gerais","Chapada Gaúcha",NA,NA,NA,NA,NA,"-45.273139","-15.460333",NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-12-11 11:43:25-03","UFMG","BHCB","176198","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Reis, SB","15","2015","06","05","Southern America","Brasil","BR 135, Km 247","-44.3050003051758","-15.9033002853394",NA,"Dióico, pistilado, ca. 5 - 6 metros de altura, inflorescência com flores em pré antese, folhas palmadas com 3 metros de comprimento, estipe parcialmente enterrado.; Vereda assoreada em beira de estrada","BHCB027334","BHCB027334",NA,"Minas Gerais","Lontra",NA,NA,"2015",NA,NA,NA,NA,"17916","auto",NA,NA,NA,NA,NA,NA
"184","2019-05-06 14:24:26-03","UFMA","MAR","10183","S","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","LIMA. G.P.","624","2016","03","13",NA,"Brasil","As margens do rio Alpergatas","-44.389222","-6.003667",NA,"Nome popular: Buriti",NA,NA,NA,"Maranhão","Colinas",NA,NA,NA,NA,NA,"44º23'21.2W","6º00'13.2S",NA,NA,NA,NA,NA,NA,NA,NA
