"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","coordinatePrecision","geoFlag","phylum","continentOcean","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","fieldNumber","preparationType","dayIdentified","class","order","typeStatus","individualCount","imagecode"
"12","2020-11-18 11:50:01-03","UERJ","HRJ","12857","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies","Ilaíne Matos","2017","06","Ilaíne Matos","178","2016","04","26","Brasil","Rio de Janeiro","Itatiaia","Trilha para o Morro do Couto.","-44.7","-22.366667","44º42'W","22º22'S","HRJ00011915",NA,NA,NA,NA,"2400","2400","Habito: erva",NA,NA,"30",NA,NA,NA,NA,NA
"13","2020-11-18 11:41:17-03","UERJ","HRJ","12747","PreservedSpecimen","Plantae","Poaceae","Poidium","itatiaiae","Poidium itatiaiae","(Ekman) Essi, Longhi-Wagner & Souza-Chies","I.S. Matos","2015","10","I.S. Matos","141","2015","10","24","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia.","-44.5633010864258","-22.4960994720459",NA,NA,"HRJ00012683","19648","auto",NA,NA,NA,NA,NA,NA,NA,"24",NA,NA,NA,NA,NA
"14","2020-09-12 05:00:02-03","US","US","1161297","PreservedSpecimen","Plantae","Poaceae","Briza","itatiaiae","Briza itatiaiae","Ekman",NA,NA,NA,"P. K. Dusén","292","1902","5","19","Brazil","Minas Gerais",NA,"Serra do Itatiaia, monticulo serra Serra da Pedra Assentada.",NA,NA,NA,NA,"US00730675",NA,NA,NA,"South America - Neotropics","2400",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales","Isosyntype","1","US00730675_01"
"15","2020-09-12 05:00:02-03","US","US","1199858","PreservedSpecimen","Plantae","Poaceae","Briza","itatiaiae","Briza itatiaiae","Ekman",NA,NA,NA,"P. K. Dusén","292","1902","5","19","Brazil","Minas Gerais",NA,"Serra do Itatiaia, in monticulo Serra da Pedra Assentada.",NA,NA,NA,NA,"US00131919",NA,NA,NA,"South America - Neotropics","2400","2400",NA,NA,NA,NA,"Monocotyledonae","Cyperales","Syntype","1","US00131919_01"
"16","2020-09-12 05:00:02-03","US","US","87198","PreservedSpecimen","Plantae","Poaceae","Briza","itatiaiae","Briza itatiaiae","Ekman",NA,NA,NA,"P. K. Dusén","292","1902","5","19","Brazil","Minas Gerais",NA,"Serra do Itatiaia, monticulo serra Serra da Pedra Assentada.",NA,NA,NA,NA,"US00344878",NA,NA,NA,"South America - Neotropics","2400",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales","Isosyntype fragment","1","US00344878_01"
"17","2020-09-12 05:00:02-03","US","US","1257342","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi et al.",NA,NA,NA,"A. Chase","8298","1925","1","17","Brazil","Rio de Janeiro",NA,"Alto de Itatiaia.",NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics","2200","2400",NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,"1",NA
"18","2020-09-12 05:00:02-03","US","US","1257314","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi et al.",NA,NA,NA,"A. Chase","9701","1925","4","30","Brazil",NA,NA,"Between Pico de Bandeira abd Pontão de Crystal. Minas. Serra do Caparaó.",NA,NA,NA,NA,NA,NA,NA,NA,"South America","2520",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,"1",NA
"19","2020-09-12 05:00:02-03","US","US","3651446","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi et al.",NA,NA,NA,"E. Pereira & C. Pereira","7575/43",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"E.Rie-Serra de Itatiaia-Planalte.",NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics","2000","2200",NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,"1",NA
"20","2020-09-12 05:00:02-03","US","US","1257312","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi et al.",NA,NA,NA,"A. Chase","9704","1925","4","30","Brazil",NA,NA,"Steep slope of Pontão Crystal. Minas. Serra do Caparaó.",NA,NA,NA,NA,NA,NA,NA,NA,"South America","2600",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,"1",NA
"21","2020-09-12 05:00:02-03","US","US","2687897","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi et al.",NA,NA,NA,"G. Eiten & L. T. Eiten","7155","1966","4","22","Brazil","Rio de Janeiro",NA,"Boundary between Município de Teresópolis and Mun. de Petrópolis: Serra dos Órgãos National Park, ca. 7 km SW of city of Teresópolis. Planalto; base of Pedra do Sino.","-43.042","-22.458",NA,NA,NA,NA,NA,NA,"South America - Neotropics","2100",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,"1",NA
"22","2020-09-12 05:00:02-03","US","US","3651447","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi et al.",NA,NA,NA,"E. Pereira","7059",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Est.Itatiaia,Planalto.",NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics","2200","2400",NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,"1",NA
"23","2020-09-12 05:00:02-03","US","US","3012285","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi et al.",NA,NA,NA,"G. Hatschbach","45684","1982","10","20","Brazil","Paraná",NA,"Serra Marumbi, subida do Pico Olimpo, (Mun. Morretes).",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,"1",NA
"24","2020-09-12 05:00:02-03","US","US","1257315","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi et al.",NA,NA,NA,"A. Chase","9713","1925","4","30","Brazil",NA,NA,"Summit of Poutão Crystal. Serra do Caparaó.",NA,NA,NA,NA,NA,NA,NA,NA,"South America","2798",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,"1",NA
"25","2020-09-12 05:00:02-03","US","US","2536888","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi et al.",NA,NA,NA,"Klein, -- & Ravenna","6835","1966","10","21","Brazil","Santa Catarina",NA,"Monte Crista, Garuva.",NA,NA,NA,NA,NA,NA,NA,NA,"South America","750",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,"1",NA
"26","2020-09-12 05:00:02-03","US","US","1257313","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi et al.",NA,NA,NA,"A. Chase","9700","1925","4","30","Brazil",NA,NA,"Boulders between Pico de Bandeira and Pontão Crystal. Minas. Serra do Caparaó.",NA,NA,NA,NA,NA,NA,NA,NA,"South America","2520",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,"1",NA
"27","2021-02-23 13:22:59-03","MN","R-TIPOS","4188b","PreservedSpecimen","Plantae","Poaceae","Briza","itatiaiae","Briza itatiaiae","Ekman","Longhi-Wagner, H.M.","2000","06","Dusen, P.K.H.","292","1902","05","19","Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,"R000004188b","19648","auto",NA,NA,"2400","2400",NA,NA,NA,"13",NA,NA,"Isotypus",NA,"R000004188b_001"
"28","2021-02-23 13:22:59-03","MN","R-TIPOS","4188a","PreservedSpecimen","Plantae","Poaceae","Briza","itatiaiae","Briza itatiaiae","Ekman","Longhi-Wagner, H.M.","2000","06","Dusen, P.K.H.","292","1902","05","19","Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,"R000004188a","19648","auto",NA,NA,"2400","2400",NA,NA,NA,"13",NA,NA,"Isotypus",NA,"R000004188a_001"
"29","2021-02-23 13:22:59-03","MN","R-TIPOS","4188","PreservedSpecimen","Plantae","Poaceae","Briza","itatiaiae","Briza itatiaiae","Ekman","Longhi-Wagner, H.M.","2000","06","Dusen, P.K.H.","292","1902","05","19","Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,"R000004188","19648","auto",NA,NA,"2400","2400",NA,NA,NA,"13",NA,NA,"Isotypus",NA,"R000004188_001"
"30","2021-02-08 12:52:55-03","UFRGS","ICN","158932","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","Longhi-Wagner, HM","2015","07","Meireles, LD; Nunes, JA","2162","2006","03","21","Brasil","MG","Passa Quatro","Pico do Itaguaré afloramento rochoso","-44.9667015075684","-22.3903007507324",NA,NA,NA,"17293","auto","Monocotyledon","América do Sul",NA,NA,"Doação do Herbário UEC.; Erva sobre substrato em afloramento rochoso.",NA,NA,"27",NA,NA,NA,NA,NA
"31","2021-02-08 12:52:55-03","UFRGS","ICN","049093","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","Longhi-Wagner, H","2015","07","Winge, H","et als.n.","1981","01","09","Brasil","RJ","Itatiaia","Macieiras, Parque Nacional Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,"19648","auto","Monocotyledon","América do Sul",NA,NA,"OBS: Material testemunho; Com sementes (mais 1indivíduo coletado)",NA,NA,"27",NA,NA,NA,NA,NA
"32","2021-02-08 12:52:55-03","UFRGS","ICN","194827","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","da Silva, LN","2016","11","da Silva, LN","LNS759","2016","11","14","Brasil","PR","Campina Grande do Sul","Pico Camapuã","-99.5675","-25.291111","-99.5675","-25.291111",NA,NA,NA,"Monocotyledon","América do Sul","1560","1560","Testemunho molecular; ocorrendo ao longo do campo na subida para o topo do Pico, local úmido e rochoso, com campo alto",NA,NA,"14",NA,NA,NA,NA,NA
"33","2021-02-08 12:52:55-03","UFRGS","ICN","155995","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","Longhi-Wagner, HM","2015","02","Lucas, EJ; et al.","526","2006","11","19","Brasil","RJ","Teresópolis","Parque Nacional da Serra dos Órgãos trilha para a Pedra do Sino 22°27'54 S 43°1'56 W","-43.032222","-22.465","-43.032222","-22.465",NA,NA,NA,"Monocotyledon","América do Sul","2118","2118","Doação do herbário ESA.; Erva de ca. 80 cm de altura; espiguetas verdes.; Campo de altitude com Chusquea. Mata ciliar.",NA,NA,"09",NA,NA,NA,NA,NA
"34","2021-02-08 12:52:55-03","UFRGS","ICN","158916","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","Longhi-Wagner, HM","2015","07","Meireles, LD; et al.","2952","2007","03","14","Brasil","MG","Passa Quatro","Serra Fina Capim Amarelo (Médio) 22°26'31 4 S 44°53'35 6 W. Campo de Nifelina","-44.893056","-22.441944","-44.893056","-22.441944",NA,NA,NA,"Monocotyledon","América do Sul","2000","2000","Doação do Herbário UEC.; Erva ereta com espiguetas arroxeadas.",NA,NA,"27",NA,NA,NA,NA,NA
"35","2021-02-08 12:52:55-03","UFRGS","ICN","158934","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","Longhi-Wagner, HM","2015","07","Meireles, LD; et al.","2408","2006","06","07","Brasil","MG","Passa Quatro","Serra Fina Pedra da Mina (Alto) 22°25'33 7 S 44°50'31 8 W. Campo de Nifelina","-44.841944","-22.425833","-44.841944","-22.425833",NA,NA,NA,"Monocotyledon","América do Sul","2664","2792","Doação do Herbário UEC.; Erva com inflorescência creme.",NA,NA,"27",NA,NA,NA,NA,NA
"36","2021-02-08 12:52:55-03","UFRGS","ICN","158949","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","Longhi-Wagner, HM","2015","07","Meireles, LD; et al.","3010","2007","03","14","Brasil","MG","Passa Quatro","Serra Fina Capim Amarelo (Médio) 22°26'31 4 S 44°53'35 6 W. Campo de Nifelina","-44.893056","-22.441944","-44.893056","-22.441944",NA,NA,NA,"Monocotyledon","América do Sul","2000","2000","Doação do Herbário UEC.; Erva ereta com espiguetas arroxeadas.",NA,NA,"27",NA,NA,NA,NA,NA
"37","2021-02-08 12:52:55-03","UFRGS","ICN","161038","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","Longhi-Wagner, HM","2015","07","Viana, PL; Maciel, GM; Mota, NFO; Echternacht, LA; Silva, LVC","3828","2008","03","11","Brasil","MG","Aiuruoca","Parque Estadual do Papagaio Pico do Canjica 22°03'S 44°40'W","-44.666667","-22.05","-44.666667","-22.05",NA,NA,NA,"Monocotyledon","América do Sul","1900","1900","Doação do Herbário BHCB; inflorescência vinácea; terrestre",NA,NA,"27",NA,NA,NA,NA,NA
"38","2021-02-08 12:52:55-03","UFRGS","ICN","194826","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","da Silva, LN","2016","11","da Silva, LN","LNS776","2016","11","17","Brasil","SC","Campo Alegre","Campos do Alto Quiriri, barranco na beira da estrada","-48.981667","-26.026389","-48.981667","-26.026389",NA,NA,NA,"Monocotyledon","América do Sul","1393","1393","Testemunho molecular; comum no perímetro de ocorrência; barranco e campo com afloramentos rochosos",NA,NA,"17",NA,NA,NA,NA,NA
"39","2021-02-08 12:52:55-03","UFRGS","ICN","199459","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","da Silva, LN","2017","11","da Silva, LN","LNS1032","2017","11","17","Brasil","RJ","Teresópolis","Parna Serra dos Órgãos, Pedra do Sino","-43.0275","-22.458611","-43.0275","-22.458611",NA,NA,NA,"Monocotyledon","América do Sul","2143","2143","campo de altitude",NA,NA,"17",NA,NA,NA,NA,NA
"40","2021-02-08 12:52:55-03","UFRGS","ICN","199460","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","da Silva, LN","2017","11","da Silva, LN","LNS1036","2017","11","17","Brasil","RJ","Teresópolis","Parna Serra dos Órgãos, Pedra do Sino","-43.026944","-22.460278","-43.026944","-22.460278",NA,NA,NA,"Monocotyledon","América do Sul","2144","2144","campo de altitude",NA,NA,"17",NA,NA,NA,NA,NA
"41","2021-02-08 12:52:55-03","UFRGS","ICN","199461","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","da Silva, LN","2017","11","da Silva, LN","LNS1039","2017","11","17","Brasil","RJ","Teresópolis","Parna Serra dos Órgãos, Pedra do Sino","-43.028056","-22.458611","-43.028056","-22.458611",NA,NA,NA,"Monocotyledon","América do Sul","2108","2108","sobre rocha com Sphagnum; campo de altitude",NA,NA,"17",NA,NA,NA,NA,NA
"42","2021-02-08 12:52:55-03","UFRGS","ICN","199462","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","da Silva, LN","2017","11","da Silva, LN","LNS1049","2017","11","18","Brasil","RJ","Itatiaia","Parna Itatiaia, próx. A ponte das Agulhas Negras","-44.670278","-22.383889","-44.670278","-22.383889",NA,NA,NA,"Monocotyledon","América do Sul","2394","2394","campo de altitude",NA,NA,"18",NA,NA,NA,NA,NA
"43","2021-02-08 12:52:55-03","UFRGS","ICN","035260","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","Longhi-Wagner, H","2015","07","Winge, H","s.n.","1977","08","02","Brasil","RJ","Itatiaia","Agulhas Negras","-44.5633010864258","-22.4960994720459",NA,NA,NA,"19648","auto","Monocotyledon","América do Sul",NA,NA,"OBS: Material testemunho",NA,NA,"27",NA,NA,NA,NA,NA
"44","2021-02-08 12:52:55-03","UFRGS","ICN","035262","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","Longhi-Wagner, H","2015","07","Winge, H","s.n.","1977","08","02","Brasil","RJ","Itatiaia","Agulhas Negras","-44.5633010864258","-22.4960994720459",NA,NA,NA,"19648","auto","Monocotyledon","América do Sul",NA,NA,"OBS: Material testemunho",NA,NA,"27",NA,NA,NA,NA,NA
"45","2021-02-08 12:52:55-03","UFRGS","ICN","035261","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","Longhi-Wagner, H","2015","07","Winge, H","s.n.","1977","08","02","Brasil","RJ","Itatiaia","Agulhas Negras","-44.5633010864258","-22.4960994720459",NA,NA,NA,"19648","auto","Monocotyledon","América do Sul",NA,NA,"OBS: Material testemunho",NA,NA,"27",NA,NA,NA,NA,NA
"46","2021-02-08 12:52:55-03","UFRGS","ICN","035259","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","Longhi-Wagner, H","2015","07","Winge, H","s.n.","1977","08","02","Brasil","RJ","Itatiaia","Agulhas Negras","-44.5633010864258","-22.4960994720459",NA,NA,NA,"19648","auto","Monocotyledon","América do Sul",NA,NA,"OBS: Material testemunho",NA,NA,"27",NA,NA,NA,NA,NA
"47","2021-02-08 12:52:55-03","UFRGS","ICN","049094","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","Longhi-Wagner, H","2015","07","Winge, H","et als.n.","1981","01","09","Brasil","RJ","Itatiaia","Macieiras, Parque Nacional Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,"19648","auto","Monocotyledon","América do Sul",NA,NA,NA,NA,NA,"27",NA,NA,NA,NA,NA
"48","2021-02-08 12:52:55-03","UFRGS","ICN","035263","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","Longhi-Wagner, H","2015","07","Winge, H","s.n.","1977","08","22","Brasil","RJ","Itatiaia","Pico das Prateleiras","-44.5633010864258","-22.4960994720459",NA,NA,NA,"19648","auto","Monocotyledon","América do Sul",NA,NA,"OBS: Material testemunho",NA,NA,"27",NA,NA,NA,NA,NA
"49","2021-02-08 12:52:55-03","UFRGS","ICN","035264","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","Longhi-Wagner, H","2015","07","Winge, H","s.n.","1977","08","02","Brasil","RJ","Itatiaia","Pico das Prateleiras, em beira de penhasco","-44.5633010864258","-22.4960994720459",NA,NA,NA,"19648","auto","Monocotyledon","América do Sul",NA,NA,"OBS: Material testemunho",NA,NA,"27",NA,NA,NA,NA,NA
"50","2021-02-08 12:52:55-03","UFRGS","ICN","188790","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","Longhi-Wagner, HM","2015","07","Brade, AC","15622",NA,NA,NA,"Brasil","RJ","Itatiaia","Planalto","-44.5633010864258","-22.4960994720459",NA,NA,NA,"19648","auto","Monocotyledon","América do Sul","2100","2100","Doação do Herbário RB.",NA,NA,"27",NA,NA,NA,NA,NA
"51","2021-02-08 12:52:55-03","UFRGS","ICN","128366","S","Plantae","Poaceae","Chascolytrum","itatiaiae","Chascolytrum itatiaiae","(Ekman) L. Essi, Longhi-Wagner & Souza-Chies ex Steud.","Longhi-Wagner, HM","2015","07","Longhi-Wagner, HM; et al.","3602","1997","01","22","Brasil","SC","Urubici","Morro da Igreja","-49.5917015075684","-28.0149993896484",NA,NA,NA,"30102","auto","Monocotyledon","América do Sul","1832","1832",NA,NA,NA,"27",NA,NA,NA,NA,NA
