"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","locality","imagecode","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","593446","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","G. P. Lewis","s.n.","1984","12","17","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=283914' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593446","Magnoliophyta","Myrtales","Mart.","F. França","Estrada Mucujê-Andaraí","NY00593446_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1016143","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","W. Ganev","2998","1994","03","03","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142156' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016143","Magnoliophyta","Myrtales","Mart.","G. Challen","Morro do Cuscus - Água Limpa.","NY01016143_01","-41.87","-13.32","Abaíra","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02026588","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","A. S. L. da Silva","1829","1984","03",NA,"South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2165569' target='other'> <mi>dwc_moreinfo</mi></a>","NY02026588","Magnoliophyta","Myrtales","Mart.",NA,"Serra dos Carajás. N-4, mina piloto para exploração de ferro. Local onde foi realizado inventário em 05/83","NY02026588_01","-50.1736164","-6.0551244","Marabá","700.00","700.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00922974","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","E. L. Taylor","E1249","1983","04","14","South America","Brazil","Maranhão","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003115' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922974","Magnoliophyta","Myrtales","Mart.",NA,"Transamazonian Highway, BR230 and BR010; Pedra Caída, 35 km. N of Carolina. Flat plains with serras (mesas) and intersected by streams.","NY00922974_01","-47.42","-7.13","Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-08 11:10:29-03","UNESP-IBB","BOTU","29775","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Bignotto, R.B.","216","2004","03","02",NA,"Brasil","São Paulo",NA,NA,"Árvore 5m, frutos verdes.; Coleção: Jardim Botânico UNESP Botucatu","BOTU029775",NA,NA,"Mart.",NA,NA,NA,"-48.433333","-22.866667","Botucatu",NA,NA,"48°26'w","22°52's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-18 09:30:53-03","UNESP-IBB","BOTU","25698","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Piotto, D.","3","1997","09","23",NA,"Brasil","São Paulo",NA,NA,NA,"BOTU025698",NA,NA,"Mart.","Silva, S.R.",NA,NA,NA,NA,"Pardinho",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-08 11:10:29-03","UNESP-IBB","BOTU","8723","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Amaral Jr., A.","1815","1974","10","24",NA,"Brasil","São Paulo",NA,NA,"Mata secundária, com árvores até 15m de altura, sub-bosque pouco denso. Árvore de 7m de altura e 17 cm de circunferência e com flores brancas muito perfumadas.","BOTU008723",NA,NA,"Mart.",NA,NA,NA,"-48.433333","-22.866667","Botucatu",NA,NA,"48°26'w","22°52's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-08 11:10:29-03","UNESP-IBB","BOTU","19222","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Grombone, M.T.",NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,"Mata secundária, com árvores até 15m de altura, sub-bosque pouco denso. Árvore com 6m de altura, 60cm de diâmetro, com flores brancas esverdeadas.","BOTU019222",NA,NA,"Mart.",NA,NA,NA,"-48.433333","-22.866667","Botucatu",NA,NA,"48°26'w","22°52's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:50:35-03","EAO","IAN","195327","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Lima, HC de; Silva, DF","7507","2012","07","27","Southern America","Brasil","Pará",NA,NA,"Árvore pequena com 4-6 metrros de altura. Tronco com casca fissurada e acizentada, DAP com aproximadamente 8 cm. Flores alvas. Muito frequente.","IAN195327","Dicotiledônea",NA,"Mart.","Lima, HC de","Flona de Carajás, Serra Norte, canga N4 WS. Campo matalífilo.",NA,"-50.189167","-6.103056","Parauapebas",NA,NA,"-50.189167","-6.103056","2012","07","27",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-26 18:10:00-03","CPAN-UFMS","COR","6139","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Equipe de Cabeceira","1526","1998","08","31",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Habito: árvore + ou - 5m",NA,NA,NA,"Mart.","G. A. Damasceno Júnior","Fazenda Morro Alto. cerrado; ;.",NA,"-53.369722","-18.295833","Costa Rica",NA,NA,"53º22'11''W","18º17'45''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:25:45-03","UFBA","ALCB","113943","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Guedes, ML; Medeiros, A; Alunos de Microbiologia de Adriana","21674","2014","05","02","Southern America","Brasil","Bahia",NA,NA,"de ca 2,80 m de altura. Folhas cartáceas, discolores. Fruto cápsula.","ALCB056850","Dicotyledon",NA,"Mart.","Guedes, ML","Chapada Diamantina, Capão, caminho para Riachinho .",NA,"-41.514722","-12.571667","Palmeiras","889","889","-41.514722","-12.571667","2014","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:25:45-03","UFBA","ALCB","133815","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Guedes, ML; Lopes, EB; Araújo, FS","30769","2018","09","01","Southern America","Brasil","Bahia",NA,NA,"Folhas coriáceas. Frutos passados.","ALCB055610","Dicotyledon",NA,"Mart.","Guedes, ML","Oeste, 35 km de Correntina sentido Brasília.","ALCB055610","-37","-12","Correntina",NA,NA,"-37","-12","2018","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:25:45-03","UFBA","ALCB","67513","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Stradmann, MTS; Moraes, EPF","1015","2004","11","05","Southern America","Brasil","Bahia",NA,NA,"de ca 4 m. Folhas membranáceas, discolores, face adaxial brilhante; flores com sépalas e pétalas cremes com rajadas vinho. Fruto cápsula seca com semente única. Indivíduo 01, 04.; arbustiva-arbórea","ALCB056851","Dicotyledon",NA,"Mart.","Guedes, ML","Chapada Diamantina, Fazenda Caraíbas",NA,"-41.423611","-13.160556","Mucugê",NA,NA,"-41.423611","-13.160556","2005","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:25:45-03","UFBA","ALCB","82621","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Venâncio, AF; Esteves, F","71","2008","02","08","Southern America","Brasil","Bahia",NA,NA,"de ca 5 m de altura. CAP 27 cm. Casca reticulada em forma espaçada ao longo do fuste. Folhas compostas, verdes escura. Flores brancas.; Carrasco, solo arenoso.","ALCB056852","Dicotyledon",NA,"Mart.","Guedes, ML","Chapada Diamantina, Olhos d'água",NA,"-41.471944","-12.229722","Iraquara",NA,NA,"-41.471944","-12.229722","2008","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:08:04-03","NBC","NL-BOTANY","L 0016754","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil","Paraná",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200016754 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0016754",NA,"Myrtales","Mart.","Stafleu FA","ParanaBrasil","NL-L0016754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","isotype","908272291",NA,NA,NA,NA,NA
"26","2020-02-08 10:08:04-03","NBC","NL-BOTANY","L.2159013","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Hatschbach GG",NA,"1962","12","11","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2159013 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2159013",NA,"Myrtales","Mart.",NA,"Parana,Mun Guaratuba, pedra Branca de Araraquara.","NL-L2159013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:08:04-03","NBC","NL-BOTANY","L.2159014","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Hatschbach GG",NA,"1968","11","21","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2159014 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2159014",NA,"Myrtales","Mart.",NA,"Paraná, Mun guaraqueçaba.","NL-L2159014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:08:04-03","NBC","NL-BOTANY","U.1770288","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Berg CC; Henderson AJ",NA,"1977","10","14","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1770288 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1770288",NA,"Myrtales","Mart.",NA,"Brazilian Amazonia, State of Pará, Serra dos Carajás. Serra Norte. Patch of disturbed low forest near AMZA Exploration Camp.","NL-U1770288","-50.25","-6",NA,NA,NA,"-50.25","-6.0",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:08:04-03","NBC","NL-BOTANY","WAG.1872664","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Hatschbach GG",NA,"1977","05","27","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1872664 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1872664",NA,"Myrtales","Mart.",NA,"Rio Itararé (mun. Senges) Paraná.","NL-WAG1872664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:08:04-03","NBC","NL-BOTANY","WAG.1872665","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Hatschbach GG",NA,"1977","05","27","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1872665 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1872665",NA,"Myrtales","Mart.",NA,"Rio Itararé (mun. Senges) Paraná.","NL-WAG1872665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:08:04-03","NBC","NL-BOTANY","WAG.1872666","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Hatschbach GG",NA,"1971","12","28","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1872666 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1872666",NA,"Myrtales","Mart.",NA,"Cel. Floresta (mun. Morretes) Paraná.","NL-WAG1872666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:20:47-03","ESALQ","ESA","91521","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Viani, R.A.G. et al.","496.0","2004","07","12",NA,"Brasil","São Paulo",NA,NA,NA,"ESA091521","Magnoliophyta",NA,"Mart.",NA,"Fazenda Santa Terezinha (Eucatex). Remanescente de Floresta Estacional Semidecidual","ESA091521",NA,"-230.333","Bofete",NA,NA,"-48,183,333","-230,333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:20:47-03","ESALQ","ESA","6536","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Rodrigues, R.R. ; Zandoval, J.A.",NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,"ESA006536","Magnoliophyta",NA,"Mart.","Rodrigues, R.R.",NA,"ESA006536","-47.7099990844727","-22.4300003051758","Ipeúna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12906","auto",NA,NA,NA
"34","2020-11-04 11:20:47-03","ESALQ","ESA","7247","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Rodrigues, R.R. ; Morellato, L.P.C.",NA,"1986","06","24",NA,"Brasil","São Paulo",NA,NA,NA,"ESA007247","Magnoliophyta",NA,"Mart.","Rodrigues, R.R.",NA,"ESA007247","-46.8800010681152","-23.1800003051758","Jundiaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA
"35","2020-11-19 10:25:41-03","CPAP","CPAP","18952","PreserverdSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Resende, U. M.","1526","1998","08","31",NA,"Brasil","MS",NA,NA,"Árvore 5m de altura. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado na margem do rio. SUBSTRATO: . RELEVO: .",NA,NA,NA,"Mart.","G. A. Damasceno Jr.","Fazenda Morro Alto - logradouro",NA,"-53.369722","-18.295833","Costa Rica",NA,NA,"53°22'11'' W","18°17'45'' S","1999","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-19 10:25:41-03","CPAP","CPAP","12556","PreserverdSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Ratter, J. A.","6522","1991","02","03",NA,"Brasil","BA",NA,NA,"AMBIENTE: Cerrado. <ll>dwc_commonname:</ll> Quebra Can",NA,NA,NA,"Mart.",NA,"Fazenda Jatobá",NA,"-46","-14","Jaborandi",NA,NA,"46°00' W","14°00' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2015-07-02 14:04:33-03","JBP","HPL","10212","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","H. Lorenzi","1597","1994","07","25",NA,"Brasil","SP",NA,NA,NA,NA,NA,NA,NA,"K. Yamamoto","Coletado na estrada velha para a Via Castelo Branco (900m.s.m.)",NA,"-48.37","-23.08","Pardinho",NA,NA,NA,NA,"1995","01","10",NA,NA,NA,"14628","auto",NA,NA,NA
"38","2015-07-02 14:04:33-03","JBP","HPL","8688","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","H. Lorenzi","1384","1994","03","03",NA,"Brasil","SP",NA,NA,NA,NA,NA,NA,NA,"K. Yamamoto","Coletado em arboreto da Campininha.",NA,"-46.9422","-22.3722","Mogi Guaçu",NA,NA,NA,NA,"1995","10","10",NA,NA,NA,"39309","auto",NA,NA,NA
"39","2015-07-02 14:04:33-03","JBP","HPL","9998","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","H. Lorenzi","1027","1993","10","14",NA,"Brasil","SP",NA,NA,NA,NA,NA,NA,NA,"H. Lorenzi","Coletado na estrada para Socorro.",NA,"-46.65","-22.52","Lindóia",NA,NA,NA,NA,"1993","10","14",NA,NA,NA,"6377","auto",NA,NA,NA
"40","2015-07-02 14:04:33-03","JBP","HPL","8742","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","H. Lorenzi","1513","1994","05","06",NA,"Brasil","SP",NA,NA,NA,NA,NA,NA,NA,"K. Yamamoto","Coletado no Arboreto da Campininha.",NA,NA,NA,"Mogi-Guaçu",NA,NA,NA,NA,"1995","10","10",NA,NA,NA,NA,NA,NA,NA,NA
"41","2015-07-02 14:04:33-03","JBP","HPL","10203","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","H. Lorenzi","1646","1994","08","16",NA,"Brasil","MG",NA,NA,NA,NA,NA,NA,"Mart.","K. Yamamoto","Coletado nas proximidades do município de Carmo do Paranaíba; em área de mata de altitude.",NA,"-46.3161","-19.0008","Carmo do Paranaíba",NA,NA,NA,NA,"1995","01","10",NA,NA,NA,"60699","auto",NA,NA,NA
"42","2015-07-02 14:04:33-03","JBP","HPL","7962","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","R. Tsuji & A. Campos-Rocha","1850","2007","03","21",NA,"Brasil","SP",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji","Coletado nas proximidades do município de Pardinho, em beira de estrada sentido Rodovia Castelo Branco.",NA,"-48.37","-23.08","Pardinho",NA,NA,NA,NA,"2007","03","21",NA,NA,NA,"14628","auto",NA,NA,NA
"43","2019-08-27 13:34:23-03","IAP","PACA-AGP","65107","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Reitz, R.","5610","1957","11","08",NA,"Brasil","SC",NA,NA,"altura 25 m, flor sepálos verde claros, pétalo quase branco, fruto seco, lenho na xiloteca HBR 14922 Habitat: mata Hábito: árvore","PACA065107","Magnoliophyta","Polygalales","Martius","F. A. Stafleu","Mina Velha, Garuva",NA,"-48.6380996704102","-26.2432994842529","São Francisco do Sul","20","20",NA,NA,"1958",NA,NA,"Magnoliopsida",NA,NA,"23627","auto",NA,NA,NA
"44","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0059466","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","G. P. Lewis; N. G. Arraes, R. M. Harley, H. M. Longhi-Wagner, A. M. Giulietti, B. Stannard","36905","1984","12","17",NA,"Brazil","Bahia",NA,NA,"Arvore até 5.0 m. Folhas eretas, brilhantes. Frutos verdes.",NA,"Magnoliophyta","Myrtales","Mart.","R. M. Harley","Estrada Mucugê-Andarai.",NA,"-40.62582","-11.71255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0047147","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","J. Cordeiro; E. Barbosa","1110","1993","10","21",NA,"Brazil","Parana",NA,NA,"Árvore 3 m, flores alvas.",NA,"Magnoliophyta","Myrtales","Mart.","G. Hatschbach","canyon Rio Iapo, Guartelá (mun. Tibagi) Margens do rio.",NA,"-50.4","-24.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0047148","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","G. Hatschbach; R. Kummrow","49720","1985","9","15",NA,"Brazil","Minas Gerais",NA,NA,"Arbusto ramoso, 3 m, flor creme.",NA,"Magnoliophyta","Myrtales","Mart.","H. F. Martins","Rod. Guinda-Cons. Mata (mun. Diamantina)",NA,"-43.6","-18.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
