"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","locality","yearIdentified","coordinatePrecision","geoFlag","class","infraspecificEpithet","monthIdentified","dayIdentified","typeStatus","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"11","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060708","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","L.R. Landrum","E. Barbosa; JM Silva, J Vaz","948","2004","2","29",NA,"Brazil","Sao Paulo",NA,"-48.504925","-24.757996",NA,"Avore, 5m. Floresta atlantica.",NA,NA,"Chacara Moxoto (Mun. Barra do Turvo).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043310","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","L. R. Landrum, 1983","R. Kummrow","2149","1983","1","5",NA,"Brazil","Parana",NA,"-49.195815","-25.530749",NA,"MICH-PHOTO; Arvore de 5 m, flor alva. Mata",NA,NA,"Rio Pequeno, Serra Azul (mun. S. Jose, dos Pinhaes)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060664","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","L.R. Landrum, 1991.","G. Hatschbach","31802","1973","4","6",NA,"Brazil","Parana","Quatro Barras","-49.0833","-25.3667",NA,"Coor from www.fallingrain.com/world; Arvore 10m; tronco cinza, liso.",NA,NA,"Cerne.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043309","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum",NA,"A. Sartori","33441","1995","2","14",NA,"Brazil","Sao Paulo","Jacupiranga","-48.4149","-24.9624",NA,"Arvore 5m, frutos imaturos verdes claros. Folhas discolores.",NA,NA,"No specific.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:36:06-03","UNICAMP","UEC","11692","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptrogenia","hatschbachii","Calyptrogenia hatschbachii","Legrand","Legrand, CMDE","Hatschbach, G","577","1946","12","28",NA,"Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,"Árvore 4 m, flor alva","UEC055416","UEC055416","Florestal",NA,"12577","auto",NA,NA,NA,NA,"paratypus",NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:36:28-03","UNICAMP","UEC","072557","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Kawasaki, ML","Sartori, A; et al.","33441","1995","02","14",NA,"Brazil","São Paulo","Jacupiranga","-48.414889","-24.962361",NA,"Mata Atlântica de Planície, Árvore 5m, frutos imaturos verdes claros, folhas discolores.; Mata Atlântica de Planície.","UEC051127","UEC051127","Brasil, SP, Jacupiranga, Parque Estadual de Jacupiranga.","2009",NA,NA,NA,NA,NA,NA,NA,"-48.414889","-24.962361",NA,NA,NA,NA
"17","2021-03-01 16:36:28-03","UNICAMP","UEC","11694","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Hatschbach, G","Hatschbach, G","35717","1975","01","02",NA,"Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,"Árvore de 5m de alr, flor alva , mata com araucária.","UEC023603","UEC023603","Borda do Campo.","1977","45291","auto",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:36:15-03","MBM","MBM","47658","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptrogenia","hatschbachii","Calyptrogenia hatschbachii","D.Legrand","Legrand, D.","Hatschbach, G.","577","1946","12","25","Southern America","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,"Árvore 4m, flor alva.; Árvore 4m, flor alva.","MBM047658","MBM047658","Florestal",NA,"12577","auto",NA,NA,NA,NA,"ISOTYPE",NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:36:59-03","MBM","MBM","429876","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Brotto, M.L.","Brotto, M.L.","3849","2020","03","29","Southern America","Brazil","Paraná","Piraquara","-49.029111","-25.442444",NA,"Árvore com 9 m de altura; frutos verde-acinzentados.; Floresta Ombrófila Mista.","MBM429876",NA,"Recreio da Serra","2020",NA,NA,NA,NA,"08","20",NA,"-49.029111","-25.442444","940","940",NA,NA
"20","2020-12-21 16:36:59-03","MBM","MBM","186100","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Hatschbach, G.","Silva, J.M.; Poliquesi, C.B.; Poliquesi, C.B.","1596","1995","12","15","Southern America","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"MBM186100","MBM186100","Serra Piramirim",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:36:59-03","MBM","MBM","48847","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Hatschbach, G.","Hatschbach, G.","35717","1975","01","02","Southern America","Brazil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"MBM048847","MBM048847","Borda do Campo",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:36:59-03","MBM","MBM","27547","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Landrum, L.R.","Hatschbach, G.","31802","1973","04","06","Southern America","Brazil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"MBM027547","MBM027547","Cerne",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:36:59-03","MBM","MBM","47721","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Legrand, D.","Hatschbach, G.","9008","1962","01","03","Southern America","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"MBM047721","MBM047721","Entre Colônia Murici e Malhada",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:36:59-03","MBM","MBM","186094","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Sobral, M.","Silva, J.M.; Cordeiro, J.; Cordeiro, J.","1612","1995","12","15","Southern America","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,"=232035","MBM186094","MBM186094","Zinco",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:36:59-03","MBM","MBM","47722","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Hatschbach, G.","Hatschbach, G.","8675","1961","12","14","Southern America","Brazil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"MBM047722","MBM047722","Mandassaia",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:36:59-03","MBM","MBM","48845","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Hatschbach, G.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","35725","1975","01","10","Southern America","Brazil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"MBM048845","MBM048845","Borda do Campo",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:36:59-03","MBM","MBM","4904","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Legrand, D.","Hatschbach, G.","17653","1967","10","30","Southern America","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"MBM004904","MBM004904","Colônia Roseira",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:36:59-03","MBM","MBM","80121","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Landrum, L.R.","Kummrow, R.","2149","1983","01","05","Southern America","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"MBM080121","MBM080121","Rio Pequeno, Serra Azul",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:36:59-03","MBM","MBM","293565","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Sobral, M.","Barboza, E.; Silva, J.M.; Vaz, J.; Silva, J.M.; Vaz, J.","948","2004","02","29","Southern America","Brazil","São Paulo","Barra do Turvo","-48.5046997070312","-24.7563991546631",NA,NA,"MBM293565","MBM293565","Chácara Moxotó",NA,"38172","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:36:59-03","MBM","MBM","47720","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Hatschbach, G.","?","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,"C.D. Legrand","MBM047720","MBM047720","Cabeça de Anta",NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:36:59-03","MBM","MBM","232252","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Hatschbach, G.","Hatschbach, G.","9008","1962","01","03","Southern America","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"MBM232252",NA,"Entre Colônia Murici e Malhada",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:36:59-03","MBM","MBM","232035","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Landrum, L.R.","Silva, J.M.; Cordeiro, J.; Cordeiro, J.","1612","1995","12","15","Southern America","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,"=186094","MBM232035","MBM232035","Zinco",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-09-05 03:00:13-03","MNHN","RECOLNAT_MNHN_P","P05121076","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum",NA,"Hatschbach, G.",NA,"1975","1","2",NA,"Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05121076' target='other'> <mi>dwc_moreinfo</mi></a>","P05121076","P05121076_01",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35717",NA
"34","2009-07-09 17:05:00-03","MO","MOBOT","2482201","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum",NA,"Gert G. Hatschbach","Hatschbach 577","1946","12","25","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Piraquara. Florestal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"930.00000000",NA,NA,NA
"35","2008-05-27 22:02:00-03","MO","MOBOT","3204336","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","L.R. Landrum","Gert G. Hatschbach","Hatschbach 31802","1973",NA,NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Cerne (mun. Quarto Barras). Mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","3208406","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","L.R. Landrum","R. Kummrow","Kummrow 2149","1983","1","5","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Rio Pequeno, Serra Azul (mun. S. José dos Pinhaes). Mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-08-31 09:07:49-03","INPA","INPA","88088","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Souza, MC de","Hatschbach, GG","35717","1975","01","02","Southern America","Brasil","Paraná","San José dos Pinhaes",NA,NA,NA,NA,"INPA0088088","INPA0088088 INPA0088088_e INPA0088088_nd INPA0088088_num","Borda do Campo","2012",NA,NA,NA,NA,"04",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-09-12 05:00:02-03","US","US","3044572","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum",NA,"R. Kummrow","2149","1983","1","5","South America - Neotropics","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"US01890480","US01890480_01 US01890480_02","Rio Pequeno, Serra Azul",NA,"45291","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"39","2020-09-12 05:00:02-03","US","US","2839392","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum",NA,"G. Hatschbach","35717","1975","1","2","South America - Neotropics","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"US01890481","US01890481_01 US01890481_02","Borda do Campo",NA,"45291","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"40","2019-12-09 17:30:23-03","UFPR","EFC","10127","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Hatschbach, G.","Rego, S.S.","1","2006","04","17",NA,"Brasil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,"Árvore frequente, 3m. Frutos.","EFC010127",NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-13 11:26:54-03","USP","SPF","85755","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Landrum, LR","Hatschbach, G","s.n.","1946","12","25",NA,"Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"SPF00085755",NA,NA,"1995","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-13 11:26:54-03","USP","SPF","137847","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Vieira, FCS","Silva, JM","1660","1996","04","09",NA,"Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"SPF00137847",NA,"Serra Piramirim","2019","12577","auto",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-13 11:26:54-03","USP","SPF","104672","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Hatschbach, G","Silva, JM","1596","1995","12","15",NA,"Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"SPF00104672","SPF00104672 SPF00104672_1","Serra Piramirim","1996","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-13 11:26:54-03","USP","SPF","19141","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Landrum, LR","Hatschbach, G","35717","1975","01","02",NA,"Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"SPF00019141",NA,NA,"1995","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-13 11:26:54-03","USP","SPF","171856","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Sobral, M","Barbosa, E","948","2004","02","29",NA,"Brasil","São Paulo","Barra do Turvo","-48.5046997070312","-24.7563991546631",NA,NA,"SPF00171856",NA,NA,"2005","38172","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-25 13:52:50-03","UNIVILLE","JOI","4660","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","M. Sobral","J.M. Silva",NA,"1995","12","15",NA,"Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,"; HABITAT: Encostas graminosas de colina, a beira de capão; HABITO: Árvore","JOI004660","JOI004660","Zinco.","1996","45291","auto",NA,NA,"01","01",NA,NA,NA,NA,NA,NA,NA
"47","2019-10-07 09:34:52-03","UEFS","HUEFS","86654","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Calyptrogenia","hatschbachii","Calyptrogenia hatschbachii","D.Legrand",NA,"Ilegível",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0086654",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,"Holótipo",NA,NA,NA,NA,NA,NA
"48","2018-04-04 16:45:55-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii",NA,"RRC ID Flag","G. Hatschbach","35717",NA,NA,NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"35717",NA
"49","2015-03-07 09:00:05-03","F","FMNH-SEEDPLANTS","V0105938F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0105938F","V0105938F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-12-20 18:46:42-03","UFSJ","HUFSJ","6338","S","Plantae",NA,NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Hatschbach, G","Rego, SS","1","2006","04","17",NA,"Brasil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,"Árvore frequente, 3m. Frutos.","HUFSJ006338",NA,"Floresta Ombrófila Mista.",NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-01 15:05:56-03","UnB","UB","131405","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Hatschbach, G","Silva, JM","1596","1995","12","15","Southern America","Brasil","Paraná ","Piraquara","-49.0633010864258","-25.4416999816895",NA,"Botões alvos.; Arvoreta 4m.; Mata de araucária transição para atlântica",NA,NA,"Serra do Piramirim","1996","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-01 15:05:56-03","UnB","UB","131406","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Sobral, M","Hatschbach, G","35717","1975","01","02","Southern America","Brasil","Paraná ","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,"Flor alva.; Árvore 5m.; Mata com araucarieto",NA,NA,"Borda do Campo","1988","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-01 15:05:56-03","UnB","UB","131404","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrceugenia","gertii","Myrceugenia gertii","Landrum","Sobral, M","Barbosa, E","948","2004","02","29","Southern America","Brasil","São Paulo","Barra do Turvo","-48.5046997070312","-24.7563991546631",NA,"Árvore 5m.; Floresta atlântica",NA,NA,"Chácara Moxotó","2005","38172","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
