"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00996533","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","H. L. Setser","C. E. O. Kuntze","s.n.","1892","08",NA,"South America","Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107388' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996533","NY00996533_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00996543","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","H. L. Setser","P. Clausen","135",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107415' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996543","NY00996543_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00996544","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.",NA,"L. O. Williams","7423","1945","09","07","South America","Brazil","Minas Gerais","Betim","Fazenda do Cabuí, near Contagem.","-44.1981","-19.9681","900","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107416' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996544","NY00996544_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00895661","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","L. J. Dorr","T. C. Plowman","8179","1980","01","31","South America","Brazil","Tocantins","Presidente Kennedy","Road from highway BR-153 to Itaporã, 12 km. west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho.","-48.6008","-8.5006","400","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967111' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895661","NY00895661_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00996515","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.",NA,"G. T. Prance","58447","1964","07","28","South America","Brazil","Tocantins",NA,"Road to Miracema do Norte.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107312' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996515","NY00996515_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00996537","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","H. L. Setser","B. Maguire","56105","1963","08","12","South America","Brazil","Tocantins",NA,"Between Araguaina and Guara. Along Belem - Brasilia Highway.",NA,NA,"500","750","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107396' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996537","NY00996537_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00996527","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.",NA,"J. A. Ratter","R.3930","1976","11","06","South America","Brazil","Goiás","Goiás Velho",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107360' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996527","NY00996527_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00996538","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","H. L. Setser","W. A. Ducke","2560","1956","11","14","South America","Brazil","Ceará","Fortaleza","Messejana, estrada para Aquiraz.","-38.5431","-3.7172",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107401' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996538","NY00996538_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","628949","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","S. F. Smith","G. Grazziotin","s.n.","1988","01","16","South America","Brazil","Rio Grande do Sul",NA,"Vacaria - km 90",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=187678' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628949","NY00628949_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00996546","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","H. L. Setser","A. F. Regnell","III.289","1848","08","25","South America","Brazil","Minas Gerais",NA,"Uberaba - Behedos.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107420' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996546","NY00996546_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02637386","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","B. S. Amorim","B. S. Amorim","866","2011","06","17","South America","Brazil","Pernambuco","Igarassu","Usina São José","-35.011667","-7.786389",NA,NA,"Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3677053' target='other'> <mi>dwc_moreinfo</mi></a>","NY02637386","NY02637386_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00996520","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","H. L. Setser","H. S. Irwin","6340","1964","09","26","South America","Brazil","Mato Grosso",NA,"Ca. 2 km. N. of Xavantina.","-52.35","-14.63","300","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107339' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996520","NY00996520_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02339703","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.",NA,"H. S. Irwin","48907","1960","11","07","South America","Brazil","Amapá",NA,"Santana (along Amazon River)","-51.08","-0.03",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2515523' target='other'> <mi>dwc_moreinfo</mi></a>","NY02339703","NY02339703_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00996517","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","H. L. Setser","G. T. Prance","58617","1964","08","09","South America","Brazil","Maranhão","Estreito","Road Carolina to Estreita, 2-15 km from Estreita. Transition from Cerrado to Amazonia.","-47.4508","-6.5608",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107322' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996517","NY00996517_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","628950","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","M. C. d. S. Cunha","G. Gardner","2490","1836",NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=187685' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628950","NY00628950_01 NY00628950_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00996525","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","J. A. Ratter","J. A. Ratter","R.1906","1968","06","22","South America","Brazil","Mato Grosso",NA,"8 km E of the Base Camp of the Expedition. (Base Camp c. 270 km N of Xavantina on the Xavantina - São Felix road).",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107354' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996525","NY00996525_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","628952","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","L. Y. T. Westra","H. S. Irwin","48907","1960","11","07","South America","Brazil","Amapá",NA,"Santana (along Amazon River)","-51.08","-0.03",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=187679' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628952","NY00628952_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00996535","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","M. C. d. S. Cunha","F. C. Hoehne","s.n.","1936","08","06","South America","Brazil","Mato Grosso do Sul","Campo Grande",NA,"-54.6464","-20.4431",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107391' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996535","NY00996535_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00996518","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","H. L. Setser","H. S. Irwin","6177","1964","09","13","South America","Brazil","Distrito Federal","Brasília","ca. 55 km. E. of Brasília, on rd. to Planaltina.","-47.55","-15.53","700","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107331' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996518","NY00996518_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00996529","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.",NA,"G. C. G. Argent","6554","1967","09","27","South America","Brazil","Mato Grosso","Xavantina","c. 6 km S. of Xavantina R & A transect.","-52.23","-14.63",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107364' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996529","NY00996529_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00996519","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","H. L. Setser","H. S. Irwin","5482","1964","08","23","South America","Brazil","Minas Gerais","Burití","Fazenda Furquilho Novo.","-46.4302778","-15.6171",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107332' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996519","NY00996519_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","629048","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","M. C. Tschá","K. Almeida","12","2000","02","04","South America","Brazil","Pernambuco","Sao Lourenço da Mata","Estaçao Ecológica do Tapacurá","-34.95027778","-8.0127778",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=187680' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629048","NY00629048_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","629047","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","M. C. Tschá","K. Almeida","6","2000","02","04","South America","Brazil","Pernambuco","Sao Lourenço da Mata","Estaçao Ecológica do Tapacurá","-34.95027778","-8.0127778",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=187684' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629047","NY00629047_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","629046","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","M. C. Tschá","T. M. C. da Silva","9","2000","01","24","South America","Brazil","Pernambuco","Sao Lourenço da Mata","Estaçao Ecológica do Tapacurá","-34.95027778","-8.0127778",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=187683' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629046","NY00629046_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","629044","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","M. C. Tschá","K. Almeida","44","2000","05","06","South America","Brazil","Pernambuco","Sao Lourenço da Mata","Estaçao Ecológico do Tapacurá","-34.95027778","-8.0127778",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=187681' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629044","NY00629044_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00996539","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","D. H. Nicolson","G. Eiten","3994","1962","04","04","South America","Brazil","Maranhão","Lorêto","Ilha de Balsas region, between the Rios Balsas and Parnaíba. Ca. 8 km W of main house of Fazenda Morros, about 35 km south of Lorêto.","-45.13","-7.38","300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107404' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996539","NY00996539_01 NY00996539_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00996526","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.",NA,"J. A. Ratter","R.3512","1976","09","01","South America","Brazil","Distrito Federal","Brasília","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km SSW of Brasília TV tower. In cerrado lying just south of the junction of the stream which descends from below the Olho de Agua, Córrego Taquera.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107355' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996526","NY00996526_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00996541","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","A. S.","R. de Lemos Fróes","11713","1940","01",NA,"South America","Brazil","Maranhão","São Luís","Island of São Luiz.","-44.201115","-2.577323",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107411' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996541","NY00996541_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","628948","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","M. C. d. S. Cunha","H. S. Irwin","31589","1971","03","05","South America","Brazil","Bahia",NA,"Valley of the Rio das Ondas. Lower slopes of Espigao Mestre, ca. 4km N. of Barreiras, road to Santa Rita da Cassia",NA,NA,"550","550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=187686' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628948","NY00628948_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00996536","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","M. C. d. S. Cunha","P. E. Gibbs","2683","1976","09","06","South America","Brazil","Goiás","Goiatuba","Rodovia Itumbiara - Goiania a 170 km de Goiania.","-49.3544","-18.0128",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107392' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996536","NY00996536_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","415480","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.",NA,"C. F. P. von Martius","269",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,"Prov. Minarum",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=88369' target='other'> <mi>dwc_moreinfo</mi></a>","NY00415480","NY00415480_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00996530","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","D. C. Daly","M. Macedo","1234","1978","08","30","South America","Brazil","Mato Grosso","Poconé","Transpontaneira Highway Km 8.","-56.6228","-16.2569",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107378' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996530","NY00996530_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00996562","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","C. M. Pannell","E. P. Heringer","17464","1979","08","31","South America","Brazil","Minas Gerais",NA,"João Pinheiro - Paracatu.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107467' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996562","NY00996562_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-09-30 18:46:00-03","NY","NYBG","02339704","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","paniculata","Luehea paniculata",NA,NA,"Mulford Biological Expedition","1628A","1921",NA,NA,"South America",NA,NA,NA,"Amazon Basin",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2515525' target='other'> <mi>dwc_moreinfo</mi></a>","NY02339704","NY02339704_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
