"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","842387","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","G. Gardner","1592","1836",NA,NA,"South America","Brazil",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=962037' target='other'> <mi>dwc_moreinfo</mi></a>","NY00842387","NY00842387_01",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","378687","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","P. von Luetzelburg",NA,"1935","09","01","South America","Brazil","Paraíba","S. Gonçalo, Paraíba Flubufer",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551271' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378687","NY00378687_01","A. N. Lima","Marizópolis","-38.317464","-6.828117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","428557","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","G. Gardner","1592","1838","08",NA,"South America","Brazil","Ceará",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551275' target='other'> <mi>dwc_moreinfo</mi></a>","NY00428557","NY00428557_01",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","378688","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","P. von Luetzelburg","28349","1937","02","09","South America","Brazil","Paraíba","Genipapím",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551273' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378688","NY00378688_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00836079","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","D. V. Johnson","2","1972","01","10","South America","Brazil","Ceará","2 km S. of Granja",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919913' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836079","NY00836079_01","G. T. Prance","Granja","-40.8258","-3.1206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00836055","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Kuhlmann","s.n.",NA,NA,NA,"South America","Brazil","Ceará","Ceará",NA,NA,"sheet","Pedido do Dr. Kuhlmann <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919915' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836055","NY00836055_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-01-11 10:01:15-03","UNIVASF","HVASFW","187","S","Plantae",NA,NA,"Chrysobalanaceae","Microdesmia","rigida","Microdesmia rigida","(Benth.) Sothers & Prance","J.V.A. Ferreira","1","2011","08","16","América do Sul","Brasil","Paraíba","Lote 7, Sítio Patamuté, Riacho Lajão","311","311",NA,"Árvore cerca de 15 m de alt. Flores alvas. Frutos imaturos verdes. DNS 7.48cm. Cerne e Alburno monocromático, anéis de crescimento visíveis. Ritidoma marrom, ca. de 3mm espessura. Madeira moderadamente dura ao corte. HVASF 12716","HVASFW000187",NA,"J.R. Fabricante","Cajazeiras","-38.537361","-6.957944",NA,"2011","08","16","-38.537361","-6.957944","U",NA,NA,NA,NA,NA,NA,NA
"18","2021-01-11 10:01:15-03","UNIVASF","HVASFW","64","S","Plantae",NA,NA,"Chrysobalanaceae","Microdesmia","rigida","Microdesmia rigida","(Benth.) Sothers & Prance","J.R. Maciel","20","2009","11","17","América do Sul","Brasil","Pernambuco","Lote 3. Atividades de supressão vegetal do PISF","473","473",NA,"#","HVASFW000064",NA,"J.R. Maciel","Salgueiro","-39.1825","-8.098639",NA,"2009","11","17","-39.182500","-8.098639","U",NA,NA,NA,NA,NA,NA,NA
"19","2021-01-11 10:01:15-03","UNIVASF","HVASFW","84","S","Plantae",NA,NA,"Chrysobalanaceae","Microdesmia","rigida","Microdesmia rigida","(Benth.) Sothers & Prance","J.R. Maciel","37","2010","03","10","América do Sul","Brasil","Ceará","Lote 6. Atividades de supressão vegetal do PISF","473","473",NA,"#","HVASFW000084",NA,"J.R. Maciel","Mauriti","-38.659722","-7.311667",NA,"2010","03","10","-38.659722","-7.311667","U",NA,NA,NA,NA,NA,NA,NA
"20","2019-03-20 11:47:06-03","MCN-PUC-MINAS","HPUC-MG","ANG3229","S","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida",NA,"M.F.Vasconcelos","14-116","2014","12","01",NA,"Brasil","Rio Grande do Norte","Fazenda Itapuã - Lajes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-01-06 11:42:02-03","UFPI-MRV","HDELTA","6521","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Meireles, M.P.A","9","2018","06",NA,NA,"Brasil","Piauí",NA,NA,NA,NA,"morro da onça <ll>dwc_commonname:</ll> oiticica","HDELTA006521",NA,"Vieira, L.S.","Picos","-41.4668998718262","-7.07694005966187",NA,"2020","01",NA,NA,NA,NA,"31259","auto",NA,NA,NA,NA,NA
"22","2021-01-06 11:42:02-03","UFPI-MRV","HDELTA","929","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Microdesmia","rigida","Microdesmia rigida","(Benth.) Sothers & Prance","Lima, A.A.",NA,"2013","03","08",NA,"Brasil","Piauí","Embrapa",NA,NA,NA,"Árvore <ll>dwc_commonname:</ll> Oiticica","HDELTA000929",NA,NA,"Parnaíba","-41.754667","-3.066639",NA,NA,NA,NA,"41°45'16,80''W","03°03'59,90''S",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-01-06 11:42:02-03","UFPI-MRV","HDELTA","4211","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Microdesmia","rigida","Microdesmia rigida","(Benth.) Sothers & Prance","Pereira, V.S.; Lima, F.M.","94","2015","10","17",NA,"Brasil","Piauí","Pontal do Anel",NA,NA,NA,NA,"HDELTA004211",NA,NA,"Luis Correia","-41.6669006347656","-2.87916994094849",NA,NA,NA,NA,NA,NA,NA,"59685","auto",NA,NA,NA,NA,NA
"24","2021-01-06 11:42:02-03","UFPI-MRV","HDELTA","4994","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Microdesmia","rigida","Microdesmia rigida","(Benth.) Sothers & Prance","Cerqueira, E.C.; Lemos, J.R.","28","2006","04","28",NA,"Brasil","Piauí","Sítio da Gurita",NA,NA,NA,"<ll>dwc_commonname:</ll> Oiticica","HDELTA004994",NA,"Cerqueira, E.C.","Bom Princípio do Piauí","-41.6441993713379","-3.19082999229431",NA,"2015","09","15",NA,NA,NA,"22201","auto",NA,NA,NA,NA,NA
"25","2021-03-30 12:37:02-03","EAO","IAN","82531","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Moraes, JC de","892","1953","09","25","Southern America","Brasil","Pernambuco","São Gonçalo Souza.",NA,NA,NA,"Árvore.","IAN082531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:37:02-03","EAO","IAN","104835","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Ducke, A","s.n.","1957","08",NA,"Southern America","Brasil","Ceará",NA,NA,NA,NA,NA,"IAN104835",NA,NA,"Fortaleza","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA
"27","2021-03-30 12:37:02-03","EAO","IAN","37412","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Santoro; Siviero, P","10032","1948","08","08","Southern America","Brasil","São Paulo",NA,NA,NA,NA,"Introdução de plantas.","IAN037412","IAN037412 IAN037412_e","Prance, GT","Campinas","-47.060001373291","-22.8999996185303",NA,"1966","03",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"28","2020-08-11 00:15:50-03","UFBA","ALCB","116251","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Microdesmia","rigida","Microdesmia rigida","(Benth.) Sothers & Prance","Guedes, ML; Costa, TF","22362","2014","08","18","Southern America","Brasil","Rio Grande do Norte","Barragem Santa Cruz.","55","55",NA,"de ca 8 m de altura. Folhas coriáceas, discolores, face abaxial esbranquiçada. Inflorescência panícula de flores cremes.","ALCB042638",NA,"Guedes, ML","Apodí","-37.850833","-5.798056",NA,"2014","08",NA,"-37.850833","-5.798056",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-08-11 00:15:50-03","UFBA","ALCB","70829","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Microdesmia","rigida","Microdesmia rigida","(Benth.) Sothers & Prance","Guedes, ML; et al.","16261","2005","12","19","Southern America","Brasil","Bahia","Região Metropolitana Salvador, Av. Paralela, Centro Administrativo",NA,NA,NA,"de ca 8 m de altura. Flores cremes, Frutos imaturos.","ALCB044498","ALCB044498","Barbosa-Silva, RG","Salvador","-38.5","-12.966667",NA,"2017","02","20","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-08-11 00:15:50-03","UFBA","ALCB","97853","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Microdesmia","rigida","Microdesmia rigida","(Benth.) Sothers & Prance","Guedes, ML; Silva, LB da; Oliveira, MAJ de; Melo, IV de; Silva, MCR","17832","2010","10","25","Southern America","Brasil","Bahia","Recôncavo Sul, Cultivada na Praça",NA,NA,NA,"ca 8 m de altura. Folhas coriáceas, discolores, face abaxial esbranquiçada. Inflorescência panícula com botões tomentosos cremes.","ALCB044488","ALCB044488","Barbosa-Silva, RG","Santa Teresinha","-39.466667","-12.85",NA,"2017","02","20","-39.466667","-12.85",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-08-11 00:15:50-03","UFBA","ALCB","98429","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Microdesmia","rigida","Microdesmia rigida","(Benth.) Sothers & Prance","Guedes, ML; Silva, LB da; Oliveira, MAJ de; Silva, MS; Melo, IV de","17936","2011","02","08","Southern America","Brasil","Bahia","Recôncavo Sul, Serra da Jibóia",NA,NA,NA,"de ca 10 m de altura. Folhas coriáceas, discolores. Fruto drupa imatura verde.","ALCB044500","ALCB044500","Barbosa-Silva, RG","Santa Teresinha","-39.516667","-12.766667",NA,"2017","02","20","-39.516667","-12.766667",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-08-11 00:15:50-03","UFBA","ALCB","116202","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Microdesmia","rigida","Microdesmia rigida","(Benth.) Sothers & Prance","Guedes, ML; Costa, TF","22314","2014","08","16","Southern America","Brasil","Rio Grande do Norte","Próximo á Cidade.","198","198",NA,"de ca 10 m de altura. Folhas coriáceas, discolores. Inflorescência panícula de flores cremes.","ALCB042637",NA,"Guedes, ML","Apodí","-39.08","-4.977778",NA,"2014","08",NA,"-39.08","-4.977778",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:46:14-03","NBC","NL-BOTANY","AMD.50419","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Unknown",NA,"1937","01","01","Southern America","Brazil",NA,"Rio Grande do Norte.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.50419 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD50419","NL-AMD50419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 09:46:14-03","NBC","NL-BOTANY","L.4192414","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,"Brazilië.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4192414 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4192414","NL-L4192414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201824","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,"1935","09","05","Southern America","Brazil",NA,"Provencia: Juejenn. Pavaiba, Brasil. Utilidade: Sao Jose de Juajeiro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201824 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201824","NL-U1201824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201825","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,"1935","09","01","Southern America","Brazil",NA,"Procedencia: Juajenn. Paraiba - Brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201825 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201825","NL-U1201825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201826","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,"1935","09","01","Southern America","Brazil",NA,"Procedencia: Juajuio. Paraiba, Brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201826 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201826","NL-U1201826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201827","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,"1935","10","01","Southern America","Brazil",NA,"Procedencia: Mimmomioa. Paraiba, Brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201827 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201827","NL-U1201827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201828","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,"1935","09","01","Southern America","Brazil",NA,"Procedencia: Lima Campos, Paraiba - Brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201828 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201828","NL-U1201828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201829","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201829 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201829","NL-U1201829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201830","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201830 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201830","NL-U1201830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201831","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,"1935","01","01","Southern America","Brazil",NA,"Procedencia: Lima Campos, Paraiba - Brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201831 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201831","NL-U1201831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201832","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,"1935","11","16","Southern America","Brazil",NA,"Procedencia: Estancao Experimental Sendow. Paraiba - Brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201832 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201832","NL-U1201832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201833","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,"1935","11","16","Southern America","Brazil",NA,"Procedencia: Estancao Experimental Sendow. Paraiba - Brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201833 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201833","NL-U1201833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"45","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201866","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,"Oitirica. Rio Grande do Norte. Brasilie.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201866 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201866","NL-U1201866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"46","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201867","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,"1935","10","16","Southern America","Brazil",NA,"Procedencia Estancao Experimental Seridon. Paraiba - Brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201867 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201867","NL-U1201867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
