"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","dayIdentified"
"11","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0033126","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","L. R. Landrum","R. Vasquez","2911","1982","2","14",NA,"Peru","Loreto",NA,"Prov. Maynas. Rio Itaya.","-73.3333","-3.83333",NA,"Arbusto 3 m; frutos negros.",NA,NA,NA,"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0033123","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","L. R. Landrum","Juan Revilla","2992",NA,NA,NA,NA,"Peru","Loreto",NA,"Prov. Maynas. Vicinity of Iquitos.","-73.841906","-2.668406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0033127","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","L. R. Landrum","Rosa Ortiz; S. Adkins, C. Bardales, F. Cachique, R. Mori","121","1994","8","17",NA,"Peru","Loreto",NA,"Requena Province. Distrito de Sapuena, Jenaro Herrera, Cano Lobito.","-73.6667","-4.91667",NA,"Arbol 7 m; flores verdes-amarillentas.",NA,NA,NA,"160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0033125","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","L. R. Landrum","C. Grandez; J. Tapullima","1476","1989","11","20",NA,"Peru","Loreto",NA,"Maynas Province. Rio Yarapa.","-73.5","-4.33333",NA,"Arbol, 5 m; fruto verde.",NA,NA,NA,"122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2008-05-27 22:02:00-03","MO","MOBOT","1816474","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","B. K. Holst (MO)","F. Javier Fernández Casas|Alfonso Susanna","Fernández Casas 8213","1983",NA,NA,"South America","Bolivia","Pando",NA,"Nicolás Suárez: en la zona del Nareuda, Campoana, junto a la barraca San José, Bosque primario con goma y castaño, y sus lindes.","-67.566667","-11.983333",NA,NA,NA,NA,NA,"290.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2008-05-27 22:02:00-03","MO","MOBOT","1914663","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","B.K. Holst","Ronald L. Liesner","Liesner 6880","1979","4","22","South America","Venezuela","Amazonas",NA,"1 to 2 km SE and E of San Carlos de Río Negro.","-67.06666","1.91666",NA,NA,NA,NA,NA,"120.00000000",NA,"215",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2009-10-18 06:14:00-02","MO","MOBOT","2331026","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","B.K. Holst (SEL)","Johanna Choo","Choo 99","2002","6","8","South America","Peru","Loreto","Maynas","Paucarillo Reserve, Project Amazonas, Río Amazonas. Lowland terra firma, primary forest, 2 km away from the Río Orosa.","-72.40555","-3.69166",NA,NA,NA,NA,NA,"110.00000000",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2012-05-24 05:04:00-03","MO","MOBOT","306975","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","Les R. Landrum (ASU)","Juan Revilla","Revilla Cardenas 1436","1976","9","10","South America","Peru","Loreto","Maynas","Vicinity of Iquitos. [LOCALITY DATA UNKNOWN].","-73.25","-3.75",NA,NA,NA,NA,NA,NA,NA,"36","6",NA,NA,NA,NA,NA,NA,NA,NA
"19","2014-04-04 05:44:00-03","MO","MOBOT","306988","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","B. H. Holst","Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo","Gentry 65662","1989","2","12","South America","Peru","Loreto","Maynas","San Miguel, 2 km below Indiana, second growth on good soil.","-73.03333","-3.5",NA,NA,NA,NA,NA,"130.00000000",NA,"85","4",NA,NA,NA,NA,NA,NA,NA,NA
"20","2012-05-24 05:04:00-03","MO","MOBOT","307382","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","Bruce K. Holst","Juan Revilla","Revilla Cardenas 2065","1976","12","17","South America","Peru","Loreto","Maynas","Distrito Iquitos. Rio Nanay, caserio Lupuna.","-73.21388","-3.64277",NA,NA,NA,NA,NA,NA,NA,"61","3",NA,NA,NA,NA,NA,NA,NA,NA
"21","2008-05-27 22:02:00-03","MO","MOBOT","307401","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","B.K. Holst (MO)","James C. Solomon","Solomon 16908","1987","6","4","South America","Bolivia","La Paz","Abel Iturralde","Siete Cielos, Río Manupare. Bosque alto sobre tierra firme.","-67.61666","-12.45",NA,NA,NA,NA,NA,"180.00000000",NA,"87-75","2",NA,NA,NA,NA,NA,NA,NA,NA
"22","2008-05-27 22:02:00-03","MO","MOBOT","307847","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","L. Landem (ASU)","Cesár A. Grández|J. Tapullima","Grández Rios 1476","1989","11","20","South America","Peru","Loreto","Maynas","Río Yarapa. Bosque primario, suelo arcilloso.","-73.5","-4.33333",NA,NA,NA,NA,NA,"122.00000000",NA,"57","4",NA,NA,NA,NA,NA,NA,NA,NA
"23","2014-04-04 05:44:00-03","MO","MOBOT","308749","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","B.K. Holst (MO)","Rodolfo Vásquez|et al.","Vásquez Martínez 17677","1992","3","18","South America","Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo (IIAP). Bosque primario, suelo con drenaje deficiente.","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000",NA,"473","4",NA,NA,NA,NA,NA,NA,NA,NA
"24","2014-12-24 19:10:00-02","MO","MOBOT","309619","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","Bruce K. Holst","Thomas B. Croat","Croat 18530","1972","7","27","South America","Peru","Loreto","Maynas","Arbolada de Peritos Forestales near Puerto Almendras (University Arboretum near Puerto Almendra).","-73.37583","-3.82611",NA,NA,NA,NA,NA,NA,NA,"261","1",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-26 10:58:00-03","MO","MOBOT","3109347","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","R. Vásquez (HOXA)","Isau Huamantupa|Nestor Jaramillo","Huamantupa Chuquimaco 5067","2005","2","25","South America","Peru","Loreto","Maynas","Dist. Mazan, Sucusari, Parcela E, Bosque Primario","-72.51666","-3.15",NA,NA,NA,NA,NA,"160.00000000",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA
"26","2014-04-04 05:44:00-03","MO","MOBOT","311515","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","B.K. Holst (MO)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 8053","1986","9","29","South America","Peru","Loreto","Maynas","Puerto Almendras. Bosque primario.","-73.41666","-3.8",NA,NA,NA,NA,NA,"122.00000000",NA,"86-47","3",NA,NA,NA,NA,NA,NA,NA,NA
"27","2017-08-17 12:08:00-03","MO","MOBOT","311569","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","B.K. Holst (MO)","Gerrit Davidse|James S. Miller","Davidse 27389","1984","7","15","South America","Venezuela","Amazonas","Río Negro","Neblina Massif, south-facing slope at the mouth of Canyon Grande, N of Puerto Chimo.","-66.0916666","0.8466666",NA,NA,NA,NA,NA,"50.00000000","700.00000000","84-61","5",NA,NA,NA,NA,NA,NA,NA,NA
"28","2014-04-04 05:44:00-03","MO","MOBOT","311986","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","Les R. Landrum (ASU)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 8383","1986","11","16","South America","Peru","Loreto","Maynas","Dtto. Iquitos. Buena Suerte (Río Itaya). Bosque inundable estacional (Tahuampa).","-73.5","-4.16666",NA,NA,NA,NA,NA,"130.00000000",NA,"86-60","5",NA,NA,NA,NA,NA,NA,NA,NA
"29","2014-04-04 05:44:00-03","MO","MOBOT","312138","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","Les R. Landrum (ASU)","Rodolfo Vásquez|et al.","Vásquez Martínez 5556","1984","9","26","South America","Peru","Loreto","Maynas","Moronillo (Dtto. Iquitos). Bosque inundable estacional.","-73.25","-3.91666",NA,NA,NA,NA,NA,"106.00000000",NA,"84-31","6",NA,NA,NA,NA,NA,NA,NA,NA
"30","2014-04-04 05:44:00-03","MO","MOBOT","312282","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","B.K. Holst","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 9971","1987","11","3","South America","Peru","Loreto","Maynas","Dtto. Iquitos. Pto. Almendras. Bosque primario, suelos con drenaje, poca arena blanca.","-73.41666","-3.8",NA,NA,NA,NA,NA,"122.00000000",NA,"87-54","7",NA,NA,NA,NA,NA,NA,NA,NA
"31","2014-04-04 05:44:00-03","MO","MOBOT","312549","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","B.K. Holst (MO)","Rodolfo Vásquez|G. Criollo D.","Vásquez Martínez 5779","1984","10","19","South America","Peru","Loreto","Maynas","Alpahuayo, (Km 25, carretera Dtto. Iquitos-Nauta). Estación IIAP. Bosque primario.","-73.4188889","-3.9711111",NA,NA,NA,NA,NA,NA,NA,"84-39","4",NA,NA,NA,NA,NA,NA,NA,NA
"32","2014-04-04 05:44:00-03","MO","MOBOT","312722","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","B. Holst (SEL)","Rodolfo Vásquez","Vásquez Martínez 2959","1982","3","21","South America","Peru","Loreto","Maynas","Quebrada Santa Cruz (tributario del Río Nanay). Bosque secundario inundable (Tahuampa).","-73.58333","-3.83333",NA,NA,NA,NA,NA,"130.00000000",NA,"82-5","4",NA,NA,NA,NA,NA,NA,NA,NA
"33","2014-04-04 05:44:00-03","MO","MOBOT","312896","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","Les R. Landrum (ASU)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 13573","1990","3","21","South America","Peru","Loreto","Maynas","Indiana, Explorama Reserve. Bosque inundable estacional (agua blanca).","-72.83333","-3.46666",NA,NA,NA,NA,NA,"106.00000000",NA,"172","6",NA,NA,NA,NA,NA,NA,NA,NA
"34","2014-01-28 09:29:00-02","MO","MOBOT","3202060","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","B.K. Holst","Franklin Ayala","Ayala Flores 2218","1979","11","11","South America","Peru",NA,NA,"Prov: Alto Amazonas; Dtto.: Pastaza, Rio Pastaza; Andoas, Capahuari Sur (6Km. del Campamento), bosque 2 on zona petrolera.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"35","2012-05-24 05:04:00-03","MO","MOBOT","781675","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","Les R. Landrum (ASU)","Juan Revilla","Revilla Cardenas 2992","1977",NA,NA,"South America","Peru","Loreto","Maynas","Vicinity of Iquitos.","-73.24722","-3.74805",NA,NA,NA,NA,NA,NA,NA,"85","8",NA,NA,NA,NA,NA,NA,NA,NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","922759","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","Les R. Landrum (ASU)","Rosa Ortiz|et al.","Ortiz 121","1994","8","17","South America","Peru","Loreto","Requena","Distrito de Sapuena, Jenaro Herrera, Caño Lobito, bosque primario inundable.","-73.66666","-4.91666",NA,NA,NA,NA,NA,"160.00000000",NA,"9","4",NA,NA,NA,NA,NA,NA,NA,NA
"37","2010-08-06 10:26:00-03","MO","MOBOT","940835","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","B.K. Holst (SEL)","Antony Jardim","Jardim 681","1994","5","7","South America","Bolivia","Pando","Manuripi","35 km al norte de Puerto América entrando bosque alto hasta bosque de bahio, Heath cerca el Río Manuripi. Bosque heath con arte Jessenia, Oenocarpus, Socratea, Euterpe, Iryanthera, comun tambien, Parkia pendula, Couratari guianensis, Vismia, Erythroxylum, Casearia, varios Melastomataceae, Rubiaceae. Substrato podzol casi pura arena de silica, gris y hondo, húmedo, muy, muy poco arcillo.","-67.9833333","-11.7333333",NA,NA,NA,NA,NA,"180.00000000",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"38","2013-03-09 05:41:00-03","MO","MOBOT","979228","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","B.K. Holst","Antony Jardim|G. Navarro|Miguel Angel","Jardim 2436","1995","9","15","South America","Bolivia","Pando","Manuripi","30 km al norte de Puerto América, entrando bosque alto de Bertholletia, varios Couratari, varios Aspidosperma, varios Parkia, Apuleia, Iriartea deltoidea, Chelyocarpus chuco.. Suelos oxisoles.","-68.04777","-11.59416",NA,NA,NA,NA,NA,"180.00000000",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-08-31 09:07:47-03","INPA","INPA","136274","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","Rosário, CS","Rosa, NA","4169","1982","04","07","Southern America","Brasil","Amapá",NA,"Rio Amaparí, Quadrícula SB-22-VA-Ponto 44","-52.916667","0.916667",NA,NA,"INPA0136274","INPA0136274 INPA0136274_e INPA0136274_nd",NA,NA,NA,NA,NA,"2003","09","-52.916667","0.916667",NA,NA,NA,NA
"40","2020-08-31 09:07:47-03","INPA","INPA","160416","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","Sobral, MEG; Souza, MAD de","Miralha, JMS","138","1989","01","22","Southern America","Brasil","Amazonas","Coari","Porto Urucu, 0,5km de Porto Urucu, lado direito da Estrada que vai para RUC-3","-65.339968","-4.85447",NA,NA,"INPA0160416","INPA0160416 INPA0160416_e INPA0160416_e1",NA,NA,NA,NA,NA,"2015",NA,"-65.339968","-4.85447",NA,NA,NA,NA
"41","2020-08-31 09:07:47-03","INPA","INPA","169936","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","Holst, BK","Rosas Junior, A","270","1985","09","12","Southern America","Brasil","Acre","Cruzeiro do Sul","BR 364, km 42, Projeto Santa Luzia, BR 364 km 42, ramal 4 (INCRA). Mata de terra firme, solo argiloso.","-72.33","-7.77",NA,NA,"INPA0169936","INPA0169936 INPA0169936_e INPA0169936_ni",NA,NA,NA,NA,NA,"1997",NA,"-72.33","-7.77",NA,NA,NA,NA
"42","2020-08-31 09:07:47-03","INPA","INPA","22928","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","McVaugh, R","Prance, GT","6168","1968","07","18","Southern America","Brasil","Rondônia",NA,"Cachoeira Tres S and Fortaleza, Basin of Rio Madeira, N. bank of Rio Abunã between Cachoeira Tres S and Fortaleza, 4-16km above mouth","-65.489763","-9.716549",NA,NA,"INPA0022928","INPA0022928 INPA0022928_e INPA0022928_nd",NA,NA,NA,NA,NA,"1972",NA,"-65.489763","-9.716549",NA,NA,NA,NA
"43","2020-08-31 09:07:47-03","INPA","INPA","23238","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","McVaugh, R","Prance, GT","6480","1968","07","26","Southern America","Bolivia","Pando",NA,"W bank of rio Madeira, 2 km above Abunã, W. bank of Rio Madeira, 2km. above Ribeirão.","-65.487467","-10.415814",NA,NA,"INPA0023238","INPA0023238 INPA0023238_e INPA0023238_nd",NA,NA,NA,NA,NA,"1972",NA,"-65.487467","-10.415814",NA,NA,NA,NA
"44","2020-08-31 09:07:47-03","INPA","INPA","23906","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","Sobral, MEG; Souza, MAD de","Forero, E","7119","1968","08","16","Southern America","Brasil","Rondônia","Jaru","Jarú, Porto Velho to Cuiabá Highway","-62.472556","-10.438858",NA,NA,"INPA0023906","INPA0023906 INPA0023906_e",NA,NA,NA,NA,NA,"2015",NA,"-62.472556","-10.438858",NA,NA,NA,NA
"45","2020-08-31 09:07:47-03","INPA","INPA","244498","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","Sobral, MEG; Souza, MAD de","Pereira-Silva, G da","14514","2009","06","11","Southern America","Brasil","Rondônia","Porto Velho","UHE Jirau, Canteiro de obras da UHE Jirau, margem esquerda do rio Madeira.","-64.647222","-9.250278",NA,NA,"INPA0244498",NA,NA,"80","80",NA,NA,"2015",NA,"-64.647222","-9.250278",NA,NA,NA,NA
"46","2020-08-31 09:07:47-03","INPA","INPA","25001","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","Sobral, MEG; Souza, MAD de","Prance, GT","8203","1968","11","05","Southern America","Brasil","Amazonas","Lábrea","Lábrea airport, Margin of Lábrea airstrip. Forest on terra firme.","-64.769442","-7.278932",NA,NA,"INPA0025001","INPA0025001 INPA0025001_e",NA,NA,NA,NA,NA,"2015",NA,"-64.769442","-7.278932",NA,NA,NA,NA
"47","2020-08-31 09:07:47-03","INPA","INPA","25043","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","McVaugh, R","Prance, GT","8245","1968","11","07","Southern America","Brasil","Rondônia",NA,"8 km NE of Porto Velho, Basin of Rio Madeira, 8km. NE of Porto Velho","-63.813835","-8.70772",NA,NA,"INPA0025043","INPA0025043 INPA0025043_e INPA0025043_nd",NA,NA,NA,NA,NA,"1972",NA,"-63.813835","-8.70772",NA,NA,NA,NA
"48","2020-08-31 09:07:47-03","INPA","INPA","32183","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh","McVaugh, R","Prance, GT","13967","1971","06","29","Southern America","Brasil","Amazonas","Lábrea","Rio Purús, rio Itaxi, Rio Purus, rio Itaxi","-64.79917","-7.25861",NA,NA,"INPA0032183","INPA0032183 INPA0032183_e",NA,NA,NA,NA,NA,"1972",NA,"-64.79917","-7.25861",NA,NA,NA,NA
"49","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh",NA,NA,NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA
"50","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh",NA,NA,NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA
"51","2020-09-12 05:00:02-03","US","US","1456446","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Marlierea","subulata","Marlierea subulata","McVaugh",NA,"G. Klug","1341","1930","5",NA,"South America - Neotropics","Peru","Loreto",NA,"Mishuyacu, near Iquitos.",NA,NA,NA,NA,"US00036833",NA,"Isotype","100","100",NA,"1",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA
