"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","county","minimumElevationInMeters","imagecode","decimalLongitude","decimalLatitude","identifiedBy","maximumElevationInMeters","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber"
"20","2021-03-15 16:37:00-03","NY","NYBG","3913890","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"H. H. Rusby","1885",NA,NA,"South America","Bolivia","La Paz","Unduavi","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4197836' target='other'> <mi>dwc_moreinfo</mi></a>","NY03913890","329","Pteridophyta","Polypodiales","(Sw.) A.F.Tryon",NA,"3048","NY03913890_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3913888","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"L. E. Skog","1978","06","08","South America","Peru","Cusco","Cuzco.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4197834' target='other'> <mi>dwc_moreinfo</mi></a>","NY03913888","5179","Pteridophyta","Polypodiales","(Sw.) A.F.Tryon","Urubamba","3550","NY03913888_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","3913872","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"P. M. Jørgensen","2000","01","08","South America","Ecuador","Azuay","Parque Nacional Cajas. Páramo de Soldados. Road Cuenca-San Joaquín-Soldados. Above Soldados, off road within the Park, km 51.7. Coordinate Range: 02°53'01S- 02°53'34S; 079°18'31W- 079°18'36W","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4197818' target='other'> <mi>dwc_moreinfo</mi></a>","NY03913872","1725","Pteridophyta","Polypodiales","(Sw.) A.F.Tryon",NA,"3680",NA,NA,NA,NA,"3870",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3913867","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"M. Bang","1890",NA,NA,"South America","Bolivia","La Paz","Yungas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4197813' target='other'> <mi>dwc_moreinfo</mi></a>","NY03913867","693","Pteridophyta","Polypodiales","(Sw.) A.F.Tryon",NA,NA,"NY03913867_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3913881","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"C. H. Rolleri","1978","07",NA,"South America","Bolivia","Cochabamba","Lago Corani","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4197827' target='other'> <mi>dwc_moreinfo</mi></a>","NY03913881","218","Pteridophyta","Polypodiales","(Sw.) A.F.Tryon","Chapare",NA,"NY03913881_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","803259","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"C. Ulloa Ulloa","2003","01","09","South America","Ecuador","Azuay","Parque Nacional Cajas, km 32.1 desde redondel Cuenca-Molleturo.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=802037' target='other'> <mi>dwc_moreinfo</mi></a>","NY00803259","1071","Pteridophyta","Polypodiales","(Sw.) A.F.Tryon","Cuenca","3880","NY00803259_01","-79.2238889","-2.7822222","R. C. Moran","3880",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3913869","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"J. Campos","1998","06","16","South America","Peru","Cajamarca","Sallique. Localidad La Cocha.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4197815' target='other'> <mi>dwc_moreinfo</mi></a>","NY03913869","4997","Pteridophyta","Polypodiales","(Sw.) A.F.Tryon","Jaén","2900",NA,"-79.2342","-5.6828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","3913892","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"M. Bang","1890",NA,NA,"South America","Bolivia","La Paz","Yungas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4197838' target='other'> <mi>dwc_moreinfo</mi></a>","NY03913892","693","Pteridophyta","Polypodiales","(Sw.) A.F.Tryon",NA,NA,"NY03913892_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","803257","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"R. M. Tryon","1965","11","06","South America","Brazil","Rio de Janeiro","Planalto of Itatiáia (mountain), 150 km. west-northwest of Rio de Janeiro.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=802034' target='other'> <mi>dwc_moreinfo</mi></a>","NY00803257","6724b","Pteridophyta","Polypodiales","(Sw.) A.F.Tryon",NA,"2300","NY00803257_01",NA,NA,"H. N. Moldenke","2300",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3913864","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"L. Arroyo P.","1991","08","15","South America","Bolivia","Santa Cruz","35 km de Comarapa; camino a la Siberia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4197810' target='other'> <mi>dwc_moreinfo</mi></a>","NY03913864","72","Pteridophyta","Polypodiales","(Sw.) A.F.Tryon","Manuel María Caballero","2750","NY03913864_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3913885","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"J. Campos","1998","07","20","South America","Peru","Cajamarca","Sallique. Localidad quebrada grande.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4197831' target='other'> <mi>dwc_moreinfo</mi></a>","NY03913885","5287","Pteridophyta","Polypodiales","(Sw.) A.F.Tryon","Jaén","2700",NA,"-79.2653","-5.6831",NA,"2800",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3913865","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"M. A. Sundue","2007","04","30","South America","Colombia","Boyacá","Mun. Chisacá-San Pedro de Iguaque. SFF de Iguaque, sendero subiendo a la laguna de Iguaque.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4197811' target='other'> <mi>dwc_moreinfo</mi></a>","NY03913865","1286","Pteridophyta","Polypodiales","(Sw.) A.F.Tryon",NA,"3536",NA,"-73.4395","5.68419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","3913866","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"M. Bang","1890",NA,NA,"South America","Bolivia","La Paz","Yungas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4197812' target='other'> <mi>dwc_moreinfo</mi></a>","NY03913866","693","Pteridophyta","Polypodiales","(Sw.) A.F.Tryon",NA,NA,"NY03913866_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","3913887","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"B. Øllgaard","1984","05","22","South America","Ecuador",NA,"Province Loja/Zamora-Chinchipe. Parque Nacional Podocarpus. Around pass on road Loja-Zamora.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4197833' target='other'> <mi>dwc_moreinfo</mi></a>","NY03913887","74384","Pteridophyta","Polypodiales","(Sw.) A.F.Tryon",NA,"2750",NA,"-79.12","-3.97",NA,"2950",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","3913862","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"M. R. McCarthy","2011","07","30","South America","Ecuador","Azuay","Cuenca-Loja Rd. about 30 km S. of Cuenca.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4197808' target='other'> <mi>dwc_moreinfo</mi></a>","NY03913862","220","Pteridophyta","Polypodiales","(Sw.) A.F.Tryon","Cuenca","3175",NA,"-79.021389","-3.152056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","3913858","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"R. Núñez C.","2003","08","03","South America","Bolivia","Santa Cruz","Ceja de Monte. Colecta sobre el camino hacia el Cerro Bravo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4197804' target='other'> <mi>dwc_moreinfo</mi></a>","NY03913858","299","Pteridophyta","Polypodiales","(Sw.) A.F.Tryon","Manuel María Caballero","2100","NY03913858_01","-64.5167","-17.8667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","3913860","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"B.R. Chambi","2006","04","03","South America","Peru","Cusco","Cusco, Waiquichas.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4197806' target='other'> <mi>dwc_moreinfo</mi></a>","NY03913860","200","Pteridophyta","Polypodiales","(Sw.) A.F.Tryon","Paucartambo","2600",NA,"-69.21","-12.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","3913870","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"L. Arroyo P.","2004","04","10","South America","Bolivia","Santa Cruz","Siberia, laguna movible","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4197816' target='other'> <mi>dwc_moreinfo</mi></a>","NY03913870","2760","Pteridophyta","Polypodiales","(Sw.) A.F.Tryon","Manuel María Caballero","2750","NY03913870_01","-64.72","-17.8406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","3913861","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"R. K. Brummitt","1996","05","23","South America","Bolivia","Santa Cruz","15 km N of Comarapa","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4197807' target='other'> <mi>dwc_moreinfo</mi></a>","NY03913861","19256","Pteridophyta","Polypodiales","(Sw.) A.F.Tryon","Manuel María Caballero","2500","NY03913861_01","-64.67","-17.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-05 09:59:21-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","00821","S","Plantae","Pteridaceae","Jamesonia","cheilanthoides","Jamesonia cheilanthoides",NA,"B. Ollgaard et Windisch","1980","07","28","América do Sul","Bolívia","La Paz","sentido Coroico",NA,NA,"Sobre barranco;",NA,"2432","Tracheophyta","Polypodiales","(Sw.) Christenh.","Rodovia La Paz",NA,NA,NA,NA,"B. Ollgaard et Windisch",NA,"Polypodiopsida","2018","08","23",NA,NA,NA,NA
"40","2021-04-05 09:59:21-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","00820","S","Plantae","Pteridaceae","Jamesonia","cheilanthoides","Jamesonia cheilanthoides",NA,"Windisch, P.G.","1980","07","22","América do Sul","Bolívia","Cochabamba","sentido Tunare - km 72 a 73",NA,NA,"GEOGRAFIA: região de mata nebular, terrestre, margem da estrada",NA,"2263","Tracheophyta","Polypodiales","(Sw.) Christenh.","Rodovia Cochabamba",NA,NA,NA,NA,"A.P. Della",NA,"Polypodiopsida","2018","08","23",NA,NA,NA,NA
"41","2021-04-05 09:59:21-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","08894","S","Plantae","Pteridaceae","Jamesonia","cheilanthoides","Jamesonia cheilanthoides",NA,"Alice & Louis Fay","1989","07","15","América do Sul","Bolívia","Cochabamba","163 km W of El Sacta",NA,NA,"GEOGRAFIA: open roadside in sphagnum moss, also on wet bank, very common in this location",NA,"2396","Tracheophyta","Polypodiales","(Sw.) Christenh.","Chapare Provincia",NA,NA,"-65.83333333","-17.33333333","A.P. Della",NA,"Polypodiopsida","2018","08","23","-65,83333333","-17,33333333",NA,NA
"42","2020-02-08 10:42:40-03","NBC","NL-BOTANY","U.1041553","PreservedSpecimen","Plantae","Adiantaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"Steinbach J","1929","06","18","Southern America","Bolivia",NA,"Böschungen, Durazmo. Quebrada de Corani Prov. Chapare. Depart. Cochabamba.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1041553 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1041553",NA,NA,"Polypodiales","(Sw.) A.F.Tryon",NA,NA,"NL-U1041553",NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 10:42:40-03","NBC","NL-BOTANY","U.1041554","PreservedSpecimen","Plantae","Adiantaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"Steinbach J","1928","10","27","Southern America","Bolivia",NA,"Comarapa.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1041554 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1041554",NA,NA,"Polypodiales","(Sw.) A.F.Tryon",NA,NA,"NL-U1041554",NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 10:42:40-03","NBC","NL-BOTANY","U.1041555","PreservedSpecimen","Plantae","Adiantaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",NA,"Steinbach J","1929","04","22","Southern America","Bolivia",NA,"Zwischen Steinen, Cuchianchi. Prov. Chapare Depart. Cochabamba.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1041555 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1041555",NA,NA,"Polypodiales","(Sw.) A.F.Tryon",NA,NA,"NL-U1041555",NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA
"45","2019-11-08 15:00:16-03","IAP","PACA-AGP","106792.1","PreservedSpecimen","Plantae","Pteridaceae","Jamesonia","cheilanthoides","Jamesonia cheilanthoides",NA,"Till, W.","1982","07","13",NA,"Bolívia",NA,"Depto. Tarija, 3 km N Yunchará.",NA,NA,"provável híbrido","PACA106792-1","57","Pteridophyta","Polypodiales","(Sw.) Christenh.",NA,"3600",NA,NA,NA,"Della, A.P.","3600","Filicopsida","2018","01","17",NA,NA,NA,NA
