"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","infraspecificEpithet","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","628246","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","J. G. Saunders",NA,NA,NA,"J. G. Saunders","1990","05","01","Brazil","Bahia","Porto Seguro","6 km from Estrada de Arraial a Ayuda para Transcoso","-39.0644","-16.4497",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=256445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628246","NY00628246_01","3228",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00971973","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","J. G. Saunders",NA,NA,NA,"E. P. Heringer","1980","10","06","Brazil","Distrito Federal","Brasília","Catetinho","-47.988069","-15.948311",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062760' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971973","NY00971973_01","17895",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00971981","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","J. G. Saunders",NA,NA,NA,"S. Tsugaru","1987","11","04","Brazil","Mato Grosso do Sul","Anhanduí","65 km SSE from Campo Grande, along Rt. Br-163.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062813' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971981","NY00971981_01","B-2041","450","450","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","628243","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","J. G. Saunders",NA,NA,NA,"S. C. de Sant'Ana","1991","12","12","Brazil","Bahia","Porto Seguro","Ca 6-7 km n estr. que liga Trancoso ao Arraial D'Ajuda","-39.0916","-16.5555",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=256438' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628243","NY00628243_01","109",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00971966","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","S. G. Tressens",NA,NA,NA,"W. R. Anderson","1972","02","03","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 8 km N of Gouveia on road to Diamantina","-43.6836","-18.41575",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061891' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971966","NY00971966_01","35269","1220","1220","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","628242","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","J. G. Saunders",NA,NA,NA,"R. Callejas Posada","1983","11","06","Brazil","Bahia","Porto Seguro","Rodovia a povoado de Trancoso, 6 km de Trancoso","-39.0644","-16.4497",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=256446' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628242","NY00628242_01","1717",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","628254","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","L. B. Smith",NA,NA,NA,"I. Mimura","1961","10","25","Brazil","São Paulo","Sao José dos Campos","Ca. 8,0km SW em linha reta da praça principal de Sao José dos Campos","-45.88","-23.1703",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=256432' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628254","NY00628254_01","51",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","628255","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","J. G. Saunders",NA,NA,NA,"J. G. Saunders","1990","04","10","Brazil","Paraná","Jaguariaíva","Rodovia PR-151 from Ponta Grossa to Itarare. Serra das Funas. South of Rio Diamante","-49.72","-24.25",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=256447' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628255","NY00628255_01","3202",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00971953","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","J. G. Saunders",NA,NA,NA,"H. S. Irwin","1964","09","14","Brazil","Distrito Federal","Brasília","Ca. 20 km. E. of Brasília, nr. Sobradinho.","-47.82","-15.65",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061872' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971953","NY00971953_01","6223","700","1000","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1182074","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","M. G. Bovini",NA,NA,NA,"P. G. Delprete","2004","10","24","Brazil","Goiás","Cocalzinho de Goiás","Serra dos Pireneus, Faz. Capitão do Mato. Após a 2° porteira, saindo da Faz. Capitão do Mato, sentido para Morro Cabeludo. Área de Cerrado Sensu.","-48.8","-15.8",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397075' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182074","NY01182074_01","8959","1100","1100","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00971960","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","S. G. Tressens",NA,NA,NA,"H. S. Irwin","1965","11","03","Brazil","Goiás","Cristalina","Serra dos Cristais. 12 km S. of Cristalina","-47.6","-16.85843",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061880' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971960","NY00971960_01","9880","1150","1150","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","628249","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","J. G. Saunders",NA,NA,NA,"I. Mimura","1961","11","14","Brazil","São Paulo","Sao José dos Campos","7,4 - 7,7 km ao SSE em linha reta da praça principal de Sao José dos Campos. 400-800 m ao oeste da estrada para Paraibuna","-45.88","-23.1703",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=256442' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628249","NY00628249_01","93","600","640","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","628252","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","J. J. Wurdack",NA,NA,NA,"G. Eiten","1960","09","21","Brazil","São Paulo","Moji-Guaçu","Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. 3.5 km. NNW of Padua Sales. (About 27 km. NW of city of Moji-Mirim). About 100 m. north of main house",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=256429' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628252","NY00628252_01","2364","600","600","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00971962","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","S. G. Tressens",NA,NA,NA,"H. S. Irwin","1965","12","01","Brazil","Goiás","Pirenópolis","Serra dos Pirineus, ca. 12 km S. of Pirenópolis","-48.95","-15.95844",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061884' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971962","NY00971962_01","10874","1000","1000","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00971957","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","G. T. Prance",NA,NA,NA,"H. S. Irwin","1964","10","21","Brazil","Goiás","Caiapônia","Ca. 33 km. S. of Caiapônia on road to Jataí. Serra do Caiapó.","-51.8","-17.15",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061875' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971957","NY00971957_01","7145","800","1000","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","628262","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","J. G. Saunders",NA,NA,NA,"T. J. Killeen","1985","09","12","Bolivia","Santa Cruz","Ñuflo de Chávez","Sata Anita, 6km SW of Concepción","-62.08","-16.13",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=256428' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628262",NA,"1204","500","500","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00971952","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","G. T. Prance",NA,NA,NA,"H. S. Irwin","1964","09","07","Brazil","Distrito Federal","Brasília","Near Brasília.","-47.9","-15.77",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061871' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971952","NY00971952_01","6105","700","1000","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","628245","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","J. G. Saunders",NA,NA,NA,"J. G. Saunders","1990","05","01","Brazil","Bahia","Porto Seguro","Santa Cruz de Cabralia on old road to Pto. Seguro","-39.0644","-16.4497",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=256444' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628245","NY00628245_01","3231",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","628261","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","J. G. Saunders",NA,NA,NA,"J. E. Leite","1942","01",NA,"Brazil","Rio Grande do Sul",NA,"Porto Alegre, Vila Manresa",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=256437' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628261","NY00628261_01","2516",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","628263","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","J. G. Saunders",NA,NA,NA,"S. L. Ginzbarg","1987","01","22","Argentina","Corrientes","Ituzaingó","3,1 km O Cnia. Liebig hacia Rta. 14","-55.87","-27.9",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=256426' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628263",NA,"392",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00971964","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","S. G. Tressens",NA,NA,NA,"H. S. Irwin","1969","01","17","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 27 km S.W. of Diamantina on road to Gouveia","-43.69275","-18.4205",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061887' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971964","NY00971964_01","22149","1300","1300","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00971954","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","J. G. Saunders",NA,NA,NA,"H. S. Irwin","1964","10","04","Brazil","Mato Grosso",NA,"Ca. 15 km. S. of Garapú.","-52.57","-13.33",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061873' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971954","NY00971954_01","6652","300","400","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","628253","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","J. J. Wurdack",NA,NA,NA,"S. M. de Campos","1959","09","29","Brazil","São Paulo","Itapetininga","Itapetininga","-48.0497","-23.5903",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=256430' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628253","NY00628253_01","21",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00971959","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","J. G. Saunders",NA,NA,NA,"H. S. Irwin","1965","09","07","Brazil","Distrito Federal","Brasília","Chapada da Contagem, ca. 25 km NE of Brasília","-47.75172","-15.62355",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061878' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971959","NY00971959_01 NY00971959_02","8064","1000","1000","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00971961","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","S. G. Tressens",NA,NA,NA,"H. S. Irwin","1965","11","19","Brazil","Goiás","Cabeceiras","Serra do Rio Preto, ca. 3 km E. of Cabeceiras","-46.9553","-15.8",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061881' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971961","NY00971961_01","10551","1000","1000","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00971976","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.",NA,NA,NA,NA,"G. C. G. Argent","1968","08","22","Brazil","Mato Grosso",NA,"Base camp square, Terra preta camp","-51.77","-12.82",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971976","NY00971976_01","6767",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","628247","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.",NA,NA,NA,NA,"R. Goodland","1965","09","17","Brazil","São Paulo","Pirassununga","Emas","-47.370228","-21.932532",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=256448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628247","NY00628247_01","2",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00971974","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","J. G. Saunders",NA,NA,NA,"E. P. Heringer","1980","09","25","Brazil","Distrito Federal","Brasília","Torre de Microondas-Sul.","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062764' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971974","NY00971974_01","17911",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00971971","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","S. G. Tressens",NA,NA,NA,"B. D. Sucre","1965","07","21","Brazil","Distrito Federal","Brasília","Campus Universitário-Perto do lago.","-47.8661919","-15.75889",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062750' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971971","NY00971971_01","763",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00971979","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","J. G. Saunders",NA,NA,NA,"A. F. Regnell",NA,NA,NA,"Brazil","Minas Gerais","Caldas","Cidade de Caldas.","-46.3858","-21.9236",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062800' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971979","NY00971979_01","II-22",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00971978","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","J. G. Saunders",NA,NA,NA,"A. F. Regnell",NA,NA,NA,"Brazil","Minas Gerais","Caldas","Cidade de Caldas.","-46.3858","-21.9236",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062790' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971978","NY00971978_01","II-22",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00971977","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","S. G. Tressens",NA,NA,NA,"R. Goodland","1967",NA,NA,"Brazil","Minas Gerais",NA,"Triángulo region.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062785' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971977","NY00971977_01","865",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00971970","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A.St.-Hil.","G. T. Prance",NA,NA,NA,"G. T. Prance","1964","07","31","Brazil","Tocantins","Colinas de Tocantins","Belém-Brasilía, 5-10 km north of Nova Colinas.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062738' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971970","NY00971970_01","58501",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
