"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","infraspecificEpithet","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","individualCount"
"567","2009-07-02 16:27:00-03","MO","MOBOT","3069582","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.",NA,NA,NA,NA,"Paul A. Fryxell","1978","11","1","Brazil",NA,NA,"In fruticeto circa Ypejhu, Canendiyu.",NA,NA,NA,NA,NA,NA,NA,"Fryxell 18304",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","2009-12-04 16:24:00-02","MO","MOBOT","3069694","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.",NA,NA,NA,NA,"Gert G. Hatschbach|J.M. Silva","1988",NA,NA,"Brazil","Mato Grosso do Sul",NA,"Rod BR-262. Mun. Miranda.",NA,NA,NA,NA,NA,NA,NA,"Hatschbach 52454",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","2014-03-26 20:41:00-03","MO","MOBOT","3070033","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J.G. Saunders, Dec",NA,NA,NA,"Milan Vavrek","1981","1","20","Paraguay","Chaco",NA,"Parque Nacional Cerro Corá, a 800 m al camino a la linea NE del Parque. Inclinación 0%; exposición descubierta; suelo arenoso; tipe de vegeatción old field.",NA,NA,NA,NA,NA,NA,NA,"Vavrek 122","300.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","2009-08-24 12:06:00-03","MO","MOBOT","3070242","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J.G. Saunders, Aug",NA,NA,NA,"Itaipú Binacional","1980","9","24","Paraguay","Alto Paraná",NA,"Rva. Tatí Yupí, sabana - campo alto.",NA,NA,NA,NA,NA,NA,NA,"Itaipú Binacional 863",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","2009-08-24 12:06:00-03","MO","MOBOT","3070462","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J.G. Saunders, Aug",NA,NA,NA,"Itaipú Binacional","1980","2","12","Paraguay","Alto Paraná",NA,"Rva. Tatí Yupí, sabana - campo alto.",NA,NA,NA,NA,NA,NA,NA,"Itaipú Binacional 595",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","2016-11-15 05:15:00-02","MO","MOBOT","3071288","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J.G. saunders",NA,NA,NA,"David S. Seigler|Antonio C. Krapovickas|C. Krapovickas|J. Seigler","1976",NA,NA,"Argentina","Corrientes",NA,"Paso de la Patria, sandy area pcia. Corrientes.",NA,NA,NA,NA,NA,NA,NA,"Seigler 10158",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","2013-05-31 05:06:00-03","MO","MOBOT","3071414","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.",NA,NA,NA,NA,"Jacques S. Blanchet",NA,NA,NA,"Brazil","Bahia",NA,"In provincia Bahia, Brazil.",NA,NA,NA,NA,NA,NA,NA,"Blanchet 60",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"574","2015-11-19 19:19:00-02","MO","MOBOT","3071599","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J.G. Saundes",NA,NA,NA,"G.C.G. Argent","1968","8","22","Brazil",NA,NA,"State of Mato Grosso, Expedition Base Camp. Base Camp Square, Terra preta camp. On recently burnt cerrado onlaterite.","-51.7666667","-12.8166667",NA,NA,NA,NA,NA,"Argent 6767",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"575","2012-04-24 15:10:00-03","MO","MOBOT","3071752","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.",NA,NA,NA,NA,"W.G. Herter","1927","11",NA,"Uruguay",NA,NA,"Sta. Rosa Cuareim. Artigas.",NA,NA,NA,NA,NA,NA,NA,"Herter 986",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"576","2010-01-29 20:50:00-02","MO","MOBOT","3071839","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J.G. Saunders",NA,NA,NA,"W.G. Herter","1924",NA,NA,"Uruguay",NA,NA,"Dep. River. Loc. Ataques. Humid, Subisicc.",NA,NA,NA,NA,NA,NA,NA,"Herter 986","200.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","2009-11-19 21:00:00-02","MO","MOBOT","3071919","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.",NA,NA,NA,NA,"Lázaro J. Novara","1981",NA,NA,"Argentina","Salta",NA,"Ruta a San Lorenzo, pasando la entrada a Bariio La loma, entre el primer y segundo puente.",NA,NA,NA,NA,NA,NA,NA,"Novara 2225",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","2009-07-02 16:27:00-03","MO","MOBOT","3071986","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J.G. Saunders",NA,NA,NA,"Paul A. Fryxell","1978","11","17","Paraguay",NA,NA,"Isla Alta, Tebicuary Mi, Paraguari.",NA,NA,NA,NA,NA,NA,NA,"Fryxell 18766",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","2009-08-21 06:48:00-03","MO","MOBOT","3072076","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J.G. Saundes",NA,NA,NA,"Howard S. Irwin|Thomas R. Soderstrom","1964","8","30","Brazil","Distrito Federal",NA,"Avocado cultivation,ca. 15 km E of Brasilia.",NA,NA,NA,NA,NA,NA,NA,"Irwin 5742","700.00000000","1000.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","2009-06-29 10:56:00-03","MO","MOBOT","3072206","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.",NA,NA,NA,NA,"Louis O. Williams|Vicente Assis","1945","9","19","Brazil","Minas Gerais",NA,"Incampo, near Lagoa Pampulha, Municipio of Belo Horizonte.",NA,NA,NA,NA,NA,NA,NA,"Williams 7578","900.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","2009-10-24 06:29:00-02","MO","MOBOT","3072309","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J.G. Saunders",NA,NA,NA,"George Eiten|Liene T. Eiten|Itiriki Mimura",NA,NA,NA,"Brazil","São Paulo",NA,"Sao Jose dos Campos; 6.9 km due south and 2.6 km east of main plaza of Sao Jose Dos Campos. Incerrado with scattered shrubs to 2m. tall. Along road to Paraibuna.",NA,NA,NA,NA,NA,NA,NA,"Eiten 5757","650.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","2014-11-26 21:57:00-02","MO","MOBOT","3072323","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J.G. Saunders, Aug",NA,NA,NA,"Janice G. Saunders|Gert G. Hatschbach","1990","4","10","Brazil","Paraná",NA,"Just S of Rio Guaviroba on road BR-376 from Curitiba to Ponta Grossa. Campos. Plants on drier spots with microspaces of bare ground.","-49.83333","-25.25",NA,NA,NA,NA,NA,"Saunders 3201",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","2011-04-26 21:40:00-03","MO","MOBOT","3072695","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J.G. Saunders, Aug",NA,NA,NA,"Janice G. Saunders|Nélida Soria|Isabel Basualdo","1990","4","17","Paraguay",NA,NA,"Pirareta: ca 7 km before Pirareta from turnoff at Pirabuy. In pasture/cerrado.",NA,NA,NA,NA,NA,NA,NA,"Saunders 3208",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","2013-02-13 05:33:00-02","MO","MOBOT","3072884","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J.G. Saunders",NA,NA,NA,"Douglas C. Daly|Michael H. Nee|Mario Saldias P.|Inés Hinojosa|Martha Villegas|P. Echeverre","1989","11","22","Bolivia",NA,NA,"Serrania de Santiago, near Santiago de Chiquitos, 1-3 Kn SW of Santiago, trail to Cachuela. Mostly open vegetation on mild slopes, burned over in parts, withmany suffrutices and low herbs, and ocasional patches of low -branching, gnarled trees to 8m. tall.","-59.63333","-18.35",NA,NA,NA,NA,NA,"Daly 6322","700.00000000","800.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","2008-05-27 22:02:00-03","MO","MOBOT","3073043","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J.G. Saunders",NA,NA,NA,"Sara G. Tressens","1984",NA,NA,"Argentina","Corrientes",NA,"Ayo. Pay Ubre Grande y camino a Ita Cora.",NA,NA,NA,NA,NA,NA,NA,"Tressens 2271",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","2010-04-13 14:12:00-03","MO","MOBOT","3073092","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J. Saunders, 19.V.",NA,NA,NA,"F. Javier Fernández Casas","1982",NA,NA,"Paraguay","Caaguazú",NA,"Cerca de Yhú, unos 4 km al Norte, en campos de Butia, suelo arenoso.",NA,NA,NA,NA,NA,NA,NA,"Fernández Casas 7545",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","2012-04-26 09:14:00-03","MO","MOBOT","3073116","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J.G. Saunders",NA,NA,NA,"Gert G. Hatschbach","1983","2","11","Brazil","Mato Grosso do Sul",NA,"Ponta Pora, 30 km O,.",NA,NA,NA,NA,NA,NA,NA,"Hatschbach 46136","800.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"588","2008-05-27 22:02:00-03","MO","MOBOT","3073135","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J.G. Saunders",NA,NA,NA,"Timothy J. Killeen","1986","9","3","Bolivia","Santa Cruz","Nuflo de Chavez","Pueblo of Concepcion. Environs of pueblo in disturbed wooded savanna.","-62.13333","-16.08333",NA,NA,NA,NA,NA,"Killeen 2147","500.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","2008-05-27 22:02:00-03","MO","MOBOT","3073221","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J.G. Saunders",NA,NA,NA,"Howard S. Irwin","1965","9","5","Brazil","Distrito Federal",NA,"Recently-burned-over cerrado. Chapada da Contagem ca. 20 km. N.e. Of Brasilia.",NA,NA,NA,NA,NA,NA,NA,"Irwin 7980","1000.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","2015-04-23 15:09:00-03","MO","MOBOT","3073290","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","W.D. Stevens",NA,NA,NA,"Rosa Degen","1991","10","21","Paraguay","Concepción",NA,"Rancho Esperanza, en Potrero Ñu Poí, a 2000 de la casa.",NA,NA,NA,NA,NA,NA,NA,"Degen 2109",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"591","2011-09-14 17:23:00-03","MO","MOBOT","3073362","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","W.D. Stevens",NA,NA,NA,"Nélida Soria","1991","10","22","Paraguay","Amambay",NA,"Estancia Carmen De La Sierra Potrero Tranquerita. En el campo.",NA,NA,NA,NA,NA,NA,NA,"Soria Rey 4746",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"592","2008-05-27 22:02:00-03","MO","MOBOT","3073400","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J.G. Saunders",NA,NA,NA,"Howard S. Irwin","1965","9","7","Brazil","Distrito Federal",NA,"Chapada da Contagem, ca. 25 km. N.E. of Brasilia. Burned-oiver cerrado.",NA,NA,NA,NA,NA,NA,NA,"Irwin 8064","1000.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","2008-05-27 22:02:00-03","MO","MOBOT","3073535","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J.G. Saunders",NA,NA,NA,"Ezechias P. Heringer","1981",NA,NA,"Brazil","Distrito Federal",NA,"Area da Proflora na confluencia dos corregos Cana do Reino/Vicente Pires. Rebrotamento de base lenhosa; pilosidade vasta;",NA,NA,NA,NA,NA,NA,NA,"Heringer 7234",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","2011-09-14 17:22:00-03","MO","MOBOT","3073543","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","W.D. Stevens",NA,NA,NA,"Nélida Soria","1992",NA,NA,"Paraguay","San Pedro",NA,"Estancia Santa Ana, Propiedad del Sr. Hugo Mezquita. Potrero Depósito. En el campo.",NA,NA,NA,NA,NA,NA,NA,"Soria Rey 5324",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"595","2011-05-03 17:11:00-03","MO","MOBOT","3073629","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J.G. Saunders, Dec",NA,NA,NA,"Edith Lurvey","1981","10","29","Paraguay",NA,NA,"Pirareta: Bordering cotton field.",NA,NA,NA,NA,NA,NA,NA,"Lurvey 366",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","2008-05-27 22:02:00-03","MO","MOBOT","3073687","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J.G. Saunders, Dec",NA,NA,NA,"Edith Lurvey","1980",NA,NA,"Paraguay",NA,NA,"Pirareta.",NA,NA,NA,NA,NA,NA,NA,"Lurvey 257",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","2011-09-14 17:20:00-03","MO","MOBOT","3245764","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","W.D. Stevens",NA,NA,NA,"Nélida M. Bacigalupo|Rosa Guaglianone","1991","12","14","Argentina","Corrientes","Paso de los Libres","Ruta 117, acceso a la ciudad.",NA,NA,NA,NA,NA,NA,NA,"Bacigalupo 1490",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"598","2008-05-27 22:02:00-03","MO","MOBOT","3251922","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Foster's 1958 catalog notes file",NA,NA,NA,"T. Herzog",NA,NA,NA,"Bolivia",NA,NA,"Porongo",NA,NA,NA,NA,NA,NA,NA,"Herzog 1501D","550.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","2008-05-27 22:02:00-03","MO","MOBOT","3251924","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Foster's 1958 catalog notes file",NA,NA,NA,"T. Herzog",NA,NA,NA,"Bolivia",NA,NA,"Samaipata",NA,NA,NA,NA,NA,NA,NA,"Herzog 1675","1900.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","2008-05-27 22:02:00-03","MO","MOBOT","3258035","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Foster's 1958 catalog notes file",NA,NA,NA,"Otto Kuntze",NA,NA,NA,"Bolivia",NA,NA,"Velasco",NA,NA,NA,NA,NA,NA,NA,"Kuntze s.n.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","2010-04-24 08:27:00-03","MO","MOBOT","3258370","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.",NA,NA,NA,NA,"Norma B. Deginani|et al.","2000","3","3","Argentina","Misiones","Guaraní","Camino al Predio de Previsión Social, a unos 10 km de la Ruta Nacional 14.","-54.23333","-26.81666",NA,NA,NA,NA,NA,"Deginani 1647",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","2014-11-18 15:45:00-02","MO","MOBOT","3391560","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Eric Feltz (MO)",NA,NA,NA,"J. Alberto Peñaranda|H. Huaylla|J. Vedia","2006","12","18","Bolivia","Chuquisaca","Hernando Siles","Saliendo del rio Ñaurenda camino hacia Monteagudo. Bosque Chaco Serrano con restos de Bosue Tucumano-Boliviano en quebradas y laderas protegidas; pasando a lugares abiertos con pastizales cicundante a propiedades de hacendados.","-63.91111","-19.90222",NA,NA,NA,NA,NA,"Peñaranda 279","1091.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","2019-04-19 04:34:00-03","MO","MOBOT","3392156","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.",NA,NA,NA,NA,"Adrián Eliceche","1992",NA,NA,"Paraguay","Amambay",NA,"Parque Nacional cerro Cora Frent al Cerro Muralla.",NA,NA,NA,NA,NA,NA,NA,"Eliceche 535",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","2013-10-08 15:10:00-03","MO","MOBOT","3489228","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","M. Nee (NY)",NA,NA,NA,"Luzmila Arroyo P.|M. Muñoz|F. Abasto|N. Ortuño|J. Hajdu|H. Pantoja","2005","11","11","Bolivia","Santa Cruz","Florida","Bella Vista. Sendero el cañadon, saliendo por la vegetación del Cerrado.","-63.6933333","-18.2569444",NA,NA,NA,NA,NA,"Arroyo Padilla 3144","1500.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"605","2014-01-02 05:36:00-02","MO","MOBOT","3582233","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Luzmila Arroyo P",NA,NA,NA,"D. Villarroel","2006","4","13","Bolivia","Santa Cruz","Florida","Bella Vista, salida del sendero ecológico el Cañadón, suelos poco profundos rojizos, con afloramientos de rocas de areniscas poco consolidadas, sabanas arboladas con especies de Tabebuia impetiginosa, T. ochracea, Tecoma tenuiflora.","-63.8055556","-18.1966666",NA,NA,NA,NA,NA,"Villarroel Segarra 535","1461.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"606","2014-01-02 05:36:00-02","MO","MOBOT","3582740","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Luzmila Arroyo P",NA,NA,NA,"D. Villarroel","2007","12","14","Bolivia","Santa Cruz","Florida","Bella Vista, Salida del sendero ecológico el Cañadón, Cerrado, arbustos de 2 m de altura, elementos arbóreos muy escasos, achaparrados simpódicos, pajonales medianos y ralos.","-63.6669445","-18.2608333",NA,NA,NA,NA,NA,"Villarroel Segarra 1752","1437.00000000","1564.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"607","2014-01-02 05:36:00-02","MO","MOBOT","3582774","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Luzmila Arroyo P",NA,NA,NA,"D. Villarroel","2007","12","14","Bolivia","Santa Cruz","Florida","Bella Vista, Salida del sendero ecológico el Cañadón, Cerrado, arbustos de 2 m de altura, elementos arbóreos muy escasos, achaparrados simpódicos, pajonales medianos y ralos.","-63.6911111","-18.2525",NA,NA,NA,NA,NA,"Villarroel Segarra 1837","1437.00000000","1564.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"608","2014-01-02 05:36:00-02","MO","MOBOT","3582784","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Luzmila Arroyo P",NA,NA,NA,"D. Villarroel","2007","12","14","Bolivia","Santa Cruz","Florida","Bella Vista, Salida del sendero ecológico el Cañadón, Cerrado, arbustos de 2 m de altura, elementos arbóreos muy escasos, achaparrados simpódicos, pajonales medianos y ralos.","-63.6844444","-18.2555556",NA,NA,NA,NA,NA,"Villarroel Segarra 1868","1461.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"609","2018-03-27 11:03:00-03","MO","MOBOT","803560","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J. Saunders (CTES)",NA,NA,NA,"Elsa M. Zardini|R. Velázquez","1991","1","12","Paraguay","Caaguazú",NA,"Arroyo Yuquyry-Arroyo Taruma, 4 km N of Arroyo Yuquyry.","-55.9166667","-25.2166667",NA,NA,NA,NA,NA,"Zardini 25894",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"522",NA,NA,"3"
"610","2008-05-27 22:02:00-03","MO","MOBOT","813023","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J. Saunders (SI)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","1994","2","24","Paraguay","Paraguarí",NA,"Road to Yeré, near Río Tebicuary. On serpentine rocks.","-57.15","-26.36666",NA,NA,NA,NA,NA,"Zardini 38629",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"885",NA,NA,"4"
"611","2011-09-14 17:24:00-03","MO","MOBOT","813033","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","W.D. Stevens",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","1994","2","24","Paraguay","Paraguarí",NA,"Between Caapucú and Villa Florida, 10 km N of Villa Florida. Cerrado scrub.","-57.15","-26.3166667",NA,NA,NA,NA,NA,"Zardini 38639",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"886",NA,NA,"2"
"612","2011-09-14 12:15:00-03","MO","MOBOT","883447","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","W.D. Stevens",NA,NA,NA,"Fátima Mereles","1989","11","12","Paraguay","Amambay",NA,"Parque Nacional Cerro Cora. Cercanias de la Administracion.",NA,NA,NA,NA,NA,NA,NA,"Mereles H. 3454",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,"1"
"613","2008-05-27 22:02:00-03","MO","MOBOT","968671","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","L.J. Dorr (US)",NA,NA,NA,"Antony Jardim|N. Rosas-Hurtado","1994","12","30","Bolivia","Santa Cruz","Cordillera","Cuevo adentro de la sierra cerca la planchada antigua de Chevron. Bosque seco serrano de Anadenanthera/Schinopsis queb. col. con campos abiertos.","-63.6080556","-20.4622222",NA,NA,NA,NA,NA,"Jardim 1572","1385.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","2008-05-27 22:02:00-03","MO","MOBOT","969629","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J. Saunders (SI)",NA,NA,NA,"Elsa M. Zardini|M. Vera","1994","9","16","Paraguay","Concepción",NA,"Estancia Santa Maria. Forest.","-57.45138","-22.73055",NA,NA,NA,NA,NA,"Zardini 41235",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"960",NA,NA,"4"
"615","2015-05-07 07:25:00-03","MO","MOBOT","969664","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J. Saunders (SI)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","1994","9","16","Paraguay","Concepción",NA,"Estancia Bello Horizonte. On limestone.","-57.4247223","-22.7972222",NA,NA,NA,NA,NA,"Zardini 41261",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"961",NA,NA,"4"
"616","2008-05-27 22:02:00-03","MO","MOBOT","969783","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J. Saunders (SI)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","1994","10","13","Paraguay","Concepción",NA,"Estancia Bello Horizonte. Savanna on black soil.","-57.43333","-22.76611",NA,NA,NA,NA,NA,"Zardini 41327","90.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"966",NA,NA,"4"
"617","2008-05-27 22:02:00-03","MO","MOBOT","970302","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","J. Saunders (SI)",NA,NA,NA,"Elsa M. Zardini|A. Ramirez","1994","10","14","Paraguay","Concepción",NA,"Parque Nacional San Luis de la Sierra. Arroyo Tagatiyá-Guazú. Gallery forest on limestone.","-57.34972","-22.67222",NA,NA,NA,NA,NA,"Zardini 41430","270.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"967",NA,NA,"4"
"618","2011-09-14 12:18:00-03","MO","MOBOT","978131","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","W.D. Stevens",NA,NA,NA,"Nélida Soria","1993","2",NA,"Paraguay","Amambay",NA,"Parque Nacional Cerro Corá, limite O, cerca de la Col. Aceite-i.",NA,NA,NA,NA,NA,NA,NA,"Soria Rey 6029",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
