"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","eventTime","fieldNumber","individualCount"
"11","2016-09-28 16:40:00-03","NY","NYBG","565778","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"P. R. Legname","3939","1964","South America","Argentina","Dep. Tafí, Localidad: Horco Molle","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=223120' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565778",NA,NA,"A. A. Alwan; C. A. Stace","10","05","Tucumán",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 20:30:00-03","NY","NYBG","821728","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"M. Kuhlmann","4234","1957","South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=904055' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821728","NY00821728_01",NA,"A. A. Alwan; C. A. Stace","10","18","São Paulo","Tatuí","-47.8497","-23.3503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02680556","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"L. Biral","1104","2014","South America","Brazil","Sítio São Sebastião. Fragmento de floresta estacional semidecidual, em meio à pasto","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2948899' target='other'> <mi>dwc_moreinfo</mi></a>","NY02680556","NY02680556_01","(Griseb.) Lillo",NA,"11","10","São Paulo","Corumbataí","-47.6199989318848","-22.2199993133545",NA,NA,"14989","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-18 09:29:07-03","UNESP-IBB","BOTU","10466","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Hatschbach, G.","39279","1976",NA,"Brasil","Arredores",NA,"Pequena árvore da borda de desfiladeiro.","BOTU010466",NA,"(Griseb.) Lillo","Stace, C.A.","11","30","Paraná","Joaquim Tavora",NA,NA,NA,NA,NA,NA,"1980","9999","9999",NA,NA,NA,NA,NA,NA,NA
"15","2021-02-18 09:29:07-03","UNESP-IBB","BOTU","1692","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Assis Camargo, P.F.","267","1996",NA,"Brasil","Fazenda Santa Rita",NA,"Mata mesófila semidecídua de enconta. Árvore 4m, caule rugoso cinza claro, folhas membranáceas quando jovem, flor esverdeada, botões florais verde. Fruto verde.","BOTU001692",NA,"(Griseb.) Lillo","Assis, P.F.","09","17","São Paulo","Agudos",NA,NA,NA,NA,NA,NA,"1997","9999","9999","04","03",NA,NA,NA,NA,NA
"16","2021-02-18 09:29:07-03","UNESP-IBB","BOTU","1691","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Assis Camargo, P.F.","258","1996",NA,"Brasil","Fazenda Santa Rita",NA,"Mata mesófila semidecídua de encosta - topo da cuesta. Árvore 9m, caule rugoso e escuro, folhas jovens membranáceas com pilosidade branca na nervura central, fruto verde claro.","BOTU001691",NA,"(Griseb.) Lillo","Assis, P.F.","09","17","São Paulo","Agudos",NA,NA,NA,NA,NA,NA,"1997","9999","9999","04","03",NA,NA,NA,NA,NA
"17","2021-03-30 12:37:24-03","EAO","IAN","4399","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Lorentz, PG; Hieronymus, PGL","9",NA,"Southern America","Argentina",NA,NA,NA,"IAN004399",NA,"(Griseb.) Lillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:37:24-03","EAO","IAN","4400","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Combretaceae","Terminalia","uleana","Terminalia uleana",NA,"Ule, EHG","1004",NA,"Southern America","Brasil",NA,NA,NA,"IAN004400",NA,"Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-26 18:07:36-03","CPAN-UFMS","COR","11979","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Damasceno-Júnior, G. A.; Maria, V. R.; Batilani, J.; Pott, A. & Velasques, J.","3621","2005",NA,"Brasil","Fazenda Rancho Branco; mata ciliar Salobrinha",NA,"Árvore, 19-23 m de altura; flor amarela Habito: Árvore",NA,NA,"(Griseb.) Lillo",NA,"08","31","Mato Grosso do Sul","Bodoquena","-56.715278","-20.539167","571","571",NA,NA,NA,"56º42'55''W","20º32'21''S",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-02 16:28:44-03","CPAN-UFMS","COR","16687","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Pott, A.; Pott, V.J.","16854","2015",NA,"Brasil","Brasil, Mato Grosso do Sul, Porto Murtinho. Fazenda São Fernando.",NA,"Arbusto. Flor ausente. Fruto imaturo verde. Habito: Arbustivo",NA,NA,"(Griseb.) Lillo","A. Pott.","09","12","Mato Grosso do Sul","Porto Murtinho","-57.455278","-21.353611","90","90",NA,NA,"2015","57º27'19''W","21º21'13''S","09","12",NA,NA,NA,NA,NA
"21","2020-11-26 18:07:36-03","CPAN-UFMS","COR","11511","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Damasceno-Júnior, G. A.; Batilani, J. & Velasques, J.","4146","2005",NA,"Brasil","Fazenda Rancho Branco; mata ciliar Salobrinha",NA,"Árvore, 15 de altura; fruto imaturo esverdeado; tronco esbranquiçado esfoliante Habito: Árvore",NA,NA,"(Griseb.) Lillo",NA,"12","15","Mato Grosso do Sul","Bodoquena","-56.778611","-20.685278","155","155",NA,NA,NA,"56º46'43''W","20º41'7''S",NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:13:12-03","UFBA","ALCB","55811","PreservedSpecimen","Plantae","Dicotyledon",NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Schinini, A","35248","2000","Southern America","Argentina",NA,NA,NA,"ALCB056006",NA,"(Griseb.) Lillo","Schinini, A","12","18",NA,"Corrientes",NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:01:40-03","NBC","NL-BOTANY","L 0087123","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","reitzii","Terminalia reitzii",NA,"Unknown",NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200087123 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0087123",NA,"Exell",NA,NA,NA,"Santa Catarina",NA,"-53.733333","-26.533333",NA,NA,NA,NA,NA,"-53.733333","-26.533333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"24","2020-02-08 10:01:40-03","NBC","NL-BOTANY","L.1057554","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","reitzii","Terminalia reitzii",NA,"Reitz R; Klein RM",NA,"1968","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1057554 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1057554","NL-L1057554","Exell",NA,"01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14580",NA,NA,NA
"25","2020-02-08 10:01:40-03","NBC","NL-BOTANY","L.1057555","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","reitzii","Terminalia reitzii",NA,"Reitz R; Klein RM",NA,"1968","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1057555 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1057555","NL-L1057555","Exell",NA,"01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0051359 | Uw 14580",NA,NA,NA
"26","2020-02-08 10:01:40-03","NBC","NL-BOTANY","L.1057556","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","reitzii","Terminalia reitzii",NA,"Reitz R; Klein RM",NA,"1968","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1057556 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1057556","NL-L1057556","Exell",NA,"01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14580",NA,NA,NA
"27","2020-02-08 10:01:40-03","NBC","NL-BOTANY","L.1131396","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","reitzii","Terminalia reitzii",NA,"Reitz R; Klein RM",NA,"1968","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1131396 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1131396","NL-L1131396","Exell",NA,"01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14580",NA,NA,NA
"28","2020-02-08 10:01:40-03","NBC","NL-BOTANY","L.1131397","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","reitzii","Terminalia reitzii",NA,"Reitz R; Klein RM",NA,"1968","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1131397 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1131397","NL-L1131397","Exell",NA,"01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14580",NA,NA,NA
"29","2020-02-08 10:01:40-03","NBC","NL-BOTANY","L.2498889","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","reitzii","Terminalia reitzii",NA,"Reitz R; Klein RM",NA,"1963","Southern America","Brazil","Santa Catarina, Serra do Matador, Rio do Sul.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2498889 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2498889","NL-L2498889","Exell",NA,"09","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 10:01:40-03","NBC","NL-BOTANY","L.2498890","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","reitzii","Terminalia reitzii",NA,"Reitz R; Klein RM",NA,"1962","Southern America","Brazil","Santa Catarina, Serra do Matador, Rio do Sul.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2498890 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2498890","NL-L2498890","Exell",NA,"02","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 10:01:40-03","NBC","NL-BOTANY","L.2498891","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","reitzii","Terminalia reitzii","paratype","Reitz R; Klein RM",NA,"1958","Southern America","Brazil","Serra do Matador, Rio do Sul.",NA,"Mata.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2498891 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2498891","NL-L2498891","Exell",NA,"09","11","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 10:01:40-03","NBC","NL-BOTANY","U 0078675","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","reitzii","Terminalia reitzii",NA,"Reitz R; Klein RM",NA,"1968","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200078675 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0078675",NA,"Exell",NA,"01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14580",NA,NA,NA
"33","2020-02-08 10:01:40-03","NBC","NL-BOTANY","U 0181534","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","reitzii","Terminalia reitzii","paratype","Reitz R; Klein RM",NA,"1958","Southern America","Brazil","Serra do Matador, Rio do Sul.",NA,"Mata.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200181534 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0181534","NL-U0181534","Exell",NA,"09","11","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 10:01:40-03","NBC","NL-BOTANY","L 0087142","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Prince of Wales",NA,NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200087142 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0087142",NA,"(Griseb.) Lillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 10:01:40-03","NBC","NL-BOTANY","L.2498819","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Fiebrig K",NA,"1902","Southern America","Paraguay","Plantae Paraguayenses. Cordillera de Altos.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2498819 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2498819","NL-L2498819","(Griseb.) Lillo",NA,"09","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 10:01:40-03","NBC","NL-BOTANY","L.2498820","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Hassler E",NA,"1913","Southern America","Paraguay","Plantae Paraguarienses. Paraguaria Centralis : In regione lacus Ypacaray.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2498820 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2498820","NL-L2498820","(Griseb.) Lillo",NA,"06","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 10:01:40-03","NBC","NL-BOTANY","L.2498821","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Hassler E",NA,"1913","Southern America","Paraguay","Plantae Paraguarienses. PARAGUARIA CENTRALIS : Prope Sapucay.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2498821 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2498821","NL-L2498821","(Griseb.) Lillo",NA,"08","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 10:01:40-03","NBC","NL-BOTANY","L.2498822","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Hassler E",NA,"1913","Southern America","Paraguay","Plantae Paraguarienses. Paraguaria Centralis : Prope Sapucay.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2498822 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2498822","NL-L2498822","(Griseb.) Lillo",NA,"09","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 10:01:40-03","NBC","NL-BOTANY","L.2498823","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Fiebrig K",NA,"1902","Southern America","Paraguay","Plantae paraguayenses. Cordillera de Altos.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2498823 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2498823","NL-L2498823","(Griseb.) Lillo",NA,"09","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 10:01:40-03","NBC","NL-BOTANY","L.2498824","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Hassler E",NA,"1913","Southern America","Paraguay","Plantae Paraguarienses. PARAGUARIA CENTRALIS : In regione lacus Ypacaray.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2498824 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2498824","NL-L2498824","(Griseb.) Lillo",NA,"01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 10:01:40-03","NBC","NL-BOTANY","U.1210085","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Haas JH de",NA,"1967","Southern America","Argentina","forest ca. 21 km N of Tucuman.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1210085 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1210085","NL-U1210085","(Griseb.) Lillo",NA,"11","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 10:01:40-03","NBC","NL-BOTANY","U.1210086","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Pedersen TM",NA,"1974","Southern America","Argentina","Paso de la Cruz, Dep. Anta. Prov. Salta",NA,"Woodland.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1210086 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1210086","NL-U1210086","(Griseb.) Lillo","Schinini A","11","11","Salta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0257387",NA,NA,NA
"43","2020-02-08 10:01:40-03","NBC","NL-BOTANY","U.1210088","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Pedersen TM",NA,"1956","Southern America","Argentina","Colonia Benatez, Dep. Resistencia, Prov. Chaco.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1210088 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1210088","NL-U1210088","(Griseb.) Lillo",NA,"09","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-02-08 10:01:40-03","NBC","NL-BOTANY","U.1217091","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Steinbach J",NA,"1928","Southern America","Bolivia","Standort Serro La Negra, Depart. Santa Cruz.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1217091 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1217091","NL-U1217091","(Griseb.) Lillo",NA,"10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"45","2020-02-08 10:01:40-03","NBC","NL-BOTANY","U.1217092","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Steinbach J",NA,"1928","Southern America","Bolivia","Standort Serro La Negra, Depart. Santa Cruz.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1217092 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1217092","NL-U1217092","(Griseb.) Lillo",NA,"10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
