"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","yearIdentified","monthIdentified","individualCount","occurrenceRemarks","class","scientificNameAuthorship","identifiedBy","dayIdentified","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","barcode","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","day","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber"
"11","2020-11-23 12:17:42-03","UFOP","OUPR","35114","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","brevipedunculata","Cattleya brevipedunculata","2020","02",NA,"Erva, ca. 5cm, em fruto. Campo rupestre",NA,"(Cogn.) van den Berg","Pedrosa, L.G.",NA,"Pedrosa, L.G.","2566","2020","02",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","04",NA,NA,NA,NA,NA
"12","2019-11-06 09:56:52-03","UFOP","OUPR","13865","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Hadrolaelia","brevipedunculata","Hadrolaelia brevipedunculata","2012",NA,NA,"Aderente as arvores. Erva. Flores vermelhas",NA,"(Cogn.) Chiron & V.P.Castro","Barros, F.; Vinhos, F.; Rodrigues, VT (LEFB)",NA,"s.col.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Pico do Itacolomi",NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,NA
"13","2019-11-06 09:56:52-03","UFOP","OUPR","13864","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Hadrolaelia","brevipedunculata","Hadrolaelia brevipedunculata","2012",NA,NA,"Saxicola. Erva. Flor vermelha",NA,"(Cogn.) Chiron & V.P.Castro","Barros, F.; Vinhos, F.; Rodrigues, VT (LEFB)",NA,"Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Pico do Itacolomi",NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,NA
"14","2019-11-06 09:56:52-03","UFOP","OUPR","13863","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Hadrolaelia","brevipedunculata","Hadrolaelia brevipedunculata","2012",NA,NA,NA,NA,"(Cogn.) Chiron & V.P.Castro","Barros, F.; Vinhos, F.; Rodrigues, VT (LEFB)",NA,"s.col.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Serra de Lavras Novas",NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,NA
"15","2019-11-06 09:56:52-03","UFOP","OUPR","13862","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Hadrolaelia","wittigiana","Hadrolaelia wittigiana","2012",NA,NA,NA,NA,"(Barb.Rodr.) Chiron & V.P.Castro","Barros, F.; Vinhos, F.; Rodrigues, VT (LEFB)",NA,"s.col.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Morro do Gambá",NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,NA
"16","2015-09-16 23:35:34-03","MNHN","RECOLNAT_MNHN_P","P00482406","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cattleya","brevipedunculata","Cattleya brevipedunculata",NA,NA,NA,"Donné en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482406' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Cogn.) Van den Berg","Batista",NA,"Glaziou, A.",NA,"1884","6",NA,"Brésil",NA,"Minas Geraes. Itacolumy","hb","P00482406","P00482406_01",NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,"15650"
"17","2020-12-11 11:44:22-03","UFMG","BHCB","199693","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","brevipedunculata","Cattleya brevipedunculata","2019","03",NA,"Campo Rupestre",NA,"(Cogn.) Van den Berg",NA,"28","Vilas Boas, T; Salim, ISH; Magalhães, RA","155","2019","04","Southern America","Brasil","Minas Gerais","Morro redondo, Distrito de Ipoema",NA,"BHCB199693",NA,"Itabira","-43.488528","-19.557278",NA,NA,"22","-43.488528","-19.557278","1200","1200",NA
"18","2020-12-11 11:44:22-03","UFMG","BHCB","88277","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","brevipedunculata","Cattleya brevipedunculata","2016",NA,NA,"Planta rupícola, com flores vermelhas.",NA,"(Cogn.) Van den Berg",NA,NA,"Viana, PL; et al.","1785","2004","05","Southern America","Brasil","Minas Gerais","P.E. do Rio Preto, Pico 2 Irmãos, vale entre os 2",NA,"BHCB029935",NA,"São Gonçalo do Rio Preto","-43.307861","-18.207278",NA,NA,"10","-43.307861","-18.207278","1689","1689",NA
"19","2020-12-11 11:44:24-03","UFMG","BHCB","151159","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","wittigiana","Cattleya wittigiana","2015",NA,NA,NA,NA,"(Barb.Rodr.) Van den Berg",NA,NA,"Leal, BSS; Kamino, LHY; Miranda, MD; Oliveira, U","2","2011","04","Southern America","Brasil","Minas Gerais","RPPN Borges",NA,"BHCB026027",NA,"Itambém do Mato Dentro","-43.455108","-19.433208",NA,NA,"01","-43.455108","-19.433208",NA,NA,NA
"20","2020-12-11 11:44:24-03","UFMG","BHCB","111723","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","wittigiana","Cattleya wittigiana","2016",NA,NA,"Erva epífita em Vellozia auriculata. Frutos imaturos verdes e flores velhas vermelhas; Campo rupestre",NA,"(Barb.Rodr.) Van den Berg",NA,NA,"Mota, NFO","824","2007","07",NA,"?",NA,NA,NA,"BHCB029931",NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA
"21","2020-12-11 11:44:24-03","UFMG","BHCB","151160","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","wittigiana","Cattleya wittigiana","2015",NA,NA,"Epífita; de uma área aberta.",NA,"(Barb.Rodr.) Van den Berg",NA,NA,"Leal, BSS; Chaves, CJN","7","2011","05","Southern America","Brasil","Minas Gerais","Parque Estadual do Ibitipoca",NA,"BHCB026029",NA,"Lima Duarte","-43.896944","-21.713611",NA,NA,"02","-43.896944","-21.713611",NA,NA,NA
"22","2020-12-11 11:44:24-03","UFMG","BHCB","151161","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","wittigiana","Cattleya wittigiana","2015",NA,NA,"Epífita; de área fechada",NA,"(Barb.Rodr.) Van den Berg",NA,NA,"Leal, BSS; Chaves, CJN","8","2011","05","Southern America","Brasil","Minas Gerais","Parque Estadual do Ibitipoca",NA,"BHCB026028",NA,"Lima Duarte","-43.896667","-21.713611",NA,NA,"02","-43.896667","-21.713611",NA,NA,NA
"23","2020-12-11 11:44:24-03","UFMG","BHCB","151162","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","wittigiana","Cattleya wittigiana","2015",NA,NA,"Epífita de Vellozia compacta",NA,"(Barb.Rodr.) Van den Berg",NA,NA,"Leal, BSS; Leles, BP; Fernandes, AC","9","2011","05","Southern America","Brasil","Minas Gerais","Parque Estadual do Pico do Itambé",NA,"BHCB026023",NA,"Santo Antônio do Itambé","-43.362642","-18.445883",NA,NA,"01","-43.362642","-18.445883",NA,NA,NA
"24","2020-12-11 11:44:24-03","UFMG","BHCB","151163","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","wittigiana","Cattleya wittigiana","2015",NA,NA,"Epífita e Vellozia gigantea",NA,"(Barb.Rodr.) Van den Berg",NA,NA,"Leal, BSS; Chaves, CJN","11","2011","05","Southern America","Brasil","Minas Gerais","Parque Nacional da Serra do Cipó",NA,"BHCB026026",NA,"Morro do Pilar","-43.51","-19.246389",NA,NA,"15","-43.51","-19.246389","1250","1250",NA
"25","2020-12-11 11:44:24-03","UFMG","BHCB","161039","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","wittigiana","Cattleya wittigiana","2015",NA,NA,"Epífita em Vellozia, frutos imaturos verdes",NA,"(Barb.Rodr.) Van den Berg",NA,NA,"Souza, FS; Miranda, E","1655","2012","08","Southern America","Brasil","Minas Gerais","Serra dos Alves",NA,"BHCB026024",NA,"Itabira","-43.477778","-19.491667",NA,NA,"31","-43.477778","-19.491667","1100","1100",NA
"26","2020-12-11 11:44:24-03","UFMG","BHCB","167086","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","wittigiana","Cattleya wittigiana","2015",NA,NA,"Sobre Vellozia gigantea. Flores vermelhas. Erva epífita; em campo rupestre",NA,"(Barb.Rodr.) Van den Berg",NA,NA,"Carvalho, BM de; Batista, JAN","90","2011","06","Southern America","Brasil","Minas Gerais","Serra do Cipó, Cerca de 23km após a ponte sobre o córrego Soberbo em Cardeal Mota, margem da MG-010, área a esquerda da pista, em direção a Conceição do Mato Dentro",NA,"BHCB012076",NA,"Santana do Riacho","-43.53","-19.248889",NA,NA,"01","-43.53","-19.248889","1320","1320",NA
"27","2020-12-11 11:44:24-03","UFMG","BHCB","169640","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","wittigiana","Cattleya wittigiana","2015",NA,NA,"Epífita em Vellozia compacta",NA,"(Barb.Rodr.) Van den Berg",NA,NA,"Leal, BSS; Vale, AA; Rodrigues, AC; Rocha, MJR","13","2012","04","Southern America","Brasil","Minas Gerais","Serra de Ouro Branco",NA,"BHCB014258",NA,"Ouro Branco","-43.709722","-20.511667",NA,NA,"28","-43.709722","-20.511667",NA,NA,NA
"28","2020-12-11 11:44:24-03","UFMG","BHCB","28027","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","wittigiana","Cattleya wittigiana","2015",NA,NA,"coletada sobre velloziaceae e raramente sobre rocha.",NA,"(Barb.Rodr.) Van den Berg",NA,NA,"Braga, MMN; Chaves, ALF","349","1991","05","Southern America","Brasil","Minas Gerais",NA,NA,"BHCB026025",NA,"Ouro Branco","-43.6918983459473","-20.5207996368408","13809","auto","17",NA,NA,NA,NA,NA
"29","2020-12-11 11:44:24-03","UFMG","BHCB","181967","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","wittigiana","Cattleya wittigiana","2016","04",NA,"Planta em cultivo no Museu de História Natural e Jardim Botânico da UFMG número MHNJB00985. Nome atualizado de acordo com World Checklist of Selected Plant Families; Erva epífita.",NA,"(Barb.Rodr.) Van den Berg",NA,"27","Smidt, EC; Silva, VP; Barbosa, AR","864","2008","04","Southern America","Brasil","Minas Gerais",NA,NA,"BHCB049017",NA,"Ouro Branco","-43.6918983459473","-20.5207996368408","13809","auto","04",NA,NA,NA,NA,NA
"30","2020-12-11 11:44:24-03","UFMG","BHCB","181988","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","wittigiana","Cattleya wittigiana","2016","06",NA,"Erva epifita sobre Vellozia gigantea",NA,"(Barb.Rodr.) Van den Berg",NA,"08","Borges, KS","s.n.",NA,NA,"Southern America","Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, Afloramento das Velozia gigantea",NA,"BHCB037963",NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:44:24-03","UFMG","BHCB","189138","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","wittigiana","Cattleya wittigiana","2017","11",NA,"Epífita. Sépalas e pétalas vermelhas, mais claras em direção a base. Labelo vermelho com a região médio-basal amarela.; Em campo rupestre.",NA,"(Barb.Rodr.) Van den Berg",NA,"30","Fernandes, RL","52","2017","05","Southern America","Brasil","Minas Gerais","RPPN Borges, Planta em cultivo na coleção do Museu de História Natural e Jardim Botânico da UFMG. Acesso MHNJB2626. Coleta original por Leal, B.S.S. 02",NA,"BHCB189138",NA,"Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479","auto","04",NA,NA,NA,NA,NA
"32","2020-12-11 11:44:24-03","UFMG","BHCB","83730","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","wittigiana","Cattleya wittigiana","2016","08",NA,"Em tronco de velozia",NA,"(Barb.Rodr.) Van den Berg",NA,"14","Duarte, AP","11606","1969","05","Southern America","Brasil","Minas Gerais","Serra de Ouro Branco",NA,"BHCB001398","BHCB001398","Ouro Branco","-43.6918983459473","-20.5207996368408","13809","auto","20",NA,NA,"2000","2000",NA
"33","2020-12-11 11:44:24-03","UFMG","BHCB","13149","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","wittigiana","Cattleya wittigiana","2015",NA,NA,"erva ereta de até 50cm; folhas verdes; pedúnculo, pedicelo e flores coral.; Campo rupestre com solo arenoso com muitas rochas",NA,"(Barb.Rodr.) Van den Berg",NA,NA,"Braga, MMN","s.n.","1988","05","Southern America","Brasil","Minas Gerais","Serra de Ouro Branco",NA,"BHCB026022",NA,"Ouro Branco","-43.6918983459473","-20.5207996368408","13809","auto",NA,NA,NA,"1930","1930",NA
"34","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","35682",NA,"Plantae",NA,NA,"Orchidaceae","Cattleya","wittigiana","Cattleya wittigiana",NA,NA,NA,NA,NA,"(Barb.Rodr.) Van den Berg","H.L. Silva/17-01-2020",NA,"Julio Dalla; et al",NA,"2008","05",NA,"Brasil","Espírito Santo","Nova Lombardia, propriedade de J. Furlani",NA,"MBML035682","MBML035682","Santa Teresa","-40.537222","-19.804167",NA,NA,"29","40W32'14","19S48'15",NA,NA,NA
"35","2020-07-24 17:21:06-03","MBML","MBML-HERBARIO","13071",NA,"Plantae",NA,NA,"Orchidaceae","Hadrolaelia","wittigiana","Hadrolaelia wittigiana",NA,NA,NA,"Mata de encosta. Epífita, copa das árvores, luminosidade alta, flores rosas.",NA,"(Barb.Rodr.) Chiron & V.P.Castro","A. P. Fontana. 04-IV-2004",NA,"R.R. Vervloet; et al","2","2000","06",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,"MBML013071",NA,"Santa Teresa","-40.530278","-19.971389",NA,NA,"07","40W31'49","19S58'17",NA,NA,NA
"36","2020-07-24 17:21:06-03","MBML","MBML-HERBARIO","16998",NA,"Plantae",NA,NA,"Orchidaceae","Hadrolaelia","wittigiana","Hadrolaelia wittigiana",NA,NA,NA,"Epífita a 3m do solo, topo de morro, vegetação aberta, dossel aproximado 7m, solo avermelhado, flor lilás avermelhada.",NA,"(Barb.Rodr.) Chiron & V.P.Castro","L. Kollmann/20-02-2004",NA,"R.R. Vervloet; et al","302","2002","05",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"MBML016998","MBML016998","Santa Teresa","-40.553056","-19.9075",NA,NA,"24","40W33'11","19S54'27",NA,NA,NA
"37","2020-07-24 17:21:06-03","MBML","MBML-HERBARIO","17197",NA,"Plantae",NA,NA,"Orchidaceae","Hadrolaelia","wittigiana","Hadrolaelia wittigiana",NA,NA,NA,"Epífita em árvore de grande porte caída, dossel aproximado 25 a 30m, morro pouco íngrime.",NA,"(Barb.Rodr.) Chiron & V.P.Castro","A. P. Fontana. 04-IV-2004",NA,"R.R. Vervloet; et al","232","2002","05",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"MBML017197",NA,"Santa Teresa","-40.553056","-19.9075",NA,NA,"08","40W33'11","19S54'27",NA,NA,NA
"38","2020-07-24 17:21:06-03","MBML","MBML-HERBARIO","20910",NA,"Plantae",NA,NA,"Orchidaceae","Hadrolaelia","wittigiana","Hadrolaelia wittigiana",NA,NA,NA,"Epífita, flores lilás.",NA,"(Barb.Rodr.) Chiron & V.P.Castro","A. P. Fontana/25-05-2003",NA,"A. P. Fontana","597","2003","05",NA,"Brasil","Espírito Santo","São Lourenço",NA,"MBML020910",NA,"Santa Teresa","-40.620556","-19.931111",NA,NA,"25","40W37'14","19S55'52",NA,NA,NA
"39","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","3755",NA,"Plantae",NA,NA,"Orchidaceae","Hadrolaelia","wittigiana","Hadrolaelia wittigiana",NA,NA,NA,"Epífita de flor rosa-choque com interior de labelo amarelo. In herb culta.",NA,"(Barb.Rodr.) Chiron & V.P.Castro","L. Kollmann/20-02-2004",NA,"H. Q. Boudet Fernandes","2092","1987","06",NA,"Brasil","Espírito Santo","Vinte e Cinco de Julho",NA,"MBML003755",NA,"Santa Teresa","-40.604167","-19.780833",NA,NA,"08","40W36'15","19S46'51",NA,NA,NA
"40","2020-07-24 17:21:06-03","MBML","MBML-HERBARIO","5579",NA,"Plantae",NA,NA,"Orchidaceae","Hadrolaelia","wittigiana","Hadrolaelia wittigiana",NA,NA,NA,"Rupícola, ao sol (observada tambem sobre arvoreta), flores rosas, vegetação rupestre. Próximo ao cume, alttiude cerca de 1450m.",NA,"(Barb.Rodr.) Chiron & V.P.Castro","L. Kollmann/20-02-2004",NA,"H. Q. Boudet Fernandes; et al","2728","1989","04",NA,"Brasil","Rio de Janeiro","Macaé de Cima",NA,"MBML005579",NA,"Nova Friburgo","-42.516667","-22.433333",NA,NA,"19","42W31'","22S26'",NA,NA,NA
"41","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","8",NA,"Plantae",NA,NA,"Orchidaceae","Hadrolaelia","wittigiana","Hadrolaelia wittigiana",NA,NA,NA,"Epífita sobre árvore caída na mata, flores rosadas, labelo rosa com a base amarela.",NA,"(Barb.Rodr.) Chiron & V.P.Castro","L. Kollmann/20-02-2004",NA,"H. Q. Boudet Fernandes","1160","1985","05",NA,"Brasil","Espírito Santo","Valsugana Velha",NA,"MBML000008",NA,"Santa Teresa","-40.617778","-19.931111",NA,NA,"22","40W37'4","19S55'52",NA,NA,NA
"42","2020-07-24 17:21:06-03","MBML","MBML-HERBARIO","12826",NA,"Plantae",NA,NA,"Orchidaceae","Hadrolaelia","wittigiana","Hadrolaelia wittigiana",NA,NA,NA,"Epífita, flor cor rosada. Interior de mata sombreada.",NA,"(Barb.Rodr.) Chiron & V.P.Castro","L. Kollmann/20-02-2004",NA,"V. Demuner; et al","1125","2000","06",NA,"Brasil","Espírito Santo","Valsugana Velha, Propriedade do Leomir",NA,"MBML012826",NA,"Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto","14",NA,NA,NA,NA,NA
"43","2019-10-07 09:20:12-03","UEFS","HUEFS","124495","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Sophronitis","brevipedunculata","Sophronitis brevipedunculata","2009","07",NA,NA,"Lilianae","(Cogn.) Fowl.","L.Guimarães",NA,"Azevedo, C.","334","2007","05",NA,"Brasil","Minas Gerais","Riacho, campo das Vellozias gigantea.",NA,"HUEFS0124495","HUEFS0124495","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto","23",NA,NA,NA,NA,NA
"44","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","rossiteriana","Sophronitis rossiteriana",NA,NA,NA,"Floret Junio",NA,"Barb.Rodr.",NA,NA,"Binot, P","s.n.",NA,NA,"Southern America","Brazil",NA,"in Brasilia austro-orientali loco accurato haud indicato",NA,NA,"P03P5N0071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","rossiteriana","Sophronitis rossiteriana",NA,NA,NA,NA,NA,"Barb.Rodr.",NA,NA,"Barbosa Rodrigues, J","s.n.",NA,NA,"Southern America","Brazil","Minas Gerais","Habitat in prov. Minas Geraes ad Barbacena",NA,NA,"P03P5N0071","Barbacena","-43.7736","-21.2258","27982","auto",NA,NA,NA,NA,NA,NA
"46","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","rossiteriana","Sophronitis rossiteriana",NA,NA,NA,"Floret Junio",NA,"Barb.Rodr.",NA,NA,"Binot, P","s.n.",NA,NA,"Southern America","Brazil",NA,"in Brasilia austro-orientali loco accurato haud indicato",NA,NA,"P03P5N0071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","rossiteriana","Sophronitis rossiteriana",NA,NA,NA,NA,NA,"Barb.Rodr.",NA,NA,"Barbosa Rodrigues, J","s.n.",NA,NA,"Southern America","Brazil","Minas Gerais","Habitat in prov. Minas Geraes ad Barbacena",NA,NA,"P03P5N0071","Barbacena","-43.7736","-21.2258","27982","auto",NA,NA,NA,NA,NA,NA
"48","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","wittigiana","Sophronitis wittigiana",NA,NA,NA,NA,NA,"Barb.Rodr.",NA,NA,"Glaziou, AFM","15650?",NA,NA,"Southern America","Brazil",NA,"in Brasilia austro-orientali loco accurato haud indicato",NA,NA,"P03P5N0070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","wittigiana","Sophronitis wittigiana",NA,NA,NA,NA,NA,"Barb.Rodr.",NA,NA,"Magalhães Gomes, FP","2602?",NA,NA,"Southern America","Brazil","Minas Gerais","In prov. Minas Geraes supra arbores ad Ouro Preto",NA,NA,"P03P5N0070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","wittigiana","Sophronitis wittigiana",NA,NA,NA,NA,NA,"Barb.Rodr.",NA,NA,"Magalhães Gomes, FP","2898",NA,NA,"Southern America","Brazil","Minas Gerais","In prov. Minas Geraes ad Serra de Lavras-Novas",NA,NA,"P03P5N0070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
