"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","503075","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","J. H. Kirkbride Jr.",NA,NA,NA,"G. Gardner","1043",NA,NA,NA,"Brazil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647768' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503075","NY00503075_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","503078","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","L. B. Smith",NA,NA,NA,"R. Reitz","6612","1958","03","26","Brazil","Santa Catarina","Garuva","Três Barras, Garuva, S. Francisco do Sul","-48.8547","-26.0269",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647763' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503078","NY00503078_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","503069","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","18254","1968","01","04","Brazil","Paraná","Guaratuba","Serra de Araraquara","-48.5744","-25.8831",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647766' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503069","NY00503069_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","503081","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","L. B. Smith",NA,NA,NA,"R. Reitz","3165","1956","04","19","Brazil","Santa Catarina","Luis Alves","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647762' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503081","NY00503081_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","503076","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","L. B. Smith",NA,NA,NA,"R. Reitz","3165","1956","04","19","Brazil","Santa Catarina","Luis Alves","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647761' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503076","NY00503076_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","503067","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","J. H. Kirkbride Jr.",NA,NA,NA,"G. Eiten","10520","1970","02","09","Brazil","Maranhão","Loreto","Ilha de Balsas region between the Balsas & Parnaíba Rivers. 35-40 km south of Loreto. At mouth of Riacho do Caximbeiro where it empties into Riacho da Picada","-45.1","-7.392",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647757' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503067","NY00503067_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","503074","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","J. H. Kirkbride Jr.",NA,NA,NA,"R. M. Harley","19084","1977","02","26","Brazil","Bahia","Xique-Xique","Lagoa Itaparica 10 km. West of the Sao Inácio-Xique Xique road at the turning 13.1 km.","-42.6","-11.02",NA,NA,"300","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647758' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503074","NY00503074_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","503080","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","J. H. Kirkbride Jr.",NA,NA,NA,"R. M. Harley","19084","1977","02","26","Brazil","Bahia","Xique-Xique","Lagoa Itaparica 10 km. West of the Sao Inácio-Xique Xique road at the turning 13.1 km.","-42.6","-11.02",NA,NA,"300","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647759' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503080","NY00503080_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA
"19","2021-01-06 11:42:46-03","UFPI-MRV","HDELTA","3371","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","Souza, E.B.","2018","11","08","Carvalho, Y.S.","10","2011","04","11","Brasil","Piauí","Caxingó","Fazenda Trapiá","-41.8960990905762","-3.41750001907349",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Jenipapinho","HDELTA003371",NA,NA,NA,NA,NA,"21291","auto",NA,NA,NA,NA
"20","2021-01-06 11:42:46-03","UFPI-MRV","HDELTA","1836","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","Souza, E. B","2016","04","12","Carvalho, Y.S.; Silva, M.S.S.","43","2015","04","11","Brasil","Piauí","Caxingó","Fazenda Trapiá","-41.779472","-3.362667","41°46'46,10W","03°21'45,60''S",NA,NA,"<ll>dwc_commonname:</ll> Jenipapinho","HDELTA001836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-01-06 11:42:46-03","UFPI-MRV","HDELTA","6514","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","Vieira, L.S.","2020","01",NA,"Meireles, M.P.A","2","2018","06",NA,"Brasil","Piauí","Picos",NA,"-41.4668998718262","-7.07694005966187",NA,NA,NA,NA,"morro da onça <ll>dwc_commonname:</ll> Jenipapo","HDELTA006514",NA,NA,NA,NA,NA,"31259","auto",NA,NA,NA,NA
"22","2020-06-29 11:32:27-03","UFRJ","RFA","3567","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","Mário Gomes","2005","10","26",NA,NA,"1880","01",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Sacco","-41.3244018554688","-21.7541999816895",NA,NA,NA,NA,NA,"RFA23005",NA,NA,NA,NA,NA,"62761","auto",NA,NA,NA,NA
"23","2020-06-29 11:32:27-03","UFRJ","RFA","24987","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","M.Gomes","2000","09","18","F.de B. Pereira","41","2000","07","20","Brasil","Rio de Janeiro","Guapimirim","Fazenda São Francisco de Paula","-43.005","-22.586667","43º0'18''W","22º35'12''S",NA,NA,"Folha verde Habito: Árvore","RFA29297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:32:27-03","UFRJ","RFA","25207","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","M. Gomes","2000","12","01","F. M. de B. Pereira","23","2000","10","16","Brasil","Rio de Janeiro","Cachoeiras de Macacu","3° Distrito, Fazenda Lagoinhas","-42.855","-22.456389","42º51'18''W","22º27'23''S","580","580","Folha verde, flor amarela Habito: Árvore","RFA42210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:32:27-03","UFRJ","RFA","25307","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","M.Gomes","2000","12","01","F.M.B.Pereira","23","2000","10","16","Brasil","Rio de Janeiro","Cachoeiras de Macacu","3º distrito, Lagoinhas, Fazenda Lagoinha","-42.855","-22.456389","42º51'18''W","22º27'23''S",NA,NA,"Folha verde, flor amarela Habito: Árvore","RFA29300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:32:27-03","UFRJ","RFA","26117","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","M.Gomes","2001","03","16","F.M.B.Pereira","62","2001","12","16","Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.524722","-20.211111","42º31'29''W","20º12'40''S",NA,NA,"Folha verde, fruto verde Habito: Arbusto","RFA29299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:32:27-03","UFRJ","RFA","26520","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","M.Gomes","2001","03","23","F.B.Pereira","8","2001","01","20","Brasil","Rio de Janeiro","Cachoeiras de Macacu","3º distrito, Fazenda Lagoinha","-42.843333","-22.463333","42º50'36''W","22º27'48''S",NA,NA,"Frutos verdes Habito: Árvore","RFA29298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-13 09:20:54-03","UFRJ","RFA","27550","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.",NA,NA,NA,NA,"Flavio Britto Pereira","55/86","2001","04","08","Brasil","Espírito Santo","Mimoso do Sul","Fazenda São Bento","-41.335833","-21.211667","41º20'9''W","21º12'42''S","60","60","Árvore, 6m de altura, 18cm de DAP, folhas e frutos verdes, comum no local","RFA29314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-13 09:20:54-03","UFRJ","RFA","29860","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","M.Gomes","2002","01","15","A. Quinet","8","2001","12","26","Brasil","Rio de Janeiro","Magé","Distrito de Piabetá","-43.133889","-22.596111","43º8'2''W","22º35'46''S",NA,NA,"Folha discolor verde, fruto imaturo verde, flor com cálice verde e corola branca Habito: Árvore","RFA29296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:32:27-03","UFRJ","RFA","32509","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","Sebastião José Silva Neto","2000",NA,NA,"Vânia Alves Garcia",NA,"1998","12",NA,"Brasil","Rio de Janeiro","Comendador Levy Gasparian","Fazenda Amazonas, Mata Boa Vista","-43.191667","-22.041667","43º11'30''W","22º2'30''S",NA,NA,"Habitat: Mata","RFA21223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:32:27-03","UFRJ","RFA","15564","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","J.H. Kirkbride Jr","1976",NA,NA,"P. Occhioni","6414","1974","10","04","Brasil","Rio de Janeiro","Teresópolis","Serra dos Orgãos, Dedo de Deus","-42.9655990600586","-22.4122009277344",NA,NA,"1000","1000","Arbusto, flor creme.","RFA13497",NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA
"32","2021-03-30 12:48:25-03","EAO","IAN","137221","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.","Kirkbride Jr.; J.H.","1977",NA,NA,"Belém, RP; Pinheiro, RS","3275","1967","01","03","Brasil","Bahia","Belmonte","Mata costeira.","-38.8828010559082","-15.8631000518799",NA,NA,NA,NA,"Arbusto de 3-4m de altura, flores amarelas, estames marrons.","IAN137221",NA,"Dicotiledônea",NA,"Southern America",NA,"71281","auto",NA,NA,NA,NA
"33","2019-10-09 11:24:05-03","UFBA","ALCB","99131","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","Jardim, JG","2011","12","05","Oliveira, RP de; Cardoso, D; Conceição, SF; Monteiro, SH","1444","2008","01","19","Brasil","Bahia","Palmeiras","Chapada Diamantina, BR 242, na estrada para Pratinha. Lagoa da Pratinha","-41.505278","-12.878333","-41.505278","-12.878333","810","810","ca. 1 m alt., na beira da lagoa. Flores amarelas. DNA.; AO REDOR DA LAGOA.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:24:05-03","UFBA","ALCB","117826","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","Guedes, ML","2014","12",NA,"Guedes, ML; Alunos de Botânica Econômica","22887","2014","07","27","Brasil","Bahia","Jandaíra","Litoral Norte, Coqueiros.","-37.783333","-11.55","-37.783333","-11.55",NA,NA,"Folhas coriáceas, discolores. Flores amarelas vistosas.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:24:05-03","UFBA","ALCB","133561","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","Gomes, M","2004","05",NA,"Fernandes, D; Oliveira, A","453","2000","02","16","Brasil","Rio de Janeiro","Armação dos Búzios","Praia Tucuns.",NA,NA,NA,NA,NA,NA,"Folhas verdes escuras discolores; frutos verdes; flores amarelas.","ALCB054875","ALCB054875","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:24:05-03","UFBA","ALCB","133562","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","Reis, RCC","2002","01",NA,"Reis, RCC; Saavedra, MM; Aguiar, CS","235","2002","01","08","Brasil","Rio de Janeiro","Armação dos Búzios","Bairro da Rasa, Sítio Tauá. Cerca de 5 Km da faixa da paria.",NA,NA,NA,NA,NA,NA,"Com aproximadamente 3 metros de altura, ramificado a mais ou menos 1 metro do chão. Folhas membranáceas verdes. Inflorescência com botões amarelo ouro. Flores com cálice verde e corola amarela.; adulterada, na borda da mata.","ALCB054876","ALCB054876","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"37","2019-11-25 16:51:33-03","UFBA","ALCB","135469","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","Lopes, EB","2019","04",NA,"Lopes, EB; Guedes, ML","33","2018","11","16","Brasil","Bahia","Boa Vista do Tupim","Mata Ciliar do Rio Paraguaçu.","-40.576667","-13.002778","-40.576667","-13.002778",NA,NA,"Folhas coriáceas, levemente discolores; fruto preto.","ALCB064191","ALCB064191","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"38","2021-02-08 21:33:02-03","UFBA","ALCB","04131","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","Delprete, P","1997",NA,NA,"Costa, AL","s/n","1964","12","24","Brasil","Bahia","Salvador","Farol de Itapuan.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"folhas glabras.",NA,NA,"Dicotyledon",NA,"Southern America",NA,"26018","auto",NA,NA,NA,NA
"39","2020-02-08 09:28:36-03","NBC","NL-BOTANY","L.2963161","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.",NA,NA,NA,NA,"Hatschbach GG",NA,"1968","01","04","Brazil",NA,NA,"Est. Paraná, Mun. Guaratuba, Serra de Araraquara.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2963161 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2963161","NL-L2963161",NA,"Gentianales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"40","2020-02-08 09:28:36-03","NBC","NL-BOTANY","U 0134374","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.",NA,NA,NA,NA,"Harley RM",NA,"1977","02","26","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200134374 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0134374",NA,NA,"Gentianales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"41","2020-02-08 09:28:36-03","NBC","NL-BOTANY","U.1577528","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.",NA,NA,NA,NA,"Harley RM",NA,"1977","02","26","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577528 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577528","NL-U1577528",NA,"Gentianales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0134373",NA,NA
"42","2021-01-14 15:33:27-03","MN","R","10493","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.","Gottsberger, I. S.","1998",NA,NA,"Glaziou, A.F.M.","17044","1887","10","16","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000010493","R000010493_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-01-14 15:33:27-03","MN","R","10495","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.","Prado, A. L.","1984","04","25","Glaziou, A.F.M.","17043","1887","12","19","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000010495","R000010495_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-26 15:11:16-03","UFPI","TEPB","18183","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schldl.) K. Schum.",NA,NA,NA,NA,"Farias, R. R. S.","558","2002","06","11","Brasil","Piauí","Campo Maior","Fazenda Lourdes, Baixão do Cobra","-42.071306","-4.862778","42°04'16,7W","04°51'46,0S","95","95","arvoreta de fruto verde iamturo e solo arenoso Ambiente: Complexo de Campo Maior <ll>dwc_commonname:</ll> Jenipapinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 23:41:05-03","UFPI","TEPB","32138","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.","Ruth Raquel","2019","01","25","ABREU, M. B.","59","2019","01","25","Brasil","Piauí","Jatobá do Piauí","Mata","-41.817798614502","-4.77111005783081",NA,NA,NA,NA,"Cálice verde, corola amarela Ambiente: Ecótono (Caatinga/Cerrado) <ll>dwc_commonname:</ll> Jenipapinho",NA,NA,NA,NA,NA,NA,"34271","auto",NA,NA,NA,NA
"46","2021-03-26 15:11:16-03","UFPI","TEPB","23559","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum","Zefa Valdivina",NA,NA,NA,"Oliveira, F. C. S.","269","2008","01","16","Brasil","Piauí","Oeiras","Correntinho","-42.1310997009277","-7.0252799987793",NA,NA,NA,NA,"Arbusto, flor amarela, pouco frequente, solo arenoso. Ambiente: Transição Cerrado/Caatinga <ll>dwc_commonname:</ll> Genipapinho",NA,NA,NA,NA,NA,NA,"54774","auto",NA,NA,NA,NA
