"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","infraspecificEpithet","fieldNumber","individualCount","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","501360","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Galium","nigroramosum","Galium nigroramosum","(Ehrend.) Dempster","P. G. Delprete","P. G. Delprete","7010","1998","12","05","South America","Brazil","Santa Catarina","Bom Jardim da Serra","Planalto Meridional. Rod. SC-438, km 34. Hotel Rural Passo Velho","-49.68","-28.32","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413605' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501360","NY00501360_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","501356","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Galium","nigroramosum","Galium nigroramosum","(Ehrend.) Dempster","P. G. Delprete","P. G. Delprete","7006","1998","12","05","South America","Brazil","Santa Catarina","Bom Jardim da Serra","Planalto Meridional. Mun. Bom Jardim da Serra. Rod. SC-438, km 34. Hotel Rural Passo Velho","-49.55","-28.38","1300","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=480469' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501356","NY00501356_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-04 15:25:47-03","PUCPR","HUCP","9056","S","Plantae","Eudicotiledonea",NA,"Rubiaceae","Relbunium","nigroramosum","Relbunium nigroramosum","Ehrend.","Acra, LA","Coelho, A","011","1995","05","28",NA,"Brasil","Paraná","Pinhais","Vila Amélia","-49.1925010681152","-25.4447002410889",NA,NA,NA,NA,"HUCP00017757","HUCP00017757","10418","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-04 15:25:47-03","PUCPR","HUCP","15821","S","Plantae","Eudicotiledonea",NA,"Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.","Acra, LA","Fressato, DS","023","2000","05","20",NA,"Brasil","Paraná","Piraquara","Chácara Recreio da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"HUCP00017763","HUCP00017763","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-04 15:25:47-03","PUCPR","HUCP","4698","S","Plantae","Eudicotiledonea",NA,"Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.","Acra, LA","Krul, LM","167",NA,NA,NA,NA,"Brasil","Paraná","Piraquara","Rio Iraí","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"HUCP00017705","HUCP00017705","12577","auto","1988","11","23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:23:38-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Galium","nigroramosum","Galium nigroramosum","(Pohl) C. Kameyama","Smith, SF","Hatschbach, G; Barbosa, E; Costa, EF","78979","2005","03","10","Southern America","Brasil","Santa Catarina","Grão Pará","Serra do Corvo Branco","-49.2146987915039","-28.1849994659424",NA,NA,NA,"fruto alvo.",NA,NA,"24844","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:23:38-03","UFBA","ALCB","90043","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Galium","nigroramosum","Galium nigroramosum","(Pohl) C. Kameyama",NA,"lmaguito, N","2113","1968","08","21","Southern America","Brasil","Paraná","Caiobi","Fazenda C. Gaiola",NA,NA,NA,NA,NA,"pox-orla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:24:06-03","NBC","NL-BOTANY","U.1562520","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Galium","nigroramosum","Galium nigroramosum","(Ehrend.) Dempster","Delprete PG","Lindeman JC; Lindeman JC; Porto ML; Girardi AM",NA,"1971","12","04","Southern America","Brazil","Rio Grande do Sul",NA,"Fronteira Rio Grande do Sul e Santa Catarina entre Bom Jesus e Turvo.",NA,NA,NA,NA,NA,"Rocinha, campo na margem do planalto.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1562520 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1562520","NL-U1562520",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0180426",NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:24:06-03","NBC","NL-BOTANY","U.1562522","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Galium","nigroramosum","Galium nigroramosum","(Ehrend.) Dempster","Delprete PG","Lindeman JC; Irgang BE; Valls JFM",NA,"1971","11","02","Southern America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1562522 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1562522","NL-U1562522",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0100069",NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:24:06-03","NBC","NL-BOTANY","U.1562518","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Galium","nigroramosum","Galium nigroramosum","(Ehrend.) Dempster","Delprete PG","Lindeman JC; Irgang BE; Valls JFM",NA,"1971","10","01","Southern America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1562518 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1562518","NL-U1562518",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0100067",NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:24:06-03","NBC","NL-BOTANY","U.1562519","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Galium","nigroramosum","Galium nigroramosum","(Ehrend.) Dempster","Delprete PG","Reitz R; Klein RM",NA,"1958","01","10","Southern America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1562519 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1562519","NL-U1562519",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0100068",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:24:06-03","NBC","NL-BOTANY","U.1562521","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Galium","nigroramosum","Galium nigroramosum","(Ehrend.) Dempster","Delprete PG","Lourteig A",NA,"1967","12","14","Southern America","Brazil","Santa Catarina",NA,"Brasil. Est. Santa Catarina. Mun. Sao Joaquim, Bom Jardim, Rio Capivaras.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1562521 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1562521","NL-U1562521",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0180425",NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:24:06-03","NBC","NL-BOTANY","U.1562523","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Galium","nigroramosum","Galium nigroramosum","(Ehrend.) Dempster","Delprete PG","Lindeman JC; Haas JH de",NA,"1967","02","02","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1562523 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1562523","NL-U1562523",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0080662",NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:24:06-03","NBC","NL-BOTANY","U.1562524","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Galium","nigroramosum","Galium nigroramosum","(Ehrend.) Dempster","Delprete PG","Lindeman JC; Haas JH de",NA,"1967","04","16","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1562524 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1562524","NL-U1562524",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0080663",NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:18:25-03","ESALQ","ESA","1994","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Galium","nigroramosum","Galium nigroramosum","(Ehrend.) Dempster","Souza, V.C.",NA,NA,NA,NA,NA,NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"ESA001994","ESA001994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:18:25-03","ESALQ","ESA","55337","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Galium","nigroramosum","Galium nigroramosum","(Ehrend.) Dempster.","Pinho-Ferreira, M.A.","Loeuille, B.","245.0","2007","04","09",NA,"Brasil","Santa Catarina","Urupema","Fazenda das Ovelhas. Campo de altitude perturbado.","-49.8731002807617","-27.9528007507324","1557","1557",NA,"Erva cespitosa. Flores cremes.","ESA055337","ESA055337","23096","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-19 10:25:17-03","CPAP","CPAP","8735","PreserverdSpecimen","Plantae",NA,NA,"Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrendf.","A. Pott","Pott, A.","5930","1991","05","13",NA,"Brasil","PR","Colombo","Sede do Cnpflorestas/Embrapa, Km 111, estrada da Ribeira Ribeira","-49.233333","-25.333333","920","920",NA,"Erva escandente. FLOR: inconspícua. FRUTO: . INTERESSE: Invasora. FREQUÊNCIA: Esparsa. AMBIENTE: Bordas de gramado; cultivos florestais. SUBSTRATO: solo argiloso, podzólico vermelho amarelo. RELEVO: ondulado.",NA,NA,NA,NA,"1991","05",NA,NA,NA,"49°14' W","25°20' S",NA,NA,NA,NA,NA
"28","2019-08-27 13:32:30-03","IAP","PACA-AGP","51484","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.",NA,"Rambo, B.",NA,"1951","12","26",NA,"Brasil","RS","Passo do Socorro",NA,NA,NA,NA,NA,NA,"fl. Habitat: in campestribus graminosis","PACA051484",NA,NA,NA,"1956","01","24","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:32:30-03","IAP","PACA-AGP","30876","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.","Ehrendorfer","Rambo, B.",NA,"1946","01","01",NA,"Brasil","RS","Vila Oliva",NA,NA,NA,NA,NA,NA,"fl. fr. Habitat: in campestribus humidis graminosis Fenofase: flor","PACA030876",NA,NA,NA,"1956","01","24","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-08-27 13:32:30-03","IAP","PACA-AGP","32130","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.",NA,"Rambo, B.",NA,"1946","02","14",NA,"Brasil","RS","Serra do Faxinal",NA,NA,NA,NA,NA,NA,"fl. Habitat: in humidis graminosis Fenofase: flor","PACA032130",NA,NA,NA,"1956","11","24","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:32:30-03","IAP","PACA-AGP","32327","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.",NA,"Rambo, B.",NA,"1946","02","17",NA,"Brasil","RS","Tainhas",NA,NA,NA,NA,NA,NA,"fl. fr. Habitat: in humidis dumetosis Fenofase: flor","PACA032327",NA,NA,NA,"1956","01","24","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:32:30-03","IAP","PACA-AGP","4451","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.",NA,"Rambo, B.",NA,"1942","02","08",NA,"Brasil","RS","Faz. Englert",NA,NA,NA,NA,NA,NA,"fl. fr. Habitat: in silvula campestri Fenofase: flor","PACA004451",NA,NA,NA,"1956","01","24","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:32:30-03","IAP","PACA-AGP","45433","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.",NA,"Rambo, B.",NA,"1950","01","18",NA,"Brasil","RS","Serra da Rocinha",NA,NA,NA,NA,NA,NA,"fl. fr. Habitat: in silvula nebulari humida Fenofase: flor","PACA045433",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:32:30-03","IAP","PACA-AGP","53316","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.","Ehrendorfer","Rambo, B.",NA,"1952","11","24",NA,"Brasil","RS","Caaró",NA,NA,NA,NA,NA,NA,"fl. Habitat: in campestribus alte graminosis Fenofase: flor","PACA053316",NA,NA,NA,"1957","07","04","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:32:30-03","IAP","PACA-AGP","53792","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.",NA,"Rambo, B.",NA,"1953","02","03",NA,"Brasil","RS","Serra da Rocinha",NA,NA,NA,NA,NA,NA,"fl. Habitat: in campestribus dumetosis Fenofase: flor","PACA053792",NA,NA,NA,"1956","01","24","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:32:30-03","IAP","PACA-AGP","54870","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.",NA,"Rambo, B.",NA,"1954","02","24",NA,"Brasil","RS","Vila Oliva",NA,NA,NA,NA,NA,NA,"fl. fr. Habitat: in campestribus saxosis","PACA054870",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:32:30-03","IAP","PACA-AGP","55330","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.","Ehrendorfer","Reitz, R.","2488","1948","12","17",NA,"Brasil","SC","Campo dos Padres",NA,NA,NA,NA,NA,NA,"HBR 4909; erva rasteira; flor branca; altit. 1.950 m. Habitat: in araucarieto","PACA055330",NA,NA,NA,"1955","04","09","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:32:30-03","IAP","PACA-AGP","56082","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.",NA,"Pivetta","510","1953","11","05",NA,"Brasil","RS","Dr. Pestana",NA,NA,NA,NA,NA,NA,"fl. Habitat: in campestribus Fenofase: flor","PACA056082",NA,NA,NA,"1957","08","30","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:32:30-03","IAP","PACA-AGP","56380","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.",NA,"Rambo, B.",NA,"1955","01","02",NA,"Brasil","RS","Faz. Englert",NA,NA,NA,NA,NA,NA,"fl. fr. Habitat: in campestribus graminosis Fenofase: flor","PACA056380",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:32:30-03","IAP","PACA-AGP","58531","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.","Emrich-Rambo","Rambo, B.",NA,"1956","02","12",NA,"Brasil","RS","Taimbezinho",NA,NA,NA,NA,NA,NA,"fl. Habitat: in araucarieto scandens Fenofase: flor","PACA058531",NA,NA,NA,"1957","05","17","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:32:30-03","IAP","PACA-AGP","8611","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.",NA,"Rambo, B.",NA,"1942","01","14",NA,"Brasil","RS","Serra da Rocinha",NA,NA,NA,NA,NA,NA,"fl. Habitat: in campestribus humidis graminosis Fenofase: flor","PACA008611",NA,NA,NA,"1956","01","24","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:32:30-03","IAP","PACA-AGP","36710","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.",NA,"Rambo, B.",NA,"1946","02",NA,NA,"Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,NA,"fl. fr. Habitat: in araucarieto Fenofase: flor","PACA036710",NA,"30776","auto","1956","01","24","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-27 13:32:30-03","IAP","PACA-AGP","49569","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.","Ehrendorfer","Rambo, B.",NA,"1951","01","10",NA,"Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,"fl.fr. Habitat: in campestribus alte graminosis Fenofase: flor","PACA049569",NA,"70701","auto","1957","07","04","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-27 13:32:30-03","IAP","PACA-AGP","8485","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.",NA,"Rambo, B.",NA,"1942","01","13",NA,"Brasil","RS","Bom Jesus","Rio dos Touros","-50.4166984558105","-28.6678009033203",NA,NA,NA,"fl. Habitat: in campestribus graminosis Fenofase: flor","PACA008485",NA,"55856","auto","1956","01","24","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:32:30-03","IAP","PACA-AGP","4267","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.",NA,"Rambo, B.",NA,"1941","02","06",NA,"Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,NA,"fl. Habitat: in humidis graminosis","PACA004267",NA,"30776","auto","1956","11","24","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-08-27 13:32:30-03","IAP","PACA-AGP","9201","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.",NA,"Rambo, B.",NA,"1942","01","26",NA,"Brasil","RS","Jari",NA,"-54.2238998413086","-29.2914009094238",NA,NA,NA,"fl. Habitat: in campestribus dumetosis Fenofase: flor","PACA009201",NA,"28820","auto","1956","01","24","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-08-27 13:32:30-03","IAP","PACA-AGP","61157","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","nigro-ramosum","Relbunium nigro-ramosum","Ehrend.","Emrich-Rambo","J. Mattos",NA,"1957","01",NA,NA,"Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,"fl. fr. Habitat: in campestribus dumetosis Fenofase: flor","PACA061157",NA,"70701","auto","1957","09","09","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
