"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","coordinatePrecision","geoFlag","phylum","order","individualCount","continentOcean","preparationType","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","typeStatus","previousCatalogNumber","sex"
"492","2020-12-21 16:45:26-03","MBM","MBM","384669","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Dalmaso, C.A.","2013","03","30","Brazil","Paraná","Engenheiro Beltrão",NA,"-52.200003","-23.760003","-52.200003","-23.760003","MBM384669",NA,"Barboza, E.","2013","07","11",NA,NA,"Árvore. Cor da flor: amarelado. Odores: sim.","28",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2020-12-21 16:45:26-03","MBM","MBM","384802","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Brotto, M.L.; Boeing, M.; Malczewski, F.; Boeing, M.; Malczewski, F.","2013","08","23","Brazil","Paraná","Campo Largo","chácara ASSEMA","-49.623208","-25.311144","-49.623208","-25.311144","MBM384802","MBM384802","Brotto, M.L.","2013","09","02","770","770","Arbusto 1,6m; flores amareladas.; Floresta Ombrófila Mista.","1329",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","2020-12-21 16:45:26-03","MBM","MBM","387541","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Motta, J.T.; Silva, J.M.; Cordeiro, J.; Barboza, E.; Vaz, J.; Silva, J.M.; Cordeiro, J.; Barboza, E.; Vaz, J.","2013","09","23","Brazil","Paraná","Coronel Domingos Soares","Abarracamento","-51.899247","-26.396956","-51.899247","-26.396956","MBM387541","MBM387541","Larocca, P.","2012","02","05","1038","1038","Arbusto; flores amarelas.; No campo.","4052",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2020-12-21 16:45:26-03","MBM","MBM","391612","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Cordeiro, J.; Barboza, E.; Brotto, M.L.; Barboza, E.; Brotto, M.L.","2014","08","12","Brazil","Paraná","Guaratuba","Pico Pedra Branca de Araraquara, parte baixa da trilha","-48.894722","-25.926667","-48.894722","-25.926667","MBM391612","MBM391612","Barboza, E.","2014","08","21","300","300","Arbusto de 4m; frutos verdes.; Floresta Ombrófila Densa Submontana.","5196",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","2020-12-21 16:45:26-03","MBM","MBM","397345","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Roher, D.; Daniel, V.; Rosa, M.; Daniel, V.; Rosa, M.","2013","05","06","Brazil","Paraná","Tijucas do Sul","APA de Guaratuba, Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-49.09205","-25.774039","-49.09205","-25.774039","MBM397345","MBM397345","Cordeiro, J.","2015","06","01",NA,NA,"Arvoreta de sub-bosque com 1,60m de altura com frutos.; Floresta Ombrófila Mista.","s.n.",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","2020-12-21 16:45:26-03","MBM","MBM","402001","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Silva, J.M.; Brotto, M.L.; Brotto, M.L.","2015","07","22","Brazil","São Paulo","Ribeira","Rodovia BR-373","-48.939167","-24.553333","-48.939167","-24.553333","MBM402001","MBM402001","Brotto, M.L.","2015","11","17","766","766","Arbusto com 3m de altura; frutos imaturos.; Margem de estrada.","8896",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","2020-12-21 16:45:26-03","MBM","MBM","410138","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Rosa, P.; Baez, C.; Lima, T.; Maurenza, D.; Negrão, R.; Moraes, L.; Moura, A.; Baez, C.; Lima, T.; Maurenza, D.; Negrão, R.; Moraes, L.; Moura, A.","2016","08","07","Brazil","Rio de Janeiro","Nova Friburgo","APA de Macaé de Cima, Serra de Macaé de Cima, localidade de Rio Bonito mata atrás da pousada Estalagem de propriedade de Bruce Leitmann, início da trilha, saindo pelos fundos da pousada.","-42.428611","-22.404722","-42.428611","-22.404722","MBM410138","MBM410138","Guimarães, E.F.","2016","10",NA,"858","858","Arvoreta ciófila, 1 cm de DAP, caule esverdeado, inflorescência em caulifloria, verde clara, corola tubular amarelada. Altura: 5 m.; Floresta sombreada secundária, dominada por taquara.","866",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","2020-12-21 16:45:26-03","MBM","MBM","410299","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Verdi, M.; Souza, N.L. de; Klemz, G.; Klettenberg, D.H.; Souza, N.L. de; Klemz, G.; Klettenberg, D.H.","2010","04","03","Brazil","Santa Catarina","Laguna","Laranjeiras","-48.87","-28.44","-48.87","-28.44","MBM410299","MBM410299","Oliveira, A.A. de","2010","09","15","246","246","Arbusto; fruto preto; Floresta Ombrófila Densa; estágio médio; interior do fragmento","4605",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","2020-12-21 16:45:27-03","MBM","MBM","414937","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Antoniuk-Bonato, R.G.","2018","09","21","Brazil","Paraná","Paranaguá","Ilha do Mel, Praia de Encantadas","-48.311667","-25.568056","-48.311667","-25.568056","MBM414937",NA,"Antoniuk-Bonato, R.G.","2018","09","27","16","16","Arbusto, cerca de 2,5m de altura. Flores brancas.; Beira da trilha. Resinga arbórea.","8",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","2020-12-21 16:45:27-03","MBM","MBM","422941","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Cordeiro, J.; Brotto, M.L.; Brotto, M.L.","2019","04","09","Brazil","Espírito Santo","Venda Nova do Imigrante","Pedra do Rego, trilha","-41.172222","-20.301944","-41.172222","-20.301944","MBM422941",NA,"Taufer, M.","2019","05","28","1280","1280","Erva com 1 m de altura; flores branco-esverdeadas.; Floresta Ombrófila Densa Montana.","6261",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","2020-12-21 16:45:27-03","MBM","MBM","423022","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","2019","04","10","Brazil","Espírito Santo","Venda Nova do Imigrante","Morro das antenas de TV","-41.143333","-20.304722","-41.143333","-20.304722","MBM423022",NA,"Oliveira, I.J.G.","2019","05","24","1170","1170","Arbusto com 1,7 m de altura; frutos verdes.; Floresta Ombrófila Densa Montana, estágio médio.","3572",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","2020-12-21 16:45:26-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Dalmaso, C.A.","2013","06","13","Brazil","Paraná","Prudentópolis",NA,"-51.3","-25.020003","-51.3","-25.020003","IFN000742",NA,"Brotto, M.L.","2013","08","16",NA,NA,"Árvore.","366",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","2020-12-21 16:45:26-03","MBM","MBM","325126","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Borgo, M.; et al.; et al.","2003","04","16","Brazil","Paraná","Antonina","Reserva natural Cachoeira, Fazenda Panorama, trilha Araponga","-48.7118988037109","-25.4286003112793",NA,NA,"MBM325126","MBM325126","Stehmann, J.R.","2009","07","17",NA,NA,"Arbusto, 3m, flor creme-esverdeada. Em vegetação secundária da floresta ombrófila densa","s.n.","38300","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","2020-12-21 16:45:26-03","MBM","MBM","308820","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Liebsch, D.","2004","05","18","Brazil","Paraná","Bituruna","Fazenda Lageado Grande","-51.5525016784668","-26.1613998413086",NA,NA,"MBM308820","MBM308820","Stehmann, J.R.","2009","07","17",NA,NA,"Arbusto com 1,5m, flores brancas","793","30743","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","2020-12-21 16:45:26-03","MBM","MBM","299418","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Liebsch, D.","2003","08","21","Brazil","Paraná","Bituruna","Fazenda Lageado Grande","-51.5525016784668","-26.1613998413086",NA,NA,"MBM299418","MBM299418","Stehmann, J.R.","2009","07","17","987","987","Arbusto com 1m de flores brancas. FOM","s.n.","30743","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","2020-12-21 16:45:26-03","MBM","MBM","345428","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Bolson, M.","2007","09","19","Brazil","Paraná","Foz do Iguaçu","Refúgio Biológico Bela Vista - Trilha Guaimbê - ITAIPU","-54.5881004333496","-25.5478000640869",NA,NA,"MBM345428","MBM345428","Equipe do Museu Botânico Municipal","2009","07","16",NA,NA,NA,"20","39570","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","2020-12-21 16:45:26-03","MBM","MBM","184472","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Motta, J.T.","1987","08","03","Brazil","Paraná","Morretes","Marumbi","-48.834400177002","-25.476900100708",NA,NA,"MBM184472","MBM184472","Stehmann, J.R.","2009","07","17",NA,NA,"Arbusto, 1,20, frutos roxos-escuros; Interior da Floresta. Unicata","982","30514","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","2020-12-21 16:45:26-03","MBM","MBM","158546","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Silva, J.M.; Sobral, M.; Sobral, M.","1993","01","14","Brazil","Paraná","Quatro Barras","Rio do Corvo","-49.0769004821777","-25.3656005859375",NA,NA,"MBM158546","MBM158546","Stehmann, J.R.","2009","07","17",NA,NA,"Arbusto 1m, flor creme esverdeada. Margem do rio","1211","17116","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2020-12-21 16:45:26-03","MBM","MBM","410075","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Silva Neto, S.J.; Somner, G.V.; Bovini, M.G.; Silva, W. da; Somner, G.V.; Bovini, M.G.; Silva, W. da","2002","04","25","Brazil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá. Estrada para Boa Esperança, próximo à represa.","-43.451099395752","-22.7591991424561",NA,NA,"MBM410075","MBM410075","Silva, M.V.","2008","03","09",NA,NA,"Arbusto ciófilo, ca. 2,5 m de altura; folhas breve discolores cartáceas; frutos imaturos verdes.","1691","25743","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","2020-12-21 16:45:26-03","MBM","MBM","391997","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Schwirkowski, P.","2013","12","29","Brazil","Santa Catarina","São Bento do Sul","Parque Vinte e Três de Setembro, entrada da captação de água do SAMAE","-49.3786010742188","-26.2502994537354",NA,NA,"MBM391997","MBM391997","Brotto, M.L.","2014","08","20",NA,NA,"Arbusto de 1,5m de altura.; Floresta Ombrófila Mista.","186","23090","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","2020-12-21 16:45:26-03","MBM","MBM","153225","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Robim, M.J.",NA,NA,NA,"Brazil","São Paulo","Campos do Jordão","Parque Estadual","-45.5900001525879","-22.7299995422363",NA,NA,"MBM153225","MBM153225","Aranha, C.",NA,NA,NA,NA,NA,NA,"634","21048","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","2020-12-21 16:45:28-03","MBM","MBM","25957","PreservedSpecimen","Plantae","Solanaceae","Cestrum","morretense","Cestrum morretense","Toledo","Hatschbach, G.","1973","03","13","Brazil","Paraná","Morretes","Estrada da Graciosa, Grota Funda","-48.834400177002","-25.476900100708",NA,NA,"MBM025957","MBM025957","Hatschbach, G.",NA,NA,NA,NA,NA,NA,"31754","30514","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","2020-12-21 16:45:28-03","MBM","MBM","42946","PreservedSpecimen","Plantae","Solanaceae","Cestrum","morretense","Cestrum morretense","Toledo","Hatschbach, G.","1948","08","15","Brazil","Paraná","Morretes","Estrada da Graciosa, Grota Funda","-48.834400177002","-25.476900100708",NA,NA,"MBM042946","MBM042946","Toledo",NA,NA,NA,NA,NA,"arbusto com flores creme. mata higrófila.; Arbusto com flores creme.; Mata higrófila.","981","30514","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"ISOTYPE",NA,NA
"515","2019-11-01 15:33:10-03","PUC-RIO","FCAB","4164","PreservedSpecimen","Plantae","Solanaceae","Cestrum","amictum","Cestrum amictum","Schltdl.","J.C. Siqueira","1987","08","12","Brasil","Rio de Janeiro","Nova Friburgo","Cascatinha, reserva da EMAHSA","-42.5311","-22.2819","-42.5311","-22.2819","004164",NA,"Lúcia D'Avilla Carvalho","1996","07","25",NA,NA,"É Sinônimo de Cestrum bracteatum Link & Otto &nf;Arbusto de flores amarelas. Frequente no local.","2245",NA,NA,NA,"Angiospermae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","2019-11-01 15:28:42-03","PUC-RIO","FCAB","2528","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","P. Capell S.J.","1951","05","14","Brasil","Rio de Janeiro","Nova Friburgo","Estrada até o Pico da Caledônia","-42.5311012268066","-22.2819004058838",NA,NA,"002528",NA,"G.M. Barroso",NA,NA,NA,NA,NA,NA,"s.n.","33190","auto",NA,"Angiospermae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","2019-11-01 15:33:10-03","PUC-RIO","FCAB","5332","PreservedSpecimen","Plantae","Solanaceae","Cestrum","stipulatum","Cestrum stipulatum","Vell.","C.M.B. Correia","1989","07","02","Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica de Macaé de Cima, proximidade do","-42.5311","-22.2819","-42.5311","-22.2819","005332",NA,NA,NA,NA,NA,NA,NA,"É Sinônimo de Cestrum bracteatum Link & Otto.; Arbusto, 25m alt., folhas discolores verdes, flores com bracteas alvas, geniceu verde claro.; Matas remanescente de florestas tropical pluvial.","39",NA,NA,NA,"Angiospermae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","2015-09-04 12:20:02-03","MNHN","RECOLNAT_MNHN_P","P00444785","PreservedSpecimen",NA,"Solanaceae","Cestrum","amictum","Cestrum amictum","Schltdl.","Vauthier","1833",NA,NA,"Brésil",NA,NA,"Serra dos Orgaos (prov. Rio de Janeiro)",NA,NA,NA,NA,"P00444785","P00444785_01",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00444785' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"540",NA,NA,NA
"519","2015-09-04 12:17:34-03","MNHN","RECOLNAT_MNHN_P","P00444788","PreservedSpecimen",NA,"Solanaceae","Cestrum","amictum","Cestrum amictum","Schltdl.","Herb. Richard",NA,"12",NA,"Brésil",NA,NA,"Serra dos Orgaos, Rio de Janeiro",NA,NA,NA,NA,"P00444788","P00444788_01",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00444788' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"546",NA,NA,NA
"520","2015-09-04 11:47:05-03","MNHN","RECOLNAT_MNHN_P","P00444789","PreservedSpecimen",NA,"Solanaceae","Cestrum","amictum","Cestrum amictum","Schltdl.","Hatschbach, G.","1966","6","9","Brésil",NA,NA,"Sitio de Belizario (mun. Campina Grande do Sul), Parana",NA,NA,NA,NA,"P00444789","P00444789_01","Smith",NA,NA,NA,"1100",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00444789' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"16284",NA,NA,NA
"521","2015-09-16 04:03:53-03","MNHN","RECOLNAT_MNHN_P","P00444792","PreservedSpecimen",NA,"Solanaceae","Cestrum","amictum","Cestrum amictum","Schltdl.","Glaziou, A.","1867","8","8","Brésil",NA,NA,"Tijuca (Rio)",NA,NA,NA,NA,"P00444792","P00444792_01",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00444792' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"1458",NA,NA,NA
"522","2015-09-16 04:03:57-03","MNHN","RECOLNAT_MNHN_P","P00444793","PreservedSpecimen",NA,"Solanaceae","Cestrum","amictum","Cestrum amictum","Schltdl.","Regnell, A.","1873","5","21","Brésil",NA,NA,"Caldas",NA,NA,NA,NA,"P00444793","P00444793_01",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00444793' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"III 1009",NA,NA,NA
"523","2015-09-04 12:17:34-03","MNHN","RECOLNAT_MNHN_P","P00444794","PreservedSpecimen",NA,"Solanaceae","Cestrum","amictum","Cestrum amictum","Schltdl.","Claussen","1838",NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,NA,NA,"P00444794","P00444794_01",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00444794' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"441",NA,NA,NA
"524","2015-09-04 03:50:07-03","MNHN","RECOLNAT_MNHN_P","P00444795","PreservedSpecimen",NA,"Solanaceae","Cestrum","amictum","Cestrum amictum","Schltdl.","Claussen","1842","11",NA,"Brésil",NA,NA,"Novo Friburgo",NA,NA,NA,NA,"P00444795","P00444795_01",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00444795' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"183",NA,NA,NA
"525","2015-09-16 07:13:39-03","MNHN","RECOLNAT_MNHN_P","P00451559","PreservedSpecimen",NA,"Solanaceae","Cestrum","amictum","Cestrum amictum","Schltdl.","Sellow",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"P00451559","P00451559_01","Nee",NA,NA,NA,NA,NA,"donné en 1855 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00451559' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"311","isotype",NA,NA
"526","2015-09-04 12:17:56-03","MNHN","RECOLNAT_MNHN_P","P00444819","PreservedSpecimen",NA,"Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Regnell, A.","1847","5",NA,"Brésil",NA,NA,"Pedra Brancea",NA,NA,NA,NA,"P00444819","P00444819_01",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00444819' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"III 1010",NA,NA,NA
"527","2015-09-04 12:17:56-03","MNHN","RECOLNAT_MNHN_P","P00444820","PreservedSpecimen",NA,"Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Mosen, H.","1873","12","30","Brésil",NA,NA,"Prov. Sao Paulo",NA,NA,NA,NA,"P00444820","P00444820_01",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00444820' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"1566",NA,NA,NA
"528","2015-09-04 12:17:56-03","MNHN","RECOLNAT_MNHN_P","P00444821","PreservedSpecimen",NA,"Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Glaziou, A.","1879","7","7","Brésil",NA,NA,"Petropolis (Rio)",NA,NA,NA,NA,"P00444821","P00444821_01",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00444821' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"11371",NA,NA,NA
"529","2015-09-04 12:17:56-03","MNHN","RECOLNAT_MNHN_P","P00444822","PreservedSpecimen",NA,"Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Glaziou, A.","1872","10","21","Brésil",NA,NA,"Serra dos Orgaos, Prov. Rio de Janeiro",NA,NA,NA,NA,"P00444822","P00444822_01",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00444822' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"6057",NA,NA,NA
"530","2015-09-04 12:17:56-03","MNHN","RECOLNAT_MNHN_P","P00444823","PreservedSpecimen",NA,"Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Glaziou, A.","1872","10","21","Brésil",NA,NA,"Serra dos Orgaos, Prov. Rio de Janeiro",NA,NA,NA,NA,"P00444823","P00444823_01",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00444823' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"6057",NA,NA,NA
"531","2015-09-04 12:17:56-03","MNHN","RECOLNAT_MNHN_P","P00444824","PreservedSpecimen",NA,"Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Sellow",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"P00444824","P00444824_01",NA,NA,NA,NA,NA,NA,"donné en 1855 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00444824' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"317",NA,NA,NA
"532","2015-09-04 12:17:56-03","MNHN","RECOLNAT_MNHN_P","P00444825","PreservedSpecimen",NA,"Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Gardner, G.","1838",NA,NA,"Brésil",NA,NA,"Serra dos Orgaos (Rio de Janeiro)",NA,NA,NA,NA,"P00444825","P00444825_01",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00444825' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"550",NA,NA,NA
"533","2015-09-04 12:17:56-03","MNHN","RECOLNAT_MNHN_P","P00444826","PreservedSpecimen",NA,"Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Gardner, G.","1838",NA,NA,"Brésil",NA,NA,"Serra dos Orgaos (Rio de Janeiro)",NA,NA,NA,NA,"P00444826","P00444826_01",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00444826' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"550",NA,NA,NA
"534","2017-04-21 15:34:24-03","MNHN","RECOLNAT_MNHN_P","P00451565","PreservedSpecimen",NA,"Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Miers",NA,NA,NA,NA,NA,NA,"Vargem",NA,NA,NA,NA,"P00451565","P00451565_01","Nee",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00451565' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"4090",NA,NA,NA
"535","2015-09-16 02:55:46-03","MNHN","RECOLNAT_MNHN_P","P00451566","PreservedSpecimen",NA,"Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,"Prov. Minas Geraes",NA,NA,NA,NA,"P00451566","P00451566_01","Nee",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00451566' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA
"536","2015-09-03 19:30:10-03","MNHN","RECOLNAT_MNHN_P","P00479369","PreservedSpecimen",NA,"Solanaceae","Cestrum","stipulatum","Cestrum stipulatum","Vell.","Vieira, C.M.|&, al.","1989","8","15","Brésil",NA,NA,"Mun. de Nova Friburgo, Macé de Cima, margem do Rio Macaé",NA,NA,NA,NA,"P00479369","P00479369_01","Freire",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00479369' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"41",NA,NA,NA
"537","2020-12-11 11:41:47-03","UFMG","BHCB","168886","PreservedSpecimen","Plantae","Solanaceae","Cestrum","amictum","Cestrum amictum","Schlecht","Pereira, FB","2001","04","05","Brasil","Espírito Santo","Mimoso do Sul","Fazenda São Bento, Coletas organizadas pela Extracta Moléculas Naturais Ltda. Projeto de Bioprospecção.","-41.339167","-21.204444","-41.339167","-21.204444","BHCB014210",NA,NA,NA,NA,NA,"25","25","Arbusto, 1,5m de altura, folha verde, flor amarela, comum no local,; Capoeira. Sobre solo argiloso.","2186",NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
