"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"17","2021-03-15 16:37:00-03","NY","NYBG","00980377","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera nervosa","(Vogel) H.S.Irwin & Barneby",NA,"H. S. Irwin","32075","1971","03","17","Brazil","Goiás","Água Fria de Goiás","-47.5333","-14.88076",NA,NA,"1000","1000","NY00980377","NY00980377_01","Serra Geral do Paraná, ca. 20 km S.of São João de Aliança",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092707' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","nervosa",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","515385","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera striata","(Vogel) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","S. A. Mori","12193","1979","07","13","Brazil","Bahia","Jequié","-40.0833","-13.8578",NA,NA,"600","600","NY00515385","NY00515385_01","Br. 116, a 15 km ao N de Jequié",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71352' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","striata",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00980340","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera nervosa","(Vogel) H.S.Irwin & Barneby",NA,"H. S. Irwin","15377","1966","04","27","Brazil","Distrito Federal","Brasília","-47.85","-15.72",NA,NA,"975","975","NY00980340","NY00980340_01","Côrrego Jeriva, east of Lagôa Paranoá",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092670' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","nervosa",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","582981","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera pudibunda","(Benth.) H.S.Irwin & Barneby","G. P. Lewis","G. P. Lewis","1969","1991","04","03","Brazil","Bahia",NA,"-41.83","-13.72",NA,NA,NA,NA,"NY00582981","NY00582981_01","Livramento do Brumado. 10 km S. of Livramento do Brumado on road to Brumado",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=751696' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","pudibunda",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","582948","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera micans","(Nees) H.S.Irwin & Barneby","R. C. Barneby","R. M. Harley","20841","1980","03","23","Brazil","Bahia","Barra da Estiva","-41.42","-13.67",NA,NA,"1000","1300","NY00582948","NY00582948_01","W of Barra da Estiva on the road to Jussiape. F6",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574360' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","micans",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","823327","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(DC. ex Collad.) H.S.Irwin & Barneby",NA,"J. L. Paixão","340","2003","04","12","Brazil","Bahia","Jussari","-39.5433","-15.1636",NA,NA,NA,NA,"NY00823327","NY00823327_01","Estrada de Jussari para Palmira, entrada à esq. Ca. 7.5 km após Jussari. Fazenda Teimoso. RPPN Serra do Teimoso.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940212' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1746037","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera quadrifoliolata","(Pittier) H.S.Irwin & Barneby",NA,"D. Barrios","102","1968","04",NA,"Venezuela","Bolívar",NA,NA,NA,NA,NA,NA,NA,"NY01746037","NY01746037_01","Pto. Ordaz",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1954970' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","quadrifoliolata",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","582956","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera micans","(Nees) H.S.Irwin & Barneby",NA,"R. M. Harley","19536","1977","02","17","Brazil","Bahia",NA,"-41.95","-13.55",NA,NA,"1500","1500","NY00582956","NY00582956_01","Lower N.E. slopes of the Pico das Almas, ca. 25 km. W.N.W. of the Vila do Rio de Contas",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574361' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","micans",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00980247","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera nervosa","(Vogel) H.S.Irwin & Barneby",NA,"H. S. Irwin","26900","1970","03","04","Brazil","Minas Gerais","Corinto","-44.55675","-18.3589",NA,NA,"600","600","NY00980247","NY00980247_01","Ca. 12 km W of Corinto.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092582' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","nervosa",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","582996","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera pudibunda","(Benth.) H.S.Irwin & Barneby","A. P. S. Gomes; A. Laurênio","M. J. N. Rodal","522","1995","05","04","Brazil","Pernambuco","Buíque","-37.17","-8.62",NA,NA,"790","790","NY00582996","NY00582996_01","Estrada Buíque-Catimbau",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=751675' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","pudibunda",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1745993","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera lindenii","H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","E. P. Killip","16459","1927","01","03","Colombia","Santander",NA,NA,NA,NA,NA,"1500","1800","NY01745993","NY01745993_01","Río Suratá Valley, between El Jaboncillo and Suratá",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1954506' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","lindenii",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00980250","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera nervosa","(Vogel) H.S.Irwin & Barneby",NA,"H. S. Irwin","28075","1970","03","22","Brazil","Minas Gerais","Diamantina","-43.7296","-18.0062",NA,NA,"1050","1050","NY00980250","NY00980250_01","Serra do Espinhaço, ca. 10 km N. of São João da Chapada, road to Inhaí",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092599' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","nervosa",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","582963","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera nervosa","(Vogel) H.S.Irwin & Barneby","R. C. Barneby","J. G. Jardim","816","1996","05","01","Brazil","Bahia","Una","-39.08","-15.15",NA,NA,NA,NA,"NY00582963","NY00582963_01","Reserva Biológica Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Coletas efetuadas a ca. 10 km no ramal que leva Faz. Jaqueiral e Conjunto Faz. Esperança",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200797' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","nervosa",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00979787","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(DC. ex Collad.) H.S.Irwin & Barneby","J. G. Rando","E. T. Neto","2626","1997","07","03","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"NY00979787","NY00979787_01 NY00979787_02","Mariana. UHE Fumaça/Caldeirões",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1085513' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","515371","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera striata","(Vogel) H.S.Irwin & Barneby",NA,"L. Duarte","314","1964","07","10","Brazil","Bahia","Vitória da Conquista","-40.8392","-14.8661",NA,NA,NA,NA,"NY00515371","NY00515371_01","4 km. de Vitória da Conquista",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71358' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","striata",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1746001","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera macranthera","(DC. ex Collad.) H.S.Irwin & Barneby",NA,"H. S. Irwin","2024","1958","11","06","Brazil","Minas Gerais",NA,"-42.860644","-20.766686",NA,NA,NA,NA,"NY01746001","NY01746001_01","State Agricultural School, Vicosa",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1954555' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","macranthera",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","515352","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera pudibunda","(Benth.) H.S.Irwin & Barneby","R. C. Barneby","M. J. Hora","9","1995","12","27","Brazil","Pernambuco","Bezerros","-35.82","-8.2",NA,NA,"444","444","NY00515352","NY00515352_01","Parque Ecológico de Serra Negra. Margem da estrada; próximo a reserva",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=751688' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","pudibunda",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","582927","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera macranthera","(DC. ex Collad.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","J. B. Feliciano","10","1962","01","30","Brazil","São Paulo","Sao Paulo","-46.63","-23.5403",NA,NA,NA,NA,"NY00582927","NY00582927_01","Estado de Sao Paulo: Sao Paulo, Santo Amaro, Interlagos",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=740891' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","macranthera",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","515381","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera striata","(Vogel) H.S.Irwin & Barneby",NA,"B. J. Pickel","3911","1935","06","06","Brazil","Pernambuco",NA,"-35.457142","-8.153969",NA,NA,NA,NA,"NY00515381","NY00515381_01","Russinha",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71366' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","striata",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00980354","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera nervosa","(Vogel) H.S.Irwin & Barneby",NA,"H. S. Irwin","15474","1966","04","29","Brazil","Goiás","Formosa","-47.43","-15.4",NA,NA,"850","850","NY00980354","NY00980354_01","Fazenda J. Teles, ca. 10 km N.W. of Formosa, Goiás, near source of Rio Paraná",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092704' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","nervosa",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1746012","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera macranthera","(DC. ex Collad.) H.S.Irwin & Barneby",NA,"Y. E. J. Mexia","4701","1930","05","15","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"700",NA,"NY01746012","NY01746012_01","Viçosa. Fazenda de Grasiuma",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1954731' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","macranthera",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1745989","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera andina","H.S.Irwin & Barneby",NA,"P. C. Hutchison","6730","1964","10","20","Peru","Cajamarca","Jaén",NA,NA,NA,NA,"1340",NA,"NY01745989","NY01745989_01","Rio Choloque between Choloque and San Felipe",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1954495' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","andina",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","582941","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera micans","(Nees) H.S.Irwin & Barneby",NA,"H. C. de Lima","3962","1990","09","11","Brazil","Bahia","Palmeiras","-41.5589","-12.5292",NA,NA,NA,NA,"NY00582941","NY00582941_01","Chapada de Diamantina, Rod. BR-242, 2 km antes do entroncamento para Palmeiras",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574370' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","micans",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","582977","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera nervosa","(Vogel) H.S.Irwin & Barneby",NA,"R. P. Belém","1090","1965","05","22","Brazil","Bahia","Una","-39.0753","-15.2933",NA,NA,NA,NA,"NY00582977","NY00582977_01","Rodovia Una-Rio Branco",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200809' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","nervosa",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1745994","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera lindenii","H.S.Irwin & Barneby",NA,"F. W. Pennell","1895","1917","09","07","Colombia","Cundinamarca",NA,NA,NA,NA,NA,"2400","2700","NY01745994","NY01745994_01","Above Cundimarca",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1954510' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","lindenii",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","515358","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera pudibunda","(Benth.) H.S.Irwin & Barneby","R. C. Barneby","L. P. de Queiroz","3321","1993","06","21","Brazil","Bahia","Morro do Chapéu","-41.1558","-11.5503",NA,NA,NA,NA,"NY00515358","NY00515358_01","Ca. de 1 km na BR-122, ao S do entroncamento com a BA-052 (estrada do feijao), em direçao a Cafernaum",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=751703' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","pudibunda",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","515373","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera striata","(Vogel) H.S.Irwin & Barneby",NA,"R. P. Belém","1206","1965","06","25","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"NY00515373","NY00515373_01","Rodovia BR-4, 60 km N da divisa Minas-Bahia",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71359' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","striata",NA,NA,NA,NA,NA,NA,NA,NA
