"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","individualCount","relatedCatalogItem"
"11","2020-11-04 11:11:50-03","ESALQ","ESA","29380","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Ivanauskas, N.M. et al.","935.0","1996","04","10",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029380",NA,"Baitello, J.B.","2003","01","01","17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:11:50-03","ESALQ","ESA","29381","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Ivanauskas, N.M.","936.0","1996","03","21",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029381",NA,"Baitello, J.B.",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:11:50-03","ESALQ","ESA","77334","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Godoy, J.R.L. et al.","138.0","1999","01","13",NA,"Brasil","São Paulo","Pariquera-açú",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA077334","ESA077334","Baitello, J.B.","2003","01","01","17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:11:50-03","ESALQ","ESA","25773","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Ivanauskas, N.M.","556.0","1995","11","12",NA,"Brasil","São Paulo","Pariquera-açú",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA025773",NA,"Baitello, J.B.","2003","01","01","17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:11:50-03","ESALQ","ESA","104262","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aniba","viridis","Aniba viridis",NA,"Aguiar, O.T.","1091.0","2002","03","14",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA104262","ESA104262","Baitello, J.B.","2002","03","19","27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:11:50-03","ESALQ","ESA","109533","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aniba","viridis","Aniba viridis",NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29216.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109533","ESA109533",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:11:50-03","ESALQ","ESA","128881","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Colletta, G.D.","1254.0","2013","06","19",NA,"Brasil","São Paulo","Ilhabela","Trilha do Bonete, 1km da entrada, sentido bonete","-45.3499984741211","-23.7700004577637",NA,"Árvore, 6,5m, frutos imaturos verdes, cúpula esverdeada","ESA128881",NA,"Brotto, M.L.","2017","02","02","23719","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:11:50-03","ESALQ","ESA","128897","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Colletta, G.D.","1277.0","2013","08","28",NA,"Brasil","São Paulo","Ilhabela","Trilha do Bonete, próximo a ponte antes da porteira","-45.3499984741211","-23.7700004577637",NA,"Árvore, 5m, frutos imaturos verdes","ESA128897",NA,"Brotto, M.L.","2017","02","02","23719","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2015-07-02 14:02:27-03","JBP","HPL","12023","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","O.T. Aguiar","690","2007","05","24",NA,"Brasil","SP","São Miguel Arcanjo","Coletado no Parque Estadual Carlos Botelho, estrada de serviço km 5.","-47.99","-23.87",NA,NA,NA,NA,"J.B. Baitello","2007","06","05","27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2015-07-02 14:02:27-03","JBP","HPL","3820","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis",NA,"H. Lorenzi","1581","1994","06","21",NA,"Brasil","SP","Pariquera-açú","Coletada na Estação do IAC, nas proximidades da plantação de cacau.","-47.88","-24.71",NA,NA,NA,NA,"J.B. Baitello","2007","05","10","17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-25 09:27:02-03","UNICAMP","UEC","72547","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Leitão Filho, HF; et al.","33357","1995","02","10",NA,"Brazil","São Paulo","Pariquera-Açu","Estação do IAC","-48.467372","-25.194656",NA,"Árvore 9m, flores creme, frutos imaturos verdes.; Mata atlântica de planície.","UEC138595","UEC138595","Baitello, JB","2000","04","15",NA,NA,"-48.467372","-25.194656",NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:32:18-03","UNICAMP","UEC","200221","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Padgurschi, MCG; Belinello, R","M1828","2009",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4",NA,"Parcela M - Projeto Biota-FAPESP. Árvore com 13 metros de altura. Frequência da espécie na parcela: n=9","UEC177716",NA,NA,NA,NA,NA,NA,NA,"-45.183333","-23.4","990","1045",NA,NA,NA,NA
"23","2021-03-01 16:32:18-03","UNICAMP","UEC","200495","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Pereira, LS; Belinello, R; Gomes, JAMA","N1508","2007","10","01",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4",NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 1.7 metros de altura. Frequência da espécie na parcela: n=2; Mata Atlântica","UEC158070","UEC158070",NA,"2008",NA,NA,NA,NA,"-45.183333","-23.4","990","1045",NA,NA,NA,NA
"24","2021-03-01 16:32:18-03","UNICAMP","UEC","166733","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Padgurschi, MCG; Tamashiro, JY; Belinello, R","263","2008",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.","-45.068333","-23.325278",NA,"K0298 Árvore, ca. 7,5 m, sem flores ou frutos. Abundância: 5 ind ha-1.","UEC039923","UEC039923","Barbosa, TDM","2009",NA,NA,NA,NA,"-45.068333","-23.325278","1069","1093",NA,NA,NA,NA
"25","2021-03-01 16:32:18-03","UNICAMP","UEC","107466","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Godoy, JRL; Carneiro, PHM; Mendonça, RR","138","1999","01","13",NA,"Brazil","São Paulo","Pariquera-Açu","Parque Estadual do Pariquera - Abaixo, acesso pela parte sul, atravessando o RIo Pariquera Mirim.","-47.885","-24.608333",NA,"Flore e fruto.; Floresta Ombrófila Densa. Floresta altade restinga.","UEC005591","UEC005591","Baitello, JB","2010","02","18",NA,NA,"-47.885","-24.608333",NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:32:18-03","UNICAMP","UEC","115398","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Hanazaki, N; Peroni, N; Mendonça, AP","225","2000","02","15",NA,"Brazil","São Paulo","Cananéia","Agrossolar.","-47.912222","-24.964444",NA,"Árvore. &nf;Nativa.; Floresta Ombrófila Densa das Terras Baixa.&nf;Capoeira.","UEC079966","UEC079966","Baitello, JB","2014","06","11",NA,NA,"-47.912222","-24.964444",NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:32:18-03","UNICAMP","UEC","188923","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Godoy, WR","164","2014","12","13",NA,"Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.994722","-24.070833",NA,"Árvore, 20 m de altura e 22,3 cm de DAP; Floresta Ombrófila Densa","UEC119367","UEC119367",NA,NA,NA,NA,NA,NA,"-47.994722","-24.070833","800","800",NA,NA,NA,NA
"28","2021-03-01 16:32:18-03","UNICAMP","UEC","189082","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Silva, BG","134","2014","01","14",NA,"Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.999722","-24.067778",NA,"Árvore, 5 m de altura e 6,4 cm de DAP; Floresta Ombrófila Densa","UEC119421","UEC119421",NA,NA,NA,NA,NA,NA,"-47.999722","-24.067778","800","800",NA,NA,NA,NA
"29","2021-03-01 16:32:18-03","UNICAMP","UEC","73498","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Assis, MA; et al.","362","1994","08","28",NA,"Brazil","São Paulo","Ubatuba","Trilha da Fazenda Capricórnio em plantação de cacau.","-45.083333","-23.4",NA,"Arvoreta 5m. Receptáculo e frutos verdes.","UEC138596","UEC138596","Baitello, JB","2000","04","15",NA,NA,"-45.083333","-23.4",NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:32:18-03","UNICAMP","UEC","91742","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Ivanauskas, NM","251","1995","07","20",NA,"Brazil","São Paulo","Pariquera-Açu","Estação experimental do Instituto Agronômico.","-47.114722","-24.608333",NA,"Árvore de 6m. Casca externa branca. Frutos imaturos verdes.; Mata atlântica","UEC133000","UEC133000","Baitello, JB","1999","06","19",NA,NA,"-47.114722","-24.608333",NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:32:18-03","UNICAMP","UEC","95691","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Ivanauskas, NM","556","1995","11","12",NA,"Brazil","São Paulo","Pariquera-Açu","Propriedade de Antonio Povinski","-47.876944","-24.675833",NA,"Árvore de 4m. Frutos imaturos verdes.; Mata atlântica","UEC133001","UEC133001","Baitello, JB","1999","06","19",NA,NA,"-47.876944","-24.675833",NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:32:18-03","UNICAMP","UEC","96916","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Ivanauskas, NM; Gomes, A; Filho, SD","935","1996","04","10",NA,"Brazil","São Paulo","Pariquera-Açu","Estação experimental do Instituto Agronômico.","-47.866667","-24.6",NA,"Árvore de 4m. Frutos.; Floresta ombrófila.","UEC132999","UEC132999","Baitello, JB","1999","06","19",NA,NA,"-47.866667","-24.6",NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:32:18-03","UNICAMP","UEC","96921","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Ivanauskas, NM; Gomes, A; Filho, SD","936","1996","03","21",NA,"Brazil","São Paulo","Pariquera-Açu","Estação experimental do Instituto Agronômico.","-47.866667","-24.6",NA,"Árvore de 4m. Frutos.; Floresta ombrófila.","UEC132998","UEC132998","Baitello, JB","1999","06","19",NA,NA,"-47.866667","-24.6",NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:32:18-03","UNICAMP","UEC","80484","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Cardoso-Leite, E; Oliveira, A","261","1993","10","28",NA,"Brazil","Minas Gerais","São Roque","Mata da Câmara.","-47.1125","-23.523889",NA,"12m alt.; Mata mesófila","UEC138589","UEC138589","Baitello, JB","2000","04","15",NA,NA,"-47.1125","-23.523889",NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:32:18-03","UNICAMP","UEC","152874","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Polisel, RT; Ivanauskas, NM; Esteves, RL","863","2008","11","20",NA,"Brazil","São Paulo","Bananal","Estação de Bananal, na estrada para a Unidade (SAD 69, Zona 23K)","-44.3199996948242","-22.6800003051758",NA,"Árvore de 6m. Flores brancas.","UEC005592","UEC005592","Baitello, JB","2008",NA,NA,"26795","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:32:18-03","UNICAMP","UEC","152182","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Polisel, RT; Ivanauskas, NM; Esteves, RL; Souza, D","773","2008","09","04",NA,"Brazil","São Paulo","Bananal","Estação Ecológica de Bananal, na área de estudo fitossociológico.","-44.3199996948242","-22.6800003051758",NA,"Árvore de 5m. Flores brancas. Número 4197 da fitossociologia.&nf;; Floresta Ombrófila Mista. (SAD 69, Zona 23K)","UEC005594","UEC005594","Baitello, JB","2008","09",NA,"26795","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-20 10:16:20-03","UNICAMP","UEC","148891","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Aranha, BA","367","2007","01","10",NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, PArcela J.","-45.0699996948242","-23.4300003051758",NA,NA,"UEC005596","UEC005596","Baitello, JB","2010","10",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:32:18-03","UNICAMP","UEC","67840","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Damasceno Junior, GA; et al.","29291","1993","11","13",NA,"Brazil","São Paulo","Ubatuba","Trilha das Três Lagoas. Picinguaba.","-45.0699996948242","-23.4300003051758",NA,"Árvore, 5m.","UEC138590","UEC138590","Baitello, JB","2000","04","15","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-06 09:56:00-03","UFOP","OUPR","22712","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Filho, W.H.; Ferreira, M.T.M. & Teixeira, R.N.C.","1477","2008","11","12",NA,"Brasil","Minas Gerais","Barão de Cocais","Mina do Baú","-43.4872016906738","-19.94580078125",NA,"Floresta Estacional Semidecidual em estágio avançado de regeneração. Árvore, 17m",NA,NA,"Moraes, P.L.R.","2011","12","12","21378","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-06 09:56:00-03","UFOP","OUPR","22713","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Filho, W.H.; Ferreira, M.T.M. & Teixeira, R.N.C.","1194","2008","11","11",NA,"Brasil","Minas Gerais","Barão de Cocais","Mina do Baú","-43.4872016906738","-19.94580078125",NA,"Floresta Estacional Semidecidual em estágio avançado de regeneração. Árvore, 10m",NA,NA,"Moraes, P.L.R.","2011","12","12","21378","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-06 09:56:00-03","UFOP","OUPR","18119","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Magalhães-Gomes","s.n.","1893","12",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Gambá","-43.5080986022949","-20.2875003814697",NA,"Canga. Arbusto, flores pálidas. Ex Herb. M. Gomes no. 1777",NA,NA,"Moraes, P.L.R.","2011","12","12","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-06 09:56:00-03","UFOP","OUPR","18095","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Magalhães-Gomes, F.M.; Magalhães-Gomes, C.T.","s.n.","1893","12","17",NA,"Brasil","Minas Gerais","Ouro Preto","Gambá","-43.5080986022949","-20.2875003814697",NA,"Arbor, alabastrum luteum",NA,NA,"Moraes, P.L.R.","2011","12","12","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-06 09:56:00-03","UFOP","OUPR","16574","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Badini, J.; Ansaloni, A.","s.n.","1943","01","03",NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,"Mata e campo. Árvore, flores pálidas",NA,NA,"Moraes, P.L.R.","2011","12","12","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-06 09:56:00-03","UFOP","OUPR","10245","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Araújo, A.C.","s.n.","1894","09",NA,NA,"Brasil","Minas Gerais","Rio Novo",NA,"-43.125301361084","-21.4575004577637",NA,"Arbor in sylvis virginis. Ex. Herb. Schwacke 10838",NA,NA,"Moraes, P.L.R.","2011","12","12","14119","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:30:42-03","MBM","MBM","401032","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","1876","2015","02","02","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.712242","-24.854028",NA,"Árvore com 12m de altura; frutos imaturos.; Floresta Ombrófila Densa Montana.","MBM401032","MBM401032","Baitello, J.B.; Brotto, M.L.","2015","12","03",NA,NA,"-48.712242","-24.854028","885","885",NA,NA,NA,NA
"46","2020-12-21 16:30:42-03","MBM","MBM","401033","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Brotto, M.L.; Barboza, E.; Barboza, E.","2105","2015","10","27","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.710944","-24.853472",NA,"Árvore com 5m de altura; botões verde-claro.; Floresta Ombrófila Densa Montana.","MBM401033","MBM401033","Baitello, J.B.; Brotto, M.L.","2015","12","03",NA,NA,"-48.710944","-24.853472","895","895",NA,NA,NA,NA
"47","2020-12-21 16:30:42-03","MBM","MBM","407219","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Moraes, P.L.R.; Rohwer, J.G.; Brotto, M.L.; Rohwer, J.G.; Brotto, M.L.","5398","2016","10","10","Southern America","Brazil","Paraná","Tunas do Paraná","Estrada Pacas ao Parque Estadual das Lauráceas","-48.771944","-24.895",NA,"Árvore 16 m, botões verdes.; Floresta Ombrófila Densa Montana.","MBM407219","MBM407219","Moraes, P.L.R.","2016","10","10",NA,NA,"-48.771944","-24.895","990","990",NA,NA,NA,NA
"48","2020-12-21 16:30:42-03","MBM","MBM","407310","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Brotto, M.L.; Lozano, E.D.; Lozano, E.D.","2358","2016","12","06","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.710556","-24.853611",NA,"Árvore com 12 m de altura; flores amareladas.; Floresta Ombrófila Densa Montana.","MBM407310","MBM407310","Brotto, M.L.","2016","12","13",NA,NA,"-48.710556","-24.853611","896","896",NA,NA,NA,NA
"49","2020-12-21 16:30:42-03","MBM","MBM","407591","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Brotto, M.L.; Lozano, E.D.; Lozano, E.D.","2383","2017","01","18","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.669444","-24.846944",NA,"Árvore com 15 m de altura; flores castanhas.; Floresta Ombrófila Densa Montana.","MBM407591","MBM407591","Brotto, M.L.","2017","01","19",NA,NA,"-48.669444","-24.846944","828","828",NA,NA,NA,NA
"50","2020-12-21 16:30:42-03","MBM","MBM","409927","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","2565","2017","12","06","Southern America","Brazil","Paraná","Adrianópolis","estrada da Berneck a Tatupeba","-48.769444","-24.742778",NA,"Árvore com 23 metros de altura; botões florais e fruto imaturo.; Floresta Ombrófila Densa Submontana.","MBM409927","MBM409927","Brotto, M.L.","2017","12","18",NA,NA,"-48.769444","-24.742778","478","478",NA,NA,NA,NA
"51","2020-12-21 16:30:42-03","MBM","MBM","337712","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Aguiar, O.T.","690","2007","05","24","Southern America","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho, estrada de serviço km 5","-47.9900016784668","-23.8700008392334",NA,"Árvore 8m, frutos","MBM337712","MBM337712","Baitello, J.B.","2007","06","05","27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:30:42-03","MBM","MBM","408325","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Takahasi, A.","269","1996","03","27","Southern America","Brazil","São Paulo","Ubatuba","Picinguaba, trilha do Corisco","-45.0699996948242","-23.4300003051758",NA,"Árvore, frutos imaturos, cheiro mentolado nos ramos.; Mata de encosta, às margens do Rio da Fazenda.","MBM408325","MBM408325","Brotto, M.L.","2017","03","09","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
