"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","individualCount","relatedCatalogItem"
"105","2021-03-04 15:43:52-03","IF","SPSF","34923","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis",NA,"J.B.Baitello","1696","2002","03","20","América do Sul","Brasil","SP","Ilhabela","Parque Estadual da Serra do Mar","-45.3499984741211","-23.7700004577637",NA,"COLETA: XLS: SPSFNovo; Arvore 15m, frutos; GEOGRAFIA: estrada para Castelhanos, mata densa&nf;;",NA,NA,"J.B.Baitello","2005","07","18","23719","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"106","2021-03-04 15:43:52-03","IF","SPSF","34924","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis",NA,"J.B.Baitello","1697","2002","10","10","América do Sul","Brasil","SP","Ilhabela","Parque Estadual da Serra do Mar","-45.3499984741211","-23.7700004577637",NA,"COLETA: XLS: SPSFNovo; Árvore 10m, flores creme; GEOGRAFIA: estrada para Castelhanos, margem do caminho&nf;;",NA,NA,"J.B.Baitello","2005","07","18","23719","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"107","2021-03-04 15:43:52-03","IF","SPSF","47458","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis","Mez","G.D.Colletta & A.G.Aguirre & J.Teixeira","1277","2013","08","28","América do Sul","Brasil","SP","Ilhabela","Trilha do Bonete","-45.3499984741211","-23.7700004577637",NA,"COLETA: Árvore com 5m de altura, frutos imaturos verdes.; GEOGRAFIA: Próximo à ponte antes da porteira. &nf;Floresta Ombrófila Densa.;",NA,NA,"J.B.Baitello","2014","07","17","23719","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"108","2021-03-04 15:43:52-03","IF","SPSF","47354","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis","Mez","G.D.Colletta & A.G.Aguirre & J.Teixeira","1254","2013","06","19","América do Sul","Brasil","SP","Ilhabela","Trilha do Bonete","-45.3499984741211","-23.7700004577637",NA,"COLETA: Árvore com 6,5m de altura. Frutos imaturos verdes. Cúpula esverdeada.; GEOGRAFIA: 1km da entrada, sentido Bonete. Floresta Ombrófila Densa.;",NA,NA,"J.B.Baitello","2014","03","12","23719","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"109","2021-03-04 15:43:52-03","IF","SPSF","23719","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis",NA,"S.C.P.M.Souza & E.Carrolo",NA,"1999","02","04","América do Sul","Brasil","SP","Juquitiba","P.E.Jurupara","-47.060001373291","-23.9300003051758",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: sitio Ponderosa, mata aberta&nf;;",NA,NA,NA,NA,NA,NA,"24559","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"110","2021-03-04 15:43:52-03","IF","SPSF","23466","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis",NA,"N.M.Ivanauskas","935","1996","04","10","América do Sul","Brasil","SP","Pariquera-Açú","Estação Experimental do Instituto Agronomico","-47.8800010681152","-24.7099990844727",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta ombrofila&nf;;",NA,NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"111","2021-03-04 15:43:52-03","IF","SPSF","38389","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis","Mez","H.Lorenzi","1581","1994","06","21","América do Sul","Brasil","SP","Pariquera-Açú","Estação Experimental do Instituto Agronômico de Campinas","-47.8800010681152","-24.7099990844727",NA,"COLETA: Árvore 12-14m, frutos roxos; GEOGRAFIA: proximidades de plantação de cacau.;",NA,NA,"J.B.Baitello","2007","05","10","17990","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"112","2021-03-04 15:43:52-03","IF","SPSF","23742","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis",NA,"J.R.L.Godoy & P.H.M.Carneiro & C.R.Silva","138","1999","01","13","América do Sul","Brasil","SP","Pariquera-Açú","Parque Ecológico Pariquera Abaixo PEPA","-47.8800010681152","-24.7099990844727",NA,"COLETA: XLS: SPSFAntigo&nf;Floresta Ombrófila Densa; GEOGRAFIA: floresta alta de restinga&nf;;",NA,NA,"J.B.Baitello","1999","09","30","17990","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"113","2021-03-04 15:43:52-03","IF","SPSF","25128","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis",NA,"J.R.L.Godoy","138","1999","01","13","América do Sul","Brasil","SP","Pariquera-Açú","Parque Ecológico Pariquera Abaixo PEPA","-47.8800010681152","-24.7099990844727",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta Ombrofila densa, alta de restinga&nf;;",NA,NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"114","2021-03-04 15:43:52-03","IF","SPSF","38188","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis","Mez","O. T. Aguiar","690","2007","05","24","América do Sul","Brasil","SP","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,"COLETA: Árvore 8m, frutos; GEOGRAFIA: Estrada de serviço, km5.;",NA,NA,"J.B.Baitello","2007","06","05","27904","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"115","2021-03-04 15:43:52-03","IF","SPSF","19995","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis","Mez","P.C.Lobo","29279","1993","11","11","América do Sul","Brasil","SP","Ubatuba","Estrada do Poruba","-45.0699996948242","-23.4300003051758",NA,"COLETA: Árvore de 6m de altura.;",NA,NA,"J.B.Baitello","2000","04","15","34265","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"116","2021-03-04 15:43:52-03","IF","SPSF","23449","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis",NA,"M.A.Assis","76","1993","01","12","América do Sul","Brasil","SP","Ubatuba","P.E.Serra do Mar, Núcleo Picinguaba","-45.0699996948242","-23.4300003051758",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"117","2021-03-04 15:43:52-03","IF","SPSF","25952","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis",NA,"M.A.Assis & P.H.Ruffino","153","1993","09","30","América do Sul","Brasil","SP","Ubatuba","P.E.Serra do Mar, Núcleo Picinguaba","-45.0699996948242","-23.4300003051758",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: margem de estrada&nf;;",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"118","2021-03-04 15:43:52-03","IF","SPSF","32327","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis",NA,"R.Romero","290","1991","05","09","América do Sul","Brasil","SP","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"119","2021-03-04 15:43:52-03","IF","SPSF","14740","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis","Mez","F.C.P.Garcia","304","1988","12","04","América do Sul","Brasil","SP","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,"COLETA: Árvore com 6m de altura. Flores verdes (amarelas quando maduras); GEOGRAFIA: trilha do Morro do Corsário&nf;;",NA,NA,"J.B.Baitello","2000","04","15","34265","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"120","2021-03-04 15:43:52-03","IF","SPSF","14730","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis","Mez","R.Costa","48","1988","05","07","América do Sul","Brasil","SP","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,"COLETA: Arvoreta de 6m de altura, caule com cheiro de canela. Frutos verdes com cálice verde; GEOGRAFIA: Trilha para o Mangue;",NA,NA,"J.B.Baitello","2000","04","15","34265","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"121","2021-03-04 15:43:52-03","IF","SPSF","14726","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis","Mez","F.C.P.Garcia","236","1988","12","03","América do Sul","Brasil","SP","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,"COLETA: Árvore, 5m de altura. Botões verdes, flores amarelas, frutos verdes; GEOGRAFIA: Estrada da casa da Farinha;",NA,NA,"J.B.Baitello","2000","04","15","34265","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"122","2019-11-21 10:07:18-03","IBt","SP","291481","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Leitão Filho, HF","33357","1995","02","10",NA,"Brasil","São Paulo","Pariquera-Açu","Estação do IAC","-47.885","-24.608333",NA,NA,"SP054764","SP054764","Baitello, JB","2003",NA,NA,NA,NA,"-47.885","-24.608333",NA,NA,NA,NA,NA,NA
"123","2019-11-21 10:07:18-03","IBt","SP","291482","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Sakai, L; et al.","32701","1995","02","09",NA,"Brasil","São Paulo","Eldorado","Caverna do Diabo","-48.391958","-24.646414",NA,NA,"SP054763","SP054763","Baitello, JB","2003",NA,NA,NA,NA,"-48.391958","-24.646414",NA,NA,NA,NA,NA,NA
"124","2019-11-21 10:07:18-03","IBt","SP","299373A","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Ivanauskas, NM","556","1995","11","12",NA,"Brasil","São Paulo","Pariquera-Açu","Propriedade de Antônio Povinski","-47.876944","-24.675833",NA,NA,"SP054767","SP054767","Baitello, JB","1999","07","30",NA,NA,"-47.876944","-24.675833",NA,NA,NA,NA,NA,NA
"125","2019-11-21 10:07:18-03","IBt","SP","338243","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Sampaio, PSP; Martins, SE; Magenta, MAG","238","1999","04","15",NA,"Brasil","São Paulo","Bertioga","Guaratuba, Fazenda Três Marias, estrada da captação","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"Baitello, JB","1999","09","28","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-11-21 10:07:18-03","IBt","SP","334765","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Sampaio, PSP; Martins, SE; Anunciação, EA; Lima, ES","185","1999","01","19",NA,"Brasil","São Paulo","Bertioga","Praia do Itaguaré","-46.138599395752","-23.8544006347656",NA,NA,"SP054769",NA,"Baitello, JB","1999","09","28","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-11-21 10:07:18-03","IBt","SP","338242","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Magenta, MAG; Sampaio, PSP","172","1999","05","27",NA,"Brasil","São Paulo","Bertioga","Praia do Itaguaré","-46.138599395752","-23.8544006347656",NA,NA,"SP054765","SP054765","Baitello, JB","1999","09","28","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-21 10:07:18-03","IBt","SP","338241","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Sampaio, PSP; Martins, SE; Magenta, MAG; Boldrin, AHL; Monteiro, ACS","273","1999","05","06",NA,"Brasil","São Paulo","Bertioga","Praia do Itaguaré","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"Baitello, JB","1999","09","28","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-21 10:07:18-03","IBt","SP","338240","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Magenta, MAG; Sampaio, PSP; Martins, SE; Góes, CP; Monteiro, AC","134","1999","04","29",NA,"Brasil","São Paulo","Bertioga","São Lourenço, Rod. SP-55, Km 211,5. Fazenda da Família Pinto","-46.138599395752","-23.8544006347656",NA,NA,"SP054766","SP054766","Baitello, JB","1999","09","28","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-21 10:07:18-03","IBt","SP","334764","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Martins, SE; Sampaio, PSP; Lima, ES","395","1999","03","11",NA,"Brasil","São Paulo","Bertioga","São Lourenço, Rod. SP-55, Km 211,5. Fazenda da Família Pinto","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"Baitello, JB","1999","09","28","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-21 10:07:18-03","IBt","SP","268539","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Anunciação, EA; Cordeiro, I","473","1994","04","13",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, mata pluvial sobre encosta junto ao Rio Verde, trilha da Figueira","-47.5499992370605","-24.7000007629395",NA,"Árvore ca. 15,0m alt., frutos imaturos verdes",NA,NA,"Baitello, JB","2003",NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-21 10:07:18-03","IBt","SP","247864","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Gomes da Silva, SJ; et al.","139","1990","12","13",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, mata próximo ao alojamento","-47.5499992370605","-24.7000007629395",NA,"Árvore do dossel, ca. 15,0m alt., DAP 25cm., flores glaucas tornando-se amarelas",NA,NA,"Baitello, JB","2003",NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-21 10:07:18-03","IBt","SP","247903","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Gomes da Silva, SJ; et al.","159","1990","12","16",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha do Imperador","-47.5499992370605","-24.7000007629395",NA,"Árvore 5,0m alt., flores e inflorescências creme alaranjadas, frutos imaturos verdes",NA,NA,"Baitello, JB","2003",NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-21 10:07:18-03","IBt","SP","272201","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Nicolau, SA; et al.","623","1993","07","22",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Trilha da Figueira","-47.5499992370605","-24.7000007629395",NA,"Árvore inclinada ca. 10,0m alt., 30cm DAP, ramulos jovens ferrugíneos, casca fina lenticeladas, lenho amarelo acastanhado, frutos verdes, cupula internamente avermelhada, externarmente amarelo avermelhada",NA,NA,"Baitello, JB","2003",NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-11-21 10:07:18-03","IBt","SP","248348","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Costa, MP; et al.","8","1990","12","13",NA,"Brasil","São Paulo","Iguape","Reserva Ecológica Juréia-Itatins, Restinga próxima à foz do Rio Verde","-47.5499992370605","-24.7000007629395",NA,"Árvore do dossel, ca. 20m alt., DAP 50cm, ramos jovens, indumento ocráceo, frutos imaturos verdes, flores glaucas amarelas","SP054768","SP054768","Baitello, JB","2003",NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-11-21 10:07:18-03","IBt","SP","490557","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Petri, L; Biasoli, SM","697","2016","06","30",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Aragaki, S; Petri, L","2016","12","19","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-02-04 09:01:45-03","IBt","SP","291779","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Damasceno Jr, GA","29291","1993","11","13",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-02-04 09:01:45-03","IBt","SP","291762","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Assis, MA","362","1994","08","28",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-11-21 10:07:18-03","IBt","SP","291480","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Lobo, PC; et al.","29279","1993","11","11",NA,"Brasil","São Paulo","Ubatuba","Estrada do Poruba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Baitello, JB","2003",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
