"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","stateProvince","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","fieldNumber","individualCount"
"11","2020-11-04 11:01:41-03","ESALQ","ESA","52363","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana",NA,"Fernandes, A.C.",NA,NA,NA,"Scaramuzza, C.A.M. et al.","1993","06","24","Brasil","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA052363","ESA052363","Magnoliophyta",NA,"958.0",NA,"São Paulo",NA,NA,"27729","auto",NA,NA,NA
"12","2020-11-04 11:01:41-03","ESALQ","ESA","50140","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana",NA,"Fernandes, A.C.",NA,NA,NA,"Scaramuzza, C.A.M. et al.","1993","04","24","Brasil","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA050140","ESA050140","Magnoliophyta",NA,"1062.0",NA,"São Paulo",NA,NA,"27729","auto",NA,NA,NA
"13","2020-11-04 11:01:41-03","ESALQ","ESA","50141","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana",NA,"Fernandes, A.C.",NA,NA,NA,"Scaramuzza, C.A.M. et al.","1993","04","24","Brasil","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA050141","ESA050141","Magnoliophyta",NA,"1076.0",NA,"São Paulo",NA,NA,"27729","auto",NA,NA,NA
"14","2020-11-04 11:01:41-03","ESALQ","ESA","50077","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana",NA,"Fernandes, A.C.",NA,NA,NA,"Scaramuzza, C.A.M. et al.","1993","04","22","Brasil","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA050077","ESA050077","Magnoliophyta",NA,"1051.0",NA,"São Paulo",NA,NA,"27729","auto",NA,NA,NA
"15","2020-11-04 11:01:41-03","ESALQ","ESA","50139","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana",NA,"Fernandes, A.C.",NA,NA,NA,"Scaramuzza, C.A.M. et al.","1993","04","24","Brasil","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA050139","ESA050139","Magnoliophyta",NA,"1067.0",NA,"São Paulo",NA,NA,"27729","auto",NA,NA,NA
"16","2020-11-04 11:01:41-03","ESALQ","ESA","50167","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana",NA,"Fernandes, A.C.",NA,NA,NA,"Scaramuzza, C.A.M. et al.","1993","05","19","Brasil","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA050167","ESA050167","Magnoliophyta",NA,"1100.0",NA,"São Paulo",NA,NA,"27729","auto",NA,NA,NA
"17","2020-11-04 11:01:41-03","ESALQ","ESA","50165","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana",NA,"Fernandes, A.C.",NA,NA,NA,"Scaramuzza, C.A.M. et al.","1993","05","20","Brasil","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA050165","ESA050165","Magnoliophyta",NA,"1103.0",NA,"São Paulo",NA,NA,"27729","auto",NA,NA,NA
"18","2020-11-04 11:01:41-03","ESALQ","ESA","55345","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Loeuille, B.",NA,NA,NA,"Sanches, J.H.","2007","04","03","Brasil","Urupema","Fazenda Farofa, trilha do pasto sujo atrás da sede. Floresta Ombrófila Mista","-49.8731002807617","-27.9528007507324",NA,NA,"1423","1423","ESA055345","ESA055345","Magnoliophyta",NA,"3.0",NA,"Santa Catarina",NA,"Erva, 70 cm de altura. Flores brancas.","23096","auto",NA,NA,NA
"19","2021-03-24 17:08:41-03","UFES","SAMES","7337","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Sobral,M.","2009","07","17","Verdi,M.; Hasckel,R.P.;Klemz,G.","2009","09","01","Brasil","Urubici","Campo dos Padres","-49.5917015075684","-28.0149993896484","-494122222.0","-279922222.0","1482","1482","SAMES07337",NA,NA,NA,"1934",NA,"Santa Catarina",NA,"Flores brancas Habitat: Floresta Ombrófila Mista Habito: Arbusto","30102","auto",NA,NA,NA
"20","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0020772","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. ex Arn.) R.M.King & H.Rob.","H. Robinson",NA,NA,NA,"G. Hatschbach; O. S. Ribas","1988","2","24","Brazil",NA,"Col. Sao Judas Tadeu (mun. Guarapuava).","-51.45","-25.3833",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Asterales","51898",NA,"Paraná",NA,"Arbusto 1.50 m, capitulos alvos. Alforamentos (lageados) de rochas levemente umido.",NA,NA,NA,NA,NA
"21","2019-11-27 13:46:17-03","UFS","ASE","41234","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Christ, AL","2017","03","24","Gonzatti, F","2017","02","04","Brasil","São Marcos","BR-116. Cerca de 5 km antes da chegada à São Marcos. Sobre solo pedregoso em bordo de estrada.","-51.068","-28.971","-51.068","-28.971",NA,NA,"ASE0042743",NA,"Magnoliophyta",NA,"3399","Southern America","Rio Grande do Sul",NA,"Arbusto ramoso. Capítulos alvos.",NA,NA,NA,NA,NA
"22","2019-08-20 10:05:44-03","UNICAMP","UEC","129771","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.",NA,NA,NA,NA,"Prado, P; Lewinsohn, TM; Macedo, A","1995","04","12","Brazil","Cambará do Sul","Aparados da Rocinha.","-49.954722","-28.809444","-49.954722","-28.809444",NA,NA,"UEC123152","UEC123152","Magnoliopsida",NA,"PIC95182",NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA
"23","2019-08-20 10:05:44-03","UNICAMP","UEC","129772","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.",NA,NA,NA,NA,"Prado, P; Lewinsohn, TM; Macedo, A","1995","04","18","Brazil","Mafra","Estrada para Barracas.","-49.859722","-26.827778","-49.859722","-26.827778",NA,NA,"UEC123153","UEC123153","Magnoliopsida",NA,"PIC95271",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:24:22-03","UNICAMP","UEC","175753","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Loeuille, BFP","2007","05",NA,"Coelho, RLG; Delfini-Feliciano, C; Pinho-Ferreira, MA; Shimizu, GH; et al.","2007","04","08","Brazil","Urupema","Fazenda Farofa. Trilha da Fazenda do Mário até o campo de altitude.","-49.879722","-27.919722","-49.879722","-27.919722","1426","1426","UEC123151","UEC123151","Magnoliopsida",NA,"ESA55217",NA,"Santa Catarina",NA,"Erva. Flores brancas.; Vegetação secundário de Floresta Ombrófila Mista.",NA,NA,NA,NA,NA
"25","2021-03-01 16:24:22-03","UNICAMP","UEC","202202","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.",NA,NA,NA,NA,"Dematteis, M; Ferrucci, MS; Sosa, MM","2005","03","19","Argentina","Mburucuya","arque Nacional Mburucuyá.","-58.182778","-27.990833","-58.182778","-27.990833",NA,NA,"UEC170800","UEC170800","Magnoliopsida",NA,"1895",NA,"Corrientes",NA,"Erecta o apoyante. Flores rosadas.; En palmar de Buitia Yatay, suelo arenoso.",NA,NA,NA,NA,NA
"26","2021-03-01 16:24:22-03","UNICAMP","UEC","93717","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Loeuille, BFP","2007","05",NA,"Sanches, JH; Onofre, FF; Dechoum, MS; Rodrigues Junior, LRN; et al.","2007","04","03","Brazil","Urupema","Fazenda Farofa, trilha do pasto sujo atrás da sede.","-49.879167","-27.916667","-49.879167","-27.916667","1423","1423","UEC017163","UEC017163","Magnoliopsida",NA,"ESA55345",NA,"Santa Catarina",NA,"Erva, 70 cm de altura. Flores brancas.; Floresta Ombrófila Mista.",NA,NA,NA,NA,NA
"27","2021-03-01 16:24:22-03","UNICAMP","UEC","81496","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Esteves, RL","2002","04","26","Jarenkow, JA","1987","03","05","Brazil","Capão do Leão","Horto Botânico Teodoro Luis.","-52.4838981628418","-31.7632999420166",NA,NA,NA,NA,"UEC123155","UEC123155","Magnoliopsida",NA,"9803",NA,"Rio Grande do Sul",NA,"Erva; capítulos brancos.; Em borda de mata, solo arenoso.","28605","auto",NA,NA,NA
"28","2021-03-01 16:24:22-03","UNICAMP","UEC","55101","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Esteves, RL","2002","07","12","Bueno, OL","1980","03","19","Brazil","Viamão","Morro da Grota. Caminho para a ponta de Itapoã.","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"UEC123154","UEC123154","Magnoliopsida",NA,"11264",NA,"Rio Grande do Sul",NA,"Subarbusto, flor branca, numeroso e disperso.; Encontrado em campo sujo e em beira de estrada.","41667","auto",NA,NA,NA
"29","2019-11-05 16:44:50-03","UFOP","OUPR","18531","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Fernandes, A.C.","2014","03",NA,"Badini, J.","1975","04","12","Brasil","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"Minas Gerais",NA,"Brejo. Subarbusto. Flores pálidas","16960","auto",NA,NA,NA
"30","2019-11-05 16:44:50-03","UFOP","OUPR","18529","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Fernandes, A.C.","2014","03",NA,"Badini, J.","1975","04","14","Brasil","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"Minas Gerais",NA,NA,"16960","auto",NA,NA,NA
"31","2019-11-05 16:44:50-03","UFOP","OUPR","18533","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Fernandes, A.C.","2014","03",NA,"Badini, J.","1973","09",NA,"Brasil","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"Minas Gerais",NA,"Brejo. Subarbusto. Flores brancas","16300","auto",NA,NA,NA
"32","2019-11-05 16:44:50-03","UFOP","OUPR","18528","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Fernandes, A.C.","2014","03",NA,"Lisboa, M.A.","1972","04","09","Brasil","Mariana","Entre Bento Rodrigues e Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"Minas Gerais",NA,NA,"33524","auto",NA,NA,NA
"33","2019-11-05 16:44:50-03","UFOP","OUPR","18530","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Fernandes, A.C.","2014","03",NA,"Badini, J.","1972","04","01","Brasil","Ouro Preto","Taquaral","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"Minas Gerais",NA,"Brejo. Subarbusto. Flores brancas","44599","auto",NA,NA,NA
"34","2019-11-05 16:44:50-03","UFOP","OUPR","18532","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Fernandes, A.C.","2014","03",NA,"Lisboa","1975","04","25","Brasil","Ponte Nova","Usina da Brecha","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"Minas Gerais",NA,NA,"16921","auto",NA,NA,NA
"35","2019-11-05 16:44:50-03","UFOP","OUPR","19541","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Fernandes, A.C.","2014","03",NA,"Badini, J.","1973","05","11","Brasil","Ponte Nova","Usina da Brecha","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"Minas Gerais",NA,"Brejo. Subarbusto. Flores amareladas","16921","auto",NA,NA,NA
"36","2020-12-04 13:18:57-03","UDESC","LUSC","8814","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Stupp, P.","2016","04","11","Silva, K.M.","2011","01","22","Brasil","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"LUSC001688","LUSC001688",NA,NA,NA,NA,"Santa Catarina",NA,NA,"70701","auto",NA,NA,NA
"37","2019-01-17 11:24:29-02","PUCRS","MPUC","21450","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","C.L. Cristóbal",NA,NA,NA,NA,"1949","03","18","Brasil","Montenegro","Linha São Pedro","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,NA,NA,NA,"Asterales",NA,"South America","RS",NA,NA,"21601","auto","Magnoliopsida","3734","1"
"38","2020-10-14 09:59:09-03","FURB","FURB","13249","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Sobral, M","2009","07","17","Verdi, M.; Hasckel, R.P. & Klemz, G.","2009","04","03","Brasil","Urubici","Campo dos Padres.","-49.4122222","-27.9922222","-49.4122222","-27.9922222","1482","1482","FURB17825","FURB17825",NA,NA,"1934",NA,"Santa Catarina",NA,"Florística IFFSC 192(Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio Avançado; campo Habito: arbusto; flor branca",NA,NA,NA,NA,NA
"39","2020-10-14 09:59:09-03","FURB","FURB","28429","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Oliveira, AA de","2010","10","15","Vieira, F.C.S.; Carvalho, R.V. & Tomporowski, H.","2010","04","21","Brasil","Joinville","Serra Quimada.","-49.05","-26.1016667","-49.0500000","-26.1016667","1150","1150","FURB00807","FURB00807",NA,NA,"2164",NA,"Santa Catarina",NA,"Florística IFFSC 1065a",NA,NA,NA,NA,NA
"40","2020-10-14 09:59:09-03","FURB","FURB","29780","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Sobral, M","2010","08","15","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","04","06","Brasil","Angelina","Linha do Chaves.","-48.96","-27.54","-48.9600000","-27.5400000","718","718","FURB17818","FURB17818",NA,NA,"2375",NA,"Santa Catarina",NA,"Florística IFFSC 349 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; pastagem Habito: arbusto; flor branca",NA,NA,NA,NA,NA
"41","2020-10-14 09:59:09-03","FURB","FURB","34105","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Oliveira, AA de","2011","03","09","Korte, A.","2011","02","17","Brasil","Rio Negrinho","Rio do Salto.","-49.5002778","-26.2802778","-49.5002778","-26.2802778","860","860","FURB17819","FURB17819",NA,NA,"5969",NA,"Santa Catarina",NA,"Florística IFFSC 1021 (Arbusto) Habitat: Floresta Ombrófila Mista; Estágio Médio Habito: arbusto; flor branca",NA,NA,NA,NA,NA
"42","2020-10-14 09:59:09-03","FURB","FURB","34687","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Oliveira, AA de","2011","05","18","Korte, A.","2011","04","13","Brasil","Água Doce","Jesuíno Mendes.","-51.66","-26.64","-51.6600000","-26.6400000","1244","1244","FURB17816","FURB17816",NA,NA,"6581",NA,"Santa Catarina",NA,"Florística IFFSC 835 (Arbusto) Habitat: FOM / Campos naturais; Habito: arbusto; flor branca",NA,NA,NA,NA,NA
"43","2020-10-14 09:59:09-03","FURB","FURB","34775","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Oliveira, AA de","2011","05","18","Korte, A.","2011","04","13","Brasil","Ponte Serrada","Campina do Paulista.","-51.84","-26.82","-51.8400000","-26.8200000","1075","1075","FURB17817","FURB17817",NA,NA,"6567",NA,"Santa Catarina",NA,"Florística IFFSC 719 (Arbusto) Habitat: Floresta Ombrófila Mista; Habito: arbusto;",NA,NA,NA,NA,NA
"44","2020-10-14 09:59:09-03","FURB","FURB","35462","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Hattori, EKO","2012","03","05","Korte, A.","2011","03","16","Brasil","Bom Retiro","Negrinha.","-49.68","-27.72","-49.6800000","-27.7200000","880","880","FURB17820","FURB17820",NA,NA,"5368",NA,"Santa Catarina",NA,"Florística IFFSC 276 (Arbusto) Habitat: Floresta Ombrófila Mista; Estágio Inicial Habito: arbusto apoiante; flor branca",NA,NA,NA,NA,NA
"45","2020-10-14 09:59:09-03","FURB","FURB","38332","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Sobral, M","2015","07","10","Kemmelmeier, K.; Stürmer, S.L.","2012","03","28","Brasil","Urupema","Interior de Urupema / Rio Rufino (SC).","-49.8369444","-27.9633333","-49.8369444","-27.9633333","1470","1470","FURB17813","FURB17813",NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA
"46","2020-10-14 09:59:09-03","FURB","FURB","5634","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Hattori, EKO","2012","03","05","Gasper, A.L. de; Sevegnani, L.","2007","03","30","Brasil","São Bento do Sul","CEPA.","-49.3072222","-26.3236111","-49.3072222","-26.3236111","640","640","FURB17821","FURB17821",NA,NA,"82",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA
"47","2020-10-14 09:59:09-03","FURB","FURB","9921","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Sobral, M","2008","07","01","Verdi, M.; Carneiro, F.E.","2008","05","06","Brasil","Otacílio Costa","Fundo do Campo / Vila dos Baianos / Fazenda Gugelmin.","-49.9505556","-27.6308334","-49.9505556","-27.6308334","863","863","FURB17823","FURB17823",NA,NA,"657",NA,"Santa Catarina",NA,"Herbácea IFFSC 304/L/1 Habitat: Estágio médio de regeneração Habito: flor branca",NA,NA,NA,NA,NA
"48","2020-10-14 09:59:09-03","FURB","FURB","62981","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Christ, A. L.","2017","03","24","Gonzatti, F.","2017","02","04","Brasil","São Marcos","Br 116, ca. De 5 km antes da chegada São Marcos.","-51.0680999755859","-28.9710998535156",NA,NA,NA,NA,"FURB62981","FURB62981",NA,NA,"3399",NA,"Rio Grande do Sul",NA,"capítulos alvos, em bordo de estrada Habitat: solo pedregoso Habito: arbusto ramoso","15120","auto",NA,NA,NA
