"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","order","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","scientificNameAuthorship","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount"
"222","2020-12-20 21:19:22-03","UFV","VIC","018210","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","incanescens","Dictyoloma incanescens","Ana Luiza","s.n.","1995","08","16",NA,"Brasil",NA,NA,"Altura de 13 m, P 6 n°110","VIC018210","Bahia",NA,NA,NA,"FLONA Rio Preto",NA,NA,NA,NA,"DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2020-12-20 21:19:22-03","UFV","VIC","008672","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","incanescens","Dictyoloma incanescens","Garcia, M.V.B.","s.n.","1984","04","28",NA,"Brasil",NA,NA,"Árvore de cerca de 4,5 m, folhas compostas inflorescências terminais de flores amarelas claras,5 pétalas.","VIC008672","Minas Gerais",NA,NA,"Guaraciaba","Posse","-43.0074996948242","-20.57080078125",NA,NA,"DC",NA,NA,"16300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-12-20 21:19:22-03","UFV","VIC","000803","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","incanescens","Dictyoloma incanescens","Mexia, Y.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"VIC000803","Minas Gerais",NA,NA,"Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,"DC",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-12-20 21:19:22-03","UFV","VIC","033707","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","incanescens","Dictyoloma incanescens","Valente, G.E.","2134","2008","04","02",NA,"Brasil",NA,NA,"Planta de cerca de 3 m, em beira de estrada, próximo a Fazenda dos cavalos a cerca de 200 m do trevo de acesso a São João do Triunfo( Fundão). Inflorescência termial grande composta de muitas flores pequeninas verdolengas. Visitada por","VIC033707","Minas Gerais",NA,NA,"Viçosa","campu da UFV-Estrada para Fazenda dos cavalos(Zoot","-42.8819007873535","-20.7539005279541",NA,NA,"DC",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-12-20 21:19:22-03","UFV","VIC","000762","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","incanescens","Dictyoloma incanescens","Mexia, Y.","s.n.","1930","04","22",NA,"Brasil",NA,NA,"Tree 9 m,high, with slender,smooth, gray trunk; greenish -white flower,leves and bark give a black dye;wood has strong odor;used for firewood.Common. Brauninho.","VIC000762","Minas Gerais",NA,NA,"Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,"DC",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-12-20 21:19:22-03","UFV","VIC","002280","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","incanescens","Dictyoloma incanescens","Kulhmann","s.n.","1935","07","08",NA,"Brasil",NA,NA,NA,"VIC002280","Minas Gerais",NA,NA,"Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,"DC",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-12-20 21:19:22-03","UFV","VIC","36251","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Siqueira, L.C. de; et al.","559","2006","12","21",NA,"Brasil",NA,NA,"Árvore, c.a. de 11 metros de altura; presença de fruto seco.","VIC036251","Minas Gerais",NA,NA,"Araponga","Comunidade Córrego dos Lanas, Fragmento da Senhora Lourdes Severina Costa. Entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,"VIC036251","A.H.L. Juss.",NA,"Siqueira, L.C. de","16385","auto",NA,NA,"2007","05","18",NA,NA,NA,NA,NA
"229","2020-12-20 21:19:22-03","UFV","VIC","36914","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Siqueira, L.C. de; et al.","573","2007","03","30",NA,"Brasil",NA,NA,"Árvore, c.a. de 13 metros de altura; presença de flores branco-esverdeadas, aromáticas.","VIC036914","Minas Gerais",NA,NA,"Araponga","Comunidade Córrego dos Lanas, Fragmento da Senhora Lourdes Severina Costa. Entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,"VIC036914","A.H.L. Juss.",NA,"Siqueira, L.C. de","16385","auto",NA,NA,"2007","05","18",NA,NA,NA,NA,NA
"230","2020-12-20 21:19:22-03","UFV","VIC","019086","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","de Paula, C.C.","728","2003","03","30",NA,"Brasil",NA,NA,"Terrestre, floresta de galera, árvore de cerca de 6 m, freguência de 1 individuo em raio de cerca de 5 m, folhas com a face adaxial verde escura e abaxial verde clara, inflorescência com centenas de flores, flores se organizam em senti","VIC019086","Minas Gerais",NA,NA,"Ouro Branco","Serra de Ouro Branco - Área 3","-43.6918983459473","-20.5207996368408",NA,"VIC019086","A.H.L. Juss.",NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-12-20 21:19:22-03","UFV","VIC","023441","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Bortoluzzi","663","1999","05","21",NA,"Brasil",NA,NA,"Árvore de ca de 4 m de altura, flores creme esverdeadas e anteras amarelas.","VIC023441","Minas Gerais",NA,NA,"Marliéria","PERD","-42.7322006225586","-19.7122001647949",NA,"VIC023441","A.H.L. Juss.",NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2021-03-24 17:09:56-03","UFES","SAMES","9167","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Ribeiro, M.; Rozario, E.M.","1510","2019","07","26",NA,"Brasil",NA,NA,"10 m alt., folhas: verde-escuras (adaxial), verde-alvacente (abaxial). Indumento alvacento. Raques castanha, pedicelo verde-acastanhado, botões verdes, corola verde-amarelada, filetes brancos e anteras castanhas. Frutos imaturos verde","SAMES09167","Bahia",NA,NA,"Mucuri","Floresta Alta em regeneração. Área ensolarada imediatamente lado da estrada. Reserva Biológica de Córrego Grande","-39.5508003234863","-18.0863990783691","65",NA,"A.Juss.","65","Ribeiro, M.","78440","auto","-398094444.0","-182433333.0","2019","11","11",NA,NA,NA,NA,NA
"233","2021-03-24 17:09:56-03","UFES","SAMES","5138","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Ribeiro,M.; Oliveira,I.R.;Broggio,I.S.","268","2010","09","18",NA,"Brasil",NA,NA,"fruto verde. Habito: Árvore","SAMES05138","Espírito Santo",NA,NA,"Pinheiros","Reserva Biológica Córrego do Veado. Estrada a esquerda da sede da Rebio, Floresta Atlântica de Tabuleiro.","-40.2132987976074","-18.3703002929688",NA,NA,"A.Juss.",NA,"Giaretta,A.","28525","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2021-03-24 17:09:56-03","UFES","SAMES","6215","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Oliveira,L.C.; Menezes,L.F.T.;Pereira,O.J.;Scheidegger,A.F.A.","1","2016","06","20",NA,"Brasil",NA,NA,"Flores verdes claras Habito: Árvore","SAMES06215","Espírito Santo",NA,NA,"São Mateus","Bairro Pedra D#?#água","-39.8588981628418","-18.716100692749",NA,NA,"A.Juss.",NA,NA,"56510","auto","-398047222.0","-187430555.0",NA,NA,NA,NA,NA,NA,NA,NA
"235","2019-11-21 14:44:40-03","UFJF","CESJ","43694","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruviana","Dictyoloma peruviana","Seijo, JG; Solis Neffa; V.G.","3197","2004","04","04","América do Sul","Bolivia",NA,NA,"Arbol de flores blancas. Abundante.","CESJ043694","Santa Cruz","Angiosperma",NA,"Ñuflo de Chavez","12 Km NW de San Ramón.",NA,NA,NA,NA,"Planch.",NA,"A. Schinini",NA,NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA
"236","2019-11-21 14:44:40-03","UFJF","CESJ","66194","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L. Menini Neto; S.G. Furtado","1293","2015","04","12","América do Sul","Brasil",NA,NA,"Arbusto a arvoreta, na borda da floresta e no campo rupestre de canga. Folíolos discolores, flores creme.","CESJ066194","Minas Gerais","Angiosperma",NA,"Brumadinho","RPPN do Inhotim, Floresta Estacional Semidecidual, 20°07'S, 44°14'W","-44.233333","-20.116667","1000",NA,"A. Juss.","1100","L. Menini Neto",NA,NA,"-44.233333","-20.116667","2015","04","12",NA,NA,NA,NA,NA
"237","2019-11-21 14:44:40-03","UFJF","CESJ","37139","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","R.C. Forzza; F.M. Ferreira; M.C.M. Garcia","2128","2002","03","28","América do Sul","Brasil",NA,NA,"Árvore 5m alt., em borda de mata. Flores com cálice verde; corola alva, levemente esverdeada.","CESJ037139","Minas Gerais","Angiosperma",NA,"Baependi","Próximo à Cachoeira do Gamarra","-44.8899993896484","-21.9589004516602",NA,NA,"A. Juss.",NA,"L.C.S. Assis","29865","auto",NA,NA,"2003","05","29",NA,NA,NA,NA,NA
"238","2019-11-21 14:44:40-03","UFJF","CESJ","60082","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L. Roth","s.n.","1953","04",NA,"América do Sul","Brasil",NA,NA,"N.v.: Canela pimenta, Pau de mitra, Setim amargoso. Arbusto do campo, flores brancas.","CESJ060082","Minas Gerais","Angiosperma",NA,"Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,"A. Juss.",NA,"D.M.D.Valverde","17082","auto",NA,NA,"2003","09","12",NA,NA,NA,NA,NA
"239","2019-11-21 14:44:40-03","UFJF","CESJ","40584","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","A.S.M. Valente; et all.","312","2003","09","20","América do Sul","Brasil",NA,NA,"Arvoreta ca. 2,5m, no pasto próximo ao córrego. Frutos imaturos verdes e maduros marrons.","CESJ040584","Minas Gerais","Angiosperma",NA,"Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"A. Juss.",NA,"A.S.M. Valente","11991","auto",NA,NA,"2003","09",NA,NA,NA,NA,NA,NA
"240","2019-11-21 14:44:40-03","UFJF","CESJ","8487","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L. Krieger","CESJ8487","1970","05","01","América do Sul","Brasil",NA,NA,"Cipó. Foi colhido amostra do caule (anômalo).","CESJ008487","Minas Gerais","Angiosperma",NA,"Entre Rios de Minas","Fazenda da Pedra Branca","-44.065601348877","-20.6707992553711",NA,NA,"A. Juss.",NA,"A.S.M. Valente","20620","auto",NA,NA,"2003","11",NA,NA,NA,NA,NA,NA
"241","2019-11-21 14:44:40-03","UFJF","CESJ","63274","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","B.E. Conde","343","2013","07","20","América do Sul","Brasil",NA,NA,"Árvore de caule lenhoso, com folhas lanceoladas. Vagens cordiformes, com os dois lados bem divididos e levemente hirsutos.","CESJ063274","Minas Gerais","Angiosperma",NA,"Santos Dumont","São Bento","-43.5525016784668","-21.4566993713379",NA,NA,"A. Juss.",NA,"B.E. Conde","25699","auto",NA,NA,"2013","07","26",NA,NA,NA,NA,NA
"242","2019-11-21 14:44:40-03","UFJF","CESJ","34272","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L.C.S. Assis","117","2001","04","30","América do Sul","Brasil",NA,NA,"Árvore com aproximadamente 8m encontrada na borda da mata, tronco acinzentado, folhas discolores e frutos capsulares. Comum no local.","CESJ034272","Minas Gerais","Angiosperma",NA,"Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,"A. Juss.",NA,"L.C.S. Assis et J.R.Pirani","7934","auto",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA
"243","2019-11-21 14:44:40-03","UFJF","CESJ","34271","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L.C.S. Assis","119","2001","04","30","América do Sul","Brasil",NA,NA,"Árvore com aproximadamente 6m encontrada na borda da mata, tronco liso acinzentado, folhas discolores, flores amarelas claras com anteras amarelas. Comum no local.","CESJ034271","Minas Gerais","Angiosperma",NA,"Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,"A. Juss.",NA,"L.C.S. Assis","7934","auto",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA
"244","2019-11-21 14:44:40-03","UFJF","CESJ","60083","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L. Roth","s.n.","1955","03","27","América do Sul","Brasil",NA,NA,"Árvore na capoeira e arbusto no cerrado. Fl. brancas.","CESJ060083","Minas Gerais","Angiosperma",NA,"Belo Horizonte","Morro do Rola moça - Baarreiro - Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,"A. Juss.",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2019-11-21 14:44:40-03","UFJF","CESJ","51303","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","N.F.O. Mota; P.L. Viana","184","2005","04","30","América do Sul","Brasil",NA,NA,"Árvore em campo, 15m de altura. Frutos imaturos verdes e flores cremes, anteras amarelas.","CESJ051303","Minas Gerais","Angiosperma",NA,"Carandaí","Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha da Matinha. Lat.: 20º52'49,5S; Lon.: 43º49'02,8W; Alt.: 1000-1050mm.","-43.8064002990723","-20.9535999298096",NA,NA,"A. Juss.",NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2019-11-21 14:44:40-03","UFJF","CESJ","32963","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","R.M. Castro; et all.","325","2001","05","07","América do Sul","Brasil",NA,NA,"Árvore na borda da mata. Frutos verdes. Flores restante com corola creme.","CESJ032963","Minas Gerais","Angiosperma",NA,"Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"A. Juss.",NA,"L.C. Souza Assis","11991","auto",NA,NA,"2001","10",NA,NA,NA,NA,NA,NA
"247","2019-11-21 14:44:40-03","UFJF","CESJ","8236","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L. Krieger","CESJ8236","1970","03","29","América do Sul","Brasil",NA,NA,"Árvore pequena- fl. creme.","CESJ008236","Minas Gerais","Angiosperma",NA,"Entre Rios de Minas",NA,"-44.065601348877","-20.6707992553711",NA,NA,"A. Juss.",NA,NA,"20620","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2019-11-21 14:44:40-03","UFJF","CESJ","8424","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L. Krieger","CESJ8424","1970","05","01","América do Sul","Brasil",NA,NA,"Árvore pequena, beira de mata, fr. passados.","CESJ008424","Minas Gerais","Angiosperma",NA,"Entre Rios de Minas",NA,"-44.065601348877","-20.6707992553711",NA,NA,"A. Juss.",NA,NA,"20620","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2019-11-21 14:44:40-03","UFJF","CESJ","36106","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","B.K.S. Franco; R.M. Castro","42","2001","06","24","América do Sul","Brasil",NA,NA,"Árvore ca 10m de altura, em borda de mata. Folhas discolores; frutos verdes.","CESJ036106","Minas Gerais","Angiosperma",NA,"Juiz de Fora","Reserva Biológica de Santa Cândida","-43.3502998352051","-21.7642002105713",NA,NA,"A. Juss.",NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2019-11-21 14:44:40-03","UFJF","CESJ","42025","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Braga, JP","161","2004","03","03","América do Sul","Brasil",NA,NA,"Árvore ca. 1,5m, beira da estrada Pedralva-Conceição das Pedras, frutos castanhos.","CESJ042025","Minas Gerais","Angiosperma",NA,"Pedralva","Serra da Pedra Branca","-45.4658012390137","-22.2427997589111",NA,NA,"A. Juss.",NA,"A.S.M. Valente","10929","auto",NA,NA,"2004","05",NA,NA,NA,NA,NA,NA
"251","2019-11-21 14:44:40-03","UFJF","CESJ","42504","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","J.P. Braga","244","2004","06","08","América do Sul","Brasil",NA,NA,"Árvore ca. 15m, borda de mata, frutos veres amarelados.","CESJ042504","Minas Gerais","Angiosperma",NA,"Pedralva","Serra da Pedra Branca","-45.4658012390137","-22.2427997589111",NA,NA,"A. Juss.",NA,"A.S.M. Valente","10929","auto",NA,NA,"2004","07","09",NA,NA,NA,NA,NA
"252","2019-11-21 14:44:40-03","UFJF","CESJ","48904","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L. Menini Neto; C.N. Matozinhos; E.A. Feliciano; E.T. Amorim","388","2007","04","28","América do Sul","Brasil",NA,NA,"Árvore, ca. 6m alt., em área aberta, antropizada. Folhas discolores, flores creme.","CESJ048904","Minas Gerais","Angiosperma",NA,"Rio Preto","Serra Negra, Beira da estrada de acesso ao Vilarejo do Funil. 22º00'12,4 S, 43º52'42,4 W.","-43.8278007507324","-22.0891990661621",NA,NA,"A. Juss.",NA,"J.R. Pirani","20815","auto",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA
"253","2019-11-21 14:44:40-03","UFJF","CESJ","41454","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","A.S.M. Valente; K. Antunes; C.N. Matozinhos; F.R.G. Salimena; L.C.S. Assis; O.J. Bastos Neto","338","2004","02","22","América do Sul","Brasil",NA,NA,"Árvore, ca. 7m alt., no campo rupestre, em local ensolarado. Flores amarelo pálido, indumento amarronzado.","CESJ041454","Minas Gerais","Angiosperma",NA,"Rio Preto","Serra Negra, Serra da Caveira D'Anta, Fazenda da Tiririca.","-43.8278007507324","-22.0891990661621",NA,NA,"A. Juss.",NA,"P.O. Garcia","20815","auto",NA,NA,"2009","09",NA,NA,NA,NA,NA,NA
"254","2019-11-21 14:44:40-03","UFJF","CESJ","45998","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","V.C. Souza; P.H. Miyagi; J. Paula-Souza","8356","1995","03","11","América do Sul","Brasil",NA,NA,"Árvore, ca 4 m alt., botões castanho-claros.","CESJ045998","Minas Gerais","Angiosperma",NA,"Santana do Riacho","Rodovia Belo Horizonte-Conceição do Mato Dentro. Km 161.","-43.7144012451172","-19.1688995361328",NA,NA,"A. Juss.",NA,"V.C. Souza","26557","auto",NA,NA,"2003","05","16",NA,NA,NA,NA,NA
"255","2021-04-07 11:48:24-03","UFMS","CGMS","1734","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L. Parganucci","222","1982","05","31",NA,"Brasil",NA,NA,"Flores alvo-esverdeadas em inflorescências corimbosas. Folhas membranáceas.","CGMS1017315","Bahia",NA,NA,"Vitória da Conquista",NA,"-40.8394012451172","-14.8661003112793",NA,NA,"A.Juss.",NA,"J.R. Pirani","70493","auto",NA,NA,"2010","06","23",NA,NA,NA,NA,NA
"256","2020-02-10 17:57:14-03","UNICAMP","UEC","131864","S","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Miranda, EB; Silva, BM; Correia, CMB; Leite, K","483","2000","05","14",NA,"Brazil",NA,NA,"flor, Árvore ca.3,5m alt., DAP ca.30cm, casca cinza. folíolo subcoriáceo discolor , face abaxial verde-cinéreo. Flor com cálice verde-claro, pétalas, filetes e gineceu brancos, anteras amarelas. flor com aroma adocicado.","UEC049924","Bahia","Magnoliopsida",NA,"Catolés","Encosta da serra da tromba. Mata de encosta","-41.792222","-13.286667","1015","UEC049924","A.Juss.","1015","Pirani, JR",NA,NA,"-41.792222","-13.286667","2002","04",NA,NA,NA,NA,NA,NA
"257","2019-08-20 10:25:23-03","UNICAMP","UEC","121971","S","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Almeida, F; Martins, AB; Belinello, R; Romero, R","5854","1999","05","19",NA,"Brazil",NA,NA,"Flor, Cerrado. Arvoreta, ca. 2m. Corola creme-esverdeada; anteras marrons; flore perfumadas",NA,"Bahia","Magnoliopsida",NA,"Rio de Contas","Estrada para Fazendola, ca. 3km antes do","-41.856667","-13.472222",NA,NA,"A.Juss.",NA,NA,NA,NA,"-41.856667","-13.472222",NA,NA,NA,NA,NA,NA,NA,NA
"258","2021-03-01 16:40:25-03","UNICAMP","UEC","121971","S","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Almeda, F; Romero, R; Martins, AB; Belinello, R","8316","1999","05","19",NA,"Brazil",NA,NA,"Arvoreta, cerca de 2 metros dealtura. Corola creme-esverdeada; anteras marrons; flores perfumadas.; Cerrado.","UEC021044","Bahia","Magnoliopsida",NA,"Rio de Contas","Estrada para Fazendola, ca. de 3km antes do povoado.","-41.85675","-13.472222",NA,"UEC021044","A.Juss.",NA,NA,NA,NA,"-41.85675","-13.472222",NA,NA,NA,NA,NA,NA,NA,NA
"259","2019-08-20 10:25:23-03","UNICAMP","UEC","147064","S","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Aguirre, GH; et al.","182","2005","04","21",NA,"Brazil",NA,NA,NA,"UEC049915","São Paulo","Magnoliopsida",NA,"São Luiz do Paraitinga","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,"UEC049915","A.Juss.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2021-03-01 16:40:25-03","UNICAMP","UEC","166924","S","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Stefani, EJF; Belinello, R; Galvão, J","104","2010","06","01",NA,"Brazil",NA,NA,"Árvore com 18 metros.; Mata Atlântica.","UEC021046","São Paulo","Magnoliopsida",NA,"Caraguatatuba","Parque Estadual da Serra do Mar.","-45.524444","-23.625556","50","UEC021046","A.Juss.","90",NA,NA,NA,"-45.524444","-23.625556",NA,NA,NA,NA,NA,NA,NA,NA
"261","2021-03-01 16:40:25-03","UNICAMP","UEC","168265","S","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Batista, TA; Naves, AR","283","2011","04","29",NA,"Brazil",NA,NA,"Árvore com 3, 5 m de altura. Folhas com face abaxial brancas. Flores verdes com tecas amarelas. Frutos imaturos verdes com textuta carmusadas sendo o pelo desta branca. Ritidoma do tipo sujo com rugas e lenticelas horizontais. Casca ex","UEC091234","Minas Gerais","Magnoliopsida",NA,"Itamonte","Hotel Casa Alpina Beira da estrada que leva a cachoeira.","-44.80475","-22.361972","1487","UEC091234","A.Juss.","1487",NA,NA,NA,"-44.80475","-22.361972",NA,NA,NA,NA,NA,NA,NA,NA
"262","2021-03-01 16:40:25-03","UNICAMP","UEC","168266","S","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Batista, TA; Naves, AR","284","2011","04","29",NA,"Brazil",NA,NA,"Árvore com 3, 5 m de altura. Folhas com face abaxial brancas. Flores bastante odoríferas com sépalas, pétalas, estiletes e ovários verdes esbranquiçados amarelados. Pelos brancos em textura carmursa ao entorno do ovário. Ritidoma do ti","UEC091229","Minas Gerais","Magnoliopsida",NA,"Itamonte","Hotel Casa Alpina Beira da estrada que leva a cachoeira. Próxima a anterior do outro lado da estrada.","-44.80475","-22.361972","1487","UEC091229","A.Juss.","1487",NA,NA,NA,"-44.80475","-22.361972",NA,NA,NA,NA,NA,NA,NA,NA
