"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","608691","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","bahianum","Protium bahianum","Daly","D. C. Daly","J. Almeida","187","1968","10","31","South America","Brazil","Bahia","Ilhéus","CEPEC","-39.2281","-14.7536",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=169744' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608691","NY00608691_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02103662","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","bahianum","Protium bahianum","Daly","D. C. Daly","L.A. Gomes","126a","2011","05","17","South America","Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, borda da mata. Faixa de mangue.","-37.4261","-11.3986",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2260666' target='other'> <mi>dwc_moreinfo</mi></a>","NY02103662","NY02103662_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02218663","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","bahianum","Protium bahianum","Daly",NA,"R. M. Harley","54699","2004","01","12","South America","Brazil","Bahia",NA,"São João da Mata, no terreno da Pousada Bichalenga.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2358317' target='other'> <mi>dwc_moreinfo</mi></a>","NY02218663","NY02218663_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1039086","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","bahianum","Protium bahianum","Daly","J. R. Pirani","C. Farney","2925","1992","01","27","South America","Brazil","Sergipe","Santo Amaro das Brotas","Restinga após o Rio Pomonga - margem da Rodovia SE 226.","-37.0544","-10.7889",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1481637' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039086","NY01039086_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","608693","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","bahianum","Protium bahianum","Daly","D. C. Daly","H. P. Bautista","826","1983","07","14","South America","Brazil","Bahia","Camaçari","BA-099 (estrada do côco), Guarajuba, Reserva Ecológica. Folha SD.24-X-A. Ponto 04","-38.07","-12.63",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=169756' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608693","NY00608693_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","345682","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","bahianum","Protium bahianum","Daly",NA,"D. C. Daly","4063","1985","01","12","South America","Brazil","Bahia","Belmonte","Estacao Experimental Gregório Bondar (EGREB), km. 47 Rodavia Itapebi-Belmonte, 7 km. E of Barrolândia","-39","-16.23",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=169757' target='other'> <mi>dwc_moreinfo</mi></a>","NY00345682",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","608690","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","bahianum","Protium bahianum","Daly","D. C. Daly","J. R. Pirani","2756","1993","02","08","South America","Brazil","Bahia","Porto Seguro","Porto Seguro: estrada Nossa Senhora da Ajuda a Porto Seguro, a 1,5km de N. Sra. da Ajuda","-39","-16.23",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=169747' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608690","NY00608690_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","608689","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","bahianum","Protium bahianum","Daly","D. C. Daly","J. R. Pirani","2757","1993","02","08","South America","Brazil","Bahia","Porto Seguro","Porto Seguro: estrada Nossa Senhora da Ajuda a Porto Seguro, a 1,5km de N. Sra. da Ajuda","-39","-16.23",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=169746' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608689","NY00608689_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","608680","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","bahianum","Protium bahianum","Daly","D. C. Daly","A. Rylands","29/1980","1980","09","27","South America","Brazil","Bahia","Una","Estaçao Experimental Lemos Maia. CEPLAC. Ao lado oeste da sede nova da estaçao","-39.0753","-15.2933",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=169740' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608680","NY00608680_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","608678","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","bahianum","Protium bahianum","Daly","D. C. Daly","R. P. Belém","3189","1967","01","19","South America","Brazil","Bahia","Maraú","Maraú","-39","-14.1333",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=169751' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608678","NY00608678_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","886855","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","bahianum","Protium bahianum","Daly","D. C. Daly","R. M. Harley","18116","1977","01","20","South America","Brazil","Bahia",NA,"Reserva Biologica do Pau Brasil (CEPLAC) 17 km W from Porto Seguro on road to Eunápolis.","-39.18","-16.4",NA,"20","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064729' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886855","NY00886855_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","608679","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","bahianum","Protium bahianum","Daly","D. C. Daly","S. A. Mori","10909","1978","10","21","South America","Brazil","Bahia","Santa Cruz Cabrália","2-4 km a W de Sta. Cruz de Cabrália, pela estrada antiga. Folha SE-24 (16-39c)","-39.0440986","-16.2986237",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=169739' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608679","NY00608679_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","608692","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","bahianum","Protium bahianum","Daly","D. C. Daly","L. A. Mattos Silva","2191","1987","04","28","South America","Brazil","Bahia","Itacaré","Rodovia Itacaré/Ubaitaba (BA 654). Coletas no km 6","-39.03","-14.3","60","60","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=169745' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608692","NY00608692_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","608677","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","bahianum","Protium bahianum","Daly","D. C. Daly","S. A. Mori","13827","1981","04","29","South America","Brazil","Bahia","Una","Maruim, border of the Fazendas Maruim and Dois de Julho, 33 km SW of Olivença on the road from Olivença to Buerarema. Point 37-C","-39.0833","-15.15","100","100","sheet","(=Belem & Pinheiro 3189 & Mori et al. 10909) Voucher for ecological study of forest diversity <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=169748' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608677","NY00608677_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","608685","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","bahianum","Protium bahianum","Daly","D. C. Daly","R. P. Belém","247","1965","01","24","South America","Brazil","Bahia","Salvador","Salvador, Bahia, Lagoa Abaeté","-38.357405","-12.944359",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=169753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608685","NY00608685_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","608683","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","bahianum","Protium bahianum","Daly","D. C. Daly","W. W. Thomas","6062","1988","02","20","South America","Brazil","Bahia","Santa Cruz Cabrália","15-20 km N of Porto Seguro and 1.5 km W of road to Sta. Cruz da Cabralia","-39.08","-16.33",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=169741' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608683","NY00608683_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","608688","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","bahianum","Protium bahianum","Daly","D. C. Daly","W. W. Thomas","6062","1988","02","20","South America","Brazil","Bahia","Santa Cruz Cabrália","15-20 km N of Porto Seguro and 1.5 km W of road to Sta. Cruz da Cabralia","-39.08","-16.33",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=169743' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608688","NY00608688_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02375160","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","bahianum","Protium bahianum","Daly","D. C. Daly","M. F. Landim",NA,"1997","05","02","South America","Brazil","Sergipe","Estância","Lado direito da estrada Caueira-Abais, restinga, (beira de estrada)","-37.4383010864258","-11.2683000564575",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573435' target='other'> <mi>dwc_moreinfo</mi></a>","NY02375160","NY02375160_01",NA,"24378","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","608686","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","bahianum","Protium bahianum","Daly","D. C. Daly","T. C. Plowman","13951","1985","02","24","South America","Brazil","Bahia","Salvador","Salvador. Along road (Av. Otávio Mangabeira = BA-033) from Itapua to Aeroporto Dois de Julho at traffic circle (intersection with Avenida Luis Viana Filho)","-39.35","-12.92",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=169754' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608686","NY00608686_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-19 15:43:35-03","UNEB","HUNEB","8514","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Burseraceae","Protium","bahianum","Protium bahianum","Daly",NA,"Marques, E.J.",NA,"2003","12","20",NA,"Brasil","Bahia","Salvador","Abaeté","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"HUNEB0008514",NA,NA,"26018","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-19 15:43:35-03","UNEB","HUNEB","12794","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Burseraceae","Protium","bahianum","Protium bahianum","Daly",NA,"Ribeiro, T.","481","2004","04","15",NA,"Brasil","Bahia","Entre Rios","Massarandupió","-37.827778","-12.311389",NA,NA,NA,NA,"HUNEB0012794",NA,NA,NA,NA,"Dicotyledoneae","37W49'40''","12S18'41''",NA,NA,NA,NA,NA,NA
"32","2019-11-19 15:43:35-03","UNEB","HUNEB","13296","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Burseraceae","Protium","bahianum","Protium bahianum","Daly",NA,"Gomes, F.S.","30ALCB:85097","2008","07","21",NA,"Brasil","Bahia","Mata de São João","Litoral Norte, Diogo","-37.941111","-12.459444",NA,NA,NA,NA,"HUNEB0013296",NA,NA,NA,NA,"Dicotyledoneae","37W56'28''","12S27'34''",NA,NA,NA,NA,NA,NA
"33","2019-11-19 15:43:35-03","UNEB","HUNEB","4080","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Burseraceae","Protium","bahianum","Protium bahianum","Daly",NA,"Santana, D.L.","80","2000","05","11",NA,"Brasil","Bahia","Conde","Barra do Itariri ( Farol).","-37.6","-11.8",NA,NA,NA,"Área antropizada.","HUNEB0004080",NA,NA,NA,NA,"Dicotyledoneae","37W36'0''","11S48'0''",NA,NA,NA,NA,NA,NA
"34","2019-11-19 15:43:35-03","UNEB","HUNEB","8871","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Burseraceae","Protium","bahianum","Protium bahianum","Daly",NA,"Jost, T.","111","1995","11","07",NA,"Brasil","Bahia","Conde","Fazenda do Bu / Mata do São Miguel.","-37.694167","-12.0625",NA,NA,NA,NA,"HUNEB0008871",NA,NA,NA,NA,"Dicotyledoneae","37W41'39''","12S3'45''",NA,NA,NA,NA,NA,NA
"35","2019-11-19 15:43:35-03","UNEB","HUNEB","8930","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Burseraceae","Protium","bahianum","Protium bahianum","Daly",NA,"Jost, T.","208","1996","01","30",NA,"Brasil","Bahia","Conde","Fazenda do Bu / Mata do São Miguel.","-37.690833","-12.056667",NA,NA,NA,NA,"HUNEB0008930",NA,NA,NA,NA,"Dicotyledoneae","37W41'27''","12S3'24''",NA,NA,NA,NA,NA,NA
"36","2019-11-19 15:43:35-03","UNEB","HUNEB","11544","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Burseraceae","Protium","bahianum","Protium bahianum","Daly",NA,"Silva-Lima, Ciro Samuel","PA42197","2008","10","15",NA,"Brasil","Bahia","Alagoinhas","Povoado da Mangueira - Localizado à 20Km da cidade de Alagoinhas - Reserva do Araticum.","-38.4192008972168","-12.1356000900269",NA,NA,NA,"Floresta em estágio secundário e avançado de desenvolvimento.","HUNEB0011544",NA,NA,"24621","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:36:02-03","EAO","IAN","118683","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Daly, DC","Belém, RP; Mendes, JM","247","1965","01","24","Southern America","Brasil","Bahia",NA,"Salvador.Lagoa Abaeté,Restinga.",NA,NA,NA,NA,NA,"Arbusto d 1m x 2cm diam. em touceiras.Frutos esverdeados,frequente.","IAN118683",NA,NA,NA,NA,NA,NA,NA,"2003","09",NA,NA,NA,NA
"38","2021-03-30 12:36:02-03","EAO","IAN","105617","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Daly, DC","Magalhães, MG","7413","1956","01","30","Southern America","Brasil","Bahia","Salvador","Lagoa Abaeté. Dunas.","-38.510799407959","-12.9710998535156",NA,NA,NA,"Arbusto (touceira) 1-2m de altura.","IAN105617",NA,"paratipo","26018","auto",NA,NA,NA,"1995",NA,NA,NA,NA,NA
"39","2021-03-30 12:36:02-03","EAO","IAN","139583","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Daly, DC","Belém, RP; Pinheiro, RS","2769","1966","10","31","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Mata Costeira.","-39.0247001647949","-16.2780990600586",NA,NA,NA,"Árvore de 5m x 15cm de diam, flores esverdeadas,estames cremes.","IAN139583",NA,"isoparatipo","49584","auto",NA,NA,NA,"1999",NA,NA,NA,NA,NA
"40","2013-07-03 10:37:48-03","EBDA","BAH","10051","S","Plantae",NA,NA,"Burseraceae","Protium","bahianum","Protium bahianum","D.C. Daly","Guedes M.L.","Santana, D.L.","80","2000","05","11",NA,"Brasil","Bahia","Conde","Barra do Itariri (Farol).","-37.6","-11.8",NA,NA,NA,"Arbusto, 2m. Folhas cariáceas, discolores. Frutos imaturos verdes, maduros avermelhados.",NA,NA,NA,NA,NA,NA,"37W 36' 00","11S 48' 00","2000","08",NA,NA,NA,NA
"41","2021-02-08 21:31:56-03","UFBA","ALCB","024020","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Pirani, JR","Rocha, V","s/n","1993","01","09","Southern America","Brasil","Bahia","Camaçari","Jauá.","-39.316667","-12.683333",NA,NA,NA,"Folhas coriáceas, hermafroditas, inflorescência axilar, frutos simples - secos - sincárpicos.","ALCB069286",NA,NA,NA,NA,NA,"-39.316667","-12.683333","2014","10",NA,NA,NA,NA
"42","2019-10-09 11:12:16-03","UFBA","ALCB","022913","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Pirani, JR","Giulietti, AM; Guedes, ML; Harley, RM","24111","1987","01","21","Southern America","Brasil","Bahia","Salvador","Itapoan 30km norte 12°55'S, 38°18'W. Entre dunas altas de areia branca.","-38.5","-12.966667",NA,NA,NA,"Arbusto recinoso. Folhas coriáceas, verde-escuras. Flores verdes.","ALCB069273",NA,NA,NA,NA,NA,"-38.5","-12.966667","2014","10",NA,NA,NA,NA
"43","2019-10-09 11:12:16-03","UFBA","ALCB","025808","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Pirani, JR","Guedes, ML; Navarro, F","3465","1994","08","25","Southern America","Brasil","Bahia","Salvador","Saída Para Santo Antônio.","-38.5","-12.966667",NA,NA,NA,"Aproximadamente 5m de altura, folhas coriáceas discolores, inflorescências axilares em botão de cor esverdeada.","ALCB069283",NA,NA,NA,NA,NA,"-38.5","-12.966667","2014","10",NA,NA,NA,NA
"44","2019-10-09 11:12:16-03","UFBA","ALCB","07454","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Pirani, JR","Guedes, ML; Queiroz, LP de","187","1981","03","06","Southern America","Brasil","Bahia","São Gonçalo dos Campos","Fazenda São João.","-38.966667","-12.433333",NA,NA,NA,"Cerca de 2m, folhas coriáceas discolor e inflorescências caulinares. Frutos verdes, marrons quando maduros.","ALCB067270",NA,NA,NA,NA,NA,"-38.966667","-12.433333","2014","10",NA,NA,NA,NA
"45","2020-05-29 01:15:25-03","UFBA","ALCB","10013","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Queiroz, LP de","Noblick, LR","16365","1980","01",NA,"Southern America","Brasil","Bahia","Salvador","Dunas de Itapoã","-38.35","-12.933333",NA,NA,NA,"1,5m de altura, com folhas aromáticas e com frutos sem flores.","ALCB067289",NA,NA,NA,NA,NA,"-38.35","-12.933333","1994","07",NA,NA,NA,NA
"46","2019-10-09 11:12:16-03","UFBA","ALCB","102051","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Souza, F","s/n","2012","01","24","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, UNIDUNAS","-38.5","-12.966667",NA,NA,NA,"Folhas unifoliada, coriáceas, discolores. Frutos cápsulas, imaturas.",NA,NA,NA,NA,NA,NA,"-38.5","-12.966667","2012","01",NA,NA,NA,NA
"47","2019-10-09 11:12:16-03","UFBA","ALCB","102052","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Souza, F","s/n","2012","01","24","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, UNIDUNAS","-38.5","-12.966667",NA,NA,NA,"Folhas unifoliolada, coriáceas, discolores. Frutos cápsulas, imaturas.","ALCB069292",NA,NA,NA,NA,NA,"-38.5","-12.966667","2012","01",NA,NA,NA,NA
