"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","individualCount","relatedCatalogItem"
"11","2019-08-15 09:03:18-03","UESC","UESC","21082","S","Plantae","Angiospermae","Florideophycidae","Begoniaceae","Begonia","sylvatica","Begonia sylvatica","A.DC.",NA,"Kollmann, L.","12888","2014","03","26",NA,"Brasil","Bahia","Ilhéus",NA,"-39.057778","-14.585278",NA,NA,NA,"Arbusto de 1,5m.","UESC0021082",NA,NA,NA,NA,NA,"39W3'28''","14S35'7''","Dicotyledoneae",NA,NA,NA,NA
"12","2021-02-11 17:18:15-03","UFPR","UPCB","63587","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica","A.DC.",NA,"Kollmann, L.","10557","2008","02","12",NA,"Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,"1100","1100",NA,"Erva saxícola na sombra, flor branca, folhas face abaxial vinácea. Floresta ombrófila densa altomontana..",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA
"13","2021-02-11 17:18:15-03","UFPR","UPCB","69762","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica","A.DC.","Kollmann, L.","Kollmann, L.","11118","2008","07","17",NA,"Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,"1142","1400",NA,"Erva saxícola. Inflorescência vermelha. Folhas nas face abaxial vináceas. Flores branco-rosadas..",NA,NA,NA,"2008","07","17","9999","9999",NA,NA,NA,NA,NA
"14","2020-07-10 09:44:03-03","MBML","MBML-HERBARIO","52444",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica","A.DC.",NA,"L. Kollmann; Lukas Daneu","13452","2017","10","27",NA,"Brasil","Bahia","Ilhéus","Castelo Novo, Fazenda Almada","-39.187222","-14.657778",NA,NA,NA,"Erva 80 cm na meia sombra, flores brancas.","MBML052444","MBML052444",NA,NA,NA,NA,"39W11'14","14S39'28",NA,NA,NA,NA,NA
"15","2020-07-10 09:44:03-03","MBML","MBML-HERBARIO","36858",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica","A. DC.","L. Kollmann/17-07-2008","L. Kollmann; et al","11118","2008","07","17",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.083611","-20.516111",NA,NA,NA,NA,"MBML036858","MBML036858",NA,NA,NA,NA,"41W5'1","20S30'58",NA,NA,NA,NA,NA
"16","2020-07-10 09:44:03-03","MBML","MBML-HERBARIO","24935",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica","A.DC.","L. Kollmann/21-11-2005","L. Kollmann; et al","7937","2005","07","10",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,NA,"Erva 1m, flores brancas.","MBML024935","MBML024935_1 MBML024935_2",NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA,NA
"17","2020-07-10 09:44:03-03","MBML","MBML-HERBARIO","22084",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica","A.DC.","L. Kollmann/27-01-2004","L. Kollmann","6412","2004","01","27",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,NA,"Mata de encosta. Saxicola na sombra. Flores brancas. Folhas de lado abaxial vermelho.","MBML022084","MBML022084_1 MBML022084_2",NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA,NA
"18","2020-07-10 09:44:03-03","MBML","MBML-HERBARIO","24873",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica","A.DC.","L. Kollmann/15-07-2005","L. Kollmann; et al","8088","2005","07","15",NA,"Brasil","Espírito Santo","Castelo","Rio Manso","-41.12","-20.526389",NA,NA,NA,"Rupestre na meia sombra, flores brancas.","MBML024873","MBML024873",NA,NA,NA,NA,"41W7'12","20S31'35",NA,NA,NA,NA,NA
"19","2020-07-10 09:44:03-03","MBML","MBML-HERBARIO","25792",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica","A.DC.","L. Kollmann/29-04-2006","L. Kollmann; et al","8942","2006","04","29",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,NA,"Saxícola na sombra. Frutos brancos.","MBML025792","MBML025792",NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA,NA
"20","2020-07-10 09:44:03-03","MBML","MBML-HERBARIO","31209",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica","A.DC.","L. Kollmann/19-07-2007","L. Kollmann; P. Labiak & F. B. Matos","9987","2007","07","19",NA,"Brasil","Espírito Santo","Castelo","Forno Grande, Parque Estadual de Forno Grande","-41.100556","-20.519167","1300","1300",NA,"Erva saxícola na sombra. Flores brancas. Folhas vináceas, face abaxial.","MBML031209","MBML031209",NA,"2007","07","19","41W6'2","20S31'9",NA,NA,NA,NA,NA
"21","2020-07-10 09:44:03-03","MBML","MBML-HERBARIO","34106",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica","A.DC.",NA,"L. Kollmann; et al","10557","2008","02","12",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.083611","-20.516111",NA,NA,NA,"Erva saxícola na meia sombra, folhas face abaxial vinácea, flores brancas. Material prensado em álcool.","MBML034106","MBML034106",NA,NA,NA,NA,"41W5'1","20S30'58",NA,NA,NA,NA,NA
"22","2020-07-10 09:44:03-03","MBML","MBML-HERBARIO","6248",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica","A.DC.","L. Kollmann/27-10-2000","L. Kollmann; R.Loss","109","1992","01","03",NA,"Brasil","Espírito Santo","Domingos Martins","Parque Estadual da Pedra Azul","-41.019167","-20.403889",NA,NA,NA,"Folha vermelha por baixo, flores brancas, rupestre no meio da mata. Altitude 1200m.","MBML006248","MBML006248",NA,NA,NA,NA,"41W1'9","20S24'14",NA,NA,NA,NA,NA
"23","2020-07-10 09:44:03-03","MBML","MBML-HERBARIO","49470",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica","A. DC.",NA,"L. Kollmann","13053","2015","09","11",NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,"Erva 1,50m na sombra, flores brancas, floração em cultivo","MBML049470","MBML049470",NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA
"24","2020-09-12 05:00:02-03","US","US","2979030","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","sylvatica","Begonia sylvatica",NA,NA,"A. M. Carvalho","304","1980","8","3","South America - Neotropics","Brazil","Bahia","Ilhéus","Litoral norte, 14 km ne of ilheus, ponte do rama, mata de encosta","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","61245","auto","1",NA
"25","2020-09-12 05:00:02-03","US","US","2960399","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","sylvatica","Begonia sylvatica",NA,NA,"A. M. Carvalho","304","1980","8","3","South America - Neotropics","Brazil","Bahia","Ilhéus","Litoral norte, 14 km ne of ilheus, ponta do ramo","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","61245","auto","1",NA
"26","2019-10-07 09:24:04-03","UEFS","HUEFS","216178","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","sylvatica","Begonia sylvatica","Meisn. ex A.DC.",NA,"Gregório, B.S.","232","2013","05","07",NA,"Brasil","Bahia","Ilhéus","Castelo Novo Próximo à fazenda Almada, nas margens do rio Almada.","-39.049444","-14.788889",NA,NA,NA,NA,"HUEFS0216178","HUEFS0216178",NA,NA,NA,NA,"39W2'58''","14S47'20''","Rosanae",NA,NA,NA,NA
"27","2019-10-07 09:24:04-03","UEFS","HUEFS","22744","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","sylvatica","Begonia sylvatica","Meisn. ex A.DC.","B.S.Gregório","Florêncio, C.S.","33","1995","09","17",NA,"Brasil","Bahia","Ilhéus","Castelo Novo Rod. BA 001, trecho Ilhéus / Itacaré, entre os povoados de Tulha e Mamoan.","-39.05","-14.583333","34","34",NA,"Solo sílico-argiloso.","HUEFS0022744","HUEFS0022744",NA,"2013","03",NA,"39W3'","14S35'","Rosanae",NA,NA,NA,NA
"28","2019-10-07 09:24:04-03","UEFS","HUEFS","2920","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","sylvatica","Begonia sylvatica","Meisn. ex A.DC.","B.S.Gregório","Carvalho, A.M.de","304","1980","08","03",NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"HUEFS0002920","HUEFS0002920",NA,"2013","03",NA,NA,NA,"Rosanae","61245","auto",NA,NA
"29","2019-10-07 09:24:04-03","UEFS","HUEFS","175795","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","sylvatica","Begonia sylvatica","Meisn. ex A.DC.","B.S.Gregório","Vellozo, H.P.","1124","1944","09","24",NA,"Brasil","Bahia","Ilhéus","Castello Novo.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"HUEFS0175795","HUEFS0175795",NA,"2013","10",NA,NA,NA,"Rosanae","61245","auto",NA,NA
"30","2019-09-04 19:52:09-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica",NA,NA,"C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"31","2020-07-23 11:59:47-03","CEPLAC","CEPEC","141360","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica",NA,"Sem Informação","L. Kollmann","12888","2014","03","26",NA,"Brasil","Bahia","ILHÉUS","Rodovia Ilhéus-Itacaré, na altura do km 20 (Ponta da Tulha), entrada à esquerda Perto do campo de futebol. ( Trilha de acesso ao topo do Morro).","-39.057778","-14.585278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W3'28","14S35'7",NA,NA,NA,NA,NA
"32","2020-07-23 11:59:47-03","CEPLAC","CEPEC","67355","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica",NA,"B. de S. Gregório","C. S. Florêncio","33","1995","09","17",NA,"Brasil","Bahia","ILHÉUS","Distrito de Castelo Novo. Rod. BA-001, trecho Ilhéus/Itacaré, entre os Povoados da Tulha e Mamoan. Coletas nas grutas situadas prósima ao campo de futebol, aprox. 0,5Km ao N da Tulha.","-39.05","-14.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W3'","14S35'",NA,NA,NA,NA,"25/03/2013"
"33","2020-07-23 11:59:47-03","CEPLAC","CEPEC","86941","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica",NA,"B. de S. Gregório","F. do S. Juchum","48","2000","09","22",NA,"Brasil","Bahia","URUÇUCA","Reserva Gregório Bondar, área da EMARC.","-39.274167","-14.602222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W16'27","14S36'8",NA,NA,NA,NA,"25/03/2013"
"34","2020-07-23 11:59:47-03","CEPLAC","CEPEC","13014","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica",NA,"B. de S. Gregório","T. S. dos Santos","3159","1978","02","14",NA,"Brasil","Bahia","AURELINO LEAL","Rod. BR-101, trecho Ubaitaba/Itabuna, Km 5.","-39.3272018432617","-14.3166999816895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38772","auto",NA,"19/03/2013"
"35","2020-07-23 11:59:47-03","CEPLAC","CEPEC","68358","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica",NA,"B. de S. Gregório","A. M. Amorim","1942","1996","01","25",NA,"Brasil","Bahia","ILHÉUS","Estrada Ilhéus/Serra Grande, Ponta da Tulha. Mata próxima aos afloramentos rochosos.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,"25/03/2013"
"36","2020-07-23 11:59:47-03","CEPLAC","CEPEC","20329","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica",NA,"B. de S. Gregório","A. M. de Carvalho","304","2001","02","04",NA,"Brasil","Bahia","ILHÉUS","Litoral Norte, a 14Km ao NE de Ilheus. Ponta do Ramo.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,"19/03/2013"
"37","2020-07-23 11:59:47-03","CEPLAC","CEPEC","71759","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica",NA,"B. de S. Gregório","A. L. B. Sartori","279","1996","08","25",NA,"Brasil","Bahia","ILHÉUS","Ponta da Tulha.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,"25/03/2013"
"38","2020-07-23 11:59:47-03","CEPLAC","CEPEC","83708","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica",NA,"B. de S. Gregório","A. M. Amorim","3094","1999","08","10",NA,"Brasil","Bahia","santa luzia","Estrada de Serra da Onça, ca. 16Km apartir de Santa Luzia.","-39.3342018127441","-15.4294004440308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33804","auto",NA,"25/03/2013"
"39","2020-07-23 11:59:47-03","CEPLAC","CEPEC","129970","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica",NA,"L. Kollmann","L. Kollmann","11118",NA,NA,NA,NA,"Brasil","Espírito Santo","castelo",NA,"-41.184700012207","-20.6035995483398",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23588","auto",NA,NA
"40","2020-07-23 11:59:47-03","CEPLAC","CEPEC","129645","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica",NA,"L. Kollmann","L. Kollmann","10557",NA,NA,NA,NA,"Brasil","Espírito Santo","castelo",NA,"-41.184700012207","-20.6035995483398",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23588","auto",NA,NA
"41","2017-09-11 17:08:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Begoniaceae","Begonia","sylvatica","Begonia sylvatica","Meisn. ex A.DC.",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in prov. Bahiensi, prope Almada, distr. Ilheos, in silvis",NA,NA,NA,NA,NA,"in hb. Monac.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
