FID,family,specie,Comparação,id,inst_code,col_code,catalog_n,recordedby,record_n,year,month,day,state,city,locality,longitude,latitude,precision,protocol,categoria,projeto
5987,ORCHIDACEAE,Acianthera aphthosa,,54c7cab6284b3, ,UEC,95331,"Pansarin, E.R.",9775,0,0,0,SP,Jundiaí,"Serra do Japi-Bairro Eloy Chaves, próximo Ã  represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
5988,ORCHIDACEAE,Acianthera aphthosa,,54c7cababf919, ,UEC,132306,"Pansarin, E.R.",1093,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido bairro Eloy Chaves, próximo a represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
5989,ORCHIDACEAE,Acianthera aphthosa,,54c7cababf997, ,UEC,132308,"Pansarin, E.R.",1098,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido bairro Eloy Chaves, próximo a represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
5990,ORCHIDACEAE,Acianthera aphthosa,,54c7cababfa16, ,UEC,95331,"Pansarin, E.R.",9775,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido bairro Eloy Chaves, próximo a represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
5991,ORCHIDACEAE,Acianthera auriculata,,54c7cab6291c7, ,UEC, ,"Breier, T.B.",0682,0,0,0,SP,Sete Barras,Parque Estadual Carlos Botelho-parcelas permanentes,-47.916667,-24.166667, , ,LC,Livro Vermelho 2013
5992,ORCHIDACEAE,Acianthera auriculata,,54c7cab629231, ,UEC,95460,"Pansarin, E.R.",9790,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido bairro Eloy Chaves, próximo a represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
5993,ORCHIDACEAE,Acianthera auriculata,,54c7cab6293f9, ,UEC,116799,"Pansarin, E.R.",834,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido bairro Eloy Chaves, próximo Ã  represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
5994,ORCHIDACEAE,Acianthera auriculata,,54c7cab629471, ,UEC,132315,"Pansarin, E.R.",1106,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido bairro Eloy Chaves, próximo a represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
5995,ORCHIDACEAE,Acianthera auriculata,,54c7cab6294f0, ,UEC,139936,"Breier, T.B.",0682,0,0,0,SP,Sete Barras,Parque Estadual Carlos Botelho-Parcelas permanentes.,-47.916667,-24.166667, , ,LC,Livro Vermelho 2013
5996,ORCHIDACEAE,Acianthera auriculata,,54c7cab6295ee, ,SPSF,38326,T.B.Breier & V.A.O.Dittrich,682,2002,9,27,SP,Sete Barras,P.E.Carlos Botelho,-47.931944,-24.169444, , ,LC,Livro Vermelho 2013
5997,ORCHIDACEAE,Acianthera auriculata,,54c7cab62966d, ,UEC,116799,"Pansarin, E.R.",834,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido bairro Eloy Chaves, próximo a represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
5998,ORCHIDACEAE,Acianthera saurocephala,,54c7cab62b386, ,UEC,132313,"Pansarin, E.R.",1100,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido bairro Eloy Chaves, próximo a represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
5999,ORCHIDACEAE,Acianthera saurocephala,,54c7cab62b91e, ,UEC,116508,"Pansarin, E.R.",728,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido bairro Eloy Chaves, próximo a represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6000,ORCHIDACEAE,Acianthera translucida,,54c7cab62dd23, ,UEC,139972,"Breier, T.B.",1234,0,0,0,SP,Atibaia,Grota Funda,-46.526172,-23.181909, , ,LC,Livro Vermelho 2013
6001,ORCHIDACEAE,Acianthera translucida,,54c7cab62dd9e, ,UEC, ,"Breier, T.B.",1234,0,0,0,SP,Atibaia,Grota Funda,-46.526172,-23.181909, , ,LC,Livro Vermelho 2013
6002,ORCHIDACEAE,Acianthera translucida,,54c7cab62de18, ,UEC,112222,"Borba, E.L.",585,1997,0,0,SP,Atibaia,Grota Funda,-46.526172,-23.181909, , ,LC,Livro Vermelho 2013
6003,ORCHIDACEAE,Acianthera translucida,,54c7cab62de93, ,UEC,118844,"Borba, E.L.",302,0,0,0,SP,Atibaia,Grota Funda,-46.526172,-23.181909, , ,LC,Livro Vermelho 2013
6004,ORCHIDACEAE,Acianthera tricarinata,,54c7cab62e932, ,SP,40319,"Handro, O.",s.n.,1935,10,13,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
6005,ORCHIDACEAE,Acianthera tricarinata,,54c7cb38c2767, ,NYBG,533533,O. Handro, ,1935,10,13,SP,Ribeirao Pires, ,-46.401692,-23.701233, , ,LC,Livro Vermelho 2013
6006,ORCHIDACEAE,Alatiglossum barbatum,,54c7cab63053f, ,UEC,137711,s/ coletor,s.n.,0,0,0,SP,Jundiaí,Orquidário do Vico,-46.907097,-23.201207, , ,LC,Livro Vermelho 2013
6007,ORCHIDACEAE,Alatiglossum longipes,,54c7cab6313af, ,UEC,132318,"Pansarin, E.R.",1103,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido bairro Eloy Chaves, próximo Ã  represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6008,ORCHIDACEAE,Alatiglossum longipes,,54c7cab631713, ,SP,163933,"Handro, O.",2159,1971,1,22,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba-via férrea São Paulo-Santos,-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
6009,ORCHIDACEAE,Alatiglossum longipes,,54c7cab63178c, ,UEC,116192,"Pansarin, E.R.",725,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido bairro Eloy Chaves, próximo Ã  represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6010,ORCHIDACEAE,Alatiglossum longipes,,54c7cab631806, ,UEC,118845,"Borba, E.L.",306,0,0,0,SP,Atibaia,Grota Funda,-46.526172,-23.181909, , ,LC,Livro Vermelho 2013
6011,ORCHIDACEAE,Alatiglossum longipes,,54c7cab6318f8, ,UEC,137629,s/ coletor,s.n.,0,0,0,SP,Jundiaí,Orquidário do Vico,-46.907097,-23.201207, , ,LC,Livro Vermelho 2013
6012,ORCHIDACEAE,Alatiglossum longipes,,54c7cb39467ce, ,NYBG,482498,F. C. Hoehne,518,1917,10,16,SP,Sao Paulo, ,-46.593792,-23.517736, , ,LC,Livro Vermelho 2013
6013,ORCHIDACEAE,Anathallis gehrtii,,54c7cab6c0e01, ,SP,5539,"Gehrt, A.",s.n.,1921,5,6,SP,Santo André,"Alto da Serra, Estação Biológica",-46.421249,-23.791604, , ,VU,Livro Vermelho 2013
6014,ORCHIDACEAE,Anneliesia russelliana,,54c7cabab6e36, ,SP,27300,"Luederwaldt, H.",s.n.,1908,9,0,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.413092,-23.807015, , ,NT,Livro Vermelho 2013
6015,ORCHIDACEAE,Anneliesia russelliana,,54c7cb7ee0726, ,SP,27293,"Loefgren, A.",CGG3330,1896,6,0,SP,Cubatão,Mata Virgem,-46.407044,-23.873285, , ,NT,Livro Vermelho 2013
6016,ORCHIDACEAE,Baptistonia cornigera,,54c7cab6c2dd8, ,UEC,129087,"Pansarin, E.R.",968,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido bairro Eloy Chaves, próximo Ã  represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6017,ORCHIDACEAE,Baptistonia cornigera,,54c7cab6c33ab, ,UEC,128505,"Pansarin, E.R.",927,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido bairro Eloy Chaves, próximo Ã  represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6018,ORCHIDACEAE,Baptistonia cornigera,,54c7cb37376f4, ,EAN,3840,"Felix, L.P.",s.n.,1919,1,1,SP,Peruibe, ,-47.006425,-24.401561, , ,LC,Livro Vermelho 2013
6019,ORCHIDACEAE,Baptistonia lietzei,,54c7cb37370b1, ,EAN,2499,"Felix, L.P.",s.n.,1919,1,1,SP,Peruibe, ,-47.006425,-24.401561, , ,LC,Livro Vermelho 2013
6020,ORCHIDACEAE,Baptistonia lietzei,,54c7cb768e947, ,UEC,138965,Singer,98/86,0,0,0,SP,Jundiai,Serra do Japi,-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6021,ORCHIDACEAE,Baptistonia pubes,,54c7cab6c3a18, ,EAN,3789,"Felix, L.P.",s.n.,1919,1,1,SP,São Bernnardo,Orquidario de Vitorino,-46.530814,-23.808391, , ,LC,Livro Vermelho 2013
6022,ORCHIDACEAE,Baptistonia pubes,,54c7cab6c4108, ,UEC,110433,"Pansarin, E.R.",547,0,0,0,SP,Jundiaí,"Serra do Japi-Bairro Eloy Chaves, próximo Ã  represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6023,ORCHIDACEAE,Baptistonia pubes,,54c7cab6c418c, ,UEC,131668,"Pansarin, E.R.",1078,0,0,0,SP,Jundiaí,"Serra do Japi-Bairro Eloy Chaves, próximo Ã  represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6024,ORCHIDACEAE,Baptistonia pubes,,54c7cab6c4210, ,UEC,138965,"Singer, R.B.",9886,0,0,0,SP,Jundiaí,Serra do Japí,-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6025,ORCHIDACEAE,Baptistonia pubes,,54c7cab6c452c, ,UEC,132310,"Pansarin, E.R.",1095,0,0,0,SP,Jundiaí,"Serra do Japi-Bairro Eloy Chaves, próximo Ã  represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6026,ORCHIDACEAE,Baptistonia sarcodes,,54c7cab6c48bc, ,HUEFS,113313,"Yano, O",17813,1992,12,14,SP,Cananéia,Parque Estadual da Cantareira.,-46.649655,-23.427408, , ,NT,Livro Vermelho 2013
6027,ORCHIDACEAE,Baptistonia sarcodes,,54c7cab6c49c3, ,UEC,95449,"Pansarin, E.R.",9777,0,0,0,SP,Jundiaí,"Serra do Japi-Bairro Eloy Chaves, próximo Ã  represa do DAE.",-46.934233,-23.29517, , ,NT,Livro Vermelho 2013
6028,ORCHIDACEAE,Baptistonia venusta,,54c7cb768f737, ,L.Y.,s.n.,Chiron,5249,2005,5,0,SP,Peruibe,Jureia,-47.006425,-24.401561, , ,LC,Livro Vermelho 2013
6029,ORCHIDACEAE,Bifrenaria aureofulva,,54c7cab6c55e3, ,ESA,75812,"Meireles, L.D. GonÃ§alves, A.P.S., Soares Jr., F.J., Meneghetti, G.I.P., Rodrigues, R.R., Souza, V.C",106,2001,4,12,SP,São Paulo,BLOQUEADO,-46.593792,-23.517736, , ,LC,Livro Vermelho 2013
6030,ORCHIDACEAE,Bifrenaria aureofulva,,54c7cab6c5ed5, ,SP,195549,"Kirizawa, M.",1168,1984,2,28,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
6031,ORCHIDACEAE,Bifrenaria aureofulva,,54c7cab6c5f51, ,SP,232724,"Lopes, E.A.",90,1980,11,27,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
6032,ORCHIDACEAE,Bifrenaria aureofulva,,54c7cab6c604b, ,UEC,87844,"Garcia, R.F.J.",975,0,0,0,SP,São Paulo,Parque Estadual da Serra do Mar-Núcleo Curucutu. Trilha para Rio Embu-Guaçu.,-46.733611,-23.987778, , ,LC,Livro Vermelho 2013
6033,ORCHIDACEAE,Bifrenaria aureofulva,,54c7cab6c60ca, ,SP,151016,"Kirizawa, M.",169,1977,12,2,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba-mata da reserva,-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
6034,ORCHIDACEAE,Bifrenaria aureofulva,,54c7cab6c6368, ,SP,1598,"Hoehne, F.C.",s.n.,1908,3,4,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
6035,ORCHIDACEAE,Bifrenaria aureofulva,,54c7cab6c640f, ,SP,163940,"Handro, O.",2133,1970,4,12,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba-linha São Paulo-Santos,-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
6036,ORCHIDACEAE,Bifrenaria aureofulva,,54c7cab6c6497, ,SP,175244,"Kirizawa, M.",585,1981,11,20,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.333333,-23.783333, , ,LC,Livro Vermelho 2013
6037,ORCHIDACEAE,Bifrenaria aureofulva,,54c7cab6c6519, ,SP,184109,"Sugiyama, M.",241,1983,1,28,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.316667,-23.783333, , ,LC,Livro Vermelho 2013
6038,ORCHIDACEAE,Bifrenaria aureofulva,,54c7cab6c6597, ,SP,188616,"Custodio Filho, A.",1162,1982,12,7,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.316667,-23.783333, , ,LC,Livro Vermelho 2013
6039,ORCHIDACEAE,Bifrenaria aureofulva,,54c7cab6c6616, ,SP,188631,"Custodio Filho, A.",1109,1982,12,7,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.316667,-23.783333, , ,LC,Livro Vermelho 2013
6040,ORCHIDACEAE,Bifrenaria aureofulva,,54c7cab6c6695, ,SP,196025,"Custodio Filho, A.",2302,1984,3,27,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.316667,-23.783333, , ,LC,Livro Vermelho 2013
6041,ORCHIDACEAE,Bifrenaria aureofulva,,54c7cab6c6712, ,SP,215990,"Kirizawa, M.",1850,1987,6,22,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
6042,ORCHIDACEAE,Bifrenaria aureofulva,,54c7cab6c6790, ,SP,3906,"Hoehne, F.C.",s.n.,1920,4,21,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
6043,ORCHIDACEAE,Bifrenaria harrisoniae,,54c7cab6c774f, ,SP,2510,"Hoehne, F.C.",s.n.,1918,10,18,SP,São Paulo,Butantan,-46.723667,-23.574243, , ,LC,Livro Vermelho 2013
6044,ORCHIDACEAE,Bifrenaria harrisoniae,,54c7cab6c81ce, ,UEC,137422,"Borba, E.L.",s.n.,0,0,0,SP,Atibaia,Pedra Grande,-46.52844,-23.167878, , ,LC,Livro Vermelho 2013
6045,ORCHIDACEAE,Bifrenaria harrisoniae,,54c7cab6c83e8, ,SP,5770,"Gehrt, A.",s.n.,1921,10,5,SP,Santo André,"Alto da Serra, Estação Biológica",-46.421249,-23.791604, , ,LC,Livro Vermelho 2013
6046,ORCHIDACEAE,Bifrenaria harrisoniae,,54c7cab6c846d, ,SP,593,"Hoehne, F.C.",s.n.,1917,9,29,SP,São Paulo,Butantã,-46.723667,-23.574243, , ,LC,Livro Vermelho 2013
6047,ORCHIDACEAE,Bifrenaria tetragona,,54c7cab6c92d0, ,SP,28707,"Hoehne, F.C.",s.n.,1932,1,19,SP,Santo André,Alto da Serra,-46.421249,-23.791604, , ,LC,Livro Vermelho 2013
6048,ORCHIDACEAE,Bifrenaria tetragona,,54c7cab6c934c, ,SP,7519,"Gehrt, A.",s.n.,1922,1,25,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
6049,ORCHIDACEAE,Brachionidium restrepioides,,54c7cab6c9d9f, ,SP,2152,"Hoehne, F.C.",s.n.,1918,6,11,SP,Santo André,"Alto da Serra, Estação Biológica",-46.421249,-23.791604, , ,VU,Livro Vermelho 2013
6050,ORCHIDACEAE,Brasilidium concolor,,54c7cab6ca01a, ,UEC,118841,"Borba, E.L.",307,0,0,0,SP,Atibaia,Grota Funda,-46.526172,-23.181909, , ,LC,Livro Vermelho 2013
6051,ORCHIDACEAE,Brasilidium concolor,,54c7cab6ca099, ,UEC,137632,"Koehler, S.",s.n.,0,0,0,SP,Jundiaí,Orquidário do Vico,-46.907097,-23.201207, , ,LC,Livro Vermelho 2013
6052,ORCHIDACEAE,Brasilidium crispum,,54c7cb6d65ae3, ,UEC,1234,E. R. Pansarin & L. M. Pansarin, ,0,0,0,SP, ,Serra do Japi,-46.907097,-23.201207, , ,LC,Livro Vermelho 2013
6053,ORCHIDACEAE,Brasilidium pectorale,,54c7cb7f7f7de, ,UEC,63173,"Bernacci, L.C.",28436,0,0,0,SP,Atibaia,Parque Municipal da Grota Funda,-46.526172,-23.181909, , ,CR,Livro Vermelho 2013
6054,ORCHIDACEAE,Brasilidium pectorale,,54c7cb7f7f854, ,UEC,63171,"Bernacci, L.C.",28435,0,0,0,SP,Atibaia,Parque Municipal da Grota Funda,-46.526172,-23.181909, , ,CR,Livro Vermelho 2013
6055,ORCHIDACEAE,Brasilidium praetextum,,54c7cab6cb653, ,UEC,133843,"Pansarin, E.R.",1150,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido bairro Eloy Chaves, próximo Ã  represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6056,ORCHIDACEAE,Brasilidium praetextum,,54c7cab6cb74f, ,UEC,122221,"Pansarin, E.R.",850,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido bairro Eloy Chaves, próximo Ã  represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6057,ORCHIDACEAE,Brasilidium praetextum,,54c7cb3a52725, ,UEC,140325,"Faria, A.D.",s.n.,0,0,0,SP,Cotia, ,-46.945978,-23.682659, , ,LC,Livro Vermelho 2013
6058,ORCHIDACEAE,Brasiliorchis consanguinea,,54c7cab6cbb4f, ,SP,29452,"Hoehne, F.C.",s.n.,1926,12,20,SP,Cotia,"Sítio da Saudade, propr. do Dr. Raul Briquet",-46.945978,-23.682659, , ,NT,Livro Vermelho 2013
6059,ORCHIDACEAE,Brasiliorchis consanguinea,,54c7cab6cbbcf, ,SP,39912,"Gehrt, A.",s.n.,1938,12,18,SP,São Paulo,"Pirajussara, perto de Butantan",-46.723667,-23.574243, , ,NT,Livro Vermelho 2013
6060,ORCHIDACEAE,Brasiliorchis consanguinea,,54c7cb3ad7258, ,SP,29444,"Edwall, G.",CGG3879,1898,1,1,SP,São Paulo, ,-46.593792,-23.517736, , ,NT,Livro Vermelho 2013
6061,ORCHIDACEAE,Bulbophyllum campos-portoi,,54c7cb6d6625c, ,RB, ,"Brade, A. C.",20990,1951,5,16,SP, , ,-46.593792,-23.517736, , ,LC,Livro Vermelho 2013
6062,ORCHIDACEAE,Bulbophyllum chloroglossum,,54c7cab6cc837, ,UEC,117393,"Pansarin, E.R.",730,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido Bairro Eloy Chaves, próximo Ã  represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6063,ORCHIDACEAE,Bulbophyllum chloroglossum,,54c7cb384922f, ,IAC,4121,H.G. Blanco, ,1939,1,3,SP,Pirapora do Bom Jesus, ,-47.0022,-23.3969, , ,LC,Livro Vermelho 2013
6064,ORCHIDACEAE,Bulbophyllum chloroglossum,,54c7cb6d6667d, ,HB,429,"Pabst, G. F.",s.n.,1949,10,16,SP,Paraibuna, ,-45.618639,-23.476066, , ,LC,Livro Vermelho 2013
6065,ORCHIDACEAE,Bulbophyllum chloroglossum,,54c7cb6d666dd, ,IAC,4121,"Blanco, H. G.",s.n.,1939,1,3,SP,Pirapora do Bom Jesus, ,-46.97157,-23.371316, , ,LC,Livro Vermelho 2013
6066,ORCHIDACEAE,Bulbophyllum chloroglossum,,54c7cb6d66739, ,SP,32219,"Gehrt, A.",s.n.,1935,1,24,SP,Porto Feliz, ,-47.516323,-23.227836, , ,LC,Livro Vermelho 2013
6067,ORCHIDACEAE,Bulbophyllum chloroglossum,,54c7cb6d667f1, ,SP,8135,"Hoehne, F. C.",s.n.,1922,12,6,SP,São Paulo, ,-46.593792,-23.517736, , ,LC,Livro Vermelho 2013
6068,ORCHIDACEAE,Bulbophyllum exaltatum,,54c7cab6ceb6e, ,SP,30512,"Hoehne, F.C.",s.n.,1933,3,0,SP,Sorocaba,Serra de Ipanema-Cultivada no Jardim BotÃ¢nico,-47.645756,-23.442952, , ,LC,Livro Vermelho 2013
6069,ORCHIDACEAE,Bulbophyllum exaltatum,,54c7cab6ced41, ,UEC,105347,"Pansarin, E.R.",403,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido Bairro Eloy Chaves, próximo Ã  represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6070,ORCHIDACEAE,Bulbophyllum exaltatum,,54c7cab6cedc3, ,UEC,122216,"Pansarin, E.R.",851,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido Bairro Eloy Chaves, próximo Ã  represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6071,ORCHIDACEAE,Bulbophyllum tripetalum,,54c7cb38ccfc1, ,NYBG,414796,A. Gehrt,5262,1921,2,7,SP,Sao Paulo, ,-46.593792,-23.517736, , ,LC,Livro Vermelho 2013
6072,ORCHIDACEAE,Bulbophyllum tripetalum,,54c7cb6f00f4b, ,NY, ,"Gehrt, A.",5262,1921,2,7,SP,Butantã, ,-46.593792,-23.517736, , ,LC,Livro Vermelho 2013
6073,ORCHIDACEAE,Campylocentrum parahybunense,,54c7cb39c8a0d, ,NYBG,418481,F. C. Hoehne,5615,1921,6,8,SP,Sao Paulo, ,-46.593792,-23.517736, , ,LC,Livro Vermelho 2013
6074,ORCHIDACEAE,Capanemia micromera,,54c7cb39ca352, ,NYBG,547406,G. Edwall,27265,1903,4,0,SP,Iperó, ,-47.638425,-23.408516, , ,LC,Livro Vermelho 2013
6075,ORCHIDACEAE,Capanemia superflua,,54c7cab758501, ,UEC,116191,"Pansarin, E.R.",724,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido Bairro Eloy Chaves, próximo Ã  represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6076,ORCHIDACEAE,Capanemia thereziae,,54c7cab7588ce, ,UEC,110435,"Pansarin, E.R.",424,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido Bairro Eloy Chaves, próximo Ã  represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6077,ORCHIDACEAE,Catasetum cernuum,,54c7cab758b93, ,UEC,110427,"Pansarin, E.R.",548,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido Eloy Chaves, próximo Ã  represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6078,ORCHIDACEAE,Catasetum cernuum,,54c7cab758da7, ,UEC,140082,?,s.n.,0,0,0,SP,Jundiaí,Serra do Japi,-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6079,ORCHIDACEAE,Catasetum cernuum,,54c7cb39461bb, ,NYBG,418490,F. C. Hoehne,977,1917,11,29,SP,Sao Paulo, ,-46.593792,-23.517736, , ,LC,Livro Vermelho 2013
6080,ORCHIDACEAE,Catasetum fimbriatum,,54c7cab75914a, ,UEC,140338,"Pansarin, E.R.",s.n.,0,0,0,SP,Jundiaí,Serra do Japi,-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6081,ORCHIDACEAE,Cattleya intermedia,,54c7cab75d17a, ,RB,515578,"Forzza, R.C.",4814,2007,10,25,SP,Praia Grande,"Jardim Real, Estrada Mongagua-Praia Grande, km 300. Restinga arbórea.",-46.5836,-24.0728, , ,VU,Livro Vermelho 2013
6082,ORCHIDACEAE,Cattleya intermedia,,54c7cb3733515, ,ESA,11486,"Souza, V.C. Abbud, V.",261,1988,10,10,SP,Peruíbe, ,-47.006426,-24.401561, , ,VU,Livro Vermelho 2013
6083,ORCHIDACEAE,Cattleya intermedia,,54c7cb373c662, ,ESA,11484,"Souza, V.C. Abbud, V.",220,1988,10,10,SP,Peruíbe, ,-47.006426,-24.401561, , ,VU,Livro Vermelho 2013
6084,ORCHIDACEAE,Cattleya intermedia,,54c7cb38cd131, ,NYBG,414820,A. Gehrt,8146,1922,5,15,SP,Peruíbe, ,-47.006426,-24.401561, , ,VU,Livro Vermelho 2013
6085,ORCHIDACEAE,Cattleya labiata,,54c7cb39c7cfe, ,NYBG,414823,A. Gehrt,27091,1928,4,15,SP,Sao Paulo, ,-46.593792,-23.517736, , ,VU,Livro Vermelho 2013
6086,ORCHIDACEAE,Cattleya tigrina,,54c7cb81bd0a4, ,SP,28075,"Edwall, G.",CGG3678,1897,1,0,SP,São Paulo, ,-46.593792,-23.517736, , ,VU,Livro Vermelho 2013
6087,ORCHIDACEAE,Centroglossa macroceras,,54c7cab75f53a, ,SPSF,35578,F.A.R.D.P.Arzolla,265,0,0,0,SP,Mairiporã,"P.E.Cantareira, Barrocada",-46.640625,-23.420833, , ,LC,Livro Vermelho 2013
6088,ORCHIDACEAE,Centroglossa macroceras,,54c7cb6f01acb, ,CESJ, ,M. R. Miranda,58,2009,9,0,SP,São José dos Campos,distrito de São Franciso Xavier,-45.9933,-22.8989, , ,LC,Livro Vermelho 2013
6089,ORCHIDACEAE,Christensonella pumila,,54c7cab75fc29, ,UEC,110414,"Pansarin, E.R.",554,0,0,0,SP,Jundiaí,"Serra do Japi-Sentido Eloy Chaves, próximo a represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6090,ORCHIDACEAE,Christensonella pumila,,54c7cab75feb9, ,SP,8258,"Gehrt, A.",s.n.,1921,12,8,SP,Santo André,E.B. do Alto da Serra de Paranapiacaba-Sobre o paredão da estrada de ferro,-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
6091,ORCHIDACEAE,Christensonella pumila,,54c7cb394b14f, ,NYBG,688777,F. C. Hoehne,24504,1929,11,21,SP,Sao Paulo, ,-46.593792,-23.517736, , ,LC,Livro Vermelho 2013
6092,ORCHIDACEAE,Cirrhaea dependens,,54c7cab76062b, ,SPSF,38354,T.B.Breier & J.C.Budke,582,2002,8,26,SP,Sete Barras,P.E.Carlos Botelho,-47.931944,-24.169444, , ,LC,Livro Vermelho 2013
6093,ORCHIDACEAE,Cirrhaea dependens,,54c7cab7606a8, ,UEC,139881,"Breier, T.B.",0582,0,0,0,SP,Sete Barras,Parque Estadual Carlos Botelho-Parcelas permanentes. Caída no solo preparado 16/01/2004.,-47.916667,-24.166667, , ,LC,Livro Vermelho 2013
6094,ORCHIDACEAE,Cirrhaea dependens,,54c7cab76079f, ,UEC, ,"Breier, T.B.",0582,0,0,0,SP,Sete Barras,Parque Estadual Carlos Botelho-parcelas permanentes,-47.916667,-24.166667, , ,LC,Livro Vermelho 2013
6095,ORCHIDACEAE,Cirrhaea dependens,,54c7cab76081b, ,UEC,95459,"Pansarin, E.R.",9795,0,0,0,SP,Jundiaí,"Serra do Japi-Bairro Eloy Chaves, próximo Ã  represa do DAE.",-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
6096,ORCHIDACEAE,Cirrhaea dependens,,54c7cab760992, ,SP,29429,"Gehrt, A.",s.n.,1926,1,9,SP,Santo André,"E.B. do Alto da Serra de Paranapiacaba-Alto da Serra Cultivada em São Paulo (Butantan), nas estufas do Horto Oswaldo Cruz",-46.413092,-23.807015, , ,LC,Livro Vermelho 2013
