"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","dayIdentified","fieldNumber","individualCount"
"41","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173394","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","Fonnegra Gomez R; Curso Tax. Plant. Vasc. Sem I/92",NA,"1992","04","02","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173394 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173394",NA,"Dioscoreales","orobanchoides",NA,NA,"COLOMBIANA, Antioquia. Municipio San Francisco: Corregimiento Aquitania, Finca La Ilusión.",NA,NA,"NL-U1173394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173395","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","Wallnöfer B",NA,"1988","06","13","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173395 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173395",NA,"Dioscoreales","orobanchoides",NA,NA,"Dept. Huanuco, Prov. Pachitea, region of Pucallpa, western part of the 'Sira Mountains' and adjacent lowland; c. 24 km SE to c. 26 km ESE of Puerto Inca, from the beginning of the mountain rain forest next to the 'Campamento Pato Rojo', along the mountain crest to the beginning of the elfin forest after the 'Campamento Peligroso'.",NA,NA,"NL-U1173395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"43","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173396","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","Diaz C; Campos J",NA,"1989","05","31","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173396 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173396",NA,"Dioscoreales","orobanchoides",NA,NA,"! : Luya Province. Fundo 'El Paraiso'.",NA,NA,"NL-U1173396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"44","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173397","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","Steyermark JA; Dunsterville GCK; Dunsterville E",NA,"1970","12","21","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173397 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173397",NA,"Dioscoreales","orobanchoides",NA,NA,"in forest along stream. ESTADO BOLIVAR: Gran Sabana, altiplanicie del suelo arenoso, formación Roraima, en el drenaje de las cabeceras del Río Aponguao, entre Arautáparú y el Río Aponguao, cerca del Km. 147 al sur de El Dorado.",NA,NA,"NL-U1173397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"45","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173398","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","Steyermark JA",NA,"1973","05","04","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173398 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173398",NA,"Dioscoreales","orobanchoides",NA,NA,"ESTADO BOLIVAR: Sierra Pakaraima; Cabeceras del Río Paragua (Aguapira), a lo largo de la frontera Venezolana-Brasilera, frontera Nº 15.",NA,NA,"NL-U1173398",NA,"-63","3.666667",NA,NA,NA,NA,NA,"-63.0","3.666667","Magnoliopsidae",NA,NA,NA,NA,NA
"46","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173335","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Maas PJM; Berg CC; Morawetz W",NA,"1988","06","20","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173335 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173335",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,NA,NA,NA,"NL-U1173335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0034928",NA,NA,NA,NA
"47","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173425","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Grant ML",NA,"1944","09","02","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173425 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173425",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"COLOMBIA, SOUTH AMERICA. Quebrada Playón, Río Manzanares Valley, 30 kilometers west of La Esperanza, 52 km w. of Villavicencio. Subtropical forest.",NA,NA,"NL-U1173425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"48","2020-02-08 09:00:05-03","NBC","NL-BOTANY","L.3735895","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Prévost M-F",NA,"2001","05","16","Southern America","French Guiana",NA,NA,"Forêt primaire.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3735895 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3735895",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas","Cayenne","Station de la Piste de St. Elie km 15.7.",NA,NA,"NL-L3735895",NA,"-53.5","5.283333",NA,NA,"Maas PJM",NA,NA,"-53.5","5.283333","Magnoliopsidae",NA,NA,NA,NA,NA
"49","2020-02-08 09:00:05-03","NBC","NL-BOTANY","L.3735896","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Prévost M-F",NA,"2001","05","16","Southern America","French Guiana",NA,NA,"Forêt primaire.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3735896 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3735896",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas","Cayenne","Station de la Piste de St. Elie km 15.7.",NA,NA,"NL-L3735896",NA,"-53.5","5.283333",NA,NA,"Maas PJM",NA,NA,"-53.5","5.283333","Magnoliopsidae",NA,NA,NA,NA,NA
"50","2020-02-08 09:00:05-03","NBC","NL-BOTANY","L.3735904","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Evans R",NA,"2001","07","06","Southern America","Surinam",NA,NA,"Primary lowland forest, canopy open, ca. 25 m tall. Sandstone talus slope.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3735904 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3735904",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas","Sipaliwini","Summit of Tafelberg. Sandstone talus slope within 10m below SW wall of Arrowhead Basin, ca. 1/2 km NE of Augustus Creek.",NA,NA,"NL-L3735904",NA,"-56.176389","3.908333",NA,NA,"Maas PJM; Maas-van de Kamer H",NA,NA,"-56.176389","3.908333","Magnoliopsidae",NA,NA,NA,NA,NA
"51","2020-02-08 09:00:05-03","NBC","NL-BOTANY","L.3735909","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Lohmann LG; Peckham H",NA,"1998","06","26","Southern America","Surinam",NA,NA,"Growing on top of large roots.Open wet forest along creek.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3735909 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3735909",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas","Sipaliwini","Sipaliwini. Open wet forest along creek running perpendicular to Lisa's creek.",NA,NA,"NL-L3735909",NA,"-56.2","3.9",NA,NA,"Maas PJM; Maas-van de Kamer H",NA,NA,"-56.2","3.9","Magnoliopsidae",NA,NA,NA,NA,NA
"52","2020-02-08 09:00:05-03","NBC","NL-BOTANY","L.3735911","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Evans R",NA,"2001","06","29","Southern America","Surinam",NA,NA,"Low primary forest (canopy ca. 20 m tall), with understorey dominated by the usually terrestrial Philodendron insigne Schott and a large terrestrial bromeliad (leaves ca. 2 m long).<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3735911 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3735911",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"Sipaliwini. Summit of Tafelberg. Along trail from airplane crash site to camp on upper Augustus Creek, ca. 200m SE of crash site.",NA,NA,"NL-L3735911",NA,"-56.193056","3.913889",NA,NA,"Maas PJM; Maas-van de Kamer H",NA,NA,"-56.193056","3.913889","Magnoliopsidae",NA,NA,NA,NA,NA
"53","2020-02-08 09:00:05-03","NBC","NL-BOTANY","L.3735913","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Granville J-J de; Aliker L; Sarthou C",NA,"2002","07","22","Southern America","French Guiana",NA,NA,"Forêt haute de terre ferme sur pente. Très abondant dans le sous-bois.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3735913 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3735913",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"Guyane Francaise. Mont Saint-Marcel, zone du sommet Sud-ouest. Pied du versant Est du sommet, entre les falaises et la crique.",NA,NA,"NL-L3735913",NA,"-53.016667","2.383333",NA,NA,"Crozier F; Aliker L",NA,NA,"-53.016667","2.383333","Magnoliopsidae",NA,NA,NA,NA,NA
"54","2020-02-08 09:00:05-03","NBC","NL-BOTANY","L.3735915","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Lohmann LG; Peckham H",NA,"1998","06","26","Southern America","Surinam",NA,NA,"Growing on top of large roots.Open wet forest along creek.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3735915 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3735915",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas","Sipaliwini","Sipaliwini. Open wet forest along creek running perpendicular to Lisa's creek.",NA,NA,"NL-L3735915",NA,"-56.2","3.9",NA,NA,"Maas PJM; Maas-van de Kamer H",NA,NA,"-56.2","3.9","Magnoliopsidae",NA,NA,NA,NA,NA
"55","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U 0095063","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Werff HH van der; et al.",NA,"2003","07","12","Southern America","Peru",NA,NA,"Heavily logged forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200095063 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0095063",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas","Pasco","Pasco: Oxapampa. Along road Chatarra-Pto. Bermudez.",NA,NA,NA,NA,"-75.066667","-10.533333",NA,NA,"Maas PJM; Maas-van de Kamer H",NA,NA,"-75.066667","-10.533333","Magnoliopsidae",NA,NA,NA,NA,NA
"56","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173330","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Maas PJM; Maas-van de Kamer H; Merckx V; Moonen J; Schols P",NA,"2005","08","05","Southern America","French Guiana",NA,NA,"Low wet forest near savanna.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173330 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173330",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas","Cayenne","Trésor Nature Reserve. Trail from carbet to savanna.",NA,NA,"NL-U1173330",NA,"-52.294786","4.594978",NA,NA,"Maas PJM",NA,NA,"-52.294786","4.594978","Magnoliopsidae","U 0238639",NA,NA,NA,NA
"57","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173331","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Maas PJM; Maas-van de Kamer H; Merckx V; Moonen J",NA,"2005","08","18","Southern America","Guyana",NA,NA,"Mixed forest on brown sand.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173331 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173331",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"5 Mile Hill, 5 miles from Iwokrama on Iwokrama - Lethem road.",NA,NA,"NL-U1173331",NA,"-58.729981","4.612119",NA,NA,"Maas PJM",NA,NA,"-58.729981","4.612119","Magnoliopsidae","U 0238564",NA,NA,NA,NA
"58","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173332","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Maas PJM; Maas-van de Kamer H; Merckx V; Moonen J; Schols P",NA,"2005","08","06","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173332 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173332",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas","Cayenne","Forest just below Roche la Virginie.",NA,NA,"NL-U1173332",NA,"-52.152217","4.19685",NA,NA,"Maas PJM",NA,NA,"-52.152217","4.19685","Magnoliopsidae","U 0238594",NA,NA,NA,NA
"59","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173333","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Maas PJM; Maas-van de Kamer H; Merckx V; Moonen J",NA,"2005","08","10","Southern America","French Guiana",NA,NA,"Forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173333 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173333",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"Piste de St. Elie, Sentier Botanique.",NA,NA,"NL-U1173333",NA,"-53.049103","5.302186",NA,NA,"Maas PJM",NA,NA,"-53.049103","5.302186","Magnoliopsidae","U 0249228",NA,NA,NA,NA
"60","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173336","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Prance GT; Maas PJM; Kubitzki K; et al.",NA,"1971","04","19","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173336 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173336",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas","Acre",NA,NA,NA,"NL-U1173336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0034953",NA,NA,NA,NA
"61","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173337","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Prance GT; et al.",NA,"1973","08","08","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173337 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173337",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas","Amazonas",NA,NA,NA,"NL-U1173337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0034927",NA,NA,NA,NA
"62","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173338","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Prance GT; Pennington TD; Ramos JF",NA,"1974","09","02","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173338 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173338",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas","Amazonas",NA,NA,NA,"NL-U1173338",NA,"-60.025278","-3.113333",NA,NA,NA,NA,NA,"-60.025278","-3.113333","Magnoliopsidae","U 0034926",NA,NA,NA,NA
"63","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173339","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Cid Ferreira CA; et al.",NA,"1979","08","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173339 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173339",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"Brasilian Amazonia, Vicinity of Rio Uatumá. Rio Umatumã, Município de Itapiranga, margem esquerda, serra ao lado do acampamento da beira do rio; mata de terra firme; solo argilo-ciltoso.",NA,NA,"NL-U1173339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"64","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173340","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Campbell DG; et al.",NA,"1974","05","31","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173340 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173340",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"Brazilian Amazonia. State of Pará. Basin of Rio Trombetas. 20 km op Rio Mapueira from Cachoeira Porteira, on east bank. Igapó.",NA,NA,"NL-U1173340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"65","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173345","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Cremers GA",NA,"1992","03","16","Southern America","French Guiana",NA,NA,"Forêt primaire de moyenne altitude.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173345 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173345",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"Guyane Francaise. Montagnes de la TrinitÚ - Bassin de la Mana.",NA,NA,"NL-U1173345",NA,"-53.35","4.583333",NA,NA,"Maas PJM; Maas-van de Kamer H",NA,NA,"-53.35","4.583333","Magnoliopsidae","U 0124154",NA,NA,NA,NA
"66","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173348","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Maas PJM; et al.",NA,"1987","10","21","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173348 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173348",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"Amazonas: Rio Negro, near mouth of Rio Xié, Vista Alegre, opposite São Marcelino.",NA,NA,"NL-U1173348",NA,"-67.216667","0.916667",NA,NA,NA,NA,NA,"-67.216667","0.916667","Magnoliopsidae",NA,NA,NA,NA,NA
"67","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173351","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Campbell DG; Ongley JC; Ramos JF",NA,"1974","04","06","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173351 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173351",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"Brazilian Amazonia. State of Amazonas. Rio Cuieiras-Manaus trail, Km. 1. Primary forest on terra firme. In dead leaves.",NA,NA,"NL-U1173351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"68","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173352","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Campbell DG; et al.",NA,"1974","05","31","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173352 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173352",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"Brazilian Amazonia. State of Pará. Basin of Rio Trombetas. 20 km op Rio Mapueira from Cachoeira Porteira, on east bank. Igapó.",NA,NA,"NL-U1173352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"69","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173353","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Prance GT; et al.",NA,"1971","04","28","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173353 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173353",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"Brazilian Amazonia. Estado do Acre. Cruzeiro do Sul, Rio Jurua & Rio Moa. Rio Moa between Cachoeira Grande & Serra da Moa village. Forest on hill slopes.",NA,NA,"NL-U1173353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"70","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173354","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Prance GT; Coêlho D; Monteiro OP",NA,"1971","09","29","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173354 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173354",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"Brazilian Amazônia. State of Amazonas. Basin of Rio Negro - Rio Cuieras. Rio Cuieras just below mouth of Rio Brancinho. Forest on terra firme; sandy soil.",NA,NA,"NL-U1173354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"71","2020-02-08 09:00:05-03","NBC","NL-BOTANY","U.1173355","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Prance GT; Ramos JF",NA,"1975","07","25","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173355 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173355",NA,"Dioscoreales","parviflora","(Benth.) Snelders & Maas",NA,"Brazilian Amazonia. State of Amazonas. Manaus-Caracarai Km 60. Disturbed forest on terra firme.",NA,NA,"NL-U1173355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
