"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","542350","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","J. G. Rohwer","O. Handro","s.n.","1934","04","24","Brazil","São Paulo","Sao Paulo","Capital, nativa no Jardim Botánico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200188' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542350","NY00542350_01",NA,NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","542347","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"M. Kirizawa","1702","1986","06","25","Brazil","São Paulo","Ubatuba","Ubataba","-45.0697","-23.4303",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200191' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542347","NY00542347_01",NA,NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","776838","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","S. A. Nicolau","I. Cordeiro","2347","2000","09","28","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba, Trilha da Captaçao","-45.4097","-23.6203",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200184' target='other'> <mi>dwc_moreinfo</mi></a>","NY00776838","NY00776838_01",NA,NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","542349","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","J. G. Rohwer","G. G. Hatschbach","61429","1995","01","14","Brazil","Espírito Santo","Alfredo Chaves","Sao Bento de Urânia","-40.917605","-20.471909",NA,NA,"900","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200183' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542349","NY00542349_01",NA,NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","564102","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","J. G. Rohwer","P. K. H. Dusén","14032","1912","03","27","Brazil","Paraná","Morretes","Morretes","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200186' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564102","NY00564102_01",NA,NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","564104","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","J. G. Rohwer","M. Sakane","573","1977","05","14","Brazil","São Paulo","Sete Barras","Sete Barras, Reserva Biológica Carlos Botelho","-47.989753","-24.144027",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200187' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564104","NY00564104_01",NA,NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","539546","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"W. Hoehne","2479","1960","08","05","Brazil","São Paulo","Sao Paulo","Parque do Estado de S.P.","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200190' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539546","NY00539546_01",NA,NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","539423","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"R. Reitz","6492","1958","02","27","Brazil","Santa Catarina","Garuva","Três Barras, Garuva","-48.8547","-26.0269",NA,NA,"20","20","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=335060' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539423","NY00539423_01",NA,NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","539422","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"G. G. Hatschbach","42997","1980","05","09","Brazil","Paraná","Antonina","Rio Mergulhao","-48.7117","-25.4286",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=335062' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539422","NY00539422_01",NA,NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","539424","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"R. M. Klein","1534","1955","08","26","Brazil","Santa Catarina","Itajaí","Cunhas, Itajaí","-48.6617","-26.9081",NA,NA,"15","15","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=335061' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539424","NY00539424_01",NA,NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","542348","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","A. Custodio Filho","A. C. Filho","1336","1983","05","10","Brazil","São Paulo","Salesópolis","Biritiba Mirim, Estaçao Biológica de Boracéia","-45.875","-23.642",NA,NA,"890","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200182' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542348","NY00542348_01",NA,NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","539425","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"H. Makino","43","1977","05","21","Brazil","São Paulo","Sao Miguel Arcanjo","Ca. 67 km ao sul de Itapetininga, município de Sao Miguel Arcanjo, Reserva Carlos Botelho","-47.99","-23.8703",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=335059' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539425","NY00539425_01",NA,NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","19140","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Alves, F.M","Amaral Jr., A.","108","1993","03","17","Brasil","São Paulo","São Luiz do Paraitinga",NA,NA,NA,"9999","9999",NA,NA,"Árvore, frutos vermelhos e secos.","BOTU019140",NA,"2015","07","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-13 09:20:05-03","UFRJ","RFA","25302","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","A. Quinet","F. M. B. Pereira","18/41","2000","10","15","Brasil","Rio de Janeiro","Cachoeiras de Macacu","3º Distrito; Lagoinhas, Fazenda Lagoinha","-42.841111","-22.458333","42º50'28''W","22º27'30''S","246","246","Árvore, 11 m de altura, 12 cm de DAP, folha verde, fruto verde, comum no local, afloramento rochoso.","RFA38540",NA,"2001","06","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-01-20 14:40:31-03","UPM","MACK","855","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Ness) Mez",NA,"Camila; Eduardo; Rodrigo","s/n","2010","07","22","Brasil","SP","Peruíbe","Restinga alta.","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA
"26","2020-01-20 14:40:31-03","UPM","MACK","2827","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez.","J. B. Baitello","R. Costa","50","2005","07","08","Brasil","SP","São Paulo","Parque Tizo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"2005","12",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"27","2019-12-04 15:26:05-03","PUCPR","HUCP","3616","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez.","Silva, SM","Souza, WS","695",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Morro do Meio.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00012802","HUCP00012802","1987","03","21","Magnoliidae",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"28","2020-02-08 09:36:41-03","NBC","NL-BOTANY","L 0036994","PreservedSpecimen","Plantae","Lauraceae","Ocotea","riedelii","Ocotea riedelii","Mez",NA,"Riedel L",NA,NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200036994 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0036994","NL-L0036994",NA,NA,NA,NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae","isotype","905234446",NA,NA
"29","2020-11-04 11:12:03-03","ESALQ","ESA","80653","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Ivanauskas, N.M.","Bortoleto, S.; Araújo, A.O.; Freire, R.A.P.; Capretz, R.L.;Castellen, M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","80.0","2002","04","22","Brasil","São Paulo","São Miguel Arcanjo.","Parque Estadual Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/ Floresta Ombrófila Densa Montana.Trilha do Rio Taquaral. Beira da Trilha.","-475.936","-240.314","-475,936","-240,314",NA,NA,"Árvore de 6m de altura. Botão verde-amarelado.","ESA080653","ESA080653",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:12:03-03","ESALQ","ESA","85283","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","Mez","Baitello, J.B.","Silva, F.C. et al.","1067.0","1986","03","08","Brasil","São Paulo","Iporanga",NA,"-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,NA,"ESA085283","ESA085283",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"38740","auto",NA,NA,NA,NA,NA
"31","2020-11-04 11:12:03-03","ESALQ","ESA","84735","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa",NA,NA,"Urbanetz, C. et al.","135.0","2003","04","22","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA084735","ESA084735",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA
"32","2020-11-04 11:12:03-03","ESALQ","ESA","7129","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, J.B.","Moraes, P.L.R.","619.0","1992","01","17","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA007129",NA,"2003","01","01","Magnoliophyta",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"33","2020-11-04 11:12:03-03","ESALQ","ESA","9113","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, J.B.","Moraes, P.L.R.","721.0","1992","09","12","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA009113",NA,"2003","01","01","Magnoliophyta",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"34","2020-11-04 11:12:03-03","ESALQ","ESA","51981","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Ness) Mez","Baitello, J.B.","Lima, R.A.F.","403.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,"400","400","no sub-bosque","ESA051981","ESA051981",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"35","2020-11-04 11:12:03-03","ESALQ","ESA","80655","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Moraes, P.L.R.","Udulutsch, R.G.; Berndt, A.; Giannotti, M.; Muniz, M.R.A.; Botrel, R.T.; Vieira, S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","701.0","2002","04","24","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/ Floresta Ombrofila Densa Montana. Trilha do Rio Taquaral 2.","-475.913","-240.344","-475,913","-240,344",NA,NA,"Árvore, ca. de 3m de altura. Frutos maduros marrons.","ESA080655","ESA080655",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:12:03-03","ESALQ","ESA","71515","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, J.B.","Moraes, P.L.R.","2447.0","2001","05","31","Brasil","São Paulo","Peruíbe",NA,"-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,"ESA071515","ESA071515",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA
"37","2020-11-04 11:12:03-03","ESALQ","ESA","7175","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, J.B.","Moraes, P.L.R.","667.0","1992","02","21","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA007175",NA,"2003","01","01","Magnoliophyta",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"38","2020-11-04 11:12:03-03","ESALQ","ESA","7831","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Moraes, P.L.R.","Moraes, P.L.R.","756.0","1992","11","17","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA007831",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"39","2020-11-04 11:12:03-03","ESALQ","ESA","7504","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, J.B.","Moraes, P.L.R.","685.0","1992","05","17","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA007504",NA,"2003","01","01","Magnoliophyta",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"40","2020-11-04 11:12:03-03","ESALQ","ESA","14797","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, J.B.","Moraes, P.L.R. et al.","943.0","1994","04","23","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA014797",NA,"2003","01","01","Magnoliophyta",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"41","2020-11-04 11:12:03-03","ESALQ","ESA","7838","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, J.B.","Moraes, P.L.R.","757.0","1992","11","17","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA007838",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"42","2020-11-04 11:12:03-03","ESALQ","ESA","39908","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, J.B.","Hoehne, W.","2479.0","1960","08","05","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"ESA039908",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"43","2020-11-04 11:12:03-03","ESALQ","ESA","114811","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa",NA,NA,"Campos, M.C.R.","411.0","2006","05","08","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"ESA114811","ESA114811",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"44","2020-11-04 11:12:03-03","ESALQ","ESA","123718","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa",NA,"Ivanauskas, N.M.","Colletta, G.D. ; Ferreira, M.A.P.","1106.0","2013","05","01","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA), UHE Fumaça, trilha do Chagas.","-47.5","-23.9599990844727",NA,NA,NA,NA,"Árvore, 3m","ESA123718",NA,"2013","05","01","Magnoliophyta",NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA
"45","2020-11-04 11:12:03-03","ESALQ","ESA","128518","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa",NA,"Baitello, J.B.","Cabral, F.N.","807.0","2013","03","27","Brasil","São Paulo","Tapiraí","Trilha Dezembro entre UHE Alecrim e UHE Porto Raso. Floresta Ombrófila Densa na margem do Rio Dezembro.","-48.44963","-25.07829","-48.44963","-25.07829",NA,NA,NA,"ESA128518",NA,"2013",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:12:03-03","ESALQ","ESA","84737","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Moraes, P.L.R.","Aguiar, A.C.; Silva, R.R.; Pereira, Z.V.; Cerqueira, R.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.","133.0","2003","04","16","Brasil","São Paulo","Ribeirão Grande","Parque Est.Intervales, trilha da cachoeira das pedrinhas, Floresta Ombrófila Densa","-482.188","-241.728","-482,188","-241,728","790","790","Árvore, 15m alt.Botões florais e flores alvas","ESA084737","ESA084737",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:12:03-03","ESALQ","ESA","80652","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Moraes, P.L.R.","Udulutsch, R.G.; Berndt, A.; Giannotti, M.; Muniz, M.R.A.; Botrel, R.T.; Vieira, S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","565.0","2002","04","20","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/Floresta Ombrófila Densa Montana.Coleta em borda da mata.","-475.808","-240.403","-475,808","-240,403",NA,NA,"Árvore, ca. De 12m de altura. Botões de coloração creme. Odor característico.","ESA080652","ESA080652",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:12:03-03","ESALQ","ESA","92892","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Ness) Mez","Castro, E.R.","Castro, E.R.","45.0","2001","09","12","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA092892","ESA092892",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
