"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount"
"258","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","37772",NA,"Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"F.A.G.Guilherme","397","2004","10","16","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Aleatório próximo a parc. 4 Z. Árvore, 4m de altura. Botões verdes. Flores com pétalas brancas e frutos verdes.","MBML037772","MBML037772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","37798",NA,"Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","A. Quinet/ 06-11-2005","F.A.G.Guilherme","394","2004","10","16","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Árvore, 7 m de altura. Botões florais verdes. Indivíduo 8 Z 10.","MBML037798","MBML037798","2005","11","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","7532",NA,"Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","H. van der Werff/set.1995","L. D. Thomaz","1193","1995","04","28","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Altura 16m, PAP 57cm, caule interno creme, odor de pitanga, botões verdes.","MBML007532","MBML007532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2021-01-09 21:48:35-03","UNICENTRO","HUCO","3338","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Oliveira, A.A.","Stival-Santos, A.; et al.; et al.","2990","2010","06","16","Brasil","Santa Catarina","Biguaçu","Instituto Itaúna de Educação Ambiental","-48.6556015014648","-27.4941997528076",NA,NA,NA,NA,"Florística IFFSC 390, Lat.: 27° 27' 00 S; Log.: 48° 41' 24 O; Altitude: 66 m, FURB 27517; Arbóreo, 8 metros, com botão floral; Floresta Ombrófila Densa; HABITAT: Floresta Ombrófila Densa; DESC: Arbóreo, 8 metros, com botão floral","HUCO003338",NA,"2010","09","22",NA,NA,NA,NA,"20442","auto",NA,NA,NA,NA,NA
"262","2021-01-09 21:48:35-03","UNICENTRO","HUCO","5369","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Quinet A.","Dreveck S.; Carneiro F. E.","1946","2010","03","18","Brasil","Santa Catarina","Garuva",NA,"-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"FURB 22839; Arvoreta; FOD; HABITAT: FOD; DESC: Arvoreta",NA,NA,"2010","09","15",NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA
"263","2020-06-15 15:30:55-03","UNESP-RC","HRCB","21767","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Moraes, P.L.R. de","Zipparro, V.B.","767","1994","10","09","Brasil","São Paulo","Sete Barras","Fazenda Intervales, Base Saibadela","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Árvore, 8m de altura, frutos verdes, comido por Lipaugus.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"264","2020-06-15 15:30:55-03","UNESP-RC","HRCB","15375","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Moraes, P.L.R.","Sobral",NA,NA,NA,NA,"Brasil","São Paulo","Peruíbe","Parque Estadual da Juréia","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA
"265","2020-06-15 15:30:55-03","UNESP-RC","HRCB","55673","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Torres, R.B.","Torres, R.B.","1668","2006","02","22","Brasil","São Paulo","Ubatuba","Fazenda Capricórnio","-45.0699996948242","-23.4300003051758","W","S","386","386","Árvore 8 m alt.; flores creme-esbranquiçadas",NA,NA,"2006","02","22",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"266","2020-06-15 15:30:55-03","UNESP-RC","HRCB","19478","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, J.B.","Garcia",NA,NA,NA,NA,"Brasil","São Paulo","Parelheiros","Sítio à esquerda na Estrada Engº Marsilac, sentido Engº Marsilac","-46.727778","-23.896111","46º43'40W","23º53'46S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2020-06-15 15:30:55-03","UNESP-RC","HRCB","56169","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Moraes, P.","Moraes, P.L.R.","3359","2011","09","01","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"Arvoreta 3 m, botões florais creme",NA,NA,"2011","09","01",NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"268","2020-06-15 15:30:55-03","UNESP-RC","HRCB","17024","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez",NA,"Furlan",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Trilha da Almada","-44.866667","-23.35","44º52'W","23º21'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2020-06-15 15:30:55-03","UNESP-RC","HRCB","17510","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez",NA,"Assis",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Trilha e Estrada da Almada","-44.866667","-23.35","44º52'W","23º21'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2020-06-15 15:30:55-03","UNESP-RC","HRCB","20794","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, J.B.","Fernandes",NA,NA,NA,NA,"Brasil","São Paulo","Eldorado","Caverna do Diabo","-48.392083","-24.646639","48º23'31.5W","24º38'47.9S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2020-06-15 15:30:55-03","UNESP-RC","HRCB","36284","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Guilherme, F.A.G.","Guilherme, F.A.G.","305","2002","05",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Intervales, Base Saibadela","-48.083333","-24.233333","48º05'W","24º14'S",NA,NA,"Árvore de aprox. 20m de altura; bloco 1 da fitossociologia. Botões florais brancos. Indivíduo FD 36.",NA,NA,"2002","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2020-06-15 15:30:55-03","UNESP-RC","HRCB","35803","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Guilherme, F.A.G.","Guilherme","233","2001","09","19","Brasil","São Paulo","Sete Barras","Parque Estadual Intervales, Base Saibadela","-48.080556","-24.235556","48º04'50W","24º14'08S",NA,NA,"Árvore; aprox. 9m de altura, flores com cálice persistente costado verde e frutos verdes. Indivíduo IF06.",NA,NA,"2002","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2020-06-15 15:30:55-03","UNESP-RC","HRCB","36377","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Assis, M.A.","Disciplina Princípios e Métodos em Taxonomia Vegetal","20","2001","11","21","Brasil","São Paulo","São Luís do Paraitinga","Núcleo Santa Virgínia (IF)","-45.125","-23.344267","45º07'30W","23º20'39.36S","925","925","Árvore de 7m, heliófito, frutos imaturos de coloração verde.",NA,NA,"2001","11","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2020-06-15 15:30:55-03","UNESP-RC","HRCB","35797","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Guilherme, F.A.G.","Guilherme","224","2001","07","17","Brasil","São Paulo","Sete Barras","Parque Estadual Intervales, Base Saibadela","-48.083333","-24.233333","48º05'W","24º14'S",NA,NA,"Árvore; aprox. 12m de altura, botões florais creme e cálice ferrugíneo, poucas flores abertas com pétalas (6) creme. Indivíduo CJ10.",NA,NA,"2002","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2020-06-15 15:30:55-03","UNESP-RC","HRCB","28412","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Baitello, J.B.","Ivanauskas, N.M.","80","1995","03","24","Brasil","São Paulo","Pariquera Açu","Estação Experimental do IAC","-47.885","-24.608333","47º53'06W","24º36'30S",NA,NA,"Árvore de 8m. Tronco cinza. Flores amarelo-claro.",NA,NA,"1995","05","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2020-06-15 15:30:55-03","UNESP-RC","HRCB","55672","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"Leitão Filho, H.F.","1238","1971","08","10","Brasil","São Paulo","Eldorado Paulista","Rod. Para Caverna do Diabo",NA,NA,NA,NA,NA,NA,"árvore 7-8 metros. Em frutificação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2020-06-15 15:30:55-03","UNESP-RC","HRCB","28474","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Ivanauskas, N.M.","Ivanauskas, N.M.","789","1996","04","27","Brasil","São Paulo","Pariquera Açu","Propriedade de Antonio Povinski","-47.876944","-24.675833","47º52'37W","24º40'33S",NA,NA,"Árvore de 4m, flores em botão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2020-06-15 15:30:55-03","UNESP-RC","HRCB","28472","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Ivanauskas, N.M.","Ivanauskas, N.M.","417","1995","09","28","Brasil","São Paulo","Pariquera Açu","Propriedade de Antonio Povinski","-47.876944","-24.675833","47º52'37W","24º40'33S",NA,NA,"Árvore de 7m. Casca externa marrom, lenticelada. Frutos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2020-06-15 15:30:55-03","UNESP-RC","HRCB","28473","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Ivanauskas, N.M.","Ivanauskas, N.M.","412","1995","09","28","Brasil","São Paulo","Pariquera Açu","Propriedade de Antonio Povinski","-47.876944","-24.675833","47º52'37W","24º40'33S",NA,NA,"Árvore de 5m. Frutos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2020-06-15 15:30:55-03","UNESP-RC","HRCB","41286","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Castro, E.R.","Castro, E.R.","45","2001","09","12","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Arbusto com cerca de 3m. Fruto imaturo de cor verde e maduros de cor preta.",NA,NA,"2005","02","23",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"281","2020-06-15 15:30:55-03","UNESP-RC","HRCB","47281","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Baitello, J.B.","Castro, E.R.","46","2001","09","23","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Árvore com cerca de 3m. Frutos maduros de cor preta.",NA,NA,"2007","06","29",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"282","2020-06-15 15:30:55-03","UNESP-RC","HRCB","18365","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, J.B.","Simão-Bianchini",NA,NA,NA,NA,"Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA
"283","2020-06-15 15:30:55-03","UNESP-RC","HRCB","56170","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Moraes, P.","Moraes, P.L.R.","3360","2011","09","01","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"Arvoreta 4 m, inflorescências monstruosas",NA,NA,"2011","09","01",NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"284","2020-06-15 15:30:55-03","UNESP-RC","HRCB","14329","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Baitello, J.B.","Moraes, P.L.R. de","271","1990","10","08","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,"700","700","Arvoreta - 5m de altura. Flores brancas - tronco rugoso - com odor.",NA,NA,"1991","10","29",NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"285","2020-06-15 15:30:55-03","UNESP-RC","HRCB","14273","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Baitello, J.B.","Moraes, P.L.R. de","222","1990","07","23","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,"700","700","Material caído no chão - mata.",NA,NA,"1991",NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"286","2020-06-15 15:30:55-03","UNESP-RC","HRCB","14272","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Baitello, J.B.","Moraes, P.L.R. de","121","1990","06","12","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,"700","700","Árvore 6m de altura - flores brancas - beira de estrada.",NA,NA,"1991",NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"287","2017-11-24 14:11:10-02","UFLA","ESAL","15050","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"Oliveira Filho, AT","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","Mata Camarinha","-43.3210983276367","-19.414400100708",NA,NA,NA,NA,"árvore; 6,50; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22479","auto",NA,NA,NA,NA,NA
"288","2017-11-24 14:11:10-02","UFLA","ESAL","17382","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"Oliveira Filho, AT; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Madre de Deus",NA,NA,NA,NA,NA,NA,NA,"árvore; 13 m; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2018-10-09 16:31:35-03","UFLA","ESAL","23791","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Quinet, A","Demuner, V; Magnago, LFS; Cruz, T; Bau","1901","2006","03","15","Brasil","Espírito Santo","Águia Branca","Assentamento 16 de abril","-40.734722","-18.906944","-40.734722","-18.906944",NA,NA,"Doação MBML 26; Árvore 9m; fuste 4m; DAP 25cm; botoes florais verdes. Borda de mata.",NA,NA,"2006","08","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2017-11-24 14:11:10-02","UFLA","ESAL","26451","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"Melo, P H A","4388",NA,NA,NA,"Brasil","Minas Gerais","Mariana e Catas Altas, MG","Vale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2018-10-09 16:31:35-03","UFLA","ESAL","23851","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"Kollmann, L; Bausen, E; Pizziolo, W","5067","2001","11","28","Brasil","Espírito Santo","Santa Teresa","Nova Lombardia/Reserva Biológica Augusto Ruschi","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Doação MBML 15; Arvoreto 13m. Frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA
"292","2019-06-10 10:10:57-03","FZB-BH","BHZB","5716","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa",NA,"A.Quinet","Rezende, S.G.","880","2005","09","28","Brasil","MG","Gonzaga","Bacia rio grande Corrente","-42.524167","-18.947222","42W 31' 27","18S 56' 50","850","850","Coord.: UTM Lat.: 7.9031.195 e Long.: 760.720. Altitude média de 850m.Floresta Estacional Semidecidual",NA,NA,"2007","03","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2020-11-18 11:40:31-03","UERJ","HRJ","12331","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","A. Quinet","L. P. G. Rosa; W. Silva, C.L. Oliveira","s.n.","2011","08","23","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,"603","603",NA,"HRJ00012549",NA,NA,NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA
"294","2021-02-09 10:13:07-03","UENF","HUENF","1319","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"Moreno, M.R.; Nascimento, M.T.","100","1997","10","29","Brasil","Rio de Janeiro","Campos dos Goytacazes","Imbé","-41.796944","-21.846944","41º47'49''W","21º50'49''S","38","38","igual ao 647","HUENF00001321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2020-09-12 05:00:02-03","US","US","2027810","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"R. Reitz","3152","1949","11","2","Brazil","Santa Catarina","Brusque",NA,"-48.9174995422363","-27.0981006622314",NA,NA,"50",NA,NA,"US01349673","US01349673_01",NA,NA,NA,NA,"Laurales","South America",NA,"19684","auto","Dicotyledonae",NA,NA,NA,"1"
"296","2020-09-12 05:00:02-03","US","US","2580247","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"M. Kuhlmann","s.n.","1944","3","15","Brazil","São Paulo","São Paulo","Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"US01349678","US01349678_01",NA,NA,NA,NA,"Laurales","South America - Neotropics",NA,"53584","auto","Dicotyledonae",NA,NA,NA,"1"
"297","2020-09-12 05:00:02-03","US","US","3030639","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"G. Hatschbach","14100","1966","3","23","Brazil","Paraná","Antonina","Estr. Cacatu-Serra Negra","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"US01349664","US01349664_01",NA,NA,NA,NA,"Laurales","South America",NA,"38300","auto","Dicotyledonae",NA,NA,NA,"1"
"298","2020-09-12 05:00:02-03","US","US","3380779","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"M. Kirizawa","1702","1986","6","25","Brazil","São Paulo","Ubatuba","Baixa do morro. Cachoeira do Macaco","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"US01349659","US01349659_01",NA,NA,NA,NA,"Laurales","South America - Neotropics",NA,"34265","auto","Dicotyledonae",NA,NA,NA,"1"
"299","2020-09-12 05:00:02-03","US","US","2027606","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"R. M. Klein","s.n.","1949","10","20","Brazil","Santa Catarina","Brusque","Mata do Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,NA,"US01349675","US01349675_01",NA,NA,NA,NA,"Laurales","South America",NA,"19684","auto","Dicotyledonae",NA,NA,NA,"1"
"300","2020-09-12 05:00:02-03","US","US","2120840","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"R. Reitz","3123","1949","10","20","Brazil","Santa Catarina","Brusque","Mata do Hoffmann","-48.9174995422363","-27.0981006622314",NA,NA,"50",NA,NA,"US01349677","US01349677_01",NA,NA,NA,NA,"Laurales","South America",NA,"19684","auto","Dicotyledonae",NA,NA,NA,"1"
"301","2020-09-12 05:00:02-03","US","US","3380780","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"A. Custodio Filho","1336","1983","5","10","Brazil","São Paulo","Boracéia","Biritiba Mirim; Estação Biológica de Boracéia","-45.87","-23.63",NA,NA,"890","950",NA,"US01349660","US01349660_01",NA,NA,NA,NA,"Laurales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"302","2020-09-12 05:00:02-03","US","US","2120841","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"R. Reitz","3152","1949","11","2","Brazil","Santa Catarina","Brusque","Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,"50",NA,NA,"US01349672","US01349672_01",NA,NA,NA,NA,"Laurales","South America",NA,"19684","auto","Dicotyledonae",NA,NA,NA,"1"
"303","2020-09-12 05:00:02-03","US","US","2564511","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"G. Hatschbach","14100","1966","3","23","Brazil","Paraná","Antonina","Estr. Cacatu - Serra Negra","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"US01349666","US01349666_01",NA,NA,NA,NA,"Laurales","South America",NA,"38300","auto","Dicotyledonae",NA,NA,NA,"1"
"304","2020-09-12 05:00:02-03","US","US","2579726","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"O. Handro","s.n.","1934","4","24","Brazil","São Paulo","São Paulo","Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"US01349679","US01349679_01",NA,NA,NA,NA,"Laurales","South America - Neotropics",NA,"53584","auto","Dicotyledonae",NA,NA,NA,"1"
"305","2020-09-12 05:00:02-03","US","US","2249443","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"G. Hatschbach","3800","1957","3","24","Brazil","Paraná","Guaratuba","Garuva","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"US01349670","US01349670_01",NA,NA,NA,NA,"Laurales","South America",NA,"41937","auto","Dicotyledonae",NA,NA,NA,"1"
"306","2020-09-12 05:00:02-03","US","US","2841491","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"R. Reitz & R. M. Klein","6492","1958","2","27","Brazil","Santa Catarina","Garuva","Tres Barras","-48.8549995422363","-26.0266990661621",NA,NA,"20",NA,NA,"US01349669","US01349669_01",NA,NA,NA,NA,"Laurales","South America",NA,"22441","auto","Dicotyledonae",NA,NA,NA,"1"
"307","2020-09-12 05:00:02-03","US","US","2484255","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"G. Hatschbach","12760","1965","9","16","Brazil","Paraná","Antonina","Cacatu","-48.7118988037109","-25.4286003112793",NA,NA,"10",NA,NA,"US01349667","US01349667_01",NA,NA,NA,NA,"Laurales","South America",NA,"38300","auto","Dicotyledonae",NA,NA,NA,"1"
"308","2020-09-12 05:00:02-03","US","US","3331435","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"G. Hatschbach","20130","1968","10","24","Brazil","Paraná","Paranaguá","Rio Cambará","-48.5092010498047","-25.5200004577637",NA,NA,"50","200",NA,"US01349662","US01349662_01",NA,NA,NA,NA,"Laurales","South America",NA,"24916","auto","Dicotyledonae",NA,NA,NA,"1"
"309","2020-09-12 05:00:02-03","US","US","3030640","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"G. Hatschbach","14100","1966","3","23","Brazil","Paraná","Antonina","Estr. Cacatu-Serra Negra","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"US01349665","US01349665_01",NA,NA,NA,NA,"Laurales","South America",NA,"38300","auto","Dicotyledonae",NA,NA,NA,"1"
"310","2020-09-12 05:00:02-03","US","US","2027802","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"R. Reitz","3123","1949","10","20","Brazil","Santa Catarina","Brusque",NA,"-48.9174995422363","-27.0981006622314",NA,NA,"50",NA,NA,"US01349676","US01349676_01",NA,NA,NA,NA,"Laurales","South America",NA,"19684","auto","Dicotyledonae",NA,NA,NA,"1"
"311","2020-09-12 05:00:02-03","US","US","2931612","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez",NA,"G. Hatschbach","14100","1966","3","23","Brazil","Paraná","Antonina","Estr. Cacatu Serra Negra","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"US01349663","US01349663_01",NA,NA,NA,NA,"Laurales","South America",NA,"38300","auto","Dicotyledonae",NA,NA,NA,"1"
