"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","verbatimLongitude","verbatimLatitude","class","fieldNumber","dayIdentified","typeStatus","individualCount","relatedCatalogItem"
"11","2019-11-13 11:22:25-03","USP","SPF","63488","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Inga","aptera","Inga aptera","(Vinha) T.D.Penn.","Garcia, FCP","Hage, JL","2153","1986","10","07",NA,"Brasil","Bahia","Ilhéus","Centro de Pesquisas do Cacau","-39.0494003295898","-14.7889003753662",NA,NA,"SPF00063488",NA,"1999","02","61245",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-05-08 11:10:26-03","UEFS","HUEFS","228512","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","aptera","Inga aptera","(Vinha) T.D.Penn.",NA,"Neves, D.M.","1756","2014","03","14",NA,"Brasil","Bahia","Santa Cruz de Cabrália","Estrada para Guaiu +/- km 2.","-38.971111","-16.125278",NA,"Mata de tabuleiro.","HUEFS0228512",NA,NA,NA,NA,"34","34",NA,"38W58'16''","16S7'31''","Rosanae",NA,NA,NA,NA,NA
"13","2020-05-08 11:10:26-03","UEFS","HUEFS","188530","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","aptera","Inga aptera","(Vinha) T.D.Penn.",NA,"Matos, E.N.de","3470","2012","05","01",NA,"Brasil","Bahia","Valença","Fazenda Bela Vista (Sr. Ubiratã)","-39.02","-13.256667",NA,"Restinga. Floresta","HUEFS0188530","HUEFS0188530",NA,NA,NA,NA,NA,NA,"39W1'12''","13S15'24''","Rosanae",NA,NA,NA,NA,NA
"14","2020-05-08 11:10:26-03","UEFS","HUEFS","228625","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","aptera","Inga aptera","(Vinha) T.D.Penn.",NA,"Neves, D.M.","1763","2014","03","14",NA,"Brasil","Bahia","Santa Cruz Cabrália","Estrada para Guaiu +/- km 2.","-38.971111","-16.125278",NA,"Mata de tabuleiro.","HUEFS0228625",NA,NA,NA,NA,"34","34",NA,"38W58'16''","16S7'31''","Rosanae",NA,NA,NA,NA,NA
"15","2020-05-08 11:10:26-03","UEFS","HUEFS","232742","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","aptera","Inga aptera","(Vinha) T.D.Penn.",NA,"Neves, D.M.","1738","2014","03","13",NA,"Brasil","Bahia","Porto Seguro","Estação Pau-Brasil. CEPLAC.","-39.181389","-16.386389",NA,"mata ombrofila.","HUEFS0232742",NA,NA,NA,NA,"110","110",NA,"39W10'53''","16S23'11''","Rosanae",NA,NA,NA,NA,NA
"16","2020-05-08 11:10:26-03","UEFS","HUEFS","232745","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","aptera","Inga aptera","(Vinha) T.D.Penn.",NA,"Neves, D.M.","1732","2014","03","13",NA,"Brasil","Bahia","Porto Seguro","Estação Pau-Brasil. CEPLAC","-39.181389","-16.386389",NA,"Mata ombrofila.","HUEFS0232745",NA,NA,NA,NA,"110","110",NA,"39W10'53''","16S23'11''","Rosanae",NA,NA,NA,NA,NA
"17","2020-05-08 11:10:25-03","UEFS","HUEFS","45374","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","aptera","Inga aptera","(Vinha) T.D.Penn.","L.P.de Queiroz","Silva, M.M.da","404","2000","05","06",NA,"Brasil","Bahia","Ilhéus","Una - entrada para povoado Pedras depois da entrada da reserva. Entrada a esquerda a 16 km da estrada da reserva.","-39.050556","-15.269444",NA,NA,"HUEFS0045374","HUEFS0045374","2000","07",NA,"60","60",NA,"39W3'2''","15S16'10''","Rosanae",NA,NA,NA,NA,NA
"18","2020-07-23 12:14:05-03","CEPLAC","CEPEC","6953","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Affonsea","bahiensis","Affonsea bahiensis",NA,"S. G. da Vinha","T. S. dos Santos","1709","1971","06","17",NA,"Brasil","Bahia","ILHÉUS","Área do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245",NA,NA,"auto",NA,NA,NA,NA,NA,"Holótipo",NA,"30/12/1981"
"19","2020-07-23 12:14:05-03","CEPLAC","CEPEC","8853","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Affonsea","bahiensis","Affonsea bahiensis",NA,"S. G. da Vinha","J. L. Hage","56","1972","10","04",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC. Res. Botanica.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245",NA,NA,"auto","0*0'0","0*0'0",NA,NA,NA,NA,NA,"30/12/1972"
"20","2020-07-23 12:14:16-03","CEPLAC","CEPEC","8792","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","aptera","Inga aptera",NA,"M. M. M. Lopes","T. S. dos Santos","2428","1972","08","31",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC. Reserva Botânica.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245",NA,NA,"auto","0W0'0","0S0'0",NA,NA,NA,NA,NA,"30/07/2007"
"21","2020-07-23 12:14:16-03","CEPLAC","CEPEC","111272","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","aptera","Inga aptera",NA,"H. C. Lima","J. L. da Paixão","907","2006","03","20",NA,"Brasil","Bahia","ALMADINA","Serra do Corcovado, Rod. Almadina/Coarací, ca. 5Km.","-39.6025","-14.703611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W36'9","14S42'13",NA,NA,NA,NA,NA,"30/06/2009"
"22","2020-07-23 12:07:37-03","CEPLAC","CEPEC","150788","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","aptera","Inga aptera",NA,"R. Asprino","Fernandes, M.H.","300","2014","12","12",NA,"Brasil","Bahia","PORTO SEGURO","Conglomerado BA_1393-2-10-44","-39.239444","-16.559722",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,"39W14'22","16S33'35",NA,NA,NA,NA,NA,"18/11/2016"
"23","2020-07-23 12:14:16-03","CEPLAC","CEPEC","58649","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","aptera","Inga aptera",NA,"H. C. Lima","W. W. Thomas","9931","1993","05","13",NA,"Brasil","Bahia","BELMONTE","Barrolândia. Estação Experimental Gregório Bondar CEPLAC, 48Km a E da BR-101 na Rod. p/ Belmonte.","-39.25","-16.133333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W15'","16S8'",NA,NA,NA,NA,NA,"30/06/2009"
"24","2020-07-23 12:07:37-03","CEPLAC","CEPEC","135780","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","aptera","Inga aptera",NA,"Sem Informação","Carvalho, G. M.",NA,NA,NA,NA,NA,"Brasil","Bahia","PORTO SEGURO","RPPN Estação Veracel","-39.133333","-16.333333",NA,"Indivíduo P119-04",NA,NA,NA,NA,NA,"100","100",NA,"39W8'0","16S20'0",NA,NA,NA,NA,NA,NA
"25","2020-07-23 12:14:16-03","CEPLAC","CEPEC","45715","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","aptera","Inga aptera",NA,"M. M. M. Lopes","F. S. Santos","736","1987","12","08",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Area do Arboreto da Estação Ecológica do Pau-brasil. CEPLAC. Quadra no. 092.","-39.133333","-16.383333",NA,"<ll>dwc_commonname:</ll> Ingá-preta",NA,NA,NA,NA,NA,NA,NA,NA,"39W8'0","16S23'0",NA,NA,NA,NA,NA,"30/07/2007"
"26","2020-07-23 12:14:16-03","CEPLAC","CEPEC","35482","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","aptera","Inga aptera",NA,"M. M. M. Lopes","L. A. Mattos-Silva","1757","1984","09","19",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Area do Arboreto, parcela 092.","-39.133333","-16.383333",NA,"<ll>dwc_commonname:</ll> Ingá-preta",NA,NA,NA,NA,NA,NA,NA,NA,"39W8'","16S23'",NA,NA,NA,NA,NA,"30/07/2007"
"27","2020-07-23 12:14:16-03","CEPLAC","CEPEC","71709","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","aptera","Inga aptera",NA,"H. C. Lima","M. S. Ferrucci","959","1984","07","07",NA,"Brasil","Bahia","ILHÉUS","Área do CEPEC. Quadra D. Km 22 Rod. Ilhéus/Itabuna.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"30/06/2009"
"28","2020-07-23 12:14:16-03","CEPLAC","CEPEC","24752","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","aptera","Inga aptera",NA,"M. M. M. Lopes","J. L. Hage","1228","1981","08","18",NA,"Brasil","Bahia","ILHÉUS","Quadra B' do CEPEC.","-39.0494003295898","-14.7889003753662",NA,"<ll>dwc_commonname:</ll> Ingá-preta, Ingá-cabeluda",NA,NA,NA,NA,"61245",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"30/07/2007"
"29","2020-07-23 12:14:16-03","CEPLAC","CEPEC","30014","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","aptera","Inga aptera",NA,"M. M. M. Lopes","T. S. dos Santos","3779","1982","08","09",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,"<ll>dwc_commonname:</ll> Ingá-preta",NA,NA,NA,NA,"61245",NA,NA,"auto","0W0'0","0S0'0",NA,NA,NA,NA,NA,"30/07/2007"
"30","2020-07-23 12:14:16-03","CEPLAC","CEPEC","40069","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","aptera","Inga aptera",NA,"F. C. P. Garcia","J. L. Hage","2153","1986","10","07",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,"<ll>dwc_commonname:</ll> Ingá-preto",NA,NA,NA,NA,"61245",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"28/02/1999"
"31","2020-07-23 12:14:16-03","CEPLAC","CEPEC","43981","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","aptera","Inga aptera",NA,"M. M. M. Lopes","S. M. de Faria","258","1988","11","09",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,"<ll>dwc_commonname:</ll> Ingá-preta",NA,NA,NA,NA,"61245",NA,NA,"auto","0W0'0","0S0'0",NA,NA,NA,NA,NA,"30/07/2007"
"32","2020-07-23 12:14:16-03","CEPLAC","CEPEC","54447","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","aptera","Inga aptera",NA,"M. M. M. Lopes","S. C. de Sant'Ana","196","1992","02","06",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,"<ll>dwc_commonname:</ll> Ingá-preta",NA,NA,NA,NA,"61245",NA,NA,"auto","0W0'0","0S0'0",NA,NA,NA,NA,NA,"30/07/2007"
"33","2020-07-23 12:14:16-03","CEPLAC","CEPEC","8929","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","aptera","Inga aptera",NA,"M. M. M. Lopes","T. S. dos Santos","2478","1972","11","06",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC. Reserva Botânica.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245",NA,NA,"auto","0W0'0","0S0'0",NA,NA,NA,NA,NA,"30/07/2007"
"34","2020-07-23 12:14:16-03","CEPLAC","CEPEC","10468","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","aptera","Inga aptera",NA,"F. C. P. Garcia","T. S. dos Santos","2761","1993","01","24",NA,"Brasil","Bahia","ILHÉUS","Quadra J' do CEPEC.","-39.0494003295898","-14.7889003753662",NA,"<ll>dwc_commonname:</ll> Ingazeira",NA,NA,NA,NA,"61245",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"30/12/1999"
"35","2020-07-23 12:14:16-03","CEPLAC","CEPEC","33059","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","aptera","Inga aptera",NA,"M. M. M. Lopes","F. S. Santos","1","1983","08","23",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Area da Estação Ecológica do Pau-brasil. CEPLAC. Ca. 16Km ao W de Porto Seguro.","-39.0247001647949","-16.2780990600586",NA,"<ll>dwc_commonname:</ll> Ingá-preta",NA,NA,NA,NA,"49584",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"30/07/2007"
"36","2020-07-23 12:14:16-03","CEPLAC","CEPEC","101226","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","aptera","Inga aptera",NA,"H. C. Lima","A. M. Amorim","3407","1991","07","01",NA,"Brasil","Espírito Santo","SANTA TERESA","Pedra da Onça.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,"23813",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"30/06/2009"
"37","2020-07-23 12:14:16-03","CEPLAC","CEPEC","24744","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","aptera","Inga aptera",NA,"M. M. M. Lopes","J. L. Hage","1236","1981","08","25",NA,"Brasil","Bahia","ILHÉUS","Quadra I' do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"30/07/2007"
"38","2020-07-23 12:14:16-03","CEPLAC","CEPEC","9030","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","aptera","Inga aptera",NA,"F. C. P. Garcia","R. S. Pinheiro","2035","1993","11","28",NA,"Brasil","Bahia","ITABUNA","Rod. p/ Ibicarai, a 1Km apos o posto fiscal da Bananeira.","-39.2803001403809","-14.7855997085571",NA,"<ll>dwc_commonname:</ll> Ingá-preta",NA,NA,NA,NA,"30592",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"28/02/1999"
"39","2020-07-23 12:14:16-03","CEPLAC","CEPEC","75869","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","aptera","Inga aptera",NA,"H. C. Lima","L. A. Mattos-Silva","3628","1967","01","09",NA,"Brasil","Bahia","UNA","Faz. São Rafael (antiga Faz. Dendhevea). Coletas na Mata Os Gonçalves.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"36070",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"30/06/2009"
"40","2021-04-08 17:12:46-03","UESB","HUESB","7637","S","Plantae","Dicotyledoneae",NA,"Fabaceae","Inga","aptera","Inga aptera",NA,NA,"Oliveira, M.N.; Silva, G.S.; Silva, G.S.","655","2012","04","17",NA,"Brasil","Bahia","Itamari","Fazenda Mesquita.","-39.637139","-13.717056",NA,"Árvore.#?#Folhas compostas, alternas, paripinadas, néctarios extraflorais entre cada par de folíolos.&nf;; Floresta Ombrófila Densa.","HUESB000007637",NA,NA,NA,NA,NA,NA,NA,"-39.637139","-13.717056",NA,NA,NA,NA,NA,NA
"41","2021-02-23 13:22:24-03","MN","R-TIPOS","76558","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Affonsea","bahiensis","Affonsea bahiensis","Vinha","Vinha, S.G.","Mello Filho, L.E.","1160","1954","07",NA,NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,"R000076558","R000076558_001",NA,NA,"61245",NA,NA,"auto",NA,NA,NA,NA,NA,"Paratypus",NA,NA
"42","2021-02-23 13:22:24-03","MN","R-TIPOS","76558a","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Affonsea","bahiensis","Affonsea bahiensis","Vinha","Vinha, S.G.","Mello Filho, L.E.","1160","1954","07",NA,NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,"R000076558a","R000076558a_001",NA,NA,"61245",NA,NA,"auto",NA,NA,NA,NA,NA,"Isoparatypus",NA,NA
"43","2021-02-23 13:22:24-03","MN","R-TIPOS","76558c","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Affonsea","bahiensis","Affonsea bahiensis","Vinha","Vinha, S.G.","Mello Filho, L.E.","1160","1954","07",NA,NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,"R000076558c","R000076558c_001",NA,NA,"61245",NA,NA,"auto",NA,NA,NA,NA,NA,"Isoparatypus",NA,NA
"44","2021-02-23 13:22:24-03","MN","R-TIPOS","76558b","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Affonsea","bahiensis","Affonsea bahiensis","Vinha","Vinha, S.G.","Mello Filho, L.E.","1160","1954","07",NA,NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,"R000076558b","R000076558b_001",NA,NA,"61245",NA,NA,"auto",NA,NA,NA,NA,NA,"Isoparatypus",NA,NA
