"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","01460845","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","V. E. Rudd","L. O. A. Teixeira","590","1982","05","18","South America","Brazil","Rondônia","Ariquemes","Mineração Mibrasa, Setor Alto Candeias, km 128, Sudoeste de Ariquemes.","-63.58","-10.583333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1380961' target='other'> <mi>dwc_moreinfo</mi></a>","NY01460845","NY01460845_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","603874","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","V. E. Rudd","G. Eiten","3003","1961","06","18","South America","Brazil","São Paulo","Matao","12 km. SSE of Matao. (Ca. 17 km. NW along the Sao José do Rio Preto - Araraquara highway from turnoff to Araraquara. (Near border of Mun. de Araraquara.)","-48.36","-21.6003","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628637' target='other'> <mi>dwc_moreinfo</mi></a>","NY00603874","NY00603874_01","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01054844","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","M. de N. do C. Bastos","A. P. Duarte","8185","1964","07","13","South America","Brazil","Distrito Federal","Brasília","Margem do Rio Cuiabá","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1177979' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054844","NY01054844_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","03075220","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"G. Martinelli","18589","2015","05","27","South America","Brazil","Mato Grosso","Rosário Oeste","Fazenda SESC Serra Azul, antiga Fazenda Santo Antonio, cerrados próximo da estrada da Chapada.","-55.79","-14.5394444","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3294236' target='other'> <mi>dwc_moreinfo</mi></a>","NY03075220","NY03075220_01","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01460846","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","V. E. Rudd","L. O. A. Teixeira","715","1982","05","24","South America","Brazil","Rondônia","Santa Bárbara","Rodovia BR 364, Km 120","-63.116667","-9.166667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1380982' target='other'> <mi>dwc_moreinfo</mi></a>","NY01460846","NY01460846_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","603878","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","R. C. Barneby","D. C. Daly","6672","1991","05","19","South America","Brazil","Acre","Rio Branco","Univ. Federal do Acre, Parque Zoobotânico","-67.8","-9.97","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628638' target='other'> <mi>dwc_moreinfo</mi></a>","NY00603878","NY00603878_01","160","160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01054849","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","M. de N. do C. Bastos","W. J. Burchell","7311","1828","03","24","South America","Brazil","Goiás",NA,"(Goyáz), Chapel of S. Amaro",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1177994' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054849","NY01054849_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01054821","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","M. de N. do C. Bastos","A. Macedo","1888","1949","06","12","South America","Brazil","Minas Gerais","Ituiutaba","S. Terezinha","-49.465","-18.9692","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1177968' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054821","NY01054821_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01460844","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","W. A. Ducke","G. A. Black","52-14593A","1952","05","28","South America","Brazil","Rondônia","Porto Velho","Beira da Estrada de Ferro Madeira-Mamoré, vizinhanças do km 4.","-63.9039","-8.76194","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1705871' target='other'> <mi>dwc_moreinfo</mi></a>","NY01460844","NY01460844_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01054822","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","M. de N. do C. Bastos","H. S. Irwin","16715","1966","06","07","South America","Brazil","Mato Grosso",NA,"Ca. 2 km. N.E. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.33687","-14.65392","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1177970' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054822","NY01054822_01","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01054845","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","C. V. Mendonça f°","A. P. Duarte","8185","1964","07","12","South America","Brazil","Goiás",NA,"Margem do Rio Cuiabá",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1177982' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054845","NY01054845_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01054846","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","V. E. Rudd","G. G. Hatschbach","62110","1995","05","02","South America","Brazil","Mato Grosso do Sul",NA,"Rod. BR-060, 2-3 km S de Nioaque",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1177986' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054846","NY01054846_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01460841","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","V. E. Rudd","M. N. F. da Silva","296","1983","05","12","South America","Brazil","Pará","Itaituba","Estrada Santarém-Cuiabá, BR-163, km 974 a 980.","-55.33","-7.416667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1381365' target='other'> <mi>dwc_moreinfo</mi></a>","NY01460841","NY01460841_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01054850","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","M. de N. do C. Bastos","W. J. Burchell","7311","1828","03","24","South America","Brazil","Goiás",NA,"(Goyáz), Chapel of S. Amaro",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1177992' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054850","NY01054850_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01054825","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","M. de N. do C. Bastos","H. S. Irwin","17934","1966","06","28","South America","Brazil","Goiás","Caiapônia","Ca. 45 km. S. of Caiapônia, road to Jataí. Serra do Caiapó.","-51.77","-17.28","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1177976' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054825","NY01054825_01","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01460842","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","A. M. V. de Carvalho","L. C. L. Meneses Filho","9","1995","04","29","South America","Brazil","Rondônia","Guarajá-Mirim","Margem do rio Madeira, prox. a Caixa d'agua",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1705869' target='other'> <mi>dwc_moreinfo</mi></a>","NY01460842","NY01460842_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01054867","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","M. de N. do C. Bastos","R. R. de Santos","R1254","1968","05","02","South America","Brazil","Mato Grosso",NA,"5 km S of the Base Camp of the Expedition. Base Camp close to the Xavantina - São Felix road.","-51.87","-12.9","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1177997' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054867","NY01054867_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","03075223","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"G. Martinelli","18556","2015","05","27","South America","Brazil","Mato Grosso","Rosário Oeste","Fazenda SESC Serra Azul, antiga Fazenda Santo Antônio, cerrado próximo do final da pista de pouso.","-55.7208334","-14.4783334","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3294239' target='other'> <mi>dwc_moreinfo</mi></a>","NY03075223","NY03075223_01","290","290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01054823","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","M. de N. do C. Bastos","H. S. Irwin","16715","1966","06","07","South America","Brazil","Mato Grosso",NA,"Ca. 2 km. N.E. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.33687","-14.65392","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1177973' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054823","NY01054823_01","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01054820","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","M. de N. do C. Bastos","J. M. Pires","9550","1963","05","01","South America","Brazil","Distrito Federal","Brasília","Entre Fercal e Brasília","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1177961' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054820","NY01054820_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01054848","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","C. S. Rosário","L. M. M. Carreira","670","1983","05","04","South America","Brazil","Mato Grosso",NA,"Estrada de Pontes e Lacerda a Vila Bela","-59.6331","-15.1231","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1177996' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054848","NY01054848_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-19 11:35:10-03","UFPI-MRV","HDELTA","3953","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","s/d.","Carvalho, E.G.A.","95","2016","03","08",NA,"Brasil","Piauí","Parnaíba","EMBRAPA","-41.7766990661621","-2.90472006797791",NA,"<ll>dwc_commonname:</ll> Jacarandá","HDELTA003953",NA,NA,NA,NA,"25571","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-13 09:19:50-03","UFRJ","RFA","10654","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","A.P. Duarte","A.P. Duarte; A. Mattos","8185","1964","07","13",NA,"Brasil","Distrito Federal","Brasília","Margem do Rio Cuiabá","-47.9296989440918","-15.7797002792358",NA,"Planta escandente com flores violáceas a margem do rio Cuiabá","RFA44014",NA,NA,NA,NA,"70570","auto","1964","11","04",NA,NA,NA,NA,NA,NA
"34","2020-11-13 09:19:50-03","UFRJ","RFA","10655","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","A.P. Duarte","A.P. Duarte; A. Mattos (415)","8186",NA,NA,NA,NA,"Brasil","Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793",NA,"Planta escandente armada com espinhos reflexos muito agressivo, frutífera","RFA44013",NA,NA,NA,NA,"25250","auto","1964","11","04",NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:30:33-03","UFRJ","RFA","17654","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Liesner","E.P. Heringer","13833","1974","05","20",NA,"Brasil","Distrito Federal","Brasília","Fercal","-47.9296989440918","-15.7797002792358",NA,"Trepadeira, armada de espinhos, com fortes gavinhas, flores abundantes, roxas do afloramento calcário.","RFA14731",NA,NA,NA,NA,"70570","auto","1979",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-13 09:19:50-03","UFRJ","RFA","17928","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","A.P. Duarte","A.P. Duarte; A. Mattos (465)","8185","1964","07","13",NA,"Brasil","Distrito Federal","Brasília","Margem do Rio Cuiabá","-47.9296989440918","-15.7797002792358",NA,"Planta escandente com flores violáceas a margem do rio Cuiabá","RFA15194",NA,NA,NA,NA,"70570","auto","1964","11","04",NA,NA,NA,NA,NA,NA
"37","2020-11-13 09:19:50-03","UFRJ","RFA","17925","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","A.P. Duarte","A.P. Duarte; A. Mattos (415)","8186","1964","07","13",NA,"Brasil","Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793",NA,"Planta escandente armada com espinhos, reflexos muito agressivos, frutífera","RFA15191",NA,NA,NA,NA,"25250","auto","1964","11","04",NA,NA,NA,NA,NA,NA
"38","2020-11-13 09:19:50-03","UFRJ","RFA","17544","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","V.E. Rudd","G.G. Hatschbach","24266","1970","05","14",NA,"Brasil","Mato Grosso do Sul","Rio Brilhante","Casa Branca","-54.5463981628418","-21.8019008636475",NA,"Trepadeira lenhosa, flores lilás","RFA14594",NA,NA,NA,NA,"65544","auto","1975",NA,NA,NA,NA,NA,NA,NA,NA
"39","2018-08-28 10:12:59-03","UNEMAT","TANG","410","S","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"Koch, AK; Santos, MC","24","2007","04","25",NA,"Brasil","Mato Grosso","Tangará da Serra","Serra Tapirapuã","-57.4858016967773","-14.6194000244141",NA,"folhas compostas, imparipenadasinflorescência tipo cacho, flores roxas com ovário súperocaule lenhoso, arbustivo","TANG000000410",NA,NA,NA,NA,"175746","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-08 17:41:48-03","EAO","IAN","93061","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Machaerium","amplum","Machaerium amplum","Benth.",NA,"sc","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-08 17:41:48-03","EAO","IAN","160567","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Machaerium","amplum","Machaerium amplum","Benth.","Rosário, CS","Carreira, LMM; Moura, C; Lima, RP","670","1983","05","04","Southern America","Brasil","Mato Grosso","Vila Bela da Santíssima Trinda","Estrada de Pontes e Lacerda a Vila Bela. Terra firme, solo argiloso.",NA,NA,NA,"Arbusto de 2m de altura; flores roxas em panículas de cachos terminais.","IAN160567",NA,NA,NA,NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-04-08 17:41:48-03","EAO","IAN","25416","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Machaerium","amplum","Machaerium amplum","Benth.",NA,"Pohl, RW","1774",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN025416","IAN025416_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-04-08 17:41:48-03","EAO","IAN","77200","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Machaerium","amplum","Machaerium amplum","Benth.","Rudd, VE","Black, GA; Cordeiro, E","15267","1952","06","23","Southern America","Brasil","Rondônia",NA,"Rio Guaporé, Forte Principe da Beira.",NA,NA,NA,"cipó com espinho","IAN077200",NA,NA,NA,NA,NA,NA,"1972","04",NA,NA,NA,NA,NA,NA,NA
"44","2021-04-08 17:41:48-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Machaerium","amplum","Machaerium amplum","Benth.",NA,"Malme, GOA","3041","1894","05","03","Southern America","Brasil","Mato Grosso","Corumbá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-04-08 17:41:48-03","EAO","IAN","148669","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Machaerium","amplum","Machaerium amplum","Benth.","Rudd, VE","Irwin, HS; Grear Jr., JW; Souza, R; Santos, RR dos","15609","1966","05","04","Southern America","Brasil","Distrito Federal","Brasília","Forest rocky slopes, Córrego Landim, ca. 20 km NE. of Brasília.","-47.9296989440918","-15.7797002792358",NA,"Tree ca. 4 m x 10 cm. Corolla purple, paler at base.","IAN148669",NA,"900","900",NA,"70570","auto","1973",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-04-08 17:41:48-03","EAO","IAN","15022","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Machaerium","amplum","Machaerium amplum","Benth.","Rudd, VE","Oliveira, JE de","172","1940","06","06","Southern America","Brasil","Minas Gerais","Uberlândia","Mata. Porto, muito frequente.","-48.2771987915039","-18.9186000823975",NA,"Flores violaceas; trepadeira.","IAN015022","IAN015022 IAN015022_e IAN015022_e1",NA,NA,NA,"58223","auto","1972","04",NA,NA,NA,NA,NA,NA,NA
"47","2021-04-08 17:41:48-03","EAO","IAN","75308","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Machaerium","amplum","Machaerium amplum","Benth.","Bastos, MNC","Black, GA; Cordeiro, E","14593a","1952","05","28","Southern America","Brasil","Rondônia","Porto Velho","Beira da Estrada de Ferro Madeira-Mamoré, vizinhanças do km 4. Território do Guaporé.","-63.9039001464844","-8.76194000244141",NA,"cipó com espinho; flor lilás.","IAN075308",NA,NA,NA,NA,"333357","auto","1984","05","03",NA,NA,NA,NA,NA,NA
