"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem"
"204","2020-05-25 15:13:54-03","FSU","FSU","000070433","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"R. Reis Santos, R. Reis Santos, J. W. Grear, R. Souza, H. S. Irwin","15609",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2016-11-15 05:15:00-02","MO","MOBOT","964739","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","V.E. Rudd (US)","Antonio C. Krapovickas|Aurelio Schinini","Krapovickas 34789","1979","4","11","South America","Bolivia","Beni","Itenez","Loc. Magdalena.","-64.13333","-13.35",NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2008-05-27 22:02:00-03","MO","MOBOT","3203766","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Barneby","DALY","DALY 6672","1991","5","19","South America","Brazil","Acre",NA,"Mun. Rio Brnaco. Univ. Federal do Acre, Parque Zoobotanico. Old growth secondary forest with broad trails. Rare.","-67.8","-9.96666",NA,NA,NA,NA,"160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2014-02-09 14:14:00-02","MO","MOBOT","3205414","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Rudd","L.O. Adão Teixeira|Allan J. Fife|Kenneth D. McFarland|C.D.A. da Mota|J.L. dos Santos|S.P. Gomes|Bruce W. Nelson","Teixeira 590","1982","5","18","South America","Brazil","Rondônia",NA,"Município de Ariquemes, Mineracao Mibrasa, Setor Alto Candeias, km 128, Sudoeste de Ariquemes. Begetacao na serra com bastante luz, sobre grandes pedras.","-63.58333","-10.58333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2008-11-12 09:30:00-02","MO","MOBOT","100156414","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","J.R. Lima","J.R. Lima","Lima 254","2007","10","9","South America","Brazil","Ceará",NA,"Aratuba. Sítio Fernandes.",NA,NA,NA,NA,NA,NA,"893.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"209","2008-05-27 22:02:00-03","MO","MOBOT","1091695","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","R. Guillén & A. Rodriguez (USZ)","Timothy J. Killeen|M. Toledo G.","Killeen 7929","1996","5","2","South America","Bolivia","Santa Cruz","Chiquitos","Concesión Minera Don Mario. Bosque alto semideciduo.","-59.68055","-17.33861",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA
"210","2020-08-16 10:38:00-03","MO","MOBOT","2575496","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","A. Fuentes (LPB)","Héctor Cabrera","Cabrera Condarco 198","2003","3","5","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, camino de Apolo-Azariamas, arroyo Pintata. A 1 km al SW del campamento principal sobre el arroyo Pintata. Bosque seco ribereno en terraza. Parcela Temporal de Muestreo 87 (0.05 ha).","-68.5388889","-14.4661111",NA,NA,NA,NA,"875.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-01","1",NA
"211","2016-06-06 10:37:00-03","MO","MOBOT","2598476","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","L. Cayola (LPB)","D. Choque A.|L. Cayola|Ericka Llanos|B. Joly|Noel Cuevas|Evert Cuevas","Choque Ajata 127","2005","3","12","South America","Bolivia","La Paz","Franz Tamayo","Área Natural de Manejo Integrado Madidi. Noroeste de Apolo.","-68.6900555","-14.5502778",NA,NA,NA,NA,"915.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-07","4",NA
"212","2016-06-06 10:46:00-03","MO","MOBOT","2598710","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","A. Fuentes (LPB), 08/","D. Choque A.|L. Cayola|E. Ticona|Noel Cuevas|Evert Cuevas","Choque Ajata 171","2005","3","16","South America","Bolivia","La Paz","Franz Tamayo","Área Natural de Manejo Integrado Madidi. NW de Apolo","-68.6868611","-14.5527778",NA,NA,NA,NA,"1072.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-11","3",NA
"213","2012-04-12 05:10:00-03","MO","MOBOT","2673162","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","A. Fuentes (LPB), 08/","Alfredo F. Fuentes|et al.","Fuentes Claros 7044","2005","4","20","South America","Bolivia","La Paz","Muñecas","Antes de Marumpampa, subiendo ladera con pendiente fuerte al lado de arroyo. Bosque subandino estacional con Luehea, Trichilia spp y Astronium urundeuva. Inventario fitosociologico Madidi 9.","-68.67472","-15.22277",NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-11","4",NA
"214","2012-04-12 05:10:00-03","MO","MOBOT","2695898","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","A. Fuentes (LPB), 08/","Alfredo F. Fuentes|et al.","Fuentes Claros 7497","2005","4","28","South America","Bolivia","La Paz","Bautista Saavedra","ANMI Apolobamba, Siata, poco antes de llegar al rio Yurilaya. Bosque subandino estacional humedo de transicion a pluvial, con Myrtaceae sp, Trichilia elegans y Clarisia sp. Inventario fitosociologico Madidi 22.","-68.60305","-15.20027",NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-24","3",NA
"215","2012-04-12 05:10:00-03","MO","MOBOT","2703676","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","A. Fuentes (LPB), 08/","Alfredo F. Fuentes|et al.","Fuentes Claros 7899","2005","5","4","South America","Bolivia","La Paz","Muñecas","Hacienda Jiriguillo, al SE de Marumpampa. Relicto de bosque subandino inferior estacional con Cedrela, Astronium urundeuva y Piptadenia. Inventario fitosociologico Madidi 32.","-68.62111","-15.20555",NA,NA,NA,NA,"1190.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-35","3",NA
"216","2020-09-06 16:41:00-03","MO","MOBOT","2881328","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","A. Fuentes (LPB)","L. Cayola|C. Campos|A.S. Poma C.|Remberto Jove|H. Urbano","Cayola Pérez 2101","2005","10","17","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, 2 km al N del encuentro Azariamas. Bosque de yungas subandino pluviestacional con Oxandra espintana y Eugenia sp. Ladera pronunciada, exposicion NE. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.","-68.5311111","-14.2316667",NA,NA,NA,NA,"827.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-42","4",NA
"217","2008-05-27 22:02:00-03","MO","MOBOT","3203296","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Rudd","Gert G. Hatschbach","Hatschbach 38602","1976","5","11","South America","Brazil",NA,NA,"Rod Br. 262, Cachoeirao (mun. Terenos)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2009-12-04 16:36:00-02","MO","MOBOT","3203455","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Rudd","Gert G. Hatschbach|Armando C. Cervi","Hatschbach 52446","1988","10","20","South America","Brazil","Mato Grosso do Sul",NA,"Rod. Br-060 (mun. Anastacio) Matto Grosso do Sul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2008-05-27 22:02:00-03","MO","MOBOT","3203989","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Rudd","Thomas","Thomas 5210","1986","6","22","South America","Brazil","Rondônia",NA,"Porto Velho: Represa Samuel: outcrop and surrounding forest near S end of E dike road. Granite outcrop vegetation and surrounding forest.","-63.25","-9.06666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2008-05-27 22:02:00-03","MO","MOBOT","3204046","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Rudd","Gert G. Hatschbach","Hatschbach 46583","1983","6","22","South America","Brazil","Minas Gerais",NA,"Rod BR-050, Rio Jordao (mun. Araguari)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2016-11-15 05:15:00-02","MO","MOBOT","3204216","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Rudd","Antonio C. Krapovickas","Krapovickas 14420","1968","6","10","South America","Brazil",NA,NA,"Mato Grosso. Mun. Aquidauana. 8 km. S de Aquidauana, borde de selva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2008-05-27 22:02:00-03","MO","MOBOT","3205604","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Rudd","Gert G. Hatschbach","Hatschbach 36957","1975","5","27","South America","Brazil","Goiás",NA,"5 km. S de Terezina (mun. Cavalcante)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2009-07-09 17:05:00-03","MO","MOBOT","3205812","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Rudd","Gert G. Hatschbach","Hatschbach 30482","1972","10","16","South America","Brazil",NA,NA,"Miranda-Mato Grosso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2008-05-27 22:02:00-03","MO","MOBOT","3206010","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Rudd","Gert G. Hatschbach","Hatschbach 24365","1970","5","18","South America","Brazil",NA,NA,"Pedro Colestina (mun. Teramos) Mato Grosso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2013-02-12 12:40:00-02","MO","MOBOT","3206187","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Liesner","Ezechias P. Heringer","Heringer 12183","1972","8","10","South America","Brazil","Goiás",NA,"Proximidades de Morrinhos -Fo. Bico de pato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2013-02-12 12:40:00-02","MO","MOBOT","3206269","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Liesner","Ezechias P. Heringer","Heringer 13833","1974","5","20","South America","Brazil",NA,NA,"Fercal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2015-02-22 14:24:00-03","MO","MOBOT","3206898","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Rudd","Howard S. Irwin|R. Sousa|J.W. Grear, Jr.|R. Reis dos Santos","Irwin 16715","1966","6","7","South America","Brazil",NA,NA,"Cerrado, soil cascalho, ca. 2km. NE of Xavantia, Mato Grosso.",NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2015-02-22 14:24:00-03","MO","MOBOT","3207113","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Rudd","Howard S. Irwin|R. Sousa|J.W. Grear, Jr.|R. Reis dos Santos","Irwin 16715","1966","6","7","South America","Brazil",NA,NA,"Cerrado, soil cascalho, ca.2km. NE of Xavantina, Mato Grosso.",NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2015-01-06 20:53:00-02","MO","MOBOT","3207274","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"R. Reis dos Santos|R. Souza|A. Ferreira","Santos 1254","1968","5","2","South America","Brazil",NA,NA,"Mato Grosso. 5 km. S of theBase Camp of the Expedition. (Base camp close to the XXavantina-Sao Felix road.","-51.86666","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2013-12-03 09:04:00-02","MO","MOBOT","3207417","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Fernandes & Bezerra","E. Nunes|A.J. Castro","Nunes 6421","1979","6","9","South America","Brazil",NA,NA,"Capoeira, MA-61, entre Igarapé Grande e Pedreiras-MA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2013-08-23 04:12:00-03","MO","MOBOT","3207607","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Duarte","Apparicio P. Duarte","Duarte 465","1964","7","13","South America","Brazil","Rio de Janeiro",NA,"Margem do Rio Cuiabá Municipio de Brasilia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2013-08-23 04:12:00-03","MO","MOBOT","3207706","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Duarte","Apparicio P. Duarte","Duarte 8186","1964","7","13","South America","Brazil","Rio de Janeiro",NA,"Goias-Goiania.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2009-12-04 16:24:00-02","MO","MOBOT","3208251","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Rudd","Gert G. Hatschbach|J.M. Silva","Hatschbach 62110","1995","5","2","South America","Brazil","Mato Grosso do Sul",NA,"Rod . BR-060, 2-3 km S de nioaque, Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2008-05-27 22:02:00-03","MO","MOBOT","3208749","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Rudd, 1","Boris A. Krukoff","Krukoff 10265","1939","7","1","South America","Bolivia","La Paz","Sud Yungas","asin of Rio Bopi, San Bartolome (near Calisaya).",NA,NA,NA,NA,NA,NA,"750.00000000","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2011-01-03 09:55:00-02","MO","MOBOT","978508","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"Antony Jardim|G. Moscoso","Jardim 1683","1995","3","9","South America","Bolivia","Santa Cruz","Nuflo de Chavez","Las Trancas, Lomerio, las parcelas de Bolfor, Las Trancas '95. Bosque seco chiquitano de Anadenanthera. Suelos lateríticos.","-61.84805","-16.52166",NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2014-02-09 14:14:00-02","MO","MOBOT","3208039","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Rudd","L.O. Adão Teixeira|Allan J. Fife|Kenneth D. McFarland|C.D.A. da Mota|J.L. dos Santos|S.P. Gomes|Bruce W. Nelson","Teixeira 715","1982","5","24","South America","Brazil","Rondônia",NA,"Mun. de Santa Barbara, Rodovia BR 364, km 120, Capoeira em beira","-63.11666","-9.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2020-07-08 18:55:02-03","UNESP-IBILCE","SJRP","10104","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"Stranghetti, V.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria","-49.516667","-19.916667",NA,"Arbusto escandente, 3 m, ramos com espinhos, flor lilás.;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.516667","-19.916667","Magnoliopsida",NA,NA,NA
"238","2020-07-08 18:55:02-03","UNESP-IBILCE","SJRP","29388","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"Tomasetto, F.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","São José do Rio Preto","Mata dos Macacos","-49.4","-20.883333",NA,"Árvore, flor lilás.;",NA,NA,"400","400",NA,NA,NA,NA,NA,NA,"-49.4","-20.883333","Magnoliopsida",NA,NA,NA
"239","2020-06-22 14:18:04-03","UNESP-IBILCE","SJRP","33832","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"Almeida Neto, A. & Ranga, N. T.","221.0","2007","08","15","America do Sul","Brasil","São Paulo","Votuporanga (P3)","Fazenda Primavera","-50.08666667","-20.51444444",NA,"Árvore, P-C 55, I-899. Biota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-50.08666667","-20.51444444","Magnoliopsida",NA,NA,NA
"240","2020-07-08 18:55:02-03","UNESP-IBILCE","SJRP","23770","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"Stranghetti, V.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","São José do Rio Preto","Estação Ecológica do Noroeste Paulista","-49.380556","-20.81",NA,"Arbusto escandente, 8 m, flores roxas.;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.380556","-20.81","Magnoliopsida",NA,NA,NA
"241","2020-07-08 18:55:02-03","UNESP-IBILCE","SJRP","10103","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"Stranghetti, V.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria","-49.516667","-19.916667",NA,"Arbusto escandente, 3 m, ramos com espinhos, flor lilás.;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.516667","-19.916667","Magnoliopsida",NA,NA,NA
"242","2020-07-08 18:55:02-03","UNESP-IBILCE","SJRP","29958","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"Marcondelli, A. C. B.",NA,"2010","07","15","América do Sul","Brasil","Minas Gerais","Prata","Parque Florestal Jussara de Minas","-48.9241981506348","-19.3071994781494",NA,"Liana, flor roxa, fruto imaturo verde",NA,NA,NA,NA,NA,"56565","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"243","2020-08-31 09:16:06-03","INPA","INPA","104327","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Machaerium","amplum","Machaerium amplum","Benth.","Rudd, VE","Teixeira, LOA","590","1982","05","18","Southern America","Brasil","Rondônia","Ariquemes","Mineração Mibrasa, Setor Alto Candeias, km 128, Sudoeste de Ariquemes.","-63","-10.583333",NA,NA,"INPA0104327","INPA0104327 INPA0104327_1 INPA0104327_e INPA0104327_e1",NA,NA,NA,NA,NA,"1987",NA,NA,"-63","-10.583333",NA,NA,NA,NA
"244","2020-08-31 09:16:06-03","INPA","INPA","151639","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Machaerium","amplum","Machaerium amplum","Benth.","Rudd, VE","Thomas, WW","5210","1986","06","22","Southern America","Brasil","Rondônia","Porto Velho","Represa Samuel: outcrop and surrounding forest near S end E dike road.","-63","-9.066667",NA,NA,"INPA0151639","INPA0151639 INPA0151639_e INPA0151639_e1",NA,NA,NA,NA,NA,"1988",NA,NA,"-63","-9.066667",NA,NA,NA,NA
"245","2020-08-31 09:16:06-03","INPA","INPA","28374","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Machaerium","amplum","Machaerium amplum","Benth.","Silva, M da","Rodrigues, WA","8988","1970","11","04","Southern America","Brasil","Amazonas","Rio Preto da Eva","AM 010, Km 131., Estrada Manaus-Itacoatiara, km 131","-59.300047","-2.9458",NA,NA,"INPA0028374","INPA0028374 INPA0028374_e",NA,NA,NA,NA,NA,"1972",NA,NA,"-59.300047","-2.9458",NA,NA,NA,NA
"246","2020-08-31 09:16:06-03","INPA","INPA","28319","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Machaerium","amplum","Machaerium amplum","Benth.",NA,"Rodrigues, WA","8943","1970","09","17","Southern America","Brasil","Amazonas","Rio Preto da Eva","AM 010, Km 155., Estrada Manaus-Itacoatiara, km 155","-59.15","-2.9",NA,NA,"INPA0028319","INPA0028319 INPA0028319_e",NA,NA,NA,NA,NA,NA,NA,NA,"-59.15","-2.9",NA,NA,NA,NA
"247","2020-08-31 09:16:06-03","INPA","INPA","104452","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Machaerium","amplum","Machaerium amplum","Benth.","Rudd, VE","Teixeira, LOA","715","1982","05","24","Southern America","Brasil","Rondônia","Santa Bárbara","Rodovia BR-364, km 120","-63","-9.166667",NA,NA,"INPA0104452","INPA0104452 INPA0104452_e INPA0104452_e1",NA,NA,NA,NA,NA,"1987",NA,NA,"-63","-9.166667",NA,NA,NA,NA
"248","2020-08-31 09:16:06-03","INPA","INPA","104819","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Machaerium","amplum","Machaerium amplum","Benth.","Tavares, AS","Teixeira, LOA","1083","1982","06","11","Southern America","Brasil","Amazonas","Humaitá","Humaitá-Lábrea, km 77, Estrada Humaitá-Lábrea, km 77.","-63.676028","-7.497409",NA,NA,"INPA0104819","INPA0104819 INPA0104819_e INPA0104819_e1",NA,NA,NA,NA,NA,"1987","08",NA,"-63.676028","-7.497409",NA,NA,NA,NA
"249","2020-08-31 09:16:06-03","INPA","INPA","128614","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Machaerium","amplum","Machaerium amplum","Benth.","Tavares, AS","Hill, SR","13162","1983","07","23","Southern America","Brasil","Amazonas","Maués","Antarctica Guaraná Plantation, 20 km E of Maués, Antarctica Guaraná Plantation, ca 20 km E of Maués.","-57","-3.383333",NA,NA,"INPA0128614","INPA0128614 INPA0128614_e INPA0128614_e1",NA,NA,NA,NA,NA,"1987","08",NA,"-57","-3.383333",NA,NA,NA,NA
"250","2020-08-31 09:16:06-03","INPA","INPA","131977","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Machaerium","amplum","Machaerium amplum","Benth.","Rosário, CS","Carreira, LMM","670","1983","05","04","Southern America","Brasil","Mato Grosso",NA,"Pontes a Lacerda a Vila Bela, Estrada de Pontes e Lacerda a Vila Bela.","-59.6331","-15.1231",NA,NA,"INPA0131977","INPA0131977 INPA0131977_e",NA,NA,NA,NA,NA,"1983",NA,NA,"-59.6331","-15.1231",NA,NA,NA,NA
"251","2020-08-31 09:16:06-03","INPA","INPA","176628","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Machaerium","amplum","Machaerium amplum","Benth.",NA,"Macêdo, M","2294","1989","08","15","Southern America","Brasil","Mato Grosso","Nossa Senhora do Livramento","Nossa Senhora do Livramento, Fazenda Rosalina próximo a 2ª barragem.","-56.3","-15.8",NA,NA,"INPA0176628","INPA0176628 INPA0176628_e",NA,NA,NA,NA,NA,NA,NA,NA,"-56.3","-15.8",NA,NA,NA,NA
"252","2021-01-10 20:50:20-03","INPA","INPA","58438","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Machaerium","amplum","Machaerium amplum","Benth.","Polido, CA","Maciel, AA","76-179","1976","07","22","Southern America","Brasil","Mato Grosso",NA,"Rodovia Cuiabá-Cáceres, Fazenda Primavera, Rodovia Cuiabá-Cáceres, (Fazenda Primavera). Cerrado; solo argilo-arenoso.","-56.5","-16",NA,NA,"INPA0058438","INPA0058438 INPA0058438_e INPA0058438_e1 INPA0058438_e2",NA,NA,NA,NA,NA,"2006","09","13","-56.5","-16",NA,NA,NA,NA
"253","2020-08-31 09:16:06-03","INPA","INPA","159843","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Machaerium","amplum","Machaerium amplum","Benth.","Santos, JL dos","Macêdo, M","1952","1988","05","29","Southern America","Brasil","Mato Grosso","Joara","Salto Apiacás, Estrada da Fazenda Hiroshima, próximo a Vila.","-57.9","-10.7",NA,NA,"INPA0159843","INPA0159843 INPA0159843_e",NA,NA,NA,NA,NA,"1989","03",NA,"-57.9","-10.7",NA,NA,NA,NA
"254","2021-01-10 20:50:20-03","INPA","INPA",NA,"S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Machaerium","amplum","Machaerium amplum","Benth.","Polido, CA","Maciel, AA","76-179","1976","07","22","Southern America","Brasil","Mato Grosso",NA,"Rodovia Cuiabá-Cáceres, Fazenda Primavera, Rodovia Cuiabá-Cáceres, (Fazenda Primavera). Cerrado; solo argilo-arenoso.","-56.5","-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","09","13","-56.5","-16",NA,NA,NA,NA
"255","2020-08-31 09:16:06-03","INPA","INPA","171829","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Machaerium","amplum","Machaerium amplum","Benth.","Rudd, VE","Hatschbach, GG","52446","1988","10","20","Southern America","Brasil","Mato Grosso do Sul","Anastácio","Rodovia BR-060. Cerrado.","-55.8069000244141","-20.4836006164551",NA,NA,"INPA0171829","INPA0171829 INPA0171829_e",NA,NA,NA,"80799","auto","1989",NA,NA,NA,NA,NA,NA,NA,NA
