"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","imagecode","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","infraspecificEpithet","typeStatus","relatedCatalogItem"
"11","2020-04-27 16:11:10-03","UFES","VIES","9410","S","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","Rodrigues, R.S.","Pereira, O.J.; Gomes, J.M.L.; Martins, M.L.L.; Pereira, S.V. & Simões, J.M.","3073","1992","03","25",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 213 da Aracruz Celulose S.A.",NA,NA,NA,NA,"VIES009410","-39.7322006225586","-18.5932998657227","VIES009410",NA,NA,NA,"2015","04","22","41644","auto",NA,NA,NA,NA,NA
"12","2020-04-27 16:11:10-03","UFES","VIES","5892","S","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","Rodrigues, R.S.","Gomes, J.M.L.","1496","1991","04","10",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba.",NA,NA,NA,NA,"VIES005892","-40.5110015869141","-20.6580009460449","VIES005892",NA,NA,NA,"2015","04","22","28401","auto",NA,NA,NA,NA,NA
"13","2020-04-27 16:11:10-03","UFES","VIES","18668","S","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","Rodrigues, R.S.","Assis, A.M.","657","1998","10","25",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.",NA,NA,NA,NA,"VIES018668","-40.5110015869141","-20.6580009460449","VIES018668",NA,NA,NA,"2015","04","22","28401","auto",NA,NA,NA,NA,NA
"14","2019-09-27 18:05:58-03","UFES","VIES","38902","S","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","Pena, N.T.L.","Pena, N.T.L.; Alves-Araújo, A.; Luber, J.; Sossai, B.G. & Souza, W.O.","316","2015","06","23",NA,"Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefante.",NA,NA,NA,NA,"VIES038902","-40.4006004333496","-18.710599899292","VIES038902",NA,NA,NA,"2016","10","10","42400","auto",NA,NA,NA,NA,NA
"15","2021-02-12 18:12:25-03","UFES","VIES","6261","S","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","Rodrigues, R.S.","Gomes, J.M.L.","s.n.","1991","04","17",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.",NA,NA,NA,NA,"VIES006261","-40.5110015869141","-20.6580009460449","VIES006261",NA,NA,NA,"2015","04","22","28401","auto",NA,NA,NA,NA,NA
"16","2019-06-27 10:26:22-03","UFES","VIES","40953","S","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez",NA,"Souza, W.O.; Sossai, B.G.; Luber, J.; Pena, N.T.L.; Silva, L.A. & Freitas, J.","402","2015","03","25",NA,"Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefante.",NA,NA,NA,NA,"VIES040953","-40.4006004333496","-18.710599899292","VIES040953",NA,NA,NA,NA,NA,NA,"42400","auto",NA,NA,NA,NA,NA
"17","2020-06-29 09:31:47-03","UFRRJ","RBR","10808","S","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","C. Silva","L.F.T. Menezes","330","2000","08","02",NA,"Brasil","Rio de Janeiro","Mangaratiba","Restinga de Marambaia, Brasil, Rio de Janeiro, Mangaratiba, praia de armação.",NA,NA,NA,NA,"RBR00010808","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"2010","06","22","17272","auto",NA,NA,NA,NA,NA
"18","2020-06-29 09:31:47-03","UFRRJ","RBR","8739","S","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","C. Silva","L.F.T. Menezes","1232","2004","07","17",NA,"Brasil","Rio de Janeiro","Mangaratiba","Restinga de Marambaia, Brasil, Rio de Janeiro, Mangaratiba, Restinga de Marambaia, área alagada, bravo VI em área aberta de moitas.",NA,NA,NA,NA,"RBR00008739","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"2010","06","22","17272","auto",NA,NA,NA,NA,NA
"19","2015-07-16 12:13:00-03","MO","MOBOT","1473949","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","Christian da Silva (HUEFS)","Thomas B. Croat|Amparo Acebey|Thorsten Krömer","Croat 84315","2000","8","7","South America","Bolivia","La Paz","Nor Yungas","Vicinity of Sapecho, along road between Caranavi and Yucumo; along side road NW off main road into Serrania de Marimones to Colonia Tupiza B.","600.00000000","850.00000000",NA,NA,NA,"-67.3086111","-15.5236111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"930","3",NA,NA,NA
"20","2009-10-26 23:36:00-02","MO","MOBOT","233888","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez",NA,"Ludwig Riedel","Riedel 142 = 243",NA,NA,NA,"South America","Brazil","Bahia",NA,"Ilheos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2012-10-17 05:07:00-03","MO","MOBOT","2951400","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius lancifolius",NA,"Michael T. Seiber","Talmon S. dos Santos","Santos 3280","1978","7","13","South America","Brazil",NA,NA,"Município de Canavieiras. Rod. Canavieiras/Camacã (BA 270), a 20 km W de Canavieiras. Mata secundária, perturbada por extratores de fibra de Piaçava (Attalea funífera Mart.) Solo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lancifolius",NA,NA
"22","2008-05-27 22:02:00-03","MO","MOBOT","2951597","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius lancifolius",NA,"G. Davidse","W. Wayt Thomas","Thomas 9464","1992","11","15","South America","Brazil","Bahia",NA,"Mun. Itacaré. Campo cheiroso, 14 km north of Serra Grande off of road to Itacaré. Restinga forest over white sand.",NA,NA,NA,NA,NA,"-39.06666","-14.36666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lancifolius",NA,NA
"23","2014-09-17 05:30:00-03","MO","MOBOT","2951710","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius lancifolius",NA,"G. Davidse","André M. Amorim|André M. de Carvalho|Sérgio C. de Sant'Ana|Jomar G. Jardim","Amorim 752","1992",NA,NA,"South America","Brazil",NA,NA,"Município de Una. Ca. 43 Km na estrada Ilhéus para Una. Erva no interior da mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lancifolius",NA,NA
"24","2008-05-27 22:02:00-03","MO","MOBOT","213276","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius weberbaueri","(Mez) Stieber","G. Davidse (MO)","Otto Huber|M. Colchester","Huber 8389","1983","11","8","South America","Venezuela","Amazonas",NA,"Depto. Atabapo: Sector Norte de la Sierra Parima. Bosques entre Shimada-Wochi y el alto río Matacuni","820.00000000","1000.00000000",NA,NA,NA,"-64.66666","3.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"weberbaueri",NA,NA
"25","2008-05-27 22:02:00-03","MO","MOBOT","1125344","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius weberbaueri","(Mez) Stieber","Gerrit Davidse (MO)","Isidoro M. Sánchez V.","Sánchez Vega 8044","1995","7","15","South America","Peru","San Martín","Rioja","Rioja, Salida a Mashoyacu-Schucaqui. Bosque de Proteccion Alto Mayo, Toma de Agua, Quebrada Cuchachi.","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","weberbaueri",NA,NA
"26","2010-07-10 06:09:00-03","MO","MOBOT","1920791","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius weberbaueri","(Mez) Stieber",NA,"Isidoro M. Sánchez V.","Sánchez Vega 4525","1987","10","14","South America","Peru","Cajamarca","Cutervo","Entre San Andrés y Santo Tomás, pasando la quebrada profunda, después de El Suro. Bosque perennifolio","2350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"weberbaueri",NA,NA
"27","2014-09-19 09:28:00-03","MO","MOBOT","211674","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius weberbaueri","(Mez) Stieber","G. Davidse (MO)","James C. Solomon","Solomon 9256","1983","1","15","South America","Bolivia","La Paz","Nor Yungas","13.7 km NW of San Pedro on road through Incahuara-Mejillones and along trail to 12 de Octubre. Mixture of moist forest with little disturbance and small fields.","1500.00000000",NA,NA,NA,NA,"-67.6166667","-15.9666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-9","6","weberbaueri",NA,NA
"28","2020-06-16 16:38:00-03","MO","MOBOT","217778","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius weberbaueri","(Mez) Stieber","E.Judziewicz (FVG 2004)","Ronald L. Liesner","Liesner 16666","1984","3","15","South America","Venezuela","Amazonas","Río Negro","Cerro de La Neblina Camp IV. 15 km NNE of Pico Phelps. North branch of river in canyon.","780.00000000",NA,NA,NA,NA,"-65.95","0.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-58","4","weberbaueri",NA,NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","218886","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius weberbaueri","(Mez) Stieber","E.Judziewicz (FVG 2004)","Ronald L. Liesner|Bruce K. Holst","Liesner 21228","1987","2","19","South America","Venezuela","Amazonas",NA,"ATURES Stream 0.5 to 2 km east of Río Coro- Coro, west of Serranía de Yutaje. 3 km N of settlement of Yutaje. Seasonally dry forest, trees 20 to 30 m, few epiphytes present.","200.00000000",NA,NA,NA,NA,"-66.125","5.63333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-3","5","weberbaueri",NA,NA
"30","2020-08-31 09:21:18-03","INPA","INPA","213203","S","Plantae","Monocotyledon","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez",NA,"Bautista, HP","1746","1995","12","14","Southern America","Brasil","Bahia","Conde","Fazenda do Bu, Mata da Maré.",NA,NA,NA,NA,"INPA0213203","-37.725","-12.040833","INPA0213203 INPA0213203_e",NA,"-37.725","-12.040833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-01-26 13:57:31-03","IMA","MAC","303","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","L.R.Noblick","J.E.Paula; et al.","1149","1979","02","20",NA,"Brasil","Alagoas","São Luiz do Quitunde","rodovia AL-101.",NA,NA,NA,"Espiguilha de cor verde.","MAC0000303",NA,NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-26 13:57:31-03","IMA","MAC","2396","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez",NA,"R.P.Lyra-Lemos; M.N.Rodrigues","403","1982","03","04",NA,"Brasil","Alagoas","Barra de São Miguel","Mata das Andorinhas.",NA,NA,NA,"Erva. Inflorescência esverdeada.; Mata Pluvial Tropical.","MAC0002396","-35.9077987670898","-9.84000015258789",NA,NA,NA,NA,NA,NA,NA,"13333","auto",NA,NA,NA,NA,NA
"33","2021-01-26 13:57:31-03","IMA","MAC","10535","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","T.S.Filgueiros","R.P.Lyra-Lemos; S.Rocha; S.Palmeira","4310","1999","09","09",NA,"Brasil","Alagoas","Campo Alegre","Mata a 2 km da AL na direção da cidade.",NA,NA,NA,"Erva . Flores verdes.; Mata Atlântica em tabuleiro.","MAC0010535","-36.3507995605469","-9.78194046020508",NA,NA,NA,NA,"2003",NA,NA,"21899","auto",NA,NA,NA,NA,NA
"34","2021-01-26 13:57:31-03","IMA","MAC","6842","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","T.S.Filgueiros","R.P.Lyra-Lemos; G.L.Esteves; A.I.L.Pinheiro","1155","1986","03","06",NA,"Brasil","Alagoas","Colônia Leopoldina","Serra do Livramento, Mata Tamanduá.",NA,NA,NA,"Erva ca. 60 cm de altura. Estames cremes.; Mata Pluvial Tropical.","MAC0006842","-35.7249984741211","-8.90888977050781",NA,NA,NA,NA,"1992",NA,NA,"21331","auto",NA,NA,NA,NA,NA
"35","2021-01-26 13:57:31-03","IMA","MAC","8296","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","T.S.Filgueiros","R.P.Lyra-Lemos","2713","1993","04","24",NA,"Brasil","Alagoas","Murici","trilha da Pedra da Moça.",NA,NA,NA,"Erva ca. 50 cm de altura.; Mata Atlântica em encosta.","MAC0008296","-35.9432983398438","-9.30667018890381",NA,NA,NA,NA,"2003",NA,NA,"22851","auto",NA,NA,NA,NA,NA
"36","2021-01-26 13:57:31-03","IMA","MAC","14018","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","T.S.Filgueiros","R.P.Lyra-Lemos; E.M.Duarte; E.Santos","5237","2001","01","04",NA,"Brasil","Alagoas","Rio Largo","Mata da Mina, próximo à BR-101, Usina Santa",NA,NA,NA,"Erva ereta. Inflorescência verde.; Mata Atlântica.","MAC0014018","-35.8532981872559","-9.4783296585083",NA,NA,NA,NA,"2003",NA,NA,"13982","auto",NA,NA,NA,NA,NA
"37","2021-01-26 13:57:31-03","IMA","MAC","3975","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez",NA,"M.N.Rodrigues; M.Ataíde; G.L.Esteves","834","1981","08","25",NA,"Brasil","Alagoas","São Miguel dos Campos","Sítio Pindoba.",NA,NA,NA,"Erva. Espiguilha marrom.","MAC0003975","-36.0936012268066","-9.78110980987549",NA,NA,NA,NA,NA,NA,NA,"30539","auto",NA,NA,NA,NA,NA
"38","2021-01-26 13:57:31-03","IMA","MAC","38125","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","E.C.O.Chagas","Chagas-Mota","2837","2009","04","18",NA,"Brasil","Alagoas","Maceió","Serra da Saudinha, Fazenda Cela.",NA,NA,NA,"Erva ca. 45 cm de altura. Infrutescência verde.; Mata Pluvial Atlântica.","MAC0038125","-35.708936","-9.649847",NA,NA,"-35.708936","-9.649847","2009","04","18",NA,NA,NA,NA,NA,NA,NA
"39","2021-02-25 10:11:34-03","CVRD","CVRD","15401","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","Christian Silva","Silva, C., Snak, C.","1139","2014","05","16","América do Sul","BRASIL","ES","Linhares",NA,"10","10",NA,"Duplicatas: HUEFS <ll>dwc_commonname:</ll> Capim de sombra","CVRD015401","-39.891389","-19.149167",NA,"Liliopsida","39°53'29W","19°08'57S","2014","05","16",NA,NA,NA,NA,NA,NA,NA
"40","2021-02-25 10:11:34-03","CVRD","CVRD","6953","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","Christian da Silva","Folli, D.A.","3992","2001","07","25","América do Sul","BRASIL","ES","Linhares",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Capim de sombra","CVRD006953","-40.0722007751465","-19.3910999298096","CVRD006953","Liliopsida",NA,NA,"2014","05","14","48094","auto",NA,NA,NA,NA,NA
"41","2021-02-25 10:11:34-03","CVRD","CVRD","8845","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","Christian da Silva","Folli, D.A.","4910","2004","08","24","América do Sul","BRASIL","ES","Linhares",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Capim de sombra","CVRD008845","-40.0722007751465","-19.3910999298096",NA,"Liliopsida",NA,NA,"2014","05","14","48094","auto",NA,NA,NA,NA,NA
"42","2021-02-25 10:11:34-03","CVRD","CVRD","6097","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","Christian da Silva","Folli, D.A.","3341","1999","02","02","América do Sul","BRASIL","ES","Linhares","Nativo do Parajú",NA,NA,NA,"<ll>dwc_commonname:</ll> Capim de sombra","CVRD006097","-40.0722007751465","-19.3910999298096",NA,"Liliopsida",NA,NA,"2014","05","14","48094","auto",NA,NA,NA,NA,NA
"43","2021-03-01 11:50:44-03","UFPE","UFP","28032","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","Filgueiras","Alves, M; Rocha, E; Torke, B","UFP1898","2000","02","02",NA,"Brasil","Bahia","Maraú",NA,NA,NA,NA,"Planta rizomatosa.; Planta rizomatosa.","UFP028032","-39","-14.116667",NA,NA,"-39","-14.116667","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 11:50:44-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","Filgueiras","Alves, M; Rocha, E; Torke, B","UFP1898","2000","02","02",NA,"Brasil","Bahia","Maraú",NA,NA,NA,NA,"Planta rizomatosa.; Planta rizomatosa.",NA,"-39","-14.116667",NA,NA,"-39","-14.116667","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-09-12 05:00:02-03","US","US","2116103","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius duidensis","(Swallen)","Stieber, M. T.","B. Maguire & C. K. Maguire","35063","1953","2","4","South America - Neotropics","Venezuela","Amazonas",NA,"Serranía Yutajé, Cerro Yutajé, Intermediate Camp","1000",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1","duidensis",NA,NA
"46","2020-09-12 05:00:02-03","US","US","3563931","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius weberbaueri","(Mez) Stieber","Davidse, G.","R. L. Liesner","16666","1984","3","15","South America - Neotropics","Venezuela","Amazonas","Río Negro","Territorio Federal Amazonas: Departamento Río Negro. Cerro de la Neblina Camp IV. 15 km NNE of Pico Phelps. North branch of river in canyon.","780",NA,NA,NA,NA,"-65.95","0.85",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1","weberbaueri",NA,NA
"47","2020-09-12 05:00:02-03","US","US","3303116","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius weberbaueri","(Mez) Stieber","Davidse, G.","R. L. Liesner & B. K. Holst","21228","1987","2","19","South America - Neotropics","Venezuela","Amazonas","Atures","Río Coro-Coro, 0.5-2 km E of, W of Serrania de Yutajé; 3 km N of settlement of Yutajé","200",NA,NA,NA,NA,"-66.12","5.63",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1","weberbaueri",NA,NA
"48","2020-09-12 05:00:02-03","US","US","1108618","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","Stieber, M. T.","L. Riedel","s.n.",NA,NA,NA,"South America - Neotropics","Brazil","Bahia",NA,NA,NA,NA,NA,"ex herb. Berlin","US00623992",NA,NA,"US00623992_01","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Isotype",NA
"49","2020-09-12 05:00:02-03","US","US","2767361","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez",NA,"L. Riedel","142 = 243",NA,NA,NA,"South America - Neotropics","Brazil","Bahia",NA,"Ilheos.",NA,NA,NA,"Fragmentary material of type specimens ex herb. Berlin, ex herb. Vienna.","US00132707",NA,NA,"US00132707_01","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Isotype",NA
