"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","locality","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus"
"11","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0037820","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","G. Hatschbach; J. M. Silva","50817","1986","11","26",NA,"Brazil","Parana",NA,"-49.1333","-25.1833",NA,"Epifita, flor lilas.",NA,NA,"G. Hatschbach","Col. Joao XXIII (Mun. Bocaiuva do Sul).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-07 11:42:02-03","UFMS","CGMS","76599","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","G. Hatschbach; J.M. Silva","50817","1986","11","26",NA,"Brasil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,"Flor lilás. Doação UPCB 15173. Habitat: Mata às margens de rio. Habito: Epífita.","CGMS1109587",NA,"G. Hatschbach","Col. João XXIII.",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:19:09-03","UNICAMP","UEC","68619","S","Plantae","Liliopsida",NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Chung, F; Matos, J; Schmidt, M; Gandara, F; Ivanauskas, NM; Vanini, A; Souza, JP","109","1997","12","13",NA,"Brazil","São Paulo","Apiaí","-49.077222","-24.335278",NA,"Flor roxa. Epíita.; Floresta Ombrófila Mista. Floresta de Araucária.","UEC043629","UEC043629","Elias, SI","Estrada do Pinhalzinho. 11 Km de Bom Sucesso de Itararé.",NA,NA,NA,NA,"1998","01",NA,NA,NA,"-49.077222","-24.335278",NA,NA,NA
"14","2021-03-01 16:19:09-03","UNICAMP","UEC","75940","S","Plantae","Liliopsida",NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Silva, JM; Deodato, F","1402","1994","05","16",NA,"Brazil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,"Flor lilás. Epífita.","UEC043630","UEC043630","Hatschbach, G","Estrada velha para Bocaiúva, Moinho Velho.",NA,NA,"61623","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-16 17:54:13-03","UCS","HUCS","2723","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Hatschbach, G.","50817","1986","11","26",NA,"Brasil","Paraná","Bocaiuva do Sul","-49.1150016784668","-25.2061004638672",NA,"Flor lilás; Epífita",NA,NA,"Hatschbach, G.","Col. João XXIII",NA,NA,"61623","auto","1987","03",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-08-16 08:38:50-03","UTFPR","HCF","6239","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","M.G. Caxambu","1766","2007","11","02",NA,"Brasil","PR","Ponta Grossa","-49.970056","-25.176417",NA,"erva epífita, semi-ciófila. Flores roxas. Orla de floresta.",NA,NA,"J. Cordeiro & E. Barboza","Buraco do Padre","883","883",NA,NA,"2008",NA,NA,NA,NA,"49°58'12,2 W","25°10'35,1 S",NA,NA,NA
"17","2019-08-16 08:38:50-03","UTFPR","HCF","14175","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","J.M. Silva","4162","2004","10","26",NA,"Brasil","PR","Adrianópolis","-48.9911003112793","-24.6571998596191",NA,"epífita, flor lilás. Sobre tronco de Pinus.",NA,NA,"R.C. Tardivo","Fazenda Tanque (BERNECK)",NA,NA,"49901","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:19:29-03","MBM","MBM","392464","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Brotto, M.L.; Prado, S.; Prado, S.","1823","2014","11","04","Southern America","Brazil","Paraná","Adrianópolis","-48.712286","-24.853839",NA,"Erva epífita; inflorescência rosada e flor lilás.; Floresta Ombrófila Densa Montana.","MBM392464","MBM392464","Brotto, M.L.","Parque Estadual das Lauráceas","890","890",NA,NA,"2014","11","13",NA,NA,"-48.712286","-24.853839",NA,NA,NA
"19","2020-12-21 16:19:29-03","MBM","MBM","425938","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","2119","2019","10","04","Southern America","Brazil","Paraná","Curitiba","-49.340278","-25.627778",NA,"Erva epífita a 7 m de altura em borda de Floresta Ombrófila Mista Montana; folhas avermelhadas, inflorescência com brácteas avermelhadas e flores com pétalas arroxeadas.; Floresta Ombrófila Mista.","MBM425938",NA,"Völtz, R.R.","Refúgio da Vida Silvestre do Bugio","880","880",NA,NA,"2019","10","18",NA,NA,"-49.340278","-25.627778",NA,NA,NA
"20","2020-12-21 16:19:29-03","MBM","MBM","180588","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Motta, J.T.","518","1986","09","23","Southern America","Brazil","Paraná","Araucária","-49.4103012084961","-25.5930995941162",NA,"Epífita.","MBM180588",NA,"Motta, J.T.","Represa do Passaúna",NA,NA,"21346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:19:29-03","MBM","MBM","60025","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Hatschbach, G.","41839","1978","12","05","Southern America","Brazil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,"Epífita.","MBM060025","MBM060025","Hatschbach, G.","Bocaiúva do Sul, arredores",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:19:29-03","MBM","MBM","34095","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Hatschbach, G.","9474","1962","10","28","Southern America","Brazil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,"Epífita.","MBM034095","MBM034095","Smith, L.B.","Jaguatirica",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:19:29-03","MBM","MBM","3282","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","15253",NA,NA,NA,"Southern America","Brazil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,"Epífita.","MBM003282","MBM003282","Hatschbach, G.","Sítio do Belizário",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:19:29-03","MBM","MBM","298579","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Andrade, P.R.P.","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","Colombo","-49.2242012023926","-25.2917003631592",NA,NA,"MBM298579","MBM298579","Tardivo, R.C.","Hotel Betânia",NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:19:29-03","MBM","MBM","180590","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Dombrowski, L.T.","3143","1970",NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,"Epífita.","MBM180590",NA,"Smith, L.B.","Capão da Imbuia",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:19:29-03","MBM","MBM","180591","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Dombrowski, L.T.","4180","1972","11","08","Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,"Epífita.","MBM180591",NA,"Dombrowski, L.T.","Capão da Imbuia",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:19:29-03","MBM","MBM","194339","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","V.A. de O.; et al.; et al.","11","1995","11","21","Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM194339","MBM194339","Tardivo, R.C.","Parque Barigui",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:19:29-03","MBM","MBM","67739","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Kummrow, R.","1301","1979","12","27","Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,"Epífita.","MBM067739","MBM067739","Hatschbach, G.","Parque Rio Iguaçu",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:19:29-03","MBM","MBM","180592","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Dombrowski, L.T.","4231","1972","02","10","Southern America","Brazil","Paraná","Mandirituba","-49.326099395752","-25.7789001464844",NA,"Epífita.","MBM180592",NA,"Dombrowski, L.T.","Mandirituba",NA,NA,"20385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:19:29-03","MBM","MBM","180589","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Dombrowski, L.T.","13410","1979","10",NA,"Southern America","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"MBM180589",NA,"Dombrowski, L.T.","Fazenda Santa Rosa",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:19:29-03","MBM","MBM","34096","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Hatschbach, G.","2720","1951","12","23","Southern America","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,"Epífita.","MBM034096","MBM034096","Smith, L.B.","Campininha",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:19:29-03","MBM","MBM","169945","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Imaguire, N.","3429","1973","11","26","Southern America","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,"Epífita.","MBM169945","MBM169945","Hatschbach, G.","Fazenda Experimental de Agronomia",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:19:29-03","MBM","MBM","270246","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Tessmann, G.","2770","1947","12","15","Southern America","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"MBM270246","MBM270246","Smith, L.B.","Florestal",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:19:29-03","MBM","MBM","90045","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Hatschbach, G.","47848","1983","12","06","Southern America","Brazil","Paraná","Rio Branco do Sul","-49.3142013549805","-25.1900005340576",NA,"Epífita.","MBM090045","MBM090045","Hatschbach, G.","Bromado",NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:19:29-03","MBM","MBM","113428","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","50817","1986","11","26","Southern America","Brazil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,"Epífita.","MBM113428","MBM113428","Hatschbach, G.","Colônia João XXIII",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:19:29-03","MBM","MBM","169495","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Silva, J.M.; Deodato, F.; Deodato, F.","1402","1994","10","16","Southern America","Brazil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,"Epífita.","MBM169495","MBM169495","Hatschbach, G.","Estrada velha para Bocaiúva , Moinho Velho",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:19:29-03","MBM","MBM","19306","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","25576","1970","11","20","Southern America","Brazil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,"Epífita.","MBM019306","MBM019306","Hatschbach, G.","Vila Branca",NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:19:29-03","MBM","MBM","249034","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Petean, M.P.; et al.; et al.","95","1999","10","27","Southern America","Brazil","Paraná","Pinhais","-49.1925010681152","-25.4447002410889",NA,NA,"MBM249034","MBM249034","Kaehler, M.","Estação Experimental do Cangüiri",NA,NA,"10418","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:19:29-03","MBM","MBM","255961","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Cervi, A.C.","7043","2000","02","27","Southern America","Brazil","Santa Catarina","Itapema","-48.611400604248","-27.0902996063232",NA,NA,"MBM255961","MBM255961","Tardivo, R.C.","Praia do Cabeço",NA,NA,"9090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2015-09-03 21:16:27-03","MNHN","RECOLNAT_MNHN_P","P02175269","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Sello",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175269' target='other'> <mi>dwc_moreinfo</mi></a>","P02175269","P02175269_01",NA,". Brasil, América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90",NA,NA
"41","2015-09-03 21:16:27-03","MNHN","RECOLNAT_MNHN_P","P02175271","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Glaziou, A.",NA,"1895","1","8",NA,"Brasil","Goiás",NA,NA,NA,"hb",". . Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175271' target='other'> <mi>dwc_moreinfo</mi></a>","P02175271","P02175271_01",NA,"Brésil (Goyaz). Serra dos Veadeiros. Goiás, Centro-oeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22197",NA,NA
"42","2021-02-11 17:18:23-03","UFPR","UPCB","20451","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Chagas e Silva, F.",NA,"1982","12","09",NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,"Epífita, flor azul, escassa na área..",NA,NA,"Guimarães, O.A.","Capão do Jardim Botânico",NA,NA,"25180","auto","1992","12","01",NA,NA,NA,NA,NA,NA,NA
"43","2021-02-11 17:18:23-03","UFPR","UPCB","13119","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Cervi, A.C.","2180","1983","10","06",NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,"Epífita de Araucária..",NA,NA,"Cervi, A.C.","Centro Politécnico",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-11 17:18:23-03","UFPR","UPCB","15173","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Hatschbach, G.","50817","1986","11","26",NA,"Brasil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,"Epífita, flor lilás. Mata margem de rio..",NA,NA,"Hatschbach, G.","Col. João XXIII",NA,NA,"61623","auto","1987","03",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-11 17:18:23-03","UFPR","UPCB","39888","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Petean, M.P.","95","1999","10","27",NA,"Brasil","Paraná","Pinhais","-49.1925010681152","-25.4447002410889",NA,"Epífita a 3m do solo, flores roxas..",NA,NA,"Kaehler, M.","Estação Experimental do Cangüiri",NA,NA,"10418","auto","1999","10",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-11 17:18:23-03","UFPR","UPCB","59907","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Kersten, R.","759","2003","12","10",NA,"Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,"Epífita..",NA,NA,"Kersten, R.","Haras Santo Antonio",NA,NA,"12577","auto","2003","12","10",NA,NA,NA,NA,NA,NA,NA
"47","2021-02-11 17:18:23-03","UFPR","UPCB","26040","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Dittrich, V.A.O.","26","1995","11","21",NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,"Epífita a ca. 8m, flor roxa..",NA,NA,"Tardivo, R.C.","Parque Barigüi",NA,NA,"25180","auto","1996","02",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-11 17:18:23-03","UFPR","UPCB","42081","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Cervi, A.C.","7043","2000","02","27",NA,"Brasil","Santa Catarina","Itapema","-48.611400604248","-27.0902996063232",NA,"Planta caída no solo arenoso com inflorescência passada..",NA,NA,"Tardivo, R.C.","Praia do Cabeço",NA,NA,"9090","auto","2000","05","29",NA,NA,NA,NA,NA,NA,NA
"49","2021-02-11 17:18:23-03","UFPR","UPCB","32436","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Tardivo, R.C.","200","1997","11","08",NA,"Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,"Epífita, folhas vermelhas quando em floração, pétalas amplas, vistosas. População pequena..",NA,NA,"Tardivo, R.C.","Rio São João",NA,NA,"46557","auto","1997","12",NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-02-11 17:18:23-03","UFPR","UPCB","6489","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Hatschbach, G.","15253","1966","11","23",NA,"Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,"Epífita, pétalas violeta, brácteas vermelhas. Mata..",NA,NA,"Hatschbach, G.","Sítio do Belizário",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2009-07-21 23:34:00-03","MO","MOBOT","2453599","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Per Dusén","Dusén 7397","1910","10","17","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"Itaperusú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","3013211","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Gert G. Hatschbach","Hatschbach 47848","1983","12","6","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"R.C. Tardivo","Bromado (mun. Rio Branco do Sul).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2009-12-04 16:24:00-02","MO","MOBOT","3013231","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","linearis","Tillandsia linearis","Vell.","Gert G. Hatschbach|J.M. Silva","Hatschbach 50817","1986","11","26","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"G. Hatschbach","Joao XXIII (mun. Bocaiuva do Sul).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
