"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","class","individualCount"
"11","2019-12-19 11:17:15-03","UFG","UFG","43554","S","Plantae",NA,NA,"Asteraceae","Aspilia","pohlii","Aspilia pohlii","Baker",NA,"Souza, J.P.; Dematteis, M.","4330",NA,"Brasil",NA,NA,NA,"UFG0043554","UFG0043554","Dematteis, M.","2005","01","17","Goiás","Abadiânia","-48.651389","-16.118611","-48.651389","-16.118611",NA,"930","930",NA,"2005",NA,NA,NA,NA,NA
"12","2019-12-19 11:17:15-03","UFG","UFG","7649A","S","Plantae",NA,NA,"Asteraceae","Aspilia","pohlii","Aspilia pohlii","Baker",NA,"Rizzo, J.A.","7783",NA,"Brasil","Parque Nacional da Chapada dos Veadeiros, &nf;Chapada dos Veadeiros no município de Alto Paraíso. Campo rupestre.",NA,"Subarbusto cerca de 40 cm de altura, corola amarela.","UFG007649A",NA,"Barroso, G.M.","1972","03","02","Goiás","Alto Paraíso",NA,NA,NA,NA,NA,NA,NA,NA,"1972","07",NA,NA,NA,NA
"13","2019-12-19 11:17:15-03","UFG","UFG","5931","S","Plantae",NA,NA,"Asteraceae","Aspilia","pohlii","Aspilia pohlii","Baker",NA,"Rizzo, J.A.; Barbosa, A.","5831",NA,"Brasil","À 2 km da margem esquerda do rio Meia Ponte, na fazenda Louzandira. Mata.",NA,"Herbácea cerca de 60 cm de altura, corola branca.","UFG0005931",NA,NA,"1970","12","30","Goiás","Goianira","-49.426399230957","-16.4960994720459",NA,NA,"19902",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"14","2019-12-19 11:17:15-03","UFG","UFG","2217","S","Plantae",NA,NA,"Asteraceae","Aspilia","pohlii","Aspilia pohlii","Baker",NA,"Rizzo, J.A.; Barbosa, A.","3411",NA,"Brasil","À esquerda do ribeirão Dourado, próximo à sua cabeceira. Cerrado, ocorre mata ciliar.",NA,"Subarbusto, corola branca.","UFG0002217",NA,NA,"1969","01","29","Goiás","Goiânia","-49.2538986206055","-16.6786003112793",NA,NA,"25250",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"15","2019-12-19 11:17:15-03","UFG","UFG","321","S","Plantae",NA,NA,"Asteraceae","Aspilia","pohlii","Aspilia pohlii","Baker",NA,"Rizzo, J.A.; Barbosa, A.","3043",NA,"Brasil","À margem direita da BR-153, de Goiânia - São Paulo. Jardim Goiás. Cerrado alterado.",NA,"Herbácea, corola branca.","UFG0000321",NA,NA,"1968","12","07","Goiás","Goiânia","-49.2538986206055","-16.6786003112793",NA,NA,"25250",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"16","2019-12-19 11:17:15-03","UFG","UFG","576","S","Plantae",NA,NA,"Asteraceae","Aspilia","pohlii","Aspilia pohlii","Baker",NA,"Rizzo, J.A.; Barbosa, A.","2369",NA,"Brasil","Morro Santo Antônio, Junto ao morro Santo Antônio. Cerrado, com uma vereda.",NA,"Herbácea, corola amarela.","UFG0000576",NA,NA,"1968","10","01","Goiás","Goiânia","-49.2538986206055","-16.6786003112793",NA,NA,"25250",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"17","2019-12-19 11:17:15-03","UFG","UFG","2375","S","Plantae",NA,NA,"Asteraceae","Aspilia","pohlii","Aspilia pohlii","Baker",NA,"Rizzo, J.A.; Barbosa, A.","3148",NA,"Brasil","Morro Santo Antônio, Junto ao morro Santo Antônio. Cerrado, com uma vereda.",NA,"Herbácea, corola branca.","UFG0002375",NA,NA,"1968","12","27","Goiás","Goiânia","-49.2538986206055","-16.6786003112793",NA,NA,"25250",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"18","2019-12-19 11:17:15-03","UFG","UFG","824","S","Plantae",NA,NA,"Asteraceae","Aspilia","pohlii","Aspilia pohlii","Baker",NA,"Rizzo, J.A.; Barbosa, A.","3096",NA,"Brasil","Na rodovia GO-070 de Goiânia para Inhumas no km 14. Cerradão com transição para cerrado.",NA,"Herbácea, corola branca.","UFG0000824",NA,NA,"1968","12","27","Goiás","Goiânia","-49.2538986206055","-16.6786003112793",NA,NA,"25250",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"19","2020-09-12 05:00:02-03","US","US","1803278","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Aspilia","pohlii","Aspilia pohlii","Baker in Mart.","Type fragment","J. B. E. Pohl","499","South America - Neotropics","Brazil",NA,NA,NA,"US00385779","US00385779_01",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"20","2019-05-06 11:52:31-03","UFU","HUFU","40718","S","Plantae",NA,NA,"Asteraceae","Aspilia","pohlii","Aspilia pohlii","(Sch.Bip. ex Baker) Baker",NA,"Pott, V.J.; Scremim-Dias, E.; Tanaka, M. & Rodrigues, S.","6208",NA,"Brasil","Rio Baia Bonita, Entre 400-500m da nascente.",NA,"Subarbusto aqático, ca. 2 m. Flor amarela.; Borda de pequeno rio cristalino, profundidade 60-90cm de altura. Solo calcário. Relevo plano.","HUFU00042696","HUFU00042696","Nakajima, J.N.","2003","04","25","Mato Grosso do Sul","Bonito","-56.441944","-21.165","-56.441944","-21.165",NA,NA,NA,NA,"2005","03",NA,NA,NA,NA
"21","2017-09-11 17:07:28-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Aspilia","pohlii","Aspilia pohlii","(Sch.Bip. ex Baker) Baker",NA,"Pohl, JBE","499","Southern America","Brazil","Habitat in campis Brasiliae, loco non addicto.",NA,NA,NA,"P06P3N0064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2017-09-11 17:07:28-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Aspilia","pohlii","Aspilia pohlii","(Sch.Bip. ex Baker) Baker",NA,"Pohl, JBE","499","Southern America","Brazil","Habitat in campis Brasiliae, loco non addicto",NA,NA,NA,"P06P3N0064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
