"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","yearIdentified","class","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus","previousCatalogNumber"
"11","2016-09-30 01:10:00-03","NY","NYBG","1019431","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis",NA,"C. Pardo","C. Pardo","2004","03","26","Brazil","Rio de Janeiro","Teresópolis","Matas do Rio Paquequer próx. ao km 2.0 da Estrada para Barragem.","-42.9656","-22.4122",NA,NA,"1145","1145","NY01019431","NY01019431_01","Magnoliophyta","Myrtales","802","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1282335' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01318257","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","(Spreng.) Triana","M. K. Caddah","M. K. Caddah","2010","01","18","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, proximidades da trilha do Rancho Frio","-43.005556","-22.456389",NA,NA,"1400","1400","NY01318257","NY01318257_01","Magnoliophyta","Myrtales","726","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305616' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 18:41:00-03","NY","NYBG","521211","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis",NA,"A. C. Brade","Pessoal do Horto Florestal","1940","10","08","Brazil","Rio de Janeiro","Rio de Janeiro","Caminho do grotao, no Horto Florestal do Rio de Janeiro","-43.2075","-22.9031",NA,NA,NA,NA,"NY00521211","NY00521211_01","Magnoliophyta","Myrtales","s.n.","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=767712' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","521210","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","(Spreng.) Triana","A. C. Brade","A. P. Duarte","1946","08","19","Brazil","Rio de Janeiro","Rio de Janeiro","Gavea","-43.250118","-22.98261",NA,NA,NA,NA,"NY00521210","NY00521210_01","Magnoliophyta","Myrtales","231","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=767713' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-13 09:20:16-03","UFRJ","RFA","13052","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","(Spreng.) Triana","A.C. Brade","A.P. Duarte","1959","06","23","Brasil","Rio de Janeiro","Rio de Janeiro","Alto da Boa Vista, Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA45387",NA,NA,NA,"4860",NA,NA,"Pequena árvore de sub-bosque","57442","auto","1959",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:31:24-03","UFRJ","RFA","12999","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","(Spreng.) Triana","E. Pereira","G. Pabst","1962","05","27","Brasil","Rio de Janeiro","Rio de Janeiro","Floresta da Tijuca, entre a Floresta e Barracão","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA45386",NA,NA,NA,"6982",NA,NA,"Árvore de 5 m, flor alva","57442","auto","1962",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:31:24-03","UFRJ","RFA","6117","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","(Spreng.) Triana","J. J. Wurdack","P. Occhioni","1959","04","15","Brasil","Rio de Janeiro","Rio de Janeiro","Nova estrada Rio - Petrópolis","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA45381",NA,NA,NA,"1623",NA,NA,"Árvore pequena","57442","auto","1975",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:31:24-03","UFRJ","RFA","4342","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","(Spreng.) Triana","P. Occhioni","P. Occhioni","1945","06","09","Brasil","Rio de Janeiro","Rio de Janeiro","Serra da Carioca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA45385",NA,NA,NA,NA,NA,NA,"Árvore mediana, flor creme","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:31:24-03","UFRJ","RFA","13047","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","(Spreng.) Triana",NA,"E. Pereira","1964","06","22","Brasil","Rio de Janeiro","Rio de Janeiro","Matas do Horto Florestal","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA45383",NA,NA,NA,"9120",NA,NA,"Arbusto de 2 a 3 m, flores alvas","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:44:30-03","EAO","IAN","94621","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","Triana","Brade, AC","Duarte, AP","1946","08","19","Brasil","Rio de Janeiro",NA,"Gávea.",NA,NA,NA,NA,NA,NA,"IAN094621",NA,"Dicotiledônea",NA,"231","Southern America",NA,NA,NA,NA,"1949",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:44:36-03","EAO","IAN","41199","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pauciflora","Miconia pauciflora","Triana",NA,"Riedel, L",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN041199",NA,"Dicotiledônea",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-01-20 14:40:39-03","UPM","MACK","3357","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","(Spreng.) Triana","M. Hubner","B. Petrocelli; M. Sabanelli","2014","04","11","Brasil","SP","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"HMACK00003357-B.Petrocelli3-11/4/2014,,CamposdoJordão,SP,Brasil",NA,NA,NA,"3",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-01-20 14:40:39-03","UPM","MACK","3358","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","(Spreng.) Triana","M. Hubner","B. Petrocelli; M. Sabanelli","2014","04","11","Brasil","SP","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"HMACK00003358-B.Petrocelli9-11/4/2014,,CamposdoJordão,SP,Brasil",NA,NA,NA,"9",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:20:21-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","(Spreng.) Triana",NA,"Pires, JM","1947","04","08","Brasil","Amazonas",NA,"Rio Negro: Tapuruquara",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"237a","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:03:36-03","NBC","NL-BOTANY","L.2550494","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","(Spreng.) Triana",NA,"Reitz R; Klein RM","1956","06","07","Brazil",NA,NA,"Plantas de Santa Catarina - Brasil, Pilões, Palhoca, Mata.",NA,NA,NA,NA,NA,NA,"NL-L2550494","NL-L2550494",NA,"Myrtales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2550494 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:03:36-03","NBC","NL-BOTANY","U 0275776","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","(Spreng.) Triana",NA,"Reitz R; Klein RM","1968","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U0275776",NA,NA,"Myrtales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200275776 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae","Uw14546",NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:03:36-03","NBC","NL-BOTANY","U.1387131","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","(Spreng.) Triana",NA,"Duarte AP","1946","08","19","Brazil",NA,NA,"Gavea - Rio de Janeiro.",NA,NA,NA,NA,NA,NA,"NL-U1387131","NL-U1387131",NA,"Myrtales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387131 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:03:36-03","NBC","NL-BOTANY","U.1387132","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","(Spreng.) Triana",NA,"Reitz R; Klein RM","1956","06","07","Brazil",NA,NA,"Piloes, Palhoca.",NA,NA,NA,NA,NA,NA,"NL-U1387132","NL-U1387132",NA,"Myrtales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387132 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:13:36-03","ESALQ","ESA","104922","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis",NA,NA,"Silva, M.F.O.","2006","10","02","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"ESA104922","ESA104922","Magnoliophyta",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:13:36-03","ESALQ","ESA","106544","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis",NA,"Pardo, C. & Baungratz, J.F.","Pardo, C.S.","2004","07","27","Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"ESA106544","ESA106544","Magnoliophyta",NA,"1081.0",NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:13:36-03","ESALQ","ESA","106569","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis",NA,"Wesenberg, J.","Wesenberg, J.W.","2005","07","22","Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"ESA106569","ESA106569","Magnoliophyta",NA,"770.0",NA,NA,NA,"38539","auto","2005",NA,NA,"11","01",NA,NA,NA,NA
"32","2021-01-14 15:31:40-03","MN","R","9558","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","Triana",NA,"Glaziou, A.F.M.; Netto, L.S.M.; Fortunato, R.H.; Rangel, E. dos S. & Schwacke, C.A.W.","1879","09","13","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"R000009558","R000009558_001 R000009558_002 R000009558_003",NA,NA,"1270",NA,NA,"Plantas do Brasil Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-20 21:18:22-03","UFV","VIC","32465","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","(Spreng.) Triana",NA,"Pardo, C.S.","2004","07","15","Brasil","Rio de Janeiro","Teresópolis","Matas do rio Paquequer","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"VIC032465","VIC032465",NA,NA,"891",NA,NA,"Árvore ca. 8.1 metros e CAP 18 cm, tronco sub cilindrico, um tanto sulcado. Muito comum na mata, madeira usada como esteio para curral.","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-20 21:18:22-03","UFV","VIC","17097","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","(Spreng.) Triana",NA,"Lopes, W.P.; et al.","1994","05","21","Brasil","Minas Gerais","Viçosa","Jardim Botânico","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC017097","VIC017097",NA,NA,"s.n.",NA,NA,"Árvore com ca. 5m; casca fina e alburno de coloração bege claro; individuo nº 950","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-20 21:18:22-03","UFV","VIC","32464","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","(Spreng.) Triana",NA,"Pardo, C.S.","2005","03","13","Brasil","Rio de Janeiro","Teresópolis","Matas do rio Paquequer","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"VIC032464","VIC032464",NA,NA,"1851",NA,NA,"CAP 25.5cm, tronco sub cilindrico, um tanto sulcado..Muito comum na mata, madeira usada como esteio para curral.","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 14:39:35-03","UFJF","CESJ","35928","PreservedSpecimen","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","(Spreng.) Triana","R. Goldenberg","R.C. Almeida-Lafetá",NA,NA,NA,"Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica de Santa Cândida","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ035928",NA,"Angiosperma",NA,"s.n","América do Sul",NA,NA,"36144","auto","2008",NA,NA,"07",NA,NA,NA,NA,NA
"37","2021-03-01 16:34:33-03","UNICAMP","UEC","160989","S","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","Triana",NA,"Stefani, EJF; Belinello, R; Galvão, JC","2010","05","30","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar.","-45.526667","-23.624722","-45.526667","-23.624722","50","90","UEC035881","UEC035881","Magnoliopsida",NA,"99",NA,NA,"Árvore com 12 m, com botão brando, frutos imaturos, purpura.; Mata atlântica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:34:33-03","UNICAMP","UEC","148859","S","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","Triana","Martins, AB","Aranha, BA","2006","08","12","Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J","-45.084167","-23.366389","-45.084167","-23.366389","380","380","UEC092958","UEC092958","Magnoliopsida",NA,"521",NA,NA,"Indivíduo regenerado no sobosque.",NA,NA,"2008",NA,NA,"10",NA,NA,NA,NA,NA
"39","2019-08-20 10:18:55-03","UNICAMP","UEC","150205","S","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","Triana","Goldenberg, R","Bertoncello, R; Pansonato, M","2007","02","26","Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Morro do Cuscuzeiro","-44.791389","-23.296111","-44.791389","-23.296111","820","820","UEC092960","UEC092960","Magnoliopsida",NA,"848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:34:33-03","UNICAMP","UEC","166801","S","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","Triana","Caddah, MK","Padgurschi, MCG; Tamashiro, JY; Belinello, R","2008",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Núcleo Santa Virgínia, Núcleo Santa Virgínia. &nf;Parcela K.","-45.067778","-23.325556","-45.067778","-23.325556","1060","1093","UEC039869","UEC039869","Magnoliopsida",NA,"896",NA,NA,"K1008 Árvore, ca. 7,5 m, sem flores ou frutos. Abundância: 10 ind ha(-1).; Floresta Ombrófila Densa Montana.",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:34:33-03","UNICAMP","UEC","167025","S","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","Triana","Silva, CA","Stefani, EJF; Belinello, R; Galvão, JC","2011","06","29","Brazil","São Paulo","Paraibuna","Parque Estadual da Serra do Mar","-45.541667","-23.585833","-45.541667","-23.585833","800","900","UEC098730","UEC098730","Magnoliopsida",NA,"213",NA,NA,"Árvore com 10 m.; Mata Atlântica.",NA,NA,"2011",NA,NA,"10",NA,NA,NA,NA,NA
"42","2021-03-01 16:34:33-03","UNICAMP","UEC","166779","S","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","Triana","Caddah, MK","Padgurschi, MCG; Tamashiro, JY; Belinello, R","2008",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Núcleo Santa Virgínia. Parcela K.","-45.067778","-23.325556","-45.067778","-23.325556","1084","1093","UEC039824","UEC039824","Magnoliopsida",NA,"1091",NA,NA,"K1229 Árvore, 6,4 m, botão floral. &nf;Abundância: 10 ind ha(-1).; Floresta Ombrófila Densa Montana.",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:34:33-03","UNICAMP","UEC","166810","S","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","Triana","Caddah, MK","Padgurschi, MCG; Tamashiro, JY; Belinello, R","2008",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.","-45.067778","-23.325556","-45.067778","-23.325556","1073","1093","UEC039821","UEC039821","Magnoliopsida",NA,"1536",NA,NA,"K1668 Árvore, ca. 7 m, sem flores ou frutos.",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:34:33-03","UNICAMP","UEC","69583","S","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","Triana","Goldenberg, R","Goldenberg, R","1994","07",NA,"Brazil","Espírito Santo","Domingos Martins",NA,"-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"UEC092962","UEC092962","Magnoliopsida",NA,"62a",NA,NA,"Arbusto com 3m de altura, em mata.; Em mata.","48150","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:34:33-03","UNICAMP","UEC","150951","S","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","Triana","Baumgratz, JFA; Pardo, C","Pardo, CS","2004","07","05","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Orgãos, Matas do Rio Paquequer próximo ao Km 2,0 da Estrada para Barragem.","-42.9655990600586","-22.4122009277344",NA,NA,"1130","1130","UEC092959","UEC092959","Magnoliopsida",NA,"993",NA,NA,"Árvore ca. 9,3m de altura e CAP 45,5cm. Tronco subcilíndrico, um tanto sulcado. Muito comum, madeira usada como esteio para curral.; Mata.","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:34:33-03","UNICAMP","UEC","96353","S","Plantae","Melastomataceae","Miconia","brasiliensis","Miconia brasiliensis","Triana","Goldenberg, R","Kirizawa, M; Rapini, A; Proença, SL","1995","08","23","Brazil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha da Goteira.","-45.3499984741211","-23.7700004577637",NA,NA,NA,NA,"UEC092957","UEC092957","Magnoliopsida",NA,"3204",NA,NA,"fruto, Árvore, cerca de 1,0 m de altura, média encosta. Frutinhos verde a roxo-escuros. Mata Atlântica.; Árvore, ca. 7m de altura, média encosta. Frutinhos verdes a roxo-escuros.; Mata Atlântica.","23719","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA
