"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","coordinatePrecision","individualCount","geoFlag","typeStatus","continentOcean","preparationType","previousCatalogNumber","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","4136725","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.",NA,NA,NA,NA,"J. A. Steyermark","105314","1971","11","27","Venezuela","Yaracuy",NA,"Secciones de selva nublada a lo largo del camino entre Aroa y Quebrada Honda y Altamira",NA,NA,NA,NA,"1200",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4463817' target='other'> <mi>dwc_moreinfo</mi></a>","NY04136725",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","869995","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","E. F. Guimarães",NA,NA,NA,"P. J. M. Maas","P12843","1971","05","09","Brazil","Acre","Cruzeiro do Sul","Igarapé Sao Francisco","-72.6697","-7.6311",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671673' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869995","NY00869995_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","556057","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum glabricaule","Yunck.",NA,NA,NA,NA,"R. Reitz","3024","1949","10","02","Brazil","Santa Catarina","Brusque","Brusque","-48.9172","-27.0983",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=730338' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556057","NY00556057_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,"glabricaule",NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1280752","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","R. Callejas Posada",NA,NA,NA,"R. M. Harley","17869","1977","01","12","Brazil","Bahia","Porto Seguro","Parque Nacional de Monte Pascoal. On NW slopes of Monte Pascoal","-39.42","-16.88",NA,NA,"200","586","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1620310' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280752","NY01280752_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","556078","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum glabricaule","Yunck.",NA,NA,NA,NA,"C. A. W. Schwacke","IV90","1884",NA,NA,"Brazil","Santa Catarina","Blumenau","Blumenau","-49.0658","-26.9194",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=730342' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556078","NY00556078_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,"glabricaule",NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01198091","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","A. J. Bornstein",NA,NA,NA,"S. C. de Sant'Ana","809","2000","04","30","Brazil","Bahia","Una","Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA 001 Ilhéus/Una. Coletas efetuadas a ca. 10 km no ramal de acesso ao Ecoparque de Una.","-39.08","-15.15",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103992' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198091","NY01198091_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","4136732","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.",NA,NA,NA,NA,"G. Davidse","21728","1982","11","08","Venezuela","Apure","Páez","Selva de Cutufí, between Cutufí on the Río Cutufí and the Río Sanare","-71.9494","7.1531",NA,NA,"300","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4463824' target='other'> <mi>dwc_moreinfo</mi></a>","NY04136732",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","556053","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.",NA,NA,NA,NA,"A. Barbosa","94","1945","10","17","Brazil","Rio de Janeiro","Itatiaia","Itatiaia, estrada para Donatti","-44.5631","-22.4961",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671697' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556053","NY00556053_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","869996","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","R. Callejas Posada",NA,NA,NA,"C. A. Cid Ferreira","2572","1980","09","27","Brazil","Acre","Sena Madureira","Near city","-68.6569","-9.06556",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671670' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869996","NY00869996_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00557212","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.",NA,NA,NA,NA,"H. S. Irwin","20141","1968","02","15","Brazil","Minas Gerais",NA,"Serra do Cipó, ca. km 120 (ca. 145 km N of Belo Horizonte)","-43.4","-18.87",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684914' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557212","NY00557212_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","556069","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","S. S. Renner",NA,NA,NA,"J. Brandbyge","31442","1980","05","31","Ecuador","Pastaza",NA,"Rio Curaray; about 10 km upstream from the military camp","-75.98","-1.6",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671668' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556069","NY00556069_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02691885","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","Z. Cordero P.",NA,NA,NA,"D. Cárdenas-López","22832","2009","06","03","Colombia","Vaupés","Mitú","Comunidad indígena Acaricuara, (camino La Floresta aTamacuari).","-70.23972222","0.676833333",NA,NA,"200",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2352165' target='other'> <mi>dwc_moreinfo</mi></a>","NY02691885","NY02691885_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","556046","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.",NA,NA,NA,NA,"R. E. Braga","s.n.","1958","04","24","Brazil","Paraná","Morretes","Porto de Cima Morretes Pr.","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671695' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556046","NY00556046_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","556043","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","T. G. Yuncker",NA,NA,NA,"A. F. M. Glaziou","7833","1874","07","26","Brazil","Rio de Janeiro","Resende","José Vaz, à Rezende","-44.4467","-22.4692",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671689' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556043","NY00556043_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00956854","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","E. F. Guimarães",NA,NA,NA,"H. S. Irwin","22829a","1969","01","29","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 7 km N.E. of Diamantina, on road to Mendanha","-43.61915","-18.1843",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082261' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956854","NY00956854_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","556075","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","R. Callejas Posada",NA,NA,NA,"L. Riedel","s.n.",NA,NA,NA,"Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671691' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556075","NY00556075_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","869998","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum cernuum","Vell.","R. Callejas Posada",NA,NA,NA,"P. J. M. Maas","P12707","1971","05","01","Brazil","Acre","Mâncio Lima","Serra do Moa. Near school yard (other side of river)","-72.8956","-7.6144",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1085670' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869998","NY00869998_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,"cernuum",NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00956847","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","M. Carvalho-Silva",NA,NA,NA,"D. R. Hunt","6649","1966","07","15","Brazil","Distrito Federal","Brasília","30 km South of Brasilia on road to Belo Horizonte","-47.9294","-15.7797",NA,NA,"900","1150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082105' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956847","NY00956847_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00956698","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","M. C. Tebbs",NA,NA,NA,"W. R. Anderson","8492","1973","04","10","Brazil","Minas Gerais",NA,"Ca. 18 km by road SW of Diamantina on road to Curvelo. Serra do Espinhaço.","-43.72035","-18.36499",NA,NA,"1400","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076830' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956698","NY00956698_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","556047","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.",NA,NA,NA,NA,"W. Bello","566","1889",NA,NA,"Brazil","Espírito Santo",NA,"Concordia, Rio Novo",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671696' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556047","NY00556047_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01021342","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.",NA,NA,NA,NA,"L. B. Damazio","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Ouro Preto","Serra do Sacramento.","-43.5081","-20.2878",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098440' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021342","NY01021342_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","4136720","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.",NA,NA,NA,NA,"J. M. Cruxent","323","1952","01","13","Venezuela","Amazonas",NA,"Río Orinoco, márgenes",NA,NA,NA,NA,"385",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4463812' target='other'> <mi>dwc_moreinfo</mi></a>","NY04136720","NY04136720_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00956840","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","M. C. Tebbs",NA,NA,NA,"G. G. Hatschbach","49670","1985","09","14","Brazil","Minas Gerais","Gouveia","Barro Preto","-43.7406","-18.4544",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082067' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956840","NY00956840_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","556067","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum cernuum","Vell.","J. A. Steyermark",NA,NA,NA,"R. L. Liesner","15762","1984","02","08","Venezuela","Amazonas","Mun. Río Negro","1 to 3 km east of Cerro de Neblina Base Camp on Rio Mawarinuma","-66.17","0.83",NA,NA,"140","140","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619388' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556067","NY00556067_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,"cernuum",NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","556044","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum glabricaule","Yunck.",NA,NA,NA,NA,"E. Ecologia","82","1949","08","11","Brazil","Santa Catarina","Brusque","Mata do Hoffman. Brusque","-48.9","-27.1",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=730336' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556044","NY00556044_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,"glabricaule",NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","556051","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","E. F. Guimarães; C. L. F. Ichaso",NA,NA,NA,"B. D. Sucre","6099","1969","10","22","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara; Matas da Estrada da Vista Chinese","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671667' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556051","NY00556051_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","556042","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.",NA,NA,NA,NA,"O. C. Goés","732","1943","11",NA,"Brazil","Rio de Janeiro","Petrópolis","Petropolis, Retiro","-43.1783","-22.505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671693' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556042","NY00556042_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","556064","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.",NA,NA,NA,NA,"G. F. J. Pabst","6917","1962","04","08","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara; Estrada do Redentor","-43.245505","-22.956326",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671701' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556064","NY00556064_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","556072","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","R. Callejas Posada",NA,NA,NA,"A. Dziewa","13","1975","08","30","Brazil","Paraná","Morretes","Rio Nhundiaquara","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671676' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556072","NY00556072_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","556082","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum cernuum","Vell.","R. Callejas Posada",NA,NA,NA,"G. G. Hatschbach","35502","1974","11","20","Brazil","Paraná","Guaraqueçaba","Picada Praia Deserta - Rio Paciencia","-48.3289","-25.3069",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619389' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556082","NY00556082_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,"cernuum",NA,NA,NA,NA,NA
"41","2016-09-30 18:53:00-03","NY","NYBG","719840","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum",NA,NA,NA,NA,NA,"G. Pelissari","106","2008","06","19","Brazil","São Paulo","Santo André","Subprefeitura de Paranapiacaba e Parque Andreense, Rua Antônio Francisco Lisboa","-46.345328","-23.756158",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2520714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00719840","NY00719840_01",NA,"Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","556084","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","R. Callejas Posada",NA,NA,NA,"G. G. Hatschbach","34349","1974","04","23","Brazil","Paraná","Antonina","Sao Joao","-48.7117","-25.4286",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671678' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556084","NY00556084_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","556077","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","T. G. Yuncker",NA,NA,NA,"J. G. Kuhlmann","s.n.","1933","06","07","Brazil","Rio de Janeiro","Petrópolis","Petrópolis, Serra da Estrela, Estrada Rio-Petrópolis","-43.1783","-22.505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671684' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556077","NY00556077_01","Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","4136734","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.",NA,NA,NA,NA,"A. L. Bernardi","s.n.","1956","05","12","Venezuela","Mérida",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4463826' target='other'> <mi>dwc_moreinfo</mi></a>","NY04136734",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
