"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","recordNumber","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2021-02-08 11:08:00-03","UNESP-IBB","BOTU","34582","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Ratter, J.A.","1990","09","26",NA,"Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília, cabeceira do córrego Barrigudo","-47.916667","-15.733333",NA,NA,NA,NA,"BOTU034582",NA,"Ratter, J.A.",NA,NA,NA,NA,"1990","09","26","47º55'w","15º44's",NA,NA,NA,NA,NA
"12","2020-11-13 09:19:31-03","UFRJ","RFA","10913","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","G.G. Hatschbach","1970","01","23",NA,"Brasil","Paraná","Campina Grande do Sul","Serra ibitiraquire, Abrigo 1","-49.0553016662598","-25.3055992126465",NA,NA,NA,"Arbusto 1 m de altura; flor alva Habitat: Matinha nebular","RFA10850",NA,"G.G. Hatschbach","23401","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:29:58-03","UFRJ","RFA","24280","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","F. M. de B. Pereira","2000","04","30",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Município de Itamonte, Distrito Dois Irmãos Comarca de Itanhandú, Fazenda Dois Irmãos.","-44.686111","-22.252778","1325","1325",NA,"Flores creme, folhas verdes. Habito: Arbusto","RFA37582",NA,"C. M. Vieira","321",NA,NA,NA,"2000","12","15","44º41'10''W","22º15'10''S",NA,NA,NA,NA,NA
"14","2020-11-13 09:19:31-03","UFRJ","RFA","26830","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Flávio Britto Pereira","2001","02","11",NA,"Brasil","Minas Gerais","Itamonte","Fazenda Campo Redondo.","-44.7","-22.285833","1423","1423",NA,"flor parda. Habito: Árvore","RFA37583",NA,"A. Quinett","52/72",NA,NA,NA,"2001","08","24","44º41'60''W","22º17'9''S",NA,NA,NA,NA,NA
"15","2021-03-30 12:37:40-03","EAO","IAN","157029","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Gardner, LG","1842",NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"IAN157029",NA,NA,"4697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:09:03-03","NBC","NL-BOTANY","L.1875275","PreservedSpecimen","Plantae",NA,"Oxalidales","Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Dusén PKH","1914","12","18","Southern America","Brazil",NA,NA,"Plantae Brasilienses. Parana: Desvia Ypiranga, in silva prim.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1875275 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1875275","NL-L1875275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"17","2020-02-08 10:09:03-03","NBC","NL-BOTANY","U.1236930","PreservedSpecimen","Plantae",NA,"Oxalidales","Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Pereira E","1965","02","01","Southern America","Brazil",NA,NA,"Rio de Janiero, Itatiaia, Registro.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1236930 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1236930","NL-U1236930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"18","2021-01-14 15:27:38-03","MN","R","112900","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Segadas-Vianna, F.","1951","03","23",NA,"Brasil","São Paulo","Barreiro","Serra da Bocaina, fazenda Lageado.",NA,NA,"1600","1600",NA,NA,"R010064262,R010064266,R010064267","R010064262 R010064266 R010064267","Cuatrecasas, J.","2616",NA,NA,NA,"1961",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:27:38-03","MN","R","120512","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Lutz, B.M.J.","1947","04","02",NA,"Brasil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,"1800","1800",NA,NA,"R010065927,R010065928,R010065932","R010065927 R010065928 R010065932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-01-14 15:27:38-03","MN","R","63067","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","s.col.",NA,NA,NA,NA,"Brasil","São Paulo",NA,"Alto da Serra",NA,NA,NA,NA,NA,"Horto Botanico Paulista nº 115","R010066043","R010066043","Souza, A.",NA,NA,NA,NA,"1987","09",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-01-14 15:27:38-03","MN","R","63072","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Brade, A.C.","1933","02","27",NA,"Brasil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,"2100","2100",NA,NA,"R010066005,R010066006","R010066005 R010066006","Bove, C.P.","12479",NA,NA,NA,"1988","10","13",NA,NA,NA,NA,NA,NA,NA
"22","2021-01-14 15:27:38-03","MN","R","8831","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Glaziou, A.F.M.","1884","03","10",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000008831","R000008831_001",NA,"14870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-01-14 15:27:38-03","MN","R","60866","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Emmerich, M.","1958","02","17",NA,"Brasil","Rio de Janeiro","Itatiaia","Entre Masena e Macieira","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"R010064263,R010065925,R010065926","R010064263 R010065925 R010065926","Bove, C.P.","75","19648","auto",NA,"1987","10","13",NA,NA,NA,NA,NA,NA,NA
"24","2021-01-14 15:27:38-03","MN","R","109061","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Scheinvar, L.","1959","04","20",NA,"Brasil","Rio de Janeiro","Itatiaia","Serra do Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"R010065930,R010065931,R010065935","R010065930 R010065931 R010065935","Bove, C.P.","71","19648","auto",NA,"1987","10","13",NA,NA,NA,NA,NA,NA,NA
"25","2021-01-14 15:27:38-03","MN","R","60636","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Vidal, J.","1952","01",NA,NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos","-42.9655990600586","-22.4122009277344","2264","2264",NA,NA,"R010064255,R010065929,R010064264","R010064255 R010064264 R010065929","Pugialli, H.R.",NA,"38539","auto",NA,"1987","10","13",NA,NA,NA,NA,NA,NA,NA
"26","2021-02-01 16:25:23-03","MN","R","60650","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Vidal, J.","1952","01",NA,NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"R010064265,R010065964","R010064265","Pugialli, H.R.",NA,"38539","auto",NA,"1986","10","13",NA,NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:27:38-03","MN","R","26688","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Brade, A.C.","1932","03","20",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos.","-42.9655990600586","-22.4122009277344","2100","2100",NA,NA,"R010064261,R010064256,R010064257","R010064256 R010064257 R010064261",NA,"11504","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:27:38-03","MN","R","60638","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Vidal, J.","1952","01",NA,NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos. Pedra do Sino","-42.9655990600586","-22.4122009277344","2200","2200",NA,NA,"R010064260,R010064259","R010064259 R010064260","Pugialli, R.L.H.",NA,"38539","auto",NA,"1987","10","13",NA,NA,NA,NA,NA,NA,NA
"29","2021-01-14 15:27:38-03","MN","R","107625","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Vidal, J.","1952","02",NA,NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos. Pedra do Sino","-42.9655990600586","-22.4122009277344","2170","2170",NA,NA,"R010066038,R010066039,R010064258","R010064258 R010066038 R010066039","Pugialli, R.L.H.",NA,"38539","auto",NA,"1987","10","13",NA,NA,NA,NA,NA,NA,NA
"30","2021-01-14 15:27:38-03","MN","R","63057","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","s.col.","1883","01","18",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgão. Subida do Frade.","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"R010066008,R010066009","R010066008 R010066009",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-01-14 15:27:38-03","MN","R","108803","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Santos, E.A.A.","1959","04","20",NA,"Brasil","Rio de Janeiro","Itatiaia","Várzea do Lírio","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"R010066007","R010066007","Durè, R.","66","19648","auto",NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-14 15:27:38-03","MN","R","60786","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Peres, B.C.","1959","04","20",NA,"Brasil","Rio de Janeiro","Itatiaia","Várzea do Lírio para Várzea das Flores","-44.5633010864258","-22.4960994720459","2300","2300",NA,NA,"R010066010","R010066010","Durè, R.","53","19648","auto",NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-02-02 14:37:58-02","BGBM","B","B 10 9009957","S","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","A. F. M. Glaziou",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"Rio de Janeiro.",NA,NA,NA,NA,NA,"Herb. A.W. Eichler <a href=http://herbarium.bgbm.org/object/B109009957 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B109009957","B109009957",NA,"8246",NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-02-02 14:37:58-02","BGBM","B","B 10 9009958","S","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Gardner","1842",NA,NA,"Middle and South America","Brazil",NA,NA,"S. de Orgaos.",NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B109009958 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B109009958","B109009958",NA,"5721",NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-22 13:44:15-03","IAP","PACA-AGP","54141","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Kuhlmann","1922","10","20",NA,"Brasil","RJ","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,"Her. Jard. Bot. 9982","PACA054141",NA,"Brade",NA,"19648","auto",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"36","2019-11-21 14:33:42-03","UFJF","CESJ","56714","PreservedSpecimen","Plantae","Angiosperma",NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","L. Menini Neto; F.R.G. Salimena; P.H. Nobre","2010","09","25","América do Sul","Brasil","Minas Gerais","Aiuruoca","Parque Estadual da Serra do Papagaio, Trilha para o Pico do Papagaio. UTM (23K), 0535238, 7563778. 1741 m.s.m.","-44.603099822998","-21.9755992889404",NA,NA,NA,"Árvore, ca. 3m alt., no campo. Folhas discolores, botões verde-claros.","CESJ056714",NA,"D.S. Santiago","954","27460","auto",NA,"2013","09",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:28:51-03","UNICAMP","UEC","161779","S","Plantae","Magnoliopsida",NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Arzolla, FARDP; Paula, GCR","2007","03","23",NA,"Brazil","São Paulo","São Bento Do Sapucaí","Margens da estrada.","-45.629917","-22.675306","1770","1770",NA,"Árvore, 5m, frutos imaturos.; Floresta Ombrófila Densa Alto-Montana.","UEC009551","UEC009551","Meireles, LD","1078",NA,NA,NA,"2008","03","31","-45.629917","-22.675306",NA,NA,NA,NA,NA
"38","2021-03-01 16:28:51-03","UNICAMP","UEC","162297","S","Plantae","Magnoliopsida",NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Baitello, JB; Arzolla, FARDP","2007","01","18",NA,"Brazil","São Paulo","Campos do Jordão","Estrada de acesso ao Pico do Itapeva, Margens da estrada. Floresta Ombrófila Densa Alto-montana.","-45.629917","-22.675306","1770","1770",NA,"Árvore, 5 metros, flores alvas.","UEC024412","UEC024412","Arzolla, FARDP","2006",NA,NA,NA,"2008","03","31","-45.629917","-22.675306",NA,NA,NA,NA,NA
"39","2021-03-01 16:28:51-03","UNICAMP","UEC","124632","S","Plantae","Magnoliopsida",NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Meireles, LD; Mansanares, ME; Dutilh, JHA; Belinello, R","2002","04","10",NA,"Brazil","Minas Gerais","Camanducaia","Monte Verde - Serra da Mantiqueira.","-46.1446990966797","-22.7553005218506",NA,NA,NA,"Arvoreta, 4m, frutos verdes.; Floresta Ombrófila Densa Alto-Montana.","UEC087138","UEC087138","Zickel, CS","1042","22140","auto",NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:28:51-03","UNICAMP","UEC","66316","S","Plantae","Magnoliopsida",NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Dutilh, JHA","1994","01","26",NA,"Brazil","Minas Gerais","Camanducaia","Próximo a entrada do aeroporto de Monte Verde.","-46.1446990966797","-22.7553005218506",NA,NA,NA,"Matinha, arvoreta até + ou - 2,5m de altura.","UEC087141","UEC087141","Meireles, LD","31211","22140","auto",NA,"2002","06",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:28:51-03","UNICAMP","UEC","137498","S","Plantae","Magnoliopsida",NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Arzolla, FARDP; Paula, GCR; Condez, TH","2004","02","13",NA,"Brazil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão, São José dos Alpes.","-45.5900001525879","-22.7299995422363","1950","1950",NA,"Árvore, 2m de altura, com flores.; Floresta Alto-Montana.","UEC044067","UEC044067","Zickel, CS","480","21048","auto",NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:28:51-03","UNICAMP","UEC","78212","S","Plantae","Magnoliopsida",NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Gianotti, E; et al.","1992","06","08",NA,"Brazil","São Paulo","Campos do Jordão","Praia São José dos Alpes.","-45.5900001525879","-22.7299995422363",NA,NA,NA,"Arvoreta de até ca. 6m de altura; frutos já abertos.","UEC044065","UEC044065","Zickel, CS","26711","21048","auto",NA,"1997","08",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:28:51-03","UNICAMP","UEC","126924","S","Plantae","Magnoliopsida",NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Freitas, L; San Martin-Gajardo, I","1997","12","28",NA,"Brazil","São Paulo","São José do Barreiro",NA,"-44.5699996948242","-22.6399993896484",NA,NA,NA,"Arbusto de 1m.; Ecotono entre campo de altitude e floresta densa montana.","UEC125537","UEC125537","Zickel, CS","64","30784","auto",NA,"2000","06",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:28:51-03","UNICAMP","UEC","111287","S","Plantae","Magnoliopsida",NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Freitas, L; San Martin-Gajardo, I","1997","12","28",NA,"Brazil","São Paulo","São José do Barreiro",NA,"-44.5699996948242","-22.6399993896484",NA,NA,NA,"Arbusto de 1m.; Ecotono entre campo de altitude e floresta densa montana.","UEC044070","UEC044070","Zickel, CS","64","30784","auto",NA,"2000","06",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:28:51-03","UNICAMP","UEC","111286","S","Plantae","Magnoliopsida",NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Freitas, L; Sazima, M","1999","01","22",NA,"Brazil","São Paulo","São José do Barreiro",NA,"-44.5699996948242","-22.6399993896484",NA,NA,NA,"Arbusto 1,3m. Flores amarelo-esverdeado.","UEC044068","UEC044068","Zickel, CS","126","30784","auto",NA,"2000","06",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-05 16:47:16-03","UFOP","OUPR","3405","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Lisboa, M.A.","1975","02","01",NA,"Brasil","Minas Gerais","Ouro Preto","Subida da Serra do Itatiaia","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"Lisboa, M.A.","s.n.","44599","auto",NA,"1975","02","12",NA,NA,NA,NA,NA,NA,NA
"47","2019-11-06 10:13:52-03","UFOP","OUPR","3406","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Badini, J.","1975","02","01",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Orgãos","-42.9655990600586","-22.4122009277344",NA,NA,NA,"Arbusto. Mata. Flores pálidas",NA,NA,"Badini, J.","s.n.","38539","auto",NA,"1975","02","01",NA,NA,NA,NA,NA,NA,NA
"48","2020-10-14 10:00:47-03","FURB","FURB","42533","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Uhlmann, A.; et al.","2012","05","09",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Pico da Caledônia.","-42.5869444","-22.3533333","2200","2200",NA,NA,"FURB04470","FURB04470","Uhlmann, A","503",NA,NA,NA,"2012","11",NA,"-42.5869444","-22.3533333",NA,NA,NA,NA,NA
"49","2020-12-21 16:21:45-03","MBM","MBM","17332","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardn.","Hatschbach, G.","1970","01","23","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Abrigo 1","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"MBM017332","MBM017332","Hatschbach, G.","23401","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:21:45-03","MBM","MBM","24089","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardn.","Pereira, E.","1962","03","06","Southern America","Brazil","Rio de Janeiro","Itatiaia","Itatiaia, Planalto, 2000 m.s.m.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"MBM024089","MBM024089","Pereira, E.","7066","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
