"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","595603","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","M. Blasco Capdevila","B. Øllgaard","34988","1980","07","22","South America","Ecuador","Pastaza",NA,"Río Pastaza. River banks between the outlets of Río Bobonaza and Río Ishpingo","-76.72","-2.57","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=579844' target='other'> <mi>dwc_moreinfo</mi></a>","NY00595603",NA,"275","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01019985","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","B. G. Schubert","D. Philcox","3864","1968","01","04","South America","Brazil","Mato Grosso",NA,"E. of km. 242, Xavantina-Cachimbo road.","-51.77","-12.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1138922' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019985","NY01019985_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","595604","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","B. G. Schubert","M. J. G. Hopkins","147","1983","08","04","South America","Bolivia","Santa Cruz","Ñuflo de Chávez","Between kms 15 and 30 from Ascención de los Guarayos on road to Urubicha","-63.08","-15.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=579843' target='other'> <mi>dwc_moreinfo</mi></a>","NY00595604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","595601","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","H. C. de Lima","M. B. Casari","182","1980","03","05","South America","Brazil","Rio de Janeiro","Vassouras","Estrada entre Barâo de Juparanâ e Sebastiâo de Lacerda, próximo ao Rio Paraíba","-43.6622","-22.4042","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=579845' target='other'> <mi>dwc_moreinfo</mi></a>","NY00595601","NY00595601_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01019982","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.",NA,"E. P. Heringer","905","1979","01","29","South America","Brazil","Mato Grosso do Sul",NA,"Estrada para Três Lagoas",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1138918' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019982","NY01019982_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-18 09:29:41-03","UNESP-IBB","BOTU","15467","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.",NA,"Di Stasi, L.C.","61","1987","05","05",NA,"Brasil","Amazonas","Humaitá",NA,NA,NA,NA,"Inflorescência lilaz","BOTU015467",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-18 09:29:41-03","UNESP-IBB","BOTU","11869","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.",NA,"Gemtchújnicov, I.D.",NA,"1972","01","31",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"BOTU011869",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-18 09:29:41-03","UNESP-IBB","BOTU","11868","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","Mattos, N.F.","Gemtchújnicov, I.D.","50","1969","06","05",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,NA,"BOTU011868",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-18 09:29:41-03","UNESP-IBB","BOTU","9542","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.",NA,"Janssen, A.","496","1980","06","19",NA,"Brasil","Amazonas","Humaitá","Fazenda do Flávio Leri, ao sul da BR 319 km 658.","-63.166667","-7.516667",NA,NA,"BOTU009542",NA,NA,NA,"63º10'w","07°31's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:29:41-03","UNESP-IBB","BOTU","11867","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","Lima, D.A.","Gemtchújnicov, I.D.",NA,"1972","01","29",NA,"Brasil","Bahia","Olivença",NA,NA,NA,NA,NA,"BOTU011867",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-08 17:41:30-03","EAO","IAN","156397","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","Barneby, RC","Coradin, L; Cordeiro, MR","946","1977","10","28","Southern America","Brasil","Roraima",NA,"Arimutã region, on man Azimutal of 110º from Boa Vista at a distance of 210 km. within a radius of 12 km from the Village of Arimutã. Along roads and in agricultural fields, weedy habitats, dry sandy soil.",NA,NA,NA,"Herb. ca. 1m. tall. Flowers lilac. Specimen was preserved with 1.5% in pentachlorphenol alcool.","IAN156397",NA,"640","640",NA,NA,"1977","12",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-08 17:41:30-03","EAO","IAN","78017","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","Schubert, BG","Silva, JF da","373","1952","08","13","Southern America","Brasil",NA,NA,"Território de Guaporé. Rio Yata. Mata de terra firme.",NA,NA,NA,"Árvore baixa.","IAN078017",NA,NA,NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-08 17:41:30-03","EAO","IAN","86206","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","Schubert, BG","Philipson, WR; Idrobo-Muñoz, JM","1521","1949","11","20",NA,"Colômbia",NA,NA,"Bank of island in Rio Guejar. Intendencia del meta, Sierra de La Macarena, Plaza Bonita.",NA,NA,NA,"Herb, flowers blue.","IAN086206",NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-10-26 10:25:09-03","EPAMIG","PAMG","36416","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","L.C.P. Lima","M. Brandão","22368","1993","04","14",NA,"Brasil","Minas Gerais","Iturama","Próximo a Iturama","-50.193611","-19.722222",NA,"Vereda. Unicata",NA,NA,"474","474","50° 11' 37 W","19° 43' 20S","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-10-26 10:25:09-03","EPAMIG","PAMG","36468","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","L.C.P. Lima","M. Brandão","22287","1993","04","02",NA,"Brasil","Minas Gerais","Iturama","Serra de Iturama","-50.193611","-19.722222",NA,"Vereda (base da serra). Duas duplicatas",NA,NA,"474","474","50° 11' 37 W","19° 43' 20S","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-10-26 10:25:09-03","EPAMIG","PAMG","38351","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","L.C.P. Lima","G.M. Araújo","206","1987","02","13",NA,"Brasil","Minas Gerais","Uberlândia","Reserva Ecológica do Panga","-48.262222","-18.911389",NA,"Campo úmido. Herbácea de cerca de 2 m de altura, corola azul. Doação do Herbarium Uberlandensis da UFU (HUFU 0932). Unicata",NA,NA,"843","843","48° 15' 44W","18° 54' 41S","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-06 15:26:53-03","EPAMIG","PAMG","14182","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","L.C.P. Lima","M.L. Gavilanes","3040","1987","05","03",NA,"Brasil","Minas Gerais","Lavras","Ponte do Funil","-44.968333","-21.328889",NA,"Beirada da mata ciliar. Subarbusto de mais ou menos 1,3 m de altura, flores azuladas. Doação do Herbário do Depto de Biologia da ESAL - ESAL, Lavras, MG. Unicata",NA,NA,"900","900","44° 58' 6W","21° 19' 44S","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-10-26 10:25:09-03","EPAMIG","PAMG","38164","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","L.C.P. Lima","M. Brandão","23995","1994","05","20",NA,"Brasil","Minas Gerais","Itumirim",NA,"-44.846944","-21.265833",NA,"Nome popular: Carrapicho. Subarbusto de frutos articulados. Unicata",NA,NA,"874","874","44° 50' 49W","21° 15' 57S","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-10-26 10:25:09-03","EPAMIG","PAMG","38813","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","L.C.P. Lima","G. Hatschbach; J.M. Silva","60689","1994","06","04",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Piraputanga","-55.786389","-20.475",NA,"Campo cerrado degradado. Planta ereta de 2 m de altura, flores lilases. Doação do Museu Botânico Municipal da Prefeitura Municipal de Curitiba. Unicata",NA,NA,"147","147","55° 47' 11W","20° 28' 30S","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-10-26 10:25:09-03","EPAMIG","PAMG","38812","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","L.C.P. Lima","G. Hatschbach; J.M. Silva","60689","1994","06","04",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Piraputanga","-55.786389","-20.475",NA,"Campo cerrado degradado. Planta ereta de 2 m de altura, flores lilases. Unicata",NA,NA,"147","147","55° 47' 11W","20° 28' 30S","2011","12",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-06 15:26:53-03","EPAMIG","PAMG","21026","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","L.C.P. Lima","M. Brandão","15642","1989","04","17",NA,"Brasil","Minas Gerais","Araxá","Araxá - Coromandel, 1 Km após Araxá","-46.940833","-19.593333",NA,"Uma duplicata",NA,NA,"1008","1008","46° 56' 27 W","19° 35' 36 S","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-10-26 10:25:09-03","EPAMIG","PAMG","36418","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","L.C.P. Lima","M. Brandão","22530","1993","04","14",NA,"Brasil","Minas Gerais","Planura",NA,"-48.699167","-20.138333",NA,"Vereda. Unicata",NA,NA,"483","483","48° 41' 57W","20° 8' 18S","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-10-26 10:25:09-03","EPAMIG","PAMG","24000","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","L.C.P. Lima","J.P. Barbosa","41","1976","05","04",NA,"Brasil","Minas Gerais","Prudente de Morais","Fazenda Santa Rita","-44.154167","-19.438889",NA,"Unicata",NA,NA,"699","699","44° 09' 15W","19° 26' 20S","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:15:59-03","UFBA","ALCB","135116","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.",NA,"Cardoso, D; Moura, TM","2937",NA,NA,NA,"Southern America","Brasil","Rondônia","Campo Novo de Rondônia","BR-421 sentido Campo Novo- Monte Negro.","-63.479167","-10.481389",NA,"Floresta Estacional.","ALCB062045","ALCB062045 ALCB062045_1 ALCB062045_2","267","267","-63.479167","-10.481389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:12:26-03","NBC","NL-BOTANY","L.1942617","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Desmodium","cajanifolium","Desmodium cajanifolium","DC.",NA,"Korthals PW",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1942617 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1942617","NL-L1942617",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:12:26-03","NBC","NL-BOTANY","L.1942606","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Desmodium","cajanifolium","Desmodium cajanifolium","DC.","Schindler AK","Schomburgk RH",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,"Guiana anglica.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1942606 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1942606","NL-L1942606",NA,NA,NA,NA,"1914","07","Magnoliopsidae","09","L 0423819",NA,NA,NA,NA,NA
"37","2020-02-08 09:12:26-03","NBC","NL-BOTANY","L.1942611","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Desmodium","cajanifolium","Desmodium cajanifolium","DC.",NA,"Apollinaire",NA,"1968","09","01","Southern America","Colombia",NA,NA,"Colombie. Santa Fé & Bogota.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1942611 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1942611","NL-L1942611",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:12:26-03","NBC","NL-BOTANY","L.1942612","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Desmodium","cajanifolium","Desmodium cajanifolium","DC.",NA,"Bang M",NA,"1890","01","01","Southern America","Bolivia",NA,NA,"Yungas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1942612 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1942612","NL-L1942612",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:12:26-03","NBC","NL-BOTANY","L.1942614","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Desmodium","cajanifolium","Desmodium cajanifolium","DC.",NA,"Landsbergen",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1942614 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1942614","NL-L1942614",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:12:26-03","NBC","NL-BOTANY","L.1942615","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Desmodium","cajanifolium","Desmodium cajanifolium","DC.",NA,"Landsbergen",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1942615 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1942615","NL-L1942615",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:12:26-03","NBC","NL-BOTANY","L.1942616","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Desmodium","cajanifolium","Desmodium cajanifolium","DC.",NA,"Korthals PW",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1942616 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1942616","NL-L1942616",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:12:26-03","NBC","NL-BOTANY","U.1247566","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Desmodium","cajanifolium","Desmodium cajanifolium","DC.","Lima LCP","Plotkin MJ",NA,"1984","08","09","Southern America","Surinam",NA,NA,"Surinam. Sipaliwini airstrip.","-56.133333","2.033333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1247566 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1247566","NL-U1247566",NA,NA,"-56.133333","2.033333","2010","09","Magnoliopsidae","01","U 0228274",NA,NA,NA,NA,NA
"43","2020-02-08 09:12:26-03","NBC","NL-BOTANY","U.1247567","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Desmodium","cajanifolium","Desmodium cajanifolium","DC.",NA,"Maas PJM; Maas-van de Kamer H",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasiliensis. Rondonia; Rondonia, secondary vegegation. Herb with woody base ca. 1.5 m tall.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1247567 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1247567","NL-U1247567",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 09:12:26-03","NBC","NL-BOTANY","U.1247568","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Desmodium","cajanifolium","Desmodium cajanifolium","DC.",NA,"Harley RM; Souza R; Castro R de",NA,"1968","11","27","Southern America","Brazil",NA,NA,"Central Brazilian Plateau. State of Mato Grosso, Expedetion Base Camp. Andu brabo R. 10, about 12km SW of base camp. by margin of small stream.","-51.766667","-12.816667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1247568 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1247568","NL-U1247568",NA,NA,"-51.766667","-12.816667",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"45","2020-02-08 09:12:26-03","NBC","NL-BOTANY","U.1248047","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Desmodium","cajanifolium","Desmodium cajanifolium","DC.",NA,"Cuatrecasas J",NA,"1943","06","02","Southern America","Colombia",NA,NA,"Colombia, Departamento del Valle. Plana del Valle del Cuaca: entre Gorgona y Cabuyal, margenes del camino y de haciendas cultivadas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1248047 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1248047","NL-U1248047",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"46","2020-02-08 09:12:26-03","NBC","NL-BOTANY","U.1248100","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Desmodium","cajanifolium","Desmodium cajanifolium","DC.","Lima LCP","Raes N; Iraipi G",NA,"2003","04","27","Southern America","Bolivia","Santa Cruz",NA,NA,"-62.916667","-15.783333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1248100 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1248100","NL-U1248100",NA,NA,"-62.916667","-15.783333","2010","09","Magnoliopsidae","01","U 0102822",NA,NA,NA,NA,NA
