"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","typeStatus","eventTime","fieldNumber","individualCount","relatedCatalogItem","sex"
"310","2017-11-24 14:11:50-02","UFLA","ESAL","21037","S","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","DC.","Ary T. Oliveira Filho","Hargreaves, P","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Sítio do Angá","-44.0797004699707","-21.0575008392334",NA,NA,NA,"árvore; 7, m; ;; floresta",NA,NA,"Prados",NA,NA,NA,NA,"21382","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2018-12-11 11:06:03-02","UFLA","ESAL","30310","S","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","DC.","Sobral, M","DA Sé, JM","s.n.","2014","05","22",NA,"Brasil","Minas Gerais","Reserva Biológica Boqueirão - Unilavras","-44.9171981811523","-21.4011001586914",NA,NA,NA,"Arvoreta, ca. 30cm, folha com galhas",NA,NA,"Ingai",NA,"2014","08","28","16664","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2017-11-24 14:11:50-02","UFLA","ESAL","21100","S","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","DC.","Andreia F. Silva","Silva, AF; Alessandra, Ademir, Ta","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Reserva do Boqueirão","-44.9171981811523","-21.4011001586914",NA,NA,NA,"arbusto; 2,5m; ; tipo baga verdes",NA,NA,"Ingaí",NA,NA,NA,NA,"16664","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2019-06-10 10:11:17-03","FZB-BH","BHZB","7547","S","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum",NA,NA,"Rezende, S.G.","3023","2008","11","06",NA,"Brasil","MG","Próximo à Mina de Fábrica","-43.844722","-20.421667","1075","1075",NA,"Em estágio avançado de regeneração. Doada pela SETE Soluções Consultoria. Lat. 20º 25' 18'' S; Long. 43º 50' 41'' O; 1075m.",NA,NA,"Ouro Preto",NA,NA,NA,NA,NA,NA,"43W 50' 41''","20S 25' 18''",NA,NA,NA,NA,NA,NA,NA
"314","2019-06-10 10:11:17-03","FZB-BH","BHZB","7389","S","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum",NA,"R.C. Mota","Couto, P.A.",NA,"2008","10","10",NA,"Brasil","MG","Córrego do Banguelo/ Sub-bacia do Córrego Bom Jesus / Bacia da Lagoa da Pampulha","-44.04725","-19.85725",NA,NA,NA,"Nº170 . Outros coletores: Marques, A.R.G; Santos, E. Coord.: 19°51'26.1 S 44°02'50.1 W. Sem duplicata.",NA,NA,"Contagem",NA,"2009","02","13",NA,NA,"44W 02' 50.1","19S 51' 26.1",NA,NA,NA,NA,NA,NA,NA
"315","2019-06-10 10:11:17-03","FZB-BH","BHZB","9229","S","Plantae",NA,NA,"Myrtaceae","Psidium Cf.","rufum","Psidium Cf. rufum",NA,"Marcos Sobral","Fernandes, M.G.C. et al.","1619","2012","07","12",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo do Gerais","-43.701667","-19.04","1414","1414",NA,"Pequeno porte. Folhas com pelos dourados, discolores.Ponto 110 636626 7894236 1414 m, com duplicata, uma duplicata enviada como doação para herbário da UFSJ",NA,NA,"Santana do Riacho",NA,"2013","02",NA,NA,NA,"43W 42' 06","19S 02' 24",NA,NA,NA,NA,NA,NA,NA
"316","2019-06-10 10:11:17-03","FZB-BH","BHZB","8977","S","Plantae",NA,NA,"Myrtaceae","Psidium Cf.","rufum","Psidium Cf. rufum",NA,NA,"Ordones, J. et al.","1972","2012","04","19",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.714444","-19.035278","1418","1418",NA,"Casmófita. Ponto 96 635297 7894786 1418m, duplicata enviada como doação para herbário da UFSJ",NA,NA,"Santana do Riacho",NA,NA,NA,NA,NA,NA,"43W 42' 52","19S 02' 07",NA,NA,NA,NA,NA,NA,NA
"317","2019-06-10 10:11:17-03","FZB-BH","BHZB","9231","S","Plantae",NA,NA,"Myrtaceae","Psidium Cf.","rufum","Psidium Cf. rufum",NA,NA,"Fernandes, M.G.C. et al.","1581","2012","07","11",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo do Gerais","-43.717222","-19.033056","1355","1355",NA,"Pequeno porte. Ponto 103,635004 7895005 1355m, uma duplicata enviada como doação para herbário da UFSJ",NA,NA,"Santana do Riacho",NA,NA,NA,NA,NA,NA,"43W 43' 02","19S 01' 59",NA,NA,NA,NA,NA,NA,NA
"318","2021-02-09 10:13:39-03","UENF","HUENF","4660","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.",NA,"Archanjo, K.M.P.A.; Nascimento, M.T.",NA,"2009","07","30",NA,"Brasil","Rio de Janeiro","Estação Ecológica Estadual de Guaxindiba","-41.094444","-21.391389","39","39",NA,NA,"HUENF00004663",NA,"São Francisco de Itabapoana",NA,NA,NA,NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,NA,NA,NA
"319","2021-02-09 10:13:39-03","UENF","HUENF","4675","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.",NA,"Archanjo, K.M.P.A.; Nascimento, M.T.","306","2008","06","17",NA,"Brasil","Rio de Janeiro","Fazenda Santo Antônio","-41.090278","-21.296944","61","61",NA,NA,"HUENF00004678",NA,"São Francisco de Itabapoana",NA,NA,NA,NA,NA,NA,"41º5'25''W","21º17'49''S",NA,NA,NA,NA,NA,NA,NA
"320","2021-02-09 10:13:39-03","UENF","HUENF","4671","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.",NA,"Archanjo, K.M.P.A.; Nascimento, M.T.","2662","2009","06","24",NA,"Brasil","Rio de Janeiro","Fazenda Santana","-41.138333","-21.335833","53","53",NA,NA,"HUENF00004674",NA,"São Francisco de Itabapoana",NA,NA,NA,NA,NA,NA,"41º8'18''W","21º20'9''S",NA,NA,NA,NA,NA,NA,NA
"321","2021-02-09 10:13:39-03","UENF","HUENF","4674","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Belan, M.; M.C. Souza","Archanjo, K.M.P.A.; Nascimento, M.T.","2004","2008","10","13",NA,"Brasil","Rio de Janeiro","Fazenda Palmeiras","-41.119722","-21.321667","81","81",NA,"sp.1","HUENF00004677",NA,"São Francisco de Itabapoana",NA,"2019","03","26",NA,NA,"41º7'11''W","21º19'18''S",NA,NA,NA,NA,NA,NA,NA
"322","2021-02-09 10:13:39-03","UENF","HUENF","4672","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.",NA,"Archanjo, K.M.P.A.; Nascimento, M.T.","1268","2008","09","15",NA,"Brasil","Rio de Janeiro","Fazenda Imburi","-41.1","-21.325556","41","41",NA,NA,"HUENF00004675",NA,"São Francisco de Itabapoana",NA,NA,NA,NA,NA,NA,"41º6'0''W","21º19'32''S",NA,NA,NA,NA,NA,NA,NA
"323","2020-09-12 05:00:02-03","US","US","2956156","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.",NA,"E. P. Heringer, T. S. Filgueiras, R. C. de Mendonça, B. A. S. Pereira & A. Salles","2960","1979","12","18","South America - Neotropics","Brazil","Distrito Federal","Bacia do Rio São Bartolomeu.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"US01889723","US01889723_01 US01889723_02","Brasília",NA,NA,NA,NA,"70570","auto",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"324","2020-09-12 05:00:02-03","US","US","1362151","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.",NA,"A. Regnell","III 588","1905","1","19","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"US01889724","US01889724_01 US01889724_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"325","2020-09-12 05:00:02-03","US","US","2536671","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.",NA,"G. Hatschbach","15252","1966","11","23","South America - Neotropics","Brazil","Paraná","Sitio do Belizario.","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"US01889726","US01889726_01 US01889726_02","Campina Grande do Sul",NA,NA,NA,NA,"55154","auto",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"326","2020-09-12 05:00:02-03","US","US","1954373","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.",NA,"B. J. Pickel & A. Pickel","2313",NA,NA,NA,"South America - Neotropics","Brazil","São Paulo","Cult.","-46.8300018310547","-23.5200004577637",NA,NA,NA,NA,"US01889729","US01889729_01 US01889729_02","Carapicuíba",NA,NA,NA,NA,"7241","auto",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"327","2020-09-12 05:00:02-03","US","US","1705081","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.",NA,"Y. Mexia","5714","1931","4","29","South America - Neotropics","Brazil","Minas Gerais","Chácara das Bicas","-43.6002998352051","-18.2493991851807","1270",NA,NA,NA,"US01889728","US01889728_01 US01889728_02","Diamantina",NA,NA,NA,NA,"101169","auto",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"328","2020-09-12 05:00:02-03","US","US","290865","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.",NA,"E. Warming","s.n.","1905","3","6","South America - Neotropics","Brazil","Minas Gerais",NA,"-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,"US01889730","US01889730_01 US01889730_02","Lagoa Santa",NA,NA,NA,NA,"12338","auto",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"329","2020-09-12 05:00:02-03","US","US","3294213","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.",NA,"R. M. Harley & B. Stannard","26676","1988","11","29","South America - Neotropics","Brazil","Bahia","Pico das Almas. Vertente leste. Vale acima da Fazenda Silvina","-41.8114013671875","-13.5789003372192","1450","1500",NA,NA,"US01889727","US01889727_01 US01889727_02","Rio de Contas",NA,NA,NA,NA,"49773","auto",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"330","2020-09-12 05:00:02-03","US","US","1544816","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.",NA,"Collector unknown","4057","1904","3","13","South America - Neotropics","Brazil","Paraná","Vila Velha.","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"US01889731","US01889731_01 US01889731_02","Ponta Grossa",NA,NA,NA,NA,"46557","auto",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"331","2020-09-12 05:00:02-03","US","US","602908","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.",NA,"-. Dorset, A. Shamel & -- Popinoe","316b","1914","1","29","South America - Neotropics","Brazil","Minas Gerais","Sitio",NA,NA,NA,NA,NA,NA,"US01889725","US01889725_01 US01889725_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"332","2020-09-02 16:34:09-03","Cenargen","CEN","17824","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","A. M. S. Standik","Carlos Alberto Cid Ferreira","10041","1989","10","14",NA,"Brasil","AC","Pé da Serra do Divisor, entre o lugar Pedernal e Fazenda Boa Vista.","-72.8957977294922","-7.61417007446289",NA,NA,"Exsicatas","Frutos maturos amarelas. Doação do Instituto Nacional de Pesquisas da Amazônia - Planta do Acre.","CEN00017824","CEN00017824","MANCIO LIMA",NA,"2015","03",NA,"120292","auto","-7363333.0","-741667.0",NA,NA,NA,NA,"1",NA,NA
"333","2020-09-02 16:34:09-03","Cenargen","CEN","63501","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum var. widgrenianum","Mart. ex DC.","C. E. B. Proença","Glocimar Pereira-Silva","4280","2000","08","26",NA,"Brasil","DF","Iate Clube de Brasília.","-47.869444","-14.814444","1005","1005","Exsicatas",NA,"CEN00063501","CEN00063501","BRASILIA","var. widgrenianum","2000","08",NA,NA,NA,"-47.869444","-14.814444",NA,NA,NA,NA,"3",NA,NA
"334","2019-12-09 17:30:26-03","UFPR","EFC","12700","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","DC.","Sobral, M.","Blum, C.T.","1072","2013","10","29",NA,"Brasil","Paraná","Bairro Abranches","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Árvore 5m, botões e flores brancos","EFC012700",NA,"Curitiba",NA,"2015","05","08","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2019-12-09 17:30:27-03","UFPR","EFC","16866","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","DC.","Cordeiro, J.","Ribas, O.S.","8574","2012","03","30",NA,"Brasil","Paraná","Parque Estadual do Cerrado","-49.6617","-24.1722",NA,NA,NA,NA,"EFC016866",NA,"Jaguariaíva",NA,"2015",NA,NA,NA,NA,"-49.6617","-24.1722",NA,NA,NA,NA,NA,NA,NA
"336","2019-11-13 11:27:22-03","USP","SPF","62493","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","lagoense","Psidium lagoense","Kiaersk.","Pirani, JR","Pirani, JR","CFCR11815","1988","01","10",NA,"Brasil","Minas Gerais",NA,"-43.683333","-18.433333","1300","1330",NA,NA,"SPF00062493",NA,"Datas",NA,"1989",NA,NA,NA,NA,"-43.683333","-18.433333",NA,NA,NA,NA,NA,NA,NA
"337","2019-11-13 11:27:24-03","USP","SPF","219495","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","pilosum","Psidium pilosum","Vell.","Anônimo","Bernacci, LC","3021","2001","01","11",NA,"Brasil","São Paulo","Caucaia do Alto","-46.9099998474121","-23.6000003814697",NA,NA,NA,NA,"SPF00219495",NA,"Cotia",NA,NA,NA,NA,"23869","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2019-11-13 11:27:24-03","USP","SPF","110631","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Anônimo","Pirani, JR","CFSC8087","1982","03","22",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.9","-18.916667",NA,NA,NA,NA,"SPF00110631",NA,"Santana de Pirapama",NA,NA,NA,NA,NA,NA,"-43.9","-18.916667",NA,NA,NA,NA,NA,NA,NA
"339","2019-11-13 11:27:24-03","USP","SPF","198150","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Santos, MF","Santos, MF","527","2007","05","20",NA,"Brasil","Minas Gerais","APA Parque Nacional da Serra do Cipó","-43.431333","-19.414444",NA,NA,NA,NA,"SPF00198150",NA,"Itambé do Mato Dentro",NA,"2008",NA,NA,NA,NA,"-43.431333","-19.414444",NA,NA,NA,NA,NA,NA,NA
"340","2019-11-13 11:27:24-03","USP","SPF","22152","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Anônimo","Menezes, NL","CFCR2627","1981","11","01",NA,"Brasil","Minas Gerais","Estrada Diamantina - Curvelo, a 17 km de Diamantina.",NA,NA,"1370","1370",NA,NA,"SPF00022152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2019-11-13 11:27:24-03","USP","SPF","79038","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Nic Lughadha, E","Harley, RM","26652","1988","11","28",NA,"Brasil","Bahia","Pico das Almas","-41.95","-13.533333","1500","1500",NA,NA,"SPF00079038",NA,"Rio de Contas",NA,"1992",NA,NA,NA,NA,"-41.95","-13.533333",NA,NA,NA,NA,NA,NA,NA
"342","2019-11-13 11:27:24-03","USP","SPF","79038","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Nic Lughadha, E","Harley, RM","27156","1988","12","13",NA,"Brasil","Bahia","Pico das Almas","-41.916667","-13.533333","1250","1400",NA,NA,"SPF00079038",NA,"Rio de Contas",NA,"1992",NA,NA,NA,NA,"-41.916667","-13.533333",NA,NA,NA,NA,NA,NA,NA
"343","2019-11-13 11:27:24-03","USP","SPF","79039","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Nic Lughadha, E","Harley, RM","26676","1988","11","29",NA,"Brasil","Bahia","Pico das Almas","-41.966667","-13.516667","1450","1500",NA,NA,"SPF00079039",NA,"Rio de Contas",NA,"1992",NA,NA,NA,NA,"-41.966667","-13.516667",NA,NA,NA,NA,NA,NA,NA
"344","2019-11-13 11:27:24-03","USP","SPF","79066","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Nic Lughadha, E","Harley, RM","25891","1988","11","03",NA,"Brasil","Bahia","Pico das Almas","-41.95","-13.533333","1500","1500",NA,NA,"SPF00079066",NA,"Rio de Contas",NA,"1992",NA,NA,NA,NA,"-41.95","-13.533333",NA,NA,NA,NA,NA,NA,NA
"345","2019-11-13 11:27:24-03","USP","SPF","79068","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Nic Lughadha, E","Harley, RM","26373","1988","11","11",NA,"Brasil","Bahia","Pico das Almas","-41.95","-13.533333","1500","1500",NA,NA,"SPF00079068",NA,"Rio de Contas",NA,"1992",NA,NA,NA,NA,"-41.95","-13.533333",NA,NA,NA,NA,NA,NA,NA
"346","2019-11-13 11:27:24-03","USP","SPF","141367","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum rufum","Mart. ex DC.","Proença, C","Nic Lughadha, E","228","1999","02","25",NA,"Brasil","Minas Gerais",NA,"-43.863889","-22.008333","820","820",NA,NA,"SPF00141367",NA,"Rio Preto","rufum","2010",NA,NA,NA,NA,"-43.863889","-22.008333",NA,NA,NA,NA,NA,NA,NA
"347","2019-11-13 11:27:24-03","USP","SPF","40880","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum rufum","Mart. ex DC.","Proença, C","Giulietti, AM","CFSC6339","1980","07","22",NA,"Brasil","Minas Gerais","Serra do Cipó, Rodovia Belo Horizonte-Conceição do Mato Dentro. km 111.",NA,NA,NA,NA,NA,NA,"SPF00040880",NA,NA,"rufum","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2019-11-13 11:27:24-03","USP","SPF","60328","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Anônimo","Harley, RM","24582","1987","02","21",NA,"Brasil","Bahia",NA,"-41.8114013671875","-13.5789003372192","1400","1400",NA,NA,"SPF00060328",NA,"Rio de Contas",NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2019-11-13 11:27:24-03","USP","SPF","42638","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Anônimo","Cordeiro, I","CFCR9382","1986","01","29",NA,"Brasil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"SPF00042638",NA,"Diamantina",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2019-11-13 11:27:24-03","USP","SPF","187459","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Tuler, AC","Santos, MF","105","2006","12","10",NA,"Brasil","Minas Gerais",NA,"-43.3763999938965","-19.2155990600586",NA,NA,NA,NA,"SPF00187459",NA,"Morro do Pilar",NA,"2015","10","29","18539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2019-11-13 11:27:24-03","USP","SPF","156769","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Anônimo","Stehmann, JR","3381","2002","09","26",NA,"Brasil","Minas Gerais","Estação Ambiental de Peti","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,"SPF00156769",NA,"Santa Bárbara",NA,NA,NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2019-11-13 11:27:24-03","USP","SPF","74092","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Anônimo","Giulietti, AM","CFSC12526","1991","07","27",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó","-43.7144012451172","-19.1688995361328","1400","1500",NA,NA,"SPF00074092",NA,"Santana do Riacho",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2019-11-13 11:27:24-03","USP","SPF","41911","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Anônimo","Semir, J","CFSC9595","1986","02","21",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00041911",NA,"Santana do Riacho",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2019-11-13 11:27:24-03","USP","SPF","106698","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Tuler, AC","Campos, MTVA","CFSC13423","1993","09","22",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00106698",NA,"Santana do Riacho",NA,"2015","10","29","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2019-11-13 11:27:24-03","USP","SPF","38385","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Anônimo","Pirani, JR","CFSC9224","1983","11","14",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00038385",NA,"Santana do Riacho",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2019-11-13 11:27:24-03","USP","SPF","44434","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Anônimo","Kameyama, C","CFSC9880","1986","09","02",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00044434",NA,"Santana do Riacho",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2019-11-13 11:27:24-03","USP","SPF","19509","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum widgrenianum","(O.Berg) Proença","Proença, C","Kawasaki, ML","CFSC7588","1981","10","07",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00019509",NA,"Santana do Riacho","widgrenianum","2010",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2019-11-13 11:27:24-03","USP","SPF","229286","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Tuler, AC","Tuler, AC","536","2015","09","19",NA,"Brasil","Rio de Janeiro","Área de Proteção Ambiental de Macaé de Cima","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"SPF00229286",NA,"Nova Friburgo",NA,"2015","09",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2019-11-13 11:27:24-03","USP","SPF","41464","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Landrum, LR","Beltrati, CM","82","1984","10","10",NA,"Brasil","São Paulo",NA,"-47.560001373291","-22.4099998474121",NA,NA,NA,NA,"SPF00041464",NA,"Rio Claro",NA,"1995",NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2019-11-13 11:27:24-03","USP","SPF","116161","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Tuler, AC","Honda, S","624","1985","05","23",NA,"Brasil","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00116161",NA,"São Paulo",NA,"2015","10","29","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2019-11-13 11:27:24-03","USP","SPF","70065","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Tuler, AC","Fernandes, JB","s.n.","1989","09",NA,NA,"Brasil","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00070065",NA,"São Paulo",NA,"2015","10","29","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2019-11-13 11:27:24-03","USP","SPF","65112","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Landrum, LR","Handro, O","s.n.","1940","06","15",NA,"Brasil","São Paulo","Jardim Botânico de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00065112",NA,"São Paulo",NA,"1995","10",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2019-11-13 11:27:24-03","USP","SPF","82282","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Mattos, J","Sem coletor","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Jardim Botânico de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00082282",NA,"São Paulo",NA,"1961","08",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2019-11-13 11:27:24-03","USP","SPF","165050","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Tuler, AC","Koscinski, M","187","1933","11","09",NA,"Brasil","São Paulo","Serra da Cantareira","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00165050",NA,"São Paulo",NA,"2015","10","29","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
