"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","individualCount","typeStatus","relatedCatalogItem"
"11","2019-10-09 11:09:23-03","UFBA","ALCB","029643","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","Guedes, ML; Alunos de Botânica III","4863","Southern America","Brasil","Bahia","Camaçari","Dunas de Jau ","-38.316667","-12.683333",NA,"acaule. Folhas pinatisectas. Inflorescência com espata marrom. Frutos imaturos verdes.","ALCB010001","ALCB010001 ALCB010001_1","1997","06","01",NA,NA,"1997","11",NA,"-38.316667","-12.683333",NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:09:23-03","UFBA","ALCB","00375","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","Costa, AL; Santana, W","s/n","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas de Itapuã entre o Aeroporto e Stella Maris","-38.5","-12.966667",NA,NA,"ALCB010003","ALCB010003","1974","07","13",NA,NA,"1992",NA,NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:09:23-03","UFBA","ALCB","00376","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","Costa, AL; Santana, W","s/n","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas de Itapuã entre o Aeroporto e Stella Maris","-38.5","-12.966667",NA,NA,"ALCB010002","ALCB010002","1974","07","13",NA,NA,"1992",NA,NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:09:23-03","UFBA","ALCB","00377","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","OCEPLAN","s/n","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Abaeté","-38.5","-12.966667",NA,NA,"ALCB010004","ALCB010004","1976","10","17",NA,NA,"1992",NA,NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:09:23-03","UFBA","ALCB","00378","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","Noblick, LR","1545","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas de Itapuã perto do Aeroporto","-38.5","-12.966667",NA,"50 cm. Comum.","ALCB010005","ALCB010005","1979","09","01",NA,NA,"1992",NA,NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:09:23-03","UFBA","ALCB","004564","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","Costa, AL","984","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas de Itapuã","-38.5","-12.966667",NA,NA,"ALCB010007","ALCB010007","1961",NA,NA,NA,NA,"1992",NA,NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:09:23-03","UFBA","ALCB","028013","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","Guedes, ML","s/n","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas atr s do Motel Sky","-38.5","-12.966667",NA,"acaule. Inflorescência amarela.","ALCB009992","ALCB009992 ALCB009992_1 ALCB009992_2 ALCB009992_3","1994",NA,NA,NA,NA,"1997","11",NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:09:23-03","UFBA","ALCB","029833","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","Guedes, ML; Alunos de Botânica III","4933","Southern America","Brasil","Bahia","Camaçari","Dunas de Jau ","-38.316667","-12.683333",NA,"acaule. Folhas com pecíolo com tomentos amarronzados. Flores e botões amarelos. Frequente.; dunas. Substrato arenoso.","ALCB009806","ALCB009806","1997","06","01",NA,NA,"1997","11",NA,"-38.316667","-12.683333",NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:09:23-03","UFBA","ALCB","038083","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Costa, CB","Costa, CB","320","Southern America","Brasil","Bahia","Lauro de Freitas","Região Metropolitana Salvador, Aeroporto Internacional de Salvador Deputado Luis Eduardo Magalhães,  rea de ampliação do aeroporto","-38.316667","-12.883333",NA,"acaule. Infrutescência negra, espata castanha. Frequente.","ALCB010000","ALCB010000 ALCB010000_1 ALCB010000_2","1998","09","02",NA,NA,"1998","09",NA,"-38.316667","-12.883333",NA,NA,NA,NA,NA,NA
"20","2021-02-24 18:13:29-03","UFBA","ALCB","039539","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","Nascimento, AFS; Guedes, ML; Vilas Bôas-Bastos, SB; Lima, SS dos; Silva, MB da","28","Southern America","Brasil","Bahia","São Sebastião do Passé","Recôncavo, Ponto 1, ao lado da Caraiba Metais","-38.483333","-12.5",NA,"2,0 m, acaule, em densa col#?#nia. Folhas cori ceas, discolores, pinatisectas, face adaxial brilhante e abaxial cinérea. InflorescÆncia creme, espata ferrug¡nea. Fruto carnoso, imaturo verde. Ocasional.; restinga antropizada, com  reas","ALCB010025","ALCB010025 ALCB010025_1","1998","10","17",NA,NA,"2017","09","09","-38.483333","-12.5",NA,NA,NA,NA,NA,NA
"21","2021-02-24 18:13:29-03","UFBA","ALCB","039566","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Guedes, ML; Nascimento, AFS","Nascimento, AFS; Guedes, ML; Vilas Bôas-Bastos, SB; Lima, SS dos; Silva, MB da","55","Southern America","Brasil","Bahia","São Sebastião do Passé","Recôncavo, Lamarão do Passé, Ponto 8, na estrada","-38.483333","-12.5",NA,"1,20 m, acaule. Folhas com pec¡olos tomentos. InflorescÆncia com espata castanha, flores amarelas. Ocasional.; antropizada, com  reas alagadas e de mata ciliar.","ALCB010011","ALCB010011 ALCB010011_1","1998","10","17",NA,NA,"1998","11",NA,"-38.483333","-12.5",NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:09:23-03","UFBA","ALCB","04565","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","Costa, AL","568","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas de Itapuã, no alto das colinas","-38.5","-12.966667",NA,NA,"ALCB010006","ALCB010006","1959","11","08",NA,NA,"1992",NA,NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:09:23-03","UFBA","ALCB","048536","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","Saar, E; Nascimento, AFS; Ribeiro, T; Fagundes, M; Lima, D; Guedes, ML","PFBa33","Southern America","Brasil","Bahia","Esplanada","caminho para Sítio do Conde.","-37.854444","-11.7625",NA,"Projeto Flora da Bahia; Acaule. Raque com tomentos alvos, espata verde; flores amarelas. Frutos imaturos verdes.","ALCB009824","ALCB009824 ALCB009824_1","2000","05","09","526","526","2017","09","09","-37.854444","-11.7625",NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:09:23-03","UFBA","ALCB","049812","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes",NA,"Rodarte, ATA; Guedes, ML; Neves, EL das; et al.","17","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Abaeté","-38.5","-12.966667",NA,"Palmeira acaule. Inflorescência com espata com tomentos amarronzados, flores amarelas; frutos imaturos verdes.; vegetação arbórea de ca. 2,5 m. de altura.","ALCB010009","ALCB010009 ALCB010009_1","1999","06","14",NA,NA,NA,NA,NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:09:23-03","UFBA","ALCB","052621","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","Fonseca, MR; Silva, MCR","65","Southern America","Brasil","Bahia","Entre Rios","Restinga de Massarandupió.","-37.89","-12.329167",NA,"com 0,70 m. Frutos pequenos.; interna, solos de areias brancas, após o rio.","ALCB009823","ALCB009823","2001","01","11",NA,NA,"2017","09","09","-37.89","-12.329167",NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:09:23-03","UFBA","ALCB","10014","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","Noblick, LR","1634","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas de Itapuã","-38.35","-12.933333",NA,"1 m.","ALCB009994","ALCB009994 ALCB009994_1","1980","01",NA,NA,NA,"1997","11",NA,"-38.35","-12.933333",NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:09:23-03","UFBA","ALCB","104132","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Guedes, ML","Guedes, ML; Teixeira, SR; Santos, MLF dos","19334","Southern America","Brasil","Bahia","Belmonte","Extremo Sul, Restinga da Barra do Peso","-38.866667","-15.85",NA,"Folhas pinatissereadas. Pinas cartáceas, discolores. Inflorecência com espata. Inflorecência espiciforme com estames amarelos e flores cremes.","ALCB009989","ALCB009989 ALCB009989_1","2012","02","08",NA,NA,"2012","03",NA,"-38.866667","-15.85",NA,NA,NA,NA,NA,NA
"28","2021-02-24 18:13:29-03","UFBA","ALCB","10778","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","Alunos de Botânica III","s/n","Southern America","Brasil","Bahia","Lauro de Freitas","Região Metropolitana Salvador, Loteamento Vilas do Atlntico, perto da rótula do aeroporto","-38.316667","-12.883333",NA,NA,"ALCB010008","ALCB010008","1985","06","19",NA,NA,"1997","11",NA,"-38.316667","-12.883333",NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:09:23-03","UFBA","ALCB","109735","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Oliveira, DSC de","Oliveira, DSC de; Mattos Andrade, PE de; Duplat, VS; Guedes, ML","109","Southern America","Brasil","Bahia","Salvador",NA,"-38.5","-12.983333",NA,"de ca. 2,5m de altura. Flores cremes e frutos imaturos esverdeados.",NA,NA,"2012","11","06",NA,NA,"2013","03",NA,"-38.5","-12.983333",NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:09:23-03","UFBA","ALCB","120954","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Guedes, ML","Guedes, ML; Costa, MA; Costa, TF","23427","Southern America","Brasil","Bahia","Conde","Litoral Norte, Cavalo Russo.","-37.6","-11.8",NA,"acaule. Folhas emergindo ao nível do solo ou um pouco mais acima, e bem menores ; pinas verde-escuras, de aspecto ceroso tanto na parte superior como na inferior.","ALCB009803","ALCB009803 ALCB009803_1 ALCB009803_2","2015","05","02",NA,NA,"2015","06",NA,"-37.6","-11.8",NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:09:23-03","UFBA","ALCB","125488","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Guedes, ML","Guedes, ML; Alunos de Botânica BIOC05","24829","Southern America","Brasil","Bahia","Esplanada","Litoral Norte, Baixio, Caminho para Lagoa Azul.","-37.933333","-11.783333",NA,"Planta com caule subterrâneo. Folhas emergindo ao nível do solo, com pinas verde-escuras, de aspecto ceroso tanto na face adaxial como na abaxial. Inflorescência interfoliar, espiciforme, protegida por duas brácteas.","ALCB031068","ALCB031068","2016","05","28",NA,NA,"2016","10",NA,"-37.933333","-11.783333",NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:09:23-03","UFBA","ALCB","125522","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Guedes, ML","Guedes, ML; Alunos de Botânica BIOC05","24863","Southern America","Brasil","Bahia","Conde","Litoral Norte, Barra do Tariri.","-37.6","-11.8",NA,"Caule simples às vezes cespitoso, subterrâneo ou muito curto. Folhas emergindo ao nível do solo, pinas verde-escuras, de aspecto ceroso tanto na face superior como na inferior. Inflorescência espiciforme.","ALCB031102","ALCB031102","2016","05","29",NA,NA,"2016","12",NA,"-37.6","-11.8",NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:09:23-03","UFBA","ALCB","127025","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","Santos Junior, JN; Alunos de Métodos de Estudos em Biologia","11","Southern America","Brasil","Bahia","Salvador","Parque das dunas (Unidunas).","-38.536944","-13.54",NA,"Flores amareladas; espadice lado abaxial esverdeada quando imatura; inflorescência imatura amarela; tricomas esbranquiçados.; Moita de vegetação sobre dunas.","ALCB041600","ALCB041600 ALCB041600_1 ALCB041600_2","2015","11","13",NA,NA,"2015","11",NA,"-38.536944","-13.54",NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:09:23-03","UFBA","ALCB","17640","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","Alunos de Ecologia","s/n","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Abaeté","-38.5","-12.966667",NA,NA,"ALCB010010","ALCB010010","1986","05","17",NA,NA,"1997","11",NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:09:23-03","UFBA","ALCB","21058","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","Guedes, ML","1213","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Aeroporto","-38.5","-12.966667",NA,"1 m. Muito frequente.","ALCB009988","ALCB009988","1986","12","18",NA,NA,"1997","11",NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:09:23-03","UFBA","ALCB","51940","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","Guedes, ML; Alves, L. de J.; Loureiro, DM","8269","Southern America","Brasil","Bahia","São Sebastião do Passé","Recôncavo, Ponto n§1, ao lado da Caraíba Metais","-38.365833","-12.5775",NA,"Folhas cori ceas, discolores, pinatisectas; flores cremes.; Restinga antropizada.","ALCB010017","ALCB010017 ALCB010017_1 ALCB010017_2 ALCB010017_3","2001","04","08",NA,NA,"2017","09","09","-38.365833","-12.5775",NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:09:23-03","UFBA","ALCB","52555","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Guedes, ML; Nascimento, AFS","Santana, DL; Guedes, ML; Nascimento, AFS","381","Southern America","Brasil","Bahia","Entre Rios","Litoral Norte, Massarandupió, a 20 km de Porto de Sauípe.","-37.8375","-12.311667",NA,"acaule. Espata com tomentos amarronzados. Inflorescência em espiga, flores senescentes amareladas. Frutos imaturos verdes.","ALCB009995","ALCB009995 ALCB009995_1 ALCB009995_2 ALCB009995_3 ALCB009995_4","2001","06","17",NA,NA,"2001","07",NA,"-37.8375","-12.311667",NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:09:23-03","UFBA","ALCB","59530","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Guedes, ML","Guedes, ML; Loureiro, DM","9769","Southern America","Brasil","Bahia","São Sebastião do Passé","Recôncavo","-38.365833","-12.5775",NA,NA,"ALCB009993","ALCB009993 ALCB009993_1","2002","12","10",NA,NA,"2002","12",NA,"-38.365833","-12.5775",NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:09:23-03","UFBA","ALCB","80955","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","Guedes, ML; Alunos de Botânica III","13847","Southern America","Brasil","Bahia","Camaçari","Arembepe, Paradiso Laguna","-38.316667","-12.683333",NA,"Acaule. Folhas pinadas com raque pubescente. Inflorescência com espata lenhosa. Frutos imaturos verdes.","ALCB010014","ALCB010014 ALCB010014_1 ALCB010014_2","2007","06","02",NA,NA,"2017","09","09","-38.316667","-12.683333",NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:09:23-03","UFBA","ALCB","88411","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Guedes, ML","Guedes, ML; Gomes, FS; et al.","15014","Southern America","Brasil","Bahia","Maraú","Litoral Sul, Fazenda Taipus de Fora","-38.930556","-13.943056",NA,"caule simples ou pouco cespitoso, subterrâneo muito curto. Folíolos verde-escuro. Inflorescência de cor verde-amarelada. Os frutos são afixados densamente no eixo do espádice à semelhaça de grãos de milho.","ALCB009805","ALCB009805 ALCB009805_1","2009","05","24","17","17","2009","06",NA,"-38.930556","-13.943056",NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:09:23-03","UFBA","ALCB","93998","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Loureiro, DM","Loureiro, DM; Silva, JR; Menezes, AP","755","Southern America","Brasil","Bahia","Mata de São João","Litoral Norte, Costa do Sauípe, fazenda Sauípe","-38.283333","-12.516667",NA,"Folhas coriáceas, discolores, face abaxial com tomentos esbranquiçados.; Arbórea-arbustiva.","ALCB009990","ALCB009990","2003","10","17",NA,NA,"2003","10",NA,"-38.283333","-12.516667",NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:09:23-03","UFBA","ALCB","107542","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Guedes, ML","Guedes, ML","20252","Southern America","Brasil","Bahia","Canavieiras",NA,"-38.9472007751465","-15.6750001907349",NA,"Acaule: caule simples, subterrâneo. 4 -8 folhas contemporâneas; folíolos verde-escuro. Inflorescência verde-amarelada.; Restinga","ALCB009802","ALCB009802 ALCB009802_1 ALCB009802_2 ALCB009802_3","2012","08","20",NA,NA,"2013","01",NA,NA,NA,"48203","auto",NA,NA,NA,NA
"43","2021-02-08 21:31:45-03","UFBA","ALCB","109739","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Guedes, ML","Oliveira, D; Guedes, ML","s/n","Southern America","Brasil","Bahia","Salvador","Região Metropolitana de Salvad, Dunas de Itapuã.","-38.510799407959","-12.9710998535156",NA,"Folhas pinatissectas. Inflorescência espiciforme, subtendida por uma espata lenhosa.","ALCB009987","ALCB009987","2013","10",NA,NA,NA,"2014","07",NA,NA,NA,"26018","auto",NA,NA,NA,NA
"44","2020-11-04 11:00:29-03","ESALQ","ESA","87324","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx",NA,"Lorenzi, H.","Souza, V.C.; Lorenzi, H.; Medeiros-Costa, J.T.","29891.0",NA,"Brasil","Bahia","Salvador","Restinga do Abaeté. Dunas litorâneas com arbustos esparsos.","-382.037","-125.628",NA,"Erva, ca. 1,4 m alt.","ESA087324","ESA087324_1 ESA087324_2 ESA087324_3","2004","04","13","10","10",NA,NA,NA,"-382,037","-125,628",NA,NA,NA,NA,NA,NA
