"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","infraspecificEpithet","fieldNumber","individualCount","relatedCatalogItem","sex"
"23","2019-11-19 15:44:55-03","UNEB","HUNEB","13903","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.",NA,"V. M. Cotarelli","827","2011","07","12",NA,"Brasil","Bahia","Lote 10, Reservatório Bagres.","-37.794444","-8.344444","530","530",NA,"Fitofisionomia Savana Estépica. Solo Luvissolo Crômico Órtico. Área prioritária para conservação: CA-457- Betânia-Insuficientemente conhecida.","HUNEB0013903",NA,"Custódia",NA,NA,NA,NA,NA,NA,"Dicotyledoneae","37W47'40''","8S20'40''",NA,NA,NA,NA,NA
"24","2019-11-19 15:44:52-03","UNEB","HUNEB","7722","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.",NA,"França, F.","2347","1997","08","30",NA,"Brasil","Bahia","Morro da Quixaba","-39.794722","-12.739722","384","384",NA,"Ápice - rocha exposta.","HUNEB0007722",NA,"Itatim",NA,NA,NA,NA,NA,NA,"Dicotyledoneae","39W47'41''","12S44'23''",NA,NA,NA,NA,NA
"25","2019-11-19 15:44:53-03","UNEB","HUNEB","9084","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","A. Oliveira - Paes Coelho","Jesus, N.G.","2631807","2003","09","05",NA,"Brasil","Bahia","Estrada Poças - Siribinha","-37.548056","-11.786111",NA,NA,NA,NA,"HUNEB0009084",NA,"Conde",NA,NA,NA,"2009","04",NA,"Dicotyledoneae","37W32'53''","11S47'10''",NA,NA,NA,NA,NA
"26","2019-11-19 15:44:55-03","UNEB","HUNEB","9520","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.",NA,"Guedes, M.L.S.","11056ALCB65874","2004","04","03",NA,"Brasil","Bahia","Piemonte da Diamantina,Lages","-41.15","-11.55",NA,NA,NA,"Arbustiva- arbórea","HUNEB0009520",NA,"Morro do Chapéu",NA,NA,NA,NA,NA,NA,"Dicotyledoneae","41W9'0''","11S33'0''",NA,NA,NA,NA,NA
"27","2019-11-19 15:44:55-03","UNEB","HUNEB","9555","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.",NA,"Guedes, M.L.","10411ALCB62792","2003","08","15",NA,"Brasil","Bahia","Entre Araci e Jorrinho.","-38.966667","-11.333333",NA,NA,NA,NA,"HUNEB0009555",NA,"Araci",NA,NA,NA,NA,NA,NA,"Dicotyledoneae","38W58'0''","11S20'0''",NA,NA,NA,NA,NA
"28","2021-03-30 12:47:12-03","EAO","IAN","106590","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A; Coelho, P","Magalhães, MG","10033","1956","01","28","Southern America","Brasil",NA,"Terreno calcário perto do rio São Francisco, Lapa.",NA,NA,NA,NA,NA,"Herbácea rasteira; flor amarela.","IAN106590",NA,NA,NA,NA,NA,"2005","10","25",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:47:12-03","EAO","IAN","106590","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A; Coelho, P","Magalhães, MG","10033","1956","01","28","Southern America","Brasil",NA,"Terreno calcário perto do rio São Francisco, Lapa.",NA,NA,NA,NA,NA,"Herbácea rasteira; flor amarela.","IAN106590",NA,NA,NA,NA,NA,"2005","10","25",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:47:12-03","EAO","IAN","108339","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A; Coelho, P","Oliveira, E","1206","1960","12","16","Southern America","Brasil","Pará","Rio Tocantins, região de Tucuruí, terreno arenoso, praia.",NA,NA,NA,NA,NA,"Planta rasteira; flores brancas miúdas.","IAN108339",NA,NA,NA,NA,NA,"2005","10","16",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:47:12-03","EAO","IAN","108339","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A; Coelho, P","Oliveira, E","1206","1960","12","16","Southern America","Brasil","Pará","Rio Tocantins, região de Tucuruí, terreno arenoso, praia.",NA,NA,NA,NA,NA,"Planta rasteira; flores brancas miúdas.","IAN108339",NA,NA,NA,NA,NA,"2005","10","16",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:47:12-03","EAO","IAN","113622","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A; Coelho, P","Pires, JM","50971","1961","09","16","Southern America","Brasil","Amapá","On exposed rocks above flood stage of river, 20 minutes downriver from Porto Platon.","-51.366667","0.733333",NA,NA,NA,"To 10cm high, flowers yellow.","IAN113622",NA,NA,NA,NA,NA,"2005","10","26",NA,"-51.366667","0.733333",NA,NA,NA,NA,NA
"33","2021-03-30 12:47:12-03","EAO","IAN","113622","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A; Coelho, P","Pires, JM","50971","1961","09","16","Southern America","Brasil","Amapá","On exposed rocks above flood stage of river, 20 minutes downriver from Porto Platon.","-51.366667","0.733333",NA,NA,NA,"To 10cm high, flowers yellow.","IAN113622",NA,NA,NA,NA,NA,"2005","10","26",NA,"-51.366667","0.733333",NA,NA,NA,NA,NA
"34","2021-03-30 12:47:12-03","EAO","IAN","156918","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A; Coelho, P","Rodrigues, IA; Dantas, M","775","1979","05","01","Southern America","Brasil","Roraima","Estrada Surumú, Boa Vista, margem direita do rio Paricarana, km 39.&nf;Savana estépica tipo arbórea aberta, Planossolo eutrófico. Contagem 05.","-59.254167","0.737222",NA,NA,NA,"Planta saxicola; flor branca. Pétalas amarelas.","IAN156918",NA,NA,NA,NA,NA,"2005","10","25",NA,"-59.254167","0.737222",NA,NA,NA,NA,NA
"35","2021-03-30 12:47:12-03","EAO","IAN","156918","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A; Coelho, P","Rodrigues, IA; Dantas, M","775","1979","05","01","Southern America","Brasil","Roraima","Estrada Surumú, Boa Vista, margem direita do rio Paricarana, km 39.&nf;Savana estépica tipo arbórea aberta, Planossolo eutrófico. Contagem 05.","-59.254167","0.737222",NA,NA,NA,"Planta saxicola; flor branca. Pétalas amarelas.","IAN156918",NA,NA,NA,NA,NA,"2005","10","25",NA,"-59.254167","0.737222",NA,NA,NA,NA,NA
"36","2021-03-30 12:47:12-03","EAO","IAN","167331","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Vieira, TL","Kahn, F; Moussa, F","2869","1990","10",NA,"Southern America","Peru","Amazonas","Pedro Ruiz-Chachapoyas, km 35.",NA,NA,NA,NA,NA,"Crassulescente 25cm de circ. x 5cm de haut. En rosette. Corolle jaune, anthères jaunes, stigmates jaunes à bordures plus sombres.","IAN167331",NA,"Bongora",NA,NA,NA,"2019","04","25",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:47:12-03","EAO","IAN","69766","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A; Coelho, P","Black, GA; Magalhães, MG","11942","1951","04","05","Southern America","Brasil","Minas Gerais","Serra do Cipó, perto do Hotel Palácio.",NA,NA,NA,NA,NA,NA,"IAN069766",NA,NA,NA,NA,NA,"2005","10","26",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:47:12-03","EAO","IAN","69766","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A; Coelho, P","Black, GA; Magalhães, MG","11942","1951","04","05","Southern America","Brasil","Minas Gerais","Serra do Cipó, perto do Hotel Palácio.",NA,NA,NA,NA,NA,NA,"IAN069766",NA,NA,NA,NA,NA,"2005","10","26",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:47:12-03","EAO","IAN","70512","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A; Coelho, P","Black, GA","12698","1951","08","18","Southern America","Brasil",NA,"Território Rio Branco, campo a 3km de Boa Vista.",NA,NA,NA,NA,NA,"Planta baixinha.","IAN070512",NA,NA,NA,NA,NA,"2005","10","25",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:47:12-03","EAO","IAN","70512","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A; Coelho, P","Black, GA","12698","1951","08","18","Southern America","Brasil",NA,"Território Rio Branco, campo a 3km de Boa Vista.",NA,NA,NA,NA,NA,"Planta baixinha.","IAN070512",NA,NA,NA,NA,NA,"2005","10","25",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:47:12-03","EAO","IAN","70692","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A; Coelho, P","Black, GA; Magalhães, MG","12894","1951","08","25","Southern America","Brasil","Amazonas","Rio Mucajaí, perto da Colônia Fernando Costa.",NA,NA,NA,NA,NA,"Em pedras.","IAN070692",NA,NA,NA,NA,NA,"2005","10","25",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:47:12-03","EAO","IAN","70692","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A; Coelho, P","Black, GA; Magalhães, MG","12894","1951","08","25","Southern America","Brasil","Amazonas","Rio Mucajaí, perto da Colônia Fernando Costa.",NA,NA,NA,NA,NA,"Em pedras.","IAN070692",NA,NA,NA,NA,NA,"2005","10","25",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:47:12-03","EAO","IAN","70715","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A; Coelho, P","Black, GA; Magalhães, MG","12922","1951","08","25","Southern America","Brasil",NA,"Rio Mucajaí, Colônia Fernando Costa. Nas pedras. (Território Rio Branco).",NA,NA,NA,NA,NA,NA,"IAN070715",NA,NA,NA,NA,NA,"2005","10","26",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:47:12-03","EAO","IAN","70715","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A; Coelho, P","Black, GA; Magalhães, MG","12922","1951","08","25","Southern America","Brasil",NA,"Rio Mucajaí, Colônia Fernando Costa. Nas pedras. (Território Rio Branco).",NA,NA,NA,NA,NA,NA,"IAN070715",NA,NA,NA,NA,NA,"2005","10","26",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:47:12-03","EAO","IAN","70821","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A; Coelho, P","Black, GA","13052","1951","08","28","Southern America","Brasil",NA,"Território Rio Branco, Boa Vista. Em lugar seco.",NA,NA,NA,NA,NA,"Flor branca, aberta ao meio-dia.","IAN070821",NA,NA,NA,NA,NA,"2005","10","26",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:47:12-03","EAO","IAN","70821","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A; Coelho, P","Black, GA","13052","1951","08","28","Southern America","Brasil",NA,"Território Rio Branco, Boa Vista. Em lugar seco.",NA,NA,NA,NA,NA,"Flor branca, aberta ao meio-dia.","IAN070821",NA,NA,NA,NA,NA,"2005","10","26",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:47:12-03","EAO","IAN","71986","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.",NA,"Black, GA","13737","1951","09","25","Southern America","Brasil",NA,"Território Rio Branco, Boa Vista, campo perto de Mecejana.",NA,NA,NA,NA,NA,"Folhas vermelhas; flor branca.","IAN071986",NA,NA,NA,NA,NA,"2004","10","05",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:47:12-03","EAO","IAN","71986","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.",NA,"Black, GA","13737","1951","09","25","Southern America","Brasil",NA,"Território Rio Branco, Boa Vista, campo perto de Mecejana.",NA,NA,NA,NA,NA,"Folhas vermelhas; flor branca.","IAN071986",NA,NA,NA,NA,NA,"2004","10","05",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-30 12:47:12-03","EAO","IAN","85090","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A; Coelho, P","Black, GA; Klein, RM","17201","1954","10","25",NA,"Guiana Francesa",NA,"Em redor de La Roche, colônia Kourou.",NA,NA,NA,NA,NA,"Ruderal; flor branca. Sobre pedra nativa.","IAN085090",NA,NA,NA,NA,NA,"2005","10","26",NA,NA,NA,NA,NA,NA,NA,NA
