"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"11","2020-02-08 08:54:06-03","NBC","NL-BOTANY","U.1054571","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Pedersen TM","Southern America","Argentina",NA,"Estancia 'Santa Maria'. Dep. Mburucuyá. Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1054571 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1054571",NA,"Caryophyllales","Schinz ex Pedersen",NA,NA,"1950","11","18",NA,NA,NA,"NL-U1054571",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:54:06-03","NBC","NL-BOTANY","WAG.1404825","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Pedersen TM","Southern America","Argentina",NA,"Plantae Argentinenses. Estancia,,La Yela''. Dep. Empedrado. Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1404825 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1404825",NA,"Caryophyllales","Schinz ex Pedersen",NA,NA,"1974","08","21",NA,NA,NA,"NL-WAG1404825",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 08:54:06-03","NBC","NL-BOTANY","WAG.1404826","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Pedersen TM","Southern America","Argentina",NA,"Plantae Argentinenses. Estancia,,La Yela''. Dep. Empedrado. Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1404826 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1404826",NA,"Caryophyllales","Schinz ex Pedersen",NA,NA,"1974","08","21",NA,NA,NA,"NL-WAG1404826",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:54:06-03","NBC","NL-BOTANY","WAG.1404827","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Pedersen TM","Southern America","Argentina",NA,"Plantae Argentinae. About 15km S of Esquina, on road to La Paz. Dep. Esquina. Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1404827 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1404827",NA,"Caryophyllales","Schinz ex Pedersen",NA,NA,"1982","01","17",NA,NA,NA,"NL-WAG1404827",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 08:54:06-03","NBC","NL-BOTANY","WAG.1404828","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Pedersen TM","Southern America","Argentina",NA,"Plantae Argentinae. About 15km S of Esquina, on road to La Paz. Dep. Esquina. Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1404828 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1404828",NA,"Caryophyllales","Schinz ex Pedersen",NA,NA,"1982","01","17",NA,NA,NA,"NL-WAG1404828",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-19 10:22:28-03","CPAP","CPAP","20329","PreserverdSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Assis, T. C.",NA,"Brasil","MS","Fazenda Banda Alta - trilha 3",NA,NA,"Erva, 0,2m de altura. FLOR: branca. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Frequente. AMBIENTE: Mata. SUBSTRATO: solo argiloso. RELEVO: levemente ondulado.",NA,NA,NA,"Schinz","E. M. Jesus","98","2006","05","04","Ladário","-57.588333","-19.148333",NA,"109","109",NA,NA,"57°35'18'' W","19°08'54'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-19 10:22:28-03","CPAP","CPAP","20352","PreserverdSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Assis, T. C.",NA,"Brasil","MS","Fazenda Banda Alta - trilha 3",NA,NA,"Erva, 0,25m de altura. FLOR: branca. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Pouco frequente. AMBIENTE: Mata. SUBSTRATO: solo argiloso. RELEVO: levemente ondulado.",NA,NA,NA,"Schinz","E. M. Jesus","121","2006","06","12","Ladário","-57.588611","-19.148361",NA,"109","109",NA,NA,"057°35'19W","19°08'54.1S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-19 10:22:28-03","CPAP","CPAP","21281","PreserverdSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Jesus, E. M.",NA,"Brasil","MS","Assentamento Tamarineiro II Sul - sítio Sr. Albino - lote-92 - trilha 3",NA,NA,"Erva rasteira 010cm~. FLOR: branca. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Muito frequente. AMBIENTE: Pasto degradado. SUBSTRATO: solo argiloso. RELEVO: plano. <ll>dwc_commonname:</ll> Carrapicho",NA,NA,NA,"Schinz","S. M. Salis","439","2009","02","04","Corumbá","-57.7875","-19.108611",NA,"153","153",NA,NA,"57°47'15'' W","19°06'31'' S","2012",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-19 10:22:28-03","CPAP","CPAP","21327","PreserverdSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Jesus, E. M.",NA,"Brasil","MS","Assentamento Taquaral - sítio 3 Irmãos - lote-225 - trilha 1",NA,NA,"Erva 030cm~. FLOR: branca. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Rara. AMBIENTE: Pasto. SUBSTRATO: solo argiloso. RELEVO: suave ondulado.",NA,NA,NA,"Schinz","S. M. Salis","485","2009","03","17","Corumbá","-57.696389","-19.100556",NA,"165","165",NA,NA,"57°41'47'' W","19°06'02'' S","2012",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-19 10:22:28-03","CPAP","CPAP","21529","PreserverdSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Almeida, A. M.",NA,"Brasil","MS","Assentamento Taquaral - sítio Sr. Odair- lote-365 - trilha 2",NA,NA,"Erva 020cm~. FLOR: branca. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Abundante. AMBIENTE: Pasto degradado. SUBSTRATO: solo argiloso. RELEVO: plano. <ll>dwc_commonname:</ll> Carrapicho",NA,NA,NA,"Schinz","S. M. Salis","95a","2010","06","21","Corumbá","-57.727222","-19.153611",NA,"102","102",NA,NA,"57°43'38'' W","19°09'13'' S","2012",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-19 10:22:28-03","CPAP","CPAP","7907","PreserverdSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Pott, V. J.",NA,"Brasil","MS","Rua 21 de Setembro; próximo aos trilhos (lado para Embrapa/cpap)",NA,NA,"Erva escandente. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Ruderal - terreno baldio. SUBSTRATO: solo calcário. RELEVO: plano.",NA,NA,NA,"Schinz","T. M. Pedersen","1465","1990","07","09","Corumbá","-57.65","-19.016667",NA,"140","140",NA,NA,"57°39' W","19°01' S","1990","11","05",NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:28:21-03","IAP","PACA-AGP","85356","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","decurrens","Alternanthera decurrens","A. Salino",NA,"Brasil","MG","Vale do Rio Peruaçu, na trilha para os Sítios Arqueológicos de desenhos e troncos.",NA,NA,"BHCB 37825. Flores cor de creme. Fenofase: flor Hábito: erva","PACA085356","Magnoliophyta","Caryophyllales","J. C. Siqueira","M.S. Marchioretto","3358","1997","07","22","Januária","-44.3616981506348","-15.4881000518799",NA,NA,NA,"Magnoliatae",NA,NA,NA,"2018","05",NA,"148972","auto",NA,NA,NA,NA
"23","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0000081","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","R. Vanni;",NA,"Paraguay","Boqueron","14 km E de Filadelfia, Col. Fernheim, Col. 8 (Campo Grande).",NA,NA,"Ramas apoyantes, muy ramosa.",NA,"Magnoliophyta","Caryophyllales","Schinz ex Pedersen","T. M. P.","1900","1990","9","11",NA,"-59.896719","-22.349943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0000083","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","E. Zardini; R. Velazquez",NA,"Paraguay","Cordillera","Rio Salado basin, on road to Arroyos y Esteros.",NA,NA,"Herb 80 cm.",NA,"Magnoliophyta","Caryophyllales","Schinz ex Pedersen",NA,"22724","1990","8","4",NA,"-57.5","-25.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0000082","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","A. Schinini; E. Bordas",NA,"Paraguay","Alto Paraguay","Cerro Leon.",NA,NA,"Borde inundable de la laguna Tarey`i.",NA,"Magnoliophyta","Caryophyllales","Schinz ex Pedersen",NA,"18048","1979","10","3",NA,"-60.0306","-20.4333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-07 11:40:35-03","UFMS","CGMS","43079","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","V.J. Pott; N.C. Bueno;A.A. Bueno Sobrinho",NA,"Brasil","Mato Grosso do Sul","Rua 21 de setembro, próximo aos trilhos (lado para Embrapa).",NA,NA,NA,"CGMS1073060",NA,NA,"Schinz","T.M. Pedersen","1465","1990","07","09","Corumbá","-57.65","-19.0166667",NA,"140","140",NA,NA,"-57,65","-19,0166667","1990","11","05",NA,NA,NA,NA,NA,NA
"27","2019-08-20 10:02:17-03","UNICAMP","UEC","26711","S","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Davis, PH; Sendulsky, T",NA,"Brazil","São Paulo","Instituto Botânico reserve.",NA,NA,"flor, Flowers white. Open weedy places.","UEC119274","Magnoliopsida",NA,"Schinz ex Pedersen","Senna, LR","60411","1981","01","19","São Paulo","-46.6300010681152","-23.5400009155273",NA,"750","750",NA,NA,NA,NA,"2015","07",NA,"53584","auto",NA,NA,NA,NA
"28","2020-12-21 16:11:22-03","MBM","MBM","217454","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Toledo, C.S.; Schinini, A.; Sanchez, A.; Quiroga, A.; Schinini, A.; Sanchez, A.; Quiroga, A.","Southern America","Argentina","Catamarca","Los Varela",NA,NA,"Ramas tendidas; inflorescencias ascendentes.; Sítio húmidos extra y en cunetas del pueblo.","MBM217454",NA,NA,"Schinz ex Pedersen","Pedersen, T.M.","12843","1995","03","27","Ambato",NA,NA,"MBM217454","1150","1150",NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:11:22-03","MBM","MBM","45237","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Pedersen, T.M.","Southern America","Argentina","Corrientes","Estancia La Yela",NA,NA,"Growing over and among shrublets and rosettes of spinny Bromeliads.; Trailing and rooting, or leaning. Scrubby woodland on clay.","MBM045237",NA,NA,"Schinz ex Pedersen","Pedersen, T.M.","10722","1974","08","21","Empedrado",NA,NA,"MBM045237",NA,NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-05 11:36:06-03","PUC-RIO","FCAB","6404","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","decurrens","Alternanthera decurrens","A. Salino; Stehmann, J.R.",NA,"Brasil","Minas Gerais","Vale do Rio Peruaçu, Na trilha para os Sítios Arqueológicos de Desenhos e Troncos",NA,NA,"Erva com flores creme.","006404",NA,"Angiospermae","J.C.Siqueira","Marchiorto, M.S.","3358","1997","07","22","Januária","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,NA,"2001","09",NA,"148972","auto","Isotype",NA,NA,NA
"31","2019-11-01 15:33:01-03","PUC-RIO","FCAB","5638","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","J.A. Lombardi; P.O. Moraes",NA,"Brasil","Minas Gerais","Campus da UFMG",NA,NA,"erva prostada. Nós vermelhos, folhas papiráceas, inflorescências brancas; invasora","005638",NA,"Angiospermae","Schinz","L. Senna","2571","1998","03","24","Belo Horizonte","-43.966667","-19.866667",NA,NA,NA,NA,NA,"-43.966667","-19.866667","2015","07",NA,NA,NA,NA,NA,NA,NA
"32","2019-11-01 15:27:44-03","PUC-RIO","FCAB","2876","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","D. Sucie",NA,"Brasil","Rio de Janeiro","Restinga de Grumari",NA,NA,"Subdecumbente, heliófila, bracteas brancas; Crescendo na beira da estrada","002876",NA,"Angiospermae","Schinz","L. Senna","3531","1969","08","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","07",NA,NA,NA,NA,NA,NA,NA
"33","2019-11-01 15:27:44-03","PUC-RIO","FCAB","5977","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","G. Hatschbach; M. Hatschbach; O.S. Ribas; J.M. Silva",NA,"Brasil","Espírito Santo","Ribeirão do Meio",NA,NA,"Erva ascendente, 50cm, flor alvacenta; Ruderal","005977",NA,"Angiospermae","Schinz","L. Senna","68334","1998","10","08","Conceição do Castelo","-41.2439002990723","-20.3682994842529",NA,NA,NA,NA,NA,NA,NA,"2015","07",NA,"17824","auto",NA,NA,NA,NA
"34","2019-11-01 15:27:44-03","PUC-RIO","FCAB","6011","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Paulo Occhioni",NA,"Brasil","Espírito Santo",NA,NA,NA,"Palnta de 1m de altura, de flores alvas.; Sobre dunas, na restinga.","006011",NA,"Angiospermae","Schinz","L. Senna","7377","1975","05",NA,"Marataizes","-40.8244018554688","-21.0433006286621",NA,NA,NA,NA,NA,NA,NA,"2015","07",NA,"19311","auto",NA,NA,NA,NA
"35","2019-11-01 15:27:44-03","PUC-RIO","FCAB","6140","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","G. Hatschbach; M. Hatschbach; O.S. Ribas",NA,"Brasil","Mato Grosso do Sul","Quilômetro seis",NA,NA,"Prostada, flor creme.; Solo arenoso; orla do pantanal","006140",NA,"Angiospermae","Schinz","L. Senna","73315","2002","05","23","Porto Murtinho","-57.8824996948242","-21.6989002227783",NA,NA,NA,NA,NA,NA,NA,"2015","07",NA,"185577","auto",NA,NA,NA,NA
"36","2019-11-01 15:27:44-03","PUC-RIO","FCAB","3343","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","A.M.S.; Silva; J.G. da Silva",NA,"Brasil","Rio de Janeiro","Bifurcação da estrada que vai para Cinco Lagos",NA,NA,"Arbusto com 1,50m.","003343",NA,"Angiospermae","Schinz","L. Senna","36","1980","05","12","Vassouras","-43.6624984741211","-22.4039001464844",NA,NA,NA,NA,NA,NA,NA,"2015","06",NA,"33844","auto",NA,NA,NA,NA
"37","2015-09-04 20:49:13-03","MNHN","RECOLNAT_MNHN_P","P05205249","PreservedSpecimen",NA,"Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Pedersen, T.M.",NA,"Argentina",NA,"About 5km E of Gualeguaychú, on road to Fray Bentos. Dep. Uruguai, Prov Entre Rios.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05205249' target='other'> <mi>dwc_moreinfo</mi></a>","P05205249",NA,NA,"Schinz ex Pedersen",NA,NA,"1978","12","30",NA,NA,NA,"P05205249_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12378",NA,NA
"38","2021-02-11 17:17:47-03","UFPR","UPCB","44901","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Krapovickas, A.",NA,"Argentina","Corrientes","Corrientes, Dep. Esquina, 26km SE de Libertador",NA,NA,"En pajonal, rastrero..",NA,NA,NA,"Schinz ex Pederden",NA,"27501","1975","03","12","Esquina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2013-07-18 16:21:00-03","MO","MOBOT","100311009","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","G.A. Parada|V.D. Rojas","South America","Bolivia","Santa Cruz","3 km al SE de Masicurí, alrededores y sobre el río “peñones” afluente del río Masicurí.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","G. A. Parada (USZ) 2012","Parada-Gutierrez 2518","2010","5","19","Vallegrande","-63.7636111","-18.8472222",NA,"703.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-7","1",NA
"40","2014-04-11 11:30:00-03","MO","MOBOT","100700602","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Thomas Borsch|Teresa Ortuño","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","T. Borsch","Borsch 3629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","1521799","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Michael H. Nee","South America","Bolivia","Santa Cruz","Along Río Salado, 3.5 km NW of turnoff at Tarumá from Santa Cruz-Samaipata highway. Formely subtropical semideciduous forest.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","M. Nee","Nee 49836","1998","6","21","Andrés Ibáñez","-63.48333","-18.1",NA,"650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2008-09-20 03:32:00-03","MO","MOBOT","1523131","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Michael H. Nee","South America","Bolivia","Santa Cruz","4.3 km S of highway from Puerto Nuevo to Colonia Okinawa No. 1, 9 km (by air) ESE of Colonia Okinawa No. 1. Along dirt road. Secondary forest remnant surrounded by cleared fields for soybeans and sugarcane. Flat, silty soil.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","M. Nee","Nee 47909","1998","1","11","Warnes","-62.81666","-17.23333",NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2008-09-20 03:32:00-03","MO","MOBOT","1526510","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Michael H. Nee","South America","Bolivia","Santa Cruz","12 km E of center of Santa Cruz on road to Cotoca. Open grassy areas at edge of subtropical forest. Very flat, the soil fine sandy and silty",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","M. Nee","Nee 33982","1987","2","4","Andrés Ibáñez","-63.06666","-17.76666",NA,"375.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
