"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","occurrenceRemarks","imagecode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","class","relatedCatalogItem","coordinatePrecision","geoFlag","individualCount","fieldNumber","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","439721","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.","R. Kummrow",NA,NA,NA,"O. dos S. Ribas","1996","02","11","Brazil","Santa Catarina","Curitibanos","Rod. BR-470, km 209","-50.5842","-27.2831",NA,NA,"NY00439721","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239072' target='other'> <mi>dwc_moreinfo</mi></a>","NY00439721_01","Magnoliophyta","Gunnerales","1222","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:38:51-03","EAO","IAN","83246","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","brasiliensis","Gunnera brasiliensis","Schindl.",NA,NA,NA,NA,"Ule, EHG",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN083246",NA,NA,"Dicotiledônea",NA,"1229","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:38:51-03","EAO","IAN","6018","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden",NA,NA,NA,NA,"Hort. Manacense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN006018",NA,NA,"Dicotiledônea",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:17:36-03","UFBA","ALCB","68924","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex A.M. de Carvalho","Hatschbach, G","2004",NA,NA,"Hatschbach, G; Cervi, AC; Barbosa, E","2004","10","20","Brasil","Rio Grande do Sul","São José dos Ausentes","Serra da Rocinha, alto","-50.05","-28.733333","-50.05","-28.733333","ALCB021215","dos paredões rochosos. Folha até 1,50 m de diâmetro.","ALCB021215","Dicotyledon",NA,"78256","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:28:49-03","NBC","NL-BOTANY","U.1340172","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden","Hatschbach GG",NA,NA,NA,"Hatschbach GG; Kummrow R","1988","10","04","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"NL-U1340172","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1340172 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1340172",NA,"Gunnerales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae","U 0114451",NA,NA,NA,NA,NA
"16","2021-03-31 13:40:08-03","MN","R","102790","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André","Reitz, R.",NA,NA,NA,"Smith, L.B. 5919; Reitz, R.","1952","02","27","Brasil","Rio Grande do Sul","Bom Jesus",NA,"-49.833333","-28.75","49°50'W","28°45'S",NA,NA,NA,NA,NA,NA,NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-02-15 11:40:19-02","IPA","IPA","20720","S","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André","Andrade-Lima","1977","07","05","Andrade-Lima","1969","01",NA,"Brasil","Rio Grande do Sul",NA,"no Taimbezinho.",NA,NA,NA,NA,"IPA0020720","Flores rosadas.",NA,"Plantae",NA,"69-5506","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-02-15 11:40:19-02","IPA","IPA","20721","S","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André","Andrade-Lima","1977","07","05","Andrade-Lima","1969","01",NA,"Brasil","Rio Grande do Sul",NA,"no Taimbezinho.",NA,NA,NA,NA,"IPA0020721","Flores rosadas.",NA,"Plantae",NA,"69-5506","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:30:06-03","IAP","PACA-AGP","4277","PreservedSpecimen","Plantae","Haloragaceae","Gunnera","manicata","Gunnera manicata","Linden","Emrich-Rambo","1954","08","04","P. Buck","1935",NA,NA,"Brasil","RS","São Francisco de Paula","Fazenda Englert","-50.5835990905762","-29.4480991363525",NA,NA,"PACA004277","SEM MATERIAL Habitat: ad rupes humidas turfosas Fenofase: flor",NA,"Magnoliophyta","Haloragales",NA,NA,NA,NA,NA,"Magnoliatae",NA,"76715","auto",NA,NA,NA
"20","2019-08-27 13:30:06-03","IAP","PACA-AGP","52204","PreservedSpecimen","Plantae","Haloragaceae","Gunnera","manicata","Gunnera manicata","Linden","Emrich-Rambo","1954","08","04","Rambo, B.","1952","04","14","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,"PACA052204","bracteae Habitat: in rupestribus humidis",NA,"Magnoliophyta","Haloragales",NA,NA,NA,NA,NA,"Magnoliatae",NA,"76715","auto",NA,NA,NA
"21","2019-08-27 13:30:06-03","IAP","PACA-AGP","48307","PreservedSpecimen","Plantae","Haloragaceae","Gunnera","manicata","Gunnera manicata","Linden","Emrich-Rambo","1954","08","04","Reitz, R.","1948","12","21","Brasil","SC","Bom Retiro","Campo dos Padres","-49.489200592041","-27.7971992492676",NA,NA,"PACA048307","Habitat: in rupestribus humidis Fenofase: flor",NA,"Magnoliophyta","Haloragales","3379",NA,NA,NA,NA,"Magnoliatae",NA,"35974","auto",NA,NA,NA
"22","2019-08-27 13:30:06-03","IAP","PACA-AGP","30522","PreservedSpecimen","Plantae","Haloragaceae","Gunnera","manicata","Gunnera manicata","Linden","Emrich-Rambo","1954","08","04","Reitz, R.","1943","12","28","Brasil","RS","Araranguá","Serra da Pedra",NA,NA,NA,NA,"PACA030522","Habitat: ad rupes humidis Fenofase: flor",NA,"Magnoliophyta","Haloragales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"23","2019-08-27 13:30:06-03","IAP","PACA-AGP","98406","PreservedSpecimen","Plantae","Haloragaceae","Gunnera","manicata","Gunnera manicata","Linden","A. Sehnem",NA,NA,NA,"Sehnem, A.","1950","01","19","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,"PACA098406","Com duplicata no HASU. Habitat: in declivio ad rupem",NA,"Magnoliophyta","Haloragales","4270",NA,NA,NA,NA,"Magnoliatae",NA,"55856","auto",NA,NA,NA
"24","2019-08-27 13:30:06-03","IAP","PACA-AGP","8750","PreservedSpecimen","Plantae","Haloragaceae","Gunnera","manicata","Gunnera manicata","Linden","Emrich-Rambo","1954","08","04","Rambo, B.","1942","01","14","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,"PACA008750","SEM MATERIAL; folium, inflorescentia Habitat: in paludosis turfosis Fenofase: flor",NA,"Magnoliophyta","Haloragales",NA,NA,NA,NA,NA,"Magnoliatae",NA,"55856","auto",NA,NA,NA
"25","2019-08-27 13:30:06-03","IAP","PACA-AGP","84908","PreservedSpecimen","Plantae","Haloragaceae","Gunnera","manicata","Gunnera manicata","Linden","A. Sehnem SJ","1950",NA,NA,"Sehnem, A.","1950","01","19","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,"PACA084908","SEM MATERIAL Habitat: in declivio",NA,"Magnoliophyta","Haloragales",NA,NA,NA,NA,NA,"Magnoliatae",NA,"55856","auto",NA,NA,NA
"26","2019-08-27 13:30:06-03","IAP","PACA-AGP","53804","PreservedSpecimen","Plantae","Haloragaceae","Gunnera","manicata","Gunnera manicata","Linden","Emrich-Rambo","1954","08","04","Rambo, B.","1953","02","03","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,"PACA053804","Habitat: ad rivum in paludosis Fenofase: flor e fruto",NA,"Magnoliophyta","Haloragales",NA,NA,NA,NA,NA,"Magnoliatae",NA,"55856","auto",NA,NA,NA
"27","2019-08-27 13:30:06-03","IAP","PACA-AGP","35266","PreservedSpecimen","Plantae","Haloragaceae","Gunnera","manicata","Gunnera manicata","Linden","B. Rambo SJ","1954","08","04","Rambo, B.","1947","02","28","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,"PACA035266","Habitat: in sphagneto Fenofase: flor",NA,"Magnoliophyta","Haloragales",NA,NA,NA,NA,NA,"Magnoliatae",NA,"55856","auto",NA,NA,NA
"28","2019-08-27 13:30:06-03","IAP","PACA-AGP","32435","PreservedSpecimen","Plantae","Haloragaceae","Gunnera","manicata","Gunnera manicata","Linden","Emrich-Rambo","1954","08","04","Rambo, B.","1946","02","28","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,"PACA032435","Habitat: in paludosis turfosis Fenofase: flor",NA,"Magnoliophyta","Haloragales",NA,NA,NA,NA,NA,"Magnoliatae",NA,"55856","auto",NA,NA,NA
"29","2019-08-27 13:30:06-03","IAP","PACA-AGP","36499","PreservedSpecimen","Plantae","Haloragaceae","Gunnera","manicata","Gunnera manicata","Linden","B. Rambo SJ","1954","08","04","Rambo, B.","1948","02",NA,"Brasil","RS","São Francisco de Paula","Cambara","-50.5835990905762","-29.4480991363525",NA,NA,"PACA036499","Habitat: in sphagneto Fenofase: estéril",NA,"Magnoliophyta","Haloragales",NA,NA,NA,NA,NA,"Magnoliatae",NA,"76715","auto",NA,NA,NA
"30","2019-08-27 13:30:06-03","IAP","PACA-AGP","11604","PreservedSpecimen","Plantae","Haloragaceae","Gunnera","manicata","Gunnera manicata","Linden","Emrich-Rambo","1954","08","04","P. Buck SJ","1944","01",NA,"Brasil","RS","São Francisco de Paula","Fazenda Englert","-50.5835990905762","-29.4480991363525",NA,NA,"PACA011604","Habitat: in rupestribus paludosis turfosis Fenofase: flor",NA,"Magnoliophyta","Haloragales",NA,NA,NA,NA,NA,"Magnoliatae",NA,"76715","auto",NA,NA,NA
"31","2019-08-27 13:30:06-03","IAP","PACA-AGP","65569","PreservedSpecimen","Plantae","Haloragaceae","Gunnera","manicata","Gunnera manicata","Linden","R. Reitz","1959",NA,NA,"Reitz, R.","1958","12","11","Brasil","SC","São Joaquim","Bom Jardim, Curral Falso","-49.9317016601562","-28.2938995361328",NA,NA,"PACA065569","HBR 16881 Habitat: campo, beira de regato",NA,"Magnoliophyta","Haloragales","7784",NA,NA,NA,NA,"Magnoliatae",NA,"48290","auto",NA,NA,NA
"32","2020-02-27 16:43:57-03","UFSC","CTBS","1530","PreservedSpecimen","Plantae","Gunneriaceae","Gunnera","manicata","Gunnera manicata","Linden ex André","Pastore, J.F.B.","2016","01",NA,"Nicolao, Rodrigo et al.","2012","09","07","Brasil","Santa Catarina","Urubici",NA,"-49.366944","-28.020833","49°22'01W","28°01'15S",NA,"Paredão de arenito-balsalto, úmido com pouco incidência de sol. Pecíolo róseo, flores róseas, néctar escuro, gineceu e estames verdes.",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-24 17:09:13-03","UFES","SAMES","2663","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.","Verdi,M.","2009","04","03","Verdi,M.; Hasckel,R.P.;Klemz,G.","2009","04","03","Brasil","Santa Catarina","Urubici","Reserva Particular do Patrimônio Natural Leão da M. NULL.","-49.5917015075684","-28.0149993896484",NA,NA,"SAMES02663","Florística IFFSC 1193 (erva terrícola); Floresta Ombrófila Mista; estádio suces.: avançado; hábito: herbácea; habitat: borda da mata.",NA,NA,NA,"1899",NA,"1035","1035",NA,NA,NA,"30102","auto",NA,NA,NA
"34","2019-01-17 11:25:47-02","PUCRS","MPUC","15914","S","Plantae","Gunneraceae","Gunnera","brasiliensis","Gunnera brasiliensis","Schindl.","N.I. Matzenbacher","1976","01","01",NA,"1976","01","30","Brasil","SC","Timbó do Sul",".",NA,NA,NA,NA,NA,NA,NA,NA,"Gunnerales",NA,"South America",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA,NA
"35","2020-10-14 10:01:54-03","FURB","FURB","10285","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.","Dreveck, S","2009","02","21","Dreveck, S.; Carneiro, F.E.","2009","02","21","Brasil","Santa Catarina","Ponte Alta","Serra da Santa.","-50.1655556","-27.2891666","-50.1655556","-27.2891666","FURB26180","Florística IFFSC CE (Erva Terrícola). Habitat: Floresta Ombrófila Mista; beira da estrada Habito: herbácea; flor marrom","FURB26180 FURB26180_1 FURB26180_2",NA,NA,"607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 10:01:54-03","FURB","FURB","12365","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.","Verdi, M","2009","04","03","Verdi, M.; Hasckel, R.P. & Klemz, G.","2009","04","03","Brasil","Santa Catarina","Urubici","RPPN Leão da Montanha.","-49.3713889","-28.0158333","-49.3713889","-28.0158333","FURB26177","Florística IFFSC 1193(Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio Avançado; borda da mata Habito: herbácea;","FURB26177 FURB26177_1 FURB26177_2",NA,NA,"1899",NA,"1035","1035",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-10-14 10:01:54-03","FURB","FURB","15244","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.","Schmitt, JL","2009","10","06","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","2009","10","06","Brasil","Santa Catarina","Ponte Alta","Morro do Funil.","-50.1322223","-27.275","-50.1322223","-27.2750000","FURB26179","Florística IFFSC e456a (Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: erva terrícola; flor rosada","FURB26179 FURB26179_1",NA,NA,"193",NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-10-14 10:01:54-03","FURB","FURB","22302","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.","Verdi, M","2010","03","09","Verdi, M.; Souza, N.L. de & Klemz, G.","2010","03","09","Brasil","Santa Catarina","Rio Fortuna","Canyon Espraiado / Campo dos Padres.","-49.3205556","-27.9905555","-49.3205556","-27.9905555","FURB01897","Florística IFFSC 193 (Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio Médio a avançado Habito: erva terrícola;","FURB01897",NA,NA,"3834",NA,"1450","1450",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-10-14 10:01:54-03","FURB","FURB","25685","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.","Schmitt, J","2010","05","13","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","05","13","Brasil","Santa Catarina","Praia Grande","Serra do Faxinal.","-50.0227778","-29.1788889","-50.0227778","-29.1788889","FURB26176","Florística IFFSC e8008a (Erva Terrícola) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Avançado; entorno do fragmento Habito: erva terrícola; Fruto amarela;","FURB26176",NA,NA,"2227",NA,"958","958",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:01:54-03","FURB","FURB","32486","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.","Verdi, M","2010","11","24","Verdi, M.; Meneghetti, E.K. & Meneghetti, C.","2010","09","18","Brasil","Santa Catarina","Orleans","Morro da Igreja / Parque Nacional de São Joaquim - Portão do CINDACTA.","-49.4797223","-28.1272223","-49.4797223","-28.1272223","FURB26174",NA,"FURB26174",NA,NA,"5687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-10-14 10:01:54-03","FURB","FURB","36862","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.","Gasper, AL de","2011","11","13","Gasper, A.L. de; Salino, A. & Meyer, L.","2011","11","13","Brasil","Santa Catarina","Urubici","RPPN Leão da Montanha.","-49.3719445","-28.0141667","-49.3719445","-28.0141667","FURB26178","Local úmido. Folhas com até 2m de circunferência. 45cm de pecíolo Coleta Extra IFFSC (Arvoreta) Habitat: Floresta Ombrófila Mista; Estágio Avançado; paredão rochoso Habito: arvoreta; flor inflorescência com flores pistiladas brancas","FURB26178",NA,NA,"2953",NA,"1027","1027",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-05-20 17:53:17-03","FURB","FURB","44861","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.","Funez, L.A.","2014","10",NA,"Funez, L.A.","2014","10","02","Brasil","Santa Catarina","Ascurra","Morro do 80.","-49.4297223","-26.9611111","-49.4297223","-26.9611111","FURB26173",NA,"FURB26173 FURB26173_1 FURB26173_2 FURB26173_3 FURB26173_4 FURB26173_5",NA,NA,"3562",NA,"910","910",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-10-14 10:01:54-03","FURB","FURB","58509","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.","Kassner-Filho, A.","2018","04","06","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","04","06","Brasil","Santa Catarina","Alfredo Wagner",NA,"-49.3222223","-27.8116667","-49.3222223","-27.8116667","FURB58509","fruto verde Habitat: beira de córrego Habito: arbusto","FURB58509",NA,NA,"2453",NA,"112","112",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-10-14 10:01:54-03","FURB","FURB","58622","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.","Kassner-Filho, A.","2018","03","11","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","03","11","Brasil","Santa Catarina","Orleans","Pedra Furada.","-49.4791667","-28.1338889","-49.4791667","-28.1338889","FURB58622","fruto verde, folhas adultas com 10 vezes o tamanho desta Habitat: paredão rochoso Habito: arbusto","FURB58622",NA,NA,"2669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-10-14 10:01:54-03","FURB","FURB","62762","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.","Kassner-Filho, A.","2019","02","02","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2019","02","02","Brasil","Santa Catarina","Rio Fortuna","Cânion espraiado.","-49.3205556","-27.9905555","-49.3205556","-27.9905555","FURB62762","Fruto imaturo Habitat: Interior de unidade amostral Habito: Arbusto","FURB62762_1 FURB62762_2",NA,NA,"4613",NA,"1450","1450",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-09 14:46:36-03","FURB","FURB","66478","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.","Kassner-Filho, A.","2020","02","24","Kassner-Filho, A.","2020","02","24","Brasil","Santa Catarina","Rio dos Cedros","Cachoeira Formosa.","-49.3719445","-26.5597222","-49.3719445","-26.5597222","FURB66478","fruto imaturo Habitat: beira de rio Habito: rupícola","FURB66478",NA,NA,"5625",NA,"750","750",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-05-20 17:53:17-03","FURB","FURB","7241","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.","Verdi, M","2009","02","20","Verdi, M.; et al.","2009","02","20","Brasil","Santa Catarina","Ponte Alta","Serra dos Pires.","-50.1755556","-27.2925","-50.1755556","-27.2925000","FURB26175",NA,"FURB26175 FURB26175_1 FURB26175_2 FURB26175_3",NA,NA,"1682",NA,"972","972",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-16 17:52:40-03","UCS","HUCS","2130","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden","Smith, S.F.","1986","11",NA,"Wasum, R.A.","1986","10","25","Brasil","Rio Grande do Sul","Cambará do Sul","sentido Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,NA,"junto ao penhasco",NA,"Angiospermae","Gunnerales","s.n.",NA,"1050","1050",NA,NA,NA,"30776","auto",NA,NA,NA
