"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","order","dayIdentified"
"11","2020-02-08 10:39:33-03","NBC","NL-BOTANY","L 0819004","PreservedSpecimen","Plantae",NA,"Hepaticae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Koops CG",NA,"1992","06","Southern America","Colombia",NA,NA,"Turbera de Distichia muscoides.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200819004 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0819004",NA,NA,"14","Risaralda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marchantiomorpha",NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:39:33-03","NBC","NL-BOTANY","L 0819006","PreservedSpecimen","Plantae",NA,"Hepaticae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Herb Sande Lacoste CM van der",NA,NA,NA,"Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200819006 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0819006",NA,NA,NA,"Mérida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marchantiomorpha",NA,NA,NA,NA,NA,NA
"13","2020-06-24 11:39:32-03","UFSM","SMDB","12500","S","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Schuck, K; Putzke, J","s.n.","2009",NA,NA,"Brasil","caminho para a cascata da sede campestre do Clube",NA,"Material - testemunho de Iniciação Científica - Produtos Naturais - Química - UFSM. Orientador: Ademir Morel","SMDB012500",NA,NA,NA,"Rio Grande do Sul","Candelária","-52.7888984680176","-29.6692008972168",NA,NA,NA,NA,"28166","auto",NA,NA,NA,NA,NA,NA,NA
"14","2019-05-02 10:54:40-03","IBt","SP-BRYOPHYTA","126698","S","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindb.",NA,"Vital, D.M.","4875","1974","04","Southern America","BRASIL","Parque Nacional do Itatiaia",NA,"on a shurubby tree trunk, near Abrigo Massena","SP067957",NA,"Vital, D.M.","24","Rio de Janeiro","Resende","-44.446667","-22.468889","2300","2300",NA,NA,NA,NA,NA,"-44.446667","-22.468889",NA,NA,NA,NA
"15","2019-05-02 10:54:40-03","IBt","SP-BRYOPHYTA","126865","S","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindb.",NA,"Vital, D.M.","5122","1975","04","Southern America","BRASIL","Parque Nacional do Itatiaia",NA,"on walls of a old small dam, Brejo da Lapa","SP068120",NA,"Vital, D.M.","22","Rio de Janeiro","Itatiaia","-44.563333","-22.496111","1120","1120",NA,NA,NA,NA,NA,"-44.563333","-22.496111",NA,NA,NA,NA
"16","2019-05-02 10:54:40-03","IBt","SP-BRYOPHYTA","126870","S","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindb.",NA,"Vital, D.M.","5130","1975","04","Southern America","BRASIL","Parque Nacional do Itatiaia",NA,"on base of humid rocky steep bank along the road","SP068125",NA,"Vital, D.M.","22","Rio de Janeiro","Resende","-44.446667","-22.468889","410","410",NA,NA,NA,NA,NA,"-44.446667","-22.468889",NA,NA,NA,NA
"17","2019-05-02 10:54:40-03","IBt","SP-BRYOPHYTA","131684","S","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindb.",NA,"Vital, D.M.","5621","1976","03","Southern America","BRASIL",NA,NA,"on a humid bank, Serra do Espigão","SP068317",NA,"Vital, D.M.","10","Santa Catarina","Monte Castelo","-50.231111","-26.462222","820","820",NA,NA,NA,NA,NA,"-50.231111","-26.462222",NA,NA,NA,NA
"18","2019-05-02 10:54:40-03","IBt","SP-BRYOPHYTA","133600","S","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindb.",NA,"Gradstein, S.R.; Web, F.","s.n.","1976","04","Southern America","Ecuador",NA,NA,"in lava bubble below summit of Puntudo","SP070326",NA,"Gradstein, S.R.","18","Galapagos Islands","Santa Cruz",NA,NA,"750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-05-02 10:54:40-03","IBt","SP-BRYOPHYTA","432586","S","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindb.",NA,"Vital, D.M.","4874F","1974","04","Southern America","BRASIL","Parque Nacional do Itatiaia",NA,"A sombra parcial nas paredes da Reserva velha","SP068273",NA,"Vital, D.M.","24","Rio de Janeiro","Resende","-44.446667","-22.468889",NA,NA,NA,NA,NA,NA,NA,"-44.446667","-22.468889",NA,NA,NA,NA
"20","2016-12-23 13:48:00-02","MO","MOBOT","100944753","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Ellsworth P. Killip|Albert C. Smith","Killip 17869","1927","1","South America","Colombia","Western slope of Páramo Rico; woods.",NA,NA,NA,NA,"H. Bischler-Causse","15","Santander",NA,"-72.85","7.2833333","3200.00000000","3600.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"21","2016-02-03 12:40:00-02","MO","MOBOT","100892709","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"John C. Brinda|Matthew J. von Konrat|Laura R. E. Briscoe|Barbara K. Andreas","Brinda 5243","2014","1","South America","Chile","Universidad de Magallanes, Reserva de Biosfera Cabo de Hornos, Parque Etnobotánico Omora, Comuna de Cabo de Hornos, upper slopes of Cerro Bandera.",NA,NA,NA,NA,"John C. Brinda","17","Magallanes","Antártica Chilena","-67.633998","-54.968832","645.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-24 04:36:00-03","MO","MOBOT","101077891","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Jaime Uribe-M.","Uribe-Meléndez 1104","1990","5","South America","Colombia","Vereda Rio Arriba finca La Montaña, orillas del río Quindío.",NA,NA,NA,NA,NA,"9","Quindío","Salento","-75.45","4.6166667","2700.00000000","2890.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"23","2017-10-26 13:20:00-02","MO","MOBOT","101007227","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Antoine M. Cleef","Cleef 6010","1972","10","South America","Colombia","Villamaria, PNN de Los Nevados, Ruiz.",NA,NA,NA,NA,NA,"14","Caldas","Villamaria","-75.3","4.9","4150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"24","2014-08-20 09:28:00-03","MO","MOBOT","100734594","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Bernardo R. Ramírez Padilla","Ramírez Padilla 3177","1991","3","South America","Colombia","Corregimiento del Encano. Vereda San José Alto.",NA,NA,NA,NA,"A. T. Whittemore","2","Nariño","Pasto","-77.1666667","1.1666667","3000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"25","2014-08-20 09:30:00-03","MO","MOBOT","100734595","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Kuhnemann, Oscar","Kuhnemann 2177","1938","2","South America","Argentina","Correntoso.",NA,NA,NA,NA,NA,"15","Neuquén",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"26","2016-12-23 13:28:00-02","MO","MOBOT","100944747","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"James L. Luteyn|et al.","Luteyn 10125","1984","5","South America","Colombia","Silvia, 45 km E de Piendame.",NA,NA,NA,NA,"H. Bischler-Causse","5","Cauca","Silvia","-76.3166667","2.5833333","3050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"27","2016-12-23 13:31:00-02","MO","MOBOT","100944748","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Ellsworth P. Killip","Killip 6793","1922","6","South America","Colombia","Canaan, Mt. Puracé.",NA,NA,NA,NA,"H. Bischler-Causse","11","Cauca",NA,"-76.3833333","2.4166667","2900.00000000","3100.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"28","2016-12-23 13:42:00-02","MO","MOBOT","100944751","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Antoine M. Cleef","Cleef 6558","1972","11","South America","Colombia","Hda Portugal, bosque de Quercus humboldtii, Laguna de la Béssia.",NA,NA,NA,NA,"H. Bischler-Causse","18","Cundinamarca","San Cayetano","-74.0833333","5.3333333","2880.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"29","2016-12-23 13:45:00-02","MO","MOBOT","100944752","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Antoine M. Cleef","Cleef 7567","1973",NA,"South America","Colombia","PNN de Sumapaz, Hoya Sitiales, Laguna Primavera.",NA,NA,NA,NA,"H. Bischler-Causse",NA,"Meta",NA,"-74.4166667","3.75","3515.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"30","2016-12-23 13:57:00-02","MO","MOBOT","100944754","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Ellsworth P. Killip|Albert C. Smith","Killip 15914","1926","12","South America","Colombia","Onzaga, Páramo Las Vegas, alrededores.",NA,NA,NA,NA,"H. Bischler-Causse","23","Santander","Onzaga","-73","7.1833333","3000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"31","2017-04-19 12:40:00-03","MO","MOBOT","100944755","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"J. W. K. Moritz","Moritz 134","1844",NA,"South America","Venezuela","Meridae (Mérida).",NA,NA,NA,NA,"H. Bischler-Causse",NA,"Mérida",NA,"-71.15","8.6","1630.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"32","2016-12-23 14:14:00-02","MO","MOBOT","100944756","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Gustav Wallis","Wallis s.n.","1874",NA,"South America","Colombia","Aguas Termales (= Sonson?)",NA,NA,NA,NA,"H. Bischler-Causse",NA,"Antioquia","Sonsón","-75.3","5.7","3080.00000000","3690.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"33","2017-05-07 02:31:00-03","MO","MOBOT","100970146","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Alfons Schäfer-Verwimp|Markus Preussing","Schäfer-Verwimp 23342","2003","4","South America","Ecuador","Road Loja—Zamora, km 10, humid shrubby vegetation near the top of the pass El Tiro.",NA,NA,NA,NA,"A. Schäfer-Verwimp","17","Zamora-Chinchipe",NA,"-79.1166667","-4.0333333","2720.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"34","2018-04-03 05:20:00-03","MO","MOBOT","101007230","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Antoine M. Cleef|Álvaro Fernández-Pérez","Cleef 597","1972","1","South America","Colombia","Purace, PNN Purace, Volcán Purace, Laguna San Rafael, orilla SE.",NA,NA,NA,NA,NA,"6","Cauca",NA,"-76.3833333","2.35","3300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"35","2017-10-26 13:29:00-02","MO","MOBOT","101007242","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Edgar L. Linares|G. Bulla","Linares Castillo 726","1983","9","South America","Colombia","Subachoque, Alto de El Tablazo, Cuchilla El Tablazo, margen izquierda El Radar.",NA,NA,NA,NA,NA,"23","Cundinamarca","Subachoque","-74","5","3350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"36","2020-06-19 13:52:00-03","MO","MOBOT","90055525","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"S. P. Churchill|Inés Sastre de Jesús|Margarita Escobar A.","Churchill 13404","1985","7","South America","Colombia","Abajo del páramo de Frontino, ca. 15 km N de Urrao. Bosque de Ladera, monø tano alto (elev. 3150-3500 m). <13358-13435; 13442-13443>",NA,NA,NA,NA,"H. Bischler","1","Antioquia","Urrao","-76.0833333","6.4166667","3100.00000000","3300.00000000",NA,NA,NA,NA,NA,NA,NA,"1","85-13",NA,NA
"37","2011-02-27 13:03:00-03","MO","MOBOT","90075481","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Bernardo R. Ramírez Padilla","Ramírez Padilla 3277","1991","3","South America","Colombia","Corregimiento del Encano. Vereda San José Alto.",NA,NA,NA,NA,"A. T. Whittemore","2","Nariño","Pasto","-77.153143","1.174228","3000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","90234215","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"S.R. Gradstein","Gradstein 7659","1989","11","South America","Bolivia","Road Narvaez- San Josecito, headwaters Rio Huayco, degraded riverine woodlands.",NA,NA,NA,NA,NA,"15","Tarija","O'Connor","-64.25","-21.25","1600.00000000","1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2008-08-20 03:32:00-03","MO","MOBOT","90252280","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Manuel Mahú","Mahú 21335","1986","1","South America","Chile","Yerbas Buenas, 3 km al Este del Centro de Recreación Las Cascadas.",NA,NA,NA,NA,NA,"17","Los Lagos","Llanquihue","-72.60361","-41.12194","20.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2011-10-10 14:09:00-03","MO","MOBOT","90252281","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Jiménez","Jiménez 8507","1972","2","South America","Chile","Chillan a las Termas; gruta de las Nalcas.",NA,NA,NA,NA,"H. Robinson","28","Bíobío","Ñuble","-72.11666","-36.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-12-23 13:26:00-02","MO","MOBOT","100944746","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Antoine M. Cleef","Cleef 6885","1972","11","South America","Colombia","Páramo de La Rusia, NW-N de Duitama.",NA,NA,NA,NA,"H. Bischler-Causse","9","Boyacá",NA,"-73.0833333","5.9833333","3505.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"42","2017-10-26 13:25:00-02","MO","MOBOT","100944750","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Antoine M. Cleef","Cleef 5272","1972","8","South America","Colombia","Sumapaz, PNN de Sumapaz, Páramo Sumapaz, Chisaca, Cabecera Rio Santa Rosa, 1 km S de La Laguna Larga.",NA,NA,NA,NA,"H. Bischler-Causse","25","Cundinamarca",NA,"-74.4166667","3.75","3625.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"43","2016-12-23 12:00:00-02","MO","MOBOT","100944741","PreservedSpecimen","Plantae",NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Carl Troll","Troll 2087","1929",NA,"South America","Colombia","El Boqueron bei Bogota.",NA,NA,NA,NA,"H. Bischler-Causse",NA,"Distrito Capital",NA,"-74.2333333","4.8166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"44","2020-08-31 08:50:08-03","INPA","INPA","265044","S","Plantae","Bryophyta","Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Vital, DM","4874f","1974","04","Southern America","Brasil","Parque Nacional do Itatiai",NA,NA,"INPA0265044",NA,NA,"24","Rio de Janeiro","Resende","-44.2648","-22.2808",NA,NA,NA,NA,NA,NA,NA,"-44.2648","-22.2808",NA,NA,"Antoceros",NA
"45","2018-09-10 09:55:52-03","MNHN","RECOLNAT_MNHN_PC","FUSION4508","PreservedSpecimen",NA,NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm.",NA,"Bertero, C.L.G.",NA,NA,NA,NA,"Chili",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/fusion4508' target='other'> <mi>dwc_moreinfo</mi></a>","FUSION4508",NA,NA,NA,"Iles Juan Fernandez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2018-09-10 09:55:51-03","MNHN","RECOLNAT_MNHN_PC","FUSION4507","PreservedSpecimen",NA,NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm.",NA,NA,NA,NA,NA,NA,"Chili",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/fusion4507' target='other'> <mi>dwc_moreinfo</mi></a>","FUSION4507",NA,NA,NA,"Iles Juan Fernandez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2016-03-09 18:11:33-03","MNHN","RECOLNAT_MNHN_PC","PC0167096","PreservedSpecimen",NA,NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Gradstein, S.R.|Weber, W.A.",NA,"1876","4",NA,"Equateur","Santa Cruz. Mt. Crocker-Puntudo area","hb","Prêt B14-29 (colhelper 32589) pour R. Garilleti, Valencia (es) (pour extraction ADN). Retour 07/12/2015 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0167096' target='other'> <mi>dwc_moreinfo</mi></a>","PC0167096",NA,"Gradstein","18","Galapagos","Santa Cruz",NA,NA,"750",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bryological-lichenological Exploration of the Galapagos Islands by the University of Colorado Museum and the University of Utrecht, April-July 1976/H 126",NA,NA
"48","2019-07-25 15:23:51-03","MNHN","RECOLNAT_MNHN_PC","FUSION4506","PreservedSpecimen",NA,NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm.",NA,"Bertero, C.L.G.",NA,"1830","2",NA,"Chili",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/fusion4506' target='other'> <mi>dwc_moreinfo</mi></a>","FUSION4506",NA,"Montagne",NA,"Iles Juan Fernandez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2016-07-22 16:51:29-03","MNHN","RECOLNAT_MNHN_PC","PC0705111","PreservedSpecimen",NA,NA,"Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm. & Lindenb.",NA,"Bertero, C.L.G.",NA,NA,NA,NA,"Chili",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0705111' target='other'> <mi>dwc_moreinfo</mi></a>","PC0705111",NA,NA,NA,"Iles Juan Fernandez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-16 16:04:29-03","MN","R-BRYOPHYTA","84698","PreservedSpecimen","Plantae","Marchantiophyta","Marchantiaceae","Marchantia","berteroana","Marchantia berteroana","Lehm . & Lindenb.",NA,"Freire, C.V.","191",NA,NA,NA,"Brasil",NA,NA,NA,"R000084698","R000084698_001",NA,NA,"Rio de Janeiro","Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,"Marchantiopsida",NA,NA,NA,NA,"Marchantiales",NA
