especie_original,cat_ameaca_cncflora_web,fonte
Trigynaea oblongifolia,EN,cncflora_web
Trimezia fistulosa var. longifolia,CR,cncflora_web
Tripogandra warmingiana,VU,cncflora_web
Triumfetta grandiflora,LC,cncflora_web
Triuris hyalina,LC,cncflora_web
Trixis glaziovii,VU,cncflora_web
Trizeuxis falcata,LC,cncflora_web
Tropaeolum pentaphyllum,LC,cncflora_web
Tropaeolum warmingianum,EN,cncflora_web
Turnera capitata,LC,cncflora_web
Turnera hilaireana,LC,cncflora_web
Ungulipetalum filipendulum,DD,cncflora_web
Urbanodendron bahiense,VU,cncflora_web
Urera nitida,LC,cncflora_web
Urvillea glabra,VU,cncflora_web
Utricularia erectiflora,LC,cncflora_web
Utricularia foliosa,LC,cncflora_web
Utricularia hydrocarpa,LC,cncflora_web
Utricularia longifolia,LC,cncflora_web
Utricularia nigrescens,LC,cncflora_web
Utricularia trichophylla,LC,cncflora_web
Utricularia warmingii,DD,cncflora_web
Valeriana glaziovii,EN,cncflora_web
Valeriana organensis,CR,cncflora_web
Valeriana reitziana,VU,cncflora_web
Vanilla chamissonis,LC,cncflora_web
Vanilla dietschiana,VU,cncflora_web
Vanilla edwallii,LC,cncflora_web
Vanilla organensis,DD,cncflora_web
Vellozia variabilis,LC,cncflora_web
Verbena hirta,LC,cncflora_web
Vernonanthura lindbergii,DD,cncflora_web
Vernonanthura mucronulata,LC,cncflora_web
Vigna firmula,LC,cncflora_web
Viguiera hispida,VU,cncflora_web
Viola cerasifolia,LC,cncflora_web
Viola gracillima,EN,cncflora_web
Viola subdimidiata,LC,cncflora_web
Virola bicuhyba,EN,cncflora_web
Vitalianthus bischlerianus,LC,cncflora_web
Voyria aphylla,DD,cncflora_web
Vriesea bituminosa,LC,cncflora_web
Vriesea carinata,LC,cncflora_web
Vriesea drepanocarpa,LC,cncflora_web
Vriesea erythrodactylon,LC,cncflora_web
Vriesea flammea,LC,cncflora_web
Vriesea flava,NT,cncflora_web
Vriesea friburgensis var. tucumanensis,LC,cncflora_web
Vriesea gigantea,LC,cncflora_web
Vriesea hieroglyphica,LC,cncflora_web
Vriesea hoehneana,LC,cncflora_web
Vriesea incurvata,LC,cncflora_web
Vriesea itatiaiae,NT,cncflora_web
Vriesea lubbersii,LC,cncflora_web
Vriesea pabstii,DD,cncflora_web
Vriesea pardalina,LC,cncflora_web
Vriesea pauperrima,LC,cncflora_web
Vriesea philippocoburgii,LC,cncflora_web
Vriesea platynema,LC,cncflora_web
Vriesea platzmannii,LC,cncflora_web
Vriesea rodigasiana,LC,cncflora_web
Vriesea sazimae,VU,cncflora_web
Vriesea sceptrum,NT,cncflora_web
Vriesea sparsiflora,NT,cncflora_web
Waltheria communis,LC,cncflora_web
Warczewiczella candida,DD,cncflora_web
Warczewiczella wailesiana,DD,cncflora_web
Warmingia eugenii,LC,cncflora_web
Weinmannia discolor,LC,cncflora_web
Weinmannia organensis,NT,cncflora_web
Weinmannia paulliniifolia,NT,cncflora_web
Wittrockia superba,EN,cncflora_web
Wolffiella oblonga,DD,cncflora_web
Wullschlaegelia aphylla,LC,cncflora_web
Xylobium colleyi,LC,cncflora_web
Xylopia aromatica,LC,cncflora_web
Xylopia brasiliensis,NT,cncflora_web
Xylosma glaberrima,NT,cncflora_web
Xyris augusto-coburgii,LC,cncflora_web
Xyris brevifolia,DD,cncflora_web
Xyris capensis,LC,cncflora_web
Xyris fusca,EN,cncflora_web
Xyris hatschbachii,CR,cncflora_web
Xyris longifolia,EN,cncflora_web
Xyris metallica,DD,cncflora_web
Xyris neglecta,EN,cncflora_web
Xyris obtusiuscula,EN,cncflora_web
Xyris rigida,CR,cncflora_web
Xyris stenophylla,VU,cncflora_web
Xyris trachyphylla,LC,cncflora_web
Xyris uninervis,CR,cncflora_web
Xyris vacillans,EN,cncflora_web
Xyris wawrae,EN,cncflora_web
Zanthoxylum petiolare,LC,cncflora_web
Zelometeorium patens,LC,cncflora_web
Zephyranthes candida,EN,cncflora_web
Zeyheria montana,LC,cncflora_web
Zeyheria tuberculosa,VU,cncflora_web
Zollernia glabra,LC,cncflora_web
Zootrophion atropurpureum,NT,cncflora_web
Zygopetalum brachypetalum,NT|LC,cncflora_web
Zygopetalum maculatum,NT|LC,cncflora_web
Zygopetalum maxillare,LC,cncflora_web
Zygopetalum mosenianum,NT,cncflora_web
Zygopetalum pedicellatum,NT,cncflora_web
Zygophlebia longipilosa,LC,cncflora_web
Zygostates bradei,NT,cncflora_web
Zygostates cornuta,LC,cncflora_web
Zygostates pellucida,LC,cncflora_web
Zygostigma australe,EN,cncflora_web
