familia,especie_autor,especie_original,cat_ameaca_sp,fonte
Primulaceae,Clavija spinosa (Vell.) Mez,Clavija spinosa,EN,SP_oficial
Primulaceae,Lysimachia buxifolia Molina,Lysimachia buxifolia,EN,SP_oficial
Primulaceae,Myrsine villosissima Mart.,Myrsine villosissima,EN,SP_oficial
Proteaceae,Euplassa cantareirae Sleumer,Euplassa cantareirae,EX,SP_oficial
Proteaceae,Panopsis multiflora (Schott) Ducke,Panopsis multiflora,EN,SP_oficial
Proteaceae,Panopsis rubescens (Pohl) Rusby,Panopsis rubescens,VU,SP_oficial
Proteaceae,Roupala sculpta Sleumer,Roupala sculpta,VU,SP_oficial
Quiinaceae,Quiina magallano-gomesii Schwacke,Quiina magallano-gomesii,VU,SP_oficial
Ranunculaceae,Clematis campestris A.St.-Hil.,Clematis campestris,EW,SP_oficial
Ranunculaceae,Ranunculus flagelliformis Sm.,Ranunculus flagelliformis,EX,SP_oficial
Rhamnaceae,Colubrina retusa (Pittier) R.S.Cowan,Colubrina retusa,EN,SP_oficial
Rhamnaceae,Crumenaria choretroides Mart. ex Reissek,Crumenaria choretroides,VU,SP_oficial
Rhamnaceae,Gouania blanchetiana Miq.,Gouania blanchetiana,EX,SP_oficial
Rhamnaceae,Gouania corylifolia Raddi,Gouania corylifolia,VU,SP_oficial
Rhamnaceae,Gouania inornata Reissek,Gouania inornata,EN,SP_oficial
Rhamnaceae,Gouania ulmifolia Hook. & Arn.,Gouania ulmifolia,EX,SP_oficial
Rhamnaceae,Reissekia smilacina (Sm.) Steud.,Reissekia smilacina,EX,SP_oficial
Rhamnaceae,Rhamnidium glabrum Reissek,Rhamnidium glabrum,VU,SP_oficial
Rhamnaceae,Scutia arenicola (Casar.) Reissek,Scutia arenicola,EN,SP_oficial
Rosaceae,Acaena eupatoria Cham. & Schltdl.,Acaena eupatoria,VU,SP_oficial
Rosaceae,Agrimonia parviflora Sol.,Agrimonia parviflora,EX,SP_oficial
Rubiaceae,Alseis involuta K. Schum.,Alseis involuta,VU,SP_oficial
Rubiaceae,Borreria pulchristipula (Bremek.) Bacigalupo & E.L.Cabral,Borreria pulchristipula,VU,SP_oficial
Rubiaceae,Chomelia modesta (Standl.) Steyerm.,Chomelia modesta,EX,SP_oficial
Rubiaceae,Coussarea bocainae M. Gomes,Coussarea bocainae,EN,SP_oficial
Rubiaceae,Declieuxia cordigera Mart. & Zucc. ex Schult. & Schult. f. var. divergentiflora (Pohl ex DC.) Kirk.,Declieuxia cordigera var. divergentiflora,EN,SP_oficial
Rubiaceae,Declieuxia oenanthoides Mart. & Zucc. ex. Schult. & Schult.f.,Declieuxia oenanthoides,EN,SP_oficial
Rubiaceae,Faramea monantha Müll.Arg.,Faramea monantha,VU,SP_oficial
Rubiaceae,Faramea paratiensis M.Gomes,Faramea paratiensis,EN,SP_oficial
Rubiaceae,Galianthe cymosa (Cham.) E.L.Cabral & Bacigalupo,Galianthe cymosa,EX,SP_oficial
Rubiaceae,Galianthe peruviana (Pres.) E.L.Cabral,Galianthe peruviana,EX,SP_oficial
Rubiaceae,Galianthe pseudopeciolata E.L.Cabral,Galianthe pseudopeciolata,EX,SP_oficial
Rubiaceae,Galianthe souzae E.L.Cabral & Bacigalupo,Galianthe souzae,EN,SP_oficial
Rubiaceae,Galianthe vaginata E.L.Cabral & Bacigalupo,Galianthe vaginata,EN,SP_oficial
Rubiaceae,Galium diphyllum (K.Schum.) Dempster,Galium diphyllum,EX,SP_oficial
Rubiaceae,Galium equisetoides (Cham. & Schltdl.) Standl.,Galium equisetoides,EX,SP_oficial
Rubiaceae,Galium humile Cham. & Schltdl.,Galium humile,EX,SP_oficial
Rubiaceae,Galium hypocarpium (L.) Endl. ex Griseb. subsp. buxifolium (K.Schum.) Dempster,Galium hypocarpium subsp. buxifolium,EX,SP_oficial
Rubiaceae,Galium nigroramosum (Ehrend.) Dempster,Galium nigroramosum,EX,SP_oficial
Rubiaceae,Galium noxium (A.St.-Hil.) Dempster subsp. valantioides (Cham. & Schltdl.) Dempster,Galium noxium subsp. valantioides,EX,SP_oficial
Rubiaceae,Galium shepherdii Jung-Mendaçolli,Galium shepherdii,CR,SP_oficial
Rubiaceae,Guettarda platyphylla Müll.Arg.,Guettarda platyphylla,EX,SP_oficial
Rubiaceae,Manettia campanulacea Standl.,Manettia campanulacea,CR,SP_oficial
Rubiaceae,Manettia pauciflora Dusén,Manettia pauciflora,VU,SP_oficial
Rubiaceae,Manettia tweedieana K.Schum.,Manettia tweedieana,VU,SP_oficial
Rubiaceae,Melanopsidium nigrum Colla,Melanopsidium nigrum,VU,SP_oficial
Rubiaceae,Palicourea tetraphylla Cham. & Schltdl.,Palicourea tetraphylla,VU,SP_oficial
Rubiaceae,Psychotria loefgrenii Standl.,Psychotria loefgrenii,EN,SP_oficial
Rubiaceae,Psychotria microcarpa Müll.Arg.,Psychotria microcarpa,EX,SP_oficial
Rubiaceae,Psychotria paludosa Müll.Arg.,Psychotria paludosa,EX,SP_oficial
Rubiaceae,Psychotria prunifolia (Kunth) Steyerm.,Psychotria prunifolia,EN,SP_oficial
Rubiaceae,Psychotria rhytidocarpa Müll.Arg.,Psychotria rhytidocarpa,VU,SP_oficial
Rubiaceae,Psychotria tenuifolia Sw.,Psychotria tenuifolia,EN,SP_oficial
Rubiaceae,Richardia schumannii W.H.Lewis & R.L.Oliv.,Richardia schumannii,EX,SP_oficial
Rubiaceae,Richardia stellaris (Cham. & Schltdl.) Steud.,Richardia stellaris,EN,SP_oficial
Rubiaceae,Rudgea corymbulosa Benth.,Rudgea corymbulosa,EN,SP_oficial
Rubiaceae,Rudgea jasminoides subsp. nervosa Zappi & Anunc.,Rudgea jasminoides subsp. nervosa,VU,SP_oficial
Rubiaceae,Rudgea pachyphylla Müll.Arg.,Rudgea pachyphylla,EX,SP_oficial
Rubiaceae,Rudgea parquioides (Cham.) Müll.Arg. subsp. caprifolium (A.Zahlbr.) Zappi,Rudgea parquioides subsp. caprifolium,EX,SP_oficial
Rubiaceae,Rudgea parquioides (Cham.) Müll.Arg. subsp. hirsutissima Zappi,Rudgea parquioides subsp. hirsutissima,EN,SP_oficial
Rubiaceae,Rustia angustifolia K.Schum.,Rustia angustifolia,EN,SP_oficial
Rubiaceae,Schizocalyx cuspidatus (A.St.-Hil) Kainul. & B.Bremer,Schizocalyx cuspidatus,VU,SP_oficial
Rutaceae,Esenbeckia pilocarpoides Kunth,Esenbeckia pilocarpoides,EN,SP_oficial
Rutaceae,Pilocarpus giganteus Engl.,Pilocarpus giganteus,EN,SP_oficial
Sapindaceae,Cupania concolor Radlk.,Cupania concolor,VU,SP_oficial
Sapindaceae,Cupania furfuracea Radlk.,Cupania furfuracea,VU,SP_oficial
Sapindaceae,Paullinia racemosa Wawra,Paullinia racemosa,VU,SP_oficial
Sapindaceae,Paullinia uloptera Radlk.,Paullinia uloptera,VU,SP_oficial
Sapindaceae,Serjania hatschbachii Ferrucci,Serjania hatschbachii,EX,SP_oficial
Sapindaceae,Urvillea glabra Cambess.,Urvillea glabra,VU,SP_oficial
Sapotaceae,Chrysophyllum imperiale (Linden ex K.Koch & Fintelm.) Benth. & Hook.,Chrysophyllum imperiale,EN,SP_oficial
Sapotaceae,Pouteria bullata (S.Moore) Baehni,Pouteria bullata,EN,SP_oficial
Sapotaceae,Pouteria glomerata (Miq.) Radlk.,Pouteria glomerata,VU,SP_oficial
Sapotaceae,Pouteria oxypetala T.D.Penn.,Pouteria oxypetala,EN,SP_oficial
Simaroubaceae,Simaba glabra Engl.,Simaba glabra,EX,SP_oficial
Simaroubaceae,Simaba insignis A.St.-Hil. & Tul.,Simaba insignis,EN,SP_oficial
Simaroubaceae,Simaba salubris Engl.,Simaba salubris,EX,SP_oficial
Smilacaceae,Smilax japicanga Griseb.,Smilax japicanga,VU,SP_oficial
Smilacaceae,Smilax lappacea Willd.,Smilax lappacea,EX,SP_oficial
Smilacaceae,Smilax lutescens Vell.,Smilax lutescens,EX,SP_oficial
Smilacaceae,Smilax muscosa Toledo,Smilax muscosa,EX,SP_oficial
Smilacaceae,Smilax subsessiliflora Duhamel,Smilax subsessiliflora,EX,SP_oficial
Solanaceae,Schwenckia curviflora Benth.,Schwenckia curviflora,EN,SP_oficial
Solanaceae,Solanum spissifolium Sendtn,Solanum spissifolium,EX,SP_oficial
Symplocaceae,Symplocos atlantica Aranha,Symplocos atlantica,EN,SP_oficial
Symplocaceae,Symplocos itatiaiae Wawra,Symplocos itatiaiae,EN,SP_oficial
Symplocaceae,Symplocos rizzinii Occhioni,Symplocos rizzinii,EX,SP_oficial
Triuridaceae,Sciaphila schwackeana Johow,Sciaphila schwackeana,EN,SP_oficial
Triuridaceae,Triuris hyalina (Miers) F.Muell,Triuris hyalina,EX,SP_oficial
Tropaeolaceae,Tropaeolum warmingianum Rohrb.,Tropaeolum warmingianum,EN,SP_oficial
Turneraceae,Turnera hilaireana Urb.,Turnera hilaireana,EN,SP_oficial
Ulmaceae,Phyllostylon rhamnoides (J.Poiss.) Taub.,Phyllostylon rhamnoides,EN,SP_oficial
Urticaceae,Pilea rhizobola Miq.,Pilea rhizobola,EX,SP_oficial
Velloziaceae,Barbacenia gounelleana Beauverd,Barbacenia gounelleana,EN,SP_oficial
Velloziaceae,Barbacenia paranaensis L.B.Sm.,Barbacenia paranaensis,EN,SP_oficial
Velloziaceae,Vellozia variabilis Mart. ex Schult. & Schilt.f.,Vellozia variabilis,EX,SP_oficial
Violaceae,Hybanthus velutinus Schulze-Menz,Hybanthus velutinus,EN,SP_oficial
Violaceae,Viola gracillima A.St.-Hil.,Viola gracillima,EX,SP_oficial
Violaceae,Viola subdimidiata A.St.-Hil.,Viola subdimidiata,EN,SP_oficial
Xyridaceae,Xyris augusto-coburgii Szyszyl. ex Beck,Xyris augusto-coburgii,EN,SP_oficial
Xyridaceae,Xyris brevifolia Michx.,Xyris brevifolia,VU,SP_oficial
Xyridaceae,Xyris capensis Thunb.,Xyris capensis,EX,SP_oficial
Xyridaceae,Xyris cervii E.D.Lozano & Wand.,Xyris cervii,EN,SP_oficial
Xyridaceae,Xyris fallax Malme,Xyris fallax,EN,SP_oficial
Xyridaceae,Xyris fusca L.A.Nilsson,Xyris fusca,EN,SP_oficial
Xyridaceae,Xyris longifolia Mart.,Xyris longifolia,EX,SP_oficial
Xyridaceae,Xyris metallica Klotzsch ex Seub.,Xyris metallica,VU,SP_oficial
Xyridaceae,Xyris obtusiuscula L.A.Nilsson,Xyris obtusiuscula,EX,SP_oficial
Xyridaceae,Xyris rigida Kunth,Xyris rigida,CR,SP_oficial
Xyridaceae,Xyris stenophylla L.A.Nilsson,Xyris stenophylla,EX,SP_oficial
Xyridaceae,Xyris trachyphylla Mart.,Xyris trachyphylla,EN,SP_oficial
Xyridaceae,Xyris uninervis Malme,Xyris uninervis,VU,SP_oficial
Xyridaceae,Xyris vacillans Malme,Xyris vacillans,EN,SP_oficial
Xyridaceae,Xyris wawrae Heimerl.,Xyris wawrae,EN,SP_oficial
