familia,especie_autor,cat_ameaca_br,fonte,especie_original
Gesneriaceae,Goyazia petraea (S.M.Phillips) Wiehler,EN,Portaria 443/2014,Goyazia petraea
Gesneriaceae,Nematanthus monanthos (Vell.) Chautems,EN,Portaria 443/2014,Nematanthus monanthos
Gesneriaceae,Paliavana werdermannii Mansf.,VU,Portaria 443/2014,Paliavana werdermannii
Gesneriaceae,Sinningia aghensis Chautems,EN,Portaria 443/2014,Sinningia aghensis
Gesneriaceae,Sinningia araneosa Chautems,VU,Portaria 443/2014,Sinningia araneosa
Gesneriaceae,Sinningia carangolensis Chautems,EN,Portaria 443/2014,Sinningia carangolensis
Gesneriaceae,Sinningia cardinalis (Lehm.) H.E.Moore,CR,Portaria 443/2014,Sinningia cardinalis
Gesneriaceae,Sinningia cochlearis (Hook.) Chautems,CR,Portaria 443/2014,Sinningia cochlearis
Gesneriaceae,Sinningia defoliata (Malme) Chautems,VU,Portaria 443/2014,Sinningia defoliata
Gesneriaceae,Sinningia glazioviana (Fritsch) Chautems,CR,Portaria 443/2014,Sinningia glazioviana
Gesneriaceae,Sinningia guttata Lindl.,EN,Portaria 443/2014,Sinningia guttata
Gesneriaceae,Sinningia harleyi Wiehler & Chautems,EN,Portaria 443/2014,Sinningia harleyi
Gesneriaceae,Sinningia hatschbachii Chautems,EN,Portaria 443/2014,Sinningia hatschbachii
Gesneriaceae,Sinningia hirsuta (Lindl.) G.Nicholson,EN,Portaria 443/2014,Sinningia hirsuta
Gesneriaceae,Sinningia iarae Chautems,EN,Portaria 443/2014,Sinningia iarae
Gesneriaceae,Sinningia insularis (Hoehne) Chautems,EN,Portaria 443/2014,Sinningia insularis
Gesneriaceae,Sinningia kautskyi Chautems,VU,Portaria 443/2014,Sinningia kautskyi
Gesneriaceae,Sinningia lindleyi Schauer,EN,Portaria 443/2014,Sinningia lindleyi
Gesneriaceae,Sinningia lineata (Hjelmq.) Chautems,EN,Portaria 443/2014,Sinningia lineata
Gesneriaceae,Sinningia micans (Fritsch) Chautems,EN,Portaria 443/2014,Sinningia micans
Gesneriaceae,Sinningia piresiana (Hoehne) Chautems,EN,Portaria 443/2014,Sinningia piresiana
Gesneriaceae,Sinningia rupicola (Mart.) Wiehler,EN,Portaria 443/2014,Sinningia rupicola
Gesneriaceae,Sinningia striata (Fritsch) Chautems,VU,Portaria 443/2014,Sinningia striata
Gesneriaceae,Sinningia tuberosa (Mart.) H.E.Moore,VU,Portaria 443/2014,Sinningia tuberosa
Gesneriaceae,Sinningia valsuganensis Chautems,EN,Portaria 443/2014,Sinningia valsuganensis
Gesneriaceae,Sinningia villosa Lindl.,EN,Portaria 443/2014,Sinningia villosa
Gesneriaceae,Sphaerorrhiza burchellii (S.M.Phillips) Roalson & Boggan,EN,Portaria 443/2014,Sphaerorrhiza burchellii
Gesneriaceae,Vanhouttea lanata Fritsch,EN,Portaria 443/2014,Vanhouttea lanata
Gesneriaceae,Vanhouttea leonii Chautems,EN,Portaria 443/2014,Vanhouttea leonii
Gesneriaceae,Vanhouttea pendula Chautems,EN,Portaria 443/2014,Vanhouttea pendula
Gunneraceae,Gunnera herteri Osten,EN,Portaria 443/2014,Gunnera herteri
Hedwigiaceae,Braunia plicata (Mitt.) A.Jaeger,VU,Portaria 443/2014,Braunia plicata
Humiriaceae,Humiriastrum spiritu-sancti Cuatrec.,CR,Portaria 443/2014,Humiriastrum spiritu-sancti
Hymenophyllaceae,Hymenophyllum sampaioanum Brade & Rosenst.,CR,Portaria 443/2014,Hymenophyllum sampaioanum
Hymenophyllaceae,Hymenophyllum silveirae Christ,CR,Portaria 443/2014,Hymenophyllum silveirae
Hypericaceae,Hypericum mutilum L.,VU,Portaria 443/2014,Hypericum mutilum
Iridaceae,Pseudotrimezia brevistamina Chukr,CR,Portaria 443/2014,Pseudotrimezia brevistamina
Iridaceae,Pseudotrimezia concava Ravenna,CR,Portaria 443/2014,Pseudotrimezia concava
Iridaceae,Pseudotrimezia elegans Ravenna,CR,Portaria 443/2014,Pseudotrimezia elegans
Iridaceae,Pseudotrimezia gracilis Chukr,CR,Portaria 443/2014,Pseudotrimezia gracilis
Iridaceae,Pseudotrimezia synandra Ravenna,EN,Portaria 443/2014,Pseudotrimezia synandra
Iridaceae,Pseudotrimezia tenuissima Ravenna,EN,Portaria 443/2014,Pseudotrimezia tenuissima
Iridaceae,Trimezia exillima Ravenna,EN,Portaria 443/2014,Trimezia exillima
Iridaceae,Trimezia fistulosa Foster,EN,Portaria 443/2014,Trimezia fistulosa
Iridaceae,Trimezia fistulosa var. longifolia Chukr,CR,Portaria 443/2014,Trimezia fistulosa var. longifolia
Iridaceae,Trimezia plicatifolia Chukr,EN,Portaria 443/2014,Trimezia plicatifolia
Isoetaceae,Isoetes bradei Herter,EN,Portaria 443/2014,Isoetes bradei
Isoetaceae,Isoetes luetzelburgii U. Weber,EN,Portaria 443/2014,Isoetes luetzelburgii
Jungermanniaceae,Jungermannia decolor Schiffn.,EN,Portaria 443/2014,Jungermannia decolor
Lamiaceae,Cyanocephalus apertiflorus (Epling) Harley & J.F.B.Pastore,VU,Portaria 443/2014,Cyanocephalus apertiflorus
Lamiaceae,Cyanocephalus caprariifolius (Pohl ex Benth.) Harley & J.F.B.Pastore,EN,Portaria 443/2014,Cyanocephalus caprariifolius
Lamiaceae,Cyanocephalus delicatulus (Harley) Harley & J.F.B.Pastore,EN,Portaria 443/2014,Cyanocephalus delicatulus
Lamiaceae,Cyanocephalus digitatus (Harley) Harley & J.F.B.Pastore,EN,Portaria 443/2014,Cyanocephalus digitatus
Lamiaceae,Cyanocephalus tagetifolius (Harley) Harley & J.F.B.Pastore,EN,Portaria 443/2014,Cyanocephalus tagetifolius
Lamiaceae,Cyanocephalus viaticus (Harley) Harley & J.F.B.Pastore,EN,Portaria 443/2014,Cyanocephalus viaticus
Lamiaceae,Eriope anamariae Harley,EN,Portaria 443/2014,Eriope anamariae
Lamiaceae,Eriope blanchetii (Benth.) Harley,VU,Portaria 443/2014,Eriope blanchetii
Lamiaceae,Eriope crassipes subsp. cristalinae Harley,CR,Portaria 443/2014,Eriope crassipes subsp. cristalinae
Lamiaceae,Eriope luetzelburgii Harley,VU,Portaria 443/2014,Eriope luetzelburgii
Lamiaceae,Eriope machrisae (Epling) Harley,EN,Portaria 443/2014,Eriope machrisae
Lamiaceae,Eriope obovata var. gracilis Harley,EN,Portaria 443/2014,Eriope obovata var. gracilis
Lamiaceae,Hesperozygis ringens (Benth.) Epling,VU,Portaria 443/2014,Hesperozygis ringens
Lamiaceae,Hypenia aristulata (Epling) Harley,CR,Portaria 443/2014,Hypenia aristulata
Lamiaceae,Hypenia crispata (Pohl ex Benth.) Harley,EN,Portaria 443/2014,Hypenia crispata
Lamiaceae,Hypenia micrantha (Benth.) Harley,EN,Portaria 443/2014,Hypenia micrantha
Lamiaceae,Hypenia subrosea (Harley) Harley,EN,Portaria 443/2014,Hypenia subrosea
Lamiaceae,Hyptidendron claussenii (Benth.) Harley,EN,Portaria 443/2014,Hyptidendron claussenii
Lamiaceae,Hyptidendron conspersum (Benth.) Harley,EN,Portaria 443/2014,Hyptidendron conspersum
Lamiaceae,Hyptis alpestris A.St.-Hil. ex Benth.,EN,Portaria 443/2014,Hyptis alpestris
Lamiaceae,Hyptis angustifolia Pohl ex Benth.,EN,Portaria 443/2014,Hyptis angustifolia
Lamiaceae,Hyptis arenaria Benth.,VU,Portaria 443/2014,Hyptis arenaria
Lamiaceae,Hyptis bahiensis Harley,EN,Portaria 443/2014,Hyptis bahiensis
Lamiaceae,Hyptis colligata Epling & Játiva,EN,Portaria 443/2014,Hyptis colligata
Lamiaceae,Hyptis cruciformis Epling,EN,Portaria 443/2014,Hyptis cruciformis
Lamiaceae,Hyptis frondosa S.Moore,VU,Portaria 443/2014,Hyptis frondosa
Lamiaceae,Hyptis hamatidens Epling & Játiva,VU,Portaria 443/2014,Hyptis hamatidens
Lamiaceae,Hyptis imbricatiformis Harley,EN,Portaria 443/2014,Hyptis imbricatiformis
Lamiaceae,Hyptis pachyphylla Epling,VU,Portaria 443/2014,Hyptis pachyphylla
Lamiaceae,Hyptis penaeoides Taub. ex Ule,EN,Portaria 443/2014,Hyptis penaeoides
Lamiaceae,Hyptis rhypidiophylla Briq.,EN,Portaria 443/2014,Hyptis rhypidiophylla
Lamiaceae,Leptohyptis pinheiroi (Harley) Harley & J.F.B.Pastore,EN,Portaria 443/2014,Leptohyptis pinheiroi
Lamiaceae,Martianthus sancti-gabrielii (Harley) Harley & J.F.B.Pastore,EN,Portaria 443/2014,Martianthus sancti-gabrielii
Lamiaceae,Medusantha carvalhoi (Harley) Harley & J.F.B.Pastore,VU,Portaria 443/2014,Medusantha carvalhoi
Lamiaceae,Oocephalus piranii (Harley) Harley & J.F.B.Pastore,CR,Portaria 443/2014,Oocephalus piranii
Lauraceae,Aiouea benthamiana Mez,EN,Portaria 443/2014,Aiouea benthamiana
Lauraceae,Aiouea bracteata Kosterm.,VU,Portaria 443/2014,Aiouea bracteata
Lauraceae,Aiouea lehmannii (O.C.Schmidt) S.S.Renner,EN,Portaria 443/2014,Aiouea lehmannii
Lauraceae,Aniba ferrea Kubitzki,VU,Portaria 443/2014,Aniba ferrea
Lauraceae,Aniba rosaeodora Ducke,EN,Portaria 443/2014,Aniba rosaeodora
Lauraceae,Aniba santalodora Ducke,VU,Portaria 443/2014,Aniba santalodora
Lauraceae,Beilschmiedia rigida (Mez) Kosterm.,EN,Portaria 443/2014,Beilschmiedia rigida
Lauraceae,Cinnamomum erythropus (Nees & Mart.) Kosterm.,EN,Portaria 443/2014,Cinnamomum erythropus
Lauraceae,Cinnamomum hatschbachii Vattimo-Gil,VU,Portaria 443/2014,Cinnamomum hatschbachii
Lauraceae,Cinnamomum quadrangulum Kosterm.,VU,Portaria 443/2014,Cinnamomum quadrangulum
Lauraceae,Dicypellium caryophyllaceum (Mart.) Nees,CR,Portaria 443/2014,Dicypellium caryophyllaceum
Lauraceae,Mezilaurus itauba (Meisn.) Taub. ex Mez,VU,Portaria 443/2014,Mezilaurus itauba
Lauraceae,Mezilaurus navalium (Allemão) Taub. ex Mez,EN,Portaria 443/2014,Mezilaurus navalium
Lauraceae,Nectandra barbellata Coe-Teix.,VU,Portaria 443/2014,Nectandra barbellata
Lauraceae,Nectandra grisea Rohwer,VU,Portaria 443/2014,Nectandra grisea
Lauraceae,Nectandra paranaensis Coe-Teix.,VU,Portaria 443/2014,Nectandra paranaensis
Lauraceae,Ocotea basicordatifolia Vattimo-Gil,EN,Portaria 443/2014,Ocotea basicordatifolia
Lauraceae,Ocotea beulahiae Baitello,EN,Portaria 443/2014,Ocotea beulahiae
Lauraceae,Ocotea beyrichii (Nees) Mez,VU,Portaria 443/2014,Ocotea beyrichii
Lauraceae,Ocotea bragai Coe-Teix.,EN,Portaria 443/2014,Ocotea bragai
Lauraceae,Ocotea catharinensis Mez,VU,Portaria 443/2014,Ocotea catharinensis
Lauraceae,Ocotea confertiflora (Meisn.) Mez,VU,Portaria 443/2014,Ocotea confertiflora
Lauraceae,Ocotea cryptocarpa Baitello,EN,Portaria 443/2014,Ocotea cryptocarpa
Lauraceae,Ocotea felix Coe-Teix.,EN,Portaria 443/2014,Ocotea felix
Lauraceae,Ocotea mosenii Mez,VU,Portaria 443/2014,Ocotea mosenii
Lauraceae,Ocotea odorifera (Vell.) Rohwer,EN,Portaria 443/2014,Ocotea odorifera
Lauraceae,Ocotea porosa (Nees & Mart.) Barroso,EN,Portaria 443/2014,Ocotea porosa
Lauraceae,Ocotea serrana Coe-Teix.,EN,Portaria 443/2014,Ocotea serrana
Lauraceae,Ocotea tabacifolia (Meisn.) Rohwer,EN,Portaria 443/2014,Ocotea tabacifolia
Lauraceae,Persea glabra van der Werff,CR,Portaria 443/2014,Persea glabra
Lauraceae,Persea obovata Nees & Mart.,CR,Portaria 443/2014,Persea obovata
Lauraceae,Persea pedunculosa Meisn.,EN,Portaria 443/2014,Persea pedunculosa
Lauraceae,Rhodostemonodaphne capixabensis Baitello & Coe-Teix.,EN,Portaria 443/2014,Rhodostemonodaphne capixabensis
Lauraceae,Rhodostemonodaphne parvifolia Madriñán,CR,Portaria 443/2014,Rhodostemonodaphne parvifolia
Lauraceae,Rhodostemonodaphne recurva van der Werff,EN,Portaria 443/2014,Rhodostemonodaphne recurva
Lauraceae,Urbanodendron bahiense (Meisn.) Rohwer,VU,Portaria 443/2014,Urbanodendron bahiense
Lauraceae,Williamodendron cinnamomeum van der Werff,CR,Portaria 443/2014,Williamodendron cinnamomeum
Lecythidaceae,Bertholletia excelsa Bonpl.,VU,Portaria 443/2014,Bertholletia excelsa
Lecythidaceae,Cariniana ianeirensis R.Knuth,EN,Portaria 443/2014,Cariniana ianeirensis
Lecythidaceae,Cariniana legalis (Mart.) Kuntze,EN,Portaria 443/2014,Cariniana legalis
Lecythidaceae,Cariniana parvifolia S.A.Mori et al.,EN,Portaria 443/2014,Cariniana parvifolia
Lecythidaceae,Couratari asterotricha Prance,EN,Portaria 443/2014,Couratari asterotricha
Lecythidaceae,Couratari pyramidata (Vell.) Kunth,EN,Portaria 443/2014,Couratari pyramidata
Lecythidaceae,Eschweilera alvimii S.A.Mori,EN,Portaria 443/2014,Eschweilera alvimii
Lecythidaceae,Eschweilera compressa (Vell.) Miers,EN,Portaria 443/2014,Eschweilera compressa
Lecythidaceae,Eschweilera subcordata S.A.Mori,EN,Portaria 443/2014,Eschweilera subcordata
Lecythidaceae,Eschweilera tetrapetala S.A.Mori,EN,Portaria 443/2014,Eschweilera tetrapetala
Lecythidaceae,Lecythis schwackei (R.Knuth) S.A.Mori,EN,Portaria 443/2014,Lecythis schwackei
Lejeuneaceae,Blepharolejeunea securifolia (Steph.) R.M.Schust.,EN,Portaria 443/2014,Blepharolejeunea securifolia
Lejeuneaceae,Bromeliophila natans (Steph.) R.M.Schust.,EN,Portaria 443/2014,Bromeliophila natans
Lejeuneaceae,Drepanolejeunea aculeata Bischl.,EN,Portaria 443/2014,Drepanolejeunea aculeata
Lejeuneaceae,Myriocoleopsis fluviatilis (Steph.) E.Reiner & Gradst.,VU,Portaria 443/2014,Myriocoleopsis fluviatilis
Lentibulariaceae,Genlisea lobata Fromm,EN,Portaria 443/2014,Genlisea lobata
Lentibulariaceae,Utricularia tridentata SylvÃ©n,VU,Portaria 443/2014,Utricularia tridentata
Lepidoziaceae,Paracromastigum dusenii (Steph.) R.M.Schust.,EN,Portaria 443/2014,Paracromastigum dusenii
Linaceae,Linum smithii Mildner,EN,Portaria 443/2014,Linum smithii
Loasaceae,Aosa uleana (Urb. & Gilg) Weigend,CR,Portaria 443/2014,Aosa uleana
Loganiaceae,Spigelia aceifolia Woodson,EN,Portaria 443/2014,Spigelia aceifolia
Loganiaceae,Spigelia amplexicaulis E.F.Guim. & Fontella,EN,Portaria 443/2014,Spigelia amplexicaulis
Loganiaceae,Spigelia cipoensis Zappi,CR,Portaria 443/2014,Spigelia cipoensis
Loganiaceae,Spigelia flava Zappi & Harley,VU,Portaria 443/2014,Spigelia flava
Loganiaceae,Spigelia kuhlmannii E.F.Guim. & Fontella,EN,Portaria 443/2014,Spigelia kuhlmannii
Loganiaceae,Spigelia lundiana A.DC.,EN,Portaria 443/2014,Spigelia lundiana
Loganiaceae,Spigelia reitzii L.B.Sm.,EN,Portaria 443/2014,Spigelia reitzii
Loganiaceae,Spigelia vestita L.B.Sm.,EN,Portaria 443/2014,Spigelia vestita
Lycopodiaceae,Diphasium jussiaei (Desv. ex Poiret) Presl ex Rothmaler,EN,Portaria 443/2014,Diphasium jussiaei
Lycopodiaceae,Palhinhaea bradei (Herer) Holub,EN,Portaria 443/2014,Palhinhaea bradei
Lycopodiaceae,Phlegmariurus aqualupianus (Spring) B.Øllg.,EN,Portaria 443/2014,Phlegmariurus aqualupianus
Lycopodiaceae,Phlegmariurus christii (Silveira) B.Øllg.,EN,Portaria 443/2014,Phlegmariurus christii
Lycopodiaceae,Phlegmariurus hemleri (Nessel) B.Øllg.,CR,Portaria 443/2014,Phlegmariurus hemleri
Lycopodiaceae,Phlegmariurus itambensis (B.Øllg. & P.G.Windisch) B.Øllg.,EN,Portaria 443/2014,Phlegmariurus itambensis
Lycopodiaceae,Phlegmariurus martii (Wawra) B.Øllg.,EN,Portaria 443/2014,Phlegmariurus martii
Lycopodiaceae,Phlegmariurus mollicomus (Spring) B.Øllg.,EN,Portaria 443/2014,Phlegmariurus mollicomus
Lycopodiaceae,Phlegmariurus mooreanus (Baker) B.Øllg.,EN,Portaria 443/2014,Phlegmariurus mooreanus
Lycopodiaceae,Phlegmariurus nudus (Nessel) B.Øllg.,EN,Portaria 443/2014,Phlegmariurus nudus
Lycopodiaceae,Phlegmariurus regnellii (Maxon) B.Øllg.,CR,Portaria 443/2014,Phlegmariurus regnellii
Lycopodiaceae,Phlegmariurus ruber (Cham. & Schlecht.) B.Øllg.,CR,Portaria 443/2014,Phlegmariurus ruber
Lycopodiaceae,Phlegmariurus sellowianus (Herter) B.Øllg.,VU,Portaria 443/2014,Phlegmariurus sellowianus
Lycopodiaceae,Phlegmariurus taxifolius (Sw.) Á. Löve & D. Löve.,EN,Portaria 443/2014,Phlegmariurus taxifolius
Lycopodiaceae,Phlegmariurus treitubensis (Silveira) B.Øllg.,CR,Portaria 443/2014,Phlegmariurus treitubensis
Lycopodiaceae,Pseudolycopodiella benjaminiana (P.G.Wndisch) B.Øllg.,EN,Portaria 443/2014,Pseudolycopodiella benjaminiana
Lythraceae,Cuphea adenophylla T.B.Cavalc.,CR,Portaria 443/2014,Cuphea adenophylla
Lythraceae,Cuphea arenarioides A.St.-Hil.,VU,Portaria 443/2014,Cuphea arenarioides
Lythraceae,Cuphea bahiensis (Lour.) T.B.Cavalc. & S.A.Graham,EN,Portaria 443/2014,Cuphea bahiensis
Lythraceae,Cuphea cipoensis T.B.Cavalc.,EN,Portaria 443/2014,Cuphea cipoensis
Lythraceae,Cuphea cuiabensis Koehne,EN,Portaria 443/2014,Cuphea cuiabensis
Lythraceae,Cuphea glaziovii Koehne,EN,Portaria 443/2014,Cuphea glaziovii
Lythraceae,Cuphea lindmaniana Bacig.,EN,Portaria 443/2014,Cuphea lindmaniana
Lythraceae,Cuphea rubro-virens T.B.Cavalc.,CR,Portaria 443/2014,Cuphea rubro-virens
Lythraceae,Cuphea teleandra Lourteig,CR,Portaria 443/2014,Cuphea teleandra
Lythraceae,Diplusodon aggregatifolius T.B.Cavalc.,EN,Portaria 443/2014,Diplusodon aggregatifolius
Lythraceae,Diplusodon argyrophyllus T.B.Cavalc.,CR,Portaria 443/2014,Diplusodon argyrophyllus
Lythraceae,Diplusodon ericoides Lourteig,CR,Portaria 443/2014,Diplusodon ericoides
Lythraceae,Diplusodon glaziovii Koehne,CR,Portaria 443/2014,Diplusodon glaziovii
Lythraceae,Diplusodon gracilis Koehne,CR,Portaria 443/2014,Diplusodon gracilis
Lythraceae,Diplusodon hatschbachii Lourteig,VU,Portaria 443/2014,Diplusodon hatschbachii
Lythraceae,Diplusodon minasensis Lourteig,EN,Portaria 443/2014,Diplusodon minasensis
Lythraceae,Diplusodon orbicularis Koehne,VU,Portaria 443/2014,Diplusodon orbicularis
Lythraceae,Diplusodon ovatus Pohl,EN,Portaria 443/2014,Diplusodon ovatus
Lythraceae,Diplusodon panniculatus Koehne,CR,Portaria 443/2014,Diplusodon panniculatus
Lythraceae,Diplusodon retroimbricatus Koehne,CR,Portaria 443/2014,Diplusodon retroimbricatus
Lythraceae,Diplusodon villosissimus Pohl,VU,Portaria 443/2014,Diplusodon villosissimus
Lythraceae,Lafoensia nummularifolia A.St.-Hil.,VU,Portaria 443/2014,Lafoensia nummularifolia
Malpighiaceae,Banisteriopsis andersonii B.Gates,VU,Portaria 443/2014,Banisteriopsis andersonii
Malpighiaceae,Banisteriopsis basifixa B.Gates,VU,Portaria 443/2014,Banisteriopsis basifixa
Malpighiaceae,Banisteriopsis cipoensis B.Gates,EN,Portaria 443/2014,Banisteriopsis cipoensis
Malpighiaceae,Banisteriopsis hatschbachii B.Gates,EN,Portaria 443/2014,Banisteriopsis hatschbachii
Malpighiaceae,Banisteriopsis hirsuta B.Gates,EN,Portaria 443/2014,Banisteriopsis hirsuta
Malpighiaceae,Banisteriopsis magdalenensis B.Gates,EN,Portaria 443/2014,Banisteriopsis magdalenensis
Malpighiaceae,Banisteriopsis pseudojanusia (Nied.) B.Gates,CR,Portaria 443/2014,Banisteriopsis pseudojanusia
Malpighiaceae,Banisteriopsis sellowiana (A.Juss.) B.Gates,VU,Portaria 443/2014,Banisteriopsis sellowiana
Malpighiaceae,Bunchosia itacarensis W.R.Anderson,CR,Portaria 443/2014,Bunchosia itacarensis
Malpighiaceae,Bunchosia macilenta Dobson,VU,Portaria 443/2014,Bunchosia macilenta
Malpighiaceae,Bunchosia pernambucana W.R.Anderson,EN,Portaria 443/2014,Bunchosia pernambucana
Malpighiaceae,Byrsonima alvimii W.R.Anderson,VU,Portaria 443/2014,Byrsonima alvimii
Malpighiaceae,Byrsonima brachybotrya Nied.,VU,Portaria 443/2014,Byrsonima brachybotrya
Malpighiaceae,Byrsonima cipoensis Mamede,EN,Portaria 443/2014,Byrsonima cipoensis
Malpighiaceae,Byrsonima fonsecae W.R.Anderson,CR,Portaria 443/2014,Byrsonima fonsecae
Malpighiaceae,Byrsonima lanulosa W.R.Anderson,EN,Portaria 443/2014,Byrsonima lanulosa
Malpighiaceae,Byrsonima microphylla A.Juss.,EN,Portaria 443/2014,Byrsonima microphylla
Malpighiaceae,Byrsonima onishiana W.R.Anderson,EN,Portaria 443/2014,Byrsonima onishiana
Malpighiaceae,Camarea elongata Mamede,VU,Portaria 443/2014,Camarea elongata
Malpighiaceae,Camarea humifusa W.R.Anderson,EN,Portaria 443/2014,Camarea humifusa
Malpighiaceae,Camarea linearifolia A.St.-Hil.,CR,Portaria 443/2014,Camarea linearifolia
Malpighiaceae,Diplopterys sepium (A.Juss.) W.R.Anderson & C.C.Davis,EN,Portaria 443/2014,Diplopterys sepium
Malpighiaceae,Heladena multiflora (Hook. & Arn.) Nied.,EN,Portaria 443/2014,Heladena multiflora
Malpighiaceae,Heteropterys admirabilis Amorim,EN,Portaria 443/2014,Heteropterys admirabilis
Malpighiaceae,Heteropterys aliciae W.R.Anderson,CR,Portaria 443/2014,Heteropterys aliciae
Malpighiaceae,Heteropterys bahiensis Nied.,CR,Portaria 443/2014,Heteropterys bahiensis
Malpighiaceae,Heteropterys brasiliensis Regnell & Körn.,EN,Portaria 443/2014,Heteropterys brasiliensis
Malpighiaceae,Heteropterys bullata Amorim,EN,Portaria 443/2014,Heteropterys bullata
Malpighiaceae,Heteropterys capixaba Amorim,EN,Portaria 443/2014,Heteropterys capixaba
Malpighiaceae,Heteropterys conformis W.R.Anderson,CR,Portaria 443/2014,Heteropterys conformis
Malpighiaceae,Heteropterys crinigera Griseb.,VU,Portaria 443/2014,Heteropterys crinigera
Malpighiaceae,Heteropterys dusenii Nied.,VU,Portaria 443/2014,Heteropterys dusenii
Malpighiaceae,Heteropterys fragilis Amorim,EN,Portaria 443/2014,Heteropterys fragilis
Malpighiaceae,Heteropterys hatschbachii W.R.Anderson,CR,Portaria 443/2014,Heteropterys hatschbachii
Malpighiaceae,Heteropterys marginata W.R.Anderson,EN,Portaria 443/2014,Heteropterys marginata
Malpighiaceae,Heteropterys megaptera A.Juss.,EN,Portaria 443/2014,Heteropterys megaptera
Malpighiaceae,Heteropterys oberdanii Amorim,VU,Portaria 443/2014,Heteropterys oberdanii
Malpighiaceae,Heteropterys occhionii Amorim,CR,Portaria 443/2014,Heteropterys occhionii
Malpighiaceae,Heteropterys sanctorum W.R.Anderson,CR,Portaria 443/2014,Heteropterys sanctorum
Malpighiaceae,Heteropterys ternstroemiifolia A.Juss.,EN,Portaria 443/2014,Heteropterys ternstroemiifolia
Malpighiaceae,Heteropterys thyrsoidea (Griseb.) A.Juss.,EN,Portaria 443/2014,Heteropterys thyrsoidea
Malpighiaceae,Hiraea bullata W.R.Anderson,VU,Portaria 443/2014,Hiraea bullata
Malpighiaceae,Hiraea wiedeana A.Juss.,EN,Portaria 443/2014,Hiraea wiedeana
Malpighiaceae,Janusia linearifolia (A.St.-Hil.) A.Juss.,VU,Portaria 443/2014,Janusia linearifolia
Malpighiaceae,Janusia occhionii W.R.Anderson,EN,Portaria 443/2014,Janusia occhionii
Malpighiaceae,Janusia schwannioides W.R.Anderson,EN,Portaria 443/2014,Janusia schwannioides
Malpighiaceae,Mezia araujoi Nied.,EN,Portaria 443/2014,Mezia araujoi
Malpighiaceae,Peixotoa adenopoda C.E.Anderson,EN,Portaria 443/2014,Peixotoa adenopoda
Malpighiaceae,Peixotoa andersonii C.E.Anderson,CR,Portaria 443/2014,Peixotoa andersonii
Malpighiaceae,Peixotoa bahiana C.E.Anderson,CR,Portaria 443/2014,Peixotoa bahiana
Malpighiaceae,Peixotoa barnebyi C.E.Anderson,EN,Portaria 443/2014,Peixotoa barnebyi
Malpighiaceae,Peixotoa catarinensis C.E.Anderson,EN,Portaria 443/2014,Peixotoa catarinensis
Malpighiaceae,Peixotoa cipoana C.E.Anderson,EN,Portaria 443/2014,Peixotoa cipoana
Malpighiaceae,Peixotoa psilophylla C.E.Anderson,VU,Portaria 443/2014,Peixotoa psilophylla
Malpighiaceae,Stigmaphyllon bradei C.E.Anderson,CR,Portaria 443/2014,Stigmaphyllon bradei
Malpighiaceae,Stigmaphyllon carautae C.E.Anderson,CR,Portaria 443/2014,Stigmaphyllon carautae
Malpighiaceae,Stigmaphyllon crenatum C.E.Anderson,EN,Portaria 443/2014,Stigmaphyllon crenatum
Malpighiaceae,Stigmaphyllon glabrum C.E.Anderson,CR,Portaria 443/2014,Stigmaphyllon glabrum
Malpighiaceae,Stigmaphyllon harleyi W.R.Anderson,EN,Portaria 443/2014,Stigmaphyllon harleyi
Malpighiaceae,Stigmaphyllon macedoanum C.E.Anderson,CR,Portaria 443/2014,Stigmaphyllon macedoanum
Malpighiaceae,Stigmaphyllon mattogrossense C.E.Anderson,CR,Portaria 443/2014,Stigmaphyllon mattogrossense
Malpighiaceae,Stigmaphyllon vitifolium A.Juss.,CR,Portaria 443/2014,Stigmaphyllon vitifolium
Malpighiaceae,Thryallis laburnum S.Moore,VU,Portaria 443/2014,Thryallis laburnum
Malpighiaceae,Thryallis parviflora C.E.Anderson,EN,Portaria 443/2014,Thryallis parviflora
Malvaceae,Abutilon anodoides A.St.-Hil. & Naudin,CR,Portaria 443/2014,Abutilon anodoides
Malvaceae,Abutilon nigricans G.L.Esteves & Krapov.,CR,Portaria 443/2014,Abutilon nigricans
Malvaceae,Calyculogygas uruguayensis Krapov.,EN,Portaria 443/2014,Calyculogygas uruguayensis
Malvaceae,Calyptraemalva catharinensis Krapov.,EN,Portaria 443/2014,Calyptraemalva catharinensis
Malvaceae,Hochreutinera hasslerana (Hochr.) Krapov.,EN,Portaria 443/2014,Hochreutinera hasslerana
Malvaceae,Monteiroa smithii Krapov.,EN,Portaria 443/2014,Monteiroa smithii
Malvaceae,Pavonia almasana Ulbr.,EN,Portaria 443/2014,Pavonia almasana
Malvaceae,Pavonia grazielae Krapov.,VU,Portaria 443/2014,Pavonia grazielae
Malvaceae,Pavonia hatschbachii Krapov.,EN,Portaria 443/2014,Pavonia hatschbachii
Malvaceae,Pavonia spiciformis Krapov.,EN,Portaria 443/2014,Pavonia spiciformis
Marantaceae,Goeppertia tuberosa (Vell.) Borchs. & S.Suárez,EN,Portaria 443/2014,Goeppertia tuberosa
Marantaceae,Goeppertia widgrenii (Körn.) Borchs. & S.Suárez,EN,Portaria 443/2014,Goeppertia widgrenii
