familia,especie,cat_ameaca_br,fonte
Amaryllidaceae,Habranthus irwinianus Ravenna,VU,Portaria 443/2014
Amaryllidaceae,Hippeastrum angustifolium Pax,VU,Portaria 443/2014
Amaryllidaceae,Hippeastrum brasilianum (Traub & J.L.Doran) Dutilh,EN,Portaria 443/2014
Amaryllidaceae,Hippeastrum breviflorum Herb.,EN,Portaria 443/2014
Amaryllidaceae,Hippeastrum goianum (Ravenna) Meerow,EN,Portaria 443/2014
Amaryllidaceae,Hippeastrum leucobasis (Ravenna) Dutilh,CR,Portaria 443/2014
Amaryllidaceae,Hippeastrum morelianum Lem.,VU,Portaria 443/2014
Amaryllidaceae,Hippeastrum papilio (Ravenna) Van Scheepen,CR,Portaria 443/2014
Amaryllidaceae,Hippeastrum psittacinum Herb.,EN,Portaria 443/2014
Amaryllidaceae,Hippeastrum reginae (L.) Herb.,EN,Portaria 443/2014
Amaryllidaceae,Hippeastrum santacatarina (Traub) Dutilh,EN,Portaria 443/2014
Amaryllidaceae,Hippeastrum striatum (Lam.) Moore,EN,Portaria 443/2014
Amaryllidaceae,Hippeastrum vittatum (L'Hér.) Herb.,EN,Portaria 443/2014
Amaryllidaceae,Worsleya procera (Lem.) Traub,EN,Portaria 443/2014
Amaryllidaceae,Zephyranthes brasiliensis (Traub) Traub,VU,Portaria 443/2014
Amaryllidaceae,Zephyranthes candida (Lindl.) Herb.,EN,Portaria 443/2014
Amaryllidaceae,Zephyranthes capivarina Ravenna,VU,Portaria 443/2014
Amaryllidaceae,Zephyranthes paranaensis Ravenna,EN,Portaria 443/2014
Anacardiaceae,Myracrodruon balansae (Engl.) Santin,EN,Portaria 443/2014
Anacardiaceae,Schinopsis balansae Engl.,EN,Portaria 443/2014
Anemiaceae,Anemia blechnoides J.Sm.,VU,Portaria 443/2014
Anemiaceae,Anemia dentata Gardner,VU,Portaria 443/2014
Anemiaceae,Anemia gardneri Hook.,VU,Portaria 443/2014
Anemiaceae,Anemia trichorhiza Gardner,VU,Portaria 443/2014
Annonaceae,Annona maritima (Záchia) H.Rainer,VU,Portaria 443/2014
Annonaceae,Annona parviflora (A.St.-Hil.) H.Rainer,EN,Portaria 443/2014
Annonaceae,Annona pickelii (Diels) H.Rainer,VU,Portaria 443/2014
Annonaceae,Annona ubatubensis (Maas & Westra) H.Rainer,EN,Portaria 443/2014
Annonaceae,Duguetia magnolioidea Maas,EN,Portaria 443/2014
Annonaceae,Duguetia restingae Maas,CR,Portaria 443/2014
Annonaceae,Duguetia reticulata Maas,EN,Portaria 443/2014
Annonaceae,Duguetia scottmorii Maas,CR,Portaria 443/2014
Annonaceae,Duguetia sooretamae Maas,EN,Portaria 443/2014
Annonaceae,Hornschuchia alba (A.St.-Hil.) R.E.Fr.,CR,Portaria 443/2014
Annonaceae,Hornschuchia cauliflora Maas & Setten,EN,Portaria 443/2014
Annonaceae,Hornschuchia obliqua Maas & Setten,EN,Portaria 443/2014
Annonaceae,Trigynaea axilliflora D.M.Johnson & N.A.Muray,CR,Portaria 443/2014
Annonaceae,Trigynaea oblongifolia Schltdl.,EN,Portaria 443/2014
Annonaceae,Unonopsis riedeliana R.E.Fr.,EN,Portaria 443/2014
Apiaceae,Eryngium corallinum Mathias & Constance,CR,Portaria 443/2014
Apiaceae,Eryngium divaricatum Hook. & Arn.,EN,Portaria 443/2014
Apiaceae,Eryngium dorae Norman,CR,Portaria 443/2014
Apiaceae,Eryngium falcifolium Irgang,EN,Portaria 443/2014
Apiaceae,Eryngium koehneanum Urb.,VU,Portaria 443/2014
Apiaceae,Eryngium ombrophilum Dusén & H.Wolff,EN,Portaria 443/2014
Apiaceae,Eryngium ramboanum Mathias & Constance,CR,Portaria 443/2014
Apiaceae,Eryngium scirpinum Cham.,EN,Portaria 443/2014
Apiaceae,Eryngium smithii Mathias & Constance,EN,Portaria 443/2014
Apiaceae,Eryngium urbanianum H.Wolff,EN,Portaria 443/2014
Apiaceae,Eryngium zosterifolium H.Wolff,VU,Portaria 443/2014
Apiaceae,Klotzschia rhizophylla Urb.,EN,Portaria 443/2014
Apiaceae,Lilaeopsis brasiliensis (Glaz.) Affolter,VU,Portaria 443/2014
Apocynaceae,Ditassa arianeae Fontella & E.A.Schwarz,EN,Portaria 443/2014
Apocynaceae,Ditassa auriflora Rapini,CR,Portaria 443/2014
Apocynaceae,Ditassa cipoensis (Fontella) Rapini,EN,Portaria 443/2014
Apocynaceae,Ditassa cordeiroana Fontella,EN,Portaria 443/2014
Apocynaceae,Ditassa itambensis Rapini,EN,Portaria 443/2014
Apocynaceae,Ditassa laevis Mart.,EN,Portaria 443/2014
Apocynaceae,Ditassa leonii Fontella & T.U.P.Konno,VU,Portaria 443/2014
Apocynaceae,Ditassa longisepala (Hua) Fontella & E.A.Schwarz,EN,Portaria 443/2014
Apocynaceae,Ditassa maricaensis Fontella & E.A.Schwarz,EN,Portaria 443/2014
Apocynaceae,Ditassa oberdanii Fontella & M.C.Alvarez,EN,Portaria 443/2014
Apocynaceae,Gonolobus dorothyanus Fontella,CR,Portaria 443/2014
Apocynaceae,Gyrostelma bornmuelleri Schltr. ex Malme,EN,Portaria 443/2014
Apocynaceae,Gyrostelma oxypetaloides E.Fourn.,EN,Portaria 443/2014
Apocynaceae,Hemipogon abietoides E.Fourn.,CR,Portaria 443/2014
Apocynaceae,Hemipogon furlanii (Fontella) Rapini,EN,Portaria 443/2014
Apocynaceae,Hemipogon hatschbachii (Fontella & Marquete) Rapini,CR,Portaria 443/2014
Apocynaceae,Hemipogon piranii (Fontella) Rapini,CR,Portaria 443/2014
Apocynaceae,Jobinia hatschbachii Fontella & E.A.Schwarz,EN,Portaria 443/2014
Apocynaceae,Macroditassa marianae Fontella & M.V.Ferreira,CR,Portaria 443/2014
Apocynaceae,Marsdenia otoniensis Fontella & Morillo,CR,Portaria 443/2014
Apocynaceae,Marsdenia queirozii Fontella,EN,Portaria 443/2014
Apocynaceae,Matelea bahiensis Morillo & Fontella,EN,Portaria 443/2014
Apocynaceae,Matelea glaziovii (E.Fourn.) Morillo,VU,Portaria 443/2014
Apocynaceae,Matelea hatschbachii (Fontella & Valente) Morillo,EN,Portaria 443/2014
Apocynaceae,Matelea marcoassisii Fontella,VU,Portaria 443/2014
Apocynaceae,Matelea santosii Morillo & Fontella,EN,Portaria 443/2014
Apocynaceae,Metastelma giuliettianum Fontella,EN,Portaria 443/2014
Apocynaceae,Metastelma harleyi Fontella,EN,Portaria 443/2014
Apocynaceae,Minaria bifurcata (Rapini) T.U.P.Konno & Rapini,CR,Portaria 443/2014
Apocynaceae,Minaria diamantinensis (Fontella) T.U.P.Konno & Rapini,CR,Portaria 443/2014
Apocynaceae,Minaria grazielae (Fontella & Marquete) T.U.P.Konno & Rapini,EN,Portaria 443/2014
Apocynaceae,Minaria harleyi (Fontella & Marquete) Rapini & U.C.S.Silva,EN,Portaria 443/2014
Apocynaceae,Minaria hemipogonoides (E.Fourn.) T.U.P.Konno & Rapini,CR,Portaria 443/2014
Apocynaceae,Minaria inconspicua (Rapini) Rapini,EN,Portaria 443/2014
Apocynaceae,Minaria magisteriana (Rapini) T.U.P.Konno & Rapini,EN,Portaria 443/2014
Apocynaceae,Minaria monocoronata (Rapini) T.U.P.Konno & Rapini,CR,Portaria 443/2014
Apocynaceae,Minaria polygaloides (Silveira) T.U.P.Konno & Rapini,EN,Portaria 443/2014
Apocynaceae,Minaria refractifolia (K.Schum.) T.U.P.Konno & Rapini,VU,Portaria 443/2014
Apocynaceae,Minaria semirii (Fontella) T.U.P.Konno & Rapini,EN,Portaria 443/2014
Apocynaceae,Minaria volubilis Rapini & U.C.S.Silva,EN,Portaria 443/2014
Apocynaceae,Monsanima morrenioides (Goyder) Liede & Meve,CR,Portaria 443/2014
Apocynaceae,Oxypetalum dusenii Malme,EN,Portaria 443/2014
Apocynaceae,Oxypetalum ekblomii Malme,EN,Portaria 443/2014
Apocynaceae,Oxypetalum glaziovii (E.Fourn.) Fontella & Marquete,EN,Portaria 443/2014
Apocynaceae,Oxypetalum leonii Fontella,EN,Portaria 443/2014
Apocynaceae,Oxypetalum mexiae Malme,CR,Portaria 443/2014
Apocynaceae,Prestonia solanifolia (Müll.Arg.) Woodson,EN,Portaria 443/2014
Apocynaceae,Tabernaemontana cumata Leeuwenb.,EN,Portaria 443/2014
Aquifoliaceae,Ilex auricula S.Andrews,CR,Portaria 443/2014
Aquifoliaceae,Ilex loranthoides Mart. ex Reissek,VU,Portaria 443/2014
Aquifoliaceae,Ilex prostrata Groppo,CR,Portaria 443/2014
Araceae,Anthurium jureianum Cath. & Olaio,VU,Portaria 443/2014
Araceae,Anthurium langsdorffii Schott,EN,Portaria 443/2014
Araceae,Anthurium lucidum Kunth,EN,Portaria 443/2014
Araceae,Anthurium luschnathianum Kunth,EN,Portaria 443/2014
Araceae,Anthurium radicans K.Koch & Haage,VU,Portaria 443/2014
Araceae,Anthurium xanthophylloides G.M.Barroso,VU,Portaria 443/2014
Araceae,Heteropsis flexuosa (Kunth) G.S.Bunting,VU,Portaria 443/2014
Araceae,Philodendron fragile Nadruz & Mayo,EN,Portaria 443/2014
Araceae,Philodendron spiritus-sancti G.S.Bunting,EN,Portaria 443/2014
Araliaceae,Hydrocotyle langsdorffii DC.,EN,Portaria 443/2014
Araliaceae,Schefflera aurata Fiaschi,CR,Portaria 443/2014
Araliaceae,Schefflera gardneri (Seem.) Frodin & Fiaschi,EN,Portaria 443/2014
Araliaceae,Schefflera glaziovii (Taub.) Frodin & Fiaschi,EN,Portaria 443/2014
Araliaceae,Schefflera sprucei (Seem.) Harms,VU,Portaria 443/2014
Araliaceae,Schefflera succinea Frodin & Fiaschi,EN,Portaria 443/2014
Araucariaceae,Araucaria angustifolia (Bertol.) Kuntze,EN,Portaria 443/2014
Arecaceae,Acrocomia emensis (Toledo) Lorenzi,VU,Portaria 443/2014
Arecaceae,Allagoptera brevicalyx Moraes,VU,Portaria 443/2014
Arecaceae,Attalea barreirensis Glassman,VU,Portaria 443/2014
Arecaceae,Attalea brasiliensis Glassman,EN,Portaria 443/2014
Arecaceae,Bactris timbuiensis H.Q.B.Fern.,EN,Portaria 443/2014
Arecaceae,Butia capitata (Mart.) Becc.,VU,Portaria 443/2014
Arecaceae,Butia eriospatha (Mart. ex Drude) Becc.,VU,Portaria 443/2014
Arecaceae,Butia leptospatha (Burret) Noblick,CR,Portaria 443/2014
Arecaceae,Butia microspadix Burret,VU,Portaria 443/2014
Arecaceae,Butia purpurascens Glassman,EN,Portaria 443/2014
Arecaceae,Butia yatay (Mart.) Becc.,VU,Portaria 443/2014
Arecaceae,Euterpe edulis Mart.,VU,Portaria 443/2014
Arecaceae,Lytocaryum insigne (Drude) Toledo,VU,Portaria 443/2014
Arecaceae,Syagrus glaucescens Glaz. ex Becc.,VU,Portaria 443/2014
Arecaceae,Syagrus macrocarpa Barb.Rodr.,EN,Portaria 443/2014
Arecaceae,Syagrus mendanhensis Glassman,CR,Portaria 443/2014
Arecaceae,Syagrus picrophylla Barb.Rodr.,VU,Portaria 443/2014
Arecaceae,Syagrus ruschiana (Bondar) Glassman,VU,Portaria 443/2014
Aristolochiaceae,Aristolochia hypoglauca Kuhlm.,EN,Portaria 443/2014
Aristolochiaceae,Aristolochia odora Steud.,VU,Portaria 443/2014
Arnelliaceae,Gongylanthus liebmannianus (Lindenb. & Gottsche) Steph.,EN,Portaria 443/2014
Arnelliaceae,Southbya organensis Herzog,CR,Portaria 443/2014
Aspleniaceae,Asplenium beckeri Brade,CR,Portaria 443/2014
Aspleniaceae,Asplenium bradeanum Handro,EN,Portaria 443/2014
Aspleniaceae,Asplenium castaneum Schltdl. & Cham.,EN,Portaria 443/2014
Aspleniaceae,Asplenium schwackei Christ,CR,Portaria 443/2014
Aspleniaceae,Asplenium trindadense (Brade) Sylvestre,CR,Portaria 443/2014
Asteraceae,Acmella pusilla (Hook. & Arn.) R.K.Jansen,EN,Portaria 443/2014
Asteraceae,Acritopappus catolesensis D.J.N.Hind & Bautista,VU,Portaria 443/2014
Asteraceae,Acritopappus connatifolius (Soar.Nunes) R.M.King & H.Rob.,EN,Portaria 443/2014
Asteraceae,Acritopappus irwinii R.M.King & H.Rob.,VU,Portaria 443/2014
Asteraceae,Acritopappus pintoi Bautista & D.J.N.Hind,CR,Portaria 443/2014
Asteraceae,Agrianthus almasensis D.J.N.Hind,EN,Portaria 443/2014
Asteraceae,Agrianthus giuliettiae D.J.N.Hind,EN,Portaria 443/2014
Asteraceae,Aldama corumbensis (Malme) Magenta & Pirani,EN,Portaria 443/2014
Asteraceae,Aldama filifolia (Sch.Bip. ex Baker) E.E.Schill. & Panero,EN,Portaria 443/2014
Asteraceae,Aldama goyazii E.E.Schill. & Panero,VU,Portaria 443/2014
Asteraceae,Aldama linearifolia (Chodat) E.E.Schill. & Panero,CR,Portaria 443/2014
Asteraceae,Aldama paranensis (Malme) Magenta & Pirani,CR,Portaria 443/2014
Asteraceae,Aldama vernonioides (Baker) E.E.Schill. & Panero,EN,Portaria 443/2014
Asteraceae,Anteremanthus hatschbachii H.Rob.,EN,Portaria 443/2014
Asteraceae,Aspilia almasensis D.J.N.Hind,VU,Portaria 443/2014
Asteraceae,Aspilia belo-horizontinae J.U.Santos,CR,Portaria 443/2014
Asteraceae,Aspilia caudata J.U.Santos,EN,Portaria 443/2014
Asteraceae,Aspilia cordifolia J.U.Santos,EN,Portaria 443/2014
Asteraceae,Aspilia cylindrocephala H.Rob.,VU,Portaria 443/2014
Asteraceae,Aspilia diamantinae J.U.Santos,EN,Portaria 443/2014
Asteraceae,Aspilia diffusiflora H.Rob.,VU,Portaria 443/2014
Asteraceae,Aspilia diniz-cruzeanae J.U.Santos,CR,Portaria 443/2014
Asteraceae,Aspilia eglerii J.U.Santos,CR,Portaria 443/2014
Asteraceae,Aspilia espinhacensis J.U.Santos,EN,Portaria 443/2014
Asteraceae,Aspilia grazielae J.U.Santos,EN,Portaria 443/2014
Asteraceae,Aspilia jugata H.Rob.,CR,Portaria 443/2014
Asteraceae,Aspilia ovalifolia (DC.) Baker,CR,Portaria 443/2014
Asteraceae,Aspilia pereirae J.U.Santos,EN,Portaria 443/2014
Asteraceae,Aspilia prostrata J.U.Santos,EN,Portaria 443/2014
Asteraceae,Aspilia reticulata Baker,VU,Portaria 443/2014
Asteraceae,Aspilia silphioides (Hook. & Arn.) Benth. & Hook.,EN,Portaria 443/2014
Asteraceae,Austroeupatorium rosmarinaceum (Cabrera & Vittet) R.M.King & H.Rob.,VU,Portaria 443/2014
Asteraceae,Baccharis aracatubensis Malag.,EN,Portaria 443/2014
Asteraceae,Baccharis concinna G.M.Barroso,VU,Portaria 443/2014
Asteraceae,Baccharis elliptica Gardner,EN,Portaria 443/2014
Asteraceae,Baccharis hypericifolia Baker,EN,Portaria 443/2014
Asteraceae,Baccharis lychnophora Gardner,VU,Portaria 443/2014
Asteraceae,Baccharis penningtonii Heering,VU,Portaria 443/2014
Asteraceae,Baccharis polyphylla Gardner,VU,Portaria 443/2014
Asteraceae,Baccharis pseudoalpestris Malag.,VU,Portaria 443/2014
Asteraceae,Caatinganthus rubropappus (Soar.Nunes) H.Rob.,EN,Portaria 443/2014
Asteraceae,Calea abbreviata Pruski & Urbatsch,CR,Portaria 443/2014
Asteraceae,Calea acaulis Baker,VU,Portaria 443/2014
Asteraceae,Calea brittoniana Pruski,CR,Portaria 443/2014
Asteraceae,Calea gentianoides DC.,VU,Portaria 443/2014
Asteraceae,Calea heteropappa Pruski & Urbatsch,EN,Portaria 443/2014
Asteraceae,Calea kristiniae Pruski,EN,Portaria 443/2014
Asteraceae,Campuloclinium parvulum (Glaz.) R.M.King & H.Rob.,VU,Portaria 443/2014
Asteraceae,Catolesia mentiens D.J.N.Hind,CR,Portaria 443/2014
Asteraceae,Chaptalia chapadensis D.J.N.Hind,CR,Portaria 443/2014
Asteraceae,Chaptalia cordifolia (Baker) Cabrera,VU,Portaria 443/2014
Asteraceae,Chaptalia hermogenis M.D.Moraes,CR,Portaria 443/2014
Asteraceae,Chionolaena lychnophorioides Sch.Bip.,VU,Portaria 443/2014
Asteraceae,Chresta souzae H.Rob.,EN,Portaria 443/2014
Asteraceae,Chromolaena angusticeps (Malme) R.M.King & H.Rob.,EN,Portaria 443/2014
Asteraceae,Chromolaena arrayana (Gardner) R.M.King & H.Rob.,EN,Portaria 443/2014
Asteraceae,Chromolaena costatipes (B.L.Rob.) R.M.King & H.Rob.,EN,Portaria 443/2014
Asteraceae,Chromolaena rhinanthacea (DC.) R.M.King & H.Rob.,EN,Portaria 443/2014
Asteraceae,Chronopappus bifrons (DC. ex Pers.) DC.,VU,Portaria 443/2014
Asteraceae,Chrysolaena nicolackii H.Rob.,VU,Portaria 443/2014
Asteraceae,Cololobus longiangustatus ( G.M.Barroso ) H.Rob.,EN,Portaria 443/2014
Asteraceae,Cololobus rupestris (Gardner) H.Rob.,EN,Portaria 443/2014
Asteraceae,Dendrophorbium catharinense (Dusén ex Cabrera) C.Jeffrey,VU,Portaria 443/2014
Asteraceae,Dendrophorbium paranense (Malme) Matzenb. & Baptista,EN,Portaria 443/2014
Asteraceae,Dimerostemma annuum (Hassl.) H. Rob.,EN,Portaria 443/2014
Asteraceae,Dimerostemma episcopale (H.Rob.) H.Rob.,EN,Portaria 443/2014
Asteraceae,Dimerostemma grazielae H.Rob.,VU,Portaria 443/2014
Asteraceae,Dimerostemma myrtifolium (Chodat) M.D.Moraes,EN,Portaria 443/2014
Asteraceae,Disynaphia ericoides (DC.) R.M.King & H.Rob.,EN,Portaria 443/2014
Asteraceae,Disynaphia praeficta (B.L.Rob.) R.M.King & H.Rob.,EN,Portaria 443/2014
Asteraceae,Disynaphia variolata (B.L.Rob.) R.M.King & H.Rob.,EN,Portaria 443/2014
Asteraceae,Echinocoryne echinocephala (H.Rob.) H.Rob.,EN,Portaria 443/2014
Asteraceae,Eremanthus argenteus MacLeish & H.Schumach.,EN,Portaria 443/2014
Asteraceae,Eremanthus leucodendron Mattf.,EN,Portaria 443/2014
Asteraceae,Eremanthus polycephalus (DC.) MacLeish,VU,Portaria 443/2014
Asteraceae,Gochnatia rotundifolia Less.,VU,Portaria 443/2014
Asteraceae,Gyptis vernoniopsis (Sch.Bip. ex Baker) R.M.King & H.Rob.,EN,Portaria 443/2014
Asteraceae,Heterocoma albida (DC. ex Pers.) DC.,CR,Portaria 443/2014
Asteraceae,Heterocondylus lysimachioides (Chodat) R.M.King & H.Rob.,VU,Portaria 443/2014
Asteraceae,Hoehnephytum almasense D.J.N.Hind,EN,Portaria 443/2014
Asteraceae,Holocheilus hieracioides (D.Don) Cabrera,EN,Portaria 443/2014
Asteraceae,Holocheilus monocephalus Mondin,EN,Portaria 443/2014
Asteraceae,Hysterionica pinnatiloba Matzenb. & Sobral,EN,Portaria 443/2014
Asteraceae,Hysterionica pinnatisecta Matzenb. & Sobral,CR,Portaria 443/2014
Asteraceae,Ianthopappus corymbosus (Less.) Roque & D.J.N.Hind,CR,Portaria 443/2014
Asteraceae,Ichthyothere elliptica H.Rob.,EN,Portaria 443/2014
Asteraceae,Lepidaploa almasensis (D.J.N.Hind) H.Rob.,CR,Portaria 443/2014
Asteraceae,Lepidaploa gnaphalioides (Sch.Bip. ex Baker) H.Rob.,EN,Portaria 443/2014
Asteraceae,Lepidaploa pseudaurea (D.J.N.Hind) H.Rob.,EN,Portaria 443/2014
Asteraceae,Lepidaploa spixiana (Mart. ex DC.) H.Rob.,EN,Portaria 443/2014
Asteraceae,Leptostelma catharinense (Cabrera) A.M.Teles & Sobral,EN,Portaria 443/2014
Asteraceae,Lessingianthus adenophyllus (Mart. ex DC.) H.Rob.,EN,Portaria 443/2014
Asteraceae,Lessingianthus asteriflorus (Mart. ex DC.) H.Rob.,EN,Portaria 443/2014
Asteraceae,Lessingianthus constrictus (Matzenb. & Mafiol.) Dematt.,CR,Portaria 443/2014
Asteraceae,Lessingianthus eitenii (H.Rob.) H.Rob.,EN,Portaria 443/2014
Asteraceae,Lessingianthus exiguus (Cabrera) H.Rob.,VU,Portaria 443/2014
Asteraceae,Lessingianthus irwinii (G.M.Barroso) H.Rob.,VU,Portaria 443/2014
Asteraceae,Lessingianthus pumillus (Vell.) H.Rob.,VU,Portaria 443/2014
Asteraceae,Lessingianthus reitzianus (Cabrera) H.Rob.,VU,Portaria 443/2014
Asteraceae,Lessingianthus rosmarinifolius (Less.) H.Rob.,EN,Portaria 443/2014
Asteraceae,Lessingianthus souzae (H.Rob.) H.Rob.,EN,Portaria 443/2014
Asteraceae,Lessingianthus stoechas (Mart. ex Baker) H.Rob.,VU,Portaria 443/2014
Asteraceae,Lessingianthus subcarduoides (H.Rob.) H.Rob.,EN,Portaria 443/2014
Asteraceae,Lessingianthus venosissimus (Sch.Bip. ex Baker) H.Rob.,EN,Portaria 443/2014
Asteraceae,Lessingianthus westermanii (Ekman & Dusén ex Malme) H.Rob.,EN,Portaria 443/2014
Asteraceae,Lessingianthus zuccarinianus (Mart. ex DC.) H.Rob.,VU,Portaria 443/2014
Asteraceae,Lomatozona artemisiifolia Baker,EN,Portaria 443/2014
Asteraceae,Lulia nervosa (Less.) Zardini,EN,Portaria 443/2014
Asteraceae,Lychnophora albertinioides Gardner,CR,Portaria 443/2014
Asteraceae,Lychnophora brunioides Mart.,CR,Portaria 443/2014
Asteraceae,Lychnophora crispa Mattf.,EN,Portaria 443/2014
Asteraceae,Lychnophora diamantinana Coile & Jones,EN,Portaria 443/2014
Asteraceae,Lychnophora gardneri Sch.Bip.,EN,Portaria 443/2014
Asteraceae,Lychnophora granmogolensis (Duarte) Semir,EN,Portaria 443/2014
Asteraceae,Lychnophora humillima Sch.Bip.,CR,Portaria 443/2014
Asteraceae,Lychnophora markgravii G.M.Barroso,EN,Portaria 443/2014
Asteraceae,Lychnophora martiana Gardner,EN,Portaria 443/2014
Asteraceae,Lychnophora mello-barretoi G.M.Barroso,EN,Portaria 443/2014
Asteraceae,Lychnophora pohlii Sch.Bip.,EN,Portaria 443/2014
Asteraceae,Lychnophora ramosissima Gardner,VU,Portaria 443/2014
Asteraceae,Lychnophora regis H.Rob.,EN,Portaria 443/2014
Asteraceae,Lychnophora reticulata Gardner,EN,Portaria 443/2014
Asteraceae,Lychnophora rosmarinifolia Mart.,EN,Portaria 443/2014
Asteraceae,Lychnophora santosii H.Rob.,EN,Portaria 443/2014
Asteraceae,Lychnophora sellowii Sch.Bip.,EN,Portaria 443/2014
Asteraceae,Lychnophora sericea D.J.N.Hind,CR,Portaria 443/2014
Asteraceae,Lychnophora souzae H.Rob.,CR,Portaria 443/2014
Asteraceae,Lychnophora syncephala (Sch.Bip.) Sch.Bip.,EN,Portaria 443/2014
Asteraceae,Lychnophora tomentosa (Mart. ex DC.) Sch.Bip.,VU,Portaria 443/2014
Asteraceae,Lychnophora villosissima Mart.,EN,Portaria 443/2014
Asteraceae,Lychnophoriopsis candelabrum (Sch.Bip.) H.Rob.,EN,Portaria 443/2014
Asteraceae,Lychnophoriopsis damazioi (Beauverd) H.Rob.,EN,Portaria 443/2014
Asteraceae,Lychnophoriopsis hatschbachii H.Rob.,EN,Portaria 443/2014
