especie_original,cat_ameaca_cncflora,fonte
Carapichea ipecacuanha,VU,cncflora_web
Cardiospermum corindum,LC,cncflora_web
Cariniana legalis,EN,cncflora_ckan
Carolus chlorocarpus,LC,cncflora_web
Caryocar brasiliense,LC,cncflora_web
Caryodendron janeirense,LC,cncflora_ckan
Casearia gossypiosperma,LC,cncflora_web
Casearia lasiophylla,LC,cncflora_web
Casearia obliqua,LC,cncflora_ckan
Casearia paranaensis,NT,cncflora_ckan
Casearia selloana,LC,cncflora_ckan
Catasetum atratum,NT,cncflora_web
Catasetum cernuum,LC,cncflora_web
Catasetum fimbriatum,LC,cncflora_web
Catasetum purum,LC,cncflora_web
Cattleya bicolor,NT,cncflora_web
Cattleya guttata,VU,cncflora_web
Cattleya harrisoniana,VU,cncflora_web
Cattleya intermedia,VU,cncflora_web
Cattleya tigrina,VU,cncflora_web
Cattleya walkeriana,VU,cncflora_web
Cayaponia bonariensis,LC,cncflora_web
Cayaponia espelina,LC,cncflora_web
Cayaponia pedata,DD,cncflora_web
Cayaponia trilobata,LC,cncflora_web
Cecropia glaziovii,LC,cncflora_ckan
Cecropia hololeuca,LC,cncflora_ckan
Cedrela fissilis,VU,cncflora_web
Cedrela odorata,VU,cncflora_web
Celosia grandifolia,LC,cncflora_web
Celtis ehrenbergiana,LC,cncflora_web
Centroglossa macroceras,LC,cncflora_web
Centroglossa tripollinica,LC,cncflora_web
Centrolobium tomentosum,LC,cncflora_web
Centrosema bracteosum,LC,cncflora_web
Centrosema jaraguaense,DD,cncflora_web
Centrosema pubescens,LC,cncflora_web
Centrosema sagittatum,LC,cncflora_web
Cephalozia crassifolia,LC,cncflora_web
Ceradenia glaziovii,EN,cncflora_web
Ceratosanthes hilariana,LC,cncflora_web
Cestrum subpulverulentum,LC,cncflora_ckan
Cestrum tubulosum,LC,cncflora_web
Chamaecrista atroglandulosa,EN,cncflora_web
Chamaecrista trachycarpa,LC,cncflora_web
Chamissoa acuminata,LC,cncflora_web
Chamissoa altissima,LC,cncflora_web
Chaptalia hermogenis,CR,cncflora_web
Cheilanthes goyazensis,NT,cncflora_web
Cheilanthes regnelliana,EN,cncflora_web
Chionanthus filiformis,LC,cncflora_web
Chiropetalum gymnadenium,VU,cncflora_web
Chloroleucon tortum,NT,cncflora_ckan
Chomelia modesta,CR,cncflora_web
Chomelia parvifolia,LC,cncflora_ckan
Chomelia pedunculosa,LC,cncflora_ckan
Chomelia randioides,EN,cncflora_ckan
Chondrodendron platiphyllum,DD,cncflora_web
Chresta sphaerocephala,LC,cncflora_web
Christensonella pumila,LC,cncflora_web
Christiana macrodon,EN,cncflora_ckan
Chromolaena arrayana,EN,cncflora_web
Chromolaena barbacensis,LC,cncflora_web
Chromolaena elliptica,LC,cncflora_web
Chromolaena latisquamulosa,DD,cncflora_web
Chromolaena rhinanthacea,EN,cncflora_web
Chrysolaena dusenii,EN,cncflora_web
Chrysophyllum flexuosum,LC,cncflora_web
Chrysophyllum imperiale,EN,cncflora_ckan
Chrysophyllum inornatum,LC,cncflora_web
Chrysophyllum viride,NT,cncflora_ckan
Chusquea attenuata,EN,cncflora_web
Chusquea erecta,EN,cncflora_web
Chusquea heterophylla,EN,cncflora_web
Chusquea pinifolia,LC,cncflora_web
Chusquea pulchella,EN,cncflora_web
Chusquea tenuiglumis,CR,cncflora_web
Chytroglossa paulensis,DD,cncflora_web
Cinnamodendron dinisii,LC,cncflora_ckan
Cinnamodendron occhionianum,CR,cncflora_ckan
Cinnamomum glaziovii,LC,cncflora_ckan
Cinnamomum stenophyllum,LC,cncflora_web
Cinnamomum triplinerve,LC,cncflora_web
Cirrhaea dependens,LC,cncflora_web
Cirrhaea fuscolutea,EN,cncflora_web
Cirrhaea loddigesii,CR,cncflora_web
Cirrhaea longiracemosa,VU,cncflora_web
Cissampelos pareira,LC,cncflora_web
Cissus serroniana,NT,cncflora_web
Cissus stipulata,LC,cncflora_web
Cissus trianae,DD,cncflora_web
Citharexylum solanaceum,LC,cncflora_ckan
Cleistes gracilis,LC,cncflora_web
Cleistes libonii,LC,cncflora_web
Cleistes mantiqueirae,LC,cncflora_web
Cleistes paranaensis,LC,cncflora_web
Cleistes ramboi,LC,cncflora_web
Clematis campestris,LC,cncflora_web
Clethra scabra,LC,cncflora_web
Clitoria densiflora,LC,cncflora_web
Clitoria laurifolia,LC,cncflora_web
Cnemidaria uleana,LC,cncflora_web
Cochlospermum regium,LC,cncflora_web
Codonanthe carnosa,VU,cncflora_web
Codonanthe devosiana,LC,cncflora_web
Codonanthe gracilis,LC,cncflora_web
Codonanthe venosa,VU,cncflora_web
Cohniella jonesiana,LC,cncflora_web
Colanthelia macrostachya,EN,cncflora_web
Collaea speciosa,LC,cncflora_web
Colubrina glandulosa,LC,cncflora_web
Colubrina retusa,LC,cncflora_web
Comparettia falcata var. paulensis,DD,cncflora_web
Conchocarpus fontanesianus,LC,cncflora_ckan
Connarus rostratus,LC,cncflora_web
Convolvulus hasslerianus,DD,cncflora_web
Copaifera lucens,LC,cncflora_ckan
Coppensia hydrophila,LC,cncflora_web
Coppensia macronyx,VU,cncflora_web
Coppensia majevskyi,EN,cncflora_web
Coppensia montana,LC,cncflora_web
Coppensia ramosa,LC,cncflora_web
Coppensia varicosa,LC,cncflora_web
Cordia magnoliifolia,LC,cncflora_ckan
Cordia ochnacea,EN,cncflora_ckan
Cordia silvestris,LC,cncflora_web
Cordia tarodae,EN,cncflora_ckan
Cordia trichoclada,LC,cncflora_web
Corymborkis flava,LC,cncflora_web
Couepia leitaofilhoi,EN,cncflora_ckan
Couepia meridionalis,CR,cncflora_ckan
Couepia monteclarensis,LC,cncflora_web
Couepia venosa,LC,cncflora_ckan
Coussarea accedens,VU,cncflora_ckan
Coussarea bocainae,EN,cncflora_ckan
Coussarea hydrangeifolia,LC,cncflora_web
Coussarea nodosa,LC,cncflora_web
Cranichis candida,LC,cncflora_web
Cratylia intermedia,LC,cncflora_web
Critoniopsis quinqueflora,LC,cncflora_ckan
Crotalaria otoptera,LC,cncflora_web
Croton alchorneicarpus,LC,cncflora_ckan
Croton celtidifolius,LC,cncflora_ckan
Croton compressus,LC,cncflora_web
Croton floribundus,LC,cncflora_ckan
Croton glechomifolius,DD,cncflora_web
Croton gracilipes,LC,cncflora_ckan
Croton hemiargyreus,EN,cncflora_ckan
Croton hirtus,LC,cncflora_web
Croton leptobotryus,VU,cncflora_web
Croton macrobothrys,LC,cncflora_ckan
Croton piptocalyx,LC,cncflora_ckan
Croton priscus,EN,cncflora_ckan
Croton salutaris,LC,cncflora_ckan
Croton serratifolius,LC,cncflora_web
Croton sphaerogynus,LC,cncflora_web
Croton vulnerarius,LC,cncflora_ckan
Crumenaria choretroides,LC,cncflora_web
Crumenaria polygaloides,LC,cncflora_web
Cryptangium claussenii,LC,cncflora_web
Cryptocarya micrantha,LC,cncflora_ckan
Cryptochloa capillata,LC,cncflora_web
Ctenitis anniesii,LC,cncflora_web
Ctenitis eriocaulis,LC,cncflora_web
Ctenitis fenestralis,DD,cncflora_web
Ctenium brevispicatum,LC,cncflora_web
Ctenium cirrhosum,DD,cncflora_web
Culcita coniifolia,NT,cncflora_web
Cupania concolor,NT,cncflora_ckan
Cupania furfuracea,NT,cncflora_ckan
Cupania ludowigii,LC,cncflora_ckan
Cupania tenuivalvis,LC,cncflora_ckan
Cupania zanthoxyloides,LC,cncflora_ckan
Cuphea acinifolia,LC,cncflora_web
Cuphea arenarioides,VU,cncflora_web
Cuphea glaziovii,EN,cncflora_web
Cuphea linarioides,LC,cncflora_web
Cuphea lutescens,LC,cncflora_web
Cuphea melvilla,LC,cncflora_web
Cuphea repens,LC,cncflora_web
Curculigo scorzonerifolia,LC,cncflora_web
Curtia tenuifolia,LC,cncflora_web
Cuscuta obtusiflora,NT,cncflora_web
Cyanaeorchis arundinae,LC,cncflora_web
Cyanocephalus lippioides,LC,cncflora_ckan
Cyathea corcovadensis,LC,cncflora_web
Cyathea glaziovii,LC,cncflora_web
Cyathea pungens,LC,cncflora_web
Cybianthus densicomus,LC,cncflora_web
Cybianthus goyazensis,LC,cncflora_ckan
Cylindrocolea rhizantha,LC,cncflora_web
Cymbocarpa refracta,LC,cncflora_web
Cyperus giganteus,LC,cncflora_web
Cyperus rotundus,LC,cncflora_web
Cyrtopodium blanchetii,LC,cncflora_web
Cyrtopodium brandonianum,LC,cncflora_web
Cyrtopodium dusenii,LC,cncflora_web
Cyrtopodium flavum,LC,cncflora_web
Cyrtopodium fowliei,LC,cncflora_web
Cyrtopodium gigas,LC,cncflora_web
Cyrtopodium hatschbachii,EN,cncflora_web
Cyrtopodium lissochiloides,VU,cncflora_web
Cyrtopodium pallidum,LC,cncflora_web
Cyrtopodium palmifrons,VU,cncflora_web
Cyrtopodium paludicolum,LC,cncflora_web
Cyrtopodium parviflorum,LC,cncflora_web
Cyrtopodium triste,VU,cncflora_web
Dahlstedtia floribunda,LC,cncflora_ckan
Dahlstedtia pentaphylla,LC,cncflora_ckan
Dalbergia ernest-ulei,EN,cncflora_ckan
Dalbergia nigra,VU,cncflora_ckan
Dalechampia glechomifolia,LC,cncflora_web
Dalechampia leandrii,NT,cncflora_web
Danthonia cirrata,EN,cncflora_web
Daphnopsis brasiliensis,LC,cncflora_ckan
Daphnopsis coriacea,LC,cncflora_ckan
Daphnopsis martii,LC,cncflora_ckan
Daphnopsis schwackeana,LC,cncflora_ckan
Daphnopsis utilis,LC,cncflora_ckan
Dasyanthina serrata,LC,cncflora_web
Dasycondylus resinosus,LC,cncflora_web
Dasyphyllum synacanthum,DD,cncflora_web
Davilla nitida,LC,cncflora_web
Declieuxia cordigera,LC,cncflora_web
Declieuxia fruticosa,LC,cncflora_web
Declieuxia oenanthoides,LC,cncflora_web
Dendropanax cuneatus,LC,cncflora_web
Dendropanax denticulatus,EN,cncflora_ckan
Dendropanax nebulosus,EN,cncflora_ckan
Dendrophorbium glaziovii,NT,cncflora_ckan
Desmodium procumbens,LC,cncflora_web
Diandrolyra tatianae,EN,cncflora_web
Dichaea mosenii,VU,cncflora_web
Dichanthelium aequivaginatum,NT,cncflora_web
Dichanthelium surrectum,LC,cncflora_web
