taxonid,especie,subespecie,rank,subpopulation,cat_ameaca_iucn
120035544,Acanthagrion kaori,s.i.,s.i.,s.i.,DD
158900,Acanthagrion kennedii,s.i.,s.i.,s.i.,LC
49254644,Acanthagrion lancea,s.i.,s.i.,s.i.,LC
158827,Acanthagrion longispinosum,s.i.,s.i.,s.i.,LC
49254260,Acanthagrion minutum,s.i.,s.i.,s.i.,LC
49254721,Acanthagrion obsoletum,s.i.,s.i.,s.i.,LC
49254282,Acanthagrion phallicorne,s.i.,s.i.,s.i.,LC
120035588,Acanthagrion triangulare,s.i.,s.i.,s.i.,DD
159021,Acanthagrion truncatum,s.i.,s.i.,s.i.,LC
158881,Acanthallagma luteum,s.i.,s.i.,s.i.,DD
158936,Acanthallagma strohmi,s.i.,s.i.,s.i.,DD
154987,Acanthistius brasilianus,s.i.,s.i.,s.i.,DD
195078,Acanthistius patachonicus,s.i.,s.i.,s.i.,DD
97259978,Acanthochelys macrocephala,s.i.,s.i.,s.i.,NT
78,Acanthochelys radiolata,s.i.,s.i.,s.i.,LR/nt
76,Acanthochelys spixii,s.i.,s.i.,s.i.,LR/nt
170331,Acanthocybium solandri,s.i.,s.i.,s.i.,LC
190201,Acanthonus armatus,s.i.,s.i.,s.i.,LC
193646,Acanthostracion polygonius,s.i.,s.i.,s.i.,LC
193647,Acanthostracion quadricornis,s.i.,s.i.,s.i.,LC
177985,Acanthurus bahianus,s.i.,s.i.,s.i.,LC
177982,Acanthurus chirurgus,s.i.,s.i.,s.i.,LC
177953,Acanthurus coeruleus,s.i.,s.i.,s.i.,LC
178023,Acanthurus monroviae,s.i.,s.i.,s.i.,LC
152946605,Acca sellowiana,s.i.,s.i.,s.i.,LC
22695669,Accipiter bicolor,s.i.,s.i.,s.i.,LC
22695453,Accipiter poliogaster,s.i.,s.i.,s.i.,NT
22734130,Accipiter striatus,s.i.,s.i.,s.i.,LC
22695565,Accipiter superciliosus,s.i.,s.i.,s.i.,LC
167805,Acentronichthys leptos,s.i.,s.i.,s.i.,LC
46107486,Acentronura dendritica,s.i.,s.i.,s.i.,LC
159074,Aceratobasis cornicauda,s.i.,s.i.,s.i.,DD
120035605,Aceratobasis mourei,s.i.,s.i.,s.i.,LC
120035727,Aceratobasis nathaliae,s.i.,s.i.,s.i.,LC
167774,Acestrorhynchus maculipinna,s.i.,s.i.,s.i.,LC
144307218,Achatocarpus praecox,s.i.,s.i.,s.i.,LC
16404574,Achirus achirus,s.i.,s.i.,s.i.,LC
16404805,Achirus declivis,s.i.,s.i.,s.i.,LC
193273,Achirus lineatus,s.i.,s.i.,s.i.,LC
44392974,Acianthera bicarinata,s.i.,s.i.,s.i.,DD
44393155,Acianthera malachantha,s.i.,s.i.,s.i.,VU
44393326,Acianthera saundersiana,s.i.,s.i.,s.i.,LC
44392403,Acianthera variegata,s.i.,s.i.,s.i.,EN
180259050,Acmanthera duckei,s.i.,s.i.,s.i.,DD
194140,Acmella paniculata,s.i.,s.i.,s.i.,LC
185500,Acmella uliginosa,s.i.,s.i.,s.i.,LC
177816686,Acosmium diffusissimum,s.i.,s.i.,s.i.,LC
177828048,Acosmium lentiscifolium,s.i.,s.i.,s.i.,LC
134878005,Acratosaura mentalis,s.i.,s.i.,s.i.,LC
149206725,Acritopappus confertus,s.i.,s.i.,s.i.,LC
163480144,Acritopappus harleyi,s.i.,s.i.,s.i.,CR
149206784,Acritopappus heterolepis,s.i.,s.i.,s.i.,LC
163483217,Acritopappus pereirae,s.i.,s.i.,s.i.,CR
176129220,Acritopappus pintoi,s.i.,s.i.,s.i.,EN
177819171,Acritopappus prunifolius,s.i.,s.i.,s.i.,VU
163469309,Acritopappus subtomentosus,s.i.,s.i.,s.i.,CR
22724510,Acrobatornis fonsecai,s.i.,s.i.,s.i.,VU
44392329,Acroceras zizanioides,s.i.,s.i.,s.i.,LC
190271,Acromycter atlanticus,s.i.,s.i.,s.i.,LC
177110,Acrostichum aureum,s.i.,s.i.,s.i.,LC
178810,Acrostichum danaeifolium,s.i.,s.i.,s.i.,LC
177023725,Actinostemon concolor,s.i.,s.i.,s.i.,LC
146075029,Actinostemon klotzschii,s.i.,s.i.,s.i.,LC
177818032,Actinostemon roseliae,s.i.,s.i.,s.i.,EN
180069264,Actinostemon schomburgkii,s.i.,s.i.,s.i.,LC
149213288,Actinostemon verticillatus,s.i.,s.i.,s.i.,LC
22693277,Actitis macularius,s.i.,s.i.,s.i.,LC
185922,Acyrtops beryllinus,s.i.,s.i.,s.i.,LC
185877,Acyrtus artius,s.i.,s.i.,s.i.,LC
57660,Adelastes hylonomos,s.i.,s.i.,s.i.,DD
56299,Adelophryne adiastola,s.i.,s.i.,s.i.,LC
56300,Adelophryne baturitensis,s.i.,s.i.,s.i.,VU
56301,Adelophryne gutturosa,s.i.,s.i.,s.i.,LC
56302,Adelophryne maranguapensis,s.i.,s.i.,s.i.,EN
56303,Adelophryne pachydactyla,s.i.,s.i.,s.i.,DD
158609,Adelophryne patamona,s.i.,s.i.,s.i.,DD
55179,Adelphobates castaneoticus,s.i.,s.i.,s.i.,LC
55185,Adelphobates galactonotus,s.i.,s.i.,s.i.,LC
55197,Adelphobates quinquevittatus,s.i.,s.i.,s.i.,LC
135868152,Adenaria floribunda,s.i.,s.i.,s.i.,LC
179309765,Adenocalymma bracteosum,s.i.,s.i.,s.i.,LC
158471,Adenomera ajurauna,s.i.,s.i.,s.i.,DD
56304,Adenomera andreae,s.i.,s.i.,s.i.,LC
56305,Adenomera araucaria,s.i.,s.i.,s.i.,LC
56306,Adenomera bokermanni,s.i.,s.i.,s.i.,LC
56307,Adenomera diptyx,s.i.,s.i.,s.i.,LC
56308,Adenomera heyeri,s.i.,s.i.,s.i.,LC
56309,Adenomera hylaedactyla,s.i.,s.i.,s.i.,LC
56311,Adenomera marmorata,s.i.,s.i.,s.i.,LC
56312,Adenomera martinezi,s.i.,s.i.,s.i.,LC
136001,Adenomera nana,s.i.,s.i.,s.i.,LC
136182,Adenomera thomei,s.i.,s.i.,s.i.,LC
180067727,Adenophaedra megalophylla,s.i.,s.i.,s.i.,LC
19892824,Adesmia muricata,s.i.,s.i.,s.i.,LC
164082,Adiantum capillus-veneris,s.i.,s.i.,s.i.,LC
145688049,Adiscanthus fusciflorus,s.i.,s.i.,s.i.,LC
44393036,Aechmea candida,s.i.,s.i.,s.i.,DD
44393202,Aechmea kleinii,s.i.,s.i.,s.i.,EN
44392982,Aechmea pimenti-velosoi,s.i.,s.i.,s.i.,DD
180262789,Aegiphila australis,s.i.,s.i.,s.i.,NT
158689601,Aegiphila brachiata,s.i.,s.i.,s.i.,LC
158693163,Aegiphila cordata,s.i.,s.i.,s.i.,LC
62561,Aegiphila cuneata,s.i.,s.i.,s.i.,LC
180262682,Aegiphila exiguiflora,s.i.,s.i.,s.i.,DD
149213347,Aegiphila fluminensis,s.i.,s.i.,s.i.,LC
151973750,Aegiphila hoehnei,s.i.,s.i.,s.i.,LC
151974556,Aegiphila integrifolia,s.i.,s.i.,s.i.,LC
158691350,Aegiphila mediterranea,s.i.,s.i.,s.i.,LC
145694774,Aegiphila membranacea,s.i.,s.i.,s.i.,LC
150009533,Aegiphila mollis,s.i.,s.i.,s.i.,LC
149208453,Aegiphila obducta,s.i.,s.i.,s.i.,LC
37430,Aegiphila panamensis,s.i.,s.i.,s.i.,LC
149208391,Aegiphila pernambucensis,s.i.,s.i.,s.i.,LC
158695355,Aegiphila ulei,s.i.,s.i.,s.i.,LC
158690239,Aegiphila verticillata,s.i.,s.i.,s.i.,LC
158688997,Aegiphila vitelliniflora,s.i.,s.i.,s.i.,LC
172817975,Aegis luteocontexta,s.i.,s.i.,s.i.,VU
22689378,Aegolius harrisii,s.i.,s.i.,s.i.,LC
22686736,Aeronautes montivagus,s.i.,s.i.,s.i.,LC
19891849,Aeschynomene brasiliana,s.i.,s.i.,s.i.,LC
19892951,Aeschynomene brevipes,s.i.,s.i.,s.i.,LC
170271315,Aeschynomene ciliata,s.i.,s.i.,s.i.,LC
19891722,Aeschynomene gracilis,s.i.,s.i.,s.i.,LC
19891721,Aeschynomene marginata,s.i.,s.i.,s.i.,LC
177827968,Aeschynomene monteiroi,s.i.,s.i.,s.i.,LC
19892858,Aeschynomene racemosa,s.i.,s.i.,s.i.,LC
39415,Aetobatus narinari,s.i.,s.i.,s.i.,NT
55703,Agalychnis aspera,s.i.,s.i.,s.i.,LC
55704,Agalychnis granulosa,s.i.,s.i.,s.i.,LC
22697200,Agamia agami,s.i.,s.i.,s.i.,VU
133535,Agaricia agaricites,s.i.,s.i.,s.i.,LC
133153,Agaricia fragilis,s.i.,s.i.,s.i.,DD
133288,Agaricia grahamae,s.i.,s.i.,s.i.,LC
133100,Agaricia undata,s.i.,s.i.,s.i.,DD
177831624,Agarista glaberrima,s.i.,s.i.,s.i.,LC
149209560,Agarista oleifolia,s.i.,s.i.,s.i.,LC
177831708,Agarista revoluta,s.i.,s.i.,s.i.,LC
103794964,Agelaioides badius,s.i.,s.i.,s.i.,LC
103795103,Agelaioides fringillarius,s.i.,s.i.,s.i.,LC
22724184,Agelasticus cyanopus,s.i.,s.i.,s.i.,LC
22724178,Agelasticus thilius,s.i.,s.i.,s.i.,LC
179302048,Agonandra brasiliensis,s.i.,s.i.,s.i.,LC
145657213,Agonandra peruviana,s.i.,s.i.,s.i.,LC
179302143,Agonandra silvatica,s.i.,s.i.,s.i.,LC
151959381,Agouticarpa curviflora,s.i.,s.i.,s.i.,LC
173004462,Agraulis vanillae,s.i.,s.i.,s.i.,LC
199311,Ahlia egmontis,s.i.,s.i.,s.i.,LC
13485141,Ahliesaurus berryi,s.i.,s.i.,s.i.,LC
35204,Aiouea acarodomatifera,s.i.,s.i.,s.i.,LR/lc
35206,Aiouea benthamiana,s.i.,s.i.,s.i.,LR/lc
35207,Aiouea bracteata,s.i.,s.i.,s.i.,EN
177824606,Aiouea glaziovii,s.i.,s.i.,s.i.,LC
143746577,Aiouea guianensis,s.i.,s.i.,s.i.,LC
143746639,Aiouea laevis,s.i.,s.i.,s.i.,LC
35209,Aiouea lehmannii,s.i.,s.i.,s.i.,LR/lc
35210,Aiouea macedoana,s.i.,s.i.,s.i.,VU
146648856,Aiouea montana,s.i.,s.i.,s.i.,LC
143746839,Aiouea myristicoides,s.i.,s.i.,s.i.,LC
149212527,Aiouea saligna,s.i.,s.i.,s.i.,LC
149209746,Aiouea sellowiana,s.i.,s.i.,s.i.,LC
143749047,Aiouea tomentella,s.i.,s.i.,s.i.,LC
38183,Aiphanes ulei,s.i.,s.i.,s.i.,LR/lc
190967,Akko dionaea,s.i.,s.i.,s.i.,DD
22701838,Akletos goeldii,s.i.,s.i.,s.i.,LC
22701835,Akletos melanoceps,s.i.,s.i.,s.i.,LC
726,Akodon azarae,s.i.,s.i.,s.i.,LC
730,Akodon cursor,s.i.,s.i.,s.i.,LC
742,Akodon lindberghi,s.i.,s.i.,s.i.,DD
136197,Akodon montensis,s.i.,s.i.,s.i.,LC
136260,Akodon mystax,s.i.,s.i.,s.i.,DD
136483,Akodon paranaensis,s.i.,s.i.,s.i.,LC
136693,Akodon reigi,s.i.,s.i.,s.i.,LC
755,Akodon sanctipaulensis,s.i.,s.i.,s.i.,DD
756,Akodon serrensis,s.i.,s.i.,s.i.,LC
36582,Albizia burkartiana,s.i.,s.i.,s.i.,EN
129105602,Albizia carbonaria,s.i.,s.i.,s.i.,LC
36592,Albizia decandra,s.i.,s.i.,s.i.,LR/lc
144259657,Albizia edwallii,s.i.,s.i.,s.i.,LC
36581,Albizia edwarllii,s.i.,s.i.,s.i.,VU
36588,Albizia glabripetala,s.i.,s.i.,s.i.,LC
144271387,Albizia inundata,s.i.,s.i.,s.i.,LC
62475,Albizia niopoides,s.i.,s.i.,s.i.,LC
180257205,Albizia polycephala,s.i.,s.i.,s.i.,LC
62476,Albizia subdimidiata,s.i.,s.i.,s.i.,LC
179302244,Alchornea discolor,s.i.,s.i.,s.i.,LC
145689195,Alchornea glandulosa,s.i.,s.i.,s.i.,LC
136793437,Alchornea latifolia,s.i.,s.i.,s.i.,LC
60759001,Alchornea triplinervia,s.i.,s.i.,s.i.,LC
145676296,Aldina latifolia,s.i.,s.i.,s.i.,LC
190356,Aldrovandia affinis,s.i.,s.i.,s.i.,LC
190486,Aldrovandia gracilis,s.i.,s.i.,s.i.,LC
195838,Aldrovandia phalacra,s.i.,s.i.,s.i.,LC
155014,Alectis ciliaris,s.i.,s.i.,s.i.,LC
22700303,Alectrurus risora,s.i.,s.i.,s.i.,VU
22700300,Alectrurus tricolor,s.i.,s.i.,s.i.,VU
60469186,Alepisaurus brevirostris,s.i.,s.i.,s.i.,LC
154820,Alepisaurus ferox,s.i.,s.i.,s.i.,LC
15147725,Alepocephalus australis,s.i.,s.i.,s.i.,LC
177817916,Algernonia brasiliensis,s.i.,s.i.,s.i.,VU
163467241,Algernonia obovata,s.i.,s.i.,s.i.,NT
177817793,Algernonia riedelii,s.i.,s.i.,s.i.,NT
151959462,Alibertia bertierifolia,s.i.,s.i.,s.i.,LC
150111913,Alibertia edulis,s.i.,s.i.,s.i.,LC
145667234,Alibertia latifolia,s.i.,s.i.,s.i.,LC
22686311,Alipiopsitta xanthops,s.i.,s.i.,s.i.,NT
55059,Allobates brunneus,s.i.,s.i.,s.i.,LC
55060,Allobates caeruleodactylus,s.i.,s.i.,s.i.,DD
55068,Allobates conspicuus,s.i.,s.i.,s.i.,DD
55069,Allobates crombiei,s.i.,s.i.,s.i.,DD
55038,Allobates femoralis,s.i.,s.i.,s.i.,LC
55088,Allobates fuscellus,s.i.,s.i.,s.i.,DD
55089,Allobates gasconi,s.i.,s.i.,s.i.,DD
55090,Allobates goianus,s.i.,s.i.,s.i.,DD
55110,Allobates marchesianus,s.i.,s.i.,s.i.,LC
55112,Allobates masniger,s.i.,s.i.,s.i.,DD
55228,Allobates myersi,s.i.,s.i.,s.i.,LC
55120,Allobates nidicola,s.i.,s.i.,s.i.,DD
55122,Allobates olfersioides,s.i.,s.i.,s.i.,VU
190492,Allobates paleovarzensis,s.i.,s.i.,s.i.,NT
135892,Allobates subfolionidificans,s.i.,s.i.,s.i.,VU
55153,Allobates sumtuosus,s.i.,s.i.,s.i.,DD
55160,Allobates trilineatus,s.i.,s.i.,s.i.,LC
55163,Allobates vanzolinius,s.i.,s.i.,s.i.,DD
21133195,Allocyttus verrucosus,s.i.,s.i.,s.i.,LC
59659,Allophryne ruthveni,s.i.,s.i.,s.i.,LC
145658750,Allophylus amazonicus,s.i.,s.i.,s.i.,LC
145671849,Allophylus divaricatus,s.i.,s.i.,s.i.,LC
163032110,Allophylus edulis,s.i.,s.i.,s.i.,LC
145695680,Allophylus punctatus,s.i.,s.i.,s.i.,LC
149205990,Allophylus quercifolius,s.i.,s.i.,s.i.,LC
150114378,Allophylus racemosus,s.i.,s.i.,s.i.,LC
134512562,Allophylus strictus,s.i.,s.i.,s.i.,LC
120071788,Allopodagrion brachyurum,s.i.,s.i.,s.i.,LC
158890,Allopodagrion contortum,s.i.,s.i.,s.i.,LC
170349,Allothunnus fallai,s.i.,s.i.,s.i.,LC
161696,Alopias superciliosus,s.i.,s.i.,s.i.,VU
39339,Alopias vulpinus,s.i.,s.i.,s.i.,VU
22712146,Alopochelidon fucata,s.i.,s.i.,s.i.,LC
178418,Alopoglossus angulatus,s.i.,s.i.,s.i.,LC
44578076,Alopoglossus atriventris,s.i.,s.i.,s.i.,LC
39957,Alouatta belzebul,s.i.,s.i.,s.i.,VU
41545,Alouatta caraya,s.i.,s.i.,s.i.,NT
43912,Alouatta discolor,s.i.,s.i.,s.i.,VU
39916,Alouatta guariba,s.i.,s.i.,s.i.,VU
39918,Alouatta guariba ssp. clamitans,clamitans,ssp.,s.i.,VU
39917,Alouatta guariba ssp. guariba,guariba,ssp.,s.i.,CR
922,Alouatta juara,s.i.,s.i.,s.i.,LC
40642,Alouatta macconnelli,s.i.,s.i.,s.i.,LC
136332,Alouatta nigerrima,s.i.,s.i.,s.i.,LC
136787,Alouatta puruensis,s.i.,s.i.,s.i.,VU
70547436,Alouatta seniculus,s.i.,s.i.,s.i.,LC
918,Alouatta ululata,s.i.,s.i.,s.i.,EN
132764,Alphestes afer,s.i.,s.i.,s.i.,LC
149212460,Alseis floribunda,s.i.,s.i.,s.i.,LC
177791993,Alseis latifolia,s.i.,s.i.,s.i.,LC
177791886,Alseis sertaneja,s.i.,s.i.,s.i.,EN
164480,Alternanthera sessilis,s.i.,s.i.,s.i.,LC
190333,Aluterus heudelotii,s.i.,s.i.,s.i.,LC
16404943,Aluterus monoceros,s.i.,s.i.,s.i.,LC
16404974,Aluterus schoepfii,s.i.,s.i.,s.i.,LC
190125,Aluterus scriptus,s.i.,s.i.,s.i.,LC
163476881,Amaioua contracta,s.i.,s.i.,s.i.,DD
151952457,Amaioua glomerulata,s.i.,s.i.,s.i.,LC
179315435,Amaioua guianensis,s.i.,s.i.,s.i.,LC
172740193,Amanita viscidolutea,s.i.,s.i.,s.i.,VU
146776970,Amanoa guianensis,s.i.,s.i.,s.i.,LC
145688685,Amanoa oblongifolia,s.i.,s.i.,s.i.,LC
178543,Amapasaurus tetradactylus,s.i.,s.i.,s.i.,LC
187000558,Amauroderma renidens,s.i.,s.i.,s.i.,VU
22692601,Amaurolimnas concolor,s.i.,s.i.,s.i.,LC
105965570,Amaurospiza moesta,s.i.,s.i.,s.i.,LC
22726714,Amazilia bartletti,s.i.,s.i.,s.i.,LC
22687517,Amazilia brevirostris,s.i.,s.i.,s.i.,LC
22687509,Amazilia chionogaster,s.i.,s.i.,s.i.,LC
22687449,Amazilia chrysura,s.i.,s.i.,s.i.,LC
61201753,Amazilia cupreicauda,s.i.,s.i.,s.i.,LC
22687439,Amazilia cyanus,s.i.,s.i.,s.i.,LC
22687534,Amazilia fimbriata,s.i.,s.i.,s.i.,LC
22726706,Amazilia lactea,s.i.,s.i.,s.i.,LC
22687574,Amazilia leucogaster,s.i.,s.i.,s.i.,LC
22687458,Amazilia oenone,s.i.,s.i.,s.i.,LC
22687436,Amazilia sapphirina,s.i.,s.i.,s.i.,LC
22687525,Amazilia versicolor,s.i.,s.i.,s.i.,LC
22686332,Amazona aestiva,s.i.,s.i.,s.i.,NT
22686350,Amazona amazonica,s.i.,s.i.,s.i.,LC
22686296,Amazona brasiliensis,s.i.,s.i.,s.i.,NT
22731595,Amazona diadema,s.i.,s.i.,s.i.,LC
22686282,Amazona dufresniana,s.i.,s.i.,s.i.,NT
45430572,Amazona farinosa,s.i.,s.i.,s.i.,NT
22727626,Amazona festiva,s.i.,s.i.,s.i.,NT
22686363,Amazona kawalli,s.i.,s.i.,s.i.,NT
22686346,Amazona ochrocephala,s.i.,s.i.,s.i.,LC
22686251,Amazona pretrei,s.i.,s.i.,s.i.,VU
22686288,Amazona rhodocorytha,s.i.,s.i.,s.i.,VU
22686374,Amazona vinacea,s.i.,s.i.,s.i.,EN
22680115,Amazonetta brasiliensis,s.i.,s.i.,s.i.,LC
49254711,Amazoneura ephippigera,s.i.,s.i.,s.i.,LC
56976528,Amazoneura juruaensis,s.i.,s.i.,s.i.,DD
49830095,Amazonsprattus scintilla,s.i.,s.i.,s.i.,LC
54805,Amazophrynella bokermanni,s.i.,s.i.,s.i.,LC
54809,Amazophrynella minuta,s.i.,s.i.,s.i.,LC
179310889,Ambelania acida,s.i.,s.i.,s.i.,LC
190418,Amblycirrhitus pinos,s.i.,s.i.,s.i.,LC
167778,Amblydoras monitor,s.i.,s.i.,s.i.,LC
22724265,Amblyramphus holosericeus,s.i.,s.i.,s.i.,LC
164513,Ambrosia maritima,s.i.,s.i.,s.i.,LC
34426,Amburana acreana,s.i.,s.i.,s.i.,VU
32291,Amburana cearensis,s.i.,s.i.,s.i.,EN
45727636,Ameerega berohoka,s.i.,s.i.,s.i.,LC
55218,Ameerega braccata,s.i.,s.i.,s.i.,LC
55222,Ameerega flavopicta,s.i.,s.i.,s.i.,LC
55223,Ameerega hahneli,s.i.,s.i.,s.i.,LC
55226,Ameerega macero,s.i.,s.i.,s.i.,LC
55230,Ameerega petersi,s.i.,s.i.,s.i.,LC
55231,Ameerega picta,s.i.,s.i.,s.i.,LC
55233,Ameerega pulchripecta,s.i.,s.i.,s.i.,DD
55240,Ameerega trivittata,s.i.,s.i.,s.i.,LC
203180,Ameiva ameiva,s.i.,s.i.,s.i.,LC
50010148,Ameivula confusioniba,s.i.,s.i.,s.i.,LC
50010292,Ameivula jalapensis,s.i.,s.i.,s.i.,LC
50010572,Ameivula mumbuca,s.i.,s.i.,s.i.,LC
50010623,Ameivula ocellifera,s.i.,s.i.,s.i.,LC
50012092,Ameivula pyrrhogularis,s.i.,s.i.,s.i.,LC
50010706,Ameivula venetacauda,s.i.,s.i.,s.i.,LC
56726171,Ameroglossum pernambucense,s.i.,s.i.,s.i.,EN
178692,Amerotyphlops amoipira,s.i.,s.i.,s.i.,LC
15203002,Amerotyphlops brongersmianus,s.i.,s.i.,s.i.,LC
44582124,Amerotyphlops minuisquamus,s.i.,s.i.,s.i.,LC
75606855,Amerotyphlops paucisquamus,s.i.,s.i.,s.i.,LC
178605,Amerotyphlops reticulatus,s.i.,s.i.,s.i.,LC
15203013,Amerotyphlops yonenagae,s.i.,s.i.,s.i.,LC
1137,Ametrida centurio,s.i.,s.i.,s.i.,LC
164059,Ammannia auriculata,s.i.,s.i.,s.i.,LC
22721150,Ammodramus aurifrons,s.i.,s.i.,s.i.,LC
22721147,Ammodramus humeralis,s.i.,s.i.,s.i.,LC
22701823,Ammonastes pelzelni,s.i.,s.i.,s.i.,LC
15155355,Amnesteophis melanauchen,s.i.,s.i.,s.i.,DD
179289717,Ampelocera edentula,s.i.,s.i.,s.i.,LC
146067928,Ampelocera ruizii,s.i.,s.i.,s.i.,LC
179280128,Ampelozizyphus amazonicus,s.i.,s.i.,s.i.,LC
197078,Amphiarius phrygiatus,s.i.,s.i.,s.i.,LC
155024,Amphichthys cryptocentrus,s.i.,s.i.,s.i.,LC
163359,Amphioctopus burryi,s.i.,s.i.,s.i.,LC
170253958,Amphiodon effusus,s.i.,s.i.,s.i.,LC
150014692,Amphirrhox longifolia,s.i.,s.i.,s.i.,LC
176235,Amphisbaena absaberi,s.i.,s.i.,s.i.,DD
176224,Amphisbaena alba,s.i.,s.i.,s.i.,LC
63487978,Amphisbaena camura,s.i.,s.i.,s.i.,LC
63488441,Amphisbaena darwini,s.i.,s.i.,s.i.,LC
203010,Amphisbaena fuliginosa,s.i.,s.i.,s.i.,LC
56039179,Amphisbaena kingii,s.i.,s.i.,s.i.,LC
176227,Amphisbaena lumbricalis,s.i.,s.i.,s.i.,DD
56039194,Amphisbaena mertensii,s.i.,s.i.,s.i.,LC
63488534,Amphisbaena munoai,s.i.,s.i.,s.i.,LC
176228,Amphisbaena neglecta,s.i.,s.i.,s.i.,DD
176230,Amphisbaena pretrei,s.i.,s.i.,s.i.,LC
56039231,Amphisbaena prunicolor,s.i.,s.i.,s.i.,LC
176231,Amphisbaena ridleyi,s.i.,s.i.,s.i.,LC
65488848,Amphisbaena roberti,s.i.,s.i.,s.i.,LC
50956343,Amphisbaena silvestrii,s.i.,s.i.,s.i.,LC
176233,Amphisbaena slevini,s.i.,s.i.,s.i.,DD
50956365,Amphisbaena steindachneri,s.i.,s.i.,s.i.,LC
56039246,Amphisbaena trachura,s.i.,s.i.,s.i.,LC
176234,Amphisbaena tragorrhectes,s.i.,s.i.,s.i.,DD
66080041,Amphisbaena vanzolini,s.i.,s.i.,s.i.,LC
50956374,Amphisbaena vermicularis,s.i.,s.i.,s.i.,LC
163077,Amphitretus thielei,s.i.,s.i.,s.i.,LC
22702843,Anabacerthia amaurotis,s.i.,s.i.,s.i.,NT
22702855,Anabacerthia lichtensteini,s.i.,s.i.,s.i.,LC
22702792,Anabacerthia ruficaudata,s.i.,s.i.,s.i.,LC
22702913,Anabazenops dorsalis,s.i.,s.i.,s.i.,LC
22702881,Anabazenops fuscus,s.i.,s.i.,s.i.,LC
62478,Anadenanthera colubrina,s.i.,s.i.,s.i.,LC
