especie_original,familia,genero,epiteto_especifico,cat_ameaca_br_sima,cat_ameaca_cncflora_sima,cat_ameaca_sp_sima,fonte
Rinorea maximiliani,Violaceae,Rinorea,maximiliani,NA,DD,NA,sima
Abutilon venosum,Malvaceae,Abutilon,venosum,NA,DD,NA,sima
Aguiaria excelsa,Malvaceae,Aguiaria,excelsa,NA,DD,NA,sima
Akrosida macrophylla,Malvaceae,Akrosida,macrophylla,NA,DD,NA,sima
Callianthe monteiroi,Malvaceae,Callianthe,monteiroi,NA,DD,NA,sima
Cienfuegosia drummondii,Malvaceae,Cienfuegosia,drummondii,NA,DD,NA,sima
Cienfuegosia sulfurea,Malvaceae,Cienfuegosia,sulfurea,NA,DD,NA,sima
Mollia macrophylla,Malvaceae,Mollia,macrophylla,NA,DD,NA,sima
Pavonia alnifolia,Malvaceae,Pavonia,alnifolia,NA,DD,NA,sima
Pavonia kleinii,Malvaceae,Pavonia,kleinii,NA,DD,VU,sima
Pavonia paucidentata,Malvaceae,Pavonia,paucidentata,NA,DD,NA,sima
Pavonia tricalycaris,Malvaceae,Pavonia,tricalycaris,NA,DD,NA,sima
Rhynchosida physocalyx,Malvaceae,Rhynchosida,physocalyx,NA,DD,NA,sima
Sterculia albidiflora,Malvaceae,Sterculia,albidiflora,NA,DD,NA,sima
Sterculia rigidifolia,Malvaceae,Sterculia,rigidifolia,NA,DD,NA,sima
Funifera ericiflora,Thymelaeaceae,Funifera,ericiflora,NA,DD,NA,sima
Terminalia triflora,Combretaceae,Terminalia,triflora,NA,DD,NA,sima
Diplusodon kielmeyeroides,Lythraceae,Diplusodon,kielmeyeroides,NA,DD,NA,sima
Diplusodon vidalii,Lythraceae,Diplusodon,vidalii,NA,DD,NA,sima
Lafoensia vandelliana subsp. replicata,Lythraceae,Lafoensia,vandelliana,NA,DD,NA,sima
Bellucia riparia,Melastomataceae,Bellucia,riparia,NA,DD,NA,sima
Bellucia wurdackiana,Melastomataceae,Bellucia,wurdackiana,NA,DD,NA,sima
Cambessedesia glaziovii,Melastomataceae,Cambessedesia,glaziovii,NA,DD,NA,sima
Cambessedesia striatella,Melastomataceae,Cambessedesia,striatella,NA,DD,NA,sima
Fritzschia anisostemon,Melastomataceae,Fritzschia,anisostemon,NA,DD,NA,sima
Fritzschia integrifolia,Melastomataceae,Fritzschia,integrifolia,NA,DD,NA,sima
Henriettea gomesii,Melastomataceae,Henriettea,gomesii,NA,DD,NA,sima
Huberia laurina,Melastomataceae,Huberia,laurina,NA,DD,EX,sima
Lavoisiera itambana,Melastomataceae,Lavoisiera,itambana,NA,DD,NA,sima
Lavoisiera mello-barretoi,Melastomataceae,Lavoisiera,mello-barretoi,NA,DD,NA,sima
Lavoisiera quinquenervis,Melastomataceae,Lavoisiera,quinquenervis,NA,DD,NA,sima
Lavoisiera rigida,Melastomataceae,Lavoisiera,rigida,NA,DD,NA,sima
Lavoisiera sampaioana,Melastomataceae,Lavoisiera,sampaioana,NA,DD,NA,sima
Leandra xantholasia,Melastomataceae,Leandra,xantholasia,NA,DD,NA,sima
Marcetia bracteolaris,Melastomataceae,Marcetia,bracteolaris,NA,DD,NA,sima
Miconia kollmannii,Melastomataceae,Miconia,kollmannii,NA,DD,NA,sima
Miconia michelangeliana,Melastomataceae,Miconia,michelangeliana,NA,DD,NA,sima
Miconia suberosa,Melastomataceae,Miconia,suberosa,NA,DD,NA,sima
Miconia warmingiana,Melastomataceae,Miconia,warmingiana,NA,DD,NA,sima
Miconia weddellii,Melastomataceae,Miconia,weddellii,NA,DD,NA,sima
Microlicia cardiophora,Melastomataceae,Microlicia,cardiophora,NA,DD,NA,sima
Microlicia elegans,Melastomataceae,Microlicia,elegans,NA,DD,NA,sima
Microlicia juniperina,Melastomataceae,Microlicia,juniperina,NA,DD,NA,sima
Microlicia melanostagma,Melastomataceae,Microlicia,melanostagma,NA,DD,NA,sima
Mouriri micradenia,Melastomataceae,Mouriri,micradenia,NA,DD,NA,sima
Mouriri torquata,Melastomataceae,Mouriri,torquata,NA,DD,NA,sima
Svitramia petiolata,Melastomataceae,Svitramia,petiolata,NA,DD,NA,sima
Tibouchina eichleri,Melastomataceae,Tibouchina,eichleri,NA,DD,EX,sima
Byttneria implacabilis,Malvaceae,Byttneria,implacabilis,NA,DD,NA,sima
Calyptranthes dryadica,Myrtaceae,Calyptranthes,dryadica,NA,DD,VU,sima
Eugenia dipetala,Myrtaceae,Eugenia,dipetala,NA,DD,NA,sima
Eugenia laxa,Myrtaceae,Eugenia,laxa,NA,DD,NA,sima
Eugenia percincta,Myrtaceae,Eugenia,percincta,NA,DD,NA,sima
Eugenia serraegrandis,Myrtaceae,Eugenia,serraegrandis,NA,DD,NA,sima
Eugenia solimoensis,Myrtaceae,Eugenia,solimoensis,NA,DD,NA,sima
Leandra humilis var. glabrata,Melastomataceae,Leandra,humilis,NA,DD,NA,sima
Eugenia tenuiflora,Myrtaceae,Eugenia,tenuiflora,NA,DD,NA,sima
Myrcia neoestrellensis,Myrtaceae,Myrcia,neoestrellensis,NA,DD,NA,sima
Myrcia neorostrata,Myrtaceae,Myrcia,neorostrata,NA,DD,NA,sima
Myrcia thomasii,Myrtaceae,Myrcia,thomasii,NA,DD,NA,sima
Myrciaria tenella,Myrtaceae,Myrciaria,tenella,NA,DD,NA,sima
Neomitranthes capivariensis,Myrtaceae,Neomitranthes,capivariensis,NA,DD,EN,sima
Neomitranthes pereireana,Myrtaceae,Neomitranthes,pereireana,NA,DD,NA,sima
Plinia ambivalens,Myrtaceae,Plinia,ambivalens,NA,DD,NA,sima
Plinia delicata,Myrtaceae,Plinia,delicata,NA,DD,NA,sima
Plinia subavenia,Myrtaceae,Plinia,subavenia,NA,DD,NA,sima
Psidium gaudichaudianum,Myrtaceae,Psidium,gaudichaudianum,NA,DD,NA,sima
Ludwigia anastomosans,Onagraceae,Ludwigia,anastomosans,NA,DD,NA,sima
Erisma lanceolatum,Vochysiaceae,Erisma,lanceolatum,NA,DD,NA,sima
Qualea decorticans,Vochysiaceae,Qualea,decorticans,NA,DD,NA,sima
Ruizterania clavata,Vochysiaceae,Ruizterania,clavata,NA,DD,NA,sima
Vochysia fontellae,Vochysiaceae,Vochysia,fontellae,NA,DD,NA,sima
Vochysia pachyantha,Vochysiaceae,Vochysia,pachyantha,NA,DD,NA,sima
Vochysia parviflora,Vochysiaceae,Vochysia,parviflora,NA,DD,NA,sima
Vochysia revoluta,Vochysiaceae,Vochysia,revoluta,NA,DD,NA,sima
Sloanea dubia,Elaeocarpaceae,Sloanea,dubia,NA,DD,NA,sima
Sloanea erismoides,Elaeocarpaceae,Sloanea,erismoides,NA,DD,NA,sima
Anomospermum reticulatum subsp. nitidum,Menispermaceae,Anomospermum,reticulatum,NA,DD,NA,sima
Chondrodendron platiphyllum,Menispermaceae,Chondrodendron,platiphyllum,NA,DD,NA,sima
Sciadotenia acutifolia,Menispermaceae,Sciadotenia,acutifolia,NA,DD,NA,sima
Ungulipetalum filipendulum,Menispermaceae,Ungulipetalum,filipendulum,NA,DD,NA,sima
Dorstenia alberti,Moraceae,Dorstenia,alberti,NA,DD,NA,sima
Dorstenia fischeri,Moraceae,Dorstenia,fischeri,NA,DD,NA,sima
Dorstenia sucrei,Moraceae,Dorstenia,sucrei,NA,DD,NA,sima
Ficus aripuanensis,Moraceae,Ficus,aripuanensis,NA,DD,NA,sima
Ficus blepharophylla,Moraceae,Ficus,blepharophylla,NA,DD,NA,sima
Ficus malacocarpa,Moraceae,Ficus,malacocarpa,NA,DD,NA,sima
Ficus roraimensis,Moraceae,Ficus,roraimensis,NA,DD,NA,sima
Ficus schippii,Moraceae,Ficus,schippii,NA,DD,NA,sima
Ficus schultesii,Moraceae,Ficus,schultesii,NA,DD,NA,sima
Ficus schumacheri,Moraceae,Ficus,schumacheri,NA,DD,NA,sima
Ficus ursina,Moraceae,Ficus,ursina,NA,DD,NA,sima
Ficus velutina,Moraceae,Ficus,velutina,NA,DD,NA,sima
Helicostylis heterotricha,Moraceae,Helicostylis,heterotricha,NA,DD,NA,sima
Naucleopsis jamariensis,Moraceae,Naucleopsis,jamariensis,NA,DD,NA,sima
Perebea rubra subsp. glabrifolia,Moraceae,Perebea,rubra,NA,DD,NA,sima
Agrimonia parviflora,Rosaceae,Agrimonia,parviflora,NA,DD,EX,sima
Coussapoa floccosa,Urticaceae,Coussapoa,floccosa,NA,DD,NA,sima
Pilea hydra,Urticaceae,Pilea,hydra,NA,DD,NA,sima
Pilea rhizobola,Urticaceae,Pilea,rhizobola,NA,DD,EX,sima
Struthanthus marginatus,Loranthaceae,Struthanthus,marginatus,NA,DD,NA,sima
Struthanthus taubatensis,Loranthaceae,Struthanthus,taubatensis,NA,DD,NA,sima
Heisteria amazonica,Olacaceae,Heisteria,amazonica,NA,DD,NA,sima
Schinopsis brasiliensis var. glabra,Anacardiaceae,Schinopsis,brasiliensis,NA,DD,NA,sima
Schinus spinosa,Anacardiaceae,Schinus,spinosa ,NA,DD,NA,sima
Spondias expeditionaria,Anacardiaceae,Spondias,expeditionaria,NA,DD,NA,sima
Protium cordatum,Burseraceae,Protium,cordatum,NA,DD,NA,sima
Guarea anomala,Meliaceae,Guarea,anomala,NA,DD,NA,sima
Guarea crispa,Meliaceae,Guarea,crispa,NA,DD,NA,sima
Guarea cristata,Meliaceae,Guarea,cristata,NA,DD,NA,sima
Guarea sprucei,Meliaceae,Guarea,sprucei,NA,DD,NA,sima
Guarea zepivae,Meliaceae,Guarea,zepivae,NA,DD,NA,sima
Trichilia hispida,Meliaceae,Trichilia,hispida,NA,DD,NA,sima
Trichilia surumuensis,Meliaceae,Trichilia,surumuensis,NA,DD,NA,sima
Neoraputia micrantha,Rutaceae,Neoraputia,micrantha,NA,DD,NA,sima
Ravenia pseudalterna,Rutaceae,Ravenia,pseudalterna,NA,DD,NA,sima
Spiranthera atlantica,Rutaceae,Spiranthera,atlantica,NA,DD,NA,sima
Allophylus melanophloeus,Sapindaceae,Allophylus,melanophloeus,NA,DD,NA,sima
Allophylus membranifolius,Sapindaceae,Allophylus,membranifolius,NA,DD,NA,sima
Cupania castaneaefolia,Sapindaceae,Cupania,castaneaefolia,NA,DD,NA,sima
Cupania olivacea,Sapindaceae,Cupania,olivacea,NA,DD,NA,sima
Matayba leucodictya,Sapindaceae,Matayba,leucodictya,NA,DD,NA,sima
Talisia douradensis,Sapindaceae,Talisia,douradensis,NA,DD,NA,sima
Convolvulus hasslerianus,Convolvulaceae,Convolvulus,hasslerianus,NA,DD,EX,sima
Disciphania hernandia,Menispermaceae,Disciphania,hernandia,NA,DD,NA,sima
Ipomoea campestris,Convolvulaceae,Ipomoea,campestris,NA,DD,NA,sima
Ipomoea hirsutissima,Convolvulaceae,Ipomoea,hirsutissima,NA,DD,EX,sima
Calibrachoa serrulata,Solanaceae,Calibrachoa,serrulata,NA,DD,NA,sima
Schwenckia lateriflora,Solanaceae,Schwenckia,lateriflora,NA,DD,NA,sima
Solanum ovum-fringillae,Solanaceae,Solanum,ovum-fringillae,NA,DD,NA,sima
Cissus trianae,Vitaceae,Cissus,trianae,NA,DD,NA,sima
Aiouea macedoana,Lauraceae,Aiouea,macedoana,NA,DD,NA,sima
Cinnamomum taubertianum,Lauraceae,Cinnamomum,taubertianum,NA,DD,NA,sima
Nectandra debilis,Lauraceae,Nectandra,debilis,NA,DD,VU,sima
Nectandra embirensis,Lauraceae,Nectandra,embirensis,NA,DD,NA,sima
Nectandra impressa,Lauraceae,Nectandra,impressa,NA,DD,NA,sima
Nectandra japurensis,Lauraceae,Nectandra,japurensis,NA,DD,NA,sima
Nectandra matogrossensis,Lauraceae,Nectandra,matogrossensis,NA,DD,NA,sima
Nectandra spicata,Lauraceae,Nectandra,spicata,NA,DD,NA,sima
Nectandra venulosa,Lauraceae,Nectandra,venulosa,NA,DD,NA,sima
Nectandra weddellii,Lauraceae,Nectandra,weddellii,NA,DD,NA,sima
Aniseia martinicensis var. ambigua,Convolvulaceae,Aniseia,martinicensis,NA,DD,NA,sima
Ocotea ligulata,Lauraceae,Ocotea,ligulata,NA,DD,NA,sima
Persea benthamiana,Lauraceae,Persea,benthamiana,NA,DD,NA,sima
Persea punctata,Lauraceae,Persea,punctata,NA,DD,EN,sima
Persea rigida,Lauraceae,Persea,rigida,NA,DD,EN,sima
Urbanodendron macrophyllum,Lauraceae,Urbanodendron,macrophyllum,NA,DD,NA,sima
Mollinedia triflora,Monimiaceae,Mollinedia,triflora,NA,DD,NA,sima
Annona annonoides,Annonaceae,Annona,annonoides,NA,DD,NA,sima
Annona burchellii,Annonaceae,Annona,burchellii,NA,DD,NA,sima
Annona calcarata,Annonaceae,Annona,calcarata,NA,DD,NA,sima
Evolvulus barbatus,Convolvulaceae,Evolvulus,barbatus,NA,DD,NA,sima
Ipomoea argentea,Convolvulaceae,Ipomoea,argentea,NA,DD,NA,sima
Annona ferruginea,Annonaceae,Annona,ferruginea,NA,DD,NA,sima
Annona malmeana,Annonaceae,Annona,malmeana,NA,DD,NA,sima
Ipomoea cynanchifolia,Convolvulaceae,Ipomoea,cynanchifolia,NA,DD,NA,sima
Diclinanona matogrossensis,Annonaceae,Diclinanona,matogrossensis,NA,DD,NA,sima
Duckeanthus grandiflorus,Annonaceae,Duckeanthus,grandiflorus,NA,DD,NA,sima
Duguetia dicholepidota,Annonaceae,Duguetia,dicholepidota,NA,DD,NA,sima
Guatteria emarginata,Annonaceae,Guatteria,emarginata,NA,DD,NA,sima
Malmea obovata,Annonaceae,Malmea,obovata,NA,DD,NA,sima
Pseudoxandra duckei,Annonaceae,Pseudoxandra,duckei,NA,DD,NA,sima
Pseudoxandra rionegrensis,Annonaceae,Pseudoxandra,rionegrensis,NA,DD,NA,sima
Trigynaea flagelliflora,Annonaceae,Trigynaea,flagelliflora,NA,DD,NA,sima
Aristolochia curviflora,Aristolochiaceae,Aristolochia,curviflora,NA,DD,NA,sima
Lycium glomeratum,Solanaceae,Lycium,glomeratum,NA,DD,NA,sima
Pera glabrata,Peraceae,Pera,glabrata,NA,DD,NA,sima
Ottonia sampaioi,Piperaceae,Ottonia,sampaioi,NA,DD,NA,sima
Peperomia adsurgens,Piperaceae,Peperomia,adsurgens,NA,DD,EX,sima
Peperomia apiahyensis,Piperaceae,Peperomia,apiahyensis,NA,DD,EX,sima
Peperomia bradei,Piperaceae,Peperomia,bradei,NA,DD,NA,sima
Peperomia cooperi,Piperaceae,Peperomia,cooperi,NA,DD,EX,sima
Peperomia distachya,Piperaceae,Peperomia,distachya,NA,DD,NA,sima
Peperomia humifusa,Piperaceae,Peperomia,humifusa,NA,DD,NA,sima
Peperomia regelii,Piperaceae,Peperomia,regelii,NA,DD,NA,sima
Peperomia riparia,Piperaceae,Peperomia,riparia,NA,DD,NA,sima
Piper abbadianum,Piperaceae,Piper,abbadianum,NA,DD,NA,sima
Piper crassistilum,Piperaceae,Piper,crassistilum,NA,DD,EX,sima
Piper emygdioi,Piperaceae,Piper,emygdioi,NA,DD,NA,sima
Piper saldanhai,Piperaceae,Piper,saldanhai,NA,DD,NA,sima
Piper subrugosum,Piperaceae,Piper,subrugosum,NA,DD,NA,sima
Piper vaginans,Piperaceae,Piper,vaginans,NA,DD,NA,sima
Piper velutinibaccum,Piperaceae,Piper,velutinibaccum,NA,DD,NA,sima
Anthurium fontellanum,Araceae,Anthurium,fontellanum,NA,DD,NA,sima
Asterostigma cubense,Araceae,Asterostigma,cubense,NA,DD,VU,sima
Stenospermation ulei,Araceae,Stenospermation,ulei,NA,DD,NA,sima
Wolffiella oblonga,Araceae,Wolffiella,oblonga,NA,DD,NA,sima
Halodule emarginata,Cymodoceaceae,Halodule,emarginata,NA,DD,NA,sima
Triglochin scilloides,Juncaginaceae,Triglochin,scilloides,NA,DD,NA,sima
Zannichellia palustris,Potamogetonaceae,Zannichellia,palustris,NA,DD,NA,sima
Astrocaryum minus,Arecaceae,Astrocaryum,minus,NA,DD,NA,sima
Butia leiospatha,Arecaceae,Butia,leiospatha,NA,DD,NA,sima
Wettinia drudei,Arecaceae,Wettinia,drudei,NA,DD,NA,sima
Griffinia rochae,Amaryllidaceae,Griffinia,rochae,NA,DD,NA,sima
Pseudotrimezia tenuissima,Iridaceae,Pseudotrimezia,tenuissima,EN,DD,NA,sima
Acianthera pernambucensis,Orchidaceae,Acianthera,pernambucensis,NA,DD,NA,sima
Anathallis kautskyi,Orchidaceae,Anathallis,kautskyi,NA,DD,NA,sima
Barbosella spiritu-sanctensis,Orchidaceae,Barbosella,spiritu-sanctensis,NA,DD,NA,sima
Acianthera ophiantha,Orchidaceae,Acianthera,ophiantha,NA,DD,NA,sima
Bipinnula montana,Orchidaceae,Bipinnula,montana,NA,DD,NA,sima
Anathallis bleyensis,Orchidaceae,Anathallis,bleyensis,NA,DD,NA,sima
Anathallis crebrifolia,Orchidaceae,Anathallis,crebrifolia,NA,DD,NA,sima
Camaridium meleagris,Orchidaceae,Camaridium,meleagris,NA,DD,NA,sima
Capanemia therezae,Orchidaceae,Capanemia,therezae,NA,DD,NA,sima
Chytroglossa paulensis,Orchidaceae,Chytroglossa,paulensis,NA,DD,EX,sima
Comparettia falcata var. paulensis,Orchidaceae,Comparettia,falcata,NA,DD,NA,sima
Constantia cristinae,Orchidaceae,Constantia,cristinae,NA,DD,NA,sima
Constantia microscopica,Orchidaceae,Constantia,microscopica,NA,DD,NA,sima
Constantia rupestris,Orchidaceae,Constantia,rupestris,NA,DD,NA,sima
Dryadella gomes-ferreirae,Orchidaceae,Dryadella,gomes-ferreirae,NA,DD,NA,sima
Dryadella kautskyi,Orchidaceae,Dryadella,kautskyi,NA,DD,NA,sima
Eltroplectris kuhlmanniana,Orchidaceae,Eltroplectris,kuhlmanniana,NA,DD,NA,sima
Encyclia fowliei,Orchidaceae,Encyclia,fowliei,NA,DD,NA,sima
Epidendrum cauliflorum,Orchidaceae,Epidendrum,cauliflorum,NA,DD,EX,sima
Epidendrum kautskyi,Orchidaceae,Epidendrum,kautskyi,NA,DD,NA,sima
Epidendrum polyanthum,Orchidaceae,Epidendrum,polyanthum,NA,DD,NA,sima
Gomesa laxiflora,Orchidaceae,Gomesa,laxiflora,NA,DD,NA,sima
Habenaria hydrophila,Orchidaceae,Habenaria,hydrophila,NA,DD,EX,sima
Habenaria jordanensis,Orchidaceae,Habenaria,jordanensis,NA,DD,EX,sima
Habenaria santensis,Orchidaceae,Habenaria,santensis,NA,DD,EX,sima
Homalopetalum hypoleptum,Orchidaceae,Homalopetalum,hypoleptum,NA,DD,EX,sima
Lepanthopsis densiflora,Orchidaceae,Lepanthopsis,densiflora,NA,DD,EX,sima
Macradenia paulensis,Orchidaceae,Macradenia,paulensis,NA,DD,NA,sima
Octomeria decumbens,Orchidaceae,Octomeria,decumbens,NA,DD,NA,sima
Orthochilus ruwenzoriensis,Orchidaceae,Orthochilus,ruwenzoriensis,NA,DD,EN,sima
Pabstia viridis,Orchidaceae,Pabstia,viridis,NA,DD,NA,sima
Pelexia laxa,Orchidaceae,Pelexia,laxa,NA,DD,NA,sima
Phragmipedium lindleyanum,Orchidaceae,Phragmipedium,lindleyanum,NA,DD,NA,sima
Prosthechea serpentilingua,Orchidaceae,Prosthechea,serpentilingua,NA,DD,NA,sima
Rodriguezia rigida,Orchidaceae,Rodriguezia,rigida,NA,DD,VU,sima
Sauroglossum elatum,Orchidaceae,Sauroglossum,elatum,NA,DD,NA,sima
Selenipedium isabelianum,Orchidaceae,Selenipedium,isabelianum,NA,DD,NA,sima
Stanhopea insignis,Orchidaceae,Stanhopea,insignis,NA,DD,NA,sima
Warczewiczella candida,Orchidaceae,Warczewiczella,candida,NA,DD,NA,sima
Warczewiczella wailesiana,Orchidaceae,Warczewiczella,wailesiana,NA,DD,EN,sima
Vanilla organensis,Orchidaceae,Vanilla,organensis,NA,DD,NA,sima
Burmannia aprica,Burmanniaceae,Burmannia,aprica,NA,DD,NA,sima
Dioscorea aesculifolia,Dioscoreaceae,Dioscorea,aesculifolia,NA,DD,NA,sima
Alstroemeria variegata,Alstroemeriaceae,Alstroemeria,variegata,NA,DD,NA,sima
Cyathea poeppigii,Cyatheaceae,Cyathea,poeppigii,NA,DD,NA,sima
Barbacenia ensifolia,Velloziaceae,Barbacenia,ensifolia,NA,DD,NA,sima
Barbacenia hirtiflora,Velloziaceae,Barbacenia,hirtiflora,NA,DD,NA,sima
Vellozia asperula,Velloziaceae,Vellozia,asperula,NA,DD,NA,sima
Acanthostachys pitcairnioides,Bromeliaceae,Acanthostachys,pitcairnioides,NA,DD,NA,sima
Aechmea candida,Bromeliaceae,Aechmea,candida,NA,DD,NA,sima
Aechmea capixabae,Bromeliaceae,Aechmea,capixabae,NA,DD,NA,sima
Aechmea entringeri,Bromeliaceae,Aechmea,entringeri,NA,DD,NA,sima
Aechmea lingulata,Bromeliaceae,Aechmea,lingulata,NA,DD,VU,sima
Aechmea pedicellata,Bromeliaceae,Aechmea,pedicellata,NA,DD,NA,sima
Aechmea pimenti-velosoi,Bromeliaceae,Aechmea,pimenti-velosoi,NA,DD,NA,sima
Aechmea podantha,Bromeliaceae,Aechmea,podantha,NA,DD,NA,sima
Aechmea recurvata,Bromeliaceae,Aechmea,recurvata,NA,DD,VU,sima
Aechmea roberto-seidelii,Bromeliaceae,Aechmea,roberto-seidelii,NA,DD,NA,sima
Aechmea rubrolilacina,Bromeliaceae,Aechmea,rubrolilacina,NA,DD,NA,sima
Billbergia lietzei,Bromeliaceae,Billbergia,lietzei,NA,DD,NA,sima
Billbergia macrocalyx,Bromeliaceae,Billbergia,macrocalyx,NA,DD,NA,sima
Billbergia pohliana,Bromeliaceae,Billbergia,pohliana,NA,DD,NA,sima
Billbergia pyramidalis,Bromeliaceae,Billbergia,pyramidalis,NA,DD,NA,sima
Cryptanthus correia-araujoi,Bromeliaceae,Cryptanthus,correia-araujoi,NA,DD,NA,sima
Cryptanthus grazielae,Bromeliaceae,Cryptanthus,grazielae,NA,DD,NA,sima
Cryptanthus latifolius,Bromeliaceae,Cryptanthus,latifolius,NA,DD,NA,sima
Cryptanthus leuzingerae,Bromeliaceae,Cryptanthus,leuzingerae,NA,DD,NA,sima
Cryptanthus lutherianus,Bromeliaceae,Cryptanthus,lutherianus,NA,DD,NA,sima
Cryptanthus pseudoglaziovii,Bromeliaceae,Cryptanthus,pseudoglaziovii,NA,DD,NA,sima
Disteganthus calatheoides,Bromeliaceae,Disteganthus,calatheoides,NA,DD,NA,sima
Dyckia alba,Bromeliaceae,Dyckia,alba,NA,DD,NA,sima
Dyckia choristaminea,Bromeliaceae,Dyckia,choristaminea,NA,DD,NA,sima
Dyckia commixta,Bromeliaceae,Dyckia,commixta,NA,DD,NA,sima
Dyckia brevifolia,Bromeliaceae,Dyckia,brevifolia,NA,DD,NA,sima
Dyckia elisabethae,Bromeliaceae,Dyckia,elisabethae,NA,DD,NA,sima
Dyckia dusenii,Bromeliaceae,Dyckia,dusenii,NA,DD,NA,sima
Dyckia hebdingii,Bromeliaceae,Dyckia,hebdingii,NA,DD,NA,sima
Dyckia irmgardiae,Bromeliaceae,Dyckia,irmgardiae,NA,DD,NA,sima
Dyckia julianae,Bromeliaceae,Dyckia,julianae,NA,DD,NA,sima
Dyckia polycladus,Bromeliaceae,Dyckia,polycladus,NA,DD,NA,sima
Dyckia retroflexa,Bromeliaceae,Dyckia,retroflexa,NA,DD,NA,sima
Dyckia rigida,Bromeliaceae,Dyckia,rigida,NA,DD,NA,sima
Neoregelia binotii,Bromeliaceae,Neoregelia,binotii,NA,DD,EX,sima
Neoregelia capixaba,Bromeliaceae,Neoregelia,capixaba,NA,DD,NA,sima
Neoregelia doeringiana,Bromeliaceae,Neoregelia,doeringiana,NA,DD,EX,sima
Neoregelia guttata,Bromeliaceae,Neoregelia,guttata,NA,DD,NA,sima
Neoregelia lilliputiana,Bromeliaceae,Neoregelia,lilliputiana,NA,DD,NA,sima
Neoregelia zaslawskyi,Bromeliaceae,Neoregelia,zaslawskyi,NA,DD,NA,sima
Neoregelia zonata,Bromeliaceae,Neoregelia,zonata,NA,DD,NA,sima
Orthophytum estevesii,Bromeliaceae,Orthophytum,estevesii,NA,DD,NA,sima
Quesnelia imbricata,Bromeliaceae,Quesnelia,imbricata,NA,DD,NA,sima
Racinaea domingosmartinis,Bromeliaceae,Racinaea,domingosmartinis,NA,DD,NA,sima
Stigmatodon apparicianus,Bromeliaceae,Stigmatodon,apparicianus,NA,DD,NA,sima
Stigmatodon belloi,Bromeliaceae,Stigmatodon,belloi,NA,DD,NA,sima
Stigmatodon croceanus,Bromeliaceae,Stigmatodon,croceanus,NA,DD,NA,sima
Stigmatodon gastinianus,Bromeliaceae,Stigmatodon,gastinianus,NA,DD,NA,sima
Stigmatodon goniorachis,Bromeliaceae,Stigmatodon,goniorachis,NA,DD,NA,sima
Stigmatodon plurifolius,Bromeliaceae,Stigmatodon,plurifolius,NA,DD,NA,sima
Tillandsia itaubensis,Bromeliaceae,Tillandsia,itaubensis,NA,DD,NA,sima
Tillandsia montana,Bromeliaceae,Tillandsia,montana,NA,DD,NA,sima
Tillandsia recurvifolia,Bromeliaceae,Tillandsia,recurvifolia,NA,DD,VU,sima
Tillandsia sprengeliana,Bromeliaceae,Tillandsia,sprengeliana,NA,DD,NA,sima
Tillandsia toropiensis,Bromeliaceae,Tillandsia,toropiensis,NA,DD,NA,sima
Tillandsia winkleri,Bromeliaceae,Tillandsia,winkleri,NA,DD,NA,sima
Vriesea breviscapa,Bromeliaceae,Vriesea,breviscapa,NA,DD,NA,sima
Vriesea clausseniana,Bromeliaceae,Vriesea,clausseniana,NA,DD,NA,sima
Vriesea colnagoi,Bromeliaceae,Vriesea,colnagoi,NA,DD,NA,sima
Vriesea debilis,Bromeliaceae,Vriesea,debilis,NA,DD,NA,sima
Vriesea fosteriana,Bromeliaceae,Vriesea,fosteriana,NA,DD,NA,sima
Vriesea languida,Bromeliaceae,Vriesea,languida,NA,DD,NA,sima
Vriesea morrenii,Bromeliaceae,Vriesea,morrenii,NA,DD,NA,sima
Vriesea muelleri,Bromeliaceae,Vriesea,muelleri,NA,DD,NA,sima
Vriesea pabstii,Bromeliaceae,Vriesea,pabstii,NA,DD,NA,sima
Vriesea parviflora,Bromeliaceae,Vriesea,parviflora,NA,DD,NA,sima
Vriesea pereirae,Bromeliaceae,Vriesea,pereirae,NA,DD,NA,sima
Vriesea procera var. debilis,Bromeliaceae,Vriesea,procera,NA,DD,NA,sima
Vriesea recurvata,Bromeliaceae,Vriesea,recurvata,NA,DD,NA,sima
Vriesea repandostachys,Bromeliaceae,Vriesea,repandostachys,NA,DD,NA,sima
Vriesea rhodostachys,Bromeliaceae,Vriesea,rhodostachys,NA,DD,NA,sima
Vriesea saundersii,Bromeliaceae,Vriesea,saundersii,NA,DD,NA,sima
Vriesea schunkii,Bromeliaceae,Vriesea,schunkii,NA,DD,NA,sima
Vriesea schwackeana,Bromeliaceae,Vriesea,schwackeana,NA,DD,NA,sima
Vriesea seideliana,Bromeliaceae,Vriesea,seideliana,NA,DD,NA,sima
Vriesea thyrsoidea,Bromeliaceae,Vriesea,thyrsoidea,NA,DD,NA,sima
Vriesea triangularis,Bromeliaceae,Vriesea,triangularis,NA,DD,NA,sima
Vriesea vidalii,Bromeliaceae,Vriesea,vidalii,NA,DD,NA,sima
Vriesea warmingii,Bromeliaceae,Vriesea,warmingii,NA,DD,NA,sima
Eleocharis stenocarpa,Cyperaceae,Eleocharis,stenocarpa,NA,DD,NA,sima
Eleocharis urceolata,Cyperaceae,Eleocharis,urceolata,NA,DD,NA,sima
Rhynchospora paranaensis,Cyperaceae,Rhynchospora,paranaensis,NA,DD,NA,sima
