"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","occurrenceRemarks","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","infraspecificEpithet","class","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber","typeStatus","previousCatalogNumber"
"15","2019-10-09 11:23:17-03","UFBA","ALCB","101105","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gill. & Hook.f.","Barbosa, E; Cordeiro, J","Silva, JM; Cordeiro, J","2009","08","02","Brasil","Paraná","Palmeira","Recanto dos Papagaios.","-50.0064010620117","-25.4293994903564",NA,NA,"ALCB034619","ALCB034619","2010",NA,NA,"35166","80 cm. Flores alvas.; Campo graminoso","auto","Dicotyledon",NA,"7302","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:25:53-03","NBC","NL-BOTANY","L.4202073","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook.",NA,"Pedersen TM","1976","11","10","Brazil",NA,NA,"BR-153, ca. 40 k S of Bajé, mun. Bajé, Rio Grande do Sul.",NA,NA,NA,NA,"NL-L4202073","NL-L4202073",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4202073 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Rosales",NA,"Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:25:53-03","NBC","NL-BOTANY","U.1556761","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook.","Lindeman JC","Lindeman JC; Haas JH de","1967","08","06","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"NL-U1556761","NL-U1556761",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556761 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Rosales",NA,"Southern America",NA,NA,"Magnoliopsidae","U 0137208",NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:25:53-03","NBC","NL-BOTANY","U.1556762","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook.",NA,"Cordeiro J; Hatschbach GG","1988","08","31","Brazil",NA,NA,"Rio dos Papagaios (mun. Palmeira) Paraná.",NA,NA,NA,NA,"NL-U1556762","NL-U1556762",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556762 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Rosales",NA,"Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:25:53-03","NBC","NL-BOTANY","U.1556763","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook.",NA,"Lindeman JC","1981","02","09","Brazil",NA,NA,"Rio Grande do Sul, Embrapa - UEPAE, former Faz. 5 Cruzes, 10 km SE of Bagé, in wood along creek.",NA,NA,NA,NA,"NL-U1556763","NL-U1556763",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556763 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Rosales",NA,"Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:25:53-03","NBC","NL-BOTANY","U.1556764","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook.",NA,"Lindeman JC","1981","02","09","Brazil",NA,NA,"Rio Grande do Sul, Embrapa - UEPAE, former Faz. 5 Cruzes, 10 km SE of Bagé, in wood along creek.",NA,NA,NA,NA,"NL-U1556764","NL-U1556764",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556764 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Rosales",NA,"Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:25:53-03","NBC","NL-BOTANY","U.1556765","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook.",NA,"Lindeman JC; Irgang BE","1971","10","16","Brazil",NA,NA,"Fazenda do Pôsto, 12 km W de Lavras do Sul, campo com grupos de arbustos.",NA,NA,NA,NA,"NL-U1556765","NL-U1556765",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556765 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Rosales",NA,"Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:25:53-03","NBC","NL-BOTANY","WAG.1539565","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook.",NA,"Cordeiro J; Hatschbach GG","1988","08","31","Brazil",NA,NA,"Rio dos Papagaios (mun. Palmeira) Paraná.",NA,NA,NA,NA,"NL-WAG1539565","NL-WAG1539565",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1539565 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Rosales",NA,"Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:25:53-03","NBC","NL-BOTANY","WAG.1539566","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook.",NA,"Cordeiro J; Hatschbach GG","1988","08","31","Brazil",NA,NA,"Rio dos Papagaios (mun. Palmeira) Paraná.",NA,NA,NA,NA,"NL-WAG1539566","NL-WAG1539566",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1539566 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Rosales",NA,"Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:25:53-03","NBC","NL-BOTANY","L.2331741","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","febrifuga","Discaria febrifuga","Mart.","Smith LB","Hatschbach GG","1960","08","05","Brazil","Paraná",NA,"Brasil, Parana Prov., Mun. Palmeira, Rio Papagaios",NA,NA,NA,NA,"NL-L2331741","NL-L2331741",NA,NA,NA,NA,"Campo<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2331741 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Rosales",NA,"Southern America",NA,NA,"Magnoliopsidae","L 0484483",NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:25:53-03","NBC","NL-BOTANY","L.2331742","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","febrifuga","Discaria febrifuga","Mart.",NA,"Dusén PKH; Herb Alleizette AC d'","1905","12","01","Brazil",NA,NA,"Brésil, rio Grande del Sul",NA,NA,NA,NA,"NL-L2331742","NL-L2331742",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2331742 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Rosales",NA,"Southern America",NA,NA,"Magnoliopsidae","L 0484484",NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:25:53-03","NBC","NL-BOTANY","AMD.104102","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","longispina","Discaria longispina","(Hook. & Arn.) Miers",NA,"Herter",NA,NA,NA,"Uruguay",NA,NA,"Dep. de Maldonado, Dict. Sierre Animal.",NA,NA,NA,NA,"NL-AMD104102","NL-AMD104102",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.104102 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Rosales",NA,"Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:25:53-03","NBC","NL-BOTANY","L.2331743","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","longispina","Discaria longispina","(Hook. & Arn.) Miers","Pedersen TM","Pedersen TM","1971","10","15","Argentina","Córdoba",NA,"Argentina, Prov. Córdoba, dep. Ischilín, Las Palmas",NA,NA,NA,NA,"NL-L2331743","NL-L2331743",NA,NA,NA,NA,"Hillside scrub<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2331743 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Rosales",NA,"Southern America",NA,NA,"Magnoliopsidae","L 0484485",NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:25:53-03","NBC","NL-BOTANY","L.2331744","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","longispina","Discaria longispina","(Hook. & Arn.) Miers",NA,"Marchesi EH","1965","09","05","Uruguay","Montevideo",NA,"Uruguay, Montevideo, La Colorada",NA,NA,NA,NA,"NL-L2331744","NL-L2331744",NA,NA,NA,NA,"En campo.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2331744 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Rosales",NA,"Southern America",NA,NA,"Magnoliopsidae","L 0484486",NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:25:53-03","NBC","NL-BOTANY","L.2331745","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","longispina","Discaria longispina","(Hook. & Arn.) Miers",NA,"Vervoorst F","1957","01","26","Argentina","Buenos Aires",NA,"Argentina, Bs Aires: Pdo. Oral. Lavalle: S. Clemente del Tuyú",NA,NA,NA,NA,"NL-L2331745","NL-L2331745",NA,NA,NA,NA,"Alto proximo a la costa.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2331745 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Rosales",NA,"Southern America",NA,NA,"Magnoliopsidae","L 0484487",NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:25:53-03","NBC","NL-BOTANY","L.2331746","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","longispina","Discaria longispina","(Hook. & Arn.) Miers",NA,"Vervoorst F","1957","10","22","Argentina","Buenos Aires",NA,"Argentina, Bs Aires: Pdo. Tapalquéu, a 7 km de San Bernardo",NA,NA,NA,NA,"NL-L2331746","NL-L2331746",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2331746 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Rosales",NA,"Southern America",NA,NA,"Magnoliopsidae","L 0484488",NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:25:53-03","NBC","NL-BOTANY","L.2331747","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","longispina","Discaria longispina","(Hook. & Arn.) Miers",NA,"Herter WGF","1907","01","01","Uruguay","Maldonado",NA,"Uruguay, Departamento de Maldonado",NA,NA,NA,NA,"NL-L2331747","NL-L2331747",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2331747 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Rosales",NA,"Southern America",NA,NA,"Magnoliopsidae","L 0484489",NA,NA,NA,NA,NA,NA
"32","2020-02-08 10:25:53-03","NBC","NL-BOTANY","U.1556751","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","longispina","Discaria longispina","(Hook. & Arn.) Miers",NA,"Herter WGF; Strahl","1925","10","01","Uruguay",NA,NA,"Plantae Uruguayensis. Atahualpa, Montevideo.",NA,NA,NA,NA,"NL-U1556751","NL-U1556751",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556751 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Rosales",NA,"Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 10:25:53-03","NBC","NL-BOTANY","U.1556752","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","longispina","Discaria longispina","(Hook. & Arn.) Miers",NA,"Gallinal JP; et al.","1940","11","01","Uruguay",NA,NA,"Soriano, Juan Jackson, Monzón-Heber.",NA,NA,NA,NA,"NL-U1556752","NL-U1556752",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556752 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Rosales",NA,"Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 10:25:53-03","NBC","NL-BOTANY","U.1556753","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","longispina","Discaria longispina","(Hook. & Arn.) Miers",NA,"Herter WG","1912","10","29","Uruguay",NA,NA,"Dep. De Maldonado. Loc. Dicr. Abra Perdomo.",NA,NA,NA,NA,"NL-U1556753","NL-U1556753",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556753 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Rosales",NA,"Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:17:56-03","ESALQ","ESA","80873","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gill. & Hook.","Hatschbach, G.","Silva, J.M. ; Ribas, O.S.","2001","10","05","Brasil","Paraná","Porto Amazonas",NA,"-49.8903007507324","-25.5447006225586",NA,NA,"ESA080873","ESA080873",NA,NA,NA,"14684",NA,"auto","Magnoliophyta",NA,"3490.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:17:56-03","ESALQ","ESA","39827","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana",NA,NA,"Jarenkow, J.A.","1996","11","09","Brasil","Rio Grande do Sul","Bagé",NA,"-54.1068992614746","-31.3313999176025",NA,NA,"ESA039827","ESA039827",NA,NA,NA,"74087",NA,"auto","Magnoliophyta",NA,"3264.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:17:56-03","ESALQ","ESA","80870","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gill. & Hook.","Hatschbach, G.","Hatschbach, G. et al.","2001","11","10","Brasil","Santa Catarina","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,"ESA080870","ESA080870",NA,NA,NA,"48290",NA,"auto","Magnoliophyta",NA,"72557.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:17:56-03","ESALQ","ESA","69220","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana",NA,NA,"Hatschbach, G. et al.","1998","10","04","Brasil","Rio Grande do Sul","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,"ESA069220","ESA069220",NA,NA,NA,"55856",NA,"auto","Magnoliophyta",NA,"52375.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:32:04-03","IAP","PACA-AGP","87634","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N.R. Bastos Záchia","Mauhs, J.","2003","11","20","Brasil","RS","Alegrete","Ibirapuitã","-55.7919006347656","-29.7831001281738",NA,NA,"PACA087634",NA,NA,NA,NA,"89305","Habitat: no campo junto a matinha","auto","Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:32:04-03","IAP","PACA-AGP","86863","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N. R. Bastos","N. R. Bastos","1992","12","01","Brasil","RS","Bagé",NA,"-54.1068992614746","-31.3313999176025",NA,NA,"PACA086863",NA,NA,NA,NA,"74087",NA,"auto","Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:32:04-03","IAP","PACA-AGP","87636","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N.R. Bastos Záchia","Mauhs, J.","2003","11","17","Brasil","RS","Bagé","Arroio Cabuçu","-54.1068992614746","-31.3313999176025",NA,NA,"PACA087636",NA,NA,NA,NA,"74087","Habitat: entre pedras na margem do arroio","auto","Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:32:04-03","IAP","PACA-AGP","70799","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","Bastos, N.R.","Bastos, N.R.","1991","05","08","Brasil","RS","Bagé","Distrito de Palmas","-54.1068992614746","-31.3313999176025",NA,NA,"PACA070799",NA,NA,NA,NA,"74087","Ao norte, próximo ao Rio Camaquã, Habitat: Campo","auto","Magnoliophyta","Rhamnales","190",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"43","2019-08-27 13:32:04-03","IAP","PACA-AGP","70797","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","Bastos, N.R.","Bastos, N.R.","1991","05","08","Brasil","RS","Bagé","Distrito de Palmas","-54.1068992614746","-31.3313999176025",NA,NA,"PACA070797",NA,NA,NA,NA,"74087","Ao norte, próximo ao Rio Camaquã, brotação com ramos muito folhosos. Habitat: Campo Hábito: arbusto","auto","Magnoliophyta","Rhamnales","188",NA,NA,NA,"Magnoliatae",NA,"80","80",NA,NA,NA,NA
"44","2019-08-27 13:32:04-03","IAP","PACA-AGP","69790","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N. R. Bastos","S. Diesel","1988","10","08","Brasil","RS","Bagé","Faz. Rochedo - Casa das Pedras","-54.1068992614746","-31.3313999176025",NA,NA,"PACA069790",NA,"1988",NA,NA,"74087","Habitat: In campestribus Fenofase: flor e fruto","auto","Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:32:04-03","IAP","PACA-AGP","86857","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N. R. Bastos","N. R. Bastos","1993","12","06","Brasil","RS","Caçapava do Sul",NA,"-53.4914016723633","-30.5121994018555",NA,NA,"PACA086857",NA,NA,NA,NA,"50525","Na estrada p/ fazenda do Sr Ricardo Dott &nf;Arbusto com 50cm até 1,50cm de altura Habitat: Em campo úmido na margem da estrada","auto","Magnoliophyta","Rhamnales","388",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"46","2019-08-27 13:32:04-03","IAP","PACA-AGP","70743","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N. R. Bastos","N. R. Bastos","1991","04","18","Brasil","RS","Encruzilhada do Sul","Faz. próx. ao Passo do Marinheiro","-52.521900177002","-30.5438995361328",NA,NA,"PACA070743",NA,NA,NA,NA,"62084","Sem Material Habitat: Em campo próx. à casa","auto","Magnoliophyta","Rhamnales","141",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
