"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","typeStatus","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","413882","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","A. C. Filho; W. Mantovani","J. S. Silva","10","1972","02","21","South America","Brazil","São Paulo","Sao Paulo","Nativa no Parque do Estado e Jardim Botanico","-46.621883","-23.654505",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93238' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413882","NY00413882_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","413899","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","F. C. Hoehne","F. C. Hoehne","28452","1931","11","13","South America","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93244' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413899","NY00413899_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","413894","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","O. Poncy","G. G. Hatschbach","17940","1967","11","22","South America","Brazil","Paraná","Guaratuba","Rio da Praia","-48.5744","-25.8831","3","5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413894","NY00413894_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","413890","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","A. E. Burkart","R. Reitz","7393","1958","10","18","South America","Brazil","Santa Catarina","Rio do Sul",NA,"-49.6431007385254","-27.2141990661621","400","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93248' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413890","NY00413890_01","15163","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","413885","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","R. S. Cowan","J. P. Lanna Sobrinho","7585","1970","11","12","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara. Tijuca, Estr. da Vista Chinesa, pr. Rancho Alegre","-43.2075","-22.9031",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413885","NY00413885_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","413886","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","R. S. Cowan","J. P. Lanna Sobrinho","7585","1970","11","12","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara. Tijuca, Estr. da Vista Chinesa, pr. Rancho Alegre","-43.2075","-22.9031",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413886","NY00413886_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","413897","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.",NA,"J. M. Silva","835","1990","03","13","South America","Brazil","Paraná","Campina Grande do Sul","Rod. para Parque das Lauraceas, rio Capivari","-49.0553","-25.3058",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93254' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413897","NY00413897_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","413889","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","A. E. Burkart","R. Reitz","3469","1950","03","15","South America","Brazil","Santa Catarina","Brusque","Azambuja","-48.910147","-27.126635","35","35","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93247' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413889","NY00413889_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","413891","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","A. E. Burkart","R. Reitz","1585","1954","03","01","South America","Brazil","Santa Catarina","Ibirama","Horto Florestal I. N. P.","-49.5178","-27.0569","300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413891","NY00413891_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","413898","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","F. C. Hoehne","F. C. Hoehne","28452","1931","11","13","South America","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93243' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413898","NY00413898_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-08 17:40:00-03","EAO","IAN","156623","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Inga","sellowiana","Inga sellowiana","Benth.","Rodrigues, IA","Lanna, JP","s.n.","1970","11","12","Southern America","Brasil","Rio de Janeiro","Guanabara","Tijuca, Estr. da Vista Chinesa, pr. Rancho Alegre.",NA,NA,NA,NA,NA,NA,"IAN156623",NA,NA,NA,"1978","11",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-08 17:40:00-03","EAO","IAN","93992","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Inga","sellowiana","Inga sellowiana","Benth.",NA,"Glaziou, AFM","3933","1875","06","15","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-08 17:40:00-03","EAO","IAN","163396","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Inga","sellowiana","Inga sellowiana","Benth.","Rodrigues, IA","Mayo, SJ; Mayo, AK; Lima, HC; Lima, MPM de; Plowman, T","616","1983","02","18","Southern America","Brasil","Rio de Janeiro","Maricá","Barra de Marica, high restinga about 1km from the sea with forest up to about 5m with +/- continuous canopy, area much dissected by dirt roads, soil almost pure sand. Sea level.","-42.8185997009277","-22.9193992614746",NA,NA,NA,"Tree to ca. 3-4m in low, dense arboreal restinga (caapoes). Stamens white.","IAN163396",NA,"20726","auto","1987","03","09","isotipo",NA,NA,NA,NA,NA,NA
"24","2020-10-27 11:21:59-03","PUCPR","HUCP","25459","S","Plantae","Eudicotiledonea",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Kersten, RA","Kersten, RA","1764",NA,NA,NA,NA,"Brasil","Parana","Paranaguá","Área Urbana do Município","-48.5092010498047","-25.5200004577637",NA,NA,NA,"Árvore de cerca de 18 m de altura e 20 de diâmetro.","HUCP00025459","HUCP00025459","24916","auto","2019","03","03",NA,NA,NA,NA,NA,NA,NA
"25","2019-12-04 15:25:12-03","PUCPR","HUCP","13714","S","Plantae","Eudicotiledonea",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Hatschbach, GG","Silva, JM","2294","1998","03","17",NA,"Brasil","Paraná","Bocaiúva do Sul","Serra de Santana","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-12-04 15:25:12-03","PUCPR","HUCP","11046","S","Plantae","Eudicotiledonea",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Passos, T","Caldari, MC","005","1984","06","28",NA,"Brasil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"HUCP00014781","HUCP00014781","13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-12-04 15:25:12-03","PUCPR","HUCP","16345","S","Plantae","Eudicotiledonea",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Garcia, FCP","Kozera, C","032","1996","01","08",NA,"Brasil","Paraná","Cruz Machado","Distrito de Santana","-51.3466987609863","-26.0174999237061",NA,NA,NA,NA,"HUCP00014677","HUCP00014677","52323","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:16:16-03","UFBA","ALCB","72984","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Hatschbach, G","Silva, JM; Poliquesi, CB","892","1991","01","08","Southern America","Brasil","Paraná","Quatro Barras","Borda do Campo","-49.0769004821777","-25.3656005859375",NA,NA,NA,"6 m. Frutos amarelos.; com araucária.","ALCB023426","ALCB023426","17116","auto","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:09:48-03","NBC","NL-BOTANY","L.1948511","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Inga","sellowiana","Inga sellowiana","Benth.",NA,"Reitz R; Klein RM",NA,"1954","03","01","Southern America","Brazil",NA,NA,"Rorto Florestal I.H.P. Ibirama. Santa Catarina. [!].",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1948511 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1948511","NL-L1948511",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 09:09:48-03","NBC","NL-BOTANY","L.1948512","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Inga","sellowiana","Inga sellowiana","Benth.",NA,"Klein RM",NA,"1954","11","30","Southern America","Brazil",NA,NA,"Morro de Fazonda, Itajaí. Santa Catarina.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1948512 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1948512","NL-L1948512",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-02-08 09:09:48-03","NBC","NL-BOTANY","U.1304327","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Inga","sellowiana","Inga sellowiana","Benth.",NA,"Hoehne W",NA,"1955","05","08","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1304327 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1304327","NL-U1304327",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0088871",NA,NA,NA,NA
"32","2020-11-04 10:55:48-03","ESALQ","ESA","136189","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","R.J.F. Garcia","R.J.F. Garcia","3502.0","2008","05","05",NA,"Brasil","São Paulo","Embu Guaçu",NA,NA,NA,NA,NA,NA,NA,"ESA136189",NA,NA,NA,"2020","11","10",NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:09:43-03","ESALQ","ESA","123698","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana",NA,"Ivanauskas, N.M.","Colletta, G.D. ; Ferreira, M.A.P.","1086.0","2013","04","01",NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA), UHE Fumaça, trilha do Chagas.","-47.5","-23.9599990844727",NA,NA,NA,"Árvore, 3m","ESA123698",NA,"41034","auto","2013","05","01",NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:09:43-03","ESALQ","ESA","60734","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.",NA,"Silva, J.M. et al.","2260.0","1998","02","07",NA,"Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"ESA060734","ESA060734","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:09:43-03","ESALQ","ESA","80691","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.",NA,"Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","237.0","2002","04","20",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/Floresta Ombrófila Densa Montana",NA,"-240.675",NA,NA,NA,"Árvore de 12m. Flores com cálice verde, corola branca e estames brancos.","ESA080691","ESA080691",NA,NA,NA,NA,NA,NA,NA,NA,"-47,968,889","-240,675",NA,NA
"36","2020-11-04 11:09:43-03","ESALQ","ESA","1234","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Garcia, F.C.P.","Silva, I.",NA,"1984","11","23",NA,"Brasil","São Paulo","Reserva da Juréia",NA,NA,NA,NA,NA,NA,NA,"ESA001234","ESA001234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:09:43-03","ESALQ","ESA","80692","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.",NA,"Gomes, S.M.; Antunes, R.M.; Gomes, P.B.; Nakakura, H.C.C.; Melo, M.S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","419.0","2002","04","21",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho, Núcleo Sete Barras. Estrada Estadual São Miguel Arcanjo-Sete Barras (SP139, Km69), beira do Rio Bonito. Floresta Ombrófila Densa Montana. Borda de mata no entorno do Rio Bonito.","-47.9199981689453","-24.3799991607666",NA,NA,NA,"Árvore de 8m de altura. Frutos verdes.","ESA080692","ESA080692","34059","auto",NA,NA,NA,NA,NA,NA,"-47,994,167","-24,141,667",NA,NA
"38","2019-02-22 11:45:28-03","IPA","IPA","51041","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Inga","sellowiana","Inga sellowiana","Benth.","Klein, R.M.","Sonh, S.; Campos, J.M.; Campos, J.M.","2","1981","12","10","Southern America","Brasil","Santa Catarina","Bom Retiro","Rio São João","-49.489200592041","-27.7971992492676",NA,NA,NA,"Folhas lisa e secas quebram fácil. Tronco reto denso. Fruto parecido com o do ingá (cheiro da fruta) vagens compridas, lisas sem pêlo.","IPA0051041",NA,"35974","auto","1981","04","13",NA,NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:29:46-03","IAP","PACA-AGP","96185","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Mimosaceae","Inga","sellowiana","Inga sellowiana","Benth.","J. Larocca","J. Larocca",NA,"1988","12","30",NA,"Brasil","RS","Sapiranga","Picada Verão","-51.0069007873535","-29.6380996704102",NA,NA,NA,"HEDU 262&nf;Estames brancos Habitat: Caída junto ao riacho Hábito: arvoreta","PACA096185",NA,"11711","auto",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"40","2019-08-27 13:29:46-03","IAP","PACA-AGP","55229","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Mimosaceae","Inga","sellowiana","Inga sellowiana","Benth.","Burkart","Reitz, R.","3666","1950","09","20",NA,"Brasil","SC","Brusque","Mata da Azambuja","-48.9174995422363","-27.0981006622314","35","35",NA,"10m de altura e vagem amarela. HBR 6470. Habitat: in secundariis altis Fenofase: fruto submaturo Hábito: árvore","PACA055229",NA,"19684","auto","1953",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"41","2019-08-27 13:29:46-03","IAP","PACA-AGP","58237","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Mimosaceae","Inga","sellowiana","Inga sellowiana","Benth.","Burkart","R. Klein","153","1950","03","10",NA,"Brasil","SC","Brusque","Mata do Hoffmann","-48.9174995422363","-27.0981006622314","50","50",NA,"20m de altura. Instituto de Malariologia nr. 54.&nf;Espécie confirmada por F. C. P. Garcia em 31/07/1997. Habitat: in silva Fenofase: flor Hábito: árvore","PACA058237",NA,"19684","auto","1951",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"42","2019-08-27 13:29:46-03","IAP","PACA-AGP","66908","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Mimosaceae","Inga","sellowiana","Inga sellowiana","Benth.","A. Burkart","Reitz, R.","1693","1954","03","03",NA,"Brasil","SC","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385","150","150",NA,"15m de altura e flores brancas.&nf;Espécie confirmada por F. C. P. Garcia em 31.07.1997. Habitat: mata Hábito: árvore","PACA066908",NA,"27253","auto","1973",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"43","2020-12-20 21:17:28-03","UFV","VIC","29887","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Garcia, F.C.P.","Silva, L.L.","s.n.","2005","07","05",NA,"Brasil","São Paulo","São Paulo","Sítio Bourdin, Área úmida.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Árvore, 15 m de altura; frutos amarelos, sementes esverdeadas.","VIC029887","VIC029887","53584","auto","2005","07","13",NA,NA,NA,NA,NA,NA,NA
"44","2020-12-20 21:17:28-03","UFV","VIC","21478","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Uliana, V.L.C.R.; Scaloni, V.","Savassi, A.P.; et al.","237","2002","04","20",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/Floresta Ombrófila Densa Montana.","-47.968889","-24.0675",NA,NA,NA,"Árvore de 12m de altura. Flores com cálice verde, corola branca e estames brancos.","VIC021478","VIC021478",NA,NA,NA,NA,NA,NA,NA,NA,"-47.968889","-24.0675",NA,NA
"45","2020-12-20 21:17:28-03","UFV","VIC","29885","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Garcia, F.C.P.","Silva, L.L.","s.n.","2005","04","14",NA,"Brasil","São Paulo","São Paulo","Sítio Bourdin, Área úmida.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Árvore, 8 m de altura; folhas discolores, botões florais verdes; frutos imaturos.","VIC029885","VIC029885","53584","auto","2005","07","13",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-20 21:17:28-03","UFV","VIC","29886","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Garcia, F.C.P.","Silva, L.L.","s.n.","2005","04","14",NA,"Brasil","São Paulo","São Paulo","Sítio Bourdin, Área úmida.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Árvore, 15 m de altura; folhas jovens verde-claro brilhantes, levemente discolores; botões florais verdes; frutos imaturos verdes.","VIC029886","VIC029886","53584","auto","2005","07","13",NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 14:36:34-03","UFJF","CESJ","32240","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","G. Hatschbach","J.M. Silva; C.B. Poliquesi; L.M. Abe","2294","1998","03","17","América do Sul","Brasil","Paraná","Bocaiúva do Sul","Serra de Santana","-49.1150016784668","-25.2061004638672",NA,NA,NA,"Árvore, 5m, flor alva. Mata da encosta da serra.","CESJ032240",NA,"61623","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
