"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00994633","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","J. W. Floyd","G. G. Hatschbach","53069","1989","05","22","South America","Brazil","Minas Gerais","Gouveia","Barro Branco, Torre Telemig.","-43.7406","-18.4544","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069146' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994633","NY00994633_01","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00994630","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","J. W. Floyd","H. S. Irwin","20144","1968","02","15","South America","Brazil","Minas Gerais",NA,"Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte).","-43.4","-18.87","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069140' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994630","NY00994630_01","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L 0007209","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","oleaefolia","Gaylussacia oleaefolia","Dunal","Sleumer HO","Vauthier M",NA,"1833","01","01","Southern America","Brazil","Minas Gerais",NA,"Serra do FrioMinas GeraereBresil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200007209 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0007209","NL-L0007209",NA,NA,"isotype",NA,NA,"Magnoliopsidae","903322694",NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L.2593984","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Sleumer HO","Barreto M",NA,"1936","10","30","Southern America","Brazil","Minas Gerais",NA,"Km 141, Estrada de Condeicao. Municipio de Condeicao.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2593984 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2593984","NL-L2593984",NA,NA,NA,NA,NA,"Magnoliopsidae","L 0794684",NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L.2593985","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal",NA,"Hatschbach GG",NA,"1975","05","25","Southern America","Brazil",NA,NA,"Chapada dos Veadeiros (mun. Cavalcante) Goiás.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2593985 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2593985","NL-L2593985",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L.2593986","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal",NA,"Hatschbach GG",NA,"1972","08","06","Southern America","Brazil",NA,NA,"Serra do Cipó (mun. Jaboticatuba) Minas Gerais.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2593986 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2593986","NL-L2593986",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L.2593987","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal",NA,"Hatschbach GG",NA,"1971","09","06","Southern America","Brazil",NA,NA,"Serra do Espinhaço (mun. Gouveia) Minas - Gerais.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2593987 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2593987","NL-L2593987",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L.2593988","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal",NA,"Anderson WR; Stieber M; Kirkbride Jr JH",NA,"1972","02","18","Southern America","Brazil",NA,NA,"The Planalto do Brasil, Estado de Minas Gerais Serra do Espinhaço. Serra do Cipo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2593988 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2593988","NL-L2593988",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L.2593989","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal",NA,"Barreto M",NA,"1936","08","12","Southern America","Brazil",NA,NA,"Serra do Cipó, km 124; município de Santa Luzia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2593989 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2593989","NL-L2593989",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:01:35-03","NBC","NL-BOTANY","WAG.1788634","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal",NA,"Hatschbach GG",NA,"1972","08","06","Southern America","Brazil",NA,NA,"Serra do Cipó (mun. Jaboticatuba) Minas Gerais.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1788634 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1788634","NL-WAG1788634",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:06:43-03","ESALQ","ESA","115813","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,"Romão, G.O.","Costa, F.N.","773.0","2004","06","24",NA,"Brasil","Minas Gerais","Congonhas do Norte",NA,"-43.6814002990723","-18.8071994781494",NA,NA,"ESA115813","ESA115813",NA,NA,NA,"30386","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:06:43-03","ESALQ","ESA","115811","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,"Romão, G.O.","Costa, F.N.","1091.0","2006","09","16",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"ESA115811","ESA115811",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:06:43-03","ESALQ","ESA","92088","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Leitão Filho, H.F. et al.","27358.0","1992","12","07",NA,"Brasil","Minas Gerais","Jaboticatubas",NA,"-43.7449989318848","-19.513599395752",NA,NA,"ESA092088","ESA092088",NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:06:43-03","ESALQ","ESA","92146","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Pirani, J.R. et al.",NA,"2002","06","08",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA092146","ESA092146",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:06:43-03","ESALQ","ESA","92060","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Romão, G.O. et al.","912.0","2003","01","10",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA092060","ESA092060",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:06:43-03","ESALQ","ESA","76691","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Amaral, M.C.E. et al.",NA,"1982","04","22",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA076691","ESA076691",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:06:43-03","ESALQ","ESA","76821","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Semir, J. et al.",NA,"1977","11","19",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA076821","ESA076821",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:06:43-03","ESALQ","ESA","76687","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Pirani, J.R. et al.",NA,"1982","03","21",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA076687","ESA076687",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:06:43-03","ESALQ","ESA","76787","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Pirani, J.R. et al.",NA,"1991","04","27",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA076787","ESA076787",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:06:43-03","ESALQ","ESA","91671","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Groppo Jr., M. et al.","1073.0","2002","06","09",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA091671","ESA091671",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:06:43-03","ESALQ","ESA","76689","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Cordeiro, I. et al.",NA,"1981","10","06",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA076689","ESA076689",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:06:43-03","ESALQ","ESA","76685","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Kameyama, C. et al.",NA,"1987","07","12",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA076685","ESA076685",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:06:43-03","ESALQ","ESA","78060","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,"Romão, G.O.","Souza, V.C.; Romão, G.O.; Sampaio, D.; Araújo, A.O.; Elias, S.I.","28562.0","2002","02","28",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro, km 117.","-43.7144012451172","-19.1688995361328",NA,"Arbusto, ca. 1,5 m alt.; corola alva. Beira de mata.","ESA078060","ESA078060","1150","1150",NA,"26557","auto",NA,NA,"2002","-43,547,778","-19,271,111",NA,NA,NA,NA
"34","2020-11-04 11:06:43-03","ESALQ","ESA","76788","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Amaral, M.C.E. et al.",NA,"1982","04","22",NA,"Brasil","Minas Gerais","Congonhas do Norte",NA,"-43.6814002990723","-18.8071994781494",NA,NA,"ESA076788","ESA076788",NA,NA,NA,"30386","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:06:43-03","ESALQ","ESA","76789","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Hensold, N.","812.0","1982","05","11",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro",NA,"-43.3210983276367","-19.414400100708",NA,NA,"ESA076789","ESA076789",NA,NA,NA,"22479","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:06:43-03","ESALQ","ESA","92087","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Semir, J. et al.",NA,"1974","09","07",NA,"Brasil","Minas Gerais","Jaboticatubas",NA,"-43.7449989318848","-19.513599395752",NA,NA,"ESA092087","ESA092087",NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:06:43-03","ESALQ","ESA","92086","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Semir, J. ; Sazima, M.",NA,"1973","10","29",NA,"Brasil","Minas Gerais","Jaboticatubas",NA,"-43.7449989318848","-19.513599395752",NA,NA,"ESA092086","ESA092086",NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:06:43-03","ESALQ","ESA","92059","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Romão, G.O. et al.","890.0","2003","01","10",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA092059","ESA092059",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:06:43-03","ESALQ","ESA","92058","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Romão, G.O. et al.","911.0","2003","01","10",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA092058","ESA092058",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:06:43-03","ESALQ","ESA","92147","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Pirani, J.R. et al.",NA,"2002","06","08",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA092147","ESA092147",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:06:43-03","ESALQ","ESA","76690","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Pirani, J.R. et al.",NA,"1982","03","22",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA076690","ESA076690",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:06:43-03","ESALQ","ESA","92056","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Romão, G.O. et al.","901.0","2003","01","10",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA092056","ESA092056",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:06:43-03","ESALQ","ESA","79988","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Romão, G.O. et al.","877.0","2002","02","28",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA079988","ESA079988",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:06:43-03","ESALQ","ESA","76686","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Salimena-Pires, F.R. et al.",NA,"1989","05","20",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA076686",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:06:43-03","ESALQ","ESA","76688","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Cavalcanti, T.B. et al.",NA,"1986","09","12",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA076688","ESA076688",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:06:43-03","ESALQ","ESA","76737","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Romão, G.O. et al.","736.0","2001","07","05",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA076737","ESA076737",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:06:43-03","ESALQ","ESA","76822","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Sazima, M. et al.",NA,"1973","02","16",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA076822","ESA076822",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:06:43-03","ESALQ","ESA","92057","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Romão, G.O. et al.","922.0","2003","01","10",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA092057","ESA092057",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:06:43-03","ESALQ","ESA","76692","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,NA,"Pinheiro, J.D. et al.",NA,"1982","07","31",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA076692","ESA076692",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2015-07-02 14:01:40-03","JBP","HPL","6906","S","Plantae",NA,NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,"G. O. Romão","V. C. Souza & G. O. Romão et al.","28562","2002","02","28",NA,"Brasil","MG","Santana do Riacho","Coletado na Serra do Cipó, nas proximidades da Rodovia Belo Horizonte-Conceição do Mato Dentro, km 117, em beira de mata. S 19° 16' 16; W 43° 32' 52 - 1150 m.s.m.","-43.7144","-19.1689",NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,"2002",NA,NA,"02","28",NA,NA
