"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","individualCount","class","fieldNumber"
"15","2021-03-15 16:37:00-03","NY","NYBG","00959753","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","cipoana","Chamaecrista cipoana","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"N. M. Castro","s.n.","1989","06","08","South America","Brazil","Minas Gerais","Parque Nacional da Serra do Cipó, Santana do Riacho",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032525' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959753",NA,"R. C. Barneby","Santana do Riacho","-43.539757","-19.388386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00935506","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"H. S. Irwin","2442","1959","01","13","South America","Brazil","Minas Gerais","Serra do Cipó, 50 km W. of Morro do Pilar, on road to S. Jose do Almeido",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981197' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935506","NY00935506_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00935505","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"G. M. Magalhaes","5888","1963","04",NA,"South America","Brazil","Minas Gerais","Serra do Cipó, 135 km. Munic. Conceiçao",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980887' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935505","NY00935505_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02681511","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"R. de Mello-Silva","2896","2006","04","22","South America","Brazil","Minas Gerais","Lapinha. Contrafortes ocidentais da Serra do Cipó. Elevações imediatamente a nordeste de Lapinha, nas nascentes do Corrego do Boqueirão, que abastece o arraial. Trilha para o alto do Paredão.","1315",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2957430' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681511","NY02681511_01",NA,"Santana do Riacho","-43.6756","-19.1058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00935526","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"W. R. Anderson","36181","1972","02","18","South America","Brazil","Minas Gerais","Serra do Espinhaço, Serra do Cipó","1225","1225","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981029' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935526","NY00935526_01",NA,NA,"-43.566908","-19.391522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00935502","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"G. G. Hatschbach","30063","1972","08","08","South America","Brazil","Minas Gerais","Serra do Cipó, Fda. Palacio",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980868' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935502","NY00935502_01",NA,"Jaboticatubas","-43.7447","-19.5136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00935501","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"J. R. Pirani","CFSC12081","1991","03","26","South America","Brazil","Minas Gerais","Serra do Cipó, km 125 da rodovia Belo horizonte - Conceição do Mato Dentro. Elevação em frente à estatua do Velho Juca.","1320","1370","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980810' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935501","NY00935501_01","R. C. Barneby","Santana do Riacho","-43.7142","-19.1692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00935528","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"H. S. Irwin","2501","1959","01","21","South America","Brazil","Minas Gerais","20 km south of Ouro Preto on road to Ouro Branco",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981180' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935528",NA,NA,"Ouro Branco","-43.6917","-20.5208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00935527","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"B. M. J. Lutz","52","1921","04","07","South America","Brazil","Minas Gerais","Sao Joao d'El Rei (Serra de Sao José)",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935527",NA,NA,"São João del Rei","-44.2617","-21.1358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00935503","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"G. G. Hatschbach","31559","1973","02","14","South America","Brazil","Minas Gerais","Serra do Cipó, Fda. Palacio","1400","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980878' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935503","NY00935503_01",NA,"Jaboticatubas","-43.7447","-19.5136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00935530","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"H. S. Irwin","20313","1968","02","16","South America","Brazil","Minas Gerais","Serra do Cipó, km. 132 (ca. 153km N. of Belo Horizonte).","1400","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981193' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935530","NY00935530_01",NA,NA,"-43.68","-18.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00935504","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"G. G. Hatschbach","35384","1974","10","26","South America","Brazil","Minas Gerais","Serra do Cipó",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980846' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935504","NY00935504_01","R. C. Barneby","Santana do Riacho","-43.539757","-19.388386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00935529","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"H. S. Irwin","2450","1959","01","13","South America","Brazil","Minas Gerais","Serra do Cipó, 65 km W. of Morro do Pilar, on road to S. Jose do Almeido",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981189' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935529","NY00935529_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02681522","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"D. C. Zappi","CFSC10169","1987","05","10","South America","Brazil","Minas Gerais","Serra do Cipó: Km 124, ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2957442' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681522","NY02681522_01",NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-08 17:39:37-03","EAO","IAN","105506","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Cassia","multipennis","Cassia multipennis","H.S. Irwin & Barneby",NA,"Magalhães, MG","5223","1949","03","30","Southern America","Brasil","Minas Gerais","Serra do Cipó.","1400","1400",NA,NA,"IAN105506",NA,"Irwin, HS","Conceição",NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA
"30","2021-04-08 17:39:37-03","EAO","IAN","106549","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Cassia","multipennis","Cassia multipennis","H.S. Irwin & Barneby",NA,"Magalhães, MG","5223","1949","03","30","Southern America","Brasil","Minas Gerais","Serra do Cipó.","1400","1400",NA,NA,"IAN106549",NA,"Irwin, HS","Conceição",NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA
"31","2021-04-08 17:39:37-03","EAO","IAN","110255","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Cassia","multipennis","Cassia multipennis","H.S. Irwin & Barneby","holotipo","Duarte, AP","2597","1950","04","21","Southern America","Brasil","Minas Gerais","Serra do cipo Rm. 135 a 1250m.",NA,NA,NA,"Arbusto rupestre. Subarbusto com 1-1,5 metro de altura.","IAN110255",NA,"Irwin, HS",NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA
"32","2019-12-12 15:31:41-03","UFABC","HUFABC","001843","PreservedSpecimen","Plantae","Angiospermas",NA,"Fabaceae","Chamaecrista","cipoana","Chamaecrista cipoana","(H.S.Irwin & Barneby) H.S.Irwin",NA,"Prochazka, L S; Nogueira, A","35","2018","12","13",NA,"Brasil","Minas Gerais","Serra do Cipó, Trilha em direção a Cachoeira da Capivara.","1308","1308",NA,"Planta de aproximadamente 1,5m, tricomada e pegajosa. Flores amarelas, sem presença de nectário extrafloral.","HUFABC001843",NA,NA,"Santana do Riacho","-43.553833","-19.24",NA,NA,NA,"-43.553833","-19.24",NA,NA,NA,NA,NA
"33","2020-11-04 11:08:53-03","ESALQ","ESA","98227","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis",NA,NA,"Mello-Silva, R.","2896.0","2006","04","22",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"ESA098227","ESA098227","Rando, J.G.","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:08:53-03","ESALQ","ESA","78035","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Souza, V.C.; Sampaio, D.; Araújo, A.O.; Romão, G.O.; Elias, S.I.","28537.0","2002","02","27",NA,"Brasil","Minas Gerais","Serra do Cipó, Estrada Belo Horizonte - Conceição do Mato Dentro, ca. 2 km após a bifurcação para Morro do Pilar. Área perturbada","1250","1250",NA,"Arbusto, ca. 1,5 m alt.; pétalas amarelas.","ESA078035","ESA078035","Rando, J.G.","Santana do Riacho","-433.001","-191.215",NA,NA,NA,"-433,001","-191,215",NA,NA,NA,NA,NA
"35","2020-11-04 11:08:53-03","ESALQ","ESA","11554","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Souza, V.C. ; Sakuragui, C.M.","3428.0","1993","05","02",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,"ESA011554","ESA011554",NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto","2001",NA,NA,"01","02",NA,NA,NA
"36","2020-11-04 11:08:53-03","ESALQ","ESA","28318","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Scalon, V.R.","11559.0","1996","07","03",NA,"Brasil","Minas Gerais","Serra do Cipó. Cerca de 1-2 km acima do Córrego Chapéu de Sol. Campo rupestre.",NA,NA,NA,"Arbusto, ca. 1,5 m alt.; pétalas passando de amarelas para alaranjadas.","ESA028318","ESA028318",NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-14 15:28:49-03","MN","R","130683","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Cassia","multipennis","Cassia multipennis","H.S. Irwin & Barneby",NA,"Irwin, H.S.","2442","1959","01","13",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Barneby, R.C.","Morro do Pilar","-43.3763999938965","-19.2155990600586","18539","auto","1975",NA,NA,NA,NA,NA,NA,NA
"38","2021-01-14 15:28:49-03","MN","R","130684","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Cassia","multipennis","Cassia multipennis","H.S. Irwin & Barneby",NA,"Irwin, H.S.","2450","1959","01","13",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Barneby, R.C.","Morro do Pilar","-43.3763999938965","-19.2155990600586","18539","auto","1975",NA,NA,NA,NA,NA,NA,NA
"39","2021-01-14 15:28:49-03","MN","R","130682","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Cassia","multipennis","Cassia multipennis","H.S. Irwin & Barneby",NA,"Irwin, H.S.","2501","1958","01","21",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Barneby, R.C.","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","1978",NA,NA,"01","28",NA,NA,NA
"40","2021-01-14 15:28:49-03","MN","R","24053","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Cassia","multipennis","Cassia multipennis","H.S. Irwin & Barneby",NA,"Lutz, B.M.J.","52","1921","04","07",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Irwin,H.S. & Barneby,R.","São João Del Rei","-44.2616996765137","-21.1355991363525","39093","auto","1974",NA,NA,NA,NA,NA,NA,NA
"41","2020-12-20 21:17:14-03","UFV","VIC","32498","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","cipoana","Chamaecrista cipoana","(H.S. Irwin & Barneby) H.S. Irwin & Barneby",NA,"Francino, D.M.T.; Dalvi, V.C.","22","2009","06","22",NA,"Brasil","Minas Gerais","Estrada para Santana do Riacho, Ambos os lados da estrada, trecho de estrada com calçamento de paralelepípedo. Campo cerrado.",NA,NA,NA,"Arbusto 1 a 1,5m, bem ramificado. Ramos viscosos. Folíolos com glândulas principalmente na margem. Corola amarela.","VIC032498","VIC032498 VIC032498_1","Francino, D.M.T.",NA,NA,NA,NA,NA,"2009",NA,NA,"08","03",NA,NA,NA
"42","2020-12-20 21:17:14-03","UFV","VIC","37006","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","cipoana","Chamaecrista cipoana","(H.S. Irwin & Barneby) H.S. Irwin & Barneby",NA,"Coutinho, Í.A.C.; Mauri, J.; Resende, K.F.M.","43","2012","08","01",NA,"Brasil","Minas Gerais","Serra do Cipó, Margem direita da rodovia que ligam o Distrito de Serra do Cipó ao alojamento do Alto Palácio.",NA,NA,NA,"C.a. de 1,5 metros de altura. Tricomas pegajosos presentes por toda planta. Cálice vermelho-vináceo, corola amarela.","VIC037006","VIC037006","Coutinho, Í.A.C.",NA,"-44.056111","-19.31175",NA,NA,"2012","-44.056111","-19.31175","08","01",NA,NA,NA
"43","2020-12-20 21:17:14-03","UFV","VIC","32505","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","cipoana","Chamaecrista cipoana","(H.S. Irwin & Barneby) H.S. Irwin & Barneby",NA,"Francino, D.M.T.; et al.","15","2009","05","14",NA,"Brasil","Minas Gerais","Distrito de Cardeal Mota, Rodovia MG 010, área de campo rupestre 1,5 Km a frente da Pousada Chapéu do Sol sentido Conceição do Mato Dentro, à esquerda da rodovia.",NA,NA,NA,"Arbusto 1 a 1,5m, bem ramificado. Ramos viscosos. Folíolos com glândulas principalmente na margem. Corola amarela.","VIC032505","VIC032505 VIC032505_1","Francino, D.M.T.","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto","2009",NA,NA,"05","26",NA,NA,NA
