"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00909034","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","W. R. Anderson","6633","1973","03","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984818' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909034","Magnoliophyta","Myrtales","(Ser. ex DC.) Cogn.","J. J. Wurdack","Goiás","Chapada dos Veadeiros, ca. 16-17 km by road N of Alto Paraíso","-47.4118","-14.0122","1600","1600","NY00909034_01","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00909028","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","H. S. Irwin","20175","1968","02","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984794' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909028","Magnoliophyta","Myrtales","(Ser. ex DC.) Cogn.","J. J. Wurdack","Minas Gerais","Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte).","-43.4","-18.87","1300","1300","NY00909028_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","520881","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","G. G. Hatschbach","7581","1960","12","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552840' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520881","Magnoliophyta","Myrtales","(Ser. ex DC.) Cogn.","R. Goldenberg","Paraná","Rio Papagaios","-49.5281","-25.4586",NA,NA,"NY00520881_01","Campo Largo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00909029","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","H. S. Irwin","28550","1970","03","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984795' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909029","Magnoliophyta","Myrtales","(Ser. ex DC.) Cogn.","J. J. Wurdack","Minas Gerais","Serra do Espinhaço, ca. 7 km N. of São João da Chapada, road to Inhaí.","-43.6002998352051","-18.2493991851807","1150",NA,"NY00909029_01","Diamantina","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02098926","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","R. Goldenberg","1494","2011","01","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2500236' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098926","Magnoliophyta","Myrtales","(Ser. ex DC.) Cogn.","M. Reginato","Minas Gerais","Cracça' Banhos do Belchior Floresta ao longo de reiacho.","-43.4152984619141","-19.959400177002",NA,NA,"NY02098926_01","Santa Bárbara","33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00909032","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","W. R. Anderson","35665","1972","02","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984810' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909032","Magnoliophyta","Myrtales","(Ser. ex DC.) Cogn.","J. J. Wurdack","Minas Gerais","Serra do Espinhaço, South-eastern drainage of Pico do Itambé, about 5 km directly west and north of Santo Antonio do Itambé","-43.351","-18.4489","950","950","NY00909032_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","520477","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","A. C. Brade","21030","1951","05","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=646689' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520477","Magnoliophyta","Myrtales","(Ser. ex DC.) Cogn.","R. Goldenberg","São Paulo","Serra da Bocaina","-44.5697","-22.64","1700","1700","NY00520477_01","Sao José do Barreiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01874828","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","M. Reginato","1376","2013","01","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085187' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874828","Magnoliophyta","Myrtales","(Ser. ex DC.) Cogn.","M. Reginato","Goiás","Estrada Alto Paraíso - São Jorge.","-47.631033","-14.16172",NA,NA,"NY01874828_01","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00909035","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","H. S. Irwin","12768","1966","02","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984823' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909035","Magnoliophyta","Myrtales","(Ser. ex DC.) Cogn.","R. Goldenberg","Goiás","Chapada dos Veadeiros, ca. 15 km W. of Alto Paraíso de Goiás (formerly Veadeiros)","-47.65562","-14.1167","1000","1000","NY00909035_01","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00909027","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","H. S. Irwin","28006","1970","03","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984786' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909027","Magnoliophyta","Myrtales","(Ser. ex DC.) Cogn.","J. J. Wurdack","Minas Gerais","Serra do Espinhaço, Rio Jequití, ca. 25 km E. of Diamantina","-43.50795","-18.1448","790","790","NY00909027_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00909036","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","A. Macedo","4337","1956","02","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984828' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909036","Magnoliophyta","Myrtales","(Ser. ex DC.) Cogn.","R. Goldenberg","Goiás","Pirineus.","-48.8083","-15.9236",NA,NA,"NY00909036_01","Corumbá de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01874462","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","M. Reginato","1435","2013","02","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085246' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874462","Magnoliophyta","Myrtales","(Ser. ex DC.) Cogn.","M. Reginato","São Paulo","P.N. da Bocaina.","-44.684548","-23.029725",NA,NA,"NY01874462_01","São José do Barreiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-18 09:30:08-03","UNESP-IBB","BOTU","26237","PreservedSpecimen","Plantae","Melastomataceae","Leandra","parvifolia","Leandra parvifolia","Goldenberg.R.","501","1999","03","12",NA,"Brasil",NA,NA,NA,"BOTU026237",NA,NA,"Cogn.","Goldenberg, R.","Paraná",NA,NA,NA,NA,NA,NA,"Ponta Grossa",NA,NA,"1999","04","9999","9999",NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:44:24-03","EAO","IAN","41285","PreservedSpecimen","Plantae","Melastomataceae","Leandra","parvifolia","Leandra parvifolia","Saint-Hilaire","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN041285","Dicotiledônea",NA,"Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:44:24-03","EAO","IAN","138639","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Irwin, HS; Harley, RM","29018","1971","01","24","Southern America","Brasil",NA,NA,NA,"IAN138639","Dicotiledônea",NA,"(DC.) Cogn.","Wurdack, JJ","Minas Gerais","Cerrado, sedge meadow (brejo), sandstone outcrops, and gallery forest, ca. 10km W. of barão de Cocais, gray ssandy soil.",NA,NA,"1500","1500",NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-12-04 15:25:23-03","PUCPR","HUCP","12370","S","Plantae","Melastomataceae","Leandra","parvifolia","Leandra parvifolia","Goldenberg, R","501","1999","03","12",NA,"Brasil",NA,NA,"Nº 37698.","HUCP00013879","Eudicotiledonea",NA,"Cogn.","Goldenberg, R","Paraná","Rio dos Papagaios","-50.1618995666504","-25.0949993133545",NA,NA,"HUCP00013879","Ponta Grossa","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:03:02-03","NBC","NL-BOTANY","L.2534347","PreservedSpecimen","Plantae","Melastomataceae","Leandra","parvifolia","Leandra parvifolia","Hatschbach GG",NA,"1961","12","21","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534347 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534347",NA,"Myrtales","Cogn.",NA,NA,"Est. Parana (Brasil) Mun. Jaguariaiva, Mtr. para Sertão Alto.",NA,NA,NA,NA,"NL-L2534347",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 10:03:07-03","NBC","NL-BOTANY","WAG.1092991","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Irwin HS; et al.",NA,"1970","03","28","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1092991 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1092991",NA,"Myrtales","Cogn.",NA,NA,"Plants of the Planalto do Brasil. Estado de Minas Gerais. Serra do Espinhaço. Gallery margin. Creek margin with cut-over gallery forest, ca. 7km N. of São João da Chapada, road to Inhaí.",NA,NA,NA,NA,"NL-WAG1092991",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 10:03:07-03","NBC","NL-BOTANY","WAG.1092992","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Irwin HS; Harley RM; Onishi E",NA,"1971","01","24","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1092992 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1092992",NA,"Myrtales","Cogn.",NA,NA,"Plants of the Planalto do Brasil. Estado de Minas Gerais. Serra do Espinhaço. Cerrado, sedge meadow (brejo), ca 10km W. of Barão de Cocais.",NA,NA,NA,NA,"NL-WAG1092992",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-11-04 11:13:28-03","ESALQ","ESA","1557","PreservedSpecimen","Plantae","Melastomataceae","Leandra","linearifolia","Leandra linearifolia","Lima, A.S.",NA,"1941","01","16",NA,"Brasil",NA,NA,NA,"ESA001557","Magnoliophyta",NA,"Cogn.","Matsumoto, K.","São Paulo",NA,NA,NA,NA,NA,NA,"Estação Experimental Boracea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:13:28-03","ESALQ","ESA","35771","PreservedSpecimen","Plantae","Melastomataceae","Leandra","linearifolia","Leandra linearifolia","Souza, J.P. et al.","837.0","1996","12","13",NA,"Brasil",NA,NA,NA,"ESA035771","Magnoliophyta",NA,"Cogn.","Chiea, S.A.C.","São Paulo",NA,"-44.9599990844727","-23.0699996948242",NA,NA,"ESA035771","Cunha","38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:13:28-03","ESALQ","ESA","37340","PreservedSpecimen","Plantae","Melastomataceae","Leandra","linearifolia","Leandra linearifolia","Torezan, J.M.; Arima, L.I.A.; Pimenta, J.A.; Resende, J.C.F.; Sifuentes, D.V.O.","716.0","1997","12","16",NA,"Brasil",NA,NA,"Sub-arbusto com 0,5m. Peciolos avermelhados. Flores com corola branca.","ESA037340","Magnoliophyta",NA,"Cogn.",NA,"São Paulo","Fazenda Santa Maria do Espinho e Saco Grande. Campo, margem do rio","-491.535","-241.614",NA,NA,"ESA037340","Bom Sucesso de Itararé",NA,NA,NA,NA,"-491,535","-241,614",NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:34:15-03","UNICAMP","UEC","175798","S","Plantae","Melastomataceae","Leandra","linearifolia","Leandra linearifolia","Torezan, JMD; Arima, LIA; Pimenta, JA; Resende, JCF; et al.","716","1997","12","16",NA,"Brazil",NA,NA,"Subarbusto com 0,5m. Pecíolos avermelhados. Flores com corola branca.; Campo, margem do rio.","UEC051294","Magnoliopsida",NA,"Cogn.",NA,"São Paulo","Fazenda Santa Maria do Espinho e Saco Grande.","-49.259722","-24.270556",NA,NA,"UEC051294","Bom Sucesso de Itararé",NA,NA,NA,NA,"-49.259722","-24.270556",NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:34:15-03","UNICAMP","UEC","45622","S","Plantae","Melastomataceae","Leandra","linearifolia","Leandra linearifolia","Sousa, HC; et al.","8850","1987","02","17",NA,"Brazil",NA,NA,"Arbusto de mais ou menos 40cm de altura.Flores brancas; botôes arroxeados; frutos maduros cor de vinho.; Pedra na Marge do Córrego.","UEC022445","Magnoliopsida",NA,"Cogn.","Semir, J; Martins, AB","Minas Gerais","P.E. do Ibitipoc","-43.793098449707","-21.8425006866455",NA,NA,"UEC022445","Lima Duarte","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-10 17:54:10-03","UNICAMP","UEC","106745","S","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Pirani, JR; Rapini, A; Marcato, AC; Meguro, M","646","1998","01","14",NA,"Brazil",NA,NA,"flor, Subarbusto, em borda de riacho, no interior de mata. Flores alvas. Mata.","UEC050738","Magnoliopsida",NA,"(A.DC.) Cogn.","Goldenberg, R","Minas Gerais","Mendanha, Próximo à estrada.","-43.503889","-19.569444","930","930","UEC050738","Diamantina",NA,NA,"2012",NA,"-43.503889","-19.569444",NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:34:20-03","UNICAMP","UEC","111947","S","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Romero, R; Nakajima, JN","3755","1996","11","19",NA,"Brazil",NA,NA,"Subarbusto, ca. 0,5m, corola e estames brancos.; Capão de Mata. Borda de Rio.","UEC044897","Magnoliopsida",NA,"(A.DC.) Cogn.","Romero, R","Minas Gerais","Guarita de Sacramento, próximo à captação de água. Parque Nacional da Serra da Canastra.",NA,NA,NA,NA,"UEC044897","São Roque",NA,NA,"1996","11",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:34:20-03","UNICAMP","UEC","117592","S","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Pereira, FMB","294","2000","04","28",NA,"Brazil",NA,NA,"Sub-arbusto de frutos cor de abóbra, folhas discolores de aroma suave, rara no local.; Mata ciliar sobre solo hidromórfico","UEC044871","Magnoliopsida",NA,"(A.DC.) Cogn.",NA,"Minas Gerais","Distrito Dois Irmãos, Comarca Estudantil de Itanhandú Fazenda dos Dois Irmãos. Coletas organizadas pela EXTRACTA MOLÉCULAS NATURAIS Ltda, Pojeto de Bioprospecção.","-44.6525","-22.245","294","294","UEC044871","Itamonte",NA,NA,NA,NA,"-44.6525","-22.245",NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:34:20-03","UNICAMP","UEC","91193","S","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Souza, JP; Souza, VC; Rodrigues, RR; Tamashiro, JY; Ivanauskas, NM","837","1996","12","13",NA,"Brazil",NA,NA,"Subarbusto, 30cm alt. Flores alvas.","UEC105876","Magnoliopsida",NA,"(A.DC.) Cogn.","Goldenberg, R","São Paulo","Brasil. Estado de São Paulo, Município de Cunha; Trilha da Pedreira; Floresta Ombrófila Densa, Floresta de altitude com pasto abandonado por mais de 20 anos.","-45.004722","-23.233889",NA,NA,"UEC105876","Cunha",NA,NA,"2015",NA,"-45.004722","-23.233889",NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:34:20-03","UNICAMP","UEC","46531","S","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Mendonça, RC; Alvarenga, D","786","1987","02","18",NA,"Brazil",NA,NA,"Subarbusto ca. 1,5m de altura, flores alvas.","UEC012964","Magnoliopsida",NA,"(A.DC.) Cogn.","Nakajima, JN; Romero, R","Distrito Federal","Fazenda Água Limpa, (FAL), Universidade de Brasília. Ocorrendo no barranco do córrego.","-47.9296989440918","-15.7797002792358",NA,NA,"UEC012964","Brasília","70570","auto","1996","03",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:34:20-03","UNICAMP","UEC","135845","S","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Simões, AO; Singer, RB; Belinello, R","641","1998","12","04",NA,"Brazil",NA,NA,"Arbusto, 40 cm, cálice marrom-arroxeado, flores brancas. Em beira de córrego.","UEC012800","Magnoliopsida",NA,"(A.DC.) Cogn.","Matsumoto, K","Minas Gerais","Serra do Moleque, Mata no pé da Serra, cerca de 1100m.","-44.6425018310547","-21.4874992370605",NA,NA,"UEC012800","Carrancas","21143","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:34:20-03","UNICAMP","UEC","139701","S","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Matsumoto, K; et al.","668","1998","03","29",NA,"Brazil",NA,NA,"Arbusto ca 30 cm, flores alvas, frutos imaturos.; Margem de curso d'agua, em local sombreado.","UEC044875","Magnoliopsida",NA,"(A.DC.) Cogn.","Romero, R","Minas Gerais","Vargem Grande.","-44.6425018310547","-21.4874992370605",NA,NA,"UEC044875","Carrancas","21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:34:20-03","UNICAMP","UEC","104981","S","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Zappi, DC; Vitta, FA","46738","1987","02","02",NA,"Brazil",NA,NA,"Subarbusto 0,4 m de altura, flores creme. Em mata de galeria.; Mata de Galeria.","UEC050764","Magnoliopsida",NA,"(A.DC.) Cogn.","Goldenberg, R","Minas Gerais","Km 106 no longo da rodovia Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,NA,"UEC050764","Santana do Riacho","26557","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:34:20-03","UNICAMP","UEC","84448","S","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Baitello, JB","494","1994","03","29",NA,"Brazil",NA,NA,"Herbácea, frutos azuis.","UEC050778","Magnoliopsida",NA,"(A.DC.) Cogn.","Goldenberg, R","São Paulo","Parque Estadual da Serra do Mar, estrada de acesso ao Núcleo.","-44.9599990844727","-23.0699996948242",NA,NA,"UEC050778","Cunha","38855","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-06 09:56:25-03","UFOP","OUPR","5828","PreservedSpecimen","Plantae","Melastomataceae","Leandra","parvifolia","Leandra parvifolia","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Cogn.","Damazio, L.B.","Minas Gerais",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
