"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","continentOcean","preparationType","occurrenceRemarks","infraspecificEpithet","coordinatePrecision","geoFlag","class","typeStatus","eventTime","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"23","2021-03-15 16:37:00-03","NY","NYBG","1017201","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda olfersiana","(Cham.) Cogn.","J. J. Wurdack",NA,NA,NA,"G. G. Hatschbach","18150","1967","12","14","Brazil","Paraná","Antonina","Rio Copiuva","-48.7117","-25.4286",NA,NA,"5","10","NY01017201","NY01017201_01","Magnoliophyta","Myrtales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1200601' target='other'> <mi>dwc_moreinfo</mi></a>","olfersiana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","521752","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda olfersiana","(Cham.) Cogn.","J. J. Wurdack",NA,NA,NA,"R. M. Klein","958","1955","01","04","Brazil","Santa Catarina","Itajaí","Cunhas","-48.6617","-26.9081",NA,NA,"15","15","NY00521752","NY00521752_01","Magnoliophyta","Myrtales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=338003' target='other'> <mi>dwc_moreinfo</mi></a>","olfersiana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","521754","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda olfersiana","(Cham.) Cogn.","A. C. Brade",NA,NA,NA,"R. M. Klein","827","1954","10","29","Brazil","Santa Catarina","Itajaí","Cunhas","-48.6617","-26.9081",NA,NA,"10","10","NY00521754","NY00521754_01","Magnoliophyta","Myrtales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=338000' target='other'> <mi>dwc_moreinfo</mi></a>","olfersiana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","521748","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda olfersiana","(Cham.) Cogn.","C. A. Cogniaux",NA,NA,NA,"Helmreichen","47",NA,NA,NA,"Brazil",NA,NA,"Brasilia merid.",NA,NA,NA,NA,NA,NA,"NY00521748","NY00521748_01","Magnoliophyta","Myrtales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=338001' target='other'> <mi>dwc_moreinfo</mi></a>","olfersiana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","521756","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda olfersiana","(Cham.) Cogn.","A. C. Brade",NA,NA,NA,"R. M. Klein","827","1954","10","29","Brazil","Santa Catarina","Itajaí","Cunhas","-48.6617","-26.9081",NA,NA,"10","10","NY00521756","NY00521756_01","Magnoliophyta","Myrtales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337999' target='other'> <mi>dwc_moreinfo</mi></a>","olfersiana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","521755","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda olfersiana","(Cham.) Cogn.","C. A. Cogniaux",NA,NA,NA,"J. B. E. Pohl","102",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Inter frutices ad Juiz da Fora, Cap. Rio d. Jan.","-43.377068","-21.736337",NA,NA,NA,NA,"NY00521755","NY00521755_01","Magnoliophyta","Myrtales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=338002' target='other'> <mi>dwc_moreinfo</mi></a>","olfersiana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","521753","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda olfersiana","(Cham.) Cogn.","J. J. Wurdack",NA,NA,NA,"F. Torgo","s.n.","1961","12","02","Brazil","São Paulo","Itanhaém","Vila Atlantica, Fazenda Santa Cruz","-46.670689","-24.085616",NA,NA,NA,NA,"NY00521753","NY00521753_01","Magnoliophyta","Myrtales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=338004' target='other'> <mi>dwc_moreinfo</mi></a>","olfersiana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","522268","PreservedSpecimen","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea","(Desr.) DC.","C. A. Cogniaux",NA,NA,NA,"J. C. Mikan","s.n.",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00522268","NY00522268_01","Magnoliophyta","Myrtales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574826' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","522282","PreservedSpecimen","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea olfersiana","(Cham.) Cogn.","F. Markgraf",NA,NA,NA,"R. Reitz","3158","1949","11","03","Brazil","Santa Catarina","Brusque","Mata S. Pedro","-48.93331","-27.068261",NA,NA,"35","35","NY00522282","NY00522282_01","Magnoliophyta","Myrtales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=324424' target='other'> <mi>dwc_moreinfo</mi></a>","olfersiana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-29 15:23:00-03","NY","NYBG","522276","PreservedSpecimen","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea",NA,NA,NA,NA,NA,"J. B. E. Pohl","3979",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"NY00522276","NY00522276_01","Magnoliophyta","Myrtales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574844' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-29 15:23:00-03","NY","NYBG","522273","PreservedSpecimen","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea",NA,NA,NA,NA,NA,"Wilkes Expedition","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"NY00522273","NY00522273_01","Magnoliophyta","Myrtales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574843' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-29 15:23:00-03","NY","NYBG","522272","PreservedSpecimen","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea",NA,NA,NA,NA,NA,"Martii Herbar. Florae Brasil.","28",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.212076","-22.951842",NA,NA,NA,NA,"NY00522272","NY00522272_01","Magnoliophyta","Myrtales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574842' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","522288","PreservedSpecimen","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea","(Desr.) DC.","J. J. Wurdack",NA,NA,NA,"Z. A. Trinta","1103","1964","12","11","Brazil","Rio de Janeiro","Araruama","Araruama","-42.301774","-22.857925",NA,NA,NA,NA,"NY00522288","NY00522288_01","Magnoliophyta","Myrtales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574836' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","522275","PreservedSpecimen","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea","(Desr.) DC.","C. A. Cogniaux",NA,NA,NA,"A. F. M. Glaziou","13848","1882","11","21","Brazil","Rio de Janeiro","Itaboraí","Villa Nova","-42.873699","-22.786391",NA,NA,NA,NA,"NY00522275","NY00522275_01","Magnoliophyta","Myrtales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574828' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-09-27 00:36:00-03","NY","NYBG","1652827","PreservedSpecimen","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea",NA,"R. Goldenberg",NA,NA,NA,"P. Jorgensen","4449",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY01652827","NY01652827_01","Magnoliophyta","Myrtales","South America","sheet","Illegible notes on label <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1158715' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","522287","PreservedSpecimen","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea","(Desr.) DC.","A. C. Brade",NA,NA,NA,"G. F. J. Pabst","s.n.","1951","12","13","Brazil","Rio de Janeiro","Rio de Janeiro","Distrito federal - Baixada - prox. lagoa da Tijuca","-43.333552","-22.990384",NA,NA,NA,NA,"NY00522287","NY00522287_01","Magnoliophyta","Myrtales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574824' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","522281","PreservedSpecimen","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea olfersiana","(Cham.) Cogn.","F. Markgraf",NA,NA,NA,"R. M. Klein","128","1949","11","03","Brazil","Santa Catarina","Brusque","Mata S. Pedro","-48.93331","-27.068261",NA,NA,"50","50","NY00522281","NY00522281_01","Magnoliophyta","Myrtales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=324423' target='other'> <mi>dwc_moreinfo</mi></a>","olfersiana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","522274","PreservedSpecimen","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea","(Desr.) DC.","C. A. Cogniaux",NA,NA,NA,"L. Riedel","82","1835","08",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"NY00522274","NY00522274_01","Magnoliophyta","Myrtales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574827' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01131842","PreservedSpecimen","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea","(Desr.) DC.","W. Milliken",NA,NA,NA,"D. C. Zappi","1335","2008","08","21","Brazil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino. Limite Nordeste do Parque, Olho da Xuxa.","-55.169364","-9.501294",NA,NA,"319","319","NY01131842",NA,"Magnoliophyta","Myrtales","South America","sheet","Projeto Flora Cristalino. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1281556' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-29 15:23:00-03","NY","NYBG","522279","PreservedSpecimen","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea",NA,"R. Goldenberg",NA,NA,NA,"W. Hoehne","6095","1965","08","26","Brazil","Rio de Janeiro","Sao Gonçalo","Estrada Tribobó-Araruama, km. 8","-43.0539","-22.8269",NA,NA,NA,NA,"NY00522279","NY00522279_01","Magnoliophyta","Myrtales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574831' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","522270","PreservedSpecimen","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea","(Desr.) DC.","C. A. Cogniaux",NA,NA,NA,"L. Riedel","35",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00522270","NY00522270_01","Magnoliophyta","Myrtales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574825' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-09-30 09:19:00-03","NY","NYBG","1738544","PreservedSpecimen","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea",NA,"T. M. Pedersen",NA,NA,NA,"T. M. Pedersen","43600","1956","11","20","Paraguay","Itapúa",NA,"Colonia Gral. Delgado. Estancia San Miguelito.",NA,NA,NA,NA,NA,NA,"NY01738544","NY01738544_01","Magnoliophyta","Myrtales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1951296' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
