"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","barcode","imagecode","preparationType","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"11","2020-11-13 09:20:50-03","UFRJ","RFA","26388","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M. Gomes","M.Gomes","A. Quinet","36/67","2001","01","26",NA,"Brasil","Rio de Janeiro","Magé","Distrito de Piabetá, Estrada do Matão.","-43.040599822998","-22.6527996063232","Arbusto, 2m de altura, folha verde discolor, fruto imaturo verde.","RFA29063",NA,NA,"100","100","porophylla","43º7'73''W","22º34'80''S","2001","03","23","20531","auto",NA,NA,NA,NA,NA
"12","2020-11-13 09:20:50-03","UFRJ","RFA","34737","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","M. Gomes","R. Marquete; N. Marquete; M. Faria.","4197","2008","07","10",NA,"Brasil","Rio de Janeiro","Paraty","Trilha para a Praia do Sono, lado direito em direção ao Sono, próximo a Pedra Grande de onde se avista a enseada do Sono","-44.639444","-23.330556","Árvore com 5 m de altura. Heliófita. Tronco com casca lisa, marrom com líquens. Folhas coriáceas, discolores verdes, opacas em ambos os lados. Frutos imaturos verdes com máculas alvas, maduros alvos, pedúnculos e pedicelos verdes","RFA22308",NA,NA,NA,NA,NA,"44º38'22''W","23º19'50''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:32:19-03","UFRJ","RFA","39532","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","Sebastião Neto","R. Finotti; J. Caruzo","25",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Interior de fragmento florestal de propriedade do Sr. Odinho, próximo a Reserva do Guapiaçu (REGUA)","-42.730278","-22.515","Arvoreta de 4 metros de altura e PAP de 19,7 cm","RFA24492",NA,NA,"50","50",NA,"42º43'49''W","22º30'54''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-13 09:20:50-03","UFRJ","RFA","25868","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M. Gomes","M.Gomes","A. Quinet","21/55","2000","12","03",NA,"Brasil","Rio de Janeiro","Magé","Distrito de Piabetá.","-43.126389","-22.574444","Arbusto, 2,5m de altura, 10cm de DAP, folha verde discolor.","RFA29062",NA,NA,"350","350","porophylla","43º7'35''W","22º34'28''S","2001","01","17",NA,NA,NA,NA,NA,NA,NA
"15","2020-11-13 09:20:50-03","UFRJ","RFA","26143","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M. Gomes","M.Gomes","A. Quinet","abr-64","2001","01","12",NA,"Brasil","Rio de Janeiro","Magé","Distrito de Piabetá, Estrada do Matão.","-43.126389","-22.5675","Arbusto, 2,5m de altura, 20cm de DAP, folha discolor verde, fruto imaturo verde, cálice persistente.","RFA29061",NA,NA,"280","280","porophylla","43º7'35''W","22º34'3''S","2001","05","22",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:47:41-03","EAO","IAN","29178","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","Bremekamp, CEB","Black, GA","s.n.","1946","10",NA,NA,"Colômbia",NA,NA,"Leticia.",NA,NA,NA,"IAN029178","IAN029178 IAN029178_e",NA,NA,NA,NA,NA,NA,"1968","11",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:47:41-03","EAO","IAN","60183","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","Bremekamp, CEB","Schultes, RE","8156",NA,NA,NA,"Southern America","Brasil","Amazonas",NA,NA,NA,NA,NA,"IAN060183","IAN060183 IAN060183_e IAN060183_f",NA,NA,NA,NA,NA,NA,"1968","11",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:47:41-03","EAO","IAN","60190","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","Bremekamp, CEB","Schultes, RE","8301",NA,NA,NA,"Southern America","Brasil","Amazonas",NA,NA,NA,NA,NA,"IAN060190","IAN060190 IAN060190_e",NA,NA,NA,NA,NA,NA,"1968","11",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:23:18-03","NBC","NL-BOTANY","U.1559664","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","Müll.Arg.","Delprete PG","Claussen P",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1559664 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1559664","NL-U1559664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0099498",NA,NA,NA
"20","2020-11-04 11:18:17-03","ESALQ","ESA","122826","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis",NA,"Neto, S.J.S.","Neto, S.J.S.","1339.0","1999","11","17",NA,"Brasil","Rio de Janeiro","Saracuruna","Reserva da Petrobrás, trilha ao redor da barragem.",NA,NA,NA,"ESA122826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:18:17-03","ESALQ","ESA","107712","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis",NA,"Gomes, M.","Lima, H.C.","4277.0","1991","11","19",NA,"Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344",NA,"ESA107712","ESA107712",NA,NA,NA,NA,NA,NA,"1992","12","21","21463","auto",NA,NA,NA,NA,NA
"22","2020-11-04 11:18:17-03","ESALQ","ESA","114781","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis",NA,NA,"Campos, M.C.R.","558.0","2006","05","09",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,"ESA114781","ESA114781",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"23","2020-11-04 11:18:17-03","ESALQ","ESA","114780","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis",NA,NA,"Campos, M.C.R.","531.0","2006","05","08",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,"ESA114780","ESA114780",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"24","2020-11-04 11:18:17-03","ESALQ","ESA","128840","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","var. meridionalis","Ferreira, M.A.P.","Colletta, G.D.","1205.0","2013","06","14",NA,"Brasil","São Paulo","Ilhabela","Trilha de Castelhanos, antes do Pico","-45.3499984741211","-23.7700004577637","Árvore, 8m, frutos imaturos verdes","ESA128840",NA,NA,NA,NA,NA,NA,NA,"2013",NA,NA,"23719","auto",NA,NA,NA,NA,NA
"25","2021-01-14 15:33:23-03","MN","R","10340","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis var.meridionalis","(Vell.) Müll. Arg.","Gomes, M.","Glaziou, A.F.M.","702","1863","04","03",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"Plantas do Brasil Central","R000010340","R000010340_001",NA,NA,NA,"var.meridionalis",NA,NA,"1998","08","21",NA,NA,NA,NA,NA,NA,NA
"26","2020-12-20 21:19:15-03","UFV","VIC","7459","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M.Gomes",NA,"Silva, A.F. da","s.n.","1978","07","12",NA,"Brasil","São Paulo","Ubatuba","Estação Experimental do Inst. Agronômico Campinas","-45.0699996948242","-23.4300003051758","Árvore de até 6 m com frutos.","VIC007459","VIC007459",NA,NA,NA,"porophylla",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"27","2020-12-20 21:19:15-03","UFV","VIC","7280","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M.Gomes",NA,"Silva, A.F. da","s.n.","1978","07","12",NA,"Brasil","São Paulo","Ubatuba","Estação Experimental do Inst. Agronômico Campinas","-45.0699996948242","-23.4300003051758","Árvore de ate 6 m com frutos.","VIC007280","VIC007280",NA,NA,NA,"porophylla",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"28","2021-03-01 16:39:15-03","UNICAMP","UEC","166741","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","Padgurschi, MCG","Padgurschi, MCG; Tamashiro, JY; Belinello, R","1142","2008",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.","-45.067778","-23.325556","K1284 Árvore, ca. 10 m, sem flores ou frutos. Abundância: 1 ind ha-1.","UEC039972","UEC039972",NA,"1071","1093",NA,"-45.067778","-23.325556","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-20 10:24:17-03","UNICAMP","UEC","147728","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","Jung-Mendaçolli, SL","Campos, MCR; Belinello, R; Assis, MA; Guaraldo, A","289","2006","05","06",NA,"Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,"indivíduo E0399, altura 5m",NA,NA,NA,NA,NA,NA,NA,NA,"2007","09",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:39:15-03","UNICAMP","UEC","80587","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M.Gómez","Gomes, M","Leitão Filho, HF; Rodrigues, RR; Sanchez, M; Santin, DA; Nave, AG; Mansano, VF; Seoane, CE","34746","1996","01","31",NA,"Brazil","São Paulo","Ubatuba","Brasil, São Paulo, Ubatuba, Estrada à esquerda da entrada de Laranjeiras.","-44.681389","-23.328889","Árvore com 8 metros de altura, floração branca muito perfumada.; Encosta atlantica.","UEC170396","UEC170396",NA,NA,NA,"porophylla","-44.681389","-23.328889","1997","09","16",NA,NA,NA,NA,NA,NA,NA
"31","2019-08-20 10:24:17-03","UNICAMP","UEC","148874","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M.Gómez","Jung-Mendaçolli, SL","Aranha, BA","318","2007","01","09",NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J","-45.084167","-23.366389",NA,"UEC156780","UEC156780",NA,"380","380","porophylla","-45.084167","-23.366389","2008","10",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:39:15-03","UNICAMP","UEC","160933","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M.Gómez","Cavalin, PO","Cavalin, PO","45","2009","11","12",NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio","-45.092778","-23.396667","Indivíduo juvenil, 1-2 m de altura.; Sub-bosque Floresta Ombrófila Densa.","UEC039348","UEC039348",NA,"348","395","porophylla","-45.092778","-23.396667","2010","06",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:39:15-03","UNICAMP","UEC","166925","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M.Gómez","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, J","130","2010","06","01",NA,"Brazil","São Paulo","Caraguatatuba","Brasil, São Paulo,Caraguatatuba, Parque Estadual da Serra do Mar, Mata Atlantica.","-45.505556","-23.622222","Árvore com 4m.; Mata Atlantica.","UEC170440","UEC170440",NA,NA,NA,"porophylla","-45.505556","-23.622222","2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:39:15-03","UNICAMP","UEC","170079","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M.Gómez","Jung-Mendaçolli, SL","Rochelle, ALC","J938",NA,NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.","-45.084167","-23.366667","Indivíduo J938 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC040134","UEC040134",NA,"450","450","porophylla","-45.084167","-23.366667","2008","03",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:39:15-03","UNICAMP","UEC","170083","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M.Gómez","Jung-Mendaçolli, SL","Rochelle, ALC","J20",NA,NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.","-45.084167","-23.366667","Indivíduo J20 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC041718","UEC041718",NA,"450","450","porophylla","-45.084167","-23.366667","2008","03",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:39:15-03","UNICAMP","UEC","174837","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M.Gómez",NA,"Pedroni, F; Belinello, R; Sanchez, M","1041","1997","09","10",NA,"Brazil","São Paulo","Ubatuba","Brasil, São Paulo, Ubatuba, Picinguaba.","-44.812222","-23.311111","Árvore 230 com 4,5 m de altura, vegetativo.; Mata Atlântica de Encosta, Morro do Corisco.","UEC072658","UEC072658",NA,"300","300","porophylla","-44.812222","-23.311111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:39:15-03","UNICAMP","UEC","167630","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M.Gómez","Sanchez, M","Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1219","1997","01","12",NA,"Brazil","São Paulo","Ubatuba","Picinguaba. Próximo a trilhado corisco.","-45.397222","-23.568519","Árvore 244 com 9m de altura, com flores brancas e perfumadas.; Mata Atlântica de Encosta.","UEC091662","UEC091662",NA,"120","120","porophylla","-45.397222","-23.568519","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:39:15-03","UNICAMP","UEC","151823","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M.Gómez","Gomes, M","Lima, HC; et al.","4277","1991","11","19",NA,"Brazil","Rio de Janeiro","Guapimirim","Brasil, Rio de Janeiro (RJ), Guapimirim. Estação Ecológica Estadual de Paraíso. Área da Parcela I.","-42.833333","-22.433333","Flores com cálice verde e corola alva.; Mata de encosta.","UEC170441","UEC170441",NA,NA,NA,"porophylla","-42.833333","-22.433333","1998","12","21",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:39:15-03","UNICAMP","UEC","67724","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M.Gómez","Gomes, M","Toniato, MTZ; et al.","30156","1993","11","10",NA,"Brazil","São Paulo","Ubatuba","Brasil, São Paulo, Ubatuba, Trilha do Corisco.","-44.816667","-23.333333","Arvore de 7 m, influorescência com eixo verde e botões brancos.; Brasil, São Paulo, Ubatuba, Trilha do Corisco.","UEC170393","UEC170393",NA,NA,NA,"porophylla","-44.816667","-23.333333","1997","09","16",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:39:15-03","UNICAMP","UEC","67763","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M.Gómez","Gomes, M","Martini, A; et al.","30130","1993","11","11",NA,"Brazil","São Paulo","Ubatuba","Brasil, São Paulo, Ubatuba, Praia de Puruba.","-44.966667","-23.35","Arvore de 8 m, flores brancas.; Brasil, São Paulo, Ubatuba, Praia de Puruba.","UEC170394","UEC170394",NA,NA,NA,"porophylla","-44.966667","-23.35","1997","09","16",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:39:15-03","UNICAMP","UEC","201045","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","Gomes, M","Baez, C; Lima, T; Rosa, P","505","2016","03","02",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca. Trilha Cova da Onça.","-22.956389","-43.302778","Terrícula, semi-heliófila. Pecíolo verde, folhas glabras discolores. Pedicelo verde-claro. Frutos verdes com máculas brancas. Altura: 7m. Hábito/Forma de vida: Arvoreta.","UEC159946","UEC159946",NA,"465","465",NA,"-22.956389","-43.302778","2016","10","06",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:39:15-03","UNICAMP","UEC","13615","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M.Gómez","Gomes, M","Gibbs, PE; Leitão Filho, HF; Andrade, JB","4611","1977","03","30",NA,"Brazil","São Paulo","Ubatuba","Estado de São Paulo, Município de Ubatuba, Rodovia Ubatuba-Taubaté, no alto da Serra em mata.","-45.0699996948242","-23.4300003051758","Árvore delgada com cerca de 4m ; flores brancas.; alto da Serra em mata.","UEC170442","UEC170442",NA,NA,NA,"porophylla",NA,NA,"1997","09","16","34265","auto",NA,NA,NA,NA,NA
"43","2021-03-01 16:39:15-03","UNICAMP","UEC","22325","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M.Gómez","Gomes, M","Alexandre, FS","8176","1978","07","12",NA,"Brazil","São Paulo","Ubatuba","Est. São Paulo, mun. de Ubatuba. Estação Experimental do Instituto Agronômico.","-45.0699996948242","-23.4300003051758","Árvore de até 6m com frutos.; Est. São Paulo, mun. de Ubatuba. Estação Experimental do Instituto Agronômico.","UEC170443","UEC170443",NA,NA,NA,"porophylla",NA,NA,"1997","09","16","34265","auto",NA,NA,NA,NA,NA
"44","2021-03-01 16:39:15-03","UNICAMP","UEC","31459","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M.Gómez","Gomes, M","Alexandre, FS","9168","1978","12","06",NA,"Brazil","São Paulo","Ubatuba","Est. São Paulo-mun. Ubatuba, Estação Experimental do Instituto Agronomico de Campinas.","-45.0699996948242","-23.4300003051758","Arbusto com 6 m de latura com botoes esverdeados.; Est. São Paulo-mun. Ubatuba, Estação Experimental do Instituto Agronomico de Campinas.","UEC170395","UEC170395",NA,NA,NA,"porophylla",NA,NA,"1997","09","16","34265","auto",NA,NA,NA,NA,NA
