"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"147","2021-03-04 15:42:38-03","IF","SPSF","29615","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia",NA,NA,NA,NA,NA,"F.M.Souza","2001","04","12","Brasil","SP","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"91","Parque Estadual da Serra do Mar, Núcleo Curucutú",NA,NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA,NA
"148","2021-03-04 15:42:38-03","IF","SPSF","31809","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia",NA,NA,NA,NA,NA,"R.J.F. Garcia","1999","09","03","Brasil","SP","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"1762","P.E.Serra do Mar, Núcleo Curucutu",NA,NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA,NA
"149","2021-03-04 15:42:38-03","IF","SPSF","15261","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","D.P.Volet","2016","07","14","A.C.Dias","1992","08","14","Brasil","SP","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Arvoreta 3m altura e 6cm ao nivel do DAP&nf;nome popular: cambará; GEOGRAFIA: estrada de serviço próximo ao açude.;",NA,"135","Parque Estadual Carlos Botelho",NA,NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,"34059","auto","Magnoliopsida",NA,NA,NA,NA,NA
"150","2021-03-04 15:42:38-03","IF","SPSF","10509","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","D.P.Volet","2016","07","14","S.Romaniuc Neto & A.Custodio Filho","1984","09","13","Brasil","SP","Biritiba Mirim",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"221","Estação Biológica de Boracéia",NA,NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"151","2021-03-04 15:42:38-03","IF","SPSF","08330","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","D.P.Volet","2016","07","14","A.C.Dias & F.C.Serio","1980","09","02","Brasil","SP","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Parque Estadual Carlos Botelho",NA,NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,"34059","auto","Magnoliopsida",NA,NA,NA,NA,NA
"152","2021-03-04 15:42:38-03","IF","SPSF","08749","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","D.P.Volet","2016","07","14","A.C.Dias","1984","10","02","Brasil","SP","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"5","Parque Estadual Carlos Botelho",NA,NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,"34059","auto","Magnoliopsida",NA,NA,NA,NA,NA
"153","2021-02-08 12:36:52-03","UFRGS","ICN","189531","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Loeuille, B",NA,NA,NA,"Grippa, CR; Godoy, MB; de Souza, NL","2007","08","12","Brasil","SC","Presidente Nereu","-49.215","-27.173611","-49.215","-27.173611","Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo V; flor branca, hábito: arbórea; Floresta Ombrófila Densa",NA,"642","Fazenda Agrião lat. 27°10'25 50 S long. 49°12'54 51 O","580","580",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-11-21 10:01:09-03","IBt","SP","237186","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Grokoviski, L","2006","07","18","Pereira Neto, M; Oliveira, FCA","1989","07","18","Brasil","Distrito Federal","Brasília","-47.915278","-15.976944","-47.915278","-15.976944",NA,NA,"362","Fazenda Água Limpa- UnB, córrego Olho D'água da Onça",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-11-21 10:01:09-03","IBt","SP","285313","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Volet, DP","2017","01",NA,"Godoy, SAP; Garcia, RJF; Ferreira, GMP","1995","08","16","Brasil","São Paulo","São Paulo","-46.743333","-23.991111","-46.743333","-23.991111",NA,NA,"750","Marsilac, Reserva Estadual do Curucutu, subida para o Mirante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-11-21 10:01:09-03","IBt","SP","306087","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Simão Bianchini, R","2015","09","18","Garcia, RJF; Nunes, JVC; Sordi, SJ; Oliveira, LF; Soares, JM","1996","12","19","Brasil","São Paulo","São Paulo","-46.752222","-23.986944","-46.752222","-23.986944",NA,NA,"1005","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha para o rio Embu-Guaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-11-21 10:01:09-03","IBt","SP","426471","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Volet, DP","2016","07",NA,"Schnell, R","1958","11",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"SP033042","8668","Serra do Mar",NA,NA,"SP033042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-11-21 10:01:09-03","IBt","SP","426298","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Grokoviski, L","2006","09",NA,"Grokoviski, L","2006","09","07","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"49","Morro do Canal",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"159","2019-11-21 10:01:09-03","IBt","SP","396335","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Grokoviski, L","2006","09",NA,"Grokoviski, L","2006","09","07","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"48","Morro do Canal",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"160","2019-11-21 10:01:09-03","IBt","SP","426299","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Grokoviski, L","2006","09",NA,"Grokoviski, L","2006","09","07","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"47","Morro do Canal.",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"161","2019-11-21 10:01:09-03","IBt","SP","396336","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Grokoviski, L","2006","09",NA,"Grokoviski, L","2006","09","09","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"52","Estrada de chão para a Estrada Graciosa",NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"162","2019-11-21 10:01:09-03","IBt","SP","102267","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Volet, DP","2016","07",NA,"Mattos, J","1966","10","20","Brasil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,NA,"SP033032","14005","A 15 km de Itararé, rodovia Itararé - Bom Sucesso",NA,NA,"SP033032",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"163","2019-11-21 10:01:09-03","IBt","SP","278729","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Volet, DP","2016","07",NA,"Kiyama, CY; Simão Bianchini, R; Shirasuna, RT; Rossi, L","1994","09","04","Brasil","São Paulo","Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,NA,"SP033040","47","Estação Biológica de Boracéia, Mata próxima à barragem do Rio Claro",NA,NA,"SP033040",NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA
"164","2019-11-21 10:01:09-03","IBt","SP","102226","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Puglia, B","2016","05","04","Mattos, J; Mattos, N","1967","07","27","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,"Numa capoeira, arbusto",NA,"14847B","E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos",NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA
"165","2019-11-21 10:01:09-03","IBt","SP","269478","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Puglia, B","2016","01","19","Godoi, JV","1994","07","25","Brasil","São Paulo","São Bernardo do Campo","-46.560001373291","-23.6900005340576",NA,NA,NA,NA,"461","Parque Caminhos do Mar, Estrada Velha de Santos",NA,NA,NA,NA,NA,NA,NA,"31119","auto",NA,NA,NA,NA,NA,NA
"166","2019-11-21 10:01:09-03","IBt","SP","304357","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Volet, DP","2016","07",NA,"Hoehne, W","1945","08","06","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SP033041","1787","Parque do Estado",NA,NA,"SP033041",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"167","2019-11-21 10:01:09-03","IBt","SP","31772","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Volet, DP","2016","07",NA,"Hoehne, FC","1933","08","18","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SP033039","s.n.","Parque do Estado, Jardim Botânico",NA,NA,"SP033039",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
