"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus","eventTime"
"11","2020-11-13 09:19:57-03","UFRJ","RFA","24787","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","M.F. Castilhori","F.B. Pereira","2000","10","02","Brasil","Rio de Janeiro","Cachoeiras de Macacu","6º distrito, Fazendas consorciadas - Fazenda Sertão","-42.834444","-22.457222","42º50'4''W","22º27'26''S","126","126","RFA30042",NA,"Epífita, folha verde e flor branca, comum no local","nov-38",NA,NA,NA,NA,NA,"2018","11","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-13 09:19:57-03","UFRJ","RFA","26435","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","T.U.P. KONNO","ALEXANDRE QUINET","2001","01","07","Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.391667","-22.379444","42º23'30''W","22º22'46''S","800","800","RFA38038",NA,"TREPADEIRA, FOLHA VERDE DISCOLOR, COMUM NO LOCAL","19/62",NA,NA,NA,NA,NA,"2001","11","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-12 15:31:43-03","UFABC","HUFABC","000034","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Stabile, J","2014","08","07","Brasil","São Paulo","Biritiba Mirim","Pedra do Garrafão, Floresta de Altitude, interior da floresta.",NA,NA,NA,NA,NA,NA,"HUFABC000034","HUFABC000034","Erva de aproximadamente 1,5m, epífita, corola branca com pontos amarelos, fruto carnoso amarelo.","1",NA,NA,NA,"Angiospermas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-12 15:31:43-03","UFABC","HUFABC","000184","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Ferreira, GE; Chautems, A; Perret, M; Peixoto. M","2014","10","02","Brasil","Rio de Janeiro","Angra dos Reis","Jussaral, trilha para a antiga estação ferroviária, epífita próx. a trilha.","-44.475278","-23.589806","-44.475278","-23.589806","70","70","HUFABC000184","HUFABC000184","Erva epífita pendente, corola gibosa, brancas, interior da fauce amarelo, calice verde com borda rosada.","278",NA,NA,NA,"Angiospermas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-12 15:31:43-03","UFABC","HUFABC","000033","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Araujo, AO; Lopes, NPG; Uehara, L","2014","07","23","Brasil","São Paulo","Biritiba Mirim","Pedra do Garrafão, Floresta de altitude, interior da floresta.","-46.035833","-23.658972","-46.035833","-23.658972","1000","1000","HUFABC000033","HUFABC000033","Erva epifitica, calice verde, corola branca com pintas vináceaes, fauce amarela.","1154",NA,NA,NA,"Angiospermas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-12-12 15:31:43-03","UFABC","HUFABC","000193","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Ferreira, GE; Chautems, A; Perret, M; Peixoto. M","2014","10","05","Brasil","Rio de Janeiro","Guapimirim","Parque Nacional Serra dos Órgãos, trilha para o Poço da Preguiça, sobre rocha prox. Rio Soberbo.","-43.013361","-22.821872","-43.013361","-22.821872","450","450","HUFABC000193","HUFABC000193","Erva pendente, corola branca, gibosa, com pontos amarelos e marrons no interior da corola.","287",NA,NA,NA,"Angiospermas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-12 15:31:43-03","UFABC","HUFABC","000222","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Araujo, AO","Araujo, AO","2013","09","14","Brasil","São Paulo","Santo André","Paranapiacaba, Reserva Biológica do Alto da Serra de Paranapiacaba.","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"HUFABC000222","HUFABC000222","Erva epifitica, calice verde, corola branca com pintas vináceaes, fauce amarela.","1181",NA,NA,NA,"Angiospermas",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"18","2019-12-12 15:31:43-03","UFABC","HUFABC","000324","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Soares, J P R","2015","10","03","Brasil","São Paulo","Mogi das Cruzes","Sítio Primavera, Estufa no Sítio de propriedade do Mauro Peixoto, planta em cultivo sob o número1208.","-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,"HUFABC000324","HUFABC000324","60 cm, arbusto, flor branca, interior do cálice com manchas rochas espalhadas por todo o cálice, na região anterior do cálice é perceptivel a presença de muitos tricomas, sob a luz as pétalas apresentam um pequeno brilho, sem cheiro","10",NA,NA,NA,"Angiospermas",NA,NA,NA,NA,"28666","auto",NA,NA,NA,NA,NA,NA,NA
"19","2019-12-12 15:31:43-03","UFABC","HUFABC","000307","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Nunes, FL","2015","10","17","Brasil","São Paulo","Mogi das Cruzes","Sítio Primavera, Estufa no Sítio de propriedade do Mauro Peixoto, planta em cultivo sob o número 825.","-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,"HUFABC000307","HUFABC000307","Erva escandente, podendo a chegar a 1,5 m alt. Flor branca com cálice verde, corola gamopetala tubular amarelada com pigmentos violeta.","06",NA,NA,NA,"Angiospermas",NA,NA,NA,NA,"28666","auto",NA,NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:25:16-03","PUCPR","HUCP","21257","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Ariati, V","Ariati, V","2009","12","11","Brasil","Paraná","Morretes","Estrada da Graciosa","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"HUCP00012118","HUCP00012118",NA,"388",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:25:16-03","PUCPR","HUCP","23196","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Kersten, RA","Kersten, RA","2013","10","12","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,"HUCP00012025","HUCP00012025",NA,"s.n.",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:25:16-03","PUCPR","HUCP","21670","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Kersten, RA","Bianchi, J; Kersten, RA","2009","03","12","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"HUCP00012066","HUCP00012066",NA,"053",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:25:16-03","PUCPR","HUCP","19983","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Kersten, RA","Selusniaki, M","2008","07","30","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"HUCP00012057","HUCP00012057",NA,"2215",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:17:31-03","UFBA","ALCB","122915","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Guedes, ML","Guedes, ML; Casaes, M","2015","12","07","Brasil","Bahia","Varzedo","Recôncavo Sul, Fazenda do Sr. Getúlio, Rio Cai Camarão.","-39.750833","-13.602222","-39.750833","-13.602222",NA,NA,"ALCB008915","ALCB008915","epífita. Folhas semicrassas, discolores. Flores cremes.","24272","Southern America",NA,NA,"Dicotyledon",NA,"2016","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:17:32-03","UFBA","ALCB","86573","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Lopes, T","Ramos, C.H.A.; Guedes, ML; et al.","2008","10","27","Brasil","Bahia","Itacaré","Litoral Sul, Mata do Cacau","-39.722222","-14.167222","-39.722222","-14.167222",NA,NA,NA,NA,"epífita, escandente. Folhas crassas, discolores. Flores com cálices foliáceos verdes, corolas alvas. Ocasional.","464","Southern America",NA,NA,"Dicotyledon",NA,"2009","07","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:17:31-03","UFBA","ALCB","130243","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Guedes, ML","Guedes, ML; Junior, ES de A","2017","12","07","Brasil","Bahia","Varzedo","Recôncavo Sul, Rio Camarão.","-39.750833","-13.602222","-39.750833","-13.602222",NA,NA,"ALCB047795","ALCB047795","epífita, reptante. Folhas crassas. Flor alva.","30097","Southern America",NA,NA,"Dicotyledon",NA,"2018","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:17:31-03","UFBA","ALCB","57122","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Lopes, T","Santana, DL; Alves, L. de J.; Guedes, ML; Loureiro, DM","2001","12","02","Brasil","Bahia","Wenceslau Guimarães","Litoral Sul","-39.466667","-13.683333","-39.466667","-13.683333",NA,NA,NA,NA,"epífita. Folhas crassas, levemente discolores. Material estéril. Ocasional.","694","Southern America",NA,NA,"Dicotyledon",NA,"2009","07","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:17:31-03","UFBA","ALCB","57123","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Lopes, T","Santana, DL; Alves, L. de J.; Guedes, ML; Loureiro, DM","2001","12","02","Brasil","Bahia","Wenceslau Guimarães","Litoral Sul","-39.466667","-13.683333","-39.466667","-13.683333",NA,NA,NA,NA,"epífita. Inflorescência passada. Frutos secos. Ocasional.","695","Southern America",NA,NA,"Dicotyledon",NA,"2009","07","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:17:31-03","UFBA","ALCB","70769","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Lopes, T","Guedes, ML; Ramalho, M; Valadão, RM; et al.","2005","11","29","Brasil","Bahia","Ituberá","Litoral Sul, Cachoeira do alojamento 7","-39.133333","-13.716667","-39.133333","-13.716667",NA,NA,NA,NA,"carnosa. Folhas crassas, concolor. Flores carnosas com corola alva. Ocasional.; Floresta Ombrófila Densa","11920","Southern America",NA,NA,"Dicotyledon",NA,"2009","07","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:17:31-03","UFBA","ALCB","125034","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Guedes, ML","Guedes, ML; Alunos de Botânica Econômica","2016","05","20","Brasil","Bahia","Ituberá","Ituberá para Pratigi.","-39.416667","-14.25","-39.416667","-14.25",NA,NA,"ALCB027331","ALCB027331","epífita. Folhas grossas, discolores. Flores alvas.","24804","Southern America",NA,NA,"Dicotyledon",NA,"2016","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:31:29-03","NBC","NL-BOTANY","WAG.1826025","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Kummrow R","1975","11","13","Brazil",NA,NA,"Baixo Marumbi, Rio Marumbi (mun. Morretes) Paraná.",NA,NA,NA,NA,NA,NA,"NL-WAG1826025","NL-WAG1826025","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826025 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"32","2020-02-08 09:31:29-03","NBC","NL-BOTANY","WAG.1826033","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Hatschbach GG; Guimarães OA","1969","04","23","Brazil",NA,NA,"Baia de Paranaguá, Piaçaguera (Mün. Parabagua) Parana.",NA,NA,NA,NA,NA,NA,"NL-WAG1826033","NL-WAG1826033","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826033 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:31:29-03","NBC","NL-BOTANY","U.1340650","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Hatschbach GG","1962","09","29","Brazil",NA,NA,"Est. Parana. Mun. Paranagua. Loc. Serra da Prata.",NA,NA,NA,NA,NA,NA,"NL-U1340650","NL-U1340650","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1340650 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"34","2020-02-08 09:31:29-03","NBC","NL-BOTANY","U.1340647","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Lindeman JC; Haas JH de","1967","01","02","Brazil",NA,NA,"Restinga at the back of Pontal do Sul.",NA,NA,NA,NA,NA,NA,"NL-U1340647","NL-U1340647","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1340647 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:31:29-03","NBC","NL-BOTANY","U.1340648","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Lindeman JC; Haas H","1966","01","05","Brazil",NA,NA,"Loc. Usipa Electrica Marumbi (mun. Morretes).",NA,NA,NA,NA,NA,NA,"NL-U1340648","NL-U1340648","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1340648 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:31:29-03","NBC","NL-BOTANY","U.1340649","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Hatschbach GG; Haas H; Lindeman JC","1966","01","20","Brazil",NA,NA,"Est. Parana. Mun. Antonina. Loc Rio Cotia.",NA,NA,NA,NA,NA,NA,"NL-U1340649","NL-U1340649","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1340649 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:31:29-03","NBC","NL-BOTANY","WAG.1826026","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Hatschbach GG","1977","10","05","Brazil",NA,NA,"Rio Turvo (mun. Cerro Azul) Paraná.",NA,NA,NA,NA,NA,NA,"NL-WAG1826026","NL-WAG1826026","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826026 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:31:29-03","NBC","NL-BOTANY","WAG.1826030","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Hatschbach GG; Guimarães OA","1970","11","27","Brazil",NA,NA,"Ilha do Mel (mun. Paranaguá) Paraná.",NA,NA,NA,NA,NA,NA,"NL-WAG1826030","NL-WAG1826030","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826030 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:31:29-03","NBC","NL-BOTANY","WAG.1826031","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Hatschbach GG","1962","09","29","Brazil",NA,NA,"Est. Parana. Mun. Paranagua. Loc. Serra da Prata.",NA,NA,NA,NA,NA,NA,"NL-WAG1826031","NL-WAG1826031","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826031 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:31:29-03","NBC","NL-BOTANY","WAG.1826032","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Hatschbach GG","1970","10","08","Brazil",NA,NA,"Rio Açungui (mun. Guaraqueçaba) Paraná.",NA,NA,NA,NA,NA,NA,"NL-WAG1826032","NL-WAG1826032","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826032 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:11:09-03","ESALQ","ESA","79830","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Araújo, A.O.","Farias, R.; Rolim, S.G.; Uliana, V.L.C.R.; Righi, C.A.; Scaramuzza, C.A.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","2002","04","22","Brasil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho, Núcleo Sete Barras Estrada Estadual São Miguel Arcanjo - Sete Barras (SP139). Floresta Ombrófila Densa Submontana, 3,5 km acima do núcleo Sete-Barras, a 300 m de altitude. Borda de floresta.","-475.535","-241.101","-475,535","-241,101",NA,NA,"ESA079830","ESA079830","Epífita sobre árvore a 1 m. Cálice verde e corola branca com máculas marrom nas faces interna e externa e fauce amarela.","679.0",NA,NA,NA,"Magnoliophyta",NA,"2002","04","25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:11:09-03","ESALQ","ESA","79801","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Araújo, A.O.","Bortoleto, S.; Araújo, A.O.; Freire, R.A.P.; Capretz, R.L.; Castellen, M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","2002","04","21","Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Núcleo Sete Barras. Estrada Estadual São Miguel Arcanjo - Sete Barras (SP139, Km69). Floresta Ombrófila Densa Montana ao longo e no entorno do Rio Bonito. Interior de floresta, próximo ao curso d'água.","-475.939","-24.083","-475,939","-24,083",NA,NA,"ESA079801","ESA079801","Epífita de 20 cm, a 3,0 m de altura no hospedeiro. Cálice verde-amarelado; corola branca com pintas marrons, fauce amarelada, lobos brancos. Frutos imaturos verdes e maduros amarelados.","58.0",NA,NA,NA,"Magnoliophyta",NA,"2002","04","25",NA,NA,NA,NA,NA,NA,NA,NA,NA
