"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","447761","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","T. D. Pennington",NA,NA,NA,"J. P. Lanna Sobrinho","937","1965","11","30","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Tijuca, Estaçao Biológica, fr. Gruta Geonoma.","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684456' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447761","NY00447761_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","447766","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","T. D. Pennington",NA,NA,NA,"P. Acevedo-Rodríguez","1447","1986","08","14","Brazil","Rio de Janeiro","Cabo Frio","Perto a praia Rasa, na orla da estrada de terra para Fazenda Junqueira.","-42.0183","-22.8794",NA,NA,"10","10","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684440' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447766","NY00447766_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","985140","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","T. D. Pennington",NA,NA,NA,"G. T. Prance","59491","1964","10","19","Brazil","Goiás","Caiapônia","Serra dos Caiapós, 20 km south of Caiapônia, road to Jataí. Beside small creek.","-51.8103","-16.9569",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1075942' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985140","NY00985140_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","447769","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","T. D. Pennington",NA,NA,NA,"See Collection Notes","s.n.","1837",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"[Collector is: Tweedie It's perhaps Tweedie, John ('James')?] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684461' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447769",NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1181442","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.",NA,NA,NA,NA,"R. D. Ribeiro","1057","2008","12","06","Brazil","Rio de Janeiro","Rio das Ostras","Mar do Norte. Balneário das Garças, área com remanescentes sobre morrotes.","-41.9447","-22.5269",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1370087' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181442","NY01181442_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","447786","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","T. D. Pennington",NA,NA,NA,"G. G. Hatschbach","46901","1983","10","16","Brazil","Espírito Santo","Linhares","Rod. BR-101; 20 km S de Linhares.","-40.0719","-19.3911",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684459' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447786","NY00447786_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","447783","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","A. C. Cervi",NA,NA,NA,"A. C. Cervi","2385","1986","10","03","Brazil","Paraná","Antonina","Reserva Biológica de Sapitanduva.","-48.72","-25.42",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684455' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447783","NY00447783_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","447765","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","T. D. Pennington",NA,NA,NA,"P. Acevedo-Rodríguez","1428","1986","08","10","Brazil","Rio de Janeiro","Saquarema","Restinga de Massambaba, en estrada de terra a 1 km N de Igreja de Saquarema.","-42.5103","-22.9203",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684439' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447765","NY00447765_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","447777","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","T. D. Pennington",NA,NA,NA,"L. Riedel","1071","1832",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684444' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447777",NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02636981","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.",NA,NA,NA,NA,"P. da C. Gadelha Neto","3912","2015","02","06","Brazil","Paraíba","Caaporã","Sítio Brejo de Lima","-34.955278","-7.438611",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3392211' target='other'> <mi>dwc_moreinfo</mi></a>","NY02636981","NY02636981_01","Magnoliophyta","Sapindales","South America","Sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","447788","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","T. D. Pennington",NA,NA,NA,"P. K. H. Dusén","11638","1911","04","26","Brazil","Paraná","Sengés","Itacaré.","-49.4633","-24.1131",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684458' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447788","NY00447788_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1018648","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","M. Faria",NA,NA,NA,"M. Faria","22","2007","09","02","Brazil","Rio de Janeiro","Rio de Janeiro","Restinga da Marambaia.","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1261460' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018648","NY01018648_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","447784","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","T. D. Pennington",NA,NA,NA,"J. S. Blanchet","449","1831",NA,NA,"Brazil",NA,NA,"In Brasilia intratropica circa Bahia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447784",NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","447767","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","T. D. Pennington",NA,NA,NA,"B. J. Pickel","2239","1929","12","30","Brazil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684462' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447767","NY00447767_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","447782","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","T. D. Pennington",NA,NA,NA,"I. A. Silva","83","1979","10","08","Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD, Est. contra mao, km 0,315, lado direito.","-40.0719","-19.3911",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684447' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447782","NY00447782_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","447758","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","G. V. Somner",NA,NA,NA,"G. V. Somner","396","1983","10","23","Brazil","Rio de Janeiro","Sao Pedro da Aldeia","Praia dos Amores, na prop. do Sr. Roberto Marinho.","-42.1028","-22.8394",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684430' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447758","NY00447758_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","985139","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","T. D. Pennington",NA,NA,NA,"R. de Lemos Fróes","11619","1939","02",NA,"Brazil","Maranhão","São Luís","Island of São Luiz. Estrada do Barreto.","-44.3028","-2.5297",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1075938' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985139","NY00985139_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","447768","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","T. D. Pennington",NA,NA,NA,"B. J. Pickel","2239","1932","01","30","Brazil","Pernambuco",NA,"Tapera","-35.18","-8.12",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684463' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447768","NY00447768_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02694687","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","L. A. Pereira",NA,NA,NA,"L. Nusbaumer","4269","2014","10","30","Brazil","Pernambuco","Lagoa do Ouro","Reserva Biológica da Pedra Talhada. localité de Lagoa do Ouro","-36.440402","-9.213503",NA,NA,"830",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952102' target='other'> <mi>dwc_moreinfo</mi></a>","NY02694687","NY02694687_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","447762","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","T. D. Pennington",NA,NA,NA,"E. Pereira","4046","1958","07","28","Brazil","Rio de Janeiro","Rio de Janeiro","Estado de Guanabara, Restinga de Jarepaguá.","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684437' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447762","NY00447762_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-30 03:11:00-03","NY","NYBG","01159365","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus",NA,"J. A. Kallunki",NA,NA,NA,"W. R. Anderson","10727","1974","02","09","Brazil","Pará",NA,"Alto Tapajós, SE of Missão Cururú","-57.52","-7.58",NA,NA,"150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1471773' target='other'> <mi>dwc_moreinfo</mi></a>","NY01159365","NY01159365_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1016790","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","M. S. Ferrucci",NA,NA,NA,"G. G. Hatschbach","69275","1999","08","18","Brazil","Paraná","Paranavaí","Bosque da Cidade.","-52.4653","-23.0733",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1193155' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016790","NY01016790_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","447755","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","G. V. Somner",NA,NA,NA,"C. Farney","126","1982","10","15","Brazil","Rio de Janeiro","Saquarema","Serra da Pedra Branca.","-42.5103","-22.9203",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684431' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447755","NY00447755_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","447779","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","P. Acevedo-Rodríguez",NA,NA,NA,"J. L. Hage","1353","1981","09","16","Brazil","Bahia","Ilhéus","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR 415). Quadra G'.","-39.2273659","-14.771874",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684453' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447779","NY00447779_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","447780","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","T. D. Pennington",NA,NA,NA,"L. A. Mattos Silva","2358","1988","05","01","Brazil","Bahia","Ilhéus","Fazenda Theobroma, próxima à margem do Rio Santana. Ramal com entrada no km 2 da estrada que liga à Vila do Rio do Engenho ao Povoado de Santo Antonio (entroncamento com a Rodovia Pontal/Bueragema).","-39.0492","-14.7892",NA,NA,NA,NA,"Coleta de folhas e frutos para análises. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447780","NY00447780_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","447757","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","G. V. Somner",NA,NA,NA,"G. V. Somner","349","1982","08","22","Brazil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari.","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684429' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447757","NY00447757_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","447787","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","M. S. Ferrucci",NA,NA,NA,"P. I. Oliveira","155","1979","11","12","Brazil","Paraná","Sao José dos Pinhais","Barro Prêto.","-49.2064","-25.5347",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684451' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447787","NY00447787_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","447764","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","T. D. Pennington",NA,NA,NA,"W. Hoehne","5986","1965","05","20","Brazil","Rio de Janeiro","Rio de Janeiro","Estado de Guanabara, Barra da Tijuca.","-43.369099","-22.995332",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684438' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447764","NY00447764_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","447763","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","T. D. Pennington",NA,NA,NA,"C. Angeli","218","1960","11","23","Brazil","Rio de Janeiro","Rio de Janeiro","Tijuca, Estr. Vista Chinesa, entre km 1 e 2.","-43.275451","-22.974055",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684457' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447763","NY00447763_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","447759","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","M. S. Ferrucci",NA,NA,NA,"M. S. Ferrucci","1306","1998","08","11","Brazil","Rio de Janeiro","Rio de Janeiro","Area de Proteçao Ambiental de Grumari.","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447759","NY00447759_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","447756","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","J. R. Pirani",NA,NA,NA,"J. R. Pirani","137","1982","11","28","Brazil","São Paulo","Glicério","Fazenda Agua Limpa.","-50.2097","-21.38",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684454' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447756","NY00447756_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","447781","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","T. D. Pennington",NA,NA,NA,"S. A. Mori","10052","1978","04","27","Brazil","Bahia","Maracás","13 a 22 km ao S de Macarás, pela antiga rod. para Jequié. Folha SD-24 (14-40a).","-40.4306","-13.4411",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684446' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447781","NY00447781_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","447772","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","puberulus","Allophylus puberulus","(Cambess.) Radlk.","L. A. T. Radlkofer",NA,NA,NA,"Schott","5560",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"(D. no. 1967) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684433' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447772","NY00447772_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
