"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","sex"
"12","2021-03-15 16:37:00-03","NY","NYBG","929764","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","H. S. Irwin","21293","1968","03","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997660' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929764","Magnoliophyta","Lamiales","Vahl","P. G. Taylor","Tocantins","Araguaína","Ca. 1 km N. of Araguaína.","-48.2","-7.18","NY00929764_01","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01171665","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","J. H. Kirkbride Jr.","2795",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388116' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171665","Magnoliophyta","Lamiales","Vahl","P. G. Taylor","Pará",NA,NA,NA,NA,"NY01171665_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","686998","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","R. M. Harley","21267","1980","04","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=847636' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686998","Magnoliophyta","Lamiales","Vahl",NA,"Bahia",NA,"Serra Geral de Caitité. 8.5 km N of Brejinhos das Ametistas, on the Caitité road. G5.","-42.48","-14.13","NY00686998_01","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3857693","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","J. A. Steyermark","153","1955","01","17","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4135473' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857693","Magnoliophyta","Lamiales","Vahl",NA,"Bolívar",NA,"Moist ledges of waterfall at Techiné-Merú",NA,NA,NA,"395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","400585","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","H. S. Irwin","31035","1971","02","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=167016' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400585","Magnoliophyta","Lamiales","Vahl",NA,"Bahia","Seabra","Rio Riachao, ca. 27 km S of Seabra, road to Agua de Rega","-41.7703","-12.4186","NY00400585_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1065830","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","P. J. M. Maas","8988","2001","10","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=717723' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065830","Magnoliophyta","Lamiales","Vahl","C. M. Panfet-Valdés","Acre","Cruzeiro do Sul","Km 6 of Cruzeiro do Sul-Boa Fé road (BR-307), Ramal dos Carobas","-72.8214","-7.4728","NY01065830_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01173296","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","T. C. Plowman","8638","1980","02","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387906' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173296","Magnoliophyta","Lamiales","Vahl","P. G. Taylor","Pará","Conceição do Araguaia","Range of low hills ca. 20 km west of Redenção, near Corrego São João and Troncamento Santa Teresa.","-50.17","-8.05","NY01173296_01","350","620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3857692","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","O. Huber","7424","1983","03","07","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4135472' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857692","Magnoliophyta","Lamiales","Vahl",NA,"Bolívar","Roscio","vegetació ribereña de la orilla del Río Aponwao, a la altura del paso hacia el Salto Aponwao (sector norte de la Gran Sabana)","-61.5","5.58",NA,"1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3857691","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","J. A. Steyermark","88748","1961","01","23","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4135471' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857691","Magnoliophyta","Lamiales","Vahl",NA,"Bolívar",NA,"swampy savanna in morichal between Hato de Nuria and Cerro de Rancho Carata, south of camp. E of Miamo. Altiplanicie de Nuria",NA,NA,NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-09-10 21:43:16-03","UNEMAT","TANG","3030","S","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Abdo, MSA","579","2016","04","22",NA,"Brasil",NA,NA,NA,"TANG000003030",NA,NA,"Vahl.","Abdo, MSA","Mato Grosso","Porto Espiridião","Fazenda Fátima, planta encontrada próximo a represa de dessedentação, em solo encharcado junto com Cyperaceae e Poaceae","-58.848106","-15.902083",NA,"306","306","2016","05","19","-58.848106","-15.902083",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-26 18:08:35-03","CPAN-UFMS","COR","17526","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Pires, I.; Urquiza, V.M.S.","82","2016","05","30",NA,"Brasil",NA,NA,"Habito: Erva aquática",NA,NA,NA,"Vahl","Pires, I.","Mato Grosso do Sul","Corumbá","Parque Municipal Piraputangas","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"23","2020-11-26 18:08:35-03","CPAN-UFMS","COR","17527","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Pires, I.","86","2016","05","07",NA,"Brasil",NA,NA,"Erva muito frágil. Flor amarela labiada ou clitória. Habito: Erva",NA,NA,NA,"Vahl",NA,"Mato Grosso do Sul","Corumbá","Parque Municipal Piraputangas","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:18:21-03","UFBA","ALCB","137719","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Guedes, FM; Luna, NK; Pessoa, E; Melo, A","90","2017","11","02","Southern America","Brasil",NA,NA,"Brácteas estéreis no eixo do racemo, cálcar maior que o lábio inferior da corola, ápice agudo, sépala inferior maior no fruto.; Restingas alagadas.","ALCB067580","Dicotyledon",NA,"Vahl","Guedes, FM","Bahia","Santa Luzia","Estrada entre Una e Santa Luzia, BA-270.","-39.136944","-15.502778","ALCB067580","69","69","2017","11",NA,"-39.136944","-15.502778",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:18:21-03","UFBA","ALCB","137718","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Guedes, FM; Luna, NK; Pessoa, E; Melo, A","88","2017","11","02","Southern America","Brasil",NA,NA,"Brácteas estéreis no eixo do racemo, cálcar maior que o lábio inferior da corola, ápice agudo, sépala inferior maior no fruto.; Restingas alagadas.","ALCB067579","Dicotyledon",NA,"Vahl","Guedes, FM","Bahia","Santa Luzia","Estrada entre Una e Santa Luzia, BA-270.","-39.048333","-15.567222","ALCB067579","69","69","2017","11",NA,"-39.048333","-15.567222",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-08 21:32:30-03","UFBA","ALCB","023378","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Santana, W","s/n","1976","09","21","Southern America","Brasil",NA,NA,"Flores amarelas. Uma associação cobria parte do Apicum.; Apicum.",NA,"Dicotyledon",NA,"Vahl","Campos, GL","Bahia",NA,NA,NA,NA,NA,NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-08 21:32:30-03","UFBA","ALCB","09045","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Pinto, GCP","s/n","1957","07",NA,"Southern America","Brasil",NA,NA,"Flores amarelas.; Comum em baixios arenosos.",NA,"Dicotyledon",NA,"Vahl","Campos, GL","Bahia","Valença","Estação de dendê do IPCAL.","-39.066667","-13.366667",NA,NA,NA,"1999","08",NA,"-39.066667","-13.366667",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:33:13-03","NBC","NL-BOTANY","L.1162656","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Splitgerber FL",NA,"1838","03","08","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1162656 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1162656",NA,"Lamiales","Vahl",NA,NA,NA,"in arenosis humidis Surinami prope plant: Klein onoribo in Para.",NA,NA,"NL-L1162656",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 09:33:13-03","NBC","NL-BOTANY","L.2828322","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Pedersen TM",NA,NA,NA,NA,"Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2828322 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2828322",NA,"Lamiales","Vahl",NA,NA,NA,"Estancia 'Carumbé'. Distr. Lima. Dep. San Pedro.",NA,NA,"NL-L2828322",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 09:33:13-03","NBC","NL-BOTANY","L.2828324","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Unknown",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2828324 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2828324",NA,"Lamiales","Vahl",NA,NA,NA,"Hab in Guiana.",NA,NA,"NL-L2828324",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-02-08 09:33:13-03","NBC","NL-BOTANY","L.2828325","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Splitgerber FL",NA,"1838","03","08","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2828325 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2828325",NA,"Lamiales","Vahl",NA,NA,NA,"in arenosis humidis Surinami prope plant: Klein onoribo in Para.",NA,NA,"NL-L2828325",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 09:33:13-03","NBC","NL-BOTANY","L.3886317","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Harley RM",NA,"1980","04","12","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3886317 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3886317",NA,"Lamiales","Vahl",NA,NA,NA,"Serra Geral de Caitité. 8.5km N. of Brejinhos das Ametistas, on the Caitité road.","-42.483333","-14.133333","NL-L3886317",NA,NA,NA,NA,NA,"-42.483333","-14.133333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 09:33:13-03","NBC","NL-BOTANY","U 0008024","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Hostmann FWR",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200008024 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0008024",NA,"Lamiales","Vahl","Taylor PG",NA,NA,"Suriname",NA,NA,"NL-U0008024",NA,NA,"1973","07","01",NA,NA,NA,NA,"Magnoliopsidae","isotype","182454 B",NA,NA,NA
"34","2020-02-08 09:33:13-03","NBC","NL-BOTANY","U.1419469","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Steyermark JA; Berry PE; Delascio F",NA,"1984","02","24","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419469 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1419469",NA,"Lamiales","Vahl",NA,NA,NA,"Flora de Venezuela. Terr. Federal Amazonas: Departamento Río Negro: piedra ígnea, Cerro Aratitiyope. 70 km al SSW de Ocamo, con riachuelos afluente al río Manipitare.","-65.566667","2.166667","NL-U1419469",NA,NA,NA,NA,NA,"-65.566667","2.166667",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 09:33:13-03","NBC","NL-BOTANY","U.1419470","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Rooden J van; Welle BJH ter; Topper SMC",NA,"1979","11","15","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419470 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1419470",NA,"Lamiales","Vahl",NA,NA,NA,"Flora Colombiana. Departamento Valle del Cauca: Municipio Buenaventura, community of San Isidro.","-76.95","3.983333","NL-U1419470",NA,NA,NA,NA,NA,"-76.95","3.983333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"36","2020-02-08 09:33:13-03","NBC","NL-BOTANY","U.1419471","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Rooden J van; Welle BJH ter; Topper SMC",NA,"1979","11","15","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419471 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1419471",NA,"Lamiales","Vahl",NA,NA,NA,"Flora Colombiana. Departamento Valle del Cauca: Municipio Buenaventura, in the concession of Cartón de Colombia.","-77.166667","3.933333","NL-U1419471",NA,NA,NA,NA,NA,"-77.166667","3.933333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 09:33:13-03","NBC","NL-BOTANY","U.1419472","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","León H; et al.",NA,"1986","06","07","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419472 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1419472",NA,"Lamiales","Vahl",NA,NA,NA,"Colombia: Depto. de Nariño. Municipio de la Espriella, a orillas del río Caunapí.",NA,NA,"NL-U1419472",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 09:33:13-03","NBC","NL-BOTANY","U.1419473","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Maas PJM; Plowman TC",NA,"1974","10","06","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419473 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1419473",NA,"Lamiales","Vahl",NA,NA,NA,"Flora Colombiana. Dep. El Valle, new road Cali-Buenaventura, km 85, Boquerón.",NA,NA,"NL-U1419473",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-02-08 09:33:13-03","NBC","NL-BOTANY","U.1419576","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Ek RC; Riet BP van de; Hartmann FA",NA,"2004","02","23","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419576 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1419576",NA,"Lamiales","Vahl","Ek RC","Cayenne",NA,"Trésor Reserve. Parking place Carbet.","-52.266667","4.583333","NL-U1419576",NA,NA,NA,NA,NA,"-52.266667","4.583333",NA,NA,"Magnoliopsidae",NA,"U 0247498",NA,NA,NA
"40","2020-02-08 09:33:13-03","NBC","NL-BOTANY","U.1419582","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Sipman HJM",NA,"1979","07","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419582 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1419582",NA,"Lamiales","Vahl",NA,NA,NA,"Flora Brasiliensis. Brasil, Edo. São Paulo. Between São Paulo and Santos, along road Immigrantes, near connection with road Anchieta. Serra do Mar. E of road Immigrantes.",NA,NA,"NL-U1419582",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-02-08 09:33:13-03","NBC","NL-BOTANY","U.1419583","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Prance GT; et al.",NA,"1977","11","04","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419583 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1419583",NA,"Lamiales","Vahl",NA,NA,NA,"Plants of Brazilian Amazonia. State of Pará. Serra do Cachambo, BR 163, Cuiabá-Santarém Highway. North slope of Serra Cachimbo.",NA,NA,"NL-U1419583",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-11-04 11:12:12-03","ESALQ","ESA","38888","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14420.0","1997","03","18",NA,"Brasil",NA,NA,"Erva; flores amarelas.","ESA038888","Magnoliophyta",NA,"Vahl","Gonella, P.M.","Mato Grosso","São Félix do Araguaia","Estrada para Alto da Boa Vista, ca. 9 km de São Félix do Araguaia. Fazenda Engenho Velho. Savana Parque. Área florestada, alagada (buritizal).","-504.634","-113.758",NA,"180","180",NA,NA,NA,"-504,634","-113,758",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:12:12-03","ESALQ","ESA","38887","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Árbocz, G.F.; Ivanauskas, N.M.; Silva, M.M.R.; Zanella, J.","3626.0","1997","03","26",NA,"Brasil",NA,NA,"Erva ereta. Flor amarela.","ESA038887","Magnoliophyta",NA,"Vahl","Gonella, P.M.","Mato Grosso","Barra do Garças","Fazenda Brasil. Savana Gramíneo-Lenhosa (Campo Úmido). Relevo suave ondulado","-522.582","-150.535",NA,"780","780",NA,NA,NA,"-522,582","-150,535",NA,NA,NA,NA,NA,NA,NA,NA
