"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"29","2020-12-20 21:17:41-03","UFV","VIC","045321","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Garcia, F.C.P.; et al.","1522","2015","09","30",NA,"Brasil","Minas Gerais","Viçosa","Campus da UFV, Perto das duas lagoas, próximo ao alojamento do postinho.","-42.8819007873535","-20.7539005279541",NA,"Liana de frutos maduros começando a abrir. Mesma coleta de Garcia, F.C.P.1516.","VIC045321","VIC045321",NA,NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"30","2020-12-20 21:17:41-03","UFV","VIC","044965","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Garcia, F.C.P.; et al.","1516","2015","06","19",NA,"Brasil","Minas Gerais","Viçosa","Campus da UFV, Próximo ao Departamento de Arquitetura.","-42.8819007873535","-20.7539005279541",NA,"Planta trepadeira de ramos de ca de 8 m de altura,liana. Flores de cálice e corola verdes e filetes vináceos.","VIC044965","VIC044965",NA,NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"31","2020-12-20 21:17:41-03","UFV","VIC","1559","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Kuhlmann, J.G.","s.n.","1935","04","30",NA,"Brasil","Minas Gerais","Viçosa","E. S. A. V.","-42.8819007873535","-20.7539005279541",NA,NA,"VIC001559","VIC001559","Tamashiro, J.Y.",NA,NA,"1981","01",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"32","2020-12-20 21:17:41-03","UFV","VIC","044921","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Garcia, F.C.P.; et al.","1509","2015","05","22",NA,"Brasil","Minas Gerais","Viçosa","mata da Biologia, Próximo as três bandeiras.","-42.8819007873535","-20.7539005279541",NA,"Planta trepadeira de flores de estames vermelhos, cálice e corolas verdes.","VIC044921","VIC044921",NA,NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"33","2019-11-21 14:36:58-03","UFJF","CESJ","1094","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Piptadenia","loefgreniana","Piptadenia loefgreniana","Hoehne","L. Krieger","CESJ1094","1944","07","20","América do Sul","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,"Árvore pequena, capoeira.","CESJ001094",NA,"O.H. (IBSP)",NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"34","2019-11-21 14:36:58-03","UFJF","CESJ","33867","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","R.M. Castro; L.S. Fernandes, VR Scalon","512","2001","07","07","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Árvore com ca 5m de altura na borda da mata. Frutos imaturos verdes","CESJ033867",NA,"H.C. de Lima",NA,NA,NA,NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA
"35","2020-06-30 18:32:15-03","UFJF","CESJ","45526","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","R.C. Forzza; et al.","3287","2004","03","30","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Entre o camping e centro de visitantes. Trilha atrás da casa da Polícia Florestal.","-43.793098449707","-21.8425006866455",NA,"Em Mata de Galeria e campo rupestre arbustivo. Arbusto com ramos decumbentes, próximo de curso d'água. Flores com perianto verde-claro, estames alvos passando a róseos.","CESJ045526",NA,"A.V. Lopes",NA,NA,"2007","07","03",NA,NA,"30417","auto",NA,NA,NA,NA,NA
"36","2019-11-21 14:36:58-03","UFJF","CESJ","46614","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","N.L. Abreu; L. Menini Neto; P.L. Viana; F.S. Souza","52","2006","01",NA,"América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Fazenda da Tiririca.","-43.8278007507324","-22.0891990661621",NA,"Liana na borda de mata. Filete lilás, corola alva.","CESJ046614",NA,"V.F.Mansano; T.H.B.Ribeiro",NA,NA,"2007","08","15",NA,NA,"20815","auto",NA,NA,NA,NA,NA
"37","2019-11-21 14:36:58-03","UFJF","CESJ","40382","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","A.S.M. Valente; et al.","295","2003","02","24","América do Sul","Brasil","Minas Gerais","São João Nepomuceno","Serra dos Núcleos","-43.0106010437012","-21.5400009155273",NA,"ÁSrvore, ca. 3m, na borda da mata, em encosta rochosa.","CESJ040382",NA,"A.V. Lopes",NA,NA,"2003","08","18",NA,NA,"20981","auto",NA,NA,NA,NA,NA
"38","2019-11-21 14:36:58-03","UFJF","CESJ","36445","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","J.E.Oliveira","327","1941","05","04","América do Sul","Brasil","Minas Gerais","Tombos","Fazenda da Cachoeira","-42.0228004455566","-20.9046993255615",NA,"Trepadeira em Capoeira, muito frequente, flor amarelada.","CESJ036445",NA,"H.L. Mello Barreto",NA,NA,NA,NA,NA,NA,NA,"16749","auto",NA,NA,NA,NA,NA
"39","2019-08-20 10:14:41-03","UNICAMP","UEC","38959","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Heringer, EP","18085","1978","03","22",NA,"Brazil","Distrito Federal","Brasília","Nativa na mata seca de solo fértil.","-47.9296989440918","-15.7797002792358",NA,"Cultivada nos Parques da cidade. Árvore de copa larga e ramos pendentes.","UEC127565",NA,"Ribeiro, PG",NA,NA,"2016","09","19",NA,NA,"70570","auto",NA,NA,NA,NA,NA
"40","2019-08-20 10:14:41-03","UNICAMP","UEC","42104","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Heringer, EP","18173","1981","04","27",NA,"Brazil","Minas Gerais","Manhuaçu",NA,"-42.0335998535156","-20.2581005096436",NA,"Trepadeira volúvel, aculeada; flor rósea.","UEC127621",NA,"Ribeiro, PG",NA,NA,"2016","09","19",NA,NA,"32626","auto",NA,NA,NA,NA,NA
"41","2021-03-01 16:31:10-03","UNICAMP","UEC","7272","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Gibbs, PE; Leitão Filho, HF; Andrade, JB","4579","1977","03","28",NA,"Brazil","Minas Gerais","São Roque de Minas","São José do Barreiro, Nativo no Alto da Serra da Bocaina.","-46.3657989501953","-20.2453002929688",NA,"Trepadeira robusta, até 10 m; flores rosa-avermelhadas ornamentais em espigas. Comum em mata de Altitude.","UEC127618",NA,"Ribeiro, PG",NA,NA,"2016","09",NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA
"42","2019-11-06 09:55:37-03","UFOP","OUPR","21254","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Lima, L.C.P.; Duelhi-Filho, J.C.","390","2005","08","23",NA,"Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi","-43.4160995483398","-20.377799987793",NA,"Trepadeira armada. Fruto esverdeado. Coletado em área de mata",NA,NA,"Ribeiro, P.G.",NA,NA,"2013","04","30",NA,NA,"33524","auto",NA,NA,NA,NA,NA
"43","2019-11-06 09:55:37-03","UFOP","OUPR","1450","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Silva, J.L.; Messias, M.C.T.B. & Roschel, M.B.","s.n.","1994","04","14",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Capão de mata. Arbusto com 2m. Inflorescência avermelhadas",NA,NA,"Ribeiro, P.G.",NA,NA,"2013","04","30",NA,NA,"44599","auto",NA,NA,NA,NA,NA
"44","2020-04-27 16:10:01-03","UFES","VIES","42187","S","Plantae",NA,NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Souza, T.; Sossai, B.G.; Alves-Araújo, A.","87","2018","04","02",NA,"Brasil","Espírito Santo","Conceição da Barra","Trilha da Lagoa Seca. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,"VIES042187","VIES042187",NA,NA,NA,"2020",NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA
"45","2020-12-21 16:27:47-03","MBM","MBM","345956","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Valente, A.; et al.; et al.","295","2003","02","24","Southern America","Brazil","Minas Gerais","São João Nepomuceno","Serra dos Núcleos","-43.0106010437012","-21.5400009155273",NA,"Árvore ca. 3m borda da mata na encosta rochosa","MBM345956",NA,"Lopes, A.V.",NA,NA,"2003","08","18",NA,NA,"20981","auto",NA,NA,NA,NA,NA
"46","2020-12-21 16:27:47-03","MBM","MBM","410146","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Baumgratz, J.F.A.; Bovini, M.G.; Jordão, L.S.B.; Luna, B.N.; Abreu, P.; Bovini, M.G.; Jordão, L.S.B.; Luna, B.N.; Abreu, P.","1289","2013","05","08","Southern America","Brazil","Rio de Janeiro","Barra Mansa","Fazenda Boa Esperança.","-44.268611","-22.491111",NA,"Arbusto ca. 2 m alt., heliófilo; ramos e raque verdes a pardacentos; folíolos verdes discolores; botões florais verdes; flores com cálice e corols verde-amarelados, estames com anteras alvo-amareladas e filetes vinosos; estilete vino","MBM410146","MBM410146","Morim, M.P.","650","650","2017","06",NA,"-44.268611","-22.491111",NA,NA,NA,NA,NA,NA,NA
"47","2019-11-01 15:28:16-03","PUC-RIO","FCAB","4011","PreservedSpecimen","Plantae",NA,"Angiospermae","Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","J.C. Siqueira","2214","1987","04","18",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Cascata do Pinel","-42.5311012268066","-22.2819004058838",NA,"Arbusto de flores amareladas.","004011",NA,"M.P.M. de Lima",NA,NA,"1987","07","23",NA,NA,"33190","auto",NA,NA,NA,NA,NA
"48","2016-12-27 16:23:49-02","MNHN","RECOLNAT_MNHN_P","P02930968","PreservedSpecimen",NA,NA,NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Riedel",NA,"1837","10",NA,NA,"Brésil",NA,NA,"Brasilia. Prov St Paulo",NA,NA,"hb","Reçu le 3 janvier 1901 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02930968' target='other'> <mi>dwc_moreinfo</mi></a>","P02930968","P02930968_01 P02930968_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syntype",NA,NA,NA
